plot,year_0,year_1,date_0,date_1,interval,aet,RH,co2,precip,tmean,vpd,mcwd,precip_anom_sigma,tmean_anom_sigma,vpd_anom_sigma,mcwd_anom_sigma,precip_anom_sigma_3mo,precip_anom_sigma_3mo_sum,tmean_anom_sigma_3mo,vpd_anom_sigma_3mo,tmean_anom_sigma_3mo_max,vpd_anom_sigma_3mo_max,mcwd_anom_sigma_max,precip_anom_sigma_3mo_sum_min
EP38,1977,1979,5/9/1977,23/9/1979,1,87.32584983,56.44465317,335.431377,113.2934761,19.68571459,0.999372586,266.7872499,0.096971709,-0.657328005,-0.230151067,-0.23760091,0.092903122,0.278709366,-0.665840479,0.998330081,0.095095669,1.635978063,0.267512641,-2.392422115
EP38,1979,1981,23/9/1979,23/9/1981,2,83.03798446,55.49669369,339.5531096,102.2416825,20.24950317,1.068950035,278.5150919,0.00678262,0.019070617,0.095511189,-0.10275431,-0.013144584,-0.039433753,-0.050759207,1.070479894,1.026713385,1.661338933,0.623956885,-3.004502898
EP38,1981,1983,23/9/1981,4/10/1983,3,87.31275249,52.82424095,341.5326892,93.63804425,19.86054499,1.094386988,222.5712651,0.185994027,-0.31776329,0.217399148,-0.720552761,0.168148625,0.504445875,-0.288366719,1.089896349,1.254918704,1.860471439,0.196648809,-2.473385408
EP38,1983,1985,4/10/1983,12/9/1985,4,87.79519278,58.15426335,344.722161,92.88846158,20.07072571,0.990772342,274.8190302,-0.137362711,-0.304128406,-0.205792404,-0.135886143,-0.080426419,-0.241279257,-0.296263664,0.996393584,0.656447795,1.394824823,0.793456351,-2.609835022
EP38,1985,1987,12/9/1985,11/7/1987,5,92.19547595,56.79868495,347.0749175,95.23509841,20.88948315,1.079579884,269.5106413,-0.00624155,0.325266816,0.090186838,-0.211532129,-0.079611994,-0.238835983,0.286836792,1.091132619,1.116286609,1.543266964,0.783546641,-2.725114702
EP38,1987,1989,11/7/1987,25/7/1989,6,85.74509753,57.96470002,351.4126309,97.15638959,20.29600283,1.012639218,261.8881494,0.090715652,0.204572029,-0.169506991,-0.278381414,0.111988387,0.33596516,0.24933425,1.012058255,0.871028826,1.451691564,0.707542031,-2.250743345
EP38,1989,1991,25/7/1989,13/8/1991,7,87.63927251,57.07025785,354.5736933,115.9123364,19.83816102,1.000836771,234.3018412,0.143057475,-0.342571648,-0.212501324,-0.590595683,0.20659403,0.61978209,-0.346797577,0.992595068,0.626133733,1.535015774,0.02751792,-2.689885079
EP38,1991,1995,13/8/1991,22/7/1995,8,79.43267016,55.61788212,357.8079653,73.74766756,20.2381853,1.061517773,356.9397028,-0.238309575,-0.048099978,0.072246928,0.747044883,-0.259482283,-0.778446848,-0.055149584,1.062972486,1.486779484,1.666785908,1.522908808,-2.880845084
EP38,1995,1998,22/7/1995,24/8/1998,9,90.41184716,57.11438433,363.5658016,98.55153913,20.13144173,1.012199474,229.2836157,0.115211022,-0.008199652,-0.087387336,-0.632957922,0.120913487,0.362740462,-0.048684763,1.010088447,1.507327379,1.49672451,1.525288832,-2.007778747
EP38,1998,2002,24/8/1998,25/7/2002,10,91.7673605,59.28448509,370.0730377,119.841414,20.26757966,0.959018622,232.6914605,0.066686931,-0.092317279,-0.266691017,-0.609353685,0.086425379,0.259276138,-0.061642233,0.955435815,1.81757783,1.380194092,0.194605439,-2.838964075
EP38,2002,2006,25/7/2002,13/8/2006,11,79.57992545,54.26960997,378.0192235,93.54689334,20.34187403,1.099715688,368.5825244,-0.104776033,0.264094291,0.35909329,0.879191727,-0.13221071,-0.39663213,0.2649581,1.10563273,1.131912661,1.767905744,2.586865548,-3.246301533
EP38,2006,2011,13/8/2006,27/9/2011,12,87.34858927,56.27477892,387.1014484,112.2453425,20.143863,1.024827784,327.3276969,-0.015543191,-0.040912548,0.049559066,0.429124604,-0.00231148,-0.006934441,-0.027349669,1.017514023,2.265561798,1.689599546,1.96458708,-3.264866441
EP38,2011,2016,27/9/2011,18/9/2016,13,84.75023961,54.58825011,398.2803357,85.14397823,20.66626158,1.115293487,304.7505811,-0.102539101,0.662869691,0.436851739,0.180063402,-0.107314318,-0.321942955,0.636497112,1.119726194,2.876396868,1.835014311,1.552835841,-3.114079081
EP40,1978,1980,11/10/1978,14/10/1980,1,90.28281037,60.51250151,337.6332606,166.8138012,21.02636099,0.977733329,332.8352014,0.171154444,-0.452057738,-0.24947171,0.285600077,0.160120445,0.480361335,-0.41138454,0.97030327,0.821066875,1.555207888,0.659593889,-3.25369129
EP40,1980,1982,14/10/1980,2/11/1982,2,91.6753004,58.52891299,340.5983445,134.1025443,20.97721352,1.016250686,255.3156367,0.072869506,-0.443047081,-0.039772635,-0.548042324,0.054357129,0.163071387,-0.389024354,1.009373419,0.625203685,1.632522392,0.565788113,-2.421407645
EP40,1982,1984,2/11/1982,18/10/1984,3,91.13723849,60.15327139,343.2852999,111.20286,21.28796219,1.010643725,301.6732545,-0.193323383,-0.051253737,-0.089933015,-0.038986586,-0.167664023,-0.502992069,-0.154843425,1.022362484,1.333539993,1.772437763,0.713794245,-2.720413738
EP40,1984,1986,18/10/1984,24/11/1986,4,94.21421121,59.59605741,345.8573924,123.2662675,21.42281351,1.028855007,296.5817377,-0.036138671,0.014791044,-0.023818885,-0.107546873,-0.065338696,-0.196016088,0.007704919,1.019072197,1.09383482,1.471874682,0.948410649,-1.978238078
EP40,1986,1988,24/11/1986,11/10/1988,5,93.58440233,60.44900782,349.9592857,95.10733191,21.61094837,1.02261362,326.6177585,-0.233470249,0.537084924,0.187861101,0.2324511,-0.225149258,-0.675447775,0.527116115,1.03346695,0.942114891,1.480341466,1.215642193,-3.582870733
EP40,1988,1990,11/10/1988,28/8/1990,6,96.75284672,64.01936991,353.4494745,154.8069981,21.44104127,0.923278175,227.8315101,0.334934189,-0.019086436,-0.523952501,-0.842859964,0.307499001,0.922497003,0.026647543,0.938116623,0.928539483,1.439200751,-0.509869056,-4.193793874
EP40,1990,1998,28/8/1990,24/11/1998,7,91.43511628,59.92982445,359.9127143,116.5235001,21.27728541,1.008151286,323.3732112,-0.112082672,-0.072922366,-0.122942637,0.182294364,-0.112080113,-0.336240339,-0.092727995,1.005013856,1.892055442,1.623469162,2.467368009,-3.135493807
EP40,1998,2002,24/11/1998,14/1/2003,8,92.1026455,60.34835566,370.6071032,145.7677341,21.28350743,0.991405438,278.6949078,0.011411731,-0.215397753,-0.057900196,-0.301722658,0.044879721,0.134639163,-0.205757856,0.983554136,1.317963981,1.758181445,1.246460723,-3.218622212
EP40,2002,2006,14/1/2003,23/8/2006,9,92.7277145,59.14135234,378.8370084,144.9206448,21.40760012,1.036325327,357.9827259,0.070348057,0.225321085,0.336325079,0.576474866,0.000323526,0.000970579,0.255471621,1.053453243,1.12499405,1.729429309,1.639457579,-3.218622212
EP40,2006,2013,23/8/2006,26/9/2013,10,91.04264763,58.46119818,389.2687109,142.7568364,21.34113753,1.045405615,305.6002014,0.066442763,0.038534645,0.233596537,0.000290681,0.091265346,0.273796039,0.032787152,1.040926002,2.333896464,1.737654686,1.420241804,-2.770739309
EP40,2013,2017,26/9/2013,11/9/2017,11,93.91868512,57.39351229,401.9862007,123.4175548,21.95437431,1.120970516,325.1631885,-0.066863708,1.002101462,0.66170311,0.20880438,-0.062198225,-0.186594674,0.980344642,1.122717348,2.963506061,1.842140516,1.191130231,-3.300098047
EP41,1977,1979,2/11/1977,18/10/1979,1,103.1184489,68.61254288,335.7452654,303.9547667,24.84502804,0.987807089,146.6366112,-0.036657583,-0.559411483,-0.087794482,-0.250688901,-0.031528849,-0.094586546,-0.591064675,0.990004646,0.285306959,1.329671605,0.826767632,-2.143490731
EP41,1979,1981,18/10/1979,16/12/1981,2,102.7420748,67.73386156,339.5683059,256.6205321,25.34620476,1.049819681,252.6272684,-0.082581329,0.037542295,0.1134579,0.952386758,-0.10555671,-0.316670129,0.004005367,1.046638399,0.942867404,1.412502352,1.78628038,-2.76962106
EP41,1981,1983,16/12/1981,10/11/1983,3,104.0482031,67.3568037,341.8584317,242.5437612,24.92016459,1.036685718,118.6471802,-0.173685567,-0.219262199,0.163721518,-0.569975015,-0.16909053,-0.50727159,-0.224341416,1.033018358,1.306935118,1.402156194,-0.064305899,-3.451375161
EP41,1983,1985,10/11/1983,20/11/1985,4,104.8393935,68.50754968,344.7955196,288.9171237,25.039679,1.003124437,165.1159323,-0.089637746,-0.311758559,-0.028307293,-0.043245589,-0.09854029,-0.29562087,-0.274897132,1.005603905,0.648400596,1.298570633,0.458029003,-2.722716829
EP41,1985,1987,20/11/1985,22/10/1987,5,106.5243518,68.86390484,347.6125107,261.9047611,25.48147868,1.029376851,161.1987555,0.155959224,0.36549835,0.072463752,-0.085898088,0.11477468,0.344324039,0.353066035,1.035296407,1.129822294,1.456956991,0.588741243,-2.883909058
EP41,1987,1989,22/10/1987,13/8/1989,6,108.8380629,70.87105498,352.0149849,288.774005,25.71671594,0.974845759,115.188502,0.070154728,0.393469884,-0.310937625,-0.614059032,0.119039989,0.357119967,0.392090048,0.988338956,1.066670209,1.28621664,0.530433811,-1.654818351
EP41,1989,1991,13/8/1989,10/11/1991,7,96.47554089,68.09910613,354.4257683,223.6975559,24.90163494,1.008062701,234.3495569,-0.20304148,-0.225654243,-0.114796325,0.747335912,-0.166185237,-0.49855571,-0.199446453,0.98514417,1.087571589,1.301524957,1.362217127,-3.666364979
EP41,1991,1995,10/11/1991,4/10/1995,8,105.7162318,68.80808079,358.1986938,243.9752843,25.16938852,1.009495999,233.5504958,-0.063322692,-0.061159111,-0.04926655,0.74048856,-0.099832549,-0.299497646,-0.067488179,1.019396586,1.268870852,1.411959489,2.835217562,-3.005197544
EP41,1995,1998,4/10/1995,11/10/1998,9,107.8500918,69.72949996,363.8917423,289.0666386,25.20063778,0.973234163,88.33790691,0.143732528,-0.084892667,-0.283050731,-0.92201373,0.13950865,0.418525949,-0.14193305,0.97004528,1.577684917,1.30014178,0.684363408,-2.728097685
EP41,1998,2002,11/10/1998,16/8/2002,10,105.2451366,69.93138808,370.3070798,303.766841,25.22082898,0.964531411,97.95458043,-0.008564408,-0.15313897,-0.204503541,-0.8119508,0.027801219,0.083403657,-0.116818527,0.964356995,1.789680506,1.361243502,-0.243200292,-2.962302405
EP41,2002,2006,16/8/2002,12/8/2006,11,103.2524361,67.12974618,378.078203,279.7306307,25.35287708,1.072363585,239.9967297,-0.057827559,0.171582829,0.365842783,0.81327848,-0.110841315,-0.332523946,0.17264727,1.077559928,1.182107462,1.514924526,1.199074828,-2.600804413
EP41,2006,2012,12/8/2006,31/8/2012,12,103.591189,68.17786297,388.0746902,304.8155705,25.17577477,1.017969064,156.6154008,0.091596038,-0.06596947,0.138012803,-0.13591711,0.116061304,0.348183913,-0.059926562,1.016321373,2.407866528,1.4420976,1.203846674,-2.904637501
EP41,2012,2015,31/8/2012,1/8/2015,13,102.6961737,66.52356981,398.0170544,263.269038,25.4716692,1.101394115,213.1568563,-0.133608116,0.236205085,0.530383347,0.501336983,-0.158244147,-0.474732442,0.199863373,1.101772914,1.113893247,1.522008864,2.082054704,-2.619240932
EP42,1977,1979,17/11/1977,5/8/1979,1,111.8538989,68.30361224,335.9476198,179.6113373,26.17151913,1.082729282,344.9486938,-0.010054592,-0.261136567,0.083834836,-0.586254006,-0.052228352,-0.156685057,-0.28622957,1.1158486,0.687406151,1.549630038,-0.207302279,-2.83304216
EP42,1979,1981,5/8/1979,22/7/1981,2,100.949724,66.56116678,339.3104039,139.4080559,25.99662504,1.124076149,450.041559,-0.209588723,-0.280780777,0.112938665,0.533074658,-0.171742191,-0.515226573,-0.307929146,1.118980836,0.440985661,1.637964916,1.124364081,-1.972080041
EP42,1981,1983,22/7/1981,11/7/1983,3,105.9990073,66.06568252,341.2718359,151.0681862,25.91741002,1.138908124,395.9714554,0.064009919,-0.248300115,0.090042591,-0.051085035,-0.029125874,-0.087377622,-0.259276522,1.148281263,1.721630725,1.679888789,0.907109133,-4.46945094
EP42,1983,1985,11/7/1983,22/7/1985,4,105.5920195,68.73447341,344.3853774,174.2015172,25.91492774,1.053986674,394.8286897,0.114108826,-0.356674966,-0.355348162,-0.051773977,0.156181174,0.468543521,-0.299045847,1.050859112,1.049089212,1.597875245,0.930404785,-2.161107832
EP42,1985,1987,22/7/1985,8/9/1987,5,110.6226283,67.6920911,347.0831105,146.3023826,25.94505258,1.090478543,316.0988347,0.081978029,-0.114009841,-0.108089377,-0.889424302,0.112740903,0.338222709,-0.153770585,1.0854097,0.590196901,1.685918236,0.257486318,-2.268869829
EP42,1987,1990,8/9/1987,19/9/1990,6,110.9064305,68.50964884,352.4021138,150.1141186,26.28098707,1.082373846,327.4316104,0.082068413,0.207581592,-0.214056577,-0.777754792,0.096425077,0.289275231,0.229164767,1.07728417,1.250155094,1.525778961,-0.299132694,-2.827414353
EP42,1990,1998,19/9/1990,12/9/1998,7,103.9425996,66.77397009,359.8574091,148.1741617,25.94352347,1.115394692,414.0942709,-0.061018223,-0.332418363,0.097253658,0.149200554,-0.062304824,-0.186914472,-0.356910664,1.116244004,1.636947162,1.695701567,1.645797008,-3.007002316
EP42,1998,2002,12/9/1998,26/9/2002,8,103.3231592,69.9029391,370.2062576,180.0050619,26.15590505,1.019406389,342.3650736,0.087752653,0.024250683,-0.400203881,-0.612193505,0.085502559,0.256507676,0.053239341,1.01749427,1.826972482,1.571744156,0.669251608,-2.12949595
EP42,2002,2006,26/9/2002,12/9/2006,9,101.827436,66.21590504,378.3332642,160.7037762,26.28167561,1.160182784,481.8462949,-0.025510998,0.234009403,0.388031595,0.873388637,-0.041033275,-0.123099826,0.254314519,1.163202102,1.196067796,1.732164256,1.471798932,-2.095728176
EP42,2006,2008,12/9/2006,12/9/2008,10,104.2805279,66.15446212,384.3165253,120.5331165,26.16279562,1.155629285,438.2167609,-0.350284649,0.098947603,0.264166024,0.428043038,-0.321407082,-0.964221247,0.04166621,1.15990517,1.115870893,1.675107002,1.205870207,-2.278474752
EP42,2008,2013,12/9/2008,12/9/2013,11,104.4714264,67.4541828,391.3124315,148.7792741,26.54606533,1.135026034,429.133098,-0.063823305,0.607404252,0.246791708,0.318625867,-0.062978119,-0.188934358,0.608674563,1.130791736,2.708086592,1.760821406,1.214382222,-3.070899674
EP42,2013,2019,12/9/2013,2/10/2019,12,107.4602957,65.73155283,404.4244007,147.780381,26.54552557,1.196158061,438.3830426,-0.150557825,0.715550726,0.619520046,0.414611393,-0.14601871,-0.43805613,0.724684444,1.194290888,2.860869828,1.800849024,1.340383387,-4.225889999
EP43,1978,1980,26/6/1978,4/7/1980,1,85.64909772,71.06334309,337.1524526,310.5527319,22.40378933,0.781763982,105.7246058,-0.056678044,-0.343764932,-0.189699238,0.23897946,-0.069092286,-0.207276858,-0.363026815,0.781481691,0.728679548,1.175655142,2.073408769,-2.938366465
EP43,1980,1982,4/7/1980,16/6/1982,2,89.29352776,70.86901717,340.3581575,289.8883199,22.67233052,0.799289957,113.5626889,-0.033921407,-0.032855293,-0.050466847,0.397607871,-0.026185935,-0.078557806,0.037974125,0.800370374,0.814477683,1.191794046,2.074828431,-2.20319443
EP43,1982,1984,16/6/1982,22/7/1984,3,84.43426413,69.20789465,342.7228553,253.044712,22.18866087,0.820992881,83.95896455,-0.095370592,-0.398456822,0.111414246,-0.152129689,-0.104562905,-0.313688714,-0.42855996,0.820060219,1.337155249,1.263160706,0.312852182,-3.350791928
EP43,1984,1986,22/7/1984,24/8/1986,4,89.56481304,70.63471161,345.6944954,290.9655047,22.48729343,0.79898256,88.43298974,-0.078977955,-0.045452113,-0.025966942,-0.066084056,-0.073966655,-0.221899966,-0.117035759,0.798367587,1.015548811,1.055152893,0.602076188,-2.701443562
EP43,1986,1988,24/8/1986,12/6/1988,5,83.33135589,70.7027392,348.9158422,240.3161238,23.31836976,0.843507717,91.31239707,-0.094781524,0.518516795,0.128244209,-0.021641897,-0.064570156,-0.193710469,0.525417638,0.843241028,1.121572839,1.160676384,0.404165286,-3.158510749
EP43,1988,1990,12/6/1988,26/6/1990,6,94.33216793,72.62857275,353.0116801,318.5250527,22.70939485,0.758186342,76.008892,0.25004884,0.135662444,-0.431215852,-0.297799318,0.143729296,0.431187887,0.159450293,0.762880197,0.96125493,1.026103687,0.645623322,-3.697856106
EP43,1990,1995,26/6/1990,22/7/1995,7,81.59509306,70.43621308,357.2689525,236.5718055,22.44974025,0.802698472,136.3171086,-0.200352259,-0.19759511,-0.04744875,0.8052994,-0.169085213,-0.50725564,-0.189565297,0.801145376,1.383242603,1.164924749,2.429369338,-3.032160055
EP43,1995,1998,22/7/1995,29/7/1998,8,92.53259857,71.66396884,363.4841848,290.254224,22.52862426,0.769810801,58.39626628,0.078732905,-0.169748331,-0.298137148,-0.61640373,0.091466105,0.274398315,-0.204181871,0.769108633,1.49051477,1.069205729,0.956877574,-2.229781533
EP43,1998,2002,29/7/1998,12/12/2002,9,89.09686839,70.96358272,370.1496994,293.554475,22.53912586,0.786266542,49.59499848,0.024946559,-0.081553383,-0.137333582,-0.787704662,0.034089976,0.102269929,-0.060410125,0.773747381,1.856096696,1.258510049,1.154746841,-2.842772294
EP43,2002,2006,12/12/2002,24/8/2006,10,83.25542397,69.92829735,378.7163407,315.5334971,22.81053853,0.834627155,143.2193285,-0.003959971,0.226707334,0.355720397,0.938477352,-0.058277022,-0.174831065,0.236461441,0.84964528,1.148587929,1.271628094,1.556960409,-2.676491371
EP43,2006,2012,24/8/2006,12/9/2012,11,91.14167691,70.08089289,388.1377702,313.6532447,22.61817394,0.814233369,64.16853803,0.105087394,-0.026452915,0.159602264,-0.51203842,0.129810071,0.389430212,-0.023489462,0.813269362,2.386357765,1.263680363,0.94661517,-2.690455161
EP43,2012,2016,12/9/2012,20/10/2016,12,82.98490392,68.67457641,399.46142,272.2764166,23.04108983,0.88343151,102.9497262,-0.016292189,0.660030086,0.575326513,0.189955713,-0.023109301,-0.069327904,0.622787307,0.880895194,2.599697645,1.298832448,2.363146831,-2.763200039
EP44,1980,1982,6/11/1980,2/11/1982,1,97.45735082,59.72131903,340.7193398,149.0855372,20.34497677,0.944994922,262.3968956,0.069437554,-0.471474647,-0.054038559,-0.616264094,0.058432594,0.175297783,-0.404751569,0.944895565,0.579928676,1.587204583,0.516875876,-2.506665227
EP44,1982,1984,2/11/1982,14/10/1984,2,97.64048622,61.11842705,343.2968961,124.358591,20.69908665,0.949393605,319.3906457,-0.169468499,-0.052528956,-0.110173344,0.004560497,-0.146486429,-0.439459286,-0.157291915,0.964297576,1.355022917,1.736485291,0.736217701,-2.790285716
EP44,1984,1986,14/10/1984,24/11/1986,3,98.04859771,60.32662555,345.841039,134.5841814,20.82859342,0.972077029,299.0545218,-0.0275599,0.010364412,-0.030081681,-0.23144803,-0.056397738,-0.169193213,0.004851701,0.96149173,1.081746531,1.416673501,0.720570427,-1.912266737
EP44,1986,1988,24/11/1986,11/10/1988,4,100.3755883,61.14832664,349.9592857,104.9723997,21.02651459,0.966527211,346.2965233,-0.244872632,0.539959737,0.212158242,0.298636013,-0.236372313,-0.709116939,0.52733927,0.975852102,0.909869919,1.416673501,1.244490661,-3.53521258
EP44,1988,1990,11/10/1988,28/8/1990,5,98.62651025,64.9492529,353.4494745,167.5240128,20.8359307,0.864853307,238.1321918,0.320242026,-0.042077384,-0.527508774,-0.882281035,0.29286131,0.878583931,0.005894304,0.880647359,0.922159294,1.400657272,-0.407026299,-4.227192854
EP44,1990,1998,28/8/1990,18/10/1998,6,97.66082637,60.61830052,359.8552791,127.2888765,20.6635286,0.951810781,337.4629646,-0.128976726,-0.090324252,-0.107903166,0.189915032,-0.122214562,-0.366643685,-0.114009704,0.948850945,1.900884759,1.586064498,2.46914668,-3.114576498
EP44,1998,2004,18/10/1998,6/10/2004,7,97.9409289,60.36164037,372.3521789,154.695041,20.68899319,0.953860714,330.7833946,-0.018845409,-0.098701076,0.088165715,0.120572996,-0.011285683,-0.033857049,-0.058970707,0.952963677,1.900884759,1.713858891,1.576033826,-3.285545612
EP44,2004,2009,6/10/2004,1/10/2009,8,97.52220238,58.31456519,383.3835989,152.6760103,20.79400232,1.015516883,305.6599606,0.09542115,0.091812076,0.38548754,-0.149930092,0.096519844,0.289559533,0.063554125,1.013725241,1.272001762,1.633720048,0.550282444,-2.401904093
EP44,2009,2013,1/10/2009,24/9/2013,9,95.53574952,60.94861708,392.5207433,163.4938868,20.87793948,0.954684817,343.3659675,0.137912304,0.140378838,0.00669995,0.262103396,0.126995318,0.380985954,0.150668475,0.95801266,2.313579743,1.698843829,1.470380878,-2.73131933
EP44,2013,2017,24/9/2013,13/9/2017,10,99.02792073,57.93927247,401.9793513,134.2329466,21.38824869,1.066903085,347.3931706,-0.074474275,1.045085788,0.678592149,0.301925707,-0.069744053,-0.209232159,1.023197857,1.068006822,3.029690338,1.815688133,1.433217266,-3.371806252
