plot,year_0,year_1,date_0,date_1,interval,aet,RH,co2,precip,tmean,vpd,mcwd,precip_anom_sigma,tmean_anom_sigma,vpd_anom_sigma,mcwd_anom_sigma,precip_anom_sigma_3mo,precip_anom_sigma_3mo_sum,tmean_anom_sigma_3mo,vpd_anom_sigma_3mo,tmean_anom_sigma_3mo_max,vpd_anom_sigma_3mo_max,mcwd_anom_sigma_max,precip_anom_sigma_3mo_sum_min
EP09,1982,1984,23/3/1982,19/3/1984,6,100.5731642,57.65163008,342.1658573,143.9455092,21.83695466,1.111656609,305.529727,-0.064745242,-0.461650751,0.092869034,0.073980067,-0.084445417,-0.25333625,-0.383768143,1.124421358,1.238875272,1.724796549,0.963852517,-3.022164515
EP09,1984,1986,19/3/1984,8/3/1986,7,100.8283184,59.04246637,345.2187065,142.2859048,22.05813629,1.093980182,290.3800993,-0.213085011,-0.170640204,0.03924596,-0.105924619,-0.217887577,-0.653662731,-0.240412031,1.075548085,0.484731738,1.419210307,0.551728508,-2.58592051
EP09,1986,1988,8/3/1986,24/5/1988,8,100.6201793,60.12011955,348.6918486,119.2655899,22.62640012,1.109834055,349.7553982,-0.242881568,0.394899456,0.138963958,0.584664348,-0.222084202,-0.666252606,0.359492353,1.117142453,1.126952284,1.576865609,1.64184653,-2.961049342
EP09,1988,1990,24/5/1988,23/6/1990,9,105.2356914,62.29006014,353.0325132,188.621169,22.18250607,1.019777751,234.3021982,0.410202023,0.026655118,-0.435513646,-0.752655272,0.305573967,0.916721902,0.049250906,1.02770059,0.757883343,1.401789061,0.065832318,-2.730240966
EP09,1990,1995,23/6/1990,6/8/1995,10,99.32195678,58.94050839,357.3014973,130.8750262,21.99474279,1.091807536,338.4282601,-0.194757834,-0.188930286,0.052198035,0.443979655,-0.153754753,-0.461264258,-0.18309326,1.088718001,1.30955398,1.593519688,1.808329722,-3.139201767
EP09,1995,1998,6/8/1995,14/7/1998,11,106.656486,60.48209097,363.4438956,151.5233443,22.23311438,1.061529494,226.8980774,0.02018143,-0.146405064,-0.164388198,-0.835088364,0.022233295,0.066699885,-0.180527058,1.061959049,1.461010569,1.43865722,0.65636295,-2.225746901
EP09,1998,2002,14/7/1998,10/9/2002,12,103.4336456,61.33212214,370.0786561,180.2900876,22.12465805,1.023940633,268.2787318,0.054923237,0.017667162,-0.173108879,-0.365083023,0.046815306,0.140445918,0.045198921,1.021163466,1.822063314,1.448519707,1.000800582,-2.495592829
EP09,2002,2006,10/9/2002,12/8/2006,13,100.3519752,58.25947286,378.1954082,166.1610733,22.46062197,1.143022439,364.5104434,-0.012970646,0.235758807,0.291191145,0.74890012,-0.04154209,-0.12462627,0.229644064,1.14845756,1.084517927,1.724814256,1.855348526,-2.959522057
EP09,2006,2011,12/8/2006,9/9/2011,14,101.7871737,59.68337197,387.0782147,186.2187219,22.20815598,1.072283967,262.5607009,0.140014711,0.020792522,0.066147823,-0.413419072,0.165721159,0.497163478,0.034268087,1.068198205,2.396141784,1.622275829,0.809365032,-3.217005556
EP09,2011,2015,9/9/2011,3/11/2015,15,99.368045,57.47232893,396.9481674,150.3893236,22.39611639,1.158024756,310.2371125,0.062913957,0.313821536,0.376539981,0.110917075,0.056985346,0.170956037,0.309020976,1.149022308,1.54069843,1.744913228,1.139653932,-2.797916603
EP18,1973,1975,1/9/1973,1/10/1975,1,95.7591839,73.19997219,331.0032887,194.8541416,18.49443011,0.557843178,222.5967583,0.316844894,-0.640924616,-0.957264217,-0.029651737,0.212638129,0.637914388,-0.588703329,0.55904911,1.730060843,0.916211653,1.513605178,-2.519194915
EP18,1975,1977,1/10/1975,19/9/1977,2,97.81412157,71.46260346,332.9377234,203.1697235,18.36327082,0.582578815,156.2536112,0.305301467,-0.808944081,-0.551385935,-0.841054786,0.42405973,1.272179191,-0.74780482,0.578840731,0.75009309,0.96198384,0.075826967,-1.801532543
EP18,1977,1979,19/9/1977,29/10/1979,3,90.2338961,69.43755344,335.4397792,173.4106579,18.49117763,0.6398389,252.2061099,0.050767001,-0.665480413,-0.340589743,0.332815373,0.043826282,0.131478846,-0.677590653,0.636773561,0.199675105,1.111561553,0.600765999,-2.430512772
EP18,1979,1981,29/10/1979,22/10/1981,4,89.26838095,68.85726623,339.7313241,158.8771391,18.95731147,0.675042485,266.0632126,-0.042896051,0.013200667,0.091582361,0.508496554,-0.082354118,-0.247062353,0.011884753,0.67360872,0.889917963,1.158005587,1.226338795,-3.326277657
EP18,1981,1983,22/10/1981,11/10/1983,5,91.80619412,67.53803512,341.6729764,142.5652798,18.65593958,0.67868307,217.9957379,-0.063691967,-0.299504537,0.215187454,-0.083040796,-0.05063141,-0.15189423,-0.329116243,0.683330343,1.253488537,1.287162908,0.772096957,-2.803641142
EP18,1983,1985,11/10/1983,15/9/1985,6,93.96001928,71.66527314,344.7673864,146.8777899,18.76240463,0.603988482,228.5375397,-0.190873119,-0.362799238,-0.34332671,0.048437891,-0.154834451,-0.464503353,-0.349223542,0.607969577,0.551600531,0.93025198,0.814183226,-2.66904478
EP18,1985,1987,15/9/1985,14/7/1987,7,95.58557844,70.98151866,347.1149099,136.9126582,19.54557445,0.654876501,233.8276767,-0.175945835,0.317158935,0.045448955,0.104661049,-0.238056814,-0.714170442,0.278699156,0.665607202,1.087494027,1.01444521,1.332032209,-3.399431477
EP18,1987,1989,14/7/1987,14/7/1989,8,94.60116112,70.51379706,351.3669315,154.1018414,19.13004592,0.646125255,188.2459247,0.095700196,0.230746374,-0.07130932,-0.448165249,0.106216067,0.318648201,0.275356235,0.646529796,0.873844312,1.023698584,1.332075189,-2.647338507
EP18,1989,1991,14/7/1989,5/9/1991,9,88.2066283,69.77611097,354.5516368,154.4771468,18.51016768,0.634924585,239.9852848,0.002607566,-0.268926294,-0.231423978,0.188030371,0.06418141,0.192544229,-0.255944404,0.629607151,0.66056827,1.069620355,0.825300055,-3.730289678
EP18,1991,1995,5/9/1991,11/1/1995,10,90.4725102,67.96741586,357.1971102,104.6402024,18.9381309,0.693075448,274.7166272,-0.330538128,-0.12805267,0.026659643,0.603536656,-0.325135093,-0.975405279,-0.137918152,0.686483367,1.533428746,1.167649078,2.455325953,-2.738131644
EP18,1995,1998,11/1/1995,17/11/1998,11,96.08372197,71.14615041,363.4420484,164.5512538,18.99243729,0.620112959,175.7171206,0.116747694,0.118879039,-0.244181824,-0.6016177,0.082445249,0.247335748,0.075429372,0.622732196,1.881909916,1.061203575,0.733044574,-3.209991923
EP18,1998,2002,17/11/1998,19/10/2002,12,94.16759777,70.73785873,370.4733729,183.2451499,18.77158319,0.613244549,178.6818615,0.063719262,-0.27124932,-0.147536691,-0.561784073,0.079709227,0.239127682,-0.233427818,0.609040343,1.251158895,1.055001545,0.271348774,-2.654155599
EP18,2002,2006,19/10/2002,10/8/2006,13,90.83493774,68.39312951,378.4151221,169.165295,19.25368289,0.696596411,273.5752125,0.008073721,0.305100989,0.383514328,0.601304544,-0.036297742,-0.108893227,0.30205183,0.706574753,1.097706769,1.250590642,1.627314772,-3.315186349
EP18,2006,2012,10/8/2006,5/9/2012,14,93.28940219,68.66798847,388.0794004,174.7440685,18.914678,0.669700788,221.8985421,0.125454117,-0.03612037,0.110079078,-0.034009031,0.148883799,0.446651396,-0.028316402,0.668592435,2.27077138,1.229520067,1.8077928,-2.708764374
EP18,2012,2016,5/9/2012,25/8/2016,15,90.85699589,66.87592688,399.3633103,147.6033799,19.5699649,0.745168209,265.0257778,-0.037760859,0.93146041,0.741072803,0.495638457,-0.041972561,-0.125917683,0.891529998,0.745536359,3.13921518,1.340482299,1.61695764,-3.124595062
EP19,1975,1977,5/6/1975,18/7/1977,1,110.0862661,57.04334933,332.8173689,124.5620281,20.82078151,1.050527569,376.3092983,0.171050572,-0.433194248,-0.26241244,-0.377522534,0.153166798,0.459500394,-0.383193196,1.051520184,1.082495825,1.574329352,0.168519643,-2.588403463
EP19,1977,1979,18/7/1977,30/6/1979,2,107.3550238,55.05588994,335.1404354,111.3242342,20.94987303,1.114941073,385.5638182,-0.054633969,-0.733784174,-0.10939386,-0.30848025,-0.048883547,-0.146650641,-0.775775112,1.115610683,-0.054630728,1.704642709,0.151250257,-2.214921976
EP19,1979,1981,30/6/1979,23/6/1981,3,102.8184308,53.89772576,339.1483679,111.3636501,21.31704315,1.180946603,447.7923191,-0.109677966,-0.179829878,0.221063064,0.108109784,-0.148440308,-0.445320925,-0.187368766,1.181683582,0.725916213,1.735134077,0.582738387,-2.238571871
EP19,1981,1983,23/6/1981,19/6/1983,4,102.5204073,52.63277505,341.1773931,87.66640363,21.220214,1.19643307,403.2039459,-0.047896232,-0.152960859,0.269065408,-0.195610348,-0.089819408,-0.269458225,-0.213126881,1.201451014,1.14195685,1.866108545,1.023888723,-2.565944613
EP19,1983,1985,19/6/1983,5/6/1985,5,100.5512779,56.19810466,344.175007,79.22644275,21.32803677,1.124307932,507.9945197,-0.385339454,-0.193738982,-0.095130825,0.540290133,-0.301082421,-0.903247263,-0.149373068,1.116365958,0.839247581,1.57723225,1.394071782,-2.743055274
EP19,1985,1987,5/6/1985,1/8/1987,6,105.9018292,55.06031666,347.0877665,81.20964122,21.2479061,1.150905656,492.5063534,-0.169199073,0.192162754,0.163353167,0.439175531,-0.202672115,-0.608016346,0.176468863,1.155122692,1.049208255,1.633242289,1.479436223,-2.544258059
EP19,1987,1989,1/8/1987,20/8/1989,7,104.4357341,56.73002827,351.5163867,100.3635079,21.41188527,1.120671824,429.7688817,0.127279404,0.200568037,-0.132511227,0.011127469,0.131628188,0.394884565,0.244925977,1.123057263,0.903717713,1.555318896,1.051880218,-1.945166501
EP19,1989,1991,20/8/1989,23/6/1991,8,100.6831291,55.66234576,354.4270089,138.6465015,21.40710403,1.133538986,313.4609639,0.140125925,-0.506655575,-0.121885047,-0.843373803,0.184211985,0.552635954,-0.503969491,1.123602693,0.450308947,1.587064457,-0.09840838,-2.470255397
EP19,1991,1998,23/6/1991,1/12/1998,9,97.78732678,55.02766577,360.442558,87.65955704,21.38290699,1.152882976,510.9261673,-0.118293618,0.137771883,0.095313567,0.564239526,-0.141256468,-0.423769403,0.1166464,1.150239444,1.745401851,1.706127461,1.959599182,-2.606412585
EP19,1998,2005,1/12/1998,30/9/2005,10,98.68347513,56.2897973,373.5094587,108.768625,21.37932729,1.109671024,403.2604842,-0.054725659,0.000551622,0.043823823,-0.186722436,-0.047739322,-0.143217967,0.013914829,1.1119038,1.364682679,1.734186935,1.677949075,-3.026434288
EP19,2005,2009,30/9/2005,10/10/2009,11,100.8473445,56.52227817,384.3499728,139.694072,21.30230566,1.102303898,299.4883155,0.259894119,-0.104104826,-0.099977322,-0.925420649,0.293446146,0.880338438,-0.12030825,1.094069982,1.36138386,1.591035565,-0.111752987,-2.545107836
EP19,2009,2013,10/10/2009,3/10/2013,12,101.6626893,58.13878408,392.5782244,122.0164581,21.34867033,1.064129387,400.8109817,0.174616521,-0.134516086,-0.341275103,-0.209328076,0.174949291,0.524847874,-0.129871027,1.06844764,2.093400005,1.715693029,0.768743416,-2.390697731
EP19,2013,2018,3/10/2013,7/6/2018,13,101.5975649,53.96574927,402.8840808,104.3738504,22.17141379,1.240344088,464.2147658,-0.025227867,0.731015155,0.51839681,0.235496969,-0.021108332,-0.063324997,0.743398833,1.242802163,2.287240645,1.818461172,1.346964823,-3.281343982
EP29,1975,1977,2/11/1975,13/11/1977,1,106.877142,60.34584165,332.7759432,216.6911058,18.64155978,0.838810492,171.3283791,0.37516206,-0.744107674,-0.310795916,-0.804844654,0.463658723,1.390976169,-0.671437773,0.816431438,1.097381298,1.266340001,0.299670042,-1.357563061
EP29,1977,1979,13/11/1977,7/10/1979,2,103.4260445,62.16195525,335.8569553,189.7635858,18.82075519,0.822164133,175.8260587,0.164179906,-0.592558788,-0.327472552,-0.747652804,0.172347468,0.517042405,-0.625038394,0.843815151,0.038002084,1.452051799,-0.239726719,-2.502933057
EP29,1979,1981,7/10/1979,8/12/1981,3,100.9407754,58.49977082,339.5032197,163.885296,19.31897215,0.936312173,276.8649858,0.166705192,-0.023531628,0.028129283,0.347870622,0.1108299,0.3324897,-0.041649364,0.932794208,1.018917779,1.478992589,1.116444767,-3.075437466
EP29,1981,1983,8/12/1981,2/11/1983,4,100.3816316,56.54446263,341.8503314,152.4243139,18.88079307,0.946716561,160.9487875,0.060234251,-0.251033674,0.343840672,-0.901710932,0.080137881,0.240413644,-0.289631321,0.939066685,1.208811166,1.672028319,-0.305626936,-2.617039711
