plot,year_0,year_1,date_0,date_1,interval,nbdays,cyclone,tree_n,d_tree_n,dstem,ba,rec_n,rec_yr,Ur,rec_n_all,dead_n,mort_yr,WD_mn,dwd,totAGB,dAGB,AGB_rec,AGB_Urec,AGB_rec_all,AGB_rec_yr,AGB_Ugrow,growth,growth_yr,AGBgrowth,AGBgrowth_yr,AGB_mort,AGB_mort_R2,AGB_mort_yr,AGB_mort_yr_R2,totMort,totMort_R2,totMort_yr,totMort_yr_R2,netAGB_yr,dec,crt
EP03,1987,1989,11/10/1987,12/9/1989,9,702,0,493,-2,-1,67.38211768,0,0,0.1,0,2,2,0.656461165,0.000471503,648.0401854,4.868999982,0,2.98E-05,2.98E-05,1.55E-05,0.002382328,7.653574881,3.979422837,7.653604671,3.979438326,2.786957228,2.677978712,1.449058957,1.392396339,2.786987018,2.678008502,1.449074446,1.392411828,2.53036388,1980,128.5131865
EP03,1989,1991,12/9/1989,28/8/1991,10,715,0,488,-5,-3,67.76149228,1,1,0.1,2,6,6,0.657466242,0.001005077,649.4382012,1.398015793,0.066749341,3.04E-05,0.066779711,0.034090342,0.027294438,8.653827794,4.417688314,8.720607505,4.451778656,7.34985578,7.001292706,3.752024279,3.574086486,7.34988615,7.001323076,3.752039783,3.57410199,0.699738873,1990,30.19064052
EP03,1991,1995,28/8/1991,19/9/1995,11,1483,0,479,-9,-2,68.56662009,5,2,0.1,10,14,7,0.656979902,-0.00048634,644.1214573,-5.316743944,0.385514766,6.33E-05,0.385578046,0.094899519,0.062426178,18.78361239,4.623073852,19.16919044,4.717973371,24.54829728,23.59069903,6.041893801,5.80620711,24.54836056,23.59076231,6.041909376,5.806222685,-1.323936005,1990,30.19064052
EP03,1995,1998,19/9/1995,30/6/1998,12,1015,0,481,2,1,67.82621292,21,15,0.1,42,19,14,0.656323597,-0.000656305,605.7386865,-38.38277084,1.544851053,4.33E-05,1.544894313,0.555553127,0.13324825,12.47740156,4.486947359,14.02229587,5.042500486,52.5382717,51.19375935,18.89307307,18.40957849,52.53831496,51.19380261,18.89308863,18.40959404,-13.85058814,1990,30.19064052
EP03,1998,2002,30/6/1998,7/11/2002,13,1591,0,482,1,0,66.37890711,8,4,0.1,16,7,3,0.6554679,-0.000855697,621.2765867,15.53790021,0.544829933,6.78E-05,0.544897703,0.125007958,0.054001446,26.23164049,6.017943921,26.77653819,6.142951879,11.29257166,10.79722394,2.590690543,2.477050118,11.29263943,10.79729171,2.590706091,2.477065666,3.552245788,2000,99.57655864
EP03,2002,2006,7/11/2002,10/8/2006,14,1372,0,481,-1,0,66.74319641,19,10,0.1,38,16,9,0.656077694,0.000609794,624.489505,3.212918365,1.558147534,5.84E-05,1.558205924,0.41453729,0.118683656,13.52612198,3.598421665,15.08432791,4.012958955,11.70571022,10.64695367,3.114128448,2.832462165,11.70576861,10.64701206,3.114143982,2.832477698,0.898814973,2000,99.57655864
EP03,2006,2011,10/8/2006,15/9/2011,15,1862,0,478,-3,-1,67.25184837,14,5,0.1,28,17,7,0.653890203,-0.002187492,633.8665736,9.37706855,1.021844073,7.92E-05,1.021923293,0.200323309,0.124522509,17.15929255,3.363663685,18.18121584,3.563986994,8.928590583,7.76544674,1.750233922,1.522227745,8.928669803,7.76552596,1.750249451,1.522243274,1.813737543,2010,94.97966766
EP03,2011,2015,15/9/2011,23/8/2015,16,1438,0,466,-12,-3,67.55113508,5,3,0.1,10,18,9,0.65481653,0.000926328,631.118668,-2.747905571,0.338992417,6.10E-05,0.339053417,0.086060151,0.241067482,13.64231085,3.462756232,13.98136427,3.548816383,17.03129397,15.89005279,4.322964046,4.033288781,17.03135497,15.89011379,4.322979529,4.033304265,-0.774163146,2010,94.97966766
EP04,1972,1974,10/8/1972,13/8/1974,1,733,0,355,-5,-2,33.93666486,11,11,0.3,22,5,5,0.617694028,0.00135825,282.7075039,11.94277614,0.770027808,8.77E-05,0.770115488,0.383481792,0.028501996,12.98589436,6.466373044,13.75600985,6.849854836,1.998178327,1.735873094,0.995000122,0.864384283,1.998266007,1.735960774,0.995043783,0.864427944,5.854811053,1970,43.30851244
EP04,1974,1976,13/8/1974,6/8/1976,2,724,0,359,4,2,35.18530749,14,14,0.3,28,10,10,0.617233259,-0.000460769,285.6580988,2.95059491,1.06691514,8.69E-05,1.06700205,0.537922304,0.0215387,13.13780306,6.62333994,14.20480511,7.161262244,11.27566199,10.60613364,5.684553351,5.347014889,11.2757489,10.60622055,5.684597166,5.347058704,1.476665078,1970,43.30851244
EP04,1976,1978,6/8/1976,2/8/1978,3,726,0,353,-6,-3,35.42640821,2,2,0.3,4,8,8,0.616610028,-0.000623231,294.2598863,8.601787554,0.160420547,8.70E-05,0.160507557,0.080695948,0.007827599,13.21318954,6.642994743,13.3736971,6.723690691,4.779650136,4.248877675,2.402992148,2.136143735,4.779737146,4.248964685,2.403035893,2.136187479,4.320654799,1970,43.30851244
EP04,1978,1980,2/8/1978,28/8/1980,4,757,0,347,-6,-3,36.60781558,11,11,0.4,22,17,16,0.620915869,0.004305841,301.2963329,7.036446617,0.825987468,0.0001211,0.826108568,0.398321833,0.263754276,15.01652426,7.24046414,15.84263283,7.638785973,9.069819385,8.109446215,4.373162583,3.910102865,9.069940485,8.109567315,4.373220973,3.910161255,3.265564999,1980,27.82602423
EP04,1980,1982,28/8/1980,24/8/1982,5,726,0,354,7,4,37.293047,20,20,0.3,40,13,13,0.617929774,-0.002986095,303.1030451,1.806712158,1.32640388,8.70E-05,1.32649091,0.6668997,0.070502082,18.48448834,9.293165625,19.81097925,9.960065325,18.07468214,17.2775413,9.087133584,8.686367182,18.07476917,17.27762833,9.087177339,8.686410937,0.872887986,1980,27.82602423
EP04,1982,1984,24/8/1982,10/8/1984,6,717,0,359,5,3,37.20832498,12,12,0.3,24,7,7,0.615247837,-0.002681937,312.3683958,9.26535073,0.693411598,8.57E-05,0.693497318,0.353035594,0.026979376,17.06125452,8.685296932,17.75475184,9.038332526,8.516294765,8.053758328,4.335352286,4.09989092,8.516380485,8.053844048,4.335395923,4.099934557,4.702936603,1980,27.82602423
EP04,1984,1986,10/8/1984,28/8/1986,7,748,0,360,1,0,37.90055566,7,7,0.4,14,6,6,0.615955944,0.000708108,319.1557987,6.787402846,0.474233606,0.00011904,0.474352646,0.231468871,0.095539392,14.97044778,7.305098182,15.44480043,7.536567053,8.752817934,8.420399826,4.271094313,4.108884942,8.752936974,8.420518866,4.2711524,4.108943029,3.265414653,1980,27.82602423
EP04,1986,1988,28/8/1986,28/8/1988,8,731,0,358,-2,-1,38.59920681,10,10,0.4,20,12,12,0.617547132,0.001591188,329.2372856,10.0814869,0.74074516,0.00011684,0.740862,0.369924254,0.124077277,16.39073132,8.184154489,17.13159332,8.554078743,7.174066855,6.424301395,3.582126405,3.20775651,7.174183695,6.424418235,3.582184745,3.20781485,4.971893998,1980,27.82602423
EP04,1988,1990,28/8/1988,22/1/1990,9,512,0,366,8,6,39.70556277,12,17,0.2,24,4,6,0.621099836,0.003552704,348.1418544,18.9045688,0.85722727,4.10E-05,0.85726826,0.611138506,0.091658739,20.59069917,14.6789164,21.44796743,15.2900549,2.635016373,2.452578265,1.878478469,1.748420052,2.635057363,2.452619255,1.87850769,1.748449274,13.41154721,1990,22.27311521
EP04,1990,1998,22/1/1990,17/8/1998,10,3129,0,291,-75,-9,45.03107176,31,7,1.6,64,106,25,0.628071787,0.006971951,307.7913207,-40.35053366,2.860130263,0.0020214,2.862151663,0.333871958,10.16958969,45.63545455,5.323407131,48.49760622,5.657279089,99.01570816,92.69355166,11.55025039,10.81276649,99.01772956,92.69557306,11.55048619,10.81300229,-5.893207102,1990,22.27311521
EP04,1998,2002,17/8/1998,20/10/2002,11,1525,0,294,3,1,36.16407716,16,8,0.6,33,13,6,0.631787494,0.003715707,309.8924402,2.101119522,1.763111649,0.00037425,1.763485899,0.422080232,2.685763233,25.40939752,6.081593505,27.17288342,6.503673736,27.75715288,26.97819194,6.64351528,6.457075448,27.75752713,26.97856619,6.643604854,6.457165023,-0.139931118,2000,20.75415505
EP04,2002,2006,20/10/2002,23/8/2006,12,1403,1,304,10,3,36.18999252,36,19,0.6,73,26,14,0.635714836,0.003927341,308.7194451,-1.172995155,2.890775159,0.00034452,2.891119679,0.752144464,2.083145826,20.56058805,5.348976935,23.45170773,6.101121398,26.70750419,25.20085267,6.948139009,6.55617336,26.70784871,25.20119719,6.948228639,6.556262989,-0.84710724,2000,20.75415505
EP04,2006,2012,23/8/2006,14/10/2012,13,2244,0,314,10,2,37.04212111,38,13,1,77,28,9,0.639218769,0.003503933,329.4901892,20.77074417,6.165622963,0.00092437,6.166547333,1.003025747,1.701511039,29.99684721,4.879166323,36.16339454,5.882192071,17.09323704,15.50662657,2.780317077,2.522245409,17.09416141,15.50755094,2.780467431,2.522395763,3.10172464,2010,42.31684591
EP04,2012,2016,14/10/2012,10/9/2016,14,1427,0,314,0,0,37.46470548,22,12,0.6,45,22,11,0.639015393,-0.000203376,339.3377876,9.847598342,3.945489753,0.00035434,3.945844093,1.009273367,0.887772164,22.32064894,5.70920593,26.26649303,6.718479296,17.30631251,15.92662163,4.426632142,4.073732933,17.30666685,15.92697597,4.426722775,4.073823566,2.291756521,2010,42.31684591
EP09,1972,1974,19/3/1972,23/3/1974,1,734,0,443,-3,-1,53.68229861,5,5,0.1,10,3,3,0.597925229,7.12E-05,474.839203,22.94562259,0.297367783,2.84E-05,0.297396173,0.147887742,0.039648821,13.55343402,6.73978667,13.85083019,6.887674413,7.633105419,7.455308989,3.795754057,3.707340301,7.633133809,7.455337379,3.795768175,3.707354419,3.091906238,1970,47.80492036
EP09,1974,1976,23/3/1974,16/3/1976,2,724,0,439,-4,-2,53.97416295,7,7,0.1,14,11,11,0.597116302,-0.000808927,472.2786074,-2.560595604,0.430793076,2.80E-05,0.430821056,0.217195698,0.050565282,10.92590438,5.508225277,11.35672544,5.725420975,13.96785835,13.29568088,7.041807039,6.70293304,13.96788633,13.29570886,7.041821145,6.702947146,-1.31640017,1970,47.80492036
EP09,1976,1978,16/3/1976,7/4/1978,3,752,0,443,4,2,53.92355397,14,14,0.1,28,10,10,0.600415177,0.003298875,479.6348554,7.356247973,0.956540666,2.91E-05,0.956569776,0.464292511,0.080764359,12.02972962,5.838898021,12.9862994,6.303190532,5.710786673,5.20450747,2.771857893,2.526123972,5.710815783,5.20453658,2.771872022,2.526138101,3.531318509,1970,47.80492036
EP09,1978,1980,7/4/1978,26/3/1980,4,719,0,439,-4,-2,54.19310352,4,4,0.1,8,8,8,0.599496773,-0.000918404,485.6603594,6.025503972,0.275714979,2.80E-05,0.275742939,0.139980769,0.055712956,11.88393456,6.032873596,12.1596775,6.172854365,6.189858526,5.63629812,3.142278668,2.861263997,6.189886486,5.63632608,3.142292862,2.861278191,3.030561504,1980,104.3332375
EP09,1980,1982,26/3/1980,23/3/1982,5,727,0,446,7,4,54.79422739,12,12,0.1,24,5,5,0.59946941,-2.74E-05,495.5944262,9.934066784,0.748950685,2.82E-05,0.748978875,0.376034786,-0.020194823,10.85249799,5.448640671,11.60147687,5.824675457,1.647187071,1.352874444,0.826992133,0.679228572,1.647215261,1.352902634,0.827006286,0.679242726,4.99766917,1980,104.3332375
EP09,1982,1984,23/3/1982,19/3/1984,6,727,0,446,0,0,55.84732926,9,9,0.1,18,9,9,0.601846091,0.002376682,504.2026431,8.608216946,0.587718141,2.82E-05,0.587746351,0.295085857,0.080240508,12.16707629,6.108642154,12.75482264,6.403728011,4.226817992,3.775162589,2.122130079,1.895370488,4.226846202,3.775190799,2.122144242,1.895384651,4.281583769,1980,104.3332375
EP09,1984,1986,19/3/1984,8/3/1986,7,719,0,444,-2,-1,56.21392463,3,3,0.1,6,5,5,0.603048101,0.001202009,507.4396449,3.237001754,0.181277823,2.80E-05,0.181305803,0.092039803,0.043429076,10.73903415,5.451665459,10.92033995,5.543705262,7.726739297,7.486078408,3.922475443,3.80030406,7.726767277,7.486106388,3.922489647,3.800318264,1.621215615,1980,104.3332375
EP09,1986,1988,8/3/1986,24/5/1988,8,808,0,449,5,2,56.35465745,9,8,0.1,18,4,4,0.604552019,0.001503919,515.7824612,8.342816329,0.580252967,3.16E-05,0.580284517,0.262133476,0.015879492,9.850838054,4.449945408,10.43112257,4.712078884,2.104154184,1.918335725,0.950515195,0.866574925,2.104185734,1.918367275,0.950529447,0.866589177,3.761549437,1980,104.3332375
EP09,1988,1990,24/5/1988,23/6/1990,9,760,0,449,0,0,57.37594275,7,7,0.1,14,7,7,0.606384313,0.001832294,525.9904336,10.20797242,0.491756007,2.98E-05,0.491785787,0.236186595,0.004483628,13.29923142,6.387130881,13.79101721,6.623317477,3.587498636,3.200745992,1.722943424,1.537200378,3.587528416,3.200775772,1.722957726,1.53721468,4.900359751,1990,86.28734538
EP09,1990,1995,23/6/1990,6/8/1995,10,1870,0,447,-2,0,59.82009741,11,4,0.3,22,13,5,0.606852386,0.000468073,547.2706129,21.28017933,0.935679442,0.00022127,0.935900712,0.182675807,0.244138305,28.40064208,5.543440833,29.33654279,5.726116641,8.300280497,7.500953356,1.620108225,1.464089826,8.300501767,7.501174626,1.620151414,1.464133015,4.105965226,1990,86.28734538
EP09,1995,1998,6/8/1995,14/7/1998,11,1073,0,463,16,5,60.84959434,28,19,0.2,56,12,8,0.605749208,-0.001103178,549.1968257,1.926212807,1.803707809,8.43E-05,1.803792079,0.6135919,0.091294616,15.4089581,5.241630667,17.21275018,5.855222567,15.37774772,14.62569505,5.231013902,4.975189836,15.37783199,14.62577932,5.231042567,4.975218502,0.62418,1990,86.28734538
EP09,1998,2002,14/7/1998,10/9/2002,12,1519,0,448,-15,-4,61.82571965,2,1,0.3,4,17,8,0.607113579,0.001364371,561.6726131,12.47578734,0.240053146,0.00017928,0.240232426,0.057725369,0.397203844,27.05135113,6.50016008,27.29158355,6.557885449,15.21282077,14.21455739,3.655483596,3.415611223,15.21300005,14.21473667,3.655526675,3.415654302,2.902358773,2000,35.85054363
EP09,2002,2006,10/9/2002,12/8/2006,13,1432,1,425,-23,-6,62.66839503,11,6,0.3,22,34,17,0.604340102,-0.002773477,547.6307082,-14.04190487,0.721497061,0.00016913,0.721666191,0.183944246,0.891585931,25.35978015,6.463910444,26.08144634,6.647854689,41.01476801,38.82818877,10.45418319,9.896849791,41.01493714,38.8283579,10.4542263,9.8968929,-3.806371608,2000,35.85054363
EP09,2006,2011,12/8/2006,9/9/2011,14,1854,1,428,3,1,59.60655134,24,9,0.3,48,21,8,0.603182516,-0.001157586,526.2365726,-21.39413558,1.90829228,0.00021868,1.90851096,0.375731662,0.677379948,0.901106011,0.177402208,2.809616972,0.55313387,24.88091382,23.52023633,4.898346032,4.630467238,24.8811325,23.52045501,4.898389084,4.63051029,-4.345255214,2010,25.44134279
EP09,2011,2015,9/9/2011,3/11/2015,15,1516,0,433,5,1,59.48130787,22,11,0.3,44,17,8,0.603828907,0.000646391,495.3318079,-30.90476477,1.62516777,0.00017834,1.62534611,0.391326735,0.552536714,22.62215274,5.446626484,24.24749885,5.837953218,55.70462199,54.6533493,13.41173287,13.15862302,55.70480033,54.65352764,13.41177581,13.15866596,-7.573822587,2010,25.44134279
EP18,1973,1975,1/9/1973,1/10/1975,1,760,0,451,-4,-2,61.5893994,2,2,0.1,4,4,4,0.694720961,0.000983481,640.6450521,13.07907508,0.175415457,3.41E-05,0.175449567,0.084261963,0.012209059,7.947128326,3.816712946,8.122577893,3.900974909,0.589243314,0.353990988,0.282991855,0.17000883,0.589277424,0.354025098,0.283008236,0.170025212,3.617966673,1970,130.3810756
EP18,1975,1977,1/10/1975,19/9/1977,2,719,0,445,-6,-3,62.38474857,3,3,0.1,6,9,9,0.696614232,0.001893271,646.8545576,6.209505491,0.184154931,3.23E-05,0.184187191,0.093502538,-0.013384126,10.79298997,5.479056104,10.97717716,5.572558642,4.754255284,4.259833885,2.413495381,2.162502598,4.754287544,4.259866145,2.413511757,2.162518975,3.159046885,1970,130.3810756
EP18,1977,1979,19/9/1977,29/10/1979,3,770,0,444,-1,0,62.51840338,3,3,0.1,6,4,4,0.697753904,0.001139672,649.1076954,2.253137771,0.252604643,3.47E-05,0.252639373,0.119757625,0.016072877,10.58447752,5.017317265,10.83711689,5.13707489,8.600017267,8.347449466,4.076631562,3.956907864,8.600051997,8.347484196,4.076648024,3.956924327,1.060426866,1970,130.3810756
EP18,1979,1981,29/10/1979,22/10/1981,4,724,0,448,4,2,62.29812528,9,9,0.1,18,5,5,0.695441057,-0.002312847,654.8260918,5.718396394,0.527793523,3.26E-05,0.527826073,0.266100161,0.001694851,6.723927875,3.389825517,7.251753948,3.655925678,1.535019855,1.214088217,0.773870507,0.612074861,1.535052405,1.214120767,0.773886917,0.612091271,2.882038762,1980,65.76127464
EP18,1981,1983,22/10/1981,11/10/1983,5,719,0,444,-4,-2,62.92614922,0,0,0,0,4,4,0.69500021,-0.000440846,637.5082172,-17.3178746,0,0,0,0,0.186783316,10.6393803,5.40107623,10.6393803,5.40107623,28.14403822,27.8435905,14.2873073,14.13478517,28.14403822,27.8435905,14.2873073,14.13478517,-8.886231071,1980,65.76127464
EP18,1983,1985,11/10/1983,15/9/1985,6,705,0,441,-3,-2,61.71315119,0,0,0,0,3,3,0.695456674,0.000456464,637.0834736,-0.424743577,0,0,0,0,0.008242068,7.833413464,4.055597042,7.833413464,4.055597042,8.266399108,8.076322414,4.279766914,4.181358413,8.266399108,8.076322414,4.279766914,4.181358413,-0.224169873,1980,65.76127464
