wavelength,flux,ivar
5064.5698,0.9999,2947.9914
5064.6409,0.9881,2918.9656
5064.712,1.0087,3014.7165
5064.7831,1.0035,2997.414
5064.8543,1.0082,3025.9488
5064.9254,0.9953,2986.0405
5064.9965,0.9959,2986.8653
5065.0676,0.987,2949.7232
5065.1387,1.0018,2998.361
5065.2099,1.0123,3039.5289
5065.281,0.9955,2965.668
5065.3521,0.9809,2911.5547
5065.4232,0.9984,2969.6516
5065.4943,1.0011,2970.3245
5065.5655,0.9894,2926.6339
5065.6366,0.9834,2907.9418
5065.7077,0.9971,2966.9228
5065.7788,1.009,3008.834
5065.85,0.9833,2907.7574
5065.9211,1.0032,3005.268
5065.9922,1.009,3038.3507
5066.0633,0.9832,2914.5557
5066.1344,0.9975,2965.1554
5066.2056,0.9828,2911.2791
5066.2767,0.9898,2930.8909
5066.3478,0.9962,2950.6118
5066.4189,0.9851,2903.8318
5066.49,0.9914,2948.9695
5066.5612,0.9967,2968.2218
5066.6323,0.9826,2912.6254
5066.7034,1.0057,3004.7909
5066.7745,1.0311,3104.0621
5066.8457,1.0204,3047.7708
5066.9168,1.0159,3041.1588
5066.9879,0.9778,2908.9105
5067.059,0.9893,2971.7104
5067.1301,0.9897,2958.1128
5067.2013,1.0183,3063.1285
5067.2724,0.9965,2973.8782
5067.3435,0.9782,2905.5605
5067.4146,0.9992,3000.5473
5067.4857,1.0062,3021.9771
5067.5569,1.0128,3051.987
5067.628,1.011,3040.6917
5067.6991,0.9986,2991.1523
5067.7702,0.9945,2974.6744
5067.8414,0.9925,2974.7336
5067.9125,0.9949,3009.494
5067.9836,1.0011,2994.4391
5068.0547,1.0055,3008.3218
5068.1258,1.0001,3019.7837
5068.197,1.0007,3018.3426
5068.2681,1.0078,3043.6551
5068.3392,1.0129,3056.1489
5068.4103,1.0117,3038.4964
5068.4814,1.0101,3049.1999
5068.5526,0.9932,3005.7395
5068.6237,0.9958,3027.9568
5068.6948,1.0041,3060.2242
5068.7659,0.9991,3017.3626
5068.8371,1.0024,3016.7013
5068.9082,1.0003,3016.1077
5068.9793,0.9965,3030.0648
5069.0504,0.9982,3040.1462
5069.1215,0.9917,2980.2281
5069.1927,0.9818,2951.1176
5069.2638,0.9912,2967.2094
5069.3349,1.0055,3027.4917
5069.406,1.0175,3100.095
5069.4771,1.016,3087.9061
5069.5483,0.9986,3026.1811
5069.6194,1.0021,3038.2115
5069.6905,1.021,3114.8279
5069.7616,1.0117,3068.0271
5069.8328,0.9976,2998.9917
5069.9039,0.9864,2989.7372
5069.975,0.9874,3005.3543
5070.0461,1.0079,3069.9806
5070.1172,1.0072,3055.3753
5070.1884,1.008,3056.7721
5070.2595,0.9994,3011.4564
5070.3306,1.0013,3010.296
5070.4017,1.027,3107.6585
5070.4728,1.0381,3172.8872
5070.544,1.0252,3103.8397
5070.6151,1.0288,3132.7696
5070.6862,1.0228,3093.7903
5070.7573,1.0015,3003.0497
5070.8285,0.9901,2998.7798
5070.8996,1.0131,3076.3273
5070.9707,0.9856,2953.6614
5071.0418,0.9763,2912.3545
5071.1129,0.9889,2965.2218
5071.1841,1.0109,3051.2476
5071.2552,1.0062,3018.7081
5071.3263,0.9827,2939.3284
5071.3974,0.9914,2972.1092
5071.4685,1.0039,3016.8774
5071.5397,1.0277,3123.6221
5071.6108,1.0351,3161.3654
5071.6819,0.9879,2976.3675
5071.753,0.9984,3026.3456
5071.8242,1.0047,3025.2284
5071.8953,1.01,3062.6076
5071.9664,0.9994,3016.7115
5072.0375,0.9972,2996.9575
5072.1086,1.0006,3041.0962
5072.1798,1.0046,3059.4301
5072.2509,1.02,3118.5848
5072.322,1.0145,3093.2712
5072.3931,1.0313,3157.9037
5072.4642,1.0154,3085.8378
5072.5354,1.0038,3034.0938
5072.6065,1.0151,3075.167
5072.6776,1.0369,3157.964
5072.7487,1.0155,3102.5172
5072.8199,1.0041,3045.2595
5072.891,1.0116,3050.0284
5072.9621,1.0062,3054.949
5073.0332,0.99,2992.9683
5073.1043,1.0107,3068.0114
5073.1755,1.0223,3124.6932
5073.2466,1.0062,3070.9486
5073.3177,0.9997,3028.4538
5073.3888,0.9911,2994.6766
5073.4599,0.9977,3042.2069
5073.5311,1.0129,3086.0809
5073.6022,0.9993,3037.0359
5073.6733,0.9946,3020.8888
5073.7444,0.9922,2998.8278
5073.8156,1.0199,3111.7318
5073.8867,1.02,3105.8387
5073.9578,1.0198,3112.0997
5074.0289,1.0054,3055.4168
5074.1,1.0058,3055.1062
5074.1712,0.9982,3031.5726
5074.2423,0.9831,2988.7142
5074.3134,0.991,3019.0193
5074.3845,0.9849,2996.2031
5074.4556,0.9992,3039.6341
5074.5268,1.0034,3056.1681
5074.5979,1.0196,3135.342
5074.669,1.0012,3050.7755
5074.7401,0.9951,3022.5313
5074.8113,1.0075,3077.0304
5074.8824,1.019,3125.2421
5074.9535,0.9963,3032.4171
5075.0246,0.9851,2996.0261
5075.0957,0.9865,3008.4689
5075.1669,1.0041,3081.3595
5075.238,1.0231,3138.6057
5075.3091,0.9996,3033.4531
5075.3802,0.9812,2981.1394
5075.4513,1.005,3081.6081
5075.5225,0.9914,3028.0646
5075.5936,0.9886,3006.1333
5075.6647,0.9827,2991.9959
5075.7358,1.015,3123.8679
5075.807,1.0099,3109.5318
5075.8781,0.9941,3040.868
5075.9492,0.9838,3019.1443
5076.0203,0.9735,2977.8431
5076.0914,1.012,3091.2602
5076.1626,1.0146,3123.9541
5076.2337,0.9972,3071.4149
5076.3048,1.0037,3088.9926
5076.3759,1.0099,3115.0731
5076.447,0.9967,3058.2667
5076.5182,1.002,3083.12
5076.5893,1.0121,3131.638
5076.6604,1.0,3064.5422
5076.7315,1.0075,3102.8972
5076.8027,0.9826,3007.0775
5076.8738,0.9861,3013.1614
5076.9449,0.9835,2999.1232
5077.016,0.9703,2942.1336
5077.0871,0.9793,2972.6341
5077.1583,1.0314,3191.9319
5077.2294,1.0022,3090.9357
5077.3005,0.9772,2987.5878
5077.3716,0.9809,2988.1319
5077.4427,0.9925,3030.2576
5077.5139,1.0082,3096.3057
5077.585,0.9703,2931.3412
5077.6561,0.9863,3025.2068
5077.7272,1.0175,3142.5319
5077.7984,1.0061,3089.7121
5077.8695,1.0107,3097.7058
5077.9406,0.9747,2982.8267
5078.0117,1.0056,3107.7152
5078.0828,1.0368,3211.3288
5078.154,1.0134,3128.3136
5078.2251,0.9986,3085.2043
5078.2962,1.0054,3108.1164
5078.3673,1.0125,3131.0588
5078.4384,1.0138,3134.9328
5078.5096,1.0051,3090.94
5078.5807,1.0221,3161.0225
5078.6518,1.0121,3124.962
5078.7229,1.0101,3101.4727
5078.7941,1.0237,3144.201
5078.8652,0.995,3053.7201
5078.9363,0.9923,3058.5895
5079.0074,0.9851,3045.7325
5079.0785,0.9924,3074.6343
5079.1497,0.996,3068.8953
5079.2208,0.9904,3044.8687
5079.2919,0.9892,3032.4607
5079.363,1.0046,3091.4954
5079.4341,1.0061,3103.8286
5079.5053,1.0018,3091.4687
5079.5764,0.9954,3082.2945
5079.6475,0.9906,3060.2464
5079.7186,0.9844,3035.6655
5079.7898,0.9896,3052.6642
5079.8609,1.003,3110.0575
5079.932,0.9935,3077.1071
5080.0031,0.9757,2994.6856
5080.0742,0.9823,3008.1316
5080.1454,1.0148,3144.2444
5080.2165,1.019,3172.4375
5080.2876,1.0051,3129.469
5080.3587,1.012,3163.4274
5080.4298,1.0029,3105.8599
5080.501,1.0061,3112.5123
5080.5721,1.0073,3132.1444
5080.6432,1.0081,3136.9487
5080.7143,0.9823,3026.7901
5080.7855,0.9923,3079.5438
5080.8566,1.0046,3119.3508
5080.9277,0.9984,3106.4131
5080.9988,1.002,3123.9234
5081.0699,0.9954,3071.1386
5081.1411,1.001,3106.375
5081.2122,0.9847,3060.4042
5081.2833,0.983,3063.2614
5081.3544,0.9997,3108.4508
5081.4255,0.991,3062.9637
5081.4967,1.0208,3199.6433
5081.5678,1.0106,3146.0352
5081.6389,1.0045,3114.3449
5081.71,1.0125,3164.0847
5081.7812,1.0108,3158.2997
5081.8523,0.9736,3021.6812
5081.9234,0.9737,3031.6029
5081.9945,1.0097,3150.0574
5082.0656,1.0012,3126.1154
5082.1368,0.9904,3099.6845
5082.2079,1.0012,3156.821
5082.279,0.9911,3126.6429
5082.3501,0.9897,3104.1189
5082.4212,0.9831,3054.6149
5082.4924,1.0127,3188.8977
5082.5635,1.0053,3155.609
5082.6346,1.0024,3137.1232
5082.7057,1.0293,3250.1158
5082.7769,0.9791,3046.2572
5082.848,0.9876,3100.9855
5082.9191,0.9965,3112.4737
5082.9902,0.9741,3035.4819
5083.0613,1.0155,3221.4146
5083.1325,0.9905,3113.788
5083.2036,0.9956,3129.3485
5083.2747,0.9864,3085.124
5083.3458,0.9963,3140.5431
5083.4169,0.9846,3080.6911
5083.4881,0.9824,3058.9411
5083.5592,1.0216,3230.9192
5083.6303,1.0166,3237.3206
5083.7014,1.002,3184.8671
5083.7726,0.991,3125.9905
5083.8437,1.0127,3216.2002
5083.9148,1.0014,3184.4263
5083.9859,0.9943,3156.1224
5084.057,1.0038,3197.9417
5084.1282,0.9997,3177.0167
5084.1993,0.993,3148.1753
5084.2704,0.9855,3123.9809
5084.3415,1.0059,3222.31
5084.4126,1.0041,3230.8939
5084.4838,0.9824,3138.4458
5084.5549,0.9851,3127.5789
5084.626,1.0014,3174.1077
5084.6971,0.9972,3154.3184
5084.7683,0.9848,3105.4401
5084.8394,0.992,3142.364
5084.9105,1.0018,3188.5533
5084.9816,1.0046,3215.8902
5085.0527,1.0079,3231.1367
5085.1239,0.995,3172.4755
5085.195,0.9863,3131.4875
5085.2661,0.9958,3158.3132
5085.3372,1.0056,3204.7074
5085.4083,1.015,3258.1838
5085.4795,0.9988,3193.6207
5085.5506,1.011,3247.1636
5085.6217,1.0247,3307.0087
5085.6928,1.0135,3264.7387
5085.764,1.0271,3331.7876
5085.8351,1.0242,3307.2977
5085.9062,1.047,3404.1412
5085.9773,1.0236,3294.49
5086.0484,0.9849,3138.2831
5086.1196,1.006,3249.0773
5086.1907,0.9915,3197.7343
5086.2618,0.975,3132.1667
5086.3329,0.9933,3218.5176
5086.404,0.9911,3198.7401
5086.4752,1.0255,3320.808
5086.5463,1.0254,3346.8216
5086.6174,1.0056,3278.9784
5086.6885,0.9795,3180.7931
5086.7597,1.0032,3233.2453
5086.8308,0.9777,3116.3094
5086.9019,0.9987,3230.8035
5086.973,1.0085,3248.7084
5087.0441,0.9941,3200.4518
5087.1153,0.9966,3211.6553
5087.1864,1.0133,3314.9812
5087.2575,0.9949,3209.1071
5087.3286,0.9889,3208.8919
5087.3997,1.0059,3273.9289
5087.4709,0.9797,3145.5713
5087.542,1.0267,3362.426
5087.6131,1.0299,3355.6253
5087.6842,0.9885,3183.769
5087.7554,0.9948,3207.4996
5087.8265,1.0141,3315.3038
5087.8976,1.0399,3423.8013
5087.9687,1.0184,3325.0768
5088.0398,1.0265,3353.6381
5088.111,1.0148,3310.9607
5088.1821,0.987,3209.3895
5088.2532,1.0001,3252.8494
5088.3243,0.9975,3259.7119
5088.3955,0.9985,3257.8268
5088.4666,0.9992,3254.8934
5088.5377,1.0209,3362.0883
5088.6088,1.0141,3329.5544
5088.6799,0.9911,3231.8923
5088.7511,0.9854,3208.2048
5088.8222,1.0011,3270.1554
5088.8933,1.0145,3319.5637
5088.9644,0.9996,3274.2723
5089.0355,1.0013,3272.6905
5089.1067,1.0146,3325.7472
5089.1778,0.9963,3266.9198
5089.2489,0.9807,3193.6174
5089.32,0.9948,3255.0053
5089.3912,1.0145,3338.265
5089.4623,1.0041,3300.911
5089.5334,0.9968,3280.0729
5089.6045,1.0134,3358.58
5089.6756,1.0063,3316.0538
5089.7468,1.0236,3399.8758
5089.8179,1.0089,3338.8125
5089.889,0.982,3200.3723
5089.9601,0.9963,3257.3457
5090.0312,1.0061,3288.9745
5090.1024,0.9911,3246.4403
5090.1735,1.0004,3306.4926
5090.2446,1.0045,3320.9288
5090.3157,1.0022,3317.1628
5090.3869,1.0042,3329.4854
5090.458,1.0134,3369.118
5090.5291,0.9994,3321.559
5090.6002,0.9837,3231.549
5090.6713,1.0001,3285.5782
5090.7425,0.9836,3219.0085
5090.8136,0.9986,3291.1109
5090.8847,1.0169,3384.1951
5090.9558,1.0338,3465.9045
5091.0269,1.0142,3373.9338
5091.0981,1.0147,3399.224
5091.1692,0.9945,3316.709
5091.2403,1.0012,3332.2938
5091.3114,0.9944,3286.2592
5091.3826,1.0079,3342.1061
5091.4537,1.002,3348.2694
5091.5248,0.9916,3292.5291
5091.5959,0.9985,3335.9141
5091.667,1.0025,3377.9097
5091.7382,0.9943,3339.4814
5091.8093,1.0107,3377.0501
5091.8804,1.0118,3379.312
5091.9515,1.0229,3437.8712
5092.0226,1.0305,3469.1975
5092.0938,0.9992,3339.3302
5092.1649,1.0063,3338.5259
5092.236,1.0264,3435.8368
5092.3071,1.0304,3489.0962
5092.3783,1.028,3470.7501
5092.4494,0.9969,3329.4689
5092.5205,0.9817,3315.9335
5092.5916,1.0078,3395.646
5092.6627,0.9948,3338.3756
5092.7339,1.0023,3346.0288
5092.805,1.0067,3369.632
5092.8761,1.0471,3559.2921
5092.9472,1.028,3473.9075
5093.0183,0.9911,3291.8885
5093.0895,0.9852,3281.3769
5093.1606,1.0079,3383.6144
5093.2317,0.9978,3359.1293
5093.3028,0.9978,3369.8034
5093.374,0.9978,3374.3504
5093.4451,1.014,3449.8149
5093.5162,1.0294,3510.5119
5093.5873,0.9994,3366.0572
5093.6584,0.9812,3299.4665
5093.7296,0.9846,3330.7448
5093.8007,0.9992,3381.9566
5093.8718,1.002,3392.1517
5093.9429,1.0097,3419.7336
5094.014,1.0054,3393.9592
5094.0852,0.9752,3273.2627
5094.1563,0.9865,3316.1306
5094.2274,1.0029,3384.2478
5094.2985,1.0043,3388.7038
5094.3697,0.9955,3358.3841
5094.4408,0.9848,3347.1907
5094.5119,1.0001,3421.1789
5094.583,0.9806,3314.7746
5094.6541,0.9814,3326.2354
5094.7253,1.0098,3460.7446
5094.7964,1.0241,3521.71
5094.8675,1.0151,3490.9432
5094.9386,0.9933,3380.2068
5095.0097,0.9815,3332.21
5095.0809,0.9841,3347.1188
5095.152,0.9933,3400.1117
5095.2231,0.9993,3430.1704
5095.2942,0.9817,3321.7007
5095.3654,1.0009,3411.0384
5095.4365,1.0124,3480.3979
5095.5076,1.0116,3494.3698
5095.5787,1.027,3549.4131
5095.6498,0.998,3415.8159
5095.721,1.0033,3446.7886
5095.7921,0.9824,3351.4453
5095.8632,1.0053,3450.0134
5095.9343,0.9623,3281.6722
5096.0054,0.9815,3347.2334
5096.0766,1.0006,3428.8309
5096.1477,0.9963,3407.6091
5096.2188,0.9762,3360.929
5096.2899,1.0073,3459.5689
5096.3611,0.9847,3372.2422
5096.4322,0.9884,3426.8744
5096.5033,0.99,3409.6261
5096.5744,0.9963,3421.8708
5096.6455,0.9837,3382.8407
5096.7167,0.9936,3405.0517
5096.7878,1.0314,3592.2507
5096.8589,1.0225,3567.6116
5096.93,0.9802,3370.6133
5097.0011,0.9983,3430.4627
5097.0723,0.9998,3444.7486
5097.1434,0.9862,3399.7027
5097.2145,1.0004,3467.0827
5097.2856,0.9996,3466.2704
5097.3568,1.0038,3476.6421
5097.4279,0.9956,3469.3341
5097.499,0.9899,3459.4639
5097.5701,0.9745,3398.6951
5097.6412,0.9961,3474.1649
5097.7124,1.0094,3523.4325
5097.7835,1.0296,3620.5483
5097.8546,1.0117,3528.3466
5097.9257,0.9905,3416.165
5097.9968,1.0129,3538.8062
5098.068,1.0223,3587.8477
5098.1391,1.0248,3606.4612
5098.2102,1.0205,3592.2706
5098.2813,1.0249,3589.2784
5098.3525,1.0302,3630.1872
5098.4236,1.0038,3532.4995
5098.4947,0.9892,3467.5334
5098.5658,0.9957,3490.8525
5098.6369,0.9832,3449.3062
5098.7081,0.973,3402.978
5098.7792,0.9911,3457.4337
5098.8503,1.0159,3564.7686
5098.9214,1.0088,3544.9131
5098.9925,0.9858,3427.9291
5099.0637,0.9987,3485.867
5099.1348,0.9927,3460.4963
5099.2059,0.9875,3458.5193
5099.277,0.9798,3445.9309
5099.3482,0.989,3486.3877
5099.4193,0.9974,3522.8404
5099.4904,0.9892,3483.1952
5099.5615,0.9926,3494.3418
5099.6326,0.9854,3478.1988
5099.7038,0.98,3440.776
5099.7749,1.011,3583.6412
5099.846,0.9994,3551.056
5099.9171,0.994,3532.8703
5099.9882,0.9955,3536.5675
5100.0594,1.0023,3557.4169
5100.1305,1.0158,3629.071
5100.2016,1.0156,3628.131
5100.2727,1.0018,3591.0208
5100.3439,0.9971,3567.9354
5100.415,1.0192,3651.8917
5100.4861,0.9915,3540.8396
5100.5572,1.0063,3620.3421
5100.6283,0.9784,3455.5674
5100.6995,1.0038,3580.5519
5100.7706,1.0161,3623.6124
5100.8417,1.0012,3588.8787
5100.9128,1.0236,3704.0221
5100.9839,0.9931,3582.9591
5101.0551,1.0053,3611.1864
5101.1262,1.0396,3732.467
5101.1973,1.0096,3622.5271
5101.2684,0.9785,3479.5917
5101.3396,0.9952,3573.7332
5101.4107,1.0045,3630.7189
5101.4818,0.9786,3525.2246
5101.5529,0.9701,3471.0417
5101.624,0.9985,3560.5893
5101.6952,0.9985,3594.6494
5101.7663,0.9819,3536.128
5101.8374,0.9764,3493.3346
5101.9085,0.9797,3490.994
5101.9796,0.9965,3555.9001
5102.0508,1.0112,3681.8798
5102.1219,1.0,3647.8568
5102.193,1.0134,3691.7818
5102.2641,1.0158,3692.9381
5102.3353,1.018,3731.4032
5102.4064,1.0116,3684.3679
5102.4775,0.9974,3611.3301
5102.5486,1.0019,3672.0631
5102.6197,1.0209,3734.0807
5102.6909,0.9842,3582.5178
5102.762,0.9938,3600.6331
5102.8331,1.0033,3636.8235
5102.9042,1.0318,3780.5864
5102.9753,1.0334,3809.7153
5103.0465,1.005,3671.7075
5103.1176,1.018,3710.4702
5103.1887,1.0164,3705.4937
5103.2598,0.9787,3557.8726
5103.331,0.9963,3649.0631
5103.4021,1.01,3696.7623
5103.4732,1.002,3665.5306
5103.5443,0.9879,3609.3795
5103.6154,1.0208,3774.9435
5103.6866,1.0518,3926.9227
5103.7577,1.0174,3748.6535
5103.8288,1.0012,3666.554
5103.8999,0.9985,3658.9435
5103.971,1.0174,3742.4404
5104.0422,1.0159,3740.0824
5104.1133,1.0026,3698.3071
5104.1844,1.0148,3744.0306
5104.2555,1.016,3737.1195
5104.3267,1.0079,3696.6463
5104.3978,1.0065,3698.4562
5104.4689,1.0066,3720.8918
5104.54,1.0064,3730.9704
5104.6111,1.0042,3704.6507
5104.6823,1.0013,3681.9755
5104.7534,1.0005,3695.4051
5104.8245,0.9992,3699.4808
5104.8956,0.977,3582.5299
5104.9667,0.9793,3588.6494
5105.0379,0.9921,3638.1057
5105.109,0.9811,3611.9615
5105.1801,0.9859,3650.7071
5105.2512,0.9688,3570.3611
5105.3224,0.9858,3651.0125
5105.3935,1.0053,3729.5918
5105.4646,1.0118,3757.5172
5105.5357,1.0146,3784.1269
5105.6068,1.0179,3795.192
5105.678,1.0202,3809.0494
5105.7491,1.0101,3758.0843
5105.8202,1.0259,3829.6502
5105.8913,0.9958,3724.2016
5105.9624,0.9929,3704.448
5106.0336,1.0098,3761.9124
5106.1047,0.9844,3664.7249
5106.1758,0.9891,3685.4083
5106.2469,1.0014,3730.1425
5106.3181,1.0061,3756.4846
5106.3892,0.9996,3716.3967
5106.4603,1.0345,3891.8148
5106.5314,1.0113,3797.7686
5106.6025,0.9915,3697.0371
5106.6737,1.012,3809.6483
5106.7448,0.9772,3648.1582
5106.8159,1.0058,3788.3598
5106.887,1.0076,3823.3252
5106.9581,1.0011,3756.5654
5107.0293,1.0317,3920.9329
5107.1004,0.9982,3763.4895
5107.1715,0.9888,3677.268
5107.2426,1.0059,3774.0739
5107.3138,1.0171,3867.7524
5107.3849,1.0093,3837.7099
5107.456,0.9645,3630.9925
5107.5271,0.9804,3697.3621
5107.5982,0.9847,3692.3659
5107.6694,0.996,3737.1011
5107.7405,1.0142,3858.2212
5107.8116,0.9942,3760.2242
5107.8827,1.0066,3797.1884
5107.9538,1.0052,3808.7281
5108.025,1.0316,3936.2492
5108.0961,1.0211,3896.1269
5108.1672,0.9992,3800.0772
5108.2383,1.0158,3872.438
5108.3095,1.0054,3812.5327
5108.3806,0.9941,3740.5909
5108.4517,1.0158,3856.8094
5108.5228,1.0038,3834.0557
5108.5939,0.9835,3726.1043
5108.6651,0.9989,3792.9703
5108.7362,1.0148,3888.3258
5108.8073,1.017,3899.4362
5108.8784,1.0035,3817.815
5108.9495,1.0027,3815.4715
5109.0207,1.0155,3879.3938
5109.0918,0.9957,3792.5899
5109.1629,0.9939,3783.4002
5109.234,1.003,3811.6713
5109.3052,0.9993,3821.7899
5109.3763,0.995,3828.31
5109.4474,0.9791,3739.5889
5109.5185,0.9816,3745.6469
5109.5896,0.9927,3798.2925
5109.6608,1.0029,3841.0172
5109.7319,0.9945,3786.9547
5109.803,0.9875,3749.0439
5109.8741,1.0101,3855.6507
5109.9452,1.0078,3850.0094
5110.0164,1.0118,3876.4129
5110.0875,1.0074,3871.3399
5110.1586,1.0022,3863.4426
5110.2297,1.0195,3953.9099
5110.3009,0.9853,3781.8108
5110.372,0.9486,3614.2213
5110.4431,0.9382,3607.6588
5110.5142,0.9667,3733.7218
5110.5853,1.002,3873.7138
5110.6565,0.9937,3823.7013
5110.7276,1.0006,3876.1704
5110.7987,0.99,3802.6457
5110.8698,0.9818,3756.7164
5110.9409,0.9856,3609.1526
5111.0121,1.0001,3671.6936
5111.0832,1.0279,3798.5038
5111.1543,1.0227,3772.5611
5111.2254,0.9981,3703.0151
5111.2966,1.0002,3708.8421
5111.3677,0.9984,3685.87
5111.4388,1.0226,3792.3173
5111.5099,0.9812,3594.6021
5111.581,0.9776,3609.2979
5111.6522,0.9794,3602.0498
5111.7233,0.9975,3723.1285
5111.7944,1.0322,3876.5701
5111.8655,1.014,3789.9504
5111.9366,1.0055,3739.3259
5112.0078,1.0017,3770.2014
5112.0789,0.9892,3645.3274
5112.15,1.0072,3741.155
5112.2211,1.0113,3787.5402
5112.2923,0.996,3692.3703
5112.3634,0.9827,3616.591
5112.4345,0.9919,3692.8857
5112.5056,0.9918,3697.4112
5112.5767,0.9748,3608.0354
5112.6479,1.0031,3745.6647
5112.719,1.0209,3842.5792
5112.7901,1.003,3767.847
5112.8612,1.0026,3739.6817
5112.9323,1.003,3773.8887
5113.0035,1.0143,3842.0235
5113.0746,1.0094,3812.6321
5113.101,1.0036,3783.429
5113.1732,0.9819,3700.0746
5113.2454,1.0085,3821.4264
5113.3175,0.9645,3620.6802
5113.3897,1.0253,3876.9048
5113.4619,1.0211,3866.7919
5113.534,0.9513,3568.5665
5113.6062,0.9812,3703.6278
5113.6784,1.0055,3813.8309
5113.7505,0.9923,3783.7104
5113.8227,0.977,3714.7841
5113.8949,1.0097,3836.3716
5113.967,1.0235,3905.4224
5114.0392,0.994,3766.9636
5114.1114,1.0024,3833.7362
5114.1835,1.0418,3984.6321
5114.2557,0.9772,3701.4904
5114.3278,0.9979,3794.1489
5114.4,0.9859,3767.2235
5114.4722,1.0058,3863.8327
5114.5443,1.0035,3834.5262
5114.6165,0.9941,3810.101
5114.6887,1.003,3829.9803
5114.7608,1.0044,3832.0449
5114.833,1.0008,3821.6799
5114.9052,1.0127,3879.821
5114.9773,0.9966,3822.5448
5115.0495,0.9825,3752.1243
5115.1217,1.0285,3977.3206
5115.1938,1.0157,3912.1589
5115.266,1.0082,3895.7925
5115.3382,1.0008,3860.1477
5115.4103,0.9856,3780.6291
5115.4825,0.9903,3836.509
5115.5547,0.992,3821.8347
5115.6268,0.9927,3860.2642
5115.699,0.9909,3860.4286
5115.7712,1.0042,3863.0071
5115.8433,0.9984,3863.599
5115.9155,0.9892,3816.3577
5115.9877,1.0179,3950.7845
5116.0598,1.0067,3893.4992
5116.132,1.0088,3947.2287
5116.2042,0.9942,3910.2248
5116.2763,0.9736,3784.0401
5116.3485,0.9839,3849.3023
5116.4207,1.0075,3926.0758
5116.4928,1.0051,3910.6442
5116.565,1.0115,3922.3921
5116.6372,0.9947,3879.186
5116.7093,0.9945,3896.9032
5116.7815,0.9915,3852.2547
5116.8536,0.996,3889.5699
5116.9258,0.9906,3864.4246
5116.998,0.9671,3751.4313
5117.0701,1.0196,4007.4246
5117.1423,1.0178,4025.1646
5117.2145,0.9988,3933.0856
5117.2866,1.0055,3951.8494
5117.3588,1.0042,3963.9992
5117.431,1.0046,3949.8815
5117.5031,1.0,3956.303
5117.5753,1.009,4020.5133
5117.6475,0.9876,3890.9017
5117.7196,0.9931,3894.3018
5117.7918,1.0003,3926.5867
5117.864,0.9982,3948.4788
5117.9361,1.0081,3962.2809
5118.0083,0.984,3851.8633
5118.0805,0.9869,3902.9011
5118.1526,1.0054,3976.1415
5118.2248,1.0173,4049.6453
5118.297,1.0008,3972.1698
5118.3691,0.9975,3916.6094
5118.4413,1.0107,3973.2861
5118.4926,0.997,3910.6252
5118.5647,0.9913,3893.1924
5118.6369,1.0028,3958.0134
5118.7091,1.0008,3952.7015
5118.7812,1.0073,4030.7382
5118.8534,1.017,4070.5614
5118.9256,0.9908,3909.8108
5118.9977,0.9886,3927.2073
5119.0699,1.0013,3961.7596
5119.1421,1.0055,3971.3599
5119.2142,1.0059,3989.0021
5119.2864,0.997,3958.4441
5119.3586,1.0113,4043.3825
5119.4307,1.0121,4053.7736
5119.5029,1.0033,3993.184
5119.5751,1.0023,3962.6321
5119.6472,1.0033,3995.1643
5119.7194,1.0184,4083.5802
5119.7916,1.0203,4102.8847
5119.8637,1.0021,4010.9417
5119.9359,0.9967,3984.9136
5120.0081,1.0106,4055.6779
5120.0802,0.9978,3978.1572
5120.1524,0.9888,3949.0054
5120.2246,1.0088,4041.0334
5120.2967,1.0128,4036.0802
5120.3689,0.9955,3957.454
5120.4411,0.988,3918.2706
5120.5132,0.9885,3938.3711
5120.5854,0.9916,3957.753
5120.6575,1.0198,4056.2613
5120.7297,1.0104,4037.0946
5120.8019,0.9978,4198.621
5120.874,1.0008,4201.5349
5120.9462,1.0032,4192.5443
5121.0184,0.9893,4128.0365
5121.0905,0.9998,4181.0958
5121.1627,1.0104,4242.5537
5121.2349,0.9944,4161.2684
5121.307,0.9969,4173.8508
5121.3792,0.9793,4093.3182
5121.4514,1.0021,4192.9097
5121.5235,1.0102,4257.9512
5121.5957,1.0245,4349.6126
5121.6679,1.0166,4299.3559
5121.74,0.9772,4085.2081
5121.8122,1.0065,4232.758
5121.8844,1.0211,4313.9561
5121.9565,1.0151,4288.9481
5122.0287,1.0136,4270.542
5122.1009,0.9943,4165.9517
5122.173,1.0005,4216.0241
5122.2452,1.018,4289.5362
5122.3174,1.0114,4277.3442
5122.3895,1.0212,4342.7301
5122.4617,1.0116,4287.4508
5122.5339,0.9996,4240.2128
5122.606,0.985,4164.261
5122.6782,0.9909,4195.4032
5122.7504,0.9989,4248.5732
5122.8225,0.9711,4109.7865
5122.8947,0.9968,4228.2485
5122.9669,1.0055,4273.9539
5123.039,1.0004,4248.5751
5123.1112,0.9941,4220.9215
5123.1833,0.9847,4183.8327
5123.2555,1.02,4369.5229
5123.3277,1.0053,4284.152
5123.3998,0.9955,4223.0547
5123.472,0.9967,4260.6689
5123.5442,0.9994,4277.4005
5123.6163,1.0045,4285.7708
5123.6885,0.9843,4188.4591
5123.7607,0.9896,4214.1411
5123.8328,0.9936,4259.723
5123.905,0.9903,4230.9314
5123.9772,0.9943,4242.9846
5124.0493,0.9982,4255.7614
5124.1215,1.0162,4339.0347
5124.1937,1.0021,4271.0119
