wavelength,flux,ivar
3975.2305,0.9978,1784.795
3975.2698,0.9748,1717.4709
3975.3091,1.0019,1766.7604
3975.3485,1.0116,1784.3758
3975.3878,1.0075,1769.0396
3975.4271,1.0002,1752.5827
3975.4665,1.0173,1813.5355
3975.5058,0.9673,1712.4755
3975.5451,0.9691,1711.7663
3975.5844,0.9928,1774.3494
3975.6238,1.0287,1864.7696
3975.6631,1.0192,1830.1555
3975.7024,1.0053,1802.633
3975.7418,0.9976,1772.527
3975.7811,0.9879,1764.9364
3975.8204,1.0016,1774.8586
3975.8597,0.97,1700.0533
3975.8991,0.9906,1763.6373
3975.9384,0.9981,1788.9646
3975.9777,0.991,1751.7875
3976.0171,0.9857,1752.8534
3976.0564,1.0407,1892.2648
3976.0957,1.0085,1825.2978
3976.1351,0.9852,1758.4711
3976.1744,1.0297,1887.5243
3976.2137,1.0212,1854.2813
3976.253,1.0001,1789.6495
3976.2924,1.0187,1802.9045
3976.3317,0.9835,1731.0526
3976.371,0.9939,1774.5815
3976.4104,1.0158,1824.4731
3976.4497,0.995,1787.4686
3976.489,0.9948,1765.0
3976.5283,1.0159,1813.7463
3976.5677,1.0139,1819.4613
3976.607,1.0242,1839.8872
3976.6463,0.995,1774.6928
3976.6857,0.9936,1772.0932
3976.725,1.0279,1851.2541
3976.7643,0.9867,1735.4776
3976.8036,0.9853,1748.9468
3976.843,0.9755,1740.4512
3976.8823,1.0293,1881.5475
3976.9216,1.0079,1801.3448
3976.961,1.0025,1779.5865
3977.0003,0.9876,1745.3434
3977.0396,0.9903,1746.6559
3977.079,1.0087,1803.5781
3977.1183,1.0166,1844.5047
3977.1576,1.0019,1800.9552
3977.1969,0.975,1732.0529
3977.2363,0.9804,1749.45
3977.2756,0.9654,1692.8086
3977.3149,1.0161,1811.4105
3977.3543,0.9987,1768.4601
3977.3936,1.0072,1794.6393
3977.4329,1.0187,1816.646
3977.4722,1.0216,1838.6361
3977.5116,1.0088,1806.4403
3977.5509,0.9942,1769.6831
3977.5902,0.988,1760.4815
3977.6296,0.9782,1743.5892
3977.6689,0.9891,1765.759
3977.7082,0.972,1733.4378
3977.7476,0.9498,1670.6435
3977.7869,0.978,1742.2121
3977.8262,1.0407,1908.6182
3977.8655,1.0182,1847.2697
3977.9049,0.9853,1757.4565
3977.9442,0.9995,1791.6974
3977.9835,1.0023,1798.4195
3978.0229,0.9664,1715.9215
3978.0622,1.0024,1791.7854
3978.1015,1.0049,1793.5844
3978.1408,1.016,1833.2789
3978.1802,1.0151,1808.7614
3978.2195,0.9613,1701.2911
3978.2588,0.9559,1681.6229
3978.2982,1.009,1803.6366
3978.3375,1.0127,1792.6675
3978.3768,0.9992,1775.2435
3978.4162,1.0105,1807.5244
3978.4555,1.0052,1796.0563
3978.4948,0.9886,1752.8242
3978.5341,1.0094,1792.8401
3978.5735,0.9955,1768.9353
3978.6128,0.9704,1718.0484
3978.6521,0.9875,1753.9515
3978.6915,1.0056,1788.2521
3978.7308,1.0178,1839.3096
3978.7701,1.0313,1841.9778
3978.8094,1.0084,1790.0808
3978.8488,1.0234,1790.1163
3978.8881,1.0668,1929.4214
3978.9274,1.0064,1790.8482
3978.9668,1.0031,1770.8855
3979.0061,1.0068,1783.994
3979.0454,0.9903,1746.5262
3979.0848,0.9954,1751.9429
3979.1241,1.0164,1837.9123
3979.1634,1.0208,1832.7893
3979.2027,0.9677,1711.919
3979.2421,1.0419,1909.2439
3979.2814,1.0012,1815.8124
3979.3207,1.0034,1794.1373
3979.3601,1.0168,1818.4675
3979.3994,0.983,1769.4338
3979.4387,1.0354,1869.6415
3979.478,0.9977,1794.2996
3979.5174,1.0317,1891.1794
3979.5567,1.0104,1831.0259
3979.596,1.0209,1853.8585
3979.6354,1.0226,1844.9836
3979.6747,1.0038,1809.3134
3979.714,1.0315,1876.3034
3979.7533,1.0236,1855.2419
3979.7927,1.0022,1803.6156
3979.832,0.9847,1760.0459
3979.8713,1.0115,1847.6719
3979.9107,1.0283,1867.0137
3979.95,1.0219,1850.998
3979.9893,0.9751,1739.2434
3980.0287,1.0157,1847.4452
3980.068,1.0082,1846.3619
3980.1073,1.0052,1813.2408
3980.1466,1.0165,1860.4905
3980.186,1.0205,1865.8574
3980.2253,1.0401,1919.6257
3980.2646,0.996,1803.458
3980.304,1.0062,1814.8424
3980.3433,1.0263,1866.7094
3980.3826,1.0092,1821.349
3980.4219,1.0341,1891.3865
3980.4613,1.0254,1871.2532
3980.5006,1.0006,1804.4097
3980.5399,1.0138,1843.2848
3980.5793,1.0006,1831.6637
3980.6186,1.0049,1834.5456
3980.6579,1.0119,1846.6851
3980.6973,1.0171,1848.5986
3980.7366,1.0219,1852.9917
3980.7759,1.0089,1825.2342
3980.8152,1.0146,1839.123
3980.8546,1.0212,1855.9094
3980.8939,1.0198,1844.7453
3980.9332,1.005,1845.8365
3980.9726,0.993,1802.0199
3981.0119,1.0257,1855.4525
3981.0512,0.9934,1797.4011
3981.0905,0.9948,1806.8386
3981.1299,1.0015,1828.4497
3981.1692,0.9963,1827.9179
3981.2085,1.0109,1862.6133
3981.2479,1.0018,1826.236
3981.2872,0.9928,1801.3151
3981.3265,1.0147,1847.1919
3981.3659,1.03,1891.5484
3981.4052,1.0191,1876.5741
3981.4445,0.9958,1813.8819
3981.4838,1.0025,1835.4226
3981.5232,1.0395,1921.0228
3981.5625,1.0113,1861.8645
3981.6018,0.968,1759.3772
3981.6412,1.0064,1860.6894
3981.6805,0.9792,1792.9066
3981.7198,0.9696,1752.7921
3981.7591,0.9943,1807.1037
3981.7985,0.9511,1713.9616
3981.8378,0.9885,1812.6008
3981.8771,1.0055,1850.9886
3981.9165,0.9799,1786.0248
3981.9558,1.0271,1891.6795
3981.9951,1.0323,1916.9094
3982.0344,1.0183,1902.5073
3982.0738,1.0144,1888.0217
3982.1131,0.981,1801.5013
3982.1524,1.0097,1874.0476
3982.1918,1.0083,1864.1209
3982.2311,1.0137,1844.4938
3982.2704,1.0209,1871.2125
3982.3098,1.0087,1866.9276
3982.3491,1.0233,1912.4387
3982.3884,1.0211,1903.581
3982.4277,1.0044,1875.9012
3982.4671,0.9817,1808.271
3982.5064,1.0042,1853.674
3982.5457,1.0145,1849.6024
3982.5851,1.0021,1842.7894
3982.6244,1.0351,1933.6257
3982.6637,1.0534,1997.9185
3982.703,1.0219,1889.5127
3982.7424,1.0067,1869.5558
3982.7817,0.983,1849.5632
3982.821,0.9801,1810.437
3982.8604,1.0245,1923.8076
3982.8997,1.0166,1904.3704
3982.939,0.9906,1836.4897
3982.9784,0.9814,1813.3336
3983.0177,1.0359,1949.5352
3983.057,1.0206,1944.147
3983.0963,0.987,1863.6416
3983.1357,1.0046,1910.7403
3983.175,0.9937,1884.3043
3983.2143,1.0011,1865.9109
3983.2537,0.9893,1828.6881
3983.293,1.0042,1853.0583
3983.3323,1.0094,1885.4266
3983.3716,1.0159,1903.5323
3983.411,1.0152,1915.2437
3983.4503,1.0077,1929.1355
3983.4896,0.9711,1813.0748
3983.529,0.9701,1823.7225
3983.5683,0.9999,1886.4217
3983.6076,1.03,1947.4122
3983.647,1.0338,1981.8236
3983.6863,0.9914,1874.6311
3983.7256,0.9998,1891.1936
3983.7649,0.9857,1861.245
3983.8043,0.9341,1729.3478
3983.8436,0.9842,1855.0915
3983.8829,0.9877,1871.229
3983.9223,1.0033,1913.7565
3983.9616,0.9985,1910.9999
3984.0009,1.0433,2021.0038
3984.0402,1.004,1928.4314
3984.0796,0.9598,1803.2056
3984.1189,1.0071,1937.9958
3984.1582,0.9917,1903.1578
3984.1976,0.9903,1900.9874
3984.2369,0.9676,1847.3431
3984.2762,0.9574,1824.0258
3984.3156,0.9677,1852.3723
3984.3549,0.9835,1901.6627
3984.3942,0.9898,1920.9671
3984.4335,0.9774,1880.5612
3984.4729,0.9976,1924.1407
3984.5122,1.001,1936.5757
3984.5515,1.0121,1958.7628
3984.5909,1.0378,2033.8278
3984.6302,0.9997,1927.1867
3984.6695,0.98,1880.0094
3984.7088,0.9759,1871.7189
3984.7482,0.985,1913.6559
3984.7875,1.0069,1971.1362
3984.8268,1.0013,1953.482
3984.8662,0.9846,1913.8132
3984.9055,0.9913,1935.5182
3984.9448,1.0015,1988.7761
3984.9841,0.9971,1964.8355
3985.0235,0.9908,1921.7957
3985.0628,0.9894,1915.1204
3985.1021,0.9619,1854.4658
3985.1415,0.9967,1940.0747
3985.1808,0.9786,1899.3577
3985.2201,0.9661,1870.8801
3985.2595,0.9776,1916.7339
3985.2988,1.0009,1979.2268
3985.3381,1.0028,1979.79
3985.3774,1.0122,2005.7304
3985.4168,1.0418,2075.4424
3985.4561,1.0121,2003.8555
3985.4954,0.9899,1966.387
3985.5348,0.9975,1979.6843
3985.5741,0.9884,1945.8472
3985.6134,0.9851,1944.2118
3985.6527,1.0154,2043.1503
3985.6921,1.0118,2027.9041
3985.7314,0.9691,1910.9461
3985.7707,1.0233,2064.1113
3985.8101,1.0345,2075.8389
3985.8494,0.9834,1966.4129
3985.8887,1.0105,2047.6535
3985.9281,0.9977,2006.4831
3985.9674,1.0036,2015.8197
3986.0067,1.0014,2024.6264
3986.046,1.0076,2037.2052
3986.0854,0.9969,2000.6165
3986.1247,1.0158,2067.4479
3986.164,0.9826,1960.7606
3986.2034,0.9967,2004.2827
3986.2427,1.0198,2061.2986
3986.282,1.0076,2024.3865
3986.3213,1.0258,2081.6223
3986.3607,0.9896,2002.1378
3986.4,1.0249,2102.5254
3986.4393,1.0053,2057.6246
3986.4787,0.9896,2020.4157
3986.518,1.0048,2050.6214
3986.5573,1.0171,2075.0377
3986.5967,0.9946,2036.1485
3986.636,0.987,2035.2716
3986.6753,1.0035,2048.1462
3986.7146,0.9933,2023.2861
3986.754,0.9949,2060.1589
3986.7933,1.007,2079.2243
3986.8326,0.9968,2042.45
3986.872,1.001,2071.2702
3986.9113,1.0243,2140.4615
3986.9506,1.0074,2060.9493
3986.9899,1.0008,2057.0616
3987.0293,0.9753,1983.0498
3987.0686,0.9721,1979.3874
3987.1079,0.9826,1999.8735
3987.1473,0.9869,2013.6965
3987.1866,0.9971,2020.3316
3987.2259,0.9839,2006.2475
3987.2653,0.9894,2027.1896
3987.3046,1.0042,2082.0882
3987.3439,1.0332,2160.258
3987.3832,0.9813,2015.4366
3987.4226,0.9723,2003.153
3987.4619,0.9932,2046.6136
3987.5012,1.0021,2078.3525
3987.5406,0.9655,1974.1104
3987.5799,0.9547,1949.0837
3987.6192,1.0017,2082.0177
3987.6585,1.0118,2112.6629
3987.6979,0.9997,2080.1908
3987.7372,0.9779,2024.2394
3987.7765,0.9822,2047.124
3987.8159,1.0083,2120.9706
3987.8552,1.0099,2127.89
3987.8945,0.9802,2037.4102
3987.9338,0.9729,2008.508
3987.9732,1.0004,2088.0342
3988.0125,1.002,2098.7984
3988.0518,0.9878,2067.2028
3988.0912,0.9724,2028.6637
3988.1305,0.9833,2067.5537
3988.1605,1.0145,2157.1175
3988.2003,1.0096,2128.8499
3988.24,0.9793,2057.6706
3988.2798,0.9713,2023.9986
3988.3196,0.9811,2076.0252
3988.3594,0.9848,2103.4608
3988.3992,0.9955,2142.7236
3988.4389,1.0096,2167.8951
3988.4787,0.9899,2103.8026
3988.5185,0.9642,2051.7723
3988.5583,0.9745,2091.9242
3988.5981,0.9911,2131.4481
3988.6378,1.0075,2165.2282
3988.6776,0.9911,2115.5808
3988.7174,1.006,2152.3015
3988.7572,0.9857,2108.5366
3988.797,0.9881,2108.8618
3988.8368,0.9876,2131.7546
3988.8765,1.0193,2231.3316
3988.9163,1.004,2195.4908
3988.9561,0.9977,2178.3529
3988.9959,1.0,2191.8635
3989.0357,0.9774,2118.5044
3989.0754,1.0165,2217.1017
3989.1152,1.0205,2232.6239
3989.155,1.0158,2230.9749
3989.1948,1.0091,2215.3737
3989.2346,0.9994,2186.128
3989.2743,0.9941,2195.9838
3989.3141,0.9991,2202.1958
3989.3539,1.0105,2225.162
3989.3937,1.0196,2256.9886
3989.4335,0.9967,2184.1904
3989.4732,0.9743,2131.409
3989.513,1.0065,2219.6557
3989.5528,1.0068,2225.1073
3989.5926,1.0051,2221.9495
3989.6324,1.0032,2216.4384
3989.6722,0.9715,2150.2327
3989.7119,0.9473,2091.1511
3989.7517,0.9626,2131.5827
3989.7915,0.9417,2053.1356
3989.8313,0.9615,2127.1421
3989.8711,0.9701,2153.7446
3989.9108,0.993,2196.1108
3989.9506,1.0112,2275.4244
3989.9904,1.0182,2285.2985
3990.0302,1.0015,2246.8511
3990.07,0.9727,2164.1078
3990.1097,0.9901,2209.819
3990.1495,0.9804,2190.4965
3990.1893,1.0006,2236.7838
3990.2291,1.0052,2264.4161
3990.2689,1.0017,2249.0972
3990.3086,0.9836,2209.5184
3990.3484,0.9676,2193.4694
3990.3882,0.994,2265.7019
3990.428,1.0121,2329.6878
3990.4678,1.0122,2309.3078
3990.5075,1.0125,2316.7068
3990.5473,0.9826,2203.6992
3990.5871,0.987,2215.7936
3990.6269,1.0033,2272.8756
3990.6667,0.986,2232.9646
3990.7065,1.0062,2295.5608
3990.7462,1.0103,2313.0929
3990.786,0.9967,2269.3381
3990.8258,0.9939,2277.262
3990.8656,0.9785,2228.4045
3990.9054,1.0002,2274.0146
3990.9451,1.0031,2315.6697
3990.9849,0.9716,2225.2866
3991.0247,0.9906,2258.4246
3991.0645,0.9792,2228.8284
3991.1043,0.9725,2220.5116
3991.144,1.0291,2402.5101
3991.1838,0.9968,2321.6357
3991.2236,0.96,2205.2496
3991.2634,0.9902,2284.0759
3991.3032,0.9991,2320.9303
3991.3429,1.0144,2360.4841
3991.3827,0.9949,2303.508
3991.4225,0.9838,2276.7681
3991.4623,1.0008,2323.5339
3991.5021,0.9652,2216.8787
3991.5419,0.9382,2128.7028
3991.5816,0.9771,2259.0299
3991.6214,0.9781,2278.4136
3991.6612,0.9762,2271.9846
3991.701,1.0126,2348.731
3991.7408,0.9955,2326.8205
3991.7805,0.9929,2333.3551
3991.8203,0.9718,2285.589
3991.8601,0.9831,2316.056
3991.8999,0.9762,2310.243
3991.9397,0.9887,2339.528
3991.9794,0.9869,2329.8012
3992.0192,0.9568,2225.4616
3992.059,1.0251,2418.9131
3992.0988,1.0343,2448.0427
3992.1386,1.0114,2376.0677
3992.1783,0.9627,2236.5718
3992.2181,0.9867,2309.3325
3992.2579,0.9955,2328.0513
3992.2977,0.9911,2339.1056
3992.3375,0.9962,2319.426
3992.3773,1.0151,2413.7092
3992.417,0.9618,2229.5202
3992.4568,0.9596,2231.2792
3992.4966,1.0069,2378.5773
3992.5364,1.0109,2409.9711
3992.5762,1.0205,2427.953
3992.6159,1.0201,2423.2038
3992.6557,1.0083,2393.3648
3992.6955,1.0217,2415.416
3992.7353,1.0124,2380.5412
3992.7751,0.9919,2352.9343
3992.8148,0.9984,2382.9473
3992.8546,0.9726,2302.7552
3992.8944,0.9732,2317.031
3992.9342,1.0024,2406.2921
3992.974,0.9989,2388.8326
3993.0137,0.9829,2340.3117
3993.0535,1.0086,2405.6633
3993.0933,1.0175,2455.3823
3993.1331,1.0122,2440.5959
3993.1729,1.0147,2444.5457
3993.2126,0.9948,2371.1402
3993.2524,0.9829,2321.3516
3993.2922,0.9742,2315.3507
3993.332,1.0002,2378.2289
3993.3718,1.0235,2447.7709
3993.4116,1.0188,2424.2684
3993.4513,0.9926,2351.0725
3993.4911,1.0024,2408.2776
3993.5309,1.0068,2410.5563
3993.5707,0.9808,2343.2245
3993.6105,1.0174,2453.0759
3993.6502,1.0053,2393.0238
3993.69,1.0176,2440.2986
3993.7298,1.0239,2476.3519
3993.7696,0.9862,2351.8922
3993.8094,0.9915,2377.9643
3993.8491,0.981,2352.1623
3993.8889,1.0066,2422.1501
3993.9287,1.0173,2432.775
3993.9685,0.9924,2342.4583
3994.0083,1.0123,2429.0471
3994.048,1.0203,2455.725
3994.0878,0.9974,2404.5118
3994.1276,0.9972,2418.1992
3994.1674,0.976,2336.6875
3994.2072,1.0085,2446.0065
3994.247,0.9952,2393.3211
3994.2867,0.9952,2416.0162
3994.3265,0.9782,2344.6482
3994.3663,1.0012,2412.8746
3994.4061,0.9978,2405.9416
3994.4459,0.9896,2393.6819
3994.4856,1.0015,2425.7314
3994.5254,0.9718,2313.189
3994.5652,0.9841,2348.2757
3994.605,0.9645,2300.6444
3994.6448,0.9404,2228.873
3994.6845,0.9691,2311.3568
3994.7243,0.9997,2430.1203
3994.7641,0.9931,2392.9701
3994.8039,0.9866,2383.8598
3994.8437,1.0034,2435.3231
3994.8834,0.9996,2450.7994
3994.9232,0.9842,2384.9997
3994.963,1.0049,2426.2915
3995.0028,1.0112,2432.4446
3995.0426,1.0252,2506.9763
3995.0824,0.9953,2404.095
3995.1221,1.0087,2469.9607
3995.1619,0.998,2422.0927
3995.2017,0.9837,2395.1335
3995.2415,0.9442,2276.9067
3995.2813,0.9495,2297.119
3995.321,0.9884,2410.3309
3995.3608,0.9912,2414.2689
3995.4006,0.997,2441.016
3995.4404,1.0184,2479.417
3995.4802,1.0269,2516.7522
3995.5199,1.0169,2494.7524
3995.5597,1.0152,2493.3307
3995.5995,1.0345,2545.5438
3995.6393,1.0185,2509.8116
3995.6791,0.9953,2440.0024
3995.7188,0.9952,2446.0131
3995.7586,1.0013,2434.1091
3995.7984,1.0141,2491.2464
3995.8382,1.0121,2494.1729
3995.878,0.9855,2388.9839
3995.9177,0.9718,2340.2625
3995.9575,1.015,2478.391
3995.9973,0.9932,2429.0493
3996.0371,1.0075,2461.6718
3996.0769,1.0168,2499.9354
3996.1167,1.0008,2451.7635
3996.1564,0.986,2396.7074
3996.1962,0.9639,2338.4021
3996.236,0.9973,2456.0071
3996.2758,1.0068,2492.3041
3996.3156,0.9939,2408.6438
3996.3553,1.0229,2464.9287
3996.3951,1.0062,2443.89
3996.4349,1.0087,2478.1881
3996.4747,0.983,2408.3255
3996.5145,0.9667,2322.236
3996.5542,1.0114,2475.4533
3996.594,1.0267,2511.64
3996.6194,1.0062,2462.5562
3996.6591,0.9881,2391.8135
3996.6989,1.0165,2460.4197
3996.7387,1.0004,2438.7901
3996.7785,0.991,2428.1431
3996.8183,0.9896,2409.5619
3996.858,0.9927,2428.2705
3996.8978,0.9735,2383.3441
3996.9376,0.976,2389.0837
3996.9774,1.0165,2506.9065
3997.0172,0.9976,2463.6619
3997.0569,0.9766,2395.6697
3997.0967,0.9952,2451.9405
3997.1365,0.9809,2395.5112
3997.1763,0.9964,2468.8045
3997.2161,0.9501,2309.2417
3997.2558,0.9838,2404.0884
3997.2956,0.9857,2411.2783
3997.3354,0.9995,2474.3791
3997.3752,0.9629,2352.3393
3997.415,0.9429,2299.4096
3997.4547,0.9224,2210.8175
3997.4945,0.9509,2297.1296
3997.5343,0.9458,2265.8951
3997.5741,0.9517,2324.6115
3997.6139,0.9851,2446.2116
3997.6537,1.0167,2523.0169
3997.6934,1.003,2465.0493
3997.7332,1.0198,2516.1624
3997.773,1.0528,2602.9852
3997.8128,1.0128,2508.9214
3997.8526,0.9859,2422.3147
3997.8923,1.0038,2495.0054
3997.9321,0.9687,2352.359
3997.9719,1.0046,2457.3481
3998.0117,0.9971,2444.8181
3998.0515,0.9667,2340.3222
3998.0912,1.0017,2483.7045
3998.131,1.0322,2539.5495
3998.1708,0.9661,2355.4243
3998.2106,0.9765,2387.2355
3998.2504,1.0069,2483.7435
3998.2901,0.9943,2448.0365
3998.3299,1.0037,2467.2769
3998.3697,0.967,2375.2632
3998.4095,0.9949,2430.2103
3998.4493,0.9756,2396.4195
3998.4891,0.9631,2343.8294
3998.5288,0.9747,2369.9748
3998.5686,0.9976,2438.6319
3998.6084,0.9755,2376.5298
3998.6482,1.0215,2540.8089
3998.688,0.9898,2419.0295
3998.7277,0.9763,2384.0775
3998.7675,0.9958,2431.5956
3998.8073,1.0005,2449.4356
3998.8471,1.038,2568.5423
3998.8869,1.0116,2512.1557
3998.9266,1.023,2542.6485
3998.9664,1.0049,2482.3828
3999.0062,1.0219,2518.3046
3999.046,0.9904,2430.3246
3999.0858,1.02,2513.6714
3999.1255,1.0413,2575.7961
3999.1653,1.0232,2522.095
3999.2051,0.9836,2409.9242
3999.2449,1.0159,2531.9141
3999.2847,0.9915,2451.8714
3999.3245,0.9851,2423.4994
3999.3642,1.0054,2505.0227
3999.404,1.0128,2500.4536
3999.4438,1.0201,2535.2039
3999.4836,0.9861,2424.1544
3999.5234,0.9787,2380.5946
3999.5631,0.9948,2444.3926
3999.6029,1.002,2487.2679
3999.6427,1.0018,2488.6337
3999.6825,1.0113,2508.5427
3999.7223,0.9881,2434.0051
3999.762,0.9937,2466.6793
3999.8018,1.007,2488.4143
3999.8416,0.9977,2433.5629
3999.8814,1.0159,2479.2393
3999.9212,0.9921,2421.3864
3999.9609,0.9771,2371.2267
4000.0007,1.0137,2488.7425
4000.0405,0.9871,2423.447
4000.0803,0.9989,2455.2077
4000.1201,0.9842,2397.1095
4000.1598,0.9876,2396.9286
4000.1996,1.0209,2465.0307
4000.2394,1.0053,2417.3662
4000.2792,0.9862,2419.9355
4000.319,1.0107,2477.2975
4000.3588,1.0356,2577.8925
4000.3985,1.0219,2521.1919
4000.4383,0.9972,2422.3017
4000.4781,0.972,2354.2157
4000.5179,1.01,2483.0277
4000.5577,0.9992,2432.2477
4000.5974,0.9768,2347.5748
4000.6372,0.9735,2378.2822
4000.677,0.9886,2435.1066
4000.7168,0.9857,2409.8428
4000.7566,0.988,2423.9385
4000.7963,0.9872,2427.3561
4000.8361,0.9993,2461.7582
4000.8759,1.0105,2488.15
4000.9157,1.0018,2452.8706
4000.9555,1.0193,2499.9156
4000.9952,1.0371,2562.0922
4001.035,1.0013,2458.9251
4001.0748,1.0081,2468.5646
4001.1146,1.027,2549.4057
4001.1544,1.0001,2445.5975
4001.1942,0.974,2378.0912
4001.2339,1.0147,2475.7561
4001.2737,1.0047,2457.8925
4001.3135,1.0115,2478.2655
4001.3533,0.9983,2444.3093
4001.3931,0.9862,2414.1857
4001.4328,0.9567,2314.8664
4001.4726,1.0075,2456.0894
4001.5124,0.9712,2315.1561
4001.5522,0.9887,2404.1117
4001.592,0.9671,2335.5914
4001.6317,0.995,2431.1516
4001.6715,0.9792,2362.3367
4001.7113,1.0261,2528.5736
4001.7511,0.9961,2443.7479
4001.7909,0.9932,2401.7379
4001.8306,1.0024,2399.5217
4001.8704,1.0079,2402.6551
4001.9102,1.0084,2407.3049
4001.95,1.0001,2403.2754
4001.9898,0.9941,2418.1611
4002.0296,0.9801,2365.1501
4002.0693,1.0386,2528.8209
4002.1091,1.016,2451.0911
4002.1489,1.0186,2440.1751
4002.1887,0.9795,2312.184
4002.2285,0.9792,2327.1736
4002.2682,1.0058,2423.3645
4002.308,0.9877,2396.4794
4002.3478,0.9963,2426.1176
4002.3876,1.0248,2519.0619
4002.4274,1.0362,2562.1554
4002.4671,1.0102,2452.9934
4002.5069,1.0032,2423.0011
4002.5467,1.0001,2388.6896
4002.5865,1.0016,2394.8655
4002.6263,1.0234,2463.0339
4002.666,1.0155,2437.4017
4002.7058,0.9939,2411.9417
4002.7456,0.9809,2333.9821
4002.7854,1.0085,2423.4163
4002.8252,1.0152,2453.2503
4002.8649,1.0156,2451.0462
4002.9047,1.0041,2419.3793
4002.9445,0.9929,2374.7932
4002.9843,1.0074,2421.25
4003.0241,1.0319,2493.1291
4003.0639,1.0177,2436.5042
4003.1036,1.0649,2573.5798
4003.1434,0.9988,2377.1899
4003.1832,0.9904,2366.4062
4003.223,1.0056,2429.3028
4003.2628,1.0043,2438.4145
4003.3025,1.019,2509.4351
4003.3423,1.0086,2438.761
4003.3821,1.0268,2477.7191
4003.4219,1.0043,2421.8536
4003.4617,0.9818,2337.925
4003.5014,0.9849,2366.2653
4003.5412,0.9889,2375.3451
4003.581,1.0177,2442.8536
4003.6208,0.9618,2277.4401
4003.6606,0.9579,2259.1195
4003.7003,0.9548,2257.5333
4003.7401,1.0276,2476.4587
4003.7799,1.0171,2437.036
4003.8197,1.018,2446.2975
4003.8595,0.9776,2306.3902
4003.8993,0.9675,2259.0637
4003.939,0.9933,2343.4636
4003.9788,0.9553,2238.8561
4004.0186,0.9456,2223.2443
4004.0584,1.0039,2415.8789
4004.0982,0.9965,2396.8991
4004.1379,1.0111,2447.2742
4004.1777,0.9959,2393.5137
4004.2175,1.0172,2440.0954
4004.2573,0.9946,2366.0792
4004.2971,0.9789,2333.2756
4004.3368,0.9915,2381.7462
4004.3766,1.0062,2413.2868
4004.4164,0.9573,2251.8359
4004.4562,0.9712,2294.5841
4004.496,0.9435,2211.9732
4004.5357,0.9929,2360.3621
4004.5755,1.0005,2384.3713
4004.6153,0.99,2331.3438
4004.6551,0.9767,2294.4919
4004.6949,0.9727,2288.5724
4004.7347,1.017,2427.724
4004.7744,0.9521,2232.8638
4004.8142,0.978,2266.8243
4004.854,0.9688,2248.579
4004.8938,0.9707,2281.575
4004.9336,1.0024,2375.0508
4004.9733,0.9616,2252.465
4005.0131,1.0025,2409.1067
4005.0529,0.9859,2351.2949
4005.0927,0.9225,2147.8583
4005.1325,0.9112,2103.0592
4005.1722,0.816,1834.6854
4005.212,0.726,1610.3139
4005.2518,0.7349,1632.3457
4005.2916,0.8229,1898.3094
4005.3314,0.9234,2158.5127
4005.3711,0.9597,2258.4196
4005.4109,0.9475,2233.3438
4005.4507,0.966,2273.5138
4005.4905,0.9745,2289.9137
4005.5303,1.006,2388.6569
4005.57,0.9979,2374.3285
4005.6098,0.9987,2375.9346
4005.6496,1.0071,2405.8164
4005.6894,1.0044,2371.1384
4005.7292,1.0091,2386.4831
4005.769,0.9993,2351.5069
4005.8087,0.9814,2289.489
4005.8485,1.0067,2347.3206
4005.8883,1.0022,2348.9824
4005.9281,1.0344,2443.2742
4005.9679,1.0203,2381.8205
4006.0076,0.9991,2344.5728
4006.0474,1.0275,2429.0856
4006.0872,1.0335,2446.3111
4006.127,1.0015,2344.9591
4006.1668,0.9926,2329.6742
4006.2065,1.0144,2393.1915
4006.2463,1.016,2414.2817
4006.2861,0.973,2279.4034
4006.3259,1.0193,2392.0616
4006.3657,1.0026,2366.4338
4006.4054,1.005,2394.1666
4006.4452,0.9858,2302.6212
4006.485,1.008,2378.3517
4006.5248,1.0099,2384.0123
4006.5646,0.9697,2257.0929
4006.6044,0.9734,2263.5419
4006.6441,1.0199,2407.3837
4006.6839,1.0437,2457.2114
4006.7237,1.0061,2337.5979
4006.7635,1.012,2388.8441
4006.8033,1.0087,2377.8965
4006.843,1.0002,2322.1216
4006.8828,1.0091,2343.9725
4006.9226,1.041,2443.447
4006.9624,1.0131,2344.3003
4007.0022,0.9879,2299.1224
4007.0419,0.984,2263.4977
4007.0817,1.0034,2351.1679
4007.1215,1.0011,2329.7772
4007.1613,0.9978,2331.2486
4007.2011,1.0333,2408.969
4007.2408,1.0201,2364.0655
4007.2806,0.9942,2299.1582
4007.3204,0.9886,2287.1558
4007.3602,0.9883,2273.726
4007.4,0.9746,2232.0108
4007.4398,0.9753,2242.6539
4007.4795,1.0463,2429.1696
4007.5193,1.029,2378.933
4007.5591,0.9877,2276.6033
4007.5989,0.9984,2312.7954
4007.6387,0.9885,2302.2569
4007.6784,1.0042,2312.5293
4007.7182,1.0229,2389.911
4007.758,1.0123,2322.5478
4007.7978,1.0019,2312.8835
4007.8376,1.0039,2346.413
4007.8773,0.9747,2262.3162
4007.9171,1.0123,2358.8616
4007.9569,1.0119,2356.9106
4007.9967,1.0345,2429.9828
4008.0365,0.9957,2304.5153
4008.0762,0.9892,2292.6466
4008.116,1.0051,2319.4902
4008.1558,0.9713,2217.392
4008.1956,0.9607,2171.1666
4008.2354,1.0163,2364.0619
4008.2751,1.0064,2330.5032
