year,month,lat,lon,mucape_jkg,shr6_ms,tcw_kgm2,hmelt_m,flh_m
2015,9,7.75,285.25,2322,6.85,57.21,4889,5070
2015,9,10.25,286.25,2492,5.1,45.71,4527,5034
2015,9,9.0,283.5,2290,7.85,62.42,4892,4972
2015,9,-6.25,22.0,5403,5.75,37.37,4182,4878
2015,9,-1.75,24.5,5318,4.24,44.87,4359,4886
2015,9,23.75,253.75,2669,7.22,54.22,4654,5139
2015,9,41.0,266.5,3166,16.26,36.39,4449,4758
2015,9,13.75,15.5,2139,4.22,51.09,4683,4986
2015,9,7.25,21.25,2723,6.34,43.52,4475,5085
2015,9,7.75,19.25,1904,12.03,50.37,4430,4849
2015,9,7.75,29.75,2637,8.89,46.18,4565,4964
2015,9,9.25,6.75,2181,9.9,53.21,4523,4796
2015,9,14.25,346.75,2841,0.89,55.58,4828,4926
2015,9,-6.0,292.0,2512,4.88,50.86,4920,5040
2015,9,7.5,294.5,1971,6.65,45.51,4693,4826
2015,9,15.25,120.5,1932,5.41,53.04,4902,5143
2015,9,1.0,21.5,4359,2.77,47.06,4546,4958
2015,9,1.75,21.75,4759,3.08,47.08,4538,4963
2015,9,10.25,1.25,2137,8.7,49.37,4484,4854
2015,9,6.75,9.5,1937,9.17,49.17,4619,4954
2015,9,11.0,11.25,3609,9.56,43.67,4624,5012
2015,9,12.25,347.75,1508,6.51,49.53,4638,5017
2015,9,9.5,356.0,4350,15.1,46.0,4626,4908
2015,9,11.75,355.75,4053,12.31,45.05,4649,4970
2015,9,11.25,357.5,3195,10.89,45.76,4706,4997
2015,9,13.5,357.5,4558,10.92,45.63,4795,5129
2015,9,13.75,122.5,1587,7.08,57.32,5014,5070
2015,9,8.0,27.75,3101,2.76,48.63,4612,5078
2015,9,-21.5,305.75,2071,5.91,49.8,4403,4787
2015,9,24.0,253.5,4406,10.05,53.59,4470,4844
2015,9,10.75,106.0,1155,8.49,58.91,5013,5070
2015,9,8.25,349.25,1091,9.76,53.04,4616,4897
2015,9,20.5,283.25,1475,5.85,56.94,4695,4798
2015,9,2.5,113.0,2134,3.58,56.19,4920,5038
2015,9,11.25,22.75,3026,7.47,39.71,4278,4841
2015,9,-2.0,27.0,2247,1.0,47.21,4317,4957
2015,9,9.75,7.0,3230,12.0,46.46,4676,5115
2015,9,22.25,92.75,3539,5.08,56.87,5008,5383
2015,9,-2.5,17.75,1391,0.33,54.32,4509,4814
2015,9,20.5,98.25,2629,6.27,43.2,4462,5271
2015,9,-8.5,284.75,2357,5.02,46.0,4768,5015
2015,9,19.5,271.75,2277,2.14,51.52,5065,5129
2015,10,1.25,99.0,2214,11.91,53.6,4714,4840
2015,10,2.0,100.0,1953,11.26,54.65,4879,4973
2015,10,10.75,346.25,1789,12.36,59.45,4756,4980
2015,10,-8.75,293.25,2571,4.75,53.8,4614,4760
2015,10,0.75,109.25,1846,7.02,51.47,4845,4944
2015,10,3.5,15.25,1712,3.88,48.68,4315,4938
2015,10,-11.0,300.0,4401,4.42,55.87,4587,4896
2015,10,11.5,350.0,3469,17.21,45.07,4388,4801
2015,10,14.25,15.25,1662,6.88,50.96,4557,4891
2015,10,10.25,22.25,4195,5.69,53.1,4399,4851
2015,10,7.75,286.0,3143,10.24,52.94,4727,5015
2015,10,-3.5,24.25,2844,12.71,41.65,4230,4764
2015,10,6.75,6.0,2070,9.79,57.21,4531,4692
2015,10,7.75,5.0,2662,9.34,51.18,4152,4626
2015,10,15.25,345.5,3944,9.88,52.66,4522,4615
2015,10,14.75,346.5,3626,5.25,54.61,4736,4836
2015,10,-2.25,292.0,2822,8.58,50.08,4908,5016
2015,10,-2.0,16.75,5061,9.87,48.33,4572,4885
2015,10,0.25,20.5,2607,11.43,49.18,4423,4800
2015,10,-7.5,307.25,1592,4.05,47.97,4849,5140
2015,10,-5.75,26.25,3828,4.88,42.43,4025,4700
2015,10,-6.0,27.25,2914,5.67,42.98,4129,4726
2015,10,2.25,29.25,4107,9.39,40.08,3887,4876
2015,10,-11.5,298.75,2205,0.82,48.3,4619,4849
2015,10,7.5,27.0,2315,8.02,47.26,4267,4820
2015,10,8.0,27.0,2644,7.22,48.08,4338,4905
2015,10,9.0,27.0,2429,7.76,49.21,4481,4937
2015,10,10.0,27.0,2015,7.91,48.83,4442,4863
2015,10,5.0,24.75,1728,6.26,51.34,4271,4875
2015,10,4.0,28.0,2352,5.36,46.29,4187,4888
2015,10,-6.0,27.5,3327,5.94,41.01,4358,4981
2015,10,-7.0,293.0,1403,4.76,48.99,4606,4734
2015,10,12.5,74.75,2510,6.57,53.69,4990,5101
2015,10,10.0,76.25,1749,7.58,54.37,4889,5005
2015,10,12.25,4.0,2161,8.06,48.26,4467,4688
2015,10,19.0,272.75,862,7.32,69.89,4739,4853
2015,10,-22.5,299.25,2476,12.33,54.96,4876,5045
2015,10,-12.25,301.25,2761,4.48,51.31,4653,4963
2015,10,-12.25,302.25,1798,4.87,48.98,4721,5018
2015,10,3.25,31.75,2466,3.85,47.42,4256,5062
2015,10,-2.25,112.5,1244,9.74,59.49,4798,4890
2015,10,-2.25,113.75,1752,3.94,60.03,4927,5020
2015,10,-6.25,20.25,2282,2.47,49.41,4308,4964
2015,10,10.75,351.0,3511,2.5,46.45,4359,4764
2015,10,7.75,10.5,2345,2.34,53.25,4583,4864
2015,10,-0.75,303.5,1357,5.01,52.81,4798,4934
2015,10,-10.0,307.0,3622,4.34,53.88,4650,4964
2015,11,8.0,17.75,3471,7.55,51.0,4606,5002
2015,11,-21.0,48.0,2069,6.91,48.82,4427,4640
2015,11,-23.0,47.5,2012,9.61,46.95,4438,4537
2015,11,-6.25,308.25,3217,1.91,51.72,4824,5099
2015,11,-10.0,308.0,2982,6.54,47.93,4664,4962
2015,11,33.0,261.75,3704,31.26,44.96,4095,4436
2015,11,-16.75,127.25,1656,4.24,46.64,4541,5022
2015,11,20.25,283.75,1632,2.52,45.28,4449,4674
2015,11,-15.0,306.5,2972,5.1,41.12,4315,4879
2015,11,-1.0,20.75,2882,6.53,50.71,4534,4902
2015,11,-27.75,298.5,2596,16.98,46.25,5022,5100
2015,11,-28.5,299.0,2869,18.36,48.47,4993,5057
2015,11,-15.25,128.25,2601,11.62,44.71,4612,4657
2015,11,-0.75,295.5,1523,2.89,54.4,5048,5121
2015,11,-4.5,296.5,2689,5.46,53.6,4970,5042
2015,11,-5.5,297.25,2656,8.03,53.56,5016,5081
2015,11,-5.25,298.5,2625,5.63,51.56,5027,5090
2015,11,-8.75,298.0,1800,5.33,52.2,4896,5000
2015,11,-10.25,298.5,2696,5.04,49.91,4807,5047
2015,11,-11.25,299.5,3136,4.16,49.32,4651,4938
2015,11,-7.25,111.25,1626,2.52,56.02,4802,4922
2015,11,9.5,288.5,2023,2.48,61.83,4793,4868
2015,11,-29.0,303.75,2443,15.97,60.39,4800,4867
2015,11,-29.0,305.0,3014,25.93,47.52,4316,4591
2015,11,-2.25,300.0,1681,3.81,48.0,4961,5073
2015,11,-3.5,300.0,1950,5.74,47.31,5043,5105
2015,11,-11.25,303.5,2833,6.59,42.75,4750,5115
2015,11,-12.0,303.5,2645,7.32,41.51,4720,5091
2015,11,-19.5,305.25,1980,5.13,44.8,4542,5034
2015,11,-20.5,306.0,2703,0.8,45.42,4595,5069
2015,11,-22.0,307.25,3967,5.83,48.44,4684,5030
2015,11,-23.0,306.75,2455,6.3,46.62,4527,4846
2015,11,1.75,15.5,2465,8.01,45.65,4441,4937
2015,11,-11.0,311.25,3644,5.21,54.11,4939,5239
2015,11,-7.0,286.75,2434,3.55,53.63,4764,4981
2015,11,0.25,21.0,2709,9.02,48.39,4462,4844
2015,11,-21.25,302.0,2701,10.51,50.93,4943,5031
2015,11,-12.25,133.0,2671,4.07,52.99,4465,4515
2015,11,-13.5,143.25,1519,14.38,51.62,4593,4762
2015,11,-24.25,303.0,2951,12.83,45.98,4716,4802
2015,11,-22.25,305.5,2346,13.82,48.47,4508,4844
2015,11,-3.0,133.0,2308,2.67,59.27,4938,5014
2015,11,-4.0,24.75,2387,8.86,48.2,4455,4970
2015,11,-2.75,111.25,1459,2.94,61.63,5020,5103
2015,11,-16.5,313.5,1886,4.88,52.89,4194,4923
2015,11,-18.0,309.0,3062,14.13,46.61,4274,5022
2015,11,-19.0,308.0,2443,15.08,48.04,4414,4998
2015,11,-5.75,139.25,1436,9.68,66.98,4911,4993
2015,11,-23.25,298.75,830,16.9,54.28,5227,5405
2015,11,8.5,285.0,1135,8.57,60.14,4625,4722
2015,11,-2.25,114.75,1596,5.99,58.09,4845,4941
2015,12,-8.0,285.0,772,8.65,63.29,4853,5057
2015,12,-16.75,47.5,2042,5.91,51.18,4266,4708
2015,12,-28.0,302.75,1907,16.48,50.51,4621,4693
2015,12,-27.25,303.25,1992,9.24,53.86,4435,4520
2015,12,-24.25,305.25,1693,8.14,51.32,4305,4634
2015,12,-11.5,34.75,1719,0.94,52.38,4390,4900
2015,12,-14.25,304.5,2950,2.68,49.83,4546,5030
2015,12,-8.0,27.0,4106,3.61,44.9,4483,5073
2015,12,-27.0,307.25,2174,20.83,50.02,4072,4563
2015,12,-3.25,14.25,4906,3.03,45.19,4442,5010
2015,12,-3.75,21.5,2370,2.55,46.69,4556,5032
2015,12,-24.0,302.25,3127,11.91,56.02,4765,4845
2015,12,-18.75,305.75,2744,3.55,51.65,4805,5137
2015,12,-10.75,308.75,5028,5.67,40.82,5049,5286
2015,12,-15.75,128.5,1932,5.41,53.15,5000,5107
2015,12,-21.75,298.5,1385,11.74,50.15,5169,5386
2015,12,-9.5,302.25,4689,7.05,50.34,4713,4996
2015,12,-7.75,140.25,1222,3.54,57.67,5143,5187
2015,12,-27.25,303.5,2125,17.24,56.92,4849,4937
2015,12,-25.25,312.0,3642,7.01,58.53,4845,4919
2015,12,-13.0,295.75,3525,11.42,51.41,4903,5044
2015,12,-13.5,295.25,2362,12.17,49.37,4900,5038
2015,12,-6.5,297.75,4013,5.45,54.66,4758,4824
2015,12,-7.5,296.5,2259,4.98,54.01,4679,4760
2015,12,-4.5,299.5,3755,3.02,57.24,4825,4882
2015,12,-16.25,36.0,2431,5.53,52.17,4746,5243
2015,12,-17.25,45.0,1710,5.29,56.13,4722,5060
2015,12,-31.75,303.5,3570,23.39,63.81,4023,4235
2015,12,-17.25,124.25,1748,7.28,48.01,5064,5111
2015,12,-8.75,300.5,1687,3.89,54.16,4937,5081
2015,12,10.75,285.0,2591,7.72,53.01,4697,4759
2015,12,-15.5,132.5,1536,8.26,50.61,5023,5205
2015,12,-17.0,37.25,1094,1.5,56.34,4808,4907
2015,12,-21.75,303.0,1697,4.37,53.97,4642,4983
2015,12,-20.0,302.75,2744,3.73,54.94,4966,5098
2015,12,-20.25,303.5,1840,3.33,52.33,4949,5089
2015,12,-19.5,302.75,2274,2.7,54.59,4988,5069
2015,12,-15.25,305.75,2488,4.3,48.89,4191,4802
2015,12,-8.5,308.5,2107,1.97,47.6,4660,4995
2015,12,-20.75,45.25,1774,2.61,51.36,4393,4748
2015,12,-13.75,48.75,2327,0.37,43.67,4270,4885
2015,12,-7.25,303.5,1296,2.18,51.21,4827,5113
2015,12,-13.25,34.25,3224,6.58,46.37,4393,4994
2015,12,-24.75,311.5,2851,3.0,46.67,4534,5043
2015,12,-12.0,40.25,3034,3.41,54.84,4904,5023
2015,12,-12.25,290.75,1775,3.3,52.65,4733,4998
2015,12,-9.0,302.5,1820,0.21,54.65,4834,5075
2016,1,-9.25,35.75,2080,5.55,53.07,4471,4966
2016,1,-4.75,19.25,3391,6.31,51.39,4835,5350
2016,1,-6.5,19.25,2197,3.6,46.56,4427,5242
2016,1,-25.0,303.25,1857,5.61,58.94,5066,5149
2016,1,0.0,19.25,3700,11.94,52.62,4970,5310
2016,1,-9.5,284.75,2788,5.81,54.6,4947,5262
2016,1,0.5,21.25,3568,3.69,52.29,4804,5191
2016,1,-30.25,304.0,2572,20.84,42.7,4659,4831
2016,1,15.5,104.0,1132,10.6,53.21,4835,4965
2016,1,-29.75,142.5,1296,12.29,54.82,5017,5113
2016,1,-14.75,309.0,743,3.37,54.29,4652,4908
2016,1,-23.0,132.5,2885,4.37,50.98,4613,5183
2016,1,-10.5,32.75,2118,5.32,49.17,4158,5116
2016,1,-15.5,302.0,1833,5.61,51.27,4875,5099
2016,1,-18.25,138.0,3342,12.53,60.3,5292,5502
2016,1,-4.75,291.5,2037,4.23,56.61,5248,5371
2016,1,-6.75,293.25,2531,3.23,58.34,5235,5353
2016,1,-12.5,289.0,1328,1.9,57.69,4766,5148
2016,1,-15.75,38.75,2374,2.42,56.64,4978,5268
2016,1,-22.5,306.75,2889,10.95,50.85,4984,5261
2016,1,-23.0,307.5,3150,10.29,51.58,4698,5105
2016,1,-19.5,141.75,2163,11.42,57.05,5212,5316
2016,1,-21.5,144.5,2277,7.4,56.73,5100,5411
2016,1,-25.25,146.5,1884,13.62,47.82,4748,5190
2016,1,-29.0,148.25,664,21.53,60.11,4448,4608
2016,1,-15.5,47.25,1923,5.92,57.39,5093,5157
2016,1,-17.25,133.25,1923,5.75,55.88,4857,5081
2016,1,-16.0,134.75,2464,8.96,59.93,5028,5208
2016,1,-7.25,108.5,1694,6.21,51.92,4744,5133
2016,1,-23.5,148.75,1859,12.65,61.07,4757,4920
2016,1,-9.0,117.75,1596,5.15,56.89,4946,5110
2016,2,-25.0,151.75,2491,19.54,59.94,4736,4935
2016,2,-13.25,132.0,2052,3.15,65.33,5355,5430
2016,2,-17.25,133.75,2042,1.57,64.49,5021,5254
2016,2,-22.75,307.75,2331,6.9,46.3,4354,4714
2016,2,-2.0,285.25,1798,4.64,53.14,4923,5094
2016,2,-7.5,37.25,2316,2.49,48.52,4403,4837
2016,2,-6.25,23.0,2642,4.96,48.12,3833,4574
2016,2,-33.0,299.5,1382,15.87,63.75,4587,4657
2016,2,-15.5,308.75,2261,0.79,50.88,4704,5007
2016,2,-25.0,298.75,1715,12.57,65.37,5248,5397
2016,2,-23.0,307.25,2583,5.46,59.32,4642,5039
2016,2,-37.0,300.25,3920,21.55,43.67,4136,4317
2016,2,-37.25,302.25,3166,18.83,42.86,4292,4345
2016,2,-34.0,295.5,3637,18.93,48.5,4502,4766
2016,2,-33.25,296.0,3708,15.53,54.27,4614,4922
2016,2,-31.25,297.5,4670,17.3,53.21,5229,5334
2016,2,-28.0,297.75,2633,12.21,53.5,4979,5089
2016,2,-29.75,300.0,3040,16.53,50.4,4810,4884
2016,2,-30.25,300.75,2104,17.19,48.85,4592,4672
2016,2,-26.5,302.25,3054,14.3,56.59,5076,5137
2016,2,2.5,20.0,2569,16.95,42.36,4741,5135
2016,2,-26.75,295.25,2874,3.86,60.62,5043,5478
2016,2,-26.0,33.25,3766,20.39,54.93,4909,4945
2016,2,-9.25,28.75,3906,9.24,36.28,4281,5217
2016,2,-5.25,24.25,4587,5.54,45.69,4550,5194
2016,2,-14.75,38.0,2062,4.5,56.28,4418,4992
2016,2,7.5,359.25,2010,4.68,57.13,4956,5098
2016,2,-1.0,28.25,3508,3.1,44.92,4400,5399
2016,2,5.75,8.25,1911,8.14,58.57,4929,5048
2016,2,-2.75,294.5,1904,5.88,66.45,5200,5283
2016,3,-16.25,125.0,2418,9.6,52.46,4824,5051
2016,3,-20.5,297.0,2794,12.21,55.42,4672,5289
2016,3,-15.25,48.5,1944,6.65,52.41,4680,5103
2016,3,-24.5,312.75,2278,15.38,42.98,4499,4589
2016,3,-0.25,16.75,5296,5.69,49.8,5043,5364
2016,3,3.0,18.75,3851,6.58,54.83,5023,5378
2016,3,3.75,20.0,3628,3.36,55.06,4898,5297
2016,3,4.75,20.5,1995,3.12,52.48,4869,5357
2016,3,-10.5,22.75,2926,3.88,46.04,4292,5324
2016,3,-5.75,23.75,2932,7.73,43.18,4634,5268
2016,3,1.75,27.75,3021,1.58,49.21,4570,5261
2016,3,-17.75,123.0,2750,4.43,52.83,5020,5089
2016,3,-23.75,314.5,2594,16.73,49.46,4511,4762
2016,3,-21.5,129.75,1991,12.85,51.62,4422,4852
2016,3,-7.75,111.75,1787,3.56,57.02,4843,5206
2016,3,-7.5,110.75,1761,2.11,57.72,4974,5295
2016,3,1.25,24.0,1814,10.33,53.02,4745,5145
2016,3,-21.75,44.25,2627,1.67,50.87,4681,4884
2016,3,-21.0,44.5,2604,2.55,50.4,4687,4929
2016,3,6.5,9.5,2903,4.69,51.34,4620,5149
2016,3,-20.5,311.5,2765,1.7,45.62,4470,4987
2016,3,0.0,10.75,1061,6.79,53.96,4775,5001
2016,3,2.75,15.25,2965,9.64,42.31,4717,5231
2016,3,3.0,15.25,2823,9.36,41.69,4741,5271
2016,3,-4.75,20.75,4234,5.33,49.67,4662,5173
2016,3,-2.5,22.0,4957,6.73,50.62,4641,5122
2016,3,-6.5,287.5,3847,1.32,57.7,5033,5223
2016,3,1.75,10.75,2388,6.52,48.68,4393,4971
2016,3,-7.25,108.5,1200,4.82,53.76,4733,5121
2016,3,8.0,357.25,2313,6.95,48.95,4629,4973
2016,3,-1.75,283.0,2007,1.43,53.93,4884,5235
2016,3,-6.25,23.75,1702,6.84,46.07,4779,5409
2016,3,-2.5,24.75,3057,10.75,44.54,4817,5318
2016,3,0.25,25.5,2498,7.24,49.45,4850,5309
2016,3,-0.25,15.5,3457,9.78,56.48,4651,5012
2016,3,-11.25,310.75,2826,3.45,53.62,4806,5068
2016,3,-5.0,18.0,2360,7.35,48.19,4458,4981
2016,3,-4.5,19.5,3292,7.69,46.33,4755,5233
2016,3,1.0,20.5,4156,7.03,48.21,4717,5080
2016,3,7.5,0.75,2551,4.25,50.21,4591,5080
2016,3,-3.5,13.75,3125,2.8,48.83,4432,5003
2016,3,-1.75,285.75,2127,4.73,61.33,4760,4937
2016,3,-16.0,26.0,2400,0.53,46.55,4125,5152
2016,3,-12.5,35.5,2757,1.42,44.79,4296,5285
2016,3,7.5,357.25,1970,7.7,53.75,4656,4945
2016,3,6.25,359.0,2165,7.55,57.96,4882,5055
2016,3,2.0,102.0,1502,4.86,60.72,5114,5230
2016,3,-2.5,18.0,2028,11.66,53.49,4777,5095
2016,3,-7.0,20.25,2006,6.58,53.99,4446,5169
2016,3,-3.0,27.0,1961,10.85,54.93,4586,5178
2016,3,24.0,89.75,3156,15.94,41.88,4626,4731
2016,3,-0.5,24.25,1978,2.54,59.9,4951,5386
2016,4,9.0,287.0,975,0.43,49.88,4763,5202
2016,4,16.25,103.25,3202,13.94,51.25,4590,4746
2016,4,-3.75,115.5,2820,3.26,64.33,5095,5178
2016,4,7.0,16.5,2538,10.25,47.21,4628,5250
2016,4,4.0,26.75,2463,10.32,54.67,4702,5361
2016,4,1.0,27.0,4054,9.19,49.33,4582,5193
2016,4,-0.25,26.75,4704,6.12,49.83,4544,5172
2016,4,7.0,355.5,1559,4.09,53.29,4878,5007
2016,4,-28.0,300.75,2078,19.63,62.59,4836,4905
2016,4,3.0,29.0,3326,9.61,42.88,4318,5168
2016,4,7.25,3.75,1169,8.82,60.24,4924,5078
2016,4,0.5,20.5,3338,12.47,48.46,4530,4905
2016,4,9.75,14.75,1617,9.99,45.96,4778,5123
2016,4,-1.0,17.25,2567,6.82,56.04,4959,5264
2016,4,3.5,23.25,1477,5.64,48.77,4549,5034
2016,4,-4.0,27.0,4039,2.45,48.2,4495,5155
2016,4,9.25,358.5,2419,11.04,54.82,4993,5139
2016,4,6.75,359.25,4002,10.65,56.38,4977,5190
2016,4,-4.75,318.25,1161,9.6,51.32,4827,5051
2016,4,-12.25,297.25,2062,1.52,60.35,4846,5025
2016,4,9.75,76.75,4159,5.14,54.61,5156,5378
2016,4,4.75,32.0,1926,7.07,49.62,4644,5218
2016,4,-6.5,13.25,1735,8.32,54.2,5043,5265
2016,4,-8.25,14.25,5078,7.95,50.46,4674,5179
2016,4,9.0,290.25,877,3.43,53.48,5061,5207
2016,4,25.0,261.25,2698,18.82,40.7,4390,4612
2016,4,9.0,80.25,1569,7.85,52.88,5172,5229
2016,4,17.25,39.25,2699,20.21,53.95,4677,4730
2016,4,-4.25,23.75,2451,4.58,50.41,4509,5056
2016,4,17.5,102.0,1544,11.73,47.7,4692,4997
2016,4,3.0,14.0,3059,7.24,45.81,4449,5067
2016,4,2.25,21.0,3392,7.5,52.67,4730,5111
2016,4,19.5,110.5,1468,12.67,51.15,4501,4577
2016,4,6.25,22.5,2628,1.19,52.55,4476,5129
2016,4,-14.75,297.0,2171,5.06,53.18,4907,5147
2016,4,11.0,99.0,1819,8.18,48.22,4861,5069
2016,4,3.0,102.0,1175,2.7,54.29,4830,5098
2016,4,10.75,289.25,2378,1.83,50.69,4880,5219
2016,4,-18.75,300.75,2829,12.9,53.08,4881,5086
2016,4,-21.5,303.25,1302,18.71,49.32,4585,4973
2016,4,13.0,273.5,1806,5.58,50.68,4582,5127
2016,4,9.0,284.75,2256,2.31,58.69,4904,4975
2016,4,11.25,290.75,1734,4.92,53.88,4775,4926
2016,4,11.25,103.75,2026,1.67,55.09,5168,5296
2016,4,-0.25,24.5,3307,3.98,52.45,4550,5023
2016,5,24.5,88.5,3066,10.21,41.34,4475,4526
2016,5,9.0,11.5,2746,2.96,52.68,4392,4752
2016,5,5.5,9.75,2598,4.94,53.53,4335,4882
2016,5,10.0,355.5,1562,6.0,50.47,4626,4899
2016,5,7.25,98.5,2385,8.31,54.57,5060,5154
2016,5,11.25,1.75,3382,16.41,47.65,4862,5116
2016,5,11.5,2.75,2288,17.44,49.49,4795,5051
2016,5,19.25,84.75,2893,9.71,54.46,5037,5096
2016,5,7.75,9.25,3156,15.85,52.32,4964,5115
2016,5,6.75,353.75,1778,12.46,61.36,5070,5318
2016,5,-7.25,301.5,2694,10.91,54.75,4993,5161
2016,5,17.25,106.25,1480,2.43,62.46,4595,5114
2016,5,20.0,101.25,2267,15.2,49.32,4396,5187
2016,5,24.75,89.75,2157,16.07,59.36,5083,5140
2016,5,8.0,286.0,3705,10.33,52.88,4853,5289
2016,5,24.25,261.25,3985,12.92,54.95,4870,5145
2016,5,28.0,77.25,1960,17.47,52.82,4651,4847
2016,5,29.0,75.75,1170,19.68,53.0,4578,4795
2016,5,11.5,358.75,2342,12.07,53.75,4723,5013
2016,5,9.5,286.25,3923,4.81,60.69,5136,5198
2016,5,10.5,287.5,3755,5.89,47.37,4488,5173
2016,5,3.75,20.25,1849,1.43,57.93,4312,4724
2016,5,8.25,285.0,1745,2.84,63.9,4895,4990
2016,5,8.5,29.25,1808,10.64,53.57,4815,5207
2016,5,16.5,94.25,1750,2.49,68.45,5096,5130
2016,5,30.25,119.25,297,15.18,59.08,4573,4999
2016,5,20.5,285.5,1081,8.44,51.04,4122,4274
2016,5,-4.25,19.0,2709,7.02,42.5,4487,4912
2016,5,7.75,359.25,2471,10.58,58.29,4899,5025
2016,5,10.0,0.5,2584,14.25,51.63,4841,4990
2016,5,8.0,8.75,2856,14.34,53.84,5037,5161
2016,5,10.0,9.25,2583,12.03,47.43,4447,5301
2016,5,9.5,7.5,3148,13.73,47.87,4612,5214
2016,5,10.25,8.25,3228,11.49,46.06,4495,5235
2016,5,10.5,346.0,1164,11.46,60.72,5010,5141
2016,5,9.5,353.75,2443,15.76,51.42,4536,4921
2016,5,19.5,287.25,1869,9.11,45.56,4416,4626
2016,5,7.0,2.5,1438,7.51,54.44,4825,4921
2016,5,11.75,106.0,2108,8.05,62.38,4977,5049
2016,5,20.0,85.0,3923,7.51,62.46,4934,5090
2016,5,20.75,86.5,3427,8.75,58.06,5042,5051
2016,5,23.75,88.0,2974,13.52,51.75,5083,5108
2016,5,23.0,261.0,1719,10.13,51.97,4843,5019
2016,5,25.5,260.75,2370,19.5,54.66,4624,4807
2016,5,22.25,94.75,3335,4.15,59.23,5061,5284
2016,5,-9.25,301.0,3087,2.1,50.8,4652,4840
2016,6,12.5,76.5,1707,8.04,48.95,4321,5103
2016,6,-1.5,23.25,3830,2.79,49.32,4802,5249
2016,6,8.25,4.75,2934,2.94,51.29,4361,4768
2016,6,26.25,115.0,3722,13.86,57.76,5085,5347
2016,6,20.5,283.5,2336,8.2,61.38,4339,4473
2016,6,25.0,262.0,2187,17.18,48.85,4578,4652
2016,6,26.25,262.5,1869,16.26,47.77,4361,4441
2016,6,-1.5,17.75,2406,5.56,47.21,4671,4984
2016,6,8.25,22.0,2892,6.84,44.7,4002,4787
2016,6,8.0,20.25,2580,8.51,45.55,4297,4733
2016,6,8.5,20.75,2863,7.73,45.61,4260,4778
2016,6,9.5,23.0,2532,8.0,44.74,4169,4751
2016,6,18.5,269.25,660,4.59,51.71,4889,4972
2016,6,19.75,269.75,1549,5.6,51.35,4798,4860
2016,6,0.25,27.5,3204,7.52,43.38,4300,5003
2016,6,2.75,28.5,2788,7.45,41.35,4267,5088
2016,6,5.0,29.25,3155,10.92,44.85,4141,4836
2016,6,24.0,92.0,2097,2.34,56.92,4923,5053
2016,6,8.75,4.75,1837,5.9,52.82,4570,4837
2016,6,8.5,352.0,2686,3.22,49.94,4150,4692
2016,6,15.75,80.75,2029,2.26,66.99,5229,5273
2016,6,15.0,120.0,2315,6.91,58.57,5033,5124
2016,6,27.25,80.0,2734,10.77,47.5,5241,5378
2016,6,6.25,359.25,1261,4.47,52.95,4675,4915
2016,6,14.5,104.5,2732,2.17,56.03,4969,5238
2016,6,-12.25,291.5,1659,4.27,51.31,4744,4962
2016,6,4.0,16.0,1698,6.28,48.1,4478,4989
2016,6,19.75,110.5,1939,8.85,69.98,5222,5273
2016,6,23.75,261.5,1882,8.4,51.93,4668,4889
2016,6,26.5,261.5,2259,5.42,45.66,5024,5130
2016,6,7.5,9.75,2093,4.6,55.33,4837,5043
2016,6,28.75,75.0,2085,4.71,52.59,4676,4904
2016,6,8.0,285.5,1440,7.11,49.58,4319,4826
2016,6,20.0,82.0,2178,2.17,56.79,4663,5255
2016,6,26.25,82.5,935,7.34,54.77,5269,5362
2016,6,26.0,83.5,1507,5.29,59.92,5307,5379
2016,6,9.25,28.75,1906,10.61,49.87,4369,4768
2016,6,9.25,28.5,1919,10.92,49.95,4335,4737
2016,6,9.75,29.0,1732,11.66,49.49,4357,4753
2016,6,36.5,114.75,1354,18.23,49.5,4299,4350
2016,6,20.5,285.25,2471,2.76,52.9,4330,4596
2016,6,33.25,276.25,1479,4.14,50.98,4495,4674
2016,6,8.25,285.25,1542,11.84,56.54,4647,4771
2016,6,24.75,107.0,1725,12.15,53.21,4608,5379
2016,6,11.25,3.25,1633,12.46,55.61,4322,4592
2016,6,31.75,74.0,3529,5.66,47.65,4727,4933
2016,6,28.75,115.75,2112,11.6,68.92,4787,4859
2016,6,24.5,93.25,1472,1.56,61.92,5046,5556
2016,6,24.5,282.25,2930,11.87,43.85,4177,4333
2016,6,44.25,263.75,2968,19.63,45.19,4571,5097
2016,6,27.0,71.5,297,8.39,51.16,5177,5386
2016,6,22.25,74.75,2017,5.26,68.28,5254,5526
2016,6,46.0,28.5,2605,6.21,41.1,3954,4126
2016,6,12.75,33.75,1555,14.14,49.19,4395,4857
2016,6,41.75,277.5,2088,8.98,52.97,4606,4778
2016,6,25.75,76.75,2826,8.07,70.1,5467,5730
2016,6,31.25,270.0,1217,7.11,52.04,4681,4812
2016,6,5.5,283.25,2380,2.82,59.03,5008,5142
2016,6,28.5,249.5,3083,2.06,56.09,4730,5030
2016,6,-7.5,108.5,1788,3.59,58.35,4859,5035
2016,6,24.75,71.75,2481,11.43,72.1,5745,5801
2016,6,36.5,120.5,3316,10.71,44.48,4294,4321
2016,6,9.25,352.5,3456,12.43,45.29,4256,4683
2016,6,39.25,267.0,2592,17.47,43.28,4195,4416
2016,6,7.5,284.25,2178,9.44,47.03,4247,5072
2016,6,6.5,283.25,1004,11.66,64.67,4921,4996
