forest_id,humedad_suelo,es_primario,soc_60cm_kgCm2,capa_organica_kgCm2
13,1,1,7.101111478278135,2.42053467808332
13,4,1,33.446090125,33.446090125
13,4,1,7.783233922990739,4.088714050806452
13,4,1,16.93490838541992,4.11426735414589
13,3,1,12.93821351579357,3.932582635135135
13,4,1,10.71007329348155,4.586627132519032
14,2,0,2.678771114165821,0.73226
14,3,0,4.135325288424929,1.550499973297117
14,3,0,4.399463625951627,2.209900058746341
14,5,0,4.895478370627863,2.0235
14,3,0,4.501092062623735,2.06659
14,3,0,3.332449961163023,1.10216
14,1,0,2.26139404644803,0.676799987792968
14,2,0,8.08196351809703,5.076000000000001
14,2,0,6.090780607805145,1.6555
14,1,0,2.456845618582712,0.4037000083923346
14,1,0,4.183178297247919,0.924000015258788
14,2,0,5.07155154439744,0.8004000110626214
14,3,0,6.627607926399272,1.65959994506836
14,3,0,5.260684184148863,3.72
14,3,0,3.530658125277529,0.0
14,5,0,6.954628022925213,1.214200019836427
14,2,0,5.440562229384382,3.720600059509281
14,3,1,7.443743261586976,4.720068126649076
14,5,1,6.88704679010483,4.602429821428572
14,1,1,4.512197878034119,3.262733351038715
14,1,1,10.0719061479917,7.049470471712653
14,2,1,6.232748516613333,3.381939205816554
15,4,0,5.695068140071559,1.99144
15,3,0,6.765909411482355,2.18106
15,4,0,4.412841472467139,1.42752
15,2,0,6.823885051105635,1.422299949645996
15,1,0,6.491028688060119,1.692360008239747
15,1,0,6.371891683784573,1.86966
15,4,0,3.848965142510166,0.9052000000000002
15,1,0,3.527732477083306,1.432200050354004
15,1,0,2.535258920314499,0.0
15,3,0,6.767024792964653,4.329000000000002
15,2,0,5.525241612588248,1.788800079345703
15,5,0,24.08222547109696,19.37780057525634
15,4,0,22.27775939941407,22.27775939941407
15,5,0,7.45437707628172,5.674199775695801
15,2,0,5.322294422786068,4.066
15,5,0,8.917332165286833,6.628499794006348
15,4,0,3.833496729936797,2.979600059509282
15,4,0,4.873518003880234,3.308800048828128
15,3,0,12.32655683953399,8.883100160598744
15,2,0,6.94433896919216,3.49440013885498
15,2,0,5.964565943712095,1.388799957275388
15,1,0,5.811413347233218,3.404700044631955
15,4,0,8.80821355043355,4.303199937820439
15,4,0,9.780709839779217,6.859999999999999
15,2,0,4.717407974855062,1.042800033569338
15,5,0,25.54390496627142,25.54390496627142
15,3,0,3.112227058870825,1.358999977111815
15,5,0,3.560507903696147,2.318199897766114
15,5,0,5.845090872673432,2.103199966430662
15,4,0,4.313005829377017,1.0075
15,3,1,6.660833861755635,4.141307602952187
15,4,1,4.759781486785959,2.689862399999999
15,5,1,16.8972645955865,16.8972645955865
15,3,1,12.3341600857696,8.361294576923077
15,4,1,11.574757575,11.574757575
15,1,1,5.96725450911261,1.029120812182741
15,1,1,11.9247943672727,5.614676211291342
15,5,1,13.107979,13.107979
15,2,1,22.20280086,22.20280086
15,3,1,12.71196621784893,4.998573863636363
15,4,1,27.39533025,27.39533025
15,2,1,8.956777342979104,5.818261994877632
15,1,1,7.535418003783745,2.7485344
15,5,1,19.78424192719684,19.78424192719684
15,2,1,5.165503525370392,0.6901965116279072
15,1,1,10.12974335022634,4.837243939393939
16,2,0,5.496603375269052,0.0
16,1,0,3.106603610032338,0.0
