block_id,pct_bloque_perdido
230,0.5592
231,10.299
232,0.1507
233,0.116
234,0.9416
235,0.0086
236,1.1143
237,0.5118
238,0.1123
239,0.0227
240,0.0592
241,0.0117
242,0.1294
243,0.2379
244,2.8738
245,0.7926
246,0.0
247,0.2371
248,0.6048
249,0.0069
250,0.3241
251,0.0401
252,1.1632
253,0.0131
254,0.3869
255,0.0061
256,0.82
257,1.265
258,0.1428
259,1.8198
260,2.0666
261,0.4072
262,0.0
263,0.0
264,0.9475
265,0.1522
266,0.0
267,2.8879
268,0.1484
269,0.0426
270,0.9076
271,0.4024
272,1.7889
273,0.0901
274,0.0
275,0.1959
276,2.0815
277,0.0
278,1.1246
279,0.0377
280,0.436
281,0.0
282,1.7675
283,0.1804
284,0.1079
285,2.4404
286,0.8028
287,0.0485
288,0.0
289,2.5398
290,0.0
291,0.228
292,0.0411
293,0.2829
294,0.0
295,1.069
296,0.0
297,0.0
298,0.0044
299,0.2849
300,0.0
301,0.4273
302,0.3722
303,0.1597
304,0.0
305,0.8182
306,0.0
307,1.4244
308,1.966
309,0.0929
310,0.0
311,0.0255
312,0.1694
313,0.0
314,0.0
315,0.0141
316,0.0
317,2.597
318,0.187
319,0.0
320,0.0
321,0.3214
322,0.1213
323,0.0749
324,0.3735
325,0.2397
326,0.0726
327,2.0859
328,0.0345
329,0.6552
330,0.4
331,0.1687
332,0.0835
333,0.2984
334,0.0313
335,0.2111
336,0.0
337,0.0
338,0.0115
339,0.0
340,0.0
341,4.9632
342,0.0631
343,0.0568
344,0.3816
345,0.0041
346,0.2568
347,1.8649
348,0.8445
349,0.0453
350,0.1863
351,0.3751
352,0.365
353,0.013
354,0.0
355,0.0
356,0.0026
357,0.2918
358,0.7966
359,0.0986
360,0.0128
361,0.1061
362,0.0
363,1.3274
364,4.6915
365,2.5854
366,2.1966
367,2.654
368,9.7768
369,6.5679
370,4.3371
371,4.6358
372,9.2041
373,2.5612
374,4.1417
375,0.0
376,2.9
377,2.7782
378,10.4747
379,5.1624
380,1.0182
381,1.8109
382,6.0433
383,11.3039
384,3.933
385,17.7592
386,4.0841
387,20.6776
388,1.1966
389,2.6502
390,2.8722
391,0.0
392,3.9188
393,5.2681
394,14.7451
395,2.6916
396,0.0
397,6.4515
398,4.8083
399,0.0
400,4.5269
401,0.0
402,4.324
403,6.4935
404,4.3358
405,4.3469
406,5.7979
407,34.5867
408,4.4494
409,7.4898
410,9.1553
411,9.3272
412,29.659
413,10.1895
414,1.9369
415,13.6827
416,2.4842
417,1.3903
418,5.5486
419,9.3989
420,19.5035
421,4.1036
422,14.032
423,0.8748
424,4.2773
425,17.7138
426,2.1263
427,1.36
428,31.1306
429,4.7265
430,7.0057
431,0.8201
432,9.7418
433,18.5973
434,8.5593
435,4.622
436,0.6573
437,0.0
438,0.2127
439,1.5702
440,7.2438
441,4.9917
442,7.2134
443,4.9565
444,6.8873
445,0.495
446,3.5733
447,5.8195
448,9.0877
449,4.7343
450,2.4696
451,4.6942
452,3.1148
453,0.0
454,1.7274
455,22.7626
456,18.4659
457,1.2381
458,3.2642
459,2.3199
460,2.1423
461,0.0234
462,5.5626
463,2.9411
464,2.9477
465,3.3057
466,0.101
467,3.9596
468,2.7444
469,0.0
470,5.7394
471,3.3131
472,15.9936
473,0.8126
474,4.3359
475,0.0
476,13.0388
477,4.2993
478,0.0
479,3.9685
480,0.1291
481,4.0968
482,4.7404
483,11.6622
484,19.6787
485,4.1537
486,3.8637
487,0.0
488,14.5921
489,8.2077
490,12.5894
491,4.4367
492,24.1225
493,1.1875
494,13.5424
495,0.0
496,12.4396
497,1.3479
498,4.5422
499,1.2728
500,3.2963
501,3.2261
502,14.8507
503,0.0651
504,21.2319
505,2.4157
506,0.0
507,9.4767
508,1.0863
509,9.4984
510,34.4635
511,3.1711
512,0.0
513,8.4766
514,7.9714
515,8.7259
516,3.7378
517,4.1625
518,4.5664
519,3.4732
520,15.829
521,1.4273
522,4.3896
523,9.8079
524,31.4852
525,5.2953
526,3.3879
527,4.5366
528,4.8945
529,0.0
530,4.2281
531,3.1979
532,2.834
533,2.3701
534,6.6951
535,6.5758
536,5.8316
537,6.0092
538,9.0159
539,2.9196
540,2.7805
541,0.0
542,4.7756
543,3.8752
544,2.6401
545,0.0669
546,4.0528
547,7.8289
548,5.5422
549,5.6213
550,1.4715
551,18.4285
552,3.2367
553,9.9596
554,4.8008
555,0.0
556,5.3229
557,4.5501
558,7.4388
559,16.1497
560,0.0896
561,30.4098
562,2.4731
563,2.2338
564,33.3011
565,11.404
566,4.319
567,5.1762
568,1.4296
569,1.2683
570,4.4319
571,11.6918
572,3.5397
573,4.3015
574,4.8854
575,0.8349
576,6.1122
577,12.0024
578,6.9272
579,1.153
580,2.6755
581,9.6428
582,0.0
583,33.6855
584,5.2262
585,5.6791
586,4.0064
587,17.0026
588,6.3959
589,0.0
590,31.5175
591,5.3698
592,0.0
593,1.6609
594,6.1924
595,7.2967
596,5.0179
597,4.6073
598,0.363
599,12.3732
600,5.3747
