cancer,sample,SE1,SE2,SE3,SE4,SE5,SE6,SE7,SE8,SE9
BLCA,TCGA-4Z-AA7Y-01,0.185622746166829,0.140364441000458,0.0629448663494399,0.0691444360959816,0.018800503723106,0.11993480789018,0.0141123291362485,0.073123058109569,0.175206730989523
BLCA,TCGA-4Z-AA80-01,0.218015392081363,0.0836760442553993,0.0890656792044651,0.0631810744690646,0.01902207748592,0.146507133595024,0.0606293040881515,0.112440882023216,0.0822463996398045
BLCA,TCGA-4Z-AA81-01,0.0531652858473682,0.0835868964593902,0.00370458073330508,0.0587797617466466,0.0222737795370915,0.0380752463591552,0.333468901481301,0.167533296428167,0.0694259082746954
BLCA,TCGA-4Z-AA82-01,0.136324745901652,0.121304465808989,0.01540956721775,0.124550486218516,0.190499132206861,0.0545394789306959,0.118313666620237,0.0819474261241549,0.0781159889149871
BLCA,TCGA-4Z-AA83-01,0.0736036758759512,0.130645271370895,0.0878148521058376,0.0946502295162768,0.0267600069872851,0.203696787672461,0.110371879574352,0.0466847090658079,0.133683972510847
BLCA,TCGA-4Z-AA84-01,0.142836525668152,0.115781693949114,0.0620317936883095,0.0898017897387549,0.0739329627814742,0.105005852520682,0.0502216998132612,0.10336948678504,0.0843466653870759
BLCA,TCGA-4Z-AA86-01,0.0474918145604157,0.159348282447951,0.0281423905792966,0.0804787464606027,0.16239931122029,0.0702522885280044,0.177083602933389,0.181664298576026,0.0756878573264962
BLCA,TCGA-4Z-AA87-01,0.0603149681063341,0.0913890460613538,0.115299189237601,0.0464246327344416,0.0673940529195656,0.17253183354847,0.0880325606988481,0.208761246932566,0.0271187375699905
BLCA,TCGA-4Z-AA89-01,0.176466076107892,0.0759579048587936,0.218675560054655,0.0449085242529675,4.42098897217044e-16,0.0746156648816196,0.109063387901013,0.0249600754056188,0.0632509694129006
BLCA,TCGA-5N-A9KI-01,0.0975063233244859,0.145594427773661,0.0388595852162226,0.0941806679029156,0.164786546204402,0.111705979735324,0.11572382703864,0.013901687534326,0.0395246683888513
BLCA,TCGA-5N-A9KM-01,0.235536567326052,0.171737554781508,0.0588877833513943,0.083424746266253,0.142402182807334,0.0551711517318499,0.0938720164500705,0.0367418927482327,0.0331897504820211
BLCA,TCGA-BL-A0C8-01,0.0982167378416397,0.138626562543674,0.0549396332035977,0.171929574361084,0.00305636481910581,0.0449605336984069,0.00628337810766929,0.00564688960651972,0.352007514617022
BLCA,TCGA-BL-A13I-01,0.0176098929967919,0.129853162679311,0.100333723895824,0.1451486369473,0.0431161317968683,0.115187395619751,0.0841996379733798,0.113171764431154,0.251379653659619
BLCA,TCGA-BL-A13J-01,0.158381377685702,0.075035519359247,0.0902335061330773,0.0933748246169705,0.237259515647299,0.11353105497473,0.0236844806919609,0.0455594680184081,0.0475997324837674
BLCA,TCGA-BL-A3JM-01,0.0943953460336622,0.0980850422940062,0.195375110427638,0.102064288081706,0.0683140625912588,0.0841266137034338,0.0219135289589387,0.136143217136695,0.142855030225215
BLCA,TCGA-BL-A5ZZ-01,0.0949367006331044,0.115533706355172,0.0212413036487875,0.161100217870594,0.180167893626668,0.15088633791902,0.00894665173672707,0.0541202223967006,0.210408269941326
BLCA,TCGA-BT-A0S7-01,0.236791766935279,0.0551963463240764,0.119915540821619,0.121515831621484,0.0424545178036212,0.113818156958389,0.0223249078446353,0.0656669440487128,0.139247950395246
BLCA,TCGA-BT-A0YX-01,0.0449593396123279,0.19669390746552,0.0406243117006548,0.0565860210091433,0.0410550067290448,0.169995682223808,0.112914723725369,0.128523387199635,0.075140517172079
BLCA,TCGA-BT-A20J-01,0.0489300613289827,0.116603441579454,0.10978352487928,0.060031915233203,0.0313994151472086,0.115344039402944,0.188004754629221,0.149522852259107,0.10098396711715
BLCA,TCGA-BT-A20N-01,0.00588049694160099,0.122809028908838,0.140156747484822,0.0511866748892601,0.115200261738452,0.253716945993931,0.0136217686177282,0.0825374500209574,0.0776137083281809
BLCA,TCGA-BT-A20O-01,0.054615773420673,0.115306836850303,0.158372906441733,0.0569648743462921,0.0717578228262222,0.0761291013031925,0.215208461559668,0.174196061805411,0.0740050070945057
BLCA,TCGA-BT-A20P-01,0.17894825029528,0.1163998137312,0.132662437627896,0.0823097675264359,0.036526939606051,0.162950064117817,0.0403983590242582,0.0359863114958246,0.0781199571871046
BLCA,TCGA-BT-A20Q-01,0.0799247180970899,0.0713908868982156,0.127478791125556,0.133065067304992,0.213786522386109,0.0168550626645575,0.139924759052069,0.0919279543300887,0.0715392565067405
BLCA,TCGA-BT-A20R-01,0.10774337464909,0.119813382469474,0.0994636560814426,0.131781571977444,0.246502105298896,0.0621159261941708,0.0395848910316777,0.0300805981491035,0.0823994500918521
BLCA,TCGA-BT-A20T-01,0.136049122582237,0.0544079287764485,0.0431310850495838,0.126509670327919,0.221266241188485,0.0613907695261809,0.127964151008234,0.0907935085118196,0.0501863419276793
BLCA,TCGA-BT-A20U-01,0.0450893622898556,0.124994294176422,0.0972589833034968,0.0789738538440745,0.220283121211443,0.112756024534256,0.0522896448828367,0.0728568303247905,0.0706145822766111
BLCA,TCGA-BT-A20V-01,0.0706799348747143,0.0955632551840873,0.130870028190857,0.0822593031116288,0.0111583724177846,0.0684824108157457,0.169841386633003,0.145856016241739,0.0699565490659971
BLCA,TCGA-BT-A20W-01,0.133304401491665,0.0161880373649537,0.112754641969746,0.132724534717437,0.0245209306038707,0.131911871155808,0.0263372744473214,0.131864665920773,0.217822993996508
BLCA,TCGA-BT-A20X-01,0.0761445374460853,0.153985868941607,0.0556344969192575,0.0813686686567166,0.0810629801702893,0.164822417923532,0.10642401051516,0.0719094177851009,0.123950411660532
BLCA,TCGA-BT-A2LA-01,0.220605549891867,0.0803482948569122,0.255021699283764,0.0907945190201515,0.0425279308781208,0.0462843337479677,0.00117073858678796,0.11206108327628,0.125919736548375
BLCA,TCGA-BT-A2LB-01,0.122152134803497,0.0931604314050863,0.0308843124606729,0.102517317958645,0.211627307571531,0.149650903454677,0.107712453425702,0.0696374867801901,0.042581478475769
BLCA,TCGA-BT-A2LD-01,0.151156361684151,0.0779875807019057,0.0810165624294869,0.123945224697327,0.0529336371145813,0.124360261181406,0.109919216938805,0.0621837111780966,0.083817250766111
BLCA,TCGA-BT-A3PH-01,0.0971477962560066,0.190284714028653,9.59860948107228e-16,0.0614625832168406,0.0507007558201274,0.0677759117419259,0.00769669406368528,0.0846891836859656,0.196821794887395
BLCA,TCGA-BT-A3PJ-01,0.0221947422827901,0.125818603130193,1.26779278876895e-07,0.0807723092453593,0.102338246805332,0.0876241829483229,0.225858157730994,0.206640615426443,0.0922624073556537
BLCA,TCGA-BT-A3PK-01,0.0254132838927534,0.078060881465042,0.0127869054571294,0.141319072477026,0.11278561660947,0.143483933124496,0.115258590915108,0.0866703619537547,0.223790078059581
BLCA,TCGA-BT-A42C-01,0.235547493290878,0.0744453892554293,0.0525840563362822,0.051609610165056,0.00453963200071188,0.255795468004478,0.0239840596516395,0.0661986867696973,0.0863178458941597
BLCA,TCGA-BT-A42E-01,0.110480891094661,0.0956824485684811,0.012006713610506,0.0523755167549157,0.030762991715285,0.148140555999452,0.227829263973367,0.205402316253571,0.0422361081491265
BLCA,TCGA-BT-A42F-01,0.121498811463623,0.16941231076638,1.82323776410724e-16,0.0357027749139014,0.0155186661196688,0.19253031831298,0.193271454883542,0.149947690759511,0.039794421751909
BLCA,TCGA-C4-A0EZ-01,0.0705844920117675,0.0777638394269679,0.242143812063976,0.11177495816247,0.0069480357172799,0.0346558088437501,0.0126148598379518,0.240901261078076,0.132145550956112
BLCA,TCGA-C4-A0F0-01,0.06410482843333,0.195950586043941,0.055880690548972,0.105974353240887,0.051256042987168,0.1417334705558,0.0735499579033109,0.129413105935511,0.150154930250272
BLCA,TCGA-C4-A0F1-01,0.0612232447713455,0.176391496026713,0.0571014391345673,0.0791248489209486,0.129337094054289,0.126898353975213,0.110321304554536,0.0578112823770712,0.0938600246485164
BLCA,TCGA-C4-A0F6-01,0.0953511409259737,0.0479725371265019,0.180213862628367,0.110059220515181,0.237124070601077,0.0739232007017772,0.00660932198641132,0.029574419848259,0.0858317450821074
BLCA,TCGA-C4-A0F7-01,0.135222963697579,0.0928916851206533,0.161262133560963,0.0933513149347078,0.0352682916104843,0.159762490322549,0.0135753810822985,0.0936973189074514,0.124146455019253
BLCA,TCGA-CF-A1HR-01,0.163526052176297,0.109221192648018,0.0656356849489648,0.118733136233133,0.00839040669468036,0.131835262499706,0.0536449402711631,0.0340857854905988,0.143289276649769
BLCA,TCGA-CF-A1HS-01,0.140388479354577,0.141635230214353,0.0263257815102336,0.0601683284486666,0.0591641903935335,0.165491245539732,0.0833273088176102,0.138128227803964,0.0965340736629178
BLCA,TCGA-CF-A27C-01,0.0892441284657439,0.0773112440482092,0.288590889797101,0.0538626492309539,3.55778132211447e-16,0.11544244246516,0.0461317162100176,0.0255896098259621,0.112031598564453
BLCA,TCGA-CF-A3MF-01,0.11431098532358,0.064776074267877,0.21026795780971,0.0775762329089742,2.69582504333489e-16,0.165505077220579,0.00726500579277403,0.0181571608625897,0.204224947517276
BLCA,TCGA-CF-A3MG-01,0.132230904412231,0.231315406768617,5.49103489786426e-10,0.034954396866353,0.016587532897285,0.0640280025669129,4.80501259769786e-16,0.105704298765591,0.163606483289088
BLCA,TCGA-CF-A3MH-01,0.115367986292143,0.140662749206798,0.00688650006324874,0.0746850849802902,0.0496599602242902,0.134551542361459,0.0161723768750727,0.0779284639507977,0.146758622519506
BLCA,TCGA-CF-A3MI-01,0.13016417402659,0.103908607770768,0.0613808621661175,0.139173172780642,2.79053431944443e-16,0.157829765921757,0.0200339826827257,0.0275185486603044,0.211840711779026
BLCA,TCGA-CF-A47S-01,0.120931990115099,0.131266286868785,0.0719863449388546,0.0383886273525977,0.0248320761407656,0.154979971164136,0.13467748659367,0.0275978593253192,0.107245272581994
BLCA,TCGA-CF-A47T-01,0.14305118887998,0.125270489402408,0.0894870974457147,0.0836987823424492,0.0225802462269078,0.0886226075820648,4.39906169200532e-16,0.0734208405086846,0.157183849651901
BLCA,TCGA-CF-A47V-01,0.129494609431609,0.0713689456716337,0.0731320098622088,0.113149418234719,0.00696288548486126,0.0921401242375511,0.0807578135002479,0.0168327375494831,0.308760041444679
BLCA,TCGA-CF-A47W-01,0.129842445208721,0.134814733841683,0.0658909366200462,0.127338486925938,0.00294443843507917,0.0550818962524919,0.0271539696114432,0.0483354720288628,0.124226156834602
BLCA,TCGA-CF-A47X-01,0.127779741994208,0.0623489321797641,0.267314766792256,0.0467910674012682,0.000775478070753252,0.145056347810565,0.0188863287271533,0.00314652002232133,0.143759476052831
BLCA,TCGA-CF-A47Y-01,0.153489235535257,0.0768706828071574,0.340115033205052,0.0731136517040723,3.28352664723416e-16,0.061400431679941,0.0162925062230725,0.0303719558916382,0.112875589873261
BLCA,TCGA-CF-A5U8-01,0.126349128448863,0.107173523480347,0.317538848860758,0.0510050755228285,4.96672135642179e-16,0.0728006884783433,0.0148020834155839,0.0291742385412456,0.0932833769789059
BLCA,TCGA-CF-A5UA-01,0.0566268223499771,0.119074326455651,0.0486354168736655,0.094357566936072,0.085141614076113,0.101372102882344,0.0244424212348332,0.0854633794716586,0.135238526573083
BLCA,TCGA-CF-A7I0-01,0.147504237649817,0.0334839252801431,0.158111600946975,0.181952223573437,0.0155407237076304,0.059451037319288,0.00625931361312719,0.0166920443851299,0.257691208146443
BLCA,TCGA-CF-A8HX-01,0.102461348504742,0.0680305668649423,0.231571774274114,0.0483548858090026,0.00510244709439209,0.232054132375318,0.00142955645235261,0.0344443101831851,0.0832274284744561
BLCA,TCGA-CF-A8HY-01,0.16488557048705,0.116568729040035,3.51827502358137e-16,0.0737861531631296,0.0465749859371849,0.147918189235139,1.62020854499757e-14,0.0372840617076642,0.165865504933601
BLCA,TCGA-CF-A9FF-01,0.132767731498153,0.0763476653329256,0.0603043521024833,0.143045562759457,0.0346373914482217,0.136940519792244,0.0231236249546917,0.0569546880254052,0.213651891768583
BLCA,TCGA-CF-A9FH-01,0.0700046186745921,0.0967966312000919,0.158686968506369,0.0715381918931913,8.16949634917565e-11,0.0326672021782434,0.305504801589907,0.0370673274821821,0.123642347633739
BLCA,TCGA-CF-A9FL-01,0.144092047161501,0.0414540854812034,0.164640053613107,0.145377296238351,0.193924071848484,0.0628074392145764,0.0102503463508442,0.0309029916745493,0.103191350126405
BLCA,TCGA-CF-A9FM-01,0.123634959015722,0.0846546816931723,0.243521805944211,0.0286528805325818,3.23525703108975e-16,0.120633124928661,0.129949116657864,0.0222152537061876,0.0918043003963101
BLCA,TCGA-CU-A0YN-01,0.0546702296924067,0.130874074101393,0.103177800322321,0.0537775262962773,0.10347489121048,0.216496516505233,0.0549050611446765,0.142310184631376,0.0618783637315389
BLCA,TCGA-CU-A0YO-01,0.152644347067659,0.0326183413202408,0.0895160216270244,0.181083505672239,0.012810074306705,0.181600270525861,0.122944627650393,0.0353655282528481,0.0933461652299812
BLCA,TCGA-CU-A0YR-01,0.0582183321195979,0.159849207155383,0.0894272952723469,0.0701633437877808,0.0943616884179712,0.052273381376605,0.109411659736374,0.106770244062035,0.182795858481021
BLCA,TCGA-CU-A3KJ-01,0.166493707773381,0.13360351178003,0.0942277510927084,0.045666074780561,0.0243410786203112,0.187209954286829,0.110710531637378,0.0841211227267847,0.0820943334972953
BLCA,TCGA-CU-A3QU-01,0.10684997170737,0.112640990582035,3.66277461184639e-16,0.0654625367541998,0.00336286246729813,0.201553753074034,0.0277116935536805,0.0966848479371006,0.117816742386938
BLCA,TCGA-CU-A3YL-01,0.115483467491421,0.0312693154959994,0.23514114282604,0.144074030599666,0.000346832086916552,0.0655304469707301,0.0278186316711933,0.0194697317647131,0.24810372261536
BLCA,TCGA-CU-A5W6-01,0.156850638757217,0.159196646490733,0.0872327045919626,0.0570031746678906,0.010234719305252,0.147936501610921,0.0781386474208259,0.0233159733929831,0.12746194028573
BLCA,TCGA-CU-A72E-01,0.0511740867222694,0.149312809901866,0.0566803044903489,0.133878536058064,0.243175586622633,0.0975229281526065,0.0237773734070331,0.0511332925675701,0.0441376483833703
BLCA,TCGA-DK-A1A3-01,0.142433512418576,0.0781446907884765,0.0555461521078879,0.0924549744442272,0.182465276461462,0.0714566801383634,0.0995394481189509,0.0510864643980881,0.0917922238390329
BLCA,TCGA-DK-A1A5-01,0.0225734216443264,0.0654688364736999,0.128005579091489,0.120587623963175,0.312735054005783,0.00913723977442648,0.123310741712874,0.0636567710414131,0.07589660318281
BLCA,TCGA-DK-A1A6-01,4.27131074722029e-12,0.10165098547168,0.121473673953357,0.0366608718424583,0.0267447595667011,0.141794914183097,0.195462622193578,0.224199178483477,0.0218927966859911
BLCA,TCGA-DK-A1A7-01,0.13923028181225,0.0690310088104885,0.241001269907573,0.0940335064220044,3.95300286443278e-11,0.106712295733453,0.0143497206832529,0.0851685656034795,0.134225507820303
BLCA,TCGA-DK-A1AA-01,0.112852243157024,0.0414895414304477,0.235867544821567,0.102398395763472,0.00855714523132776,0.144316771203913,0.0363558966924066,0.023174248239167,0.142304365863898
BLCA,TCGA-DK-A1AB-01,0.0356464156499716,0.0865318678229646,0.130395915152485,0.128610170113149,0.238911241635202,0.014308849655568,0.180528296906047,0.0536334425180455,0.0645664835135582
BLCA,TCGA-DK-A1AC-01,0.113751062391128,0.0783870969634485,0.2088148087818,0.0301325240902986,0.072808393673229,0.158078876945665,0.09958725167411869,0.159651002208966,0.0259087462651014
BLCA,TCGA-DK-A1AD-01,0.0822768697335967,0.0524802731447548,0.189606442873293,0.120278600433333,0.121086046283467,0.0999899885969969,0.0575261187696314,0.0540499250993879,0.0737887871576032
BLCA,TCGA-DK-A1AE-01,0.0676896844289496,0.0514054041842926,0.264719450671594,0.102589547904986,0.0132048369662248,0.149641546558173,0.034398483814863,0.140331375842311,0.115391338473404
BLCA,TCGA-DK-A1AF-01,0.103872795189784,0.0694734595925918,0.0960876814654724,0.144776064901208,0.138730421223951,0.152348738455935,0.06724284829661,0.0599144359939983,0.144301306718085
BLCA,TCGA-DK-A1AG-01,0.0292037188857131,0.0541432869857843,0.318248236892608,0.0635986671563739,4.51730105500402e-16,0.148930709507573,0.045008279535884,0.00925989897065715,0.160785130553024
BLCA,TCGA-DK-A2HX-01,0.126327626457919,0.0656637739871268,0.0533334830891232,0.189051803662923,0.271793851788816,0.0440031940769195,0.034671768667902,0.0243352416105679,0.0819598385530717
BLCA,TCGA-DK-A2I1-01,0.0813841624948547,0.115752173799502,0.0452276407301182,0.118333492854776,0.286827511917082,0.0508204780035314,0.0498604616841621,0.0775285316727874,0.108839307370821
BLCA,TCGA-DK-A2I2-01,0.0542133861432322,0.176601596780553,0.0633097939535627,0.074370834437267,0.119749597554607,0.17796899249701,0.104926098529558,0.0925530266022127,0.0913292755984174
BLCA,TCGA-DK-A2I4-01,0.0747184913727338,0.139572706132594,0.0704256246822008,0.0771079769977345,0.121673191592599,0.0650971152465706,0.211012290778572,0.132881366108697,0.0795359085465915
BLCA,TCGA-DK-A2I6-01,0.0472555101561204,0.127248356545082,0.0502094899433997,0.124213993865208,0.0841006172126732,0.212868567841641,0.0769101567446821,0.108061914355044,0.0867589285755745
BLCA,TCGA-DK-A3IK-01,0.127873289456729,0.0488912599847755,0.239992244059839,0.136292762677652,0.187557379336281,0.0586691204059597,0.0003890197445403,0.0271554771065186,0.048311361498954
BLCA,TCGA-DK-A3IL-01,0.0512463770490958,0.108715166355198,0.172104874988281,0.230048872827157,0.0830911899384085,0.0482159097669803,0.0100809439045138,0.0808827221454023,0.0354708126653098
BLCA,TCGA-DK-A3IM-01,0.157951022040511,0.144255263241165,0.163378505850955,0.0350473797792064,0.0270717805288464,0.216892678073181,0.00156526145713552,0.0621710644213085,0.0722537213044928
BLCA,TCGA-DK-A3IN-01,0.0555642741749653,0.108737383786049,0.0721138929355815,0.121744331348923,0.216392571377631,0.113559964028138,0.0448650262756302,0.11643347626351,0.0960065052650227
BLCA,TCGA-DK-A3IQ-01,0.129991592986545,0.0547336612246794,0.0671613457405761,0.202480979832531,0.388882981406272,0.0213898601698709,0.000277089713611327,0.0130027754448693,0.115679730947066
BLCA,TCGA-DK-A3IS-01,0.137496288066669,0.0687916698982942,0.0616784921839162,0.0491353710519523,0.00259400048697511,4.9704197004362e-16,0.0989991297452125,0.147961812883833,0.186296169518899
BLCA,TCGA-DK-A3IT-01,0.0756892996633048,0.0787982356025383,0.10886966932432,0.162488506985247,0.152520457175665,0.0683676988387836,0.0555620869889446,0.118082111031859,0.0809505893423992
BLCA,TCGA-DK-A3IU-01,0.0832735630240985,0.106104542092729,0.105931474172288,0.116978565655892,0.111190719764047,0.0591393750866357,0.21720669341562,0.139517658464853,0.0331069342552812
BLCA,TCGA-DK-A3IV-01,0.0715536716994017,0.0466264606028352,0.153879691542674,0.024993243696877,1.94492630154697e-16,0.0597797940308325,0.224500962461175,0.224300529081107,0.0652594632744655
BLCA,TCGA-DK-A3WW-01,0.0435341712865825,0.150062835842637,4.55032002516736e-10,0.0530722175161288,0.0313307879028686,0.115163502526811,0.312831748134337,0.17711053937416,0.055657123978676
BLCA,TCGA-DK-A3WX-01,0.0364447393622226,0.126415161185039,0.0353455745695821,0.0808950301015537,0.155803713992162,0.163491105207456,0.098860376124888,0.118414721484563,0.149377583374689
BLCA,TCGA-DK-A3WY-01,0.096278784559586,0.0611789382258604,0.198504474806247,0.0983213973980151,0.0309110696380188,0.0798228650551599,0.139741090078191,0.212650177422545,0.0740001776418516
BLCA,TCGA-DK-A3X1-01,0.0837604729660562,0.0987966108516851,0.178700732269837,0.0973237052393215,0.143107549043693,0.106679130402755,0.0268023186470815,0.0456626191094095,0.0940363588257222
BLCA,TCGA-DK-A3X2-01,0.0276083235733333,0.143199513325851,0.137285255938107,0.0554380179311604,0.00302522334231491,0.17998426307962,3.21100360792006e-16,0.193239913128479,0.0638004747936804
BLCA,TCGA-DK-A6AV-01,0.102499067310186,0.10197803994794,4.35718270140283e-16,0.0941366814193294,0.0226698237756236,0.180671470036844,0.0497138957643659,0.118438990522574,0.188730712555141
BLCA,TCGA-DK-A6AW-01,0.190194344530046,0.019575268060162,0.0533796232065863,0.110303356435289,0.0339797871264895,0.134692405739547,0.0228030732059241,0.0367989564716537,0.24182652761252
BLCA,TCGA-DK-A6B0-01,0.250813429193352,0.0771890299601098,0.132683337896577,0.0445011325620273,0.000277780397564876,0.0800680191744047,0.0553740139625248,0.0295847286587264,0.123836463646987
BLCA,TCGA-DK-A6B1-01,0.190501716242071,0.0630568492633656,0.0254332126774415,0.0985609804212805,0.00718655672610545,0.104604275071304,0.0101647690283871,0.0555395115610251,0.289406515606749
BLCA,TCGA-DK-A6B2-01,0.0872338417365826,0.0848812476215879,0.102231106339232,0.10678643049668,0.229437527458806,0.0297028836295983,0.135143801648524,0.0742643354014852,0.0851705816961382
BLCA,TCGA-DK-A6B5-01,0.154168783641609,0.126896335197161,0.080960888241749,0.0636574613487824,0.0600769743063417,0.0397677127956125,0.152755198634859,0.0659423091061555,0.07751507237013
BLCA,TCGA-DK-A6B6-01,0.0893047501049998,0.0705294335324322,0.225519943487891,0.0314901524122353,3.12129972157615e-16,0.00471100085287868,0.246909698814962,0.117858923940444,0.0939421442699342
BLCA,TCGA-DK-AA6L-01,0.111813075780279,0.231881217306151,0.066233213132389,0.0440835293046124,0.0589718505740749,0.0167940386002911,0.116998578180558,0.113927579984545,0.061530504683388
BLCA,TCGA-DK-AA6M-01,0.0524035152531372,0.110818409042812,0.0340834380362119,0.0764872210675362,0.14657939923983,0.131547422662189,0.150765470754612,0.162658164748076,0.0791873511799801
BLCA,TCGA-DK-AA6P-01,0.135052266405677,0.0632837750065741,0.232677066774994,0.0438890402047468,3.50954777279083e-16,0.145030835859876,1.464044568959e-14,0.00597588447409611,0.186896666556967
BLCA,TCGA-DK-AA6Q-01,0.0709218815219078,0.111179464038654,0.0753470240956955,0.0705868994576377,0.0416215136109563,0.120320344765402,0.20120070303415,0.161402144866702,0.0802326979466575
BLCA,TCGA-DK-AA6R-01,0.039098756232551,0.14029603786962,7.18500045303084e-15,0.0666156621925155,0.0541579641238457,0.178454752693099,0.202389648003071,0.0994879636997255,0.0830878111465767
BLCA,TCGA-DK-AA6S-01,0.0530551279455692,0.0877285110519794,0.106267537893828,0.108409330543581,0.267433012483726,0.0414635406839917,0.143673496506736,0.0880236102290604,0.0558180938319976
BLCA,TCGA-DK-AA6T-01,0.0743979072415264,0.0433021021198221,0.172828438923251,0.0364717472401044,0.0147740085964224,0.167015933489469,0.12331438020139,0.293045148283543,0.0586922372204433
BLCA,TCGA-DK-AA6U-01,0.0770373082320902,0.0552985964583033,0.156108755100015,0.0588503815542924,0.0704252408429333,0.154712911782427,0.0189213846234048,0.112394561219562,0.111559588484252
BLCA,TCGA-DK-AA6W-01,0.0654548366835446,0.112591115164011,0.236402582953331,0.0584581609384588,0.0585240787619559,0.135490089368698,0.0245166532043296,0.165198703486248,0.0689727355313184
BLCA,TCGA-DK-AA6X-01,0.0761679163580673,0.0662562888125596,0.290371652310934,0.0543842520405999,0.0271052096807365,0.0760696093924576,0.135916913367481,0.0872827161898758,0.0908270640561575
BLCA,TCGA-DK-AA71-01,0.0343880963458227,0.118697298209435,0.107507036256061,0.0469961330665897,0.0366908536910984,0.188081267495059,0.0702756027473888,0.0505317381678547,0.0732319825246487
BLCA,TCGA-DK-AA74-01,0.0541294519425347,0.116346676642588,0.0294385978171055,0.113178474814867,0.224739374971114,0.0860116403019258,0.165089258770781,0.119310550355451,0.0674353236035065
BLCA,TCGA-DK-AA75-01,0.0314757696917564,0.0935475237872261,0.143312105476342,0.0797912249257694,0.0616758785819709,0.191093533066268,0.000719277957172092,0.133084947520956,0.0287247831985299
BLCA,TCGA-DK-AA76-01,0.0883499935424941,0.0902223607122553,0.28211679038341,0.0317869760442607,3.47656104779981e-16,0.165472101587911,0.00108262302085193,0.0256701098132744,0.12959972791243
BLCA,TCGA-DK-AA77-01,0.102133846212852,0.0784586750158962,0.107298781566679,0.0477487247752952,3.51168706501303e-16,0.0679110636359951,0.228001254091183,0.0798725457281115,0.114424221073156
BLCA,TCGA-E5-A2PC-01,0.00267592633111454,0.166945933372582,0.137478265726021,0.0565759911684731,0.015498341623911,0.0311470791580977,0.296250246790924,0.0652631124678334,0.0656521313459566
BLCA,TCGA-E5-A4TZ-01,0.0359109241274594,0.119484033808528,0.118366758059435,0.0370288813819209,0.0181544378867484,0.190945726310467,0.0530663928232548,0.166841834836062,0.0559258803061152
BLCA,TCGA-E5-A4U1-01,0.127865987203831,0.0626755296069858,0.295978948254911,0.047699982139983,7.98872701137486e-13,0.147479605442154,8.48570024798587e-07,0.0582738103375381,0.0919002381715365
BLCA,TCGA-E7-A3X6-01,0.0141815872882512,0.051652726991075,0.160303795979974,0.0547799208737747,0.0577941317275379,0.0298278067748753,0.298366965358131,0.131455707737461,0.082435232414109
BLCA,TCGA-E7-A3Y1-01,0.0897417905113288,0.0349320025628971,0.347086736997193,0.123470832908403,0.00209560071254124,0.115330753269761,0.0114711158407166,0.00974298526142743,0.172058088368043
