full_name,e,a,i_deg,q_au,A1,A2,A3,pha,tisserand_J
(2017 MC1),0.6539,2.738,0.88,0.948,,,,N,2.998
(2017 MD1),0.5782,1.94,0.07,0.818,,,,N,3.6787
(2017 ME1),0.4944,2.052,5.57,1.038,,,,N,3.6225
(2017 MF1),0.4732,2.234,7.16,1.177,,,,N,3.4748
(2017 MV2),0.5511,2.327,7.53,1.045,,,,Y,3.3426
(2017 MW2),0.2892,1.812,33.59,1.288,,,,N,3.813
(2017 MX2),0.4275,2.18,8.97,1.248,,,,N,3.543
(2017 MY2),0.4546,2.287,5.08,1.247,,,,N,3.4517
(2017 MZ2),0.3083,0.8971,11.66,0.621,,,,N,6.5743
(2017 MA3),0.5755,2.353,3.99,0.999,,,,N,3.3087
(2017 MB3),0.328,1.453,3.48,0.977,,,,N,4.5779
(2017 MC3),0.4942,1.534,4.61,0.776,,,,N,4.3333
(2017 MD3),0.4376,2.235,5.94,1.257,,,,N,3.5006
(2017 ME3),0.4608,1.907,2.71,1.028,,,,N,3.8021
(2017 MF3),0.4734,1.761,6.27,0.927,,,,N,3.9737
(2017 MG3),0.4919,2.312,19.73,1.175,,,,N,3.3433
(2017 MZ3),0.3577,1.153,24.58,0.74,,,,N,5.3127
(2017 MA4),0.7012,2.062,31.96,0.616,,,,N,3.2852
(2017 MB4),0.419,2.043,5.17,1.187,,,,N,3.6804
(2017 MC4),0.6557,1.139,7.08,0.392,,,,N,5.2698
(2017 MD4),0.4653,2.305,23.18,1.232,,,,N,3.3407
(2017 ME4),0.4057,1.686,4.01,1.002,,,,N,4.1244
(2017 MF4),0.186,1.435,3.78,1.168,,,,N,4.656
(2017 MG4),0.6687,3.143,19.24,1.041,,,,N,2.7468
(2017 MV4),0.4182,2.152,5.86,1.252,,,,N,3.5803
(2017 MW4),0.2255,1.174,30.34,0.909,,,,N,5.2313
(2017 MY4),0.1049,1.388,14.54,1.242,,,,N,4.7435
(2017 MA5),0.2311,0.9659,5.91,0.743,,,,N,6.2214
(2017 MB5),0.4174,1.637,1.81,0.954,,,,N,4.1977
(2017 MC5),0.4993,2.223,9.21,1.113,,,,N,3.4589
(2017 MC7),0.4299,2.147,8.76,1.224,,,,N,3.5701
(2017 MD7),0.4056,1.063,29.97,0.632,,,,N,5.6112
(2017 ME7),0.3772,1.708,18.63,1.063,,,,N,4.0523
(2017 MF7),0.5462,2.068,7.21,0.939,,,,N,3.5641
(2017 MG7),0.3308,1.758,30.42,1.177,,,,N,3.9061
(2017 MH7),0.7315,2.418,14.02,0.649,,,,Y,3.054
(2017 MJ7),0.3155,1.75,37.88,1.198,,,,N,3.8423
(2017 MK7),0.5723,2.8,17.94,1.198,,,,N,3.0031
(2017 ML7),0.4787,2.142,9.35,1.116,,,,N,3.541
(2017 MM7),0.9613,2.063,23.18,0.08,,,,N,2.8414
(2017 MN7),0.6157,2.44,11.35,0.937,,,,Y,3.1907
(2017 MO7),0.4712,2.287,5.15,1.209,,,,N,3.4401
(2017 MP7),0.5557,2.336,6.92,1.038,,,,N,3.3336
(2017 MQ7),0.602,2.404,7.65,0.957,,,,N,3.2404
(2017 MR7),0.639,1.75,7.27,0.632,,,,N,3.8586
(2017 MS7),0.685,2.315,3.48,0.729,,,,N,3.2179
(2017 MT7),0.5041,1.912,5.15,0.948,,,,N,3.7644
(2017 MU7),0.4552,2.134,7.11,1.162,,,,N,3.5701
(2017 MV7),0.6381,1.743,32.27,0.631,,,,N,3.7391
(2017 MJ8),0.6023,1.408,9.86,0.56,,,,N,4.5141
(2017 MK8),0.6763,2.496,31.47,0.808,,,,N,2.9551
(2017 ML8),0.5154,2.343,5.86,1.135,,,,N,3.365
(2017 MM8),0.6674,0.8875,23.35,0.295,,,,N,6.4281
(2017 MN8),0.7489,1.937,7.98,0.486,,,,N,3.4873
(2017 MO8),0.6194,2.494,0.67,0.949,,,,N,3.1735
(2017 MP8),0.4946,1.459,35.84,0.737,,,,N,4.3128
(2017 MR8),0.3308,1.455,6.17,0.974,,,,N,4.5687
(2017 MS8),0.2581,0.9065,29.38,0.673,,,,N,6.4433
(2017 MT8),0.0909,1.02,10.84,0.928,,,,N,5.9678
(2017 MU8),0.2546,0.9562,18.61,0.713,,,,Y,6.2279
(2017 MX8),0.316,1.507,5.32,1.031,,,,N,4.4698
(2017 MY8),0.4892,2.267,5.34,1.158,,,,N,3.4418
(2017 MZ8),0.4843,1.954,4.2,1.008,,,,N,3.7325
(2017 MA9),0.647,2.363,8.88,0.834,,,,N,3.2175
(2017 MB9),0.4329,2.055,2.06,1.166,,,,N,3.6645
(2017 MD9),0.7027,2.738,24.03,0.814,,,,N,2.8433
(2017 NB),0.4606,1.784,9.03,0.962,,,,N,3.9435
(2017 NC),0.3906,1.247,1.13,0.76,,,,N,5.0742
(2017 ND),0.2109,1.254,7.76,0.99,,,,N,5.1007
(2017 NH),0.3296,1.394,6.25,0.934,,,,Y,4.7045
(2017 NK),0.1216,0.9666,13.55,0.849,,,,Y,6.2154
(2017 NK2),0.3763,1.626,3.84,1.014,,,,N,4.2338
(2017 NL2),0.4357,1.839,18.67,1.038,,,,N,3.8435
(2017 NS5),0.2571,0.9761,43.93,0.725,,,,Y,5.9341
(2017 NT5),0.6762,1.868,6.04,0.605,,,,N,3.6637
(2017 NV5),0.6723,2.356,13.48,0.772,,,,N,3.1775
(2017 NW5),0.7096,3.044,28.99,0.884,,,,N,2.6523
(2017 NX5),0.507,1.749,9.97,0.862,,,,N,3.9596
(2017 NL6),0.5832,2.761,7.21,1.151,,,,N,3.0588
(2017 NM6),0.567,2.36,55.49,1.022,,,,Y,2.8336
(2017 NN6),0.7388,2.232,7.8,0.583,,,,Y,3.206
(2017 NO6),0.1775,1.281,9.89,1.053,,,,N,5.0243
(2017 NR6),0.492,1.32,4.92,0.671,,,,N,4.816
(2017 NS6),0.4628,2.263,7.07,1.216,,,,N,3.4598
(2017 NT6),0.4182,1.9,6.76,1.105,,,,N,3.829
(2017 NU6),0.5527,2.347,9.0,1.05,,,,N,3.3228
(2017 NB7),0.3715,1.616,5.25,1.016,,,,N,4.2506
(2017 NC7),0.4949,2.255,6.72,1.139,,,,N,3.4438
(2017 OA),0.5696,1.809,4.12,0.779,,,,Y,3.8433
(2017 OC),0.3454,1.699,14.94,1.112,,,,N,4.0991
(2017 OD),0.3934,1.741,34.99,1.056,,,,N,3.8603
(2017 OD1),0.4678,2.205,7.1,1.173,,,,N,3.5018
(2017 OE1),0.6816,2.407,1.02,0.766,,,,N,3.1571
(2017 OF1),0.3796,1.635,0.76,1.014,,,,N,4.2198
(2017 OG1),0.5142,2.155,7.33,1.047,,,,N,3.5096
(2017 OH1),0.6323,1.869,0.82,0.687,,,,N,3.7128
(2017 OL1),0.6179,2.47,1.34,0.944,,,,Y,3.1899
(2017 OM1),0.4465,0.9827,17.9,0.544,,,,N,6.0354
(2017 OO1),0.1376,0.8945,20.03,0.771,,,,N,6.5892
(2017 OP1),0.4909,1.972,6.65,1.004,,,,N,3.7043
(2017 OE7),0.2804,1.4,0.65,1.007,,,,N,4.7127
(2017 OF7),0.5019,2.127,9.72,1.059,,,,N,3.5366
(2017 OG7),0.4448,2.158,10.41,1.198,,,,N,3.5459
(2017 OH7),0.637,2.824,13.86,1.025,,,,N,2.9454
(2017 OJ7),0.5448,1.166,20.85,0.531,,,,N,5.2048
(2017 OL7),0.4913,1.799,5.12,0.915,,,,N,3.9128
(2017 OS18),0.4002,2.158,4.18,1.294,,,,N,3.5886
(2017 OT18),0.4683,2.328,21.06,1.238,,,,N,3.3383
(2017 OU18),0.3775,0.8257,30.38,0.514,,9.5e-14,,N,6.9387
(2017 OV18),0.3419,1.794,16.44,1.18,,,,N,3.9591
(2017 OW18),0.5706,2.57,2.57,1.104,,,,N,3.1779
(2017 OX18),0.523,2.405,16.96,1.147,,,,N,3.2722
(2017 OJ19),0.4953,2.383,1.38,1.203,,,,N,3.3591
(2017 OK19),0.2501,1.478,24.52,1.109,,,,N,4.4598
(2017 OL19),0.1319,1.169,22.48,1.014,,,,N,5.3197
(2017 OM19),0.4897,1.913,7.94,0.976,,,,N,3.7674
(2017 ON19),0.4137,1.801,1.93,1.056,,,,N,3.96
(2017 OO19),0.3418,1.307,2.59,0.86,,,,N,4.9225
(2017 OP19),0.6622,2.857,18.69,0.965,,,,Y,2.8733
(2017 OQ19),0.5104,2.444,13.79,1.196,,,,N,3.2739
(2017 OR19),0.1843,1.214,17.64,0.99,,,,N,5.1913
(2017 OZ19),0.465,1.861,1.24,0.996,,,,N,3.8549
(2017 OA20),0.6259,2.441,2.7,0.913,,,,N,3.1989
(2017 OB20),0.2317,1.34,3.02,1.029,,,,N,4.8693
(2017 OC20),0.5282,2.182,11.03,1.029,,,,N,3.4642
(2017 OE20),0.0189,1.053,11.69,1.033,,,,N,5.8227
(2017 OU67),0.4494,2.185,8.73,1.203,,,,N,3.5259
(2017 OV67),0.4797,2.296,13.58,1.194,,,,N,3.3995
(2017 OW67),0.3682,1.616,33.21,1.021,,,,N,4.0872
(2017 OX67),0.5982,2.464,1.96,0.99,,,,N,3.2141
(2017 OY67),0.4616,2.349,11.29,1.265,,,,N,3.3843
(2017 OZ67),0.3158,1.389,5.36,0.95,,,,N,4.7226
(2017 OA68),0.236,1.538,27.28,1.175,,,,N,4.3226
(2017 OB68),0.4618,2.285,8.57,1.23,,,,N,3.4398
(2017 OG68),0.4859,2.485,4.67,1.278,,,,N,3.298
(2017 OH68),0.4449,2.252,8.6,1.25,,,,N,3.4758
(2017 OJ68),0.5853,2.757,7.29,1.143,,,,N,3.0583
(2017 OL68),0.3199,1.865,4.28,1.268,,,,N,3.9215
(2017 OP68),0.5869,2.496,14.75,1.031,,,,N,3.1694
(2017 OQ68),0.5076,2.44,2.26,1.202,,,,N,3.3117
(2017 OR68),0.1647,1.267,24.53,1.058,,,,N,4.9927
(2017 OS68),0.2123,1.498,23.39,1.18,,,,N,4.4363
(2017 OT68),0.4199,2.222,9.34,1.289,,,,N,3.5123
(2017 OV68),0.428,2.126,5.56,1.216,,,,N,3.5976
(2017 OA69),0.2854,1.438,44.52,1.027,,,,N,4.3372
(2017 OC69),0.4967,2.402,6.41,1.209,,,,N,3.3384
(2017 OJ69),0.1536,1.514,11.46,1.281,,,,N,4.4818
(2017 PE),0.2319,1.044,7.72,0.802,,,,N,5.848
(2017 PF),0.4976,2.183,1.77,1.097,,,,N,3.5069
(2017 PG),0.1972,1.321,18.97,1.06,,,,N,4.8735
(2017 PQ24),0.4427,1.461,8.44,0.814,,,,N,4.5017
(2017 PS24),0.2553,1.39,0.94,1.035,,,,N,4.743
(2017 PW24),0.2984,1.808,52.95,1.269,,,,N,3.5561
(2017 PX24),0.3494,1.416,10.3,0.921,,,,N,4.6368
(2017 PD25),0.5393,2.198,2.28,1.013,,,,N,3.4612
(2017 PK25),0.4371,0.8139,25.87,0.458,,,,N,7.0338
(2017 PR25),0.597,2.399,13.37,0.967,,,,Y,3.229
(2017 PS25),0.5087,2.317,7.85,1.139,,,,N,3.3841
(2017 PT25),0.699,2.233,9.9,0.672,,,,N,3.2534
(2017 PU25),0.5127,2.183,7.58,1.064,,,,N,3.4862
(2017 PV25),0.2289,1.063,1.83,0.82,,,,N,5.7749
(2017 PK26),0.5341,2.604,10.58,1.213,,,,N,3.1741
(2017 PL26),0.4616,1.745,2.1,0.939,,,,N,4.0088
(2017 PM26),0.4616,1.228,16.7,0.661,,,,N,5.0631
(2017 PN26),0.4085,2.121,4.7,1.255,,,,N,3.615
(2017 PO26),0.5274,2.339,11.28,1.105,,,,N,3.342
(2017 PV26),0.6096,2.464,14.13,0.962,,,,Y,3.1699
(2017 PW26),0.3955,0.9665,18.83,0.584,,,,N,6.1335
(2017 PX26),0.5858,2.598,5.65,1.076,,,,N,3.1427
(2017 PY26),0.6144,1.619,16.9,0.624,,,,N,4.0564
(2017 PZ26),0.3177,1.034,4.0,0.706,,,,N,5.876
(2017 PA27),0.4992,2.363,5.32,1.183,,,,N,3.365
(2017 PB27),0.4256,2.242,6.28,1.288,,,,N,3.5019
(2017 PC27),0.4669,2.164,9.13,1.154,,,,N,3.5308
(2017 PS30),0.5163,2.422,6.53,1.172,,,,N,3.3095
(2017 QA),0.0668,1.237,19.4,1.155,,,,N,5.1245
(2017 QB),0.4541,1.914,14.08,1.045,,,,N,3.767
(2017 QK),0.4064,1.571,4.29,0.932,,,,N,4.3137
(2017 QL),0.4864,1.422,32.57,0.73,,,,N,4.4293
(2017 QM),0.1839,1.527,22.88,1.246,,,,N,4.389
(2017 QN),0.288,1.401,7.49,0.998,,,,N,4.6996
(2017 QO),0.1742,1.069,7.45,0.882,,,,N,5.753
(2017 QP),0.3991,2.098,5.96,1.261,,,,N,3.6385
(2017 QQ),0.2232,0.8737,8.38,0.679,,,,N,6.7463
(2017 QS),0.4871,2.104,6.72,1.079,,,,N,3.5763
(2017 QN1),0.4674,1.608,2.35,0.856,,,,N,4.2182
(2017 QO1),0.1902,0.8975,2.24,0.727,,,,N,6.6129
(2017 QP1),0.7052,1.368,8.14,0.403,,,,N,4.5237
(2017 QQ1),0.332,0.9666,9.02,0.646,,,,N,6.1866
(2017 QR1),0.6892,1.428,22.11,0.444,,,,N,4.3474
(2017 QS1),0.5056,1.887,1.42,0.933,,,,N,3.7965
(2017 QT1),0.7475,2.515,1.18,0.635,,,,N,2.9925
(2017 QU1),0.4107,1.528,1.19,0.9,,,,N,4.3936
(2017 QV1),0.5137,1.933,2.69,0.94,,,,N,3.7368
(2017 QW1),0.1264,0.9841,4.15,0.86,,,,N,6.1484
(2017 QX1),0.4644,1.897,0.85,1.016,,,,N,3.8125
(2017 QB2),0.1584,0.9729,9.16,0.819,,,,N,6.1917
(2017 QC2),0.5088,1.761,27.25,0.865,,,,N,3.8455
(2017 QD2),0.4154,1.752,2.76,1.024,,,,N,4.0246
(2017 QE2),0.5457,2.394,0.53,1.087,,,,N,3.3104
(2017 QF2),0.5627,2.53,1.22,1.106,,,,N,3.2094
(2017 QG2),0.3765,1.22,2.4,0.761,,,,N,5.1618
(2017 QH2),0.5356,2.423,0.3,1.125,,,,N,3.3001
(2017 QJ2),0.6593,1.822,4.39,0.621,,,,N,3.7433
(2017 QL2),0.1865,1.335,9.34,1.086,,,,N,4.88
(2017 QM2),0.3232,1.778,7.31,1.203,,,,N,4.0241
(2017 QN2),0.6169,2.048,3.27,0.785,,,,N,3.5268
(2017 QO2),0.4065,1.787,9.71,1.061,,,,N,3.9675
(2017 QP2),0.261,1.035,6.3,0.765,,,,N,5.8837
(2017 QY2),0.3076,1.099,24.61,0.761,,,,N,5.5301
(2017 QZ2),0.2623,1.639,9.87,1.209,,,,N,4.2421
(2017 QA3),0.2941,1.2,9.94,0.847,,,,N,5.2407
(2017 QB3),0.2014,1.533,17.23,1.224,,,,N,4.4101
(2017 QC3),0.3082,1.692,28.83,1.171,,,,N,4.026
(2017 QD3),0.2306,1.155,12.75,0.889,,,,N,5.3997
(2017 QE3),0.316,1.416,5.84,0.968,,,,N,4.6597
(2017 QF3),0.4385,1.244,2.5,0.699,,,,N,5.0611
(2017 QG3),0.5072,2.478,4.41,1.221,,,,N,3.2859
(2017 QH3),0.2089,1.362,6.64,1.078,,,,N,4.8146
(2017 QO16),0.4651,2.114,7.8,1.131,,,,N,3.5796
(2017 QP16),0.3777,1.562,4.61,0.972,,,,N,4.3428
(2017 QQ16),0.5168,1.798,6.0,0.869,,,,N,3.8952
(2017 QR16),0.2175,1.312,12.77,1.027,,,,N,4.9223
(2017 QS16),0.4545,1.813,4.93,0.989,,,,N,3.9179
(2017 QY16),0.7213,2.258,32.56,0.629,,,,N,3.0737
(2017 QZ16),0.6089,2.393,4.98,0.936,,,,N,3.2464
(2017 QA17),0.4418,2.099,7.74,1.172,,,,N,3.6083
(2017 QB17),0.5174,2.311,2.48,1.115,,,,N,3.3912
(2017 QC17),0.5261,0.8641,5.34,0.41,,,,N,6.7123
(2017 QD17),0.4082,1.117,30.51,0.661,,,,N,5.3875
(2017 QM17),0.0469,1.344,23.72,1.281,,,,N,4.8014
(2017 QN17),0.0952,1.392,2.55,1.26,,,,N,4.767
(2017 QO17),0.4247,1.747,3.83,1.005,,,,N,4.0255
(2017 QQ17),0.7481,2.472,2.26,0.623,,,,N,3.0191
(2017 QR17),0.5699,2.868,31.09,1.233,,,,N,2.8592
(2017 QS17),0.5787,1.279,12.91,0.539,,,,N,4.8568
(2017 QT17),0.2421,1.322,15.27,1.002,,,,N,4.8798
(2017 QU17),0.5146,2.142,4.82,1.04,,,,N,3.5257
(2017 QV17),0.2998,1.574,9.36,1.102,,,,N,4.3415
(2017 QW17),0.6452,0.888,12.34,0.315,,,,Y,6.4768
(2017 QE18),0.6277,1.96,10.49,0.73,,,,N,3.5945
(2017 QF18),0.3487,1.498,19.06,0.976,,,,N,4.4244
(2017 QG18),0.4252,1.735,1.49,0.997,,,,N,4.0442
(2017 QH18),0.3678,1.842,36.99,1.164,,,,N,3.7089
(2017 QJ18),0.619,2.901,10.21,1.105,,,,N,2.948
(2017 QK18),0.3996,0.7697,4.15,0.462,,,,N,7.4641
(2017 QL18),0.5277,2.675,11.16,1.263,,,,N,3.1403
(2017 QN18),0.8335,2.141,6.72,0.356,,,,N,3.1345
(2017 QO32),0.4956,2.2,5.72,1.11,,,,N,3.4892
(2017 QP32),0.5358,1.734,5.91,0.805,,,,N,3.9707
(2017 QQ32),0.3044,1.818,8.93,1.265,,,,N,3.9748
(2017 QR32),0.663,2.031,3.51,0.684,,,,N,3.4958
(2017 QS32),0.5029,2.219,0.73,1.103,,,,N,3.4739
(2017 QT32),0.5494,2.186,6.91,0.985,,,,N,3.4558
(2017 QU32),0.6121,2.084,7.56,0.808,,,,N,3.4892
(2017 QV32),0.6245,2.567,3.48,0.964,,,,N,3.1223
(2017 QW32),0.5492,2.425,1.97,1.093,,,,N,3.2862
(2017 QG33),0.3108,0.98,8.54,0.675,,,,N,6.1258
(2017 QH33),0.4501,2.06,3.92,1.133,,,,N,3.6472
(2017 QJ33),0.3176,1.839,8.86,1.255,,,,N,3.9436
(2017 QK33),0.4814,2.148,6.5,1.114,,,,N,3.5416
(2017 QL33),0.4802,1.838,1.71,0.955,,,,Y,3.8734
(2017 QM33),0.6331,1.941,2.4,0.712,,,,N,3.6257
(2017 QN33),0.5363,2.319,6.95,1.075,,,,N,3.3626
(2017 QP33),0.4651,1.983,2.04,1.061,,,,N,3.7165
(2017 QT34),0.442,1.751,1.65,0.977,,,,N,4.0121
(2017 QU34),0.6215,2.214,3.13,0.838,,,,N,3.3709
(2017 QV34),0.6029,2.481,10.02,0.985,,,,Y,3.1824
(2017 QW34),0.2157,1.479,22.38,1.16,,,,N,4.4812
(2017 QX34),0.3981,1.029,21.28,0.619,,,,N,5.8174
(2017 QY34),0.4149,0.8133,27.22,0.476,,,,Y,7.0381
(2017 QZ34),0.3125,1.512,16.15,1.039,,,,N,4.4253
(2017 QA35),0.1859,1.337,29.21,1.089,,,,N,4.7616
(2017 QB35),0.139,0.9302,4.81,0.801,,,,N,6.4287
(2017 QL35),0.529,2.667,12.04,1.256,,,,N,3.1395
(2017 QM35),0.4717,2.061,7.01,1.088,,,,N,3.6264
(2017 QN35),0.2725,1.066,12.5,0.776,,,,N,5.7319
(2017 QO35),0.0387,1.197,24.87,1.15,,,,N,5.217
(2017 QP35),0.5433,2.33,28.62,1.064,,,,N,3.2197
(2017 QQ35),0.4551,0.8117,22.37,0.442,,,,N,7.0614
(2017 QR35),0.3389,1.55,9.23,1.024,,,,N,4.3709
(2017 QS35),0.486,2.316,7.19,1.19,,,,N,3.4038
(2017 QT35),0.5186,2.598,9.37,1.251,,,,N,3.1952
(2017 QU35),0.48,2.104,6.77,1.094,,,,N,3.5812
(2017 QV35),0.5382,2.466,4.91,1.139,,,,N,3.2663
(2017 QX35),0.3154,1.458,8.67,0.998,,,,N,4.5623
(2017 QC36),0.2962,0.7992,17.36,0.562,,,,Y,7.2258
(2017 RB),0.1486,1.147,7.85,0.977,,,,N,5.4567
(2017 RC),0.4186,1.544,1.51,0.898,,,,N,4.3594
(2017 RF),0.1603,1.29,16.35,1.083,,,,N,4.9771
(2017 RK),0.1697,1.243,7.24,1.032,,,,N,5.1421
(2017 RL),0.5802,2.441,19.56,1.025,,,,Y,3.1831
(2017 RU),0.5607,2.636,8.75,1.158,,,,N,3.1391
(2017 RV),0.6145,1.224,3.01,0.472,,,,Y,5.0156
(2017 RK1),0.4349,2.208,9.13,1.248,,,,N,3.5151
(2017 RL1),0.4594,2.271,19.57,1.228,,,,N,3.3972
(2017 RM1),0.4115,1.541,5.77,0.907,,,,N,4.3638
(2017 RT1),0.4004,2.127,5.44,1.275,,,,N,3.613
(2017 RU1),0.2789,1.504,18.41,1.085,,,,N,4.4397
(2017 RV1),0.6262,2.427,2.05,0.907,,,,Y,3.2084
(2017 RW1),0.5071,1.651,9.21,0.814,,,,N,4.1103
(2017 RX1),0.2765,1.439,8.4,1.041,,,,N,4.6161
(2017 RG2),0.5144,2.043,5.42,0.992,,,,N,3.617
(2017 RJ2),0.6213,1.947,1.49,0.738,,,,N,3.631
(2017 RK2),0.5092,2.009,0.43,0.986,,,,N,3.6597
(2017 RL2),0.0457,1.105,2.9,1.055,,,,N,5.6288
(2017 RM2),0.5125,2.366,3.45,1.153,,,,N,3.3553
(2017 RN2),0.5013,2.376,6.51,1.185,,,,N,3.352
(2017 RO2),0.156,1.117,18.77,0.943,,,,N,5.5253
(2017 RP2),0.172,1.122,2.22,0.929,,,,N,5.5521
(2017 RQ2),0.5197,2.432,20.97,1.168,,,,N,3.2305
(2017 RS2),0.204,1.263,2.99,1.006,,,,N,5.0835
(2017 RT2),0.4859,2.068,3.13,1.063,,,,N,3.6167
(2017 RU2),0.5228,2.025,0.35,0.966,,,,N,3.6333
(2017 RV2),0.3657,1.546,0.21,0.98,,,,N,4.3806
(2017 RW2),0.6361,2.487,0.99,0.905,,,,N,3.1591
(2017 RX2),0.5445,0.7413,1.69,0.338,,,,N,7.6527
(2017 RA14),0.506,2.097,6.18,1.036,,,,N,3.5703
(2017 RB15),0.3248,1.482,1.97,1.0,,,,N,4.5202
(2017 RC15),0.4795,2.385,9.48,1.242,,,,N,3.3538
(2017 RE15),0.328,1.337,9.86,0.898,,,,N,4.8357
(2017 RF15),0.4587,2.136,6.6,1.156,,,,N,3.5673
(2017 RG15),0.5321,2.125,6.82,0.994,,,,N,3.5233
(2017 RH15),0.2654,1.39,2.17,1.021,,,,N,4.7396
(2017 RJ15),0.4272,1.303,13.44,0.746,,,,N,4.8738
(2017 RK15),0.4191,0.8634,5.74,0.502,,,,N,6.7631
(2017 RL15),0.5931,3.054,12.63,1.243,,,,N,2.9077
(2017 RN15),0.2139,1.409,12.8,1.108,,,,N,4.6846
(2017 RO15),0.2115,1.416,20.75,1.117,,,,N,4.6285
(2017 RP15),0.1909,1.18,7.32,0.955,,,,N,5.3372
(2017 RQ15),0.6732,1.666,9.29,0.545,,,,N,3.9494
(2017 RR15),0.4282,1.378,18.53,0.788,,,,Y,4.6582
(2017 RS15),0.6433,2.608,8.76,0.93,,,,N,3.0667
(2017 RT15),0.4731,2.154,6.3,1.135,,,,N,3.5427
(2017 RU15),0.3512,1.319,13.7,0.856,,,,N,4.8612
(2017 RV15),0.1206,1.275,24.16,1.121,,,,N,4.9781
(2017 RX15),0.51,2.444,17.7,1.198,,,,N,3.2524
(2017 RY15),0.1553,1.112,16.75,0.939,,,,N,5.5542
(2017 RZ15),0.2565,0.9574,2.04,0.712,,,,N,6.264
(2017 RB16),0.31,1.041,5.17,0.718,,,,N,5.8459
(2017 RE16),0.4711,2.389,5.39,1.263,,,,N,3.3683
(2017 RH16),0.4429,0.8747,0.62,0.487,,,,N,6.6844
(2017 RK16),0.2571,1.431,32.03,1.063,,,,N,4.4957
(2017 RL16),0.1157,1.017,4.12,0.9,,,,N,5.9928
(2017 RM16),0.2622,1.178,8.88,0.869,,,,N,5.3248
(2017 RN16),0.2815,1.2,1.97,0.862,,,,N,5.2575
(2017 RO16),0.379,1.466,0.76,0.91,,,,N,4.5319
(2017 RP16),0.3291,1.125,2.37,0.755,,,,N,5.503
(2017 RQ16),0.4742,2.188,38.85,1.151,,,,N,3.2675
(2017 RR16),0.4736,2.018,14.48,1.062,,,,N,3.6408
(2017 RS16),0.5942,3.12,18.67,1.266,,,,N,2.8479
(2017 RN17),0.6995,2.625,19.83,0.789,,,,N,2.9373
(2017 RO17),0.3788,0.8712,0.96,0.541,,,,N,6.7304
(2017 RP17),0.165,1.534,14.23,1.281,,,,N,4.4304
(2017 RQ17),0.5186,0.6991,5.03,0.337,,,,N,8.0679
(2017 RR17),0.1591,1.287,26.7,1.082,,,,N,4.9206
(2017 RU17),0.623,2.781,1.62,1.049,,,,N,3.0144
(2017 RV17),0.3331,1.387,32.0,0.925,,,,N,4.5775
(2017 RW17),0.5932,2.01,0.98,0.818,,,,N,3.5895
(2017 RX17),0.6684,2.004,4.17,0.665,,,,N,3.5174
(2017 RY17),0.3782,1.659,0.59,1.031,,,,N,4.182
(2017 RZ17),0.6081,2.515,11.3,0.986,,,,N,3.1515
(2017 RE110),0.093,1.419,9.45,1.287,,,,N,4.693
(2017 RM122),0.1529,1.431,1.31,1.213,,,,N,4.6727
(2017 SA),0.5475,2.443,2.59,1.105,,,,N,3.2756
(2017 SD2),0.4288,1.201,9.77,0.686,,,,N,5.1883
(2017 SE2),0.3731,1.982,26.53,1.243,,,,N,3.6501
(2017 SF2),0.5771,1.181,2.83,0.5,,,,N,5.1834
(2017 SH2),0.533,2.526,4.29,1.18,,,,N,3.2358
(2017 SJ2),0.5618,2.505,6.57,1.098,,,,N,3.2178
(2017 SK2),0.1533,1.435,13.73,1.215,,,,N,4.6345
(2017 SL2),0.5694,2.434,1.01,1.048,,,,N,3.2622
(2017 SM2),0.3321,1.32,5.81,0.881,,,,N,4.8875
(2017 SN2),0.4908,2.063,22.87,1.05,,,,Y,3.5334
(2017 SO2),0.6915,2.551,9.24,0.787,,,,N,3.0383
(2017 SP2),0.6304,2.305,30.68,0.852,,,,N,3.1463
(2017 SQ2),0.5953,2.386,0.87,0.966,,,,N,3.269
(2017 SR2),0.5403,2.044,0.91,0.94,,,,N,3.6005
(2017 SG10),0.1006,1.221,35.98,1.098,,,,N,5.0419
(2017 SH10),0.461,2.133,5.9,1.15,,,,N,3.5699
(2017 SJ10),0.5091,2.138,7.07,1.05,,,,N,3.529
(2017 SK10),0.9317,2.051,24.48,0.14,,,,N,2.9523
(2017 SL10),0.1345,1.372,25.03,1.188,,,,N,4.7149
(2017 SM10),0.5217,2.462,8.63,1.178,,,,N,3.274
(2017 SN10),0.1784,1.145,3.02,0.941,,,,N,5.4666
(2017 SO10),0.3129,1.157,5.5,0.795,,,,N,5.3892
(2017 SP10),0.5142,2.108,11.25,1.024,,,,N,3.5394
(2017 SQ10),0.576,2.429,0.82,1.03,,,,N,3.2592
(2017 SR10),0.3532,1.461,0.93,0.945,,,,N,4.5531
(2017 SS10),0.3262,0.8532,18.65,0.575,,,,N,6.8245
(2017 ST10),0.4463,1.612,2.46,0.892,,,,N,4.2234
(2017 SQ11),0.5226,2.262,19.74,1.08,,,,N,3.3587
(2017 SR11),0.1344,1.371,12.66,1.187,,,,N,4.7881
(2017 ST11),0.4234,1.993,3.19,1.149,,,,N,3.7306
(2017 SU11),0.3176,1.239,3.45,0.846,,,,N,5.1237
(2017 SV11),0.5286,2.339,6.53,1.102,,,,N,3.3556
(2017 SX11),0.5062,1.445,11.0,0.714,,,,N,4.4935
(2017 SY11),0.3791,2.031,4.51,1.261,,,,N,3.7148
(2017 SZ11),0.2465,1.167,4.8,0.879,,,,N,5.3738
