full_name,e,a,i_deg,q_au,A1,A2,A3,pha,tisserand_J
(2000 PE3),0.6557,2.297,17.5,0.791,,,,N,3.2223
(2000 PF5),0.6582,3.17,6.05,1.083,,,,N,2.8102
(2000 PY5),0.6029,2.313,3.79,0.918,,,,Y,3.3113
(2000 PH8),0.4523,2.011,3.01,1.102,,,,N,3.695
(2000 PN8),0.2171,1.253,22.4,0.981,,1.3e-13,,N,5.0388
(2000 PQ27),0.4214,2.228,7.28,1.289,,,,N,3.5129
(2000 QS7),0.6666,2.673,3.2,0.891,,,,Y,3.0136
(2000 QV7),0.5229,1.409,9.12,0.672,,,,Y,4.5691
(2000 QX69),0.2714,1.01,4.58,0.736,,,,N,5.9976
(2000 QJ130),0.4969,2.482,7.49,1.249,,,,N,3.285
(2000 QL130),0.5296,2.596,8.93,1.221,,,,N,3.1883
(2000 QO130),0.4553,2.249,5.9,1.225,,,,N,3.4783
(2000 RJ12),0.4827,2.152,7.14,1.113,,,,N,3.5358
(2000 RK12),0.6886,2.523,31.98,0.786,,,,N,2.9191
(2000 RN12),0.6159,2.29,16.87,0.879,,,,N,3.2727
(2000 RD52),0.4447,2.202,4.93,1.223,,,,N,3.5242
(2000 RE52),0.2478,1.154,18.46,0.868,,,,N,5.3749
(2000 RF52),0.5422,2.337,5.01,1.07,,,,N,3.3486
(2000 RK60),0.4893,2.178,6.61,1.112,,,,N,3.5102
(2000 SE8),0.5989,2.481,0.65,0.995,,,,N,3.2033
(2000 SF8),0.3452,1.649,17.44,1.08,,,,N,4.1638
(2000 SG8),0.8986,2.474,24.25,0.251,,,,N,2.6551
(2000 SJ8),0.553,2.666,7.27,1.192,,,,N,3.135
(2000 SL10),0.3387,1.372,1.46,0.907,,,,Y,4.7588
(2000 SM10),0.5405,1.665,0.55,0.765,,,,N,4.0772
(2000 SN10),0.5512,2.491,11.78,1.118,,,,N,3.2193
(2000 SU20),0.6308,3.18,20.08,1.174,,,,N,2.7758
(2000 SB25),0.354,1.856,6.15,1.199,,,,N,3.9144
(2000 SR43),0.5492,2.545,25.93,1.147,,,,N,3.0959
(2000 SS43),0.4094,1.731,4.09,1.023,,,,N,4.056
(2000 SZ44),0.5004,2.446,5.69,1.222,,,,N,3.3088
(2000 SB45),0.3984,1.564,3.67,0.941,,,,N,4.3309
(2000 SZ162),0.1677,0.9289,0.89,0.773,,,,N,6.435
(2000 SC241),0.5244,2.498,22.09,1.188,,,,N,3.1765
(2000 SG344),0.0669,0.9775,0.11,0.912,,,,N,6.1885
(2000 TH1),0.5409,2.312,12.16,1.061,,,,N,3.3469
(2000 TL1),0.3003,1.338,3.61,0.936,,,,N,4.8547
(2000 TE2),0.214,1.321,6.22,1.038,,,,N,4.9178
(2000 TU28),0.1828,1.073,15.6,0.877,,-8.4e-14,,Y,5.7097
(2000 TV28),0.49,2.514,1.87,1.282,,,,N,3.2811
(2000 UK11),0.2485,0.8833,0.79,0.664,,,,N,6.6894
(2000 UR16),0.4388,0.9047,11.75,0.508,,,,N,6.4856
(2000 UO30),0.4507,1.809,12.59,0.994,,,,N,3.904
(2000 UQ30),0.4552,1.747,4.26,0.952,,,,Y,4.0077
(2000 UY33),0.0544,1.124,26.04,1.063,,,,N,5.4636
(2000 VZ44),0.7374,2.058,5.29,0.54,,,,N,3.3745
(2000 WC1),0.2621,0.8784,17.42,0.648,,,,Y,6.6808
(2000 WG10),0.2053,1.163,6.31,0.925,,,,N,5.3942
(2000 WH10),0.6616,2.523,13.27,0.854,,,,Y,3.0789
(2000 WM10),0.5542,2.297,0.71,1.024,,,,N,3.3714
(2000 WS28),0.5654,2.063,7.75,0.897,,,,N,3.5516
(2000 WT28),0.6052,2.557,5.5,1.01,,,,N,3.146
(2000 WX28),0.5991,2.842,5.44,1.14,,,,N,3.0091
(2000 WG63),0.4745,1.91,9.19,1.004,,,,N,3.7774
(2000 WH63),0.5364,2.365,11.94,1.096,,,,N,3.3136
(2000 WJ63),0.5921,2.835,2.78,1.156,,,,N,3.0238
(2000 WJ107),0.5578,1.947,5.99,0.861,,,,N,3.6825
(2000 WL107),0.6538,2.901,4.91,1.004,,,,N,2.9196
(2000 WM107),0.609,2.539,19.35,0.993,,,,N,3.095
(2000 WN148),0.1733,1.265,12.43,1.046,,,,N,5.0621
(2000 WQ148),0.5918,2.029,1.88,0.828,,,,N,3.5708
(2000 XF44),0.5597,2.545,13.24,1.121,,,,N,3.173
(2000 XJ44),0.7074,2.134,10.6,0.624,,,,N,3.3283
(2000 YA),0.6513,2.374,2.65,0.828,,,,N,3.216
(2000 YG4),0.5009,2.215,2.57,1.105,,,,N,3.4776
(2000 YG29),0.6834,3.219,18.86,1.019,,,,Y,2.7033
(2000 YS134),0.2245,0.8564,3.55,0.664,,-2.1e-13,,N,6.8655
(2000 YT134),0.361,1.62,40.86,1.035,,,,N,3.9993
(2001 AV43),0.2408,1.284,0.2,0.975,,,,N,5.017
(2001 BF10),0.4406,1.611,1.49,0.901,,,,N,4.2288
(2001 BX15),0.5915,1.924,12.15,0.786,,6e-14,,N,3.6633
(2001 BY15),0.5176,2.654,32.39,1.28,,,,N,2.9927
(2001 BA16),0.1374,0.94,5.77,0.811,,,,N,6.3737
(2001 BB16),0.1723,0.8554,2.03,0.708,,3.2e-13,,N,6.8817
(2001 BC16),0.4426,1.711,10.2,0.953,,,,N,4.0535
(2001 BD16),0.6809,1.617,18.1,0.516,,,,N,3.9943
(2001 BE16),0.4037,1.255,39.39,0.748,,,,N,4.8409
(2001 BB40),0.3866,1.64,16.74,1.006,,,,N,4.1646
(2001 BO60),0.2639,1.616,35.94,1.189,,,,N,4.0905
(2001 BM61),0.1907,1.384,24.95,1.12,,,,N,4.678
(2001 BN61),0.4643,1.83,9.73,0.98,,,,N,3.8789
(2001 CA21),0.7752,1.663,4.96,0.374,,,,Y,3.8407
(2001 CP36),0.4072,0.7146,10.56,0.424,,,,N,7.9476
(2001 CQ36),0.1772,0.9374,1.26,0.771,,-1.5e-13,,N,6.3865
(2001 DS8),0.5125,2.127,2.43,1.037,,,,N,3.5435
(2001 DT8),0.468,2.268,48.57,1.207,,,,N,3.0665
(2001 DG47),0.3275,1.446,16.85,0.973,,,,N,4.5521
(2001 DZ76),0.6119,2.379,5.83,0.923,,,,N,3.2514
(2001 EC),0.7655,2.596,0.61,0.609,,,,Y,2.9134
(2001 EC16),0.3639,1.345,4.71,0.856,,-1.2e-13,,N,4.8129
(2001 ED18),0.0573,0.9893,11.63,0.933,,,,N,6.1128
(2001 FZ),0.5753,2.424,7.13,1.029,,,,N,3.2546
(2001 FE7),0.4763,2.051,6.36,1.074,,,,N,3.6344
(2001 FP32),0.3337,1.36,29.3,0.906,,,,N,4.6669
(2001 FA58),0.7193,2.256,8.22,0.633,,,,Y,3.2121
(2001 FB58),0.3581,1.739,10.53,1.116,,,,N,4.0537
(2001 FC58),0.3433,1.021,6.77,0.67,,,,Y,5.923
(2001 FR85),0.0279,0.9828,5.25,0.955,,,,N,6.1601
(2001 FB90),0.7708,2.4,1.8,0.55,,,,Y,3.0331
(2001 FC90),0.3775,1.821,12.63,1.134,,,,N,3.9267
(2001 FF90),0.6289,2.586,23.31,0.96,,,,N,3.019
(2001 FN91),0.3938,1.611,63.45,0.977,,,,,3.6874
(2001 FO127),0.1582,0.8884,7.31,0.748,,,,N,6.6668
(2001 FR128),0.404,1.244,45.33,0.741,,,,N,4.812
(2001 GL2),0.6416,2.654,35.08,0.951,,,,N,2.8573
(2001 GM2),0.4849,1.678,21.17,0.864,,,,N,4.0274
(2001 GO2),0.1683,1.007,4.62,0.837,,,,N,6.0321
(2001 GP2),0.0723,1.035,1.29,0.96,,,,N,5.9172
(2001 GR2),0.6224,1.862,11.84,0.703,,,,Y,3.7112
(2001 GS2),0.3821,1.78,18.69,1.1,,,,N,3.9474
(2001 GT2),0.6299,2.403,3.73,0.889,,,,Y,3.2189
(2001 HW7),0.5122,2.172,7.74,1.06,,,,N,3.4955
(2001 HX7),0.5101,2.264,56.73,1.109,,,,N,2.921
(2001 HJ31),0.5857,2.069,2.84,0.857,,,,N,3.536
(2001 HK31),0.5765,2.433,6.86,1.03,,,,N,3.2483
(2001 HL31),0.7876,2.469,13.54,0.524,,,,N,2.9329
(2001 JV1),0.436,1.705,6.62,0.961,,,,Y,4.0755
(2001 JW1),0.0687,1.178,35.39,1.097,,,,N,5.1914
(2001 KW18),0.1578,1.242,7.22,1.046,,,,N,5.147
(2001 KY18),0.5938,3.026,19.36,1.229,,,,N,2.8774
(2001 KM20),0.2092,1.184,3.73,0.936,,,,N,5.326
(2001 KO41),0.439,2.021,5.07,1.134,,,,N,3.6903
(2001 KF54),0.6501,2.339,1.63,0.818,,,,Y,3.2432
(2001 KD55),0.6259,3.331,9.99,1.246,,,,N,2.7913
(2001 KU66),0.2247,1.292,18.95,1.002,,,,N,4.9461
(2001 KD68),0.506,2.384,2.04,1.178,,,,N,3.3497
(2001 LD),0.3757,1.421,30.16,0.887,,,,Y,4.4995
(2001 LD6),0.6192,2.752,9.13,1.048,,,,N,3.0185
(2001 MD1),0.4935,2.106,5.86,1.067,,,,N,3.5718
(2001 MS3),0.5336,2.138,4.46,0.997,,,,N,3.5149
(2001 MY7),0.6369,2.908,20.56,1.056,,,,N,2.8687
(2001 NY1),0.5402,2.247,11.76,1.033,,,,N,3.3986
(2001 NJ6),0.4103,2.171,5.08,1.28,,,,N,3.5704
(2001 ND13),0.4354,1.507,8.43,0.851,,,,N,4.4115
(2001 NE13),0.4204,2.107,7.7,1.221,,,,N,3.6141
(2001 OT),0.3228,0.934,12.06,0.633,,7.7e-14,,N,6.3558
(2001 OD3),0.5162,2.618,14.85,1.266,,,,N,3.1621
(2001 OE3),0.3355,1.61,11.98,1.07,,,,N,4.2573
(2001 OV13),0.451,1.988,6.31,1.091,,,,N,3.7142
(2001 OX13),0.4655,2.379,4.18,1.272,,,,N,3.381
(2001 OF25),0.3512,1.628,20.38,1.056,,,,N,4.1783
(2001 OC36),0.4757,1.402,2.29,0.735,,,,N,4.6241
(2001 PJ),0.4988,2.106,5.79,1.056,,,,N,3.5681
(2001 PH9),0.5414,2.719,5.45,1.247,,,,N,3.1239
(2001 PU9),0.5041,2.246,29.16,1.114,,,,N,3.3079
(2001 PF14),0.4103,2.12,6.78,1.25,,,,N,3.6106
(2001 PG14),0.3356,1.473,10.74,0.979,,,,N,4.5176
(2001 PJ29),0.3925,1.45,6.65,0.881,,,,N,4.5533
(2001 QJ),0.4661,2.341,6.97,1.25,,,,N,3.4009
(2001 QB34),0.418,2.205,5.74,1.284,,,,N,3.5368
(2001 QD34),0.513,2.136,8.24,1.041,,,,N,3.5248
(2001 QE34),0.7322,2.161,5.62,0.579,,,,N,3.2816
(2001 QE71),0.1587,1.078,3.04,0.907,,,,N,5.7248
(2001 QF96),0.3628,1.546,6.65,0.985,,,,N,4.375
(2001 QJ96),0.7971,1.592,5.87,0.323,,,,N,3.9332
(2001 QG142),0.5494,2.364,31.06,1.065,,,,N,3.1661
(2001 QJ142),0.0869,1.063,3.09,0.971,,-8.5e-14,,N,5.7946
(2001 QM142),0.4283,1.235,5.85,0.706,,-2.4e-13,,N,5.0895
(2001 QN142),0.6769,3.149,10.3,1.017,,,,N,2.7793
(2001 QO142),0.7467,2.127,5.5,0.539,,,,N,3.2931
(2001 QP142),0.5675,2.402,9.78,1.039,,,,N,3.269
(2001 QK153),0.687,2.443,7.55,0.765,,,,N,3.1172
(2001 QL153),0.445,2.328,22.55,1.292,,,,N,3.3417
(2001 QL163),0.4425,1.76,8.17,0.981,,,,N,3.9892
(2001 QM163),0.7364,2.316,9.36,0.611,,,,N,3.1376
(2001 RO3),0.5979,2.49,8.68,1.001,,,,N,3.1861
(2001 RP3),0.56,2.342,9.3,1.03,,,,N,3.3189
(2001 RQ17),0.4952,2.004,1.33,1.012,,,,N,3.6747
(2001 RW17),0.6597,2.357,8.72,0.802,,,,N,3.2077
(2001 RX17),0.5343,2.609,10.44,1.215,,,,N,3.1718
(2001 RA18),0.5958,2.6,11.0,1.051,,,,N,3.116
(2001 RX47),0.4227,2.017,10.71,1.165,,,,N,3.6888
(2001 SQ3),0.2545,1.11,23.9,0.827,,,,Y,5.5048
(2001 SJ9),0.379,2.053,20.26,1.275,,,,N,3.6253
(2001 SY169),0.3842,1.206,4.85,0.742,,,,N,5.2007
(2001 SZ169),0.2309,1.336,6.34,1.028,,,,N,4.875
(2001 SA170),0.5042,2.102,2.63,1.042,,,,N,3.5722
(2001 SB170),0.4639,1.361,34.52,0.73,,,,N,4.5701
(2001 SC170),0.5388,2.261,10.96,1.043,,,,N,3.3919
(2001 SJ262),0.574,2.95,10.8,1.257,,,,N,2.9752
(2001 SO263),0.4378,2.231,6.91,1.254,,,,N,3.5013
(2001 SP263),0.5419,2.004,1.51,0.918,,,,N,3.6394
(2001 SR263),0.4285,2.26,5.08,1.292,,,,N,3.4888
(2001 SL264),0.4004,2.137,5.33,1.281,,,,N,3.6045
(2001 SX269),0.3467,1.88,4.02,1.228,,,,N,3.8928
(2001 SY269),0.5973,1.68,1.86,0.676,,,,Y,4.0084
(2001 SZ269),0.6653,2.359,2.45,0.79,,,,Y,3.2103
(2001 SD270),0.5452,2.376,24.14,1.08,,,,N,3.224
(2001 SE270),0.4817,1.214,5.41,0.629,,,,N,5.1293
(2001 SH276),0.1807,1.028,20.4,0.842,,,,N,5.8815
(2001 SD286),0.5659,2.084,6.24,0.905,,,,N,3.5343
(2001 SP287),0.4731,1.929,3.99,1.016,,,,,3.7679
(2001 SQ287),0.3341,1.553,11.15,1.034,,,,,4.3612
(2001 SS287),0.6776,3.229,18.52,1.041,,,,N,2.7102
(2001 TB),0.5233,1.707,4.03,0.814,,,,N,4.0222
(2001 TC),0.54,2.311,17.75,1.063,,,,N,3.3201
(2001 TD),0.1662,0.9537,9.01,0.795,,,,N,6.2903
(2001 TY1),0.594,2.404,5.86,0.976,,,,N,3.2525
(2001 TA2),0.647,1.772,3.26,0.626,,,,Y,3.8251
(2001 TB2),0.2263,1.461,25.7,1.13,,,,N,4.4919
(2001 TY44),0.5219,2.358,2.53,1.127,,,,N,3.3542
(2001 TB45),0.5724,3.011,24.97,1.287,,,,N,2.8591
(2001 TC45),0.6428,2.218,15.47,0.792,,,,Y,3.3102
(2001 TE45),0.4641,1.812,14.64,0.971,,,,N,3.8833
(2001 UO),0.6736,2.547,10.08,0.832,,,,N,3.0613
(2001 UP),0.2872,0.8838,7.69,0.63,,,,N,6.6704
(2001 UX4),0.7532,1.72,8.98,0.425,,,,N,3.7725
(2001 UZ4),0.5525,2.894,24.01,1.295,,,,N,2.9337
(2001 UB5),0.3375,1.692,46.85,1.121,,,,N,3.8097
(2001 UC5),0.6271,2.742,30.45,1.023,,,,N,2.8727
(2001 UD5),0.6663,2.28,2.53,0.761,,,,N,3.2686
(2001 UF5),0.7037,2.331,0.92,0.691,,,,N,3.1834
(2001 UN16),0.4513,1.8,1.65,0.988,,,,N,3.9402
(2001 UP16),0.4175,2.218,4.33,1.292,,,,N,3.5293
(2001 UQ16),0.5626,2.754,30.83,1.205,,,,N,2.9224
(2001 UT16),0.5309,2.163,7.02,1.015,,,,N,3.4903
(2001 UU16),0.4152,1.728,13.29,1.011,,,,N,4.0318
(2001 UW17),0.2322,1.558,12.9,1.196,,,,N,4.3776
(2001 UD18),0.4459,1.817,2.79,1.007,,,,N,3.9205
(2001 UE18),0.1801,1.357,15.34,1.113,,,,N,4.8036
(2001 UG18),0.5401,2.412,8.63,1.109,,,,N,3.2904
(2001 UO27),0.5199,2.625,40.38,1.26,,,,N,2.9067
(2001 UU92),0.6664,3.177,5.37,1.06,,,,N,2.798
(2001 UQ163),0.4934,2.174,6.77,1.101,,,,N,3.5102
(2001 VB),0.9002,2.392,9.53,0.239,,,,Y,2.7578
(2001 VC2),0.1322,1.041,12.51,0.903,,,,Y,5.8645
(2001 VD2),0.5858,2.422,6.06,1.003,,,,N,3.2482
(2001 VE2),0.1811,1.106,4.39,0.906,,,,N,5.6092
(2001 VF2),0.3848,1.818,8.91,1.118,,,,N,3.9403
(2001 VH5),0.1866,1.274,26.52,1.036,,,,N,4.9545
(2001 VJ5),0.5615,1.932,6.06,0.847,,,,Y,3.6962
(2001 VM5),0.5863,2.416,5.85,0.999,,,,N,3.2521
(2001 VG16),0.433,1.759,11.68,0.998,,,,N,3.9848
(2001 VF75),0.5582,2.092,19.41,0.924,,,,N,3.4798
(2001 VJ75),0.604,2.672,17.23,1.058,,,,N,3.0385
(2001 VE76),0.5147,1.744,4.17,0.846,,,,N,3.9739
(2001 WH1),0.8,2.461,15.57,0.492,,,,Y,2.9095
(2001 WV1),0.452,1.402,1.5,0.768,,,,N,4.6374
(2001 WH2),0.4254,2.042,15.02,1.173,,,,N,3.6435
(2001 WJ4),0.2165,1.256,7.9,0.984,,,,N,5.0933
(2001 WR5),0.6296,2.792,3.08,1.034,,,,N,3.0003
(2001 WJ15),0.5669,1.484,8.95,0.643,,,,N,4.3757
(2001 WK15),0.1369,1.141,24.51,0.985,,,,N,5.4048
(2001 WM15),0.5929,1.861,5.4,0.758,,,,N,3.7551
(2001 WN15),0.8337,2.282,57.21,0.38,,,,N,2.6765
(2001 WO15),0.494,1.805,7.72,0.913,,,,N,3.8978
(2001 WP15),0.1855,1.397,21.33,1.138,,,,N,4.6735
(2001 WF49),0.3707,0.7521,17.95,0.473,,,,N,7.5908
(2001 WH49),0.3205,1.467,4.77,0.997,,,,N,4.5496
(2001 XP),0.4653,1.135,31.47,0.607,,,,N,5.29
(2001 XQ),0.721,3.633,28.58,1.014,,,,Y,2.4492
(2001 XG1),0.6001,1.998,2.98,0.799,,,,N,3.5945
(2001 XU4),0.1636,1.02,12.68,0.853,,,,N,5.954
(2001 XX4),0.5569,1.007,0.85,0.446,,,,Y,5.8983
(2001 XW10),0.7684,2.102,4.65,0.487,,,,N,3.2864
(2001 XH16),0.6293,2.113,2.65,0.783,,,,N,3.4521
(2001 XP31),0.3854,1.146,6.13,0.705,,,,Y,5.4019
(2001 XQ31),0.5759,2.845,20.14,1.207,,,,N,2.9641
(2001 XO88),0.6032,2.503,7.16,0.993,,,,N,3.1767
(2001 XX103),0.6648,2.049,6.2,0.687,,,,N,3.4717
(2001 XG105),0.3345,1.503,21.96,1.0,,,,N,4.4017
(2001 XK105),0.5021,2.129,7.64,1.06,,,,N,3.5407
(2001 YA1),0.4714,2.162,27.97,1.143,,,,N,3.4111
(2001 YB1),0.29,1.664,26.28,1.182,,,,N,4.0978
(2001 YC1),0.2734,1.195,20.28,0.868,,,,N,5.2194
(2001 YD1),0.4647,1.489,7.04,0.797,,,,N,4.435
(2001 YE1),0.5017,1.912,4.46,0.953,,,,N,3.7672
(2001 YM2),0.5709,2.382,4.66,1.022,,,,N,3.2919
(2001 YN2),0.7152,2.507,1.63,0.714,,,,N,3.0455
(2001 YO2),0.6883,1.294,48.02,0.403,,,,N,4.5054
(2001 YP3),0.6225,2.493,7.93,0.941,,,,Y,3.1604
(2001 YR3),0.3775,1.694,23.47,1.054,,,,N,4.0412
(2001 YT3),0.4631,2.374,2.76,1.274,,,,N,3.3879
(2001 YU3),0.4634,1.945,8.54,1.044,,,,N,3.747
(2001 YV3),0.7186,1.946,5.2,0.548,,,,Y,3.5211
(2001 YM4),0.389,1.721,26.22,1.052,,,,N,3.9743
(2001 YB5),0.8637,2.341,5.55,0.319,,,,Y,2.8958
(2001 YX11),0.3896,1.752,5.48,1.069,,,,N,4.0341
(2002 AV),0.6571,2.471,2.85,0.847,,,,Y,3.1435
(2002 AY1),0.4371,0.7792,29.9,0.439,,6.2e-14,,Y,7.2818
(2002 AZ1),0.6666,2.119,8.14,0.707,,,,Y,3.3975
(2002 AA2),0.5266,2.257,35.01,1.069,,,,N,3.2227
(2002 AB2),0.3843,0.8409,13.1,0.518,,,,N,6.9113
(2002 AQ2),0.6016,2.675,11.63,1.066,,,,N,3.0673
(2002 AY3),0.3502,1.67,20.5,1.085,,,,N,4.1101
(2002 AR4),0.6233,2.996,7.75,1.129,,,,N,2.9128
(2002 AS4),0.7938,1.236,26.29,0.255,,,,Y,4.7417
(2002 AT4),0.4468,1.866,1.5,1.033,,,,Y,3.8598
(2002 AC9),0.5602,1.703,2.28,0.749,,,,Y,4.0027
(2002 AO11),0.1621,0.9172,13.06,0.769,,,,N,6.4807
(2002 AK14),0.1057,1.016,18.02,0.909,,,,N,5.9575
(2002 AA29),0.013,0.9926,10.75,0.98,,,,N,6.1007
(2002 AD29),0.4742,1.757,31.7,0.924,,,,N,3.8323
(2002 AE29),0.6098,2.368,3.57,0.924,,,,N,3.2648
(2002 AF29),0.6069,3.28,7.96,1.289,,,,N,2.8363
(2002 AH29),0.5576,2.417,11.35,1.069,,,,N,3.2623
(2002 AL31),0.2473,1.176,7.61,0.885,,,,N,5.3381
(2002 AJ69),0.4182,1.198,27.27,0.697,,,,N,5.1185
(2002 AN129),0.525,1.818,0.29,0.864,,,,N,3.8685
(2002 BG),0.1643,1.319,23.05,1.102,,,,N,4.8592
(2002 BM),0.6081,2.548,11.88,0.999,,,,N,3.1295
(2002 BA1),0.4574,2.062,2.66,1.119,,,,N,3.642
(2002 BJ2),0.6539,2.049,26.09,0.709,,,,N,3.3924
(2002 BM5),0.2989,1.545,14.67,1.083,,,,N,4.3742
(2002 BF25),0.2215,1.075,6.31,0.837,,1.7e-13,,N,5.7218
(2002 BG25),0.2342,1.232,48.82,0.943,,,,N,4.8468
(2002 BM26),0.4449,1.832,16.22,1.017,,,,Y,3.861
(2002 CP4),0.3798,1.747,14.43,1.084,,,,N,4.0169
(2002 CY9),0.5073,1.647,41.97,0.811,,,,Y,3.8805
(2002 CR11),0.5897,2.488,20.95,1.021,,,,N,3.1346
(2002 CS11),0.4052,2.018,9.83,1.2,,,,N,3.7006
(2002 CV11),0.3953,1.555,17.11,0.94,,,,N,4.3063
(2002 CW11),0.2253,0.8645,3.14,0.67,,,,N,6.8125
(2002 CC14),0.403,0.8205,12.65,0.49,,,,N,7.0514
(2002 CN15),0.696,1.324,6.13,0.403,,,,N,4.6506
(2002 CB19),0.4515,1.283,17.13,0.704,,,,N,4.9027
(2002 CA26),0.6642,2.379,0.5,0.799,,,,N,3.1983
(2002 CB26),0.723,1.953,6.82,0.541,,,,N,3.505
(2002 CC26),0.5394,2.258,5.36,1.04,,,,N,3.4091
(2002 CT46),0.525,2.37,15.68,1.126,,,,N,3.3017
(2002 CU46),0.5649,1.736,32.17,0.755,,,,N,3.8044
(2002 CV46),0.1979,1.417,36.65,1.136,,,,N,4.4932
(2002 CX58),0.6445,2.852,2.48,1.014,,,,N,2.9556
(2002 DH2),0.5397,2.053,20.89,0.945,,,,N,3.5228
(2002 DC3),0.4028,1.7,3.37,1.015,,,,N,4.1055
(2002 DO3),0.4992,1.86,3.8,0.932,,,,Y,3.8315
(2002 DQ3),0.2546,1.387,5.05,1.034,,,,N,4.7465
(2002 EA),0.4231,1.378,11.29,0.795,,,,N,4.6908
(2002 EC),0.5173,2.152,0.91,1.039,,,,N,3.5187
(2002 EV),0.5808,2.46,10.41,1.031,,,,N,3.2163
(2002 EW),0.7877,1.563,6.71,0.332,,,,N,4.0
(2002 EY),0.6309,2.136,20.21,0.788,,,,N,3.3692
(2002 EC3),0.3462,1.287,13.9,0.842,,,,N,4.9491
(2002 EM7),0.3634,0.9209,1.55,0.586,,,,N,6.4343
(2002 EN7),0.3617,1.247,22.13,0.796,,,,N,5.0186
(2002 EW8),0.46,1.847,11.38,0.997,,1.6e-13,,N,3.8546
(2002 EX8),0.5483,1.892,26.08,0.855,,,,N,3.6563
(2002 ES11),0.4014,1.818,6.18,1.088,,,,N,3.9388
(2002 ET11),0.5337,2.39,10.92,1.114,,,,N,3.3028
(2002 EU11),0.6885,2.397,2.94,0.747,,,,Y,3.1541
(2002 EV11),0.8896,2.1,11.59,0.232,,,,Y,3.0465
(2002 EW11),0.4281,1.518,3.8,0.868,,,,N,4.4021
(2002 EY11),0.4784,2.22,9.83,1.158,,,,N,3.4743
(2002 EG116),0.0779,1.397,12.17,1.288,,,,N,4.7349
(2002 FB),0.1864,1.205,7.04,0.981,,,,N,5.2569
(2002 FW1),0.3416,0.8241,6.62,0.543,,,,N,7.0576
(2002 FP5),0.2995,1.74,21.58,1.219,,,,N,4.0168
(2002 FQ5),0.5896,1.914,7.55,0.786,,,,Y,3.69
(2002 FT5),0.3004,0.967,28.06,0.677,,,,N,6.1071
(2002 FU5),0.7017,2.49,4.24,0.743,,,,N,3.0729
(2002 FS6),0.4524,1.834,7.53,1.004,,,,N,3.8871
(2002 FO7),0.4465,1.218,26.02,0.674,,,,N,5.0504
(2002 GQ),0.3751,0.7684,10.62,0.48,,,,N,7.4725
(2002 GR),0.2075,1.201,7.33,0.952,,,,N,5.2651
(2002 GG1),0.5659,2.322,5.8,1.008,,,,N,3.3369
(2002 GJ1),0.5021,1.997,6.98,0.994,,,,N,3.6693
(2002 GK1),0.625,2.535,13.67,0.951,,,,N,3.1116
(2002 GM5),0.6954,2.123,7.3,0.647,,,,Y,3.3617
(2002 GN5),0.29,1.604,6.12,1.139,,,,N,4.3009
(2002 GP5),0.303,1.77,31.0,1.234,,,,N,3.8928
(2002 GF8),0.453,2.285,4.85,1.25,,,,N,3.4547
(2002 GG8),0.5725,2.302,12.39,0.984,,,,N,3.3258
(2002 GJ8),0.6841,3.223,30.4,1.018,,,,Y,2.6048
(2002 GD10),0.1305,1.217,19.24,1.058,,-2.5e-13,,N,5.1813
(2002 HE8),0.1244,1.292,24.39,1.132,,,,N,4.9283
(2002 HP11),0.7646,2.069,5.13,0.487,,,,Y,3.3247
(2002 JZ8),0.6302,2.775,11.36,1.026,,,,Y,2.987
(2002 JD9),0.4404,1.056,6.61,0.591,,,,N,5.7313
(2002 JQ9),0.3945,1.157,25.0,0.7,,,,Y,5.283
(2002 JU15),0.2138,1.184,10.73,0.931,,,,N,5.3107
(2002 JQ97),0.4934,2.09,0.83,1.059,,,,N,3.5922
(2002 JR100),0.299,0.9234,3.7,0.647,,-3e-13,,N,6.4378
(2002 KM3),0.3435,1.265,9.44,0.83,,,,N,5.0272
(2002 KG4),0.6598,2.942,27.62,1.001,,,,Y,2.77
(2002 KK8),0.4651,1.955,24.51,1.046,,,,Y,3.6492
(2002 LK),0.1486,1.104,25.03,0.94,,,,N,5.539
(2002 LW),0.1017,1.016,11.17,0.913,,,,N,5.9843
(2002 LY1),0.3787,0.9555,2.89,0.594,,-1.4e-13,,N,6.2383
(2002 LG3),0.7492,2.357,6.14,0.591,,,,N,3.0942
(2002 LH3),0.4557,2.122,6.39,1.155,,,,N,3.5821
(2002 LR24),0.2028,1.254,20.0,0.999,,,,N,5.0532
(2002 LS24),0.5528,2.265,8.25,1.013,,,,N,3.3856
(2002 LD31),0.2566,1.465,19.52,1.089,,,,N,4.5188
(2002 LZ45),0.6377,2.307,6.16,0.836,,,,N,3.2755
(2002 LX64),0.5707,1.357,4.85,0.583,,,,Y,4.6704
(2002 MN),0.4994,1.817,1.05,0.909,,,,N,3.8877
(2002 MX),0.7964,2.508,1.96,0.51,,,,Y,2.9141
(2002 MY),0.2113,1.335,14.72,1.053,,,,N,4.8556
(2002 MT1),0.493,2.381,4.72,1.207,,,,N,3.3586
(2002 MR3),0.6176,1.499,9.72,0.573,,,,Y,4.3036
(2002 MS3),0.6145,2.39,21.75,0.921,,,,N,3.1705
(2002 MT3),0.6708,2.874,6.27,0.946,,,,Y,2.9064
(2002 NW),0.6688,1.613,6.06,0.534,,,,N,4.0494
(2002 NY40),0.7081,2.05,5.89,0.599,,,,Y,3.4201
(2002 NE71),0.5845,1.915,7.19,0.796,,,,N,3.6941
