diametro_soma_um
8.615
10.163
7.962
18.949
11.344
9.537
17.214
9.311
14.264
11.059
12.517
12.091
13.44
13.878
11.567
16.601
12.88
17.399
14.354
11.698
10.972
9.293
9.483
9.667
7.084
10.704
15.988
10.297
7.703
11.362
14.196
13.52
9.061
9.318
10.512
9.184
10.991
11.891
15.634
15.327
8.7
9.612
9.255
11.192
11.481
13.464
9.466
8.957
10.302
10.77
11.124
9.165
9.177
10.031
11.895
9.476
9.728
20.518
17.544
13.357
13.551
11.913
11.672
10.583
14.115
10.523
12.967
13.847
13.808
11.755
13.42
14.042
12.303
15.215
13.212
9.908
17.583
13.578
11.707
11.61
11.344
14.856
12.418
16.414
15.041
10.468
8.148
11.936
17.4
10.731
12.589
10.624
9.851
11.658
9.799
15.485
15.113
15.291
13.432
11.903
15.577
13.457
11.461
9.526
14.228
11.798
14.085
9.356
9.074
13.223
14.561
9.907
11.943
16.681
10.463
12.172
11.123
10.795
12.323
10.583
12.307
11.107
11.891
11.918
11.402
11.918
11.38
16.88
12.507
13.251
11.587
12.009
13.071
11.209
11.995
14.228
18.498
10.691
11.769
10.921
7.849
5.665
5.611
6.507
8.381
7.747
3.296
4.156
3.47
6.962
15.708
14.955
14.159
14.501
14.755
10.952
13.253
19.323
13.97
12.02
19.948
9.483
20.061
14.605
20.397
11.049
9.889
10.032
15.361
8.732
9.203
14.119
11.755
9.345
8.408
13.146
12.961
17.428
13.141
7.998
18.268
18.027
17.19
15.482
12.571
12.418
12.679
11.578
10.338
9.907
25.135
20.852
15.562
12.245
8.862
16.055
14.279
9.895
13.345
15.659
14.434
10.002
11.236
11.045
13.777
12.411
12.564
14.947
13.089
15.619
12.364
11.107
10.61
14.999
11.402
17.14
9.632
14.012
17.608
12.069
8.515
6.836
18.51
14.874
11.578
12.364
12.654
11.816
16.816
13.847
11.26
11.312
10.381
15.665
12.463
14.092
14.064
9.37
11.442
11.073
10.163
