ecosystem,plotID,site,Tmean_GS_B_CRU,ThermGS05_abundance,ThermGSMedian_abundance,ThermGS95_abundance,debt_GSMedian_ab
forest,EU_020_17,EU_020,14.45000025,0.552170089,0.130040858,-0.03002318,0.110819345
forest,EU_020_18,EU_020,14.45000025,0.516274479,0.105730094,-0.202487116,0.154686575
forest,EU_020_19,EU_020,14.45000025,-0.428263721,-0.16624331,0.03711547,0.407103513
forest,EU_020_2,EU_020,14.52666694,0.132900465,-0.019954355,-0.268255161,0.249247279
forest,EU_020_3,EU_020,14.20000021,0.063001826,0.086218401,0.227105137,0.191559389
forest,EU_020_4,EU_020,14.52666694,-0.12749016,-0.297676222,-0.823668575,0.507051203
forest,EU_020_5,EU_020,14.52666694,-0.021447548,0.177294758,0.677052618,0.051998166
forest,EU_020_6,EU_020,14.67666694,0.964029804,0.239084266,-0.345591118,-0.060652898
forest,EU_020_7,EU_020,14.67666694,0.100370268,0.035956188,-0.025666213,0.14247518
forest,EU_020_8,EU_020,14.20000021,0.738984153,0.039462971,-0.453668355,0.222817732
forest,EU_020_9,EU_020,14.16333354,0.371189177,0.004628437,-0.145860479,0.309350057
forest,EU_021_1,EU_021,13.25666687,0.674603664,0.434342167,0.271621437,-0.290663981
forest,EU_021_10,EU_021,13.25666687,0.452175428,0.113559262,-0.087188669,0.030118924
forest,EU_021_11,EU_021,13.25666687,1.610669225,0.471089216,-0.562254755,-0.32741103
forest,EU_021_12,EU_021,13.25666687,1.039728863,0.219932378,-0.514010887,-0.076254192
forest,EU_021_13,EU_021,13.25666687,0.784854391,0.237613862,0.074376514,-0.093935676
forest,EU_021_14,EU_021,13.25666687,0.933425021,0.434000498,0.160811804,-0.290322312
forest,EU_021_15,EU_021,13.25666687,0.938498041,0.297480536,-0.30495921,-0.15380235
forest,EU_021_16,EU_021,13.25666687,1.005809275,0.294517629,-0.290649984,-0.150839443
forest,EU_021_17,EU_021,13.18333351,-0.657406626,-0.049460148,0.248521192,0.137965914
forest,EU_021_18,EU_021,13.18333351,1.070117251,0.235066993,-0.173736417,-0.146561227
forest,EU_021_19,EU_021,13.18333351,0.98817671,0.098262733,-0.393310394,-0.009756967
forest,EU_021_2,EU_021,13.25666687,0.125123552,-0.032983653,-0.167635398,0.176661839
forest,EU_021_20,EU_021,13.36666691,-0.589164411,0.028611963,0.273478062,-0.004956053
forest,EU_021_21,EU_021,13.36666691,0.397455243,0.114050755,-0.106807081,-0.090394845
forest,EU_021_22,EU_021,13.36666691,0.319848987,0.490591671,1.022805277,-0.466935761
forest,EU_021_23,EU_021,13.36666691,0.554694889,0.278346471,0.052886337,-0.254690561
forest,EU_021_24,EU_021,13.36666691,-0.172501719,0.419952356,1.026205052,-0.396296446
forest,EU_021_25,EU_021,13.36666691,-0.131108454,0.260276645,0.706189028,-0.236620735
forest,EU_021_26,EU_021,13.36666691,1.056873528,0.415476313,-0.104146523,-0.391820403
forest,EU_021_27,EU_021,13.36666691,1.878409515,0.606309118,-0.453801193,-0.582653208
forest,EU_021_3,EU_021,13.25666687,0.408507469,0.298507371,0.167144,-0.154829185
forest,EU_021_4,EU_021,13.25666687,0.906777662,0.316654872,-0.237241044,-0.172976686
forest,EU_021_5,EU_021,13.25666687,0.009142942,0.149713736,0.173306601,-0.00603555
forest,EU_021_6,EU_021,13.25666687,0.904131473,0.242605516,-0.25571174,-0.09892733
forest,EU_021_7,EU_021,13.25666687,0.597991595,0.216907212,-0.179244666,-0.073229026
forest,EU_021_8,EU_021,13.25666687,0.836413018,0.305398257,0.114793696,-0.161720071
forest,EU_021_9,EU_021,13.25666687,1.347769129,0.421796795,-0.390680062,-0.278118609
forest,EU_022_1,EU_022,13.17666698,0.178895353,0.041692483,-0.048992726,0.27608525
forest,EU_022_10,EU_022,13.17666698,-0.427180169,-0.024782273,0.270680647,0.342560006
forest,EU_022_11,EU_022,13.17666698,0.368801267,0.11472201,-0.109375575,0.203055723
forest,EU_022_12,EU_022,13.17666698,-0.135929081,-0.005991545,0.214090395,0.323769278
forest,EU_022_13,EU_022,13.17666698,0.026241757,0.108611433,0.174977618,0.2091663
forest,EU_022_14,EU_022,13.17666698,0.378349927,0.132777713,0.067166608,0.18500002
forest,EU_022_15,EU_022,13.17666698,0.197705731,0.160029103,0.093753267,0.15774863
forest,EU_022_16,EU_022,13.17666698,-0.340771804,-0.037215917,0.197138972,0.35499365
forest,EU_022_17,EU_022,13.17666698,-0.084631992,-0.032968703,-0.023264761,0.350746436
forest,EU_022_18,EU_022,13.17666698,0.337361978,0.025502752,-0.087676629,0.292274981
forest,EU_022_19,EU_022,13.17666698,0.144838394,0.097325623,0.053834073,0.22045211
forest,EU_022_2,EU_022,13.17666698,0.464180424,0.094532578,0.018043307,0.223245155
forest,EU_022_20,EU_022,13.17666698,-0.791468977,-0.129529237,0.318459884,0.44730697
forest,EU_022_21,EU_022,13.17666698,-0.578594772,-0.017806665,0.382688697,0.335584398
forest,EU_022_22,EU_022,13.17666698,-0.190704147,-0.057423147,-0.043961851,0.37520088
forest,EU_022_23,EU_022,13.17666698,0.027816473,0.055098312,0.093804967,0.262679421
forest,EU_022_24,EU_022,13.17666698,-0.127469949,-0.000928,0.076178999,0.318705733
forest,EU_022_25,EU_022,13.17666698,-0.161980819,-0.010873062,0.038431648,0.328650795
forest,EU_022_26,EU_022,13.17666698,-0.122442268,0.145667333,0.268279237,0.1721104
forest,EU_022_27,EU_022,13.17666698,-0.238175064,0.061646402,0.195809191,0.256131331
forest,EU_022_28,EU_022,13.17666698,-0.231514499,-0.038514455,0.023998322,0.356292188
forest,EU_022_29,EU_022,13.17666698,0.320415759,0.009335662,-0.069916887,0.308442071
forest,EU_022_3,EU_022,13.17666698,-0.318922234,0.028383378,0.271706876,0.289394355
forest,EU_022_30,EU_022,13.17666698,0.132300762,0.119463677,0.151794602,0.198314056
forest,EU_022_31,EU_022,13.17666698,-0.13318245,-0.020512448,0.100002413,0.338290181
forest,EU_022_32,EU_022,13.17666698,0.05222317,-0.04913457,-0.12078662,0.366912303
forest,EU_022_33,EU_022,13.17666698,-0.363986503,-0.048256487,0.111335012,0.36603422
forest,EU_022_34,EU_022,13.17666698,-0.551598681,-0.164140572,0.06897884,0.481918305
forest,EU_022_35,EU_022,13.17666698,0.152370575,-0.055390325,-0.140990129,0.373168058
forest,EU_022_4,EU_022,13.17666698,0.068446968,-0.006877488,-0.076310174,0.324655221
forest,EU_022_5,EU_022,13.17666698,-0.267388771,0.009774622,0.193669817,0.308003111
forest,EU_022_6,EU_022,13.17666698,-0.716406497,0.01266774,0.485519153,0.305109993
forest,EU_022_7,EU_022,13.17666698,-0.578339163,-0.00767068,0.36631169,0.325448413
forest,EU_022_8,EU_022,13.17666698,-0.289879013,-0.01517318,0.170032666,0.332950913
forest,EU_022_9,EU_022,13.17666698,0.103961033,0.118232468,0.25745182,0.199545265
forest,EU_023a_1,EU_023,14.50666685,-0.487353253,-0.067280465,0.257616104,0.425345036
forest,EU_023a_10,EU_023,14.50666685,-0.470638213,-0.054526784,0.12809389,0.412591355
forest,EU_023a_100,EU_023,14.50666685,-0.111206264,-0.004685911,-0.124300048,0.362750482
forest,EU_023a_101,EU_023,14.50666685,0.181031416,0.035362268,-0.032384248,0.322702303
forest,EU_023a_102,EU_023,14.50666685,0.163142011,0.108958505,0.087820784,0.249106066
forest,EU_023a_103,EU_023,14.50666685,-0.001395672,0.011063713,0.030451114,0.347000858
forest,EU_023a_104,EU_023,14.50666685,0.332094493,0.089271779,-0.007106434,0.268792792
forest,EU_023a_105,EU_023,14.50666685,0.179366574,0.014727405,-0.11152358,0.343337166
forest,EU_023a_106,EU_023,14.50666685,-0.060850506,0.168610005,0.279223732,0.189454566
forest,EU_023a_107,EU_023,14.50666685,0.093319319,0.194295277,0.42539172,0.163769294
forest,EU_023a_108,EU_023,14.50666685,-0.252948829,-0.122730342,0.043104751,0.480794913
forest,EU_023a_109,EU_023,14.50666685,-0.063265698,-0.014543535,-0.029658117,0.372608106
forest,EU_023a_11,EU_023,14.50666685,-0.678096982,-0.111968708,0.211153556,0.470033279
forest,EU_023a_110,EU_023,14.50666685,0.06863631,0.084000361,0.038062837,0.27406421
forest,EU_023a_111,EU_023,14.50666685,0.01070541,0.098729411,0.156083275,0.25933516
forest,EU_023a_112,EU_023,14.50666685,-0.176587179,-0.014314835,0.045082532,0.372379406
forest,EU_023a_113,EU_023,14.50666685,0.456346606,0.083427689,-0.099239586,0.274636882
forest,EU_023a_114,EU_023,14.50666685,0.157965465,0.074751711,0.028812602,0.28331286
forest,EU_023a_115,EU_023,14.50666685,0.464153164,0.179123147,0.048251156,0.178941424
forest,EU_023a_116,EU_023,14.50666685,-0.438505187,-0.137396248,-0.045165797,0.495460819
forest,EU_023a_117,EU_023,14.50666685,-0.415211344,-0.058429498,0.110959133,0.416494069
forest,EU_023a_118,EU_023,14.50666685,-0.140067807,-0.045770676,-0.031323582,0.403835247
forest,EU_023a_119,EU_023,14.50666685,0.346534566,0.005103631,-0.155217395,0.35296094
forest,EU_023a_12,EU_023,14.50666685,-0.297197735,-0.086090744,0.017549867,0.444155315
forest,EU_023a_120,EU_023,14.50666685,0.283051679,0.148887685,0.13768859,0.209176886
forest,EU_023a_121,EU_023,14.50666685,0.208735031,0.092977176,0.026618377,0.265087395
forest,EU_023a_122,EU_023,14.50666685,0.056428555,0.181170548,0.309935818,0.176894023
forest,EU_023a_123,EU_023,14.50666685,0.287836438,0.210119653,0.275392715,0.147944918
forest,EU_023a_124,EU_023,14.50666685,0.155983845,0.135827039,0.230288879,0.222237532
forest,EU_023a_125,EU_023,14.50666685,0.073170633,0.095541432,0.098522103,0.262523139
forest,EU_023a_13,EU_023,14.50666685,-0.332063775,-0.103760215,0.086908849,0.461824786
forest,EU_023a_14,EU_023,14.50666685,-0.555045296,-0.132761652,0.099954945,0.490826223
forest,EU_023a_15,EU_023,14.50666685,-0.287169556,-0.036982221,0.07328119,0.395046792
forest,EU_023a_16,EU_023,14.50666685,-0.466678157,-0.12916871,-0.009726146,0.487233281
forest,EU_023a_17,EU_023,14.50666685,-0.453888198,-0.152940397,0.040161213,0.511004968
forest,EU_023a_18,EU_023,14.50666685,-0.727758862,1.12e-05,0.368404955,0.358053371
forest,EU_023a_19,EU_023,14.50666685,-0.159149219,-0.059998831,-0.05089509,0.418063402
forest,EU_023a_2,EU_023,14.50666685,-0.366621274,-0.051106961,0.180810514,0.409171532
forest,EU_023a_20,EU_023,14.50666685,-0.346231528,-0.042795074,0.114521399,0.400859645
forest,EU_023a_21,EU_023,14.50666685,-0.62937716,-0.109105247,0.131528663,0.467169818
forest,EU_023a_22,EU_023,14.50666685,-0.494693218,-0.054653465,0.192192107,0.412718036
forest,EU_023a_23,EU_023,14.50666685,-0.601573508,-0.140614995,0.17365647,0.498679566
forest,EU_023a_24,EU_023,14.50666685,-0.245588632,-0.063185613,0.071857354,0.421250184
forest,EU_023a_25,EU_023,14.50666685,-0.337637604,-0.063539321,-0.043063865,0.421603892
forest,EU_023a_26,EU_023,14.50666685,-0.117979143,-0.046470685,0.003535446,0.404535256
forest,EU_023a_27,EU_023,14.50666685,-0.282489608,-0.105973289,0.026275587,0.46403786
forest,EU_023a_28,EU_023,14.50666685,-0.55852322,-0.058064481,0.248610312,0.416129052
forest,EU_023a_29,EU_023,14.50666685,-0.012920437,-0.056731781,-0.001448716,0.414796352
forest,EU_023a_3,EU_023,14.50666685,-0.001761349,-0.055020316,-0.022787721,0.413084887
forest,EU_023a_30,EU_023,14.50666685,0.122723632,0.025515873,-0.099989436,0.332548698
forest,EU_023a_31,EU_023,14.50666685,-0.225855163,-0.048818287,0.067538733,0.406882858
forest,EU_023a_32,EU_023,14.50666685,-0.118492236,-0.006330474,0.037385174,0.364395045
forest,EU_023a_33,EU_023,14.50666685,0.117086192,-0.0201997,-0.103427948,0.378264271
forest,EU_023a_34,EU_023,14.50666685,-0.49469421,-0.007805137,0.233881988,0.365869708
forest,EU_023a_35,EU_023,14.50666685,-0.494488001,-0.036905524,0.161127472,0.394970095
forest,EU_023a_36,EU_023,14.50666685,-0.209872117,0.009216679,0.089101669,0.348847892
forest,EU_023a_37,EU_023,14.50666685,0.180222995,0.07340799,0.040671968,0.284656581
forest,EU_023a_38,EU_023,14.50666685,-0.058385913,0.049762632,0.093798809,0.308301939
forest,EU_023a_39,EU_023,14.50666685,0.066452008,0.079324098,0.082170226,0.278740473
forest,EU_023a_4,EU_023,14.50666685,-0.361833258,-0.081146476,0.051146395,0.439211047
forest,EU_023a_40,EU_023,14.50666685,-0.028589828,0.1441359,0.224631083,0.213928671
forest,EU_023a_41,EU_023,14.50666685,0.128668195,0.138648713,0.163435077,0.219415858
forest,EU_023a_42,EU_023,14.50666685,-0.032156383,-0.038265106,-0.004431791,0.396329677
forest,EU_023a_43,EU_023,14.50666685,-0.462058779,0.103009731,0.402365177,0.25505484
forest,EU_023a_44,EU_023,14.50666685,0.174782857,0.040988019,-0.066051581,0.317076552
forest,EU_023a_45,EU_023,14.50666685,-0.207671201,0.021116805,0.126065276,0.336947766
forest,EU_023a_46,EU_023,14.50666685,-0.081450581,0.041551711,0.203278192,0.31651286
forest,EU_023a_47,EU_023,14.50666685,-0.100637707,0.027314903,0.100272682,0.330749668
forest,EU_023a_48,EU_023,14.50666685,0.106343988,0.092322752,0.04566368,0.265741819
forest,EU_023a_49,EU_023,14.50666685,-0.092852571,-0.011549263,-0.036919624,0.369613834
forest,EU_023a_5,EU_023,14.50666685,-0.444739376,-0.030384239,0.217025671,0.38844881
forest,EU_023a_50,EU_023,14.50666685,-0.076204632,-0.07929105,-0.123619783,0.437355621
forest,EU_023a_51,EU_023,14.50666685,-0.105504654,-0.0392591,-0.054355794,0.397323671
forest,EU_023a_52,EU_023,14.50666685,0.414894763,0.115269648,-0.050485497,0.242794923
forest,EU_023a_53,EU_023,14.50666685,0.549490048,0.086840526,-0.190866713,0.271224045
forest,EU_023a_54,EU_023,14.50666685,0.129231094,0.041018189,0.019671114,0.317046382
forest,EU_023a_55,EU_023,14.50666685,0.196070909,0.058797195,0.025328331,0.299267376
forest,EU_023a_56,EU_023,14.50666685,-0.192096313,-0.01886869,0.05400299,0.376933261
forest,EU_023a_57,EU_023,14.50666685,-0.158925443,0.043224668,0.112858023,0.314839903
forest,EU_023a_58,EU_023,14.50666685,0.298878134,0.149951232,0.090702909,0.208113339
forest,EU_023a_59,EU_023,14.50666685,0.389781909,0.151144219,-0.025405827,0.206920352
forest,EU_023a_6,EU_023,14.50666685,-0.261901288,-0.109014644,-0.06839105,0.467079215
forest,EU_023a_60,EU_023,14.50666685,0.220333527,0.122786002,0.097194305,0.235278569
forest,EU_023a_61,EU_023,14.50666685,0.114968115,0.050298926,0.040243455,0.307765645
forest,EU_023a_62,EU_023,14.50666685,0.166023563,0.112493463,0.086381091,0.245571108
forest,EU_023a_63,EU_023,14.50666685,0.359099894,0.115144377,0.006641025,0.242920194
forest,EU_023a_64,EU_023,14.50666685,0.343315901,0.129731034,0.042603438,0.228333537
forest,EU_023a_65,EU_023,14.50666685,0.209523011,0.040462429,-0.003782289,0.317602142
forest,EU_023a_66,EU_023,14.50666685,-0.153288213,0.005503432,0.119027663,0.352561139
forest,EU_023a_67,EU_023,14.50666685,-0.462798868,-0.080106005,0.158262861,0.438170576
forest,EU_023a_68,EU_023,14.50666685,0.123363226,0.002570218,-0.030092148,0.355494353
forest,EU_023a_69,EU_023,14.50666685,-0.089329419,0.039492789,0.155931882,0.318571782
forest,EU_023a_7,EU_023,14.50666685,-0.229033056,-0.009353527,0.15650969,0.367418098
forest,EU_023a_70,EU_023,14.50666685,0.154293724,0.00111631,-0.088328703,0.356948261
forest,EU_023a_71,EU_023,14.50666685,0.400872948,0.032562547,-0.190967234,0.325502024
forest,EU_023a_72,EU_023,14.50666685,-0.391594794,-0.037905248,0.16227567,0.395969819
forest,EU_023a_73,EU_023,14.50666685,0.24413244,0.072840437,-0.01715674,0.285224134
forest,EU_023a_74,EU_023,14.50666685,-0.094671398,-0.036617134,0.007570952,0.394681705
forest,EU_023a_75,EU_023,14.50666685,-0.219962196,-0.054556653,0.035207236,0.412621224
forest,EU_023a_76,EU_023,14.50666685,0.296978152,0.138381792,0.01893077,0.219682779
forest,EU_023a_77,EU_023,14.50666685,-0.000708,0.200889595,0.353625786,0.157174976
forest,EU_023a_78,EU_023,14.50666685,0.465913068,0.091173732,-0.12348105,0.266890839
forest,EU_023a_79,EU_023,14.50666685,0.257434813,0.006123181,-0.091632831,0.35194139
forest,EU_023a_8,EU_023,14.50666685,-0.15540762,-0.05304891,-0.006803859,0.411113481
forest,EU_023a_80,EU_023,14.50666685,0.175224756,0.049619168,0.05893381,0.308445403
forest,EU_023a_81,EU_023,14.50666685,0.451219282,0.042279863,-0.171743875,0.315784708
forest,EU_023a_82,EU_023,14.50666685,0.156901523,0.129347284,0.072145014,0.228717287
forest,EU_023a_83,EU_023,14.50666685,0.410806388,0.239320315,0.133045937,0.118744256
forest,EU_023a_84,EU_023,14.50666685,0.095165379,0.10085829,0.115115244,0.257206281
forest,EU_023a_85,EU_023,14.50666685,-0.318729962,0.050025866,0.256666748,0.308038705
forest,EU_023a_86,EU_023,14.50666685,0.242522098,0.088602423,0.048940071,0.269462148
forest,EU_023a_87,EU_023,14.50666685,0.679973365,0.240665956,-0.004778488,0.117398615
forest,EU_023a_88,EU_023,14.50666685,0.317848891,0.254005563,0.234033211,0.104059008
forest,EU_023a_89,EU_023,14.50666685,0.112843439,0.114006492,0.12723099,0.244058079
forest,EU_023a_9,EU_023,14.50666685,-0.219364168,-0.036462455,-0.014934351,0.394527026
forest,EU_023a_90,EU_023,14.50666685,-0.145189169,-0.092515035,0.008861311,0.450579606
forest,EU_023a_91,EU_023,14.50666685,0.245321138,0.208531361,0.289127178,0.14953321
forest,EU_023a_92,EU_023,14.50666685,0.240635555,0.294222205,0.361755985,0.063842366
forest,EU_023a_93,EU_023,14.50666685,0.625651498,0.083656176,-0.237220598,0.274408395
forest,EU_023a_94,EU_023,14.50666685,-0.098593635,0.023714632,0.054525141,0.334349939
forest,EU_023a_95,EU_023,14.50666685,0.24869121,-0.002790105,-0.164475774,0.360854676
forest,EU_023a_96,EU_023,14.50666685,-0.220962014,0.107692863,0.10334699,0.250371708
forest,EU_023a_97,EU_023,14.50666685,0.307317337,0.142188052,0.044757987,0.215876519
forest,EU_023a_98,EU_023,14.50666685,0.691798234,0.22225334,-0.090334142,0.135811231
forest,EU_023a_99,EU_023,14.50666685,0.433579688,0.081618826,-0.110761169,0.276445745
forest,EU_023b_1,EU_023,13.93666692,-0.22418357,0.098523205,0.250660552,0.201476813
forest,EU_023b_10,EU_023,14.22000022,-0.324222911,-0.136004514,-0.01536208,0.572462889
forest,EU_023b_11,EU_023,14.22000022,-0.496912012,-0.104714597,0.077326622,0.541172972
forest,EU_023b_12,EU_023,14.22000022,-0.452881271,-0.054823783,0.193879546,0.830749783
forest,EU_023b_13,EU_023,14.22000022,-0.402823975,-0.14801213,0.082991876,0.584470505
forest,EU_023b_14,EU_023,14.22000022,-0.29019037,-0.070122817,0.175611925,0.506581192
forest,EU_023b_15,EU_023,14.22000022,0.246642687,-0.013052463,-0.125462751,0.449510838
forest,EU_023b_16,EU_023,14.22000022,0.115708127,0.048499895,-0.028867682,0.38795848
forest,EU_023b_17,EU_023,14.22000022,0.11445638,0.046228216,0.105019421,0.390230159
forest,EU_023b_18,EU_023,14.22000022,-0.589706572,-0.075607472,0.190442404,0.512065847
forest,EU_023b_19,EU_023,14.22000022,-0.089682903,0.052706109,0.210650112,0.383752266
forest,EU_023b_2,EU_023,13.93666692,-0.101495646,0.067737301,0.160858712,0.232262717
forest,EU_023b_20,EU_023,14.22000022,-0.243617549,0.09831728,0.167451106,0.338141095
forest,EU_023b_21,EU_023,14.50666685,-0.201186442,0.043394342,0.216836518,0.314670229
forest,EU_023b_22,EU_023,14.50666685,-0.147679703,0.010653731,0.107770109,0.34741084
forest,EU_023b_23,EU_023,14.50666685,0.47311429,0.110979898,-0.00539672,0.247084673
forest,EU_023b_24,EU_023,14.50666685,-0.2184977,-0.003879145,0.248771614,0.361943716
forest,EU_023b_25,EU_023,14.50666685,0.091585036,0.148257924,0.21070015,0.209806647
forest,EU_023b_26,EU_023,14.50666685,0.098711393,0.096033185,0.19077628,0.262031386
forest,EU_023b_27,EU_023,15.21333362,0.101586841,0.041397411,0.028193134,0.246697875
forest,EU_023b_28,EU_023,15.21333362,0.165231649,-0.066790068,-0.145740485,0.354885354
forest,EU_023b_29,EU_023,15.21333362,-0.268895361,-0.233241879,-0.362276852,0.521337165
forest,EU_023b_3,EU_023,13.93666692,-0.234633235,0.026362262,0.261786992,0.273637756
forest,EU_023b_30,EU_023,15.21333362,0.443651087,-0.216359004,-0.437621536,0.50445429
forest,EU_023b_31,EU_023,15.21333362,0.340059873,-0.054634161,-0.167534986,0.342729447
forest,EU_023b_32,EU_023,15.21333362,0.655671894,-0.544074139,-1.253587265,0.832169425
forest,EU_023b_33,EU_023,15.21333362,0.461167993,0.346936332,0.309574154,-0.058841046
forest,EU_023b_34,EU_023,15.21333362,0.489958509,0.165794068,-0.031963924,0.122301218
forest,EU_023b_35,EU_023,15.21333362,-0.127160723,0.439699936,1.382118569,-0.15160465
forest,EU_023b_36,EU_023,15.21333362,-1.328918778,-0.418511146,0.095852168,0.706606432
forest,EU_023b_37,EU_023,15.21333362,-0.045992206,-0.0606619,0.043044796,0.348757186
forest,EU_023b_38,EU_023,15.21333362,0.425668277,-0.020062114,-0.018638589,0.3081574
forest,EU_023b_39,EU_023,15.21333362,-0.463046027,0.226288832,0.995344266,0.061806454
forest,EU_023b_4,EU_023,13.93666692,0.024893353,0.142012973,0.265279867,0.157987045
forest,EU_023b_40,EU_023,15.21333362,0.656863656,0.228568,0.133900279,0.059527286
forest,EU_023b_41,EU_023,15.21333362,-1.116974898,0.103432204,0.790143415,0.184663082
forest,EU_023b_42,EU_023,15.21333362,0.190150449,-0.055671854,-0.283558648,0.34376714
forest,EU_023b_43,EU_023,15.21333362,-0.726062379,-0.188677293,0.200262192,0.476772579
forest,EU_023b_44,EU_023,15.21333362,-0.381752144,-0.113930471,0.12246403,0.402025757
forest,EU_023b_45,EU_023,15.21333362,0.03894053,0.046400957,-0.088627949,0.241694329
forest,EU_023b_46,EU_023,15.21333362,0.288351017,-0.097053254,-0.282040369,0.38514854
forest,EU_023b_47,EU_023,15.21333362,0.578251546,0.207249161,0.243883206,0.080846125
forest,EU_023b_48,EU_023,15.21333362,0.665475005,0.183715693,0.133820856,0.104379593
forest,EU_023b_5,EU_023,13.93666692,-0.040375221,0.077059232,0.182084854,0.222940786
forest,EU_023b_6,EU_023,13.93666692,-0.143611768,0.045105662,0.186654418,0.254894356
forest,EU_023b_7,EU_023,13.93666692,-0.111931521,0.186377108,0.580216604,0.11362291
forest,EU_023b_8,EU_023,13.93666692,-0.104482641,0.055323469,0.204013962,0.244676549
forest,EU_023b_9,EU_023,14.22000022,0.111296736,0.113263411,0.088531761,0.323194964
forest,EU_024_1,EU_024,12.18333356,0.414480747,0.128532373,-0.074435516,0.194800982
forest,EU_024_10,EU_024,12.17000016,0.009487156,0.415480588,1.119447689,-0.095480548
forest,EU_024_11,EU_024,12.37666678,0.03093139,0.023382993,0.17545851,0.304950362
forest,EU_024_12,EU_024,12.17000016,-0.278450901,0.170522083,0.777846445,0.149477957
forest,EU_024_13,EU_024,12.17000016,-1.155939667,-0.200459875,0.09771473,0.520459915
forest,EU_024_14,EU_024,12.17000016,0.11254457,-0.103656353,-0.269191783,0.423656393
forest,EU_024_15,EU_024,12.17000016,0.513691236,0.12272199,-0.093243899,0.19727805
forest,EU_024_16,EU_024,12.37666678,0.104313273,-0.065742708,-0.49366773,0.394076063
forest,EU_024_2,EU_024,12.18333356,0.132055753,-0.125198673,-0.619431074,0.448532028
forest,EU_024_3,EU_024,12.18333356,0.53182906,0.297442358,0.224210724,0.025890997
forest,EU_024_4,EU_024,12.18333356,-1.012336848,-1.090389558,-1.850775041,1.413722913
forest,EU_024_5,EU_024,12.18333356,-0.50823966,-0.337860653,-0.291794298,0.661194008
forest,EU_024_6,EU_024,12.18333356,-0.017957239,-0.178322767,0.122496726,0.501656122
forest,EU_024_7,EU_024,12.18333356,-0.347652364,-0.02836683,0.169738263,0.351700185
forest,EU_024_8,EU_024,12.37666678,0.138058861,-0.123256352,-0.030903199,0.451589707
forest,EU_024_9,EU_024,12.37666678,-0.120169485,0.13237967,0.381856509,0.195953685
forest,EU_025_1,EU_025,13.40666691,0.45279223,-0.07587404,-0.278393104,0.35953416
forest,EU_025_10,EU_025,13.40666691,-0.102402813,0.056131813,0.207240835,0.227528307
forest,EU_025_11,EU_025,13.40666691,-0.005971892,0.027141381,0.057371373,0.256518739
forest,EU_025_12,EU_025,13.40666691,-0.211933697,0.078511643,0.274617888,0.205148477
forest,EU_025_13,EU_025,13.00000029,-0.102407993,-0.041510231,0.039872836,0.322555966
forest,EU_025_14,EU_025,13.00000029,-0.108175703,-0.092428792,-0.063842554,0.373474527
forest,EU_025_15,EU_025,13.00000029,-0.044901988,-0.049209237,-0.053220195,0.330254972
forest,EU_025_16,EU_025,13.00000029,0.060942365,-0.043413209,-0.124063846,0.324458944
forest,EU_025_17,EU_025,13.00000029,0.097603603,0.001850977,-0.079318365,0.279194758
forest,EU_025_18,EU_025,13.00000029,-0.213665427,-0.263741811,-0.302781512,0.544787546
forest,EU_025_19,EU_025,13.00000029,-0.218572966,-0.387953145,-0.583436986,0.66899888
forest,EU_025_2,EU_025,13.40666691,0.419072557,-0.065825464,-0.26261956,0.349485584
forest,EU_025_20,EU_025,13.40666691,-0.29212339,-0.468489257,-0.700798616,0.752149377
forest,EU_025_21,EU_025,13.40666691,-0.083578343,0.099826968,0.259918425,0.183833152
forest,EU_025_22,EU_025,13.40666691,0.247162818,0.033522786,-0.049410718,0.250137334
forest,EU_025_23,EU_025,13.00000029,-0.035408935,-0.021621151,0.03613507,0.302666886
forest,EU_025_24,EU_025,13.40666691,-0.030324238,0.044856499,0.111786678,0.238803621
forest,EU_025_25,EU_025,13.40666691,-0.023552364,0.103777778,0.302867974,0.179882342
forest,EU_025_26,EU_025,13.40666691,0.104193301,0.08415476,0.250571545,0.19950536
forest,EU_025_27,EU_025,13.00000029,-0.062196282,0.03015769,0.112514166,0.250888045
forest,EU_025_28,EU_025,13.00000029,-0.07283082,0.035840936,0.106221297,0.245204799
forest,EU_025_29,EU_025,13.00000029,0.102968281,0.035811118,0.027903903,0.245234617
forest,EU_025_3,EU_025,13.40666691,0.089195537,0.080451904,0.107110271,0.203208216
forest,EU_025_30,EU_025,13.00000029,-0.04784585,-0.039370701,-0.056286768,0.320416436
forest,EU_025_31,EU_025,13.00000029,-0.033541805,-0.031522174,-0.021358361,0.312567909
forest,EU_025_32,EU_025,13.00000029,0.100788726,0.06562729,0.069464398,0.215418445
forest,EU_025_33,EU_025,13.00000029,-0.174123808,-0.012867323,0.102065508,0.293913058
forest,EU_025_34,EU_025,13.40666691,-0.086533951,0.024992614,0.176551085,0.258667506
forest,EU_025_35,EU_025,13.40666691,-0.166669369,0.034579737,0.175105565,0.249080383
forest,EU_025_36,EU_025,13.00000029,-0.230120734,-0.051796565,0.068456003,0.3328423
forest,EU_025_37,EU_025,13.40666691,-0.196754417,0.038156477,0.204297687,0.245503643
forest,EU_025_38,EU_025,13.00000029,-0.000116,0.067114744,0.13683615,0.213930991
forest,EU_025_39,EU_025,13.00000029,-0.108063971,-0.084294364,-0.017696162,0.365340099
forest,EU_025_4,EU_025,13.40666691,0.393019543,-0.000483,-0.17540853,0.28414312
