cadena,gamma_Nm,tau_anios,k_em,chi_ms,prob
D,8.4471e+18,29.181,0.929,0.30095,0.32233
D,1.6616e+19,3.0419,0.15599,0.26756,0.40867
D,1.4176e+19,11.426,0.9206,0.21093,0.57343
D,1.2629e+19,7.9381,0.42849,0.27063,0.40031
D,7.9969e+18,10.859,0.18593,0.30661,0.30878
D,8.4892e+18,18.232,0.8337,0.24308,0.47779
D,8.0703e+18,18.463,0.65634,0.22142,0.54181
D,1.4601e+19,9.0267,0.89221,0.2226,0.53826
D,1.0434e+19,13.666,1.3845,0.28579,0.36025
D,6.9351e+18,40.183,0.90564,0.29059,0.34801
D,1.8436e+19,4.7917,0.94661,0.17784,0.67344
D,8.058e+18,17.423,0.52823,0.26916,0.40431
D,1.3814e+19,13.371,1.3602,0.29668,0.3328
D,1.1085e+19,11.654,0.36079,0.2647,0.41653
D,2.9876e+19,18.539,4.4642,0.27576,0.38654
D,1.3243e+19,5.8443,0.51262,0.26797,0.40755
D,1.5048e+19,8.9833,1.3109,0.20145,0.60213
D,1.4825e+19,8.6653,0.66179,0.093966,0.8955
D,1.4919e+19,5.8686,0.60555,0.22302,0.53701
D,1.3814e+19,6.1971,0.33865,0.16103,0.72316
D,1.328e+19,12.222,1.7472,0.28917,0.35161
D,1.5373e+19,9.6052,1.2883,0.21024,0.57551
D,7.6565e+18,16.077,0.79014,0.18237,0.65986
D,1.47e+19,14.412,2.2741,0.28249,0.3688
D,1.0433e+19,21.478,1.2529,0.1628,0.71798
D,5.8256e+18,19.872,0.25667,0.23838,0.49149
D,1.138e+19,11.159,1.5188,0.29731,0.33124
D,1.0625e+19,9.9066,0.91407,0.27895,0.37807
D,1.6559e+19,15.697,2.1177,0.26634,0.412
D,2.1198e+19,13.345,3.8332,0.30487,0.31292
D,1.9826e+19,22.135,3.3409,0.26325,0.42054
D,1.0097e+19,152.27,1.86,0.26372,0.41922
D,9.2364e+18,12.683,0.61349,0.30367,0.3158
D,1.0551e+19,7.9074,0.4572,0.1818,0.66157
D,8.5823e+18,9.6574,0.22214,0.28008,0.37511
D,7.8388e+18,56.937,0.68996,0.30906,0.30302
D,9.141e+18,19.405,1.0409,0.2953,0.33621
D,1.2588e+19,7.0306,0.5556,0.228,0.52216
D,1.1852e+19,14.929,0.76372,0.24663,0.46752
D,1.8978e+19,4.9681,0.32685,0.21379,0.56477
D,8.7084e+18,11.188,0.83579,0.25033,0.45689
D,1.4928e+19,17.374,1.5694,0.19527,0.62088
D,1.0633e+19,10.976,0.61459,0.25833,0.43422
D,1.6247e+19,9.1218,0.91615,0.24072,0.48464
D,1.3896e+19,14.492,1.2673,0.26385,0.41885
D,2.0786e+19,12.428,2.6084,0.27113,0.39897
D,1.6341e+19,16.115,2.6693,0.21241,0.56894
D,1.3725e+19,12.019,1.3722,0.23062,0.51438
D,1.2826e+19,9.9795,0.6442,0.25669,0.43883
D,9.1191e+18,16.171,1.011,0.30654,0.30894
D,1.4884e+19,6.2155,0.66734,0.30811,0.30524
D,1.6093e+19,16.508,2.3308,0.23768,0.49353
D,5.2487e+18,21.303,0.087022,0.19173,0.6316
D,1.1369e+19,14.241,1.234,0.23481,0.50198
D,6.6877e+18,16.303,0.29471,0.12789,0.81511
D,1.0219e+19,22.696,1.4299,0.28881,0.35253
D,8.3959e+18,13.91,0.85163,0.23929,0.48881
D,1.2819e+19,12.809,0.75768,0.19864,0.61067
D,9.1988e+18,25.05,0.81377,0.26382,0.41896
D,1.9263e+19,16.594,2.5305,0.22696,0.52524
D,1.4565e+19,14.388,1.3034,0.23319,0.50675
D,1.0082e+19,9.9258,0.49078,0.2949,0.33721
D,1.4246e+19,13.049,1.1938,0.21608,0.55786
D,1.3152e+19,14.408,1.6828,0.13833,0.78727
D,1.3544e+19,7.9598,1.3482,0.25046,0.45653
D,9.5223e+18,14.409,0.46008,0.15441,0.74229
D,1.4584e+19,17.796,1.6838,0.27339,0.39288
D,1.0464e+19,8.8925,0.7269,0.30274,0.31802
D,1.7345e+19,19.737,1.9876,0.20883,0.57976
D,9.806e+18,17.351,0.44999,0.30312,0.31711
D,1.7125e+19,6.1384,1.4162,0.23014,0.51579
D,1.0857e+19,9.5054,0.85917,0.25741,0.4368
D,8.597e+18,11.937,0.61578,0.28517,0.36184
D,1.3187e+19,9.1157,2.0043,0.2834,0.36643
D,1.3935e+19,7.0885,0.91504,0.24735,0.46544
D,8.6966e+18,16.85,0.36305,0.19439,0.62354
D,5.1645e+18,33.197,0.32078,0.26776,0.40813
D,1.2319e+19,10.143,0.39049,0.2676,0.40857
D,1.7662e+19,6.0933,0.78326,0.23014,0.51579
D,1.4469e+19,14.244,1.5322,0.19643,0.61737
D,1.2512e+19,11.049,1.0668,0.28719,0.35665
D,1.3675e+19,5.6206,0.87262,0.22421,0.53345
D,1.1251e+19,14.557,1.3012,0.28278,0.36803
D,1.2331e+19,13.298,1.4884,0.23848,0.4912
D,1.4898e+19,69.823,2.0774,0.25493,0.4438
D,2.6614e+19,25.951,4.6985,0.2595,0.43097
D,1.5724e+19,18.771,2.6951,0.3094,0.30221
D,1.4121e+19,14.246,1.7757,0.28413,0.36453
D,1.2502e+19,7.9694,0.23083,0.24125,0.48311
D,1.0886e+19,19.106,1.0737,0.29756,0.33062
D,1.0557e+19,10.635,0.83775,0.16079,0.72384
D,8.3884e+18,14.473,0.27737,0.20384,0.5949
D,1.6112e+19,3.9389,0.20575,0.27137,0.39831
D,1.6506e+19,12.409,1.4839,0.1287,0.81298
D,1.1038e+19,12.903,0.99341,0.26105,0.42662
D,1.2309e+19,19.424,1.7225,0.24404,0.47498
D,7.0447e+18,27.983,0.71581,0.28944,0.35091
D,3.2944e+19,29.622,6.2478,0.29234,0.34359
D,9.3192e+18,9.6049,0.071725,0.30332,0.31663
D,1.5509e+19,5.3442,0.80328,0.29805,0.32943
D,1.9559e+19,9.3956,1.2021,0.27852,0.37921
D,1.1889e+19,16.35,1.3192,0.27433,0.39035
D,8.9514e+18,12.996,0.81957,0.15464,0.74163
D,1.6722e+19,10.576,1.0614,0.26411,0.41814
D,1.0167e+19,10.888,0.86616,0.13771,0.78895
D,8.9742e+18,6.9708,0.21897,0.26856,0.40594
D,1.1838e+19,12.672,1.122,0.14802,0.76044
D,1.0348e+19,7.3892,0.35354,0.25915,0.43193
D,1.8228e+19,4.6459,0.55208,0.2679,0.40775
D,1.9682e+19,4.5995,0.73608,0.3043,0.31428
D,2.1059e+19,5.2284,1.071,0.17579,0.67959
D,8.6758e+18,17.307,0.2839,0.26242,0.42283
D,7.6666e+18,12.139,0.20477,0.19891,0.60984
D,1.7226e+19,14.216,1.6891,0.28271,0.36823
D,1.8199e+19,40.132,3.3444,0.23147,0.51185
D,1.2609e+19,8.2253,0.8084,0.2489,0.46098
D,1.603e+19,12.529,1.8916,0.21296,0.56727
D,1.7222e+19,10.741,2.0554,0.27393,0.39141
D,9.4417e+18,9.9306,0.22331,0.28897,0.35211
D,7.6206e+18,12.361,0.55475,0.16447,0.7131
D,1.4176e+19,39.02,2.9502,0.285,0.36229
D,1.1866e+19,8.4489,0.24958,0.26817,0.40701
D,1.2279e+19,7.7671,0.35884,0.17346,0.68653
D,5.9579e+18,10.64,0.15771,0.30474,0.31323
D,1.7775e+19,9.0706,1.601,0.23596,0.49859
D,1.4771e+19,4.0094,0.53938,0.29163,0.34538
D,1.4396e+19,11.75,2.0506,0.30786,0.30583
D,1.2098e+19,13.683,1.1368,0.30677,0.30841
D,1.4248e+19,10.209,0.76431,0.30164,0.32067
D,7.0922e+18,12.114,0.4247,0.24725,0.46573
D,9.3761e+18,5.8177,0.21794,0.21133,0.5722
D,1.5681e+19,8.7817,1.1627,0.30483,0.31301
D,1.1482e+19,7.0439,0.23125,0.25538,0.44253
D,1.396e+19,17.843,1.4679,0.28661,0.35814
D,8.8103e+18,29.881,0.92744,0.2759,0.38616
D,1.2539e+19,5.2377,0.19928,0.21682,0.55565
D,6.4686e+18,12.431,0.1946,0.25519,0.44308
D,9.9252e+18,14.278,1.0626,0.18374,0.65574
D,6.0999e+18,8.0252,0.17189,0.25004,0.45773
D,1.6947e+19,21.928,2.6625,0.27858,0.37905
D,1.3273e+19,7.0027,1.377,0.28802,0.35455
D,1.5565e+19,10.53,1.5773,0.27338,0.3929
D,2.5063e+19,7.961,1.0586,0.28359,0.36594
D,1.8735e+19,6.9677,1.0181,0.1611,0.72295
D,8.7404e+18,6.9408,0.095028,0.28628,0.35899
D,1.87e+19,7.0306,1.2869,0.24266,0.47901
D,2.2019e+19,4.0571,0.79586,0.19011,0.6365
D,1.3851e+19,8.6522,1.1832,0.22041,0.54485
D,7.1213e+18,11.969,0.34514,0.2254,0.52989
D,1.35e+19,31.912,1.9072,0.25407,0.44624
D,1.0121e+19,8.0607,0.45508,0.28665,0.35804
D,6.2924e+18,15.438,0.55512,0.074142,0.93359
D,4.8633e+18,16.642,0.55625,0.23575,0.49922
D,1.4084e+19,5.7385,0.2936,0.24816,0.46312
D,1.5177e+19,21.901,1.2663,0.20435,0.59335
D,1.2535e+19,31.791,2.1326,0.2852,0.36177
D,1.3084e+19,8.1132,1.1847,0.28914,0.35168
D,7.4254e+18,12.188,0.25934,0.28889,0.35233
D,7.0085e+18,22.371,0.54964,0.29699,0.33204
D,1.1804e+19,11.834,0.93606,0.29264,0.34285
D,1.0939e+19,7.9448,0.074448,0.28168,0.37092
D,1.5861e+19,4.566,0.79423,0.30928,0.30249
D,1.7706e+19,21.964,2.6305,0.28766,0.35546
D,1.0628e+19,10.635,1.5042,0.26067,0.42769
D,1.3987e+19,12.973,1.9166,0.21206,0.56999
D,1.1383e+19,10.328,0.49612,0.21134,0.57217
D,1.408e+19,8.6251,1.4242,0.19569,0.61961
D,9.6857e+18,11.393,0.43721,0.24779,0.46418
D,1.046e+19,10.134,0.90032,0.27278,0.39451
D,1.9502e+19,14.239,2.1211,0.20316,0.59695
D,6.5161e+18,11.19,0.20828,0.25531,0.44274
D,1.6681e+19,5.5633,0.85925,0.16807,0.70252
D,9.9752e+18,14.35,1.2825,0.22433,0.53311
D,1.1477e+19,19.092,1.0781,0.27046,0.40076
D,1.8849e+19,6.5453,0.59129,0.13568,0.79445
D,1.2063e+19,18.817,1.7194,0.28912,0.35174
D,1.5546e+19,37.177,2.9836,0.30681,0.30832
D,1.3564e+19,10.571,0.97976,0.28731,0.35635
D,7.4952e+18,21.566,0.64677,0.16927,0.69896
D,1.1908e+19,8.6963,0.56512,0.25958,0.43072
D,1.5768e+19,4.8449,0.17731,0.19354,0.62611
D,2.0412e+19,3.9241,0.22462,0.17415,0.68448
D,2.3571e+19,4.4424,0.46034,0.21473,0.56195
D,1.4845e+19,14.063,1.1307,0.24455,0.47352
D,1.6764e+19,9.3774,1.3194,0.29694,0.33216
D,1.3211e+19,14.248,1.0339,0.25812,0.43481
D,1.6022e+19,10.99,1.5553,0.27092,0.39954
D,7.9625e+18,12.306,0.43384,0.16912,0.69941
D,7.0666e+18,9.6859,0.082214,0.18102,0.66391
D,9.8808e+18,9.0599,0.63799,0.2502,0.45726
D,1.0586e+19,34.713,1.1129,0.28627,0.35902
D,9.675e+18,10.492,1.2819,0.21019,0.57566
D,1.1146e+19,9.6449,1.0361,0.29717,0.33159
D,1.2842e+19,11.936,1.0115,0.23014,0.5158
D,9.9382e+18,17.193,1.1662,0.19982,0.60709
D,1.6043e+19,8.9639,0.9092,0.19357,0.62602
D,8.2349e+18,19.681,1.4288,0.17798,0.67303
D,1.5658e+19,17.274,2.5146,0.28532,0.36147
D,1.4221e+19,37.771,1.8788,0.26026,0.42883
D,1.6292e+19,12.521,2.4242,0.25657,0.43917
D,1.3833e+19,11.058,1.4462,0.27997,0.37539
D,1.662e+19,31.082,3.6067,0.30738,0.30697
D,9.0169e+18,17.653,1.2527,0.12794,0.81497
D,6.0863e+18,20.521,0.33881,0.14113,0.7796
D,8.6024e+18,16.174,0.80249,0.25579,0.44137
D,1.7108e+19,16.41,2.1716,0.23383,0.50487
D,1.0728e+19,8.3455,0.22982,0.15602,0.73765
D,1.2964e+19,6.5967,0.34652,0.18386,0.65536
D,9.3886e+18,12.779,0.73041,0.13954,0.78396
D,7.728e+18,47.442,1.5589,0.28212,0.36975
D,6.9062e+18,15.702,0.14345,0.15554,0.73903
D,1.2553e+19,12.388,1.4199,0.28587,0.36004
D,7.7678e+18,10.086,0.57529,0.22752,0.52357
D,1.6078e+19,19.903,2.6241,0.28574,0.36037
D,7.141e+18,15.65,0.35478,0.24259,0.47921
D,9.2263e+18,12.051,1.1784,0.29178,0.34501
D,2.0243e+19,18.001,2.4412,0.20892,0.57951
D,4.9973e+18,52.013,0.28002,0.2751,0.38828
D,1.0272e+19,8.1187,0.67758,0.28714,0.35678
D,1.1407e+19,16.433,1.0133,0.20672,0.58615
D,1.6925e+19,8.6204,1.761,0.22092,0.54332
D,1.7154e+19,13.032,2.7609,0.2255,0.5296
D,1.1511e+19,16.241,2.0196,0.26307,0.42102
D,7.4162e+18,30.633,1.0558,0.26171,0.42478
D,6.8496e+18,15.277,0.61581,0.19698,0.61569
D,2.3293e+19,25.322,5.1286,0.2693,0.40392
D,1.301e+19,9.3056,0.89463,0.28655,0.3583
D,1.169e+19,5.5231,0.44673,0.30448,0.31385
D,1.9903e+19,5.9302,1.3366,0.24889,0.46101
D,1.8065e+19,11.617,1.8244,0.28437,0.36393
D,1.4174e+19,4.7088,0.34449,0.30776,0.30607
D,1.3132e+19,13.712,0.89996,0.28979,0.35002
D,1.7582e+19,16.32,2.85,0.26228,0.4232
D,1.3268e+19,6.8133,0.46293,0.2775,0.3819
D,1.7258e+19,4.8276,0.81815,0.27175,0.39729
D,1.3305e+19,5.5043,0.67234,0.18018,0.66643
D,1.1046e+19,15.373,1.3803,0.28314,0.36712
D,9.9045e+18,11.257,0.2653,0.29524,0.33635
D,1.1759e+19,36.021,1.4135,0.28421,0.36432
D,1.2147e+19,7.9738,0.95999,0.28397,0.36494
D,1.506e+19,5.5544,0.40589,0.22965,0.51724
D,1.171e+19,6.446,0.10624,0.30911,0.30289
D,1.5875e+19,37.168,2.6222,0.28429,0.36412
D,1.9293e+19,77.471,4.9345,0.30018,0.32422
D,1.1631e+19,9.682,0.68539,0.22211,0.53974
D,1.0223e+19,12.228,0.44135,0.26704,0.41008
D,1.495e+19,8.0738,1.9513,0.21391,0.56441
D,6.7006e+18,18.68,0.43025,0.28401,0.36484
D,2.2615e+19,8.4924,2.3348,0.28221,0.36953
D,2.0925e+19,4.3108,1.0458,0.25046,0.45651
D,2.4035e+19,22.718,2.9204,0.26351,0.41981
D,1.1262e+19,9.7253,0.56542,0.29593,0.33466
D,7.2115e+18,11.832,0.38143,0.28613,0.35938
D,5.6195e+18,25.261,0.16017,0.27033,0.40113
D,1.429e+19,6.4853,0.80242,0.23259,0.50855
D,1.3303e+19,32.593,2.2632,0.26123,0.42612
D,1.0865e+19,16.747,1.5313,0.24082,0.48435
D,8.4061e+18,30.16,0.87652,0.13237,0.80331
D,1.4008e+19,12.319,1.9906,0.27163,0.3976
D,1.5771e+19,16.049,2.1336,0.28423,0.36428
D,1.4986e+19,18.298,1.8525,0.29188,0.34477
D,1.034e+19,28.435,0.83202,0.22938,0.51806
D,1.1655e+19,9.1192,0.67327,0.25593,0.44098
D,1.1791e+19,9.6907,0.66958,0.27515,0.38817
D,1.1822e+19,16.168,1.4193,0.14321,0.77386
D,1.0083e+19,12.515,0.79434,0.30354,0.31609
D,8.3156e+18,8.6084,0.16489,0.26564,0.41392
D,1.2062e+19,10.133,0.68907,0.29741,0.33099
D,1.2679e+19,20.294,1.4498,0.24203,0.48082
D,1.63e+19,23.89,1.9505,0.24704,0.46632
D,1.1388e+19,8.4232,0.2955,0.28758,0.35565
D,1.5984e+19,7.8628,1.5432,0.19623,0.61797
D,1.7635e+19,4.5834,0.90949,0.24516,0.47174
D,1.4299e+19,13.866,1.4967,0.15486,0.741
D,6.6048e+18,23.943,0.31193,0.29293,0.34212
D,1.3433e+19,13.988,1.1102,0.15658,0.73603
D,1.4848e+19,7.1333,0.8861,0.29147,0.34579
D,1.1007e+19,15.916,1.2614,0.28943,0.35095
D,1.2024e+19,10.99,1.3759,0.27492,0.38878
D,5.8311e+18,16.657,0.18095,0.23691,0.49582
D,9.2216e+18,19.044,0.71052,0.29501,0.33692
D,7.0995e+18,15.03,0.12265,0.27199,0.39665
D,1.672e+19,5.3292,0.1034,0.30055,0.32332
D,1.3544e+19,8.0403,0.68042,0.26778,0.40806
D,1.5533e+19,10.515,1.7775,0.30176,0.32038
D,1.4394e+19,7.0144,1.8966,0.18644,0.6476
D,1.0018e+19,6.8299,0.24527,0.28597,0.3598
D,4.8705e+18,21.604,0.39858,0.24922,0.46006
D,4.4898e+18,40.709,0.34015,0.23163,0.51138
D,1.1878e+19,11.542,0.99313,0.28132,0.37185
D,8.9809e+18,9.8611,0.38497,0.18652,0.64736
D,8.924e+18,12.508,0.47218,0.18731,0.64495
D,2.1693e+19,6.9395,2.1129,0.212,0.57017
D,2.853e+19,15.347,2.911,0.25566,0.44173
D,1.7096e+19,24.381,2.9158,0.30048,0.32347
D,7.2785e+18,34.271,0.77143,0.27692,0.38344
D,1.1429e+19,9.0051,0.70191,0.30192,0.31999
D,1.5203e+19,10.579,0.72818,0.30303,0.31733
D,1.3414e+19,13.379,0.89183,0.20507,0.59115
D,1.5072e+19,20.267,2.9158,0.27009,0.40179
D,9.6094e+18,10.268,0.80331,0.23019,0.51566
D,1.2918e+19,8.2387,0.29829,0.27671,0.384
D,1.2593e+19,4.4041,0.088092,0.26772,0.40823
D,1.3499e+19,7.2878,0.14053,0.2983,0.32881
D,1.0377e+19,13.511,0.74937,0.27961,0.37635
D,1.1141e+19,16.496,1.2282,0.30668,0.30862
D,8.5966e+18,14.815,1.0098,0.2811,0.37243
D,9.4257e+18,15.281,0.78627,0.27179,0.39718
D,8.911e+18,7.9226,0.1997,0.1994,0.60834
D,1.5609e+19,9.0586,1.1997,0.27971,0.37608
D,1.2762e+19,10.117,1.2298,0.17405,0.68477
D,6.8656e+18,14.441,0.32962,0.15395,0.74359
D,1.2267e+19,7.3009,0.504,0.10217,0.87766
D,1.1179e+19,6.6588,0.45913,0.21657,0.55639
D,1.1098e+19,12.078,0.51033,0.29191,0.34467
D,1.1122e+19,7.4388,0.20055,0.18048,0.66555
D,1.0416e+19,14.715,0.99744,0.27674,0.38392
D,1.1535e+19,12.845,0.81602,0.2613,0.42594
D,1.7364e+19,9.6245,1.9873,0.1785,0.67149
D,1.9474e+19,11.838,1.937,0.30861,0.30408
D,1.2263e+19,18.82,1.4826,0.094915,0.8935
D,1.7932e+19,7.927,1.1772,0.27252,0.3952
D,5.1446e+18,18.249,0.20753,0.24433,0.47415
D,1.0321e+19,16.895,0.96266,0.19816,0.61211
D,1.746e+19,20.055,3.2462,0.23297,0.50742
D,1.722e+19,16.884,2.2621,0.25989,0.42987
D,9.1865e+18,15.126,0.62588,0.23916,0.48921
D,1.9854e+19,14.29,2.4476,0.28209,0.36983
D,8.3618e+18,7.6708,0.62091,0.30462,0.3135
D,2.1727e+19,16.333,2.9711,0.29938,0.32615
D,1.3582e+19,7.6712,0.47748,0.29116,0.34658
D,1.2467e+19,8.4827,0.48678,0.21653,0.5565
D,1.7321e+19,14.932,1.9469,0.22564,0.5292
D,1.6208e+19,16.676,1.8127,0.20219,0.59989
D,8.3847e+18,9.246,0.2519,0.23479,0.50204
D,1.147e+19,5.6492,0.25631,0.24084,0.4843
D,4.7998e+18,28.454,0.23794,0.19495,0.62185
D,6.0182e+18,21.235,0.32434,0.2982,0.32906
D,6.0877e+18,19.663,0.55179,0.30636,0.30937
D,1.3134e+19,11.295,0.96599,0.28573,0.3604
D,1.088e+19,10.581,0.63399,0.27932,0.3771
D,1.5376e+19,4.8364,0.36996,0.28792,0.35478
D,1.7184e+19,15.304,1.7282,0.30332,0.31662
D,1.5543e+19,4.1039,0.45932,0.24733,0.46548
D,2.2538e+19,3.0698,0.14011,0.28608,0.35951
D,1.716e+19,6.1517,0.3671,0.2229,0.53736
D,1.0254e+19,9.5341,0.84963,0.23773,0.49339
D,1.4597e+19,9.8797,1.1624,0.206,0.58835
D,7.0417e+18,21.364,1.0935,0.25632,0.43988
D,1.5718e+19,9.2764,1.7016,0.25804,0.43504
D,1.0285e+19,10.985,0.38495,0.2979,0.32978
D,9.8449e+18,5.2612,0.0079431,0.081329,0.92065
D,6.462e+18,20.608,0.43921,0.22789,0.52248
D,7.8433e+18,10.142,0.61851,0.26971,0.40282
D,2.6294e+19,5.9142,2.9246,0.29332,0.34115
D,1.9181e+19,7.6619,1.893,0.24896,0.4608
D,1.0565e+19,6.4254,0.29744,0.1483,0.75965
D,6.5448e+18,39.012,0.72763,0.29794,0.3297
D,8.262e+18,25.673,0.64435,0.30874,0.30376
D,9.567e+18,14.544,0.65742,0.18718,0.64537
D,2.1316e+19,19.168,2.9263,0.25678,0.43859
D,8.6902e+18,14.141,0.98717,0.26485,0.4161
D,1.4273e+19,12.161,1.599,0.11075,0.85786
D,1.3627e+19,13.506,1.0951,0.25418,0.44593
D,5.2847e+18,31.713,0.50236,0.22091,0.54335
D,1.2425e+19,4.9708,0.14493,0.1674,0.70449
D,1.4264e+19,7.5211,0.2821,0.28296,0.36757
D,1.0116e+19,15.619,0.65492,0.27666,0.38414
D,1.3314e+19,12.588,1.1172,0.29875,0.32771
D,8.1667e+18,9.3634,0.415,0.23976,0.48746
D,1.5888e+19,9.3989,1.1865,0.28449,0.36362
D,1.9344e+19,11.5,1.4321,0.27949,0.37665
D,1.0194e+19,10.356,0.34742,0.22575,0.52886
D,2.0816e+19,16.581,3.0041,0.22917,0.51867
D,1.235e+19,7.1641,0.84032,0.30294,0.31754
D,1.8135e+19,13.336,1.7059,0.21996,0.5462
D,1.2588e+19,6.1049,0.084798,0.22866,0.5202
D,7.9066e+18,25.338,0.7504,0.2957,0.33522
D,1.006e+19,10.651,1.0153,0.2791,0.37769
D,1.4682e+19,11.485,2.3831,0.17577,0.67963
D,1.3057e+19,10.348,0.93386,0.28342,0.36639
D,2.1388e+19,14.256,2.8483,0.24945,0.4594
D,1.6678e+19,16.576,2.8022,0.30111,0.32195
D,8.9591e+18,31.774,0.71573,0.26386,0.41884
D,1.2867e+19,9.5045,1.0471,0.27538,0.38755
D,1.6022e+19,19.81,2.0414,0.24309,0.47776
D,2.3531e+19,10.097,3.6717,0.26053,0.42808
D,1.0785e+19,10.773,0.87944,0.23607,0.49828
D,1.1967e+19,9.1008,0.64315,0.20566,0.58937
D,1.1876e+19,6.6925,0.58076,0.28083,0.37313
D,1.3691e+19,15.539,1.8854,0.2994,0.32612
D,1.1881e+19,9.9256,0.36008,0.29937,0.32618
D,5.7883e+18,28.26,0.29243,0.21937,0.54796
D,9.9971e+18,11.443,0.97863,0.22985,0.51664
D,7.1407e+18,34.418,0.58422,0.28347,0.36624
D,1.2404e+19,11.092,1.2603,0.28434,0.36399
D,1.7556e+19,12.871,2.2663,0.26064,0.42778
D,1.6221e+19,8.2967,1.1604,0.26169,0.42485
D,1.896e+19,7.9398,1.0721,0.12568,0.82082
D,7.0744e+18,23.829,0.61753,0.23669,0.49645
D,9.4589e+18,18.667,1.8277,0.30544,0.31155
D,8.584e+18,21.818,0.67392,0.27724,0.38259
D,1.2433e+19,12.139,1.9639,0.30898,0.30321
D,1.4682e+19,8.0874,0.92591,0.21398,0.56421
D,8.143e+18,9.8506,0.12649,0.30282,0.31783
D,1.0015e+19,59.693,1.1172,0.30454,0.31369
D,1.7297e+19,10.995,1.9252,0.21032,0.57527
D,1.01e+19,9.2441,0.38531,0.3027,0.31812
D,1.1316e+19,13.976,1.4315,0.13526,0.79558
D,1.8361e+19,7.9484,1.589,0.16788,0.70308
D,1.3764e+19,5.6717,0.024484,0.20341,0.5962
D,1.4533e+19,9.8021,0.62512,0.30862,0.30405
D,1.3162e+19,7.3822,0.10897,0.21493,0.56133
D,1.3105e+19,109.68,3.027,0.28783,0.35503
D,1.5414e+19,15.392,1.8903,0.17567,0.67994
D,8.432e+18,11.756,0.20621,0.30402,0.31494
D,9.1833e+18,11.175,0.23678,0.17333,0.68693
D,1.3707e+19,12.539,1.2397,0.22197,0.54016
D,1.0376e+19,13.267,0.91458,0.22579,0.52875
D,1.8802e+19,16.416,2.9091,0.27774,0.38128
D,1.7558e+19,16.572,2.5691,0.22439,0.53291
D,2.1792e+19,22.609,2.6941,0.18409,0.65466
D,2.3756e+19,20.942,3.0351,0.25575,0.44148
D,1.7576e+19,8.2023,1.4038,0.2207,0.54396
D,1.583e+19,6.6349,1.5638,0.23383,0.50486
D,1.5537e+19,7.4303,0.36943,0.23041,0.51498
D,1.4044e+19,8.4197,0.83837,0.18522,0.65128
D,6.7819e+18,10.371,0.23167,0.26506,0.41552
D,2.4235e+19,19.487,5.1124,0.3051,0.31238
D,1.3563e+19,11.48,1.7862,0.26906,0.40456
D,1.3503e+19,16.676,1.5932,0.21392,0.56439
D,5.3078e+18,19.922,0.12188,0.268,0.40747
D,9.5833e+18,26.446,1.1748,0.27811,0.3803
D,1.1006e+19,14.315,1.0313,0.15537,0.73953
D,8.1777e+18,16.022,0.50698,0.25722,0.43736
D,1.263e+19,8.7394,0.65111,0.19963,0.60765
D,1.2742e+19,9.9853,0.73821,0.25732,0.43706
D,1.9598e+19,8.3841,2.2283,0.29928,0.32641
D,1.4513e+19,10.731,1.7919,0.30572,0.31088
D,1.1322e+19,11.898,0.89279,0.25051,0.45638
D,1.7952e+19,14.454,3.0238,0.17834,0.67195
D,1.8925e+19,8.575,2.1248,0.24432,0.47417
D,1.5296e+19,6.1601,0.62938,0.26812,0.40713
D,1.6414e+19,15.558,2.1005,0.27073,0.40004
D,1.309e+19,9.5644,0.98637,0.20022,0.60587
D,1.2372e+19,23.189,1.774,0.28803,0.35452
D,9.0245e+18,11.926,0.32278,0.26365,0.41942
D,6.2825e+18,30.668,0.25051,0.29095,0.3471
D,1.1239e+19,26.383,1.8509,0.18958,0.6381
D,7.8353e+18,9.1469,0.2806,0.22982,0.51673
D,1.687e+19,14.14,1.8643,0.30694,0.30801
D,8.6992e+18,40.559,1.6151,0.306,0.31023
D,1.2035e+19,10.12,1.1135,0.14941,0.75651
D,1.4074e+19,9.3593,0.76442,0.27154,0.39785
D,6.549e+18,28.44,0.76149,0.2431,0.47773
D,1.4853e+19,11.41,1.7612,0.20961,0.57742
D,1.2998e+19,4.0446,0.079312,0.23788,0.49296
D,1.5672e+19,9.3719,1.8413,0.23065,0.51427
D,1.5597e+19,13.664,2.0023,0.2988,0.32757
D,1.3084e+19,8.8665,1.5936,0.26198,0.42403
D,1.573e+19,8.4842,1.0846,0.19135,0.63275
D,1.4892e+19,6.1466,0.28707,0.22163,0.54117
D,8.6876e+18,9.027,0.53235,0.30258,0.3184
D,1.713e+19,13.542,3.4187,0.28799,0.35462
D,1.1358e+19,9.6231,0.7113,0.29653,0.33317
D,1.7477e+19,11.89,1.3424,0.27731,0.3824
D,1.9449e+19,12.809,2.0581,0.298,0.32955
D,7.5614e+18,19.772,0.28792,0.25613,0.44042
D,6.4493e+18,17.997,0.52303,0.20588,0.58871
D,6.7947e+18,15.244,0.25664,0.28635,0.35881
D,8.1935e+18,34.13,0.71094,0.29227,0.34378
D,7.5949e+18,9.1811,0.041597,0.3041,0.31474
D,1.739e+19,11.959,2.3336,0.30561,0.31116
D,1.9324e+19,23.87,3.2718,0.14159,0.77835
D,2.3123e+19,11.08,2.6792,0.29985,0.32501
D,1.1273e+19,12.688,0.99174,0.24794,0.46373
D,1.6435e+19,11.086,1.5147,0.21875,0.54983
D,1.5514e+19,35.367,1.5182,0.30808,0.30532
