meander_id,cuenca,tipo_canal_codigo,tipo_canal_nombre,slope_t1_pct,slope_t2_pct,migration_m_yr_t1,migration_m_yr_t2,migration_norm_t1,migration_norm_t2,curvatura_R_t1,curvatura_R_t2,sinuosidad_C_t1,sinuosidad_C_t2
UYTRB_M027,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.66388521,0.653986239,0.617,0.50905,0.01705,0.01346,3.23586,2.9726,2.57062,2.5128
UYTRB_M028,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.549861606,0.543416111,0.45033,0.57635,0.01169,0.01385,3.63107,3.24673,2.18921,2.08843
UYTRB_M029,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.551727053,0.540075681,0.81233,0.98381,0.02144,0.02355,2.72013,2.42958,2.76535,2.63852
UYTRB_M030,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.421224387,0.414805141,0.51333,0.80508,0.01377,0.02135,5.40771,5.25743,3.43913,3.42928
UYTRB_M031,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,2.05516461,1.96209141,0.67667,1.16476,0.01899,0.03229,4.86265,4.83613,3.31357,3.3029
UYTRB_M032,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.140715971,0.141490942,0.63967,0.78206,0.01766,0.02228,2.48322,2.42281,2.92878,2.97036
UYTRB_M033,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.083261002,0.078315949,0.15433,0.67365,0.00431,0.01759,2.56281,2.38731,2.3624,2.27348
UYTRB_M034,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.295877491,1.245092007,0.467,0.7381,0.01367,0.02061,2.99496,2.77233,2.68503,2.62464
UYTRB_M035,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.129784122,0.129062847,0.91733,1.12095,0.02821,0.03296,3.4249,3.28184,3.02982,2.97316
UYTRB_M036,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.180117451,0.170242067,0.48833,0.68254,0.01603,0.01977,1.8143,1.41395,2.90605,2.74745
UYTRB_M037,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.300738588,0.283503358,0.87333,0.92683,0.03113,0.02917,2.4893,2.05841,3.35204,3.18646
UYTRB_M038,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.695472626,0.656186241,0.42133,1.19603,0.01135,0.03486,2.16033,2.31234,3.08141,3.18368
UYTRB_M039,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.726737874,1.568954867,0.35967,0.55651,0.01238,0.01807,2.87164,2.65033,3.65197,3.57253
UYTRB_M040,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.434224095,1.338270019,0.533,0.60127,0.01799,0.01653,1.62313,1.3195,3.83747,3.5741
UYTRB_M041,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.212193662,1.179746306,0.85767,0.52222,0.02433,0.01363,3.60312,3.142,3.41022,3.29964
UYTRB_M042,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.829544792,0.772054826,0.57667,0.77889,0.01554,0.02341,3.53787,3.97802,3.29242,3.4416
UYTRB_M043,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.209009705,0.210250805,0.27333,0.65381,0.00797,0.01627,2.91002,2.36603,3.42406,3.21989
UYTRB_M044,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.051405047,0.048761507,0.702,0.86444,0.02119,0.02425,3.0739,2.75184,3.53441,3.44116
UYTRB_M045,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.366800425,0.356376747,0.55033,0.47111,0.01581,0.01241,2.04506,1.76889,3.45268,3.34335
UYTRB_M046,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.278079529,0.270186027,0.43267,0.81429,0.01178,0.02119,3.35258,3.13685,3.33573,3.27501
UYTRB_M047,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.073403342,0.069617811,1.05133,0.86921,0.03402,0.0267,4.43584,3.38102,3.44802,3.38114
UYTRB_M048,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.099386454,0.096226776,0.70667,0.90492,0.02165,0.02489,2.38778,2.01248,3.29862,3.15473
UYTRB_M049,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.050739369,0.050049953,0.639,1.04016,0.02062,0.03151,2.7555,2.64861,3.43301,3.3509
UYTRB_M050,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.401053969,1.35971212,0.27567,0.41587,0.00647,0.00925,4.07626,3.70988,2.69976,2.63074
UYTRB_M051,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.877294491,0.867035708,0.1,0.4573,0.00305,0.01386,4.27781,4.10696,3.56755,3.5609
UYTRB_M052,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.512762519,1.494461087,0.37767,0.60556,0.01223,0.018,1.33044,1.16807,3.38743,3.28347
UYTRB_M053,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.849492026,0.841596865,0.76967,0.98857,0.01671,0.02108,1.29379,1.26551,2.94419,2.92387
UYTRB_M054,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.078173968,0.077787798,0.691,1.18714,0.0151,0.02459,4.21671,3.93882,2.8543,2.78883
UYTRB_M055,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.169224732,0.165618423,0.63467,1.41111,0.01395,0.02988,3.04377,2.90781,1.74842,1.70186
UYTRB_M056,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.111961708,0.107229963,0.32433,0.75222,0.00972,0.02173,2.27803,2.18477,2.37387,2.32857
UYTRB_M057,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.098452401,0.094132686,0.39733,0.50952,0.01229,0.01631,4.11944,4.56247,2.31847,2.37123
UYTRB_M058,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.143243924,0.137093864,0.59933,1.32545,0.01759,0.03825,7.18792,7.00047,3.59088,3.57012
UYTRB_M059,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.658392863,0.642990334,0.238,0.49587,0.0076,0.0146,3.89345,3.48517,2.84703,2.74227
UYTRB_M060,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.168702156,1.159734034,0.31967,0.77381,0.01102,0.00988,3.62067,2.17304,2.94412,2.00863
UYTRB_M061,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.243681288,0.24381946,0.32967,0.32111,0.01125,0.00871,4.99057,3.89946,3.57027,3.2823
UYTRB_M062,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.13841501,0.139453806,0.55767,0.86873,0.01631,0.0249,3.71185,3.4981,3.57629,3.5489
UYTRB_M063,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.657435181,0.629306819,0.16567,1.30825,0.00485,0.03449,2.94938,2.56028,3.682,3.55014
UYTRB_M064,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,1.144819691,1.108135562,0.09067,0.63238,0.00358,0.02097,2.76197,2.26649,4.14973,3.91391
UYTRB_M065,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.079672546,0.075117841,0.60067,0.74111,0.01957,0.02834,3.2251,3.76951,3.80829,4.03054
UYTRB_M066,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,1.093024164,1.056098972,0.23967,0.36365,0.00861,0.01526,2.72651,2.93886,3.82479,4.03261
UYTRB_M067,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.743664905,0.671411307,0.37967,0.55063,0.01377,0.01779,3.65243,3.03439,3.43219,3.29723
UYTRB_M068,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.201895802,0.174439903,0.64667,0.73365,0.02447,0.02563,2.37806,1.73897,3.82752,3.72995
UYTRB_M069,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.050931408,0.046645054,0.587,1.01905,0.02288,0.04084,3.20115,3.27081,3.05144,3.08485
UYTRB_M070,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.022015884,0.021160438,0.74667,0.81,0.02258,0.02545,4.05029,4.00066,2.327,2.36709
UYTRB_M071,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.572542985,0.526954259,0.43167,0.63587,0.01515,0.02322,3.53335,3.61822,3.22717,3.27239
UYTRB_M072,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.393375314,0.356568474,0.60367,0.49121,0.01608,0.01214,8.17102,8.14703,3.60041,3.51385
UYTRB_M073,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.442468087,0.364190374,0.757,1.54333,0.02139,0.04347,3.9954,4.53453,3.13237,3.14179
UYTRB_M074,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.14398157,0.160316358,0.28,0.66091,0.01061,0.02047,3.40238,2.74237,3.32105,3.07964
UYTRB_M075,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.562236013,0.459159661,0.35533,1.24079,0.01061,0.03864,4.47279,5.49955,2.70708,2.76171
UYTRB_M076,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.036175687,0.036510797,0.731,1.43079,0.0197,0.04195,6.14845,6.77803,2.64379,2.76671
UYTRB_M077,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.306451501,0.288894628,0.27367,0.70429,0.00703,0.02082,4.01467,4.7941,2.50809,2.70478
UYTRB_M078,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.047119247,0.054812791,1.23633,2.33848,0.03265,0.07704,4.73634,4.36696,2.56319,2.87044
UYTRB_M079,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.502047937,0.442866527,2.2425,4.99,0.05355,0.11811,3.67704,4.11311,2.19078,2.22536
UYTRB_M080,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.0689168,0.054521961,1.5815,2.11968,0.04665,0.06672,2.803,2.99204,2.59737,2.70968
UYTRB_M081,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.039234149,0.030075037,1.0965,1.70159,0.03943,0.05842,3.53163,3.45195,2.72452,2.69281
UYTRB_M082,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.102079009,0.073725773,1.43,2.76937,0.04447,0.09205,3.49352,3.75131,2.63702,2.77243
UYTRB_M083,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.03963025,0.034873381,1.3645,3.6681,0.04389,0.11591,3.12628,2.64566,2.35858,2.40827
UYTRB_M084,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.10647265,0.084245998,0.6145,2.68016,0.01565,0.08321,3.34614,3.8232,2.29285,2.3958
UYTRB_M085,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.140434645,0.071638797,1.1615,5.69556,0.04039,0.18375,2.13991,2.85775,2.61887,2.60521
UYTRB_M086,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,1.056457597,0.89197225,1.142,4.38444,0.04415,0.14461,3.46048,4.0888,3.30634,3.25663
UYTRB_M087,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.175478478,0.164050557,1.08423,1.89746,0.02754,0.05807,7.05898,8.87135,2.86348,3.1599
UYTRB_M088,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.357840433,0.398958276,1.69,2.25095,0.05715,0.07372,4.39043,4.91304,3.41986,3.39929
UYTRB_M089,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.0483299,0.049712908,8.1565,6.74364,0.21526,0.20058,4.7434,4.29605,3.27697,3.45152
UYTRB_M090,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.311059268,0.4976893,1.6635,3.50879,0.04357,0.09315,3.73883,3.18603,3.59525,3.70777
UYTRB_M091,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,2.010892333,1.977337515,1.4315,4.07381,0.041,0.13054,3.12883,3.64698,3.54775,3.75357
UYTRB_M092,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.215969116,0.497918424,2.6325,3.019,0.05947,0.07681,2.77152,2.37763,2.58657,2.75715
UYTRB_M093,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.46720603,0.557594907,3.695,3.03606,0.08342,0.06348,5.68076,4.35107,3.31139,3.23644
UYTRB_M094,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.764777412,0.779362481,4.68,4.16508,0.1076,0.10265,5.83784,6.45283,2.43114,2.57141
UYTRB_M095,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.205759392,0.173115208,2.17109,3.99254,0.05881,0.10075,4.85687,4.69306,2.71221,2.67822
UYTRB_M096,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.287633555,0.240433582,0.921,2.40841,0.02312,0.05422,5.10555,4.70119,2.84176,2.73786
UYTRB_M097,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.162238074,0.116902664,1.235,1.61,0.02137,0.02171,3.25824,3.485,1.86384,1.58909
UYTRB_M098,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.111329647,0.106972529,2.8565,4.71651,0.04313,0.08015,5.71275,6.33305,1.48928,1.72766
UYTRB_M099,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.344603432,0.317860127,0.96457,2.33762,0.02767,0.06481,6.64104,6.71099,2.81528,2.84592
UYTRB_M100,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.969724396,0.890934739,0.79739,2.50365,0.01818,0.01001,4.90475,1.09603,3.64388,1.41231
UYTRB_M101,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.356766978,0.347235083,2.417,1.65651,0.05249,0.04279,6.22632,7.90843,2.81569,3.08926
UYTRB_M102,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.109960964,0.101047217,1.2255,6.48254,0.03249,0.17162,7.86613,8.9059,3.73225,3.80157
UYTRB_M103,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.075872822,0.076611328,0.727,0.77603,0.01776,0.01557,6.18615,5.56778,2.74474,2.55029
UYTRB_M104,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.716550526,0.521394557,0.372,1.16921,0.0088,0.0262,3.79818,4.29582,3.71972,3.49665
UYTRB_M105,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.17805362,0.156355866,0.758,5.18921,0.01835,0.1082,4.53013,4.07964,3.80846,3.6858
UYTRB_M106,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.683937723,0.602076303,3.9475,8.61425,0.09644,0.18198,5.60101,4.66025,3.9231,3.78564
UYTRB_M107,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.26755137,0.345400276,4.193,10.249,0.06592,0.18623,4.16136,5.04305,2.478,2.69754
UYTRB_M108,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.0166231,0.018974222,1.3915,1.80762,0.02641,0.00852,8.37261,2.39437,1.98999,0.3114
UYTRB_M109,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.255831356,0.237904065,0.6095,1.94254,0.01175,0.03666,4.35793,4.31629,2.53348,2.61311
UYTRB_M110,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.022581137,0.029081885,5.5235,2.35254,0.11737,0.0555,4.14198,3.75568,2.8408,2.96857
UYTRB_M111,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.026379482,0.028098175,1.5065,2.44254,0.01886,0.01522,2.3372,0.92521,1.17025,0.25568
UYTRB_M112,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.018378299,0.019090284,0.872,1.1719,0.01498,0.01561,4.25884,2.74952,2.27313,2.03695
UYTRB_M113,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.068495262,0.077736117,4.8545,4.54175,0.06849,0.05007,4.51348,3.18027,1.76687,1.49063
UYTRB_M114,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.088605352,0.064409991,1.178,4.01921,0.02998,0.08549,4.17744,4.26497,2.62862,2.46948
UYTRB_M115,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.492702865,0.458716181,1.028,1.07636,0.00586,0.01803,5.03192,7.61492,1.32686,2.37202
UYTRB_M116,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.159559615,0.147538323,1.71478,3.22683,0.03784,0.07903,7.52334,8.30223,2.83619,2.99408
UYTRB_M117,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.154823327,0.138379256,1.4395,2.25317,0.02718,0.0408,4.71705,4.61269,1.77649,1.6974
UYTRB_M118,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.018112825,0.018830146,3.005,4.971,0.06661,0.0995,5.41645,4.75716,2.61083,2.42264
UYTRB_M119,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.1978186,0.186079557,0.554,1.88778,0.01382,0.03864,4.7244,4.57401,2.64945,2.55088
UYTRB_M120,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.097763258,0.119306234,0.779,1.7797,0.01611,0.03266,4.72135,4.47119,2.67482,2.57935
UYTRB_M121,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.092496048,0.092893375,0.9775,3.0754,0.02062,0.06455,8.93309,8.95925,2.52253,2.51866
UYTRB_M122,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.014450449,0.013279184,1.53769,2.38079,0.03314,0.05566,5.48352,7.7218,2.75946,2.94782
UYTRB_M123,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.044020987,0.035685026,1.59652,2.55545,0.03569,0.06058,6.82415,10.76692,2.24842,2.368
UYTRB_M124,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.025790811,0.024638633,0.9475,2.37,0.01864,0.03642,4.36893,4.02877,1.68472,1.50862
UYTRB_M125,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.259512063,0.319522137,0.52348,2.74127,0.00947,0.04955,4.17251,4.22952,1.6712,1.70924
UYTRB_M126,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.028824466,0.036695452,1.4163,3.79152,0.02462,0.04888,3.43595,2.9183,2.61162,2.30546
UYTRB_M127,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.110623803,0.100843443,0.767,2.37571,0.00963,0.0301,5.67083,6.56399,1.80769,1.84852
UYTRB_M128,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.053986498,0.061241612,1.45978,1.85061,0.03284,0.0409,8.86247,8.09066,2.57451,2.58271
UYTRB_M129,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.035396559,0.031434569,1.6795,2.35424,0.02147,0.0141,4.23938,3.09813,1.78724,0.96871
UYTRB_M130,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.235159561,0.217933986,1.0185,2.38667,0.01743,0.01541,3.3408,2.56697,2.02359,1.16962
UYTRB_M131,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.233365822,0.216879152,3.0365,4.32424,0.04848,0.07195,4.06136,4.47154,2.08597,2.20032
UYTRB_M132,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.060144271,0.059079177,1.0185,1.59778,0.01477,0.02117,6.35598,6.31909,2.03435,2.00231
UYTRB_M133,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.129856427,0.125268806,3.76587,7.07,0.06387,0.13696,5.35413,5.55102,3.22371,3.41862
UYTRB_M134,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.012620845,0.013333244,0.311,0.66952,0.00533,0.00965,5.76504,4.54608,3.62273,3.5385
UYTRB_M135,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.013524022,0.015936297,2.252,6.086,0.04438,0.13151,6.02987,6.75362,2.54602,2.72241
UYTRB_M136,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.408893432,0.348899687,0.9965,4.0654,0.0175,0.09,3.98938,5.24183,1.66363,1.98149
UYTRB_M137,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.193588198,0.184915042,3.78,5.12492,0.06798,0.10141,4.65681,5.74745,1.93951,2.12024
UYTRB_M138,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.020844298,0.012605174,4.572,13.8727,0.09197,0.28482,3.72974,5.52284,2.28963,2.35621
UYTRB_M139,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.049637953,0.039793604,4.328,4.38587,0.01843,0.0883,0.77899,4.50013,0.03815,2.15981
UYTRB_M140,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.045852104,0.029896409,2.146,2.66143,0.01407,0.06443,1.21044,6.87664,0.60498,2.42978
UYTRB_M141,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.012640148,0.010600519,4.6515,4.10905,0.01548,0.07306,1.2709,7.23311,-0.229,1.98806
