basin_id,export_ene,export_feb,export_mar,export_abr,export_may,export_jun,export_jul,export_ago,export_sep,export_oct,export_nov,export_dic
1529,0.03,0.04,0.06,0.1,0.2,0.17,0.14,0.1,0.09,0.08,0.05,0.03
1530,0.09,0.14,0.06,0.08,0.08,0.08,0.11,0.1,0.07,0.09,0.3,0.18
1531,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.03,0.01,0.0,0.0,0.0
1532,0.48,0.54,0.16,0.14,0.55,0.66,0.53,0.4,0.3,0.77,0.98,0.48
1533,0.01,0.01,0.02,0.05,0.07,0.04,0.03,0.03,0.01,0.01,0.01,0.0
1534,0.33,0.16,0.53,0.3,0.94,1.23,1.34,0.95,0.11,0.36,0.33,0.08
1535,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.03,0.04,0.0,0.0,0.0
1536,0.0,0.0,0.0,0.0,0.19,0.55,0.1,0.04,0.05,0.04,0.0,0.0
1537,0.01,0.01,0.01,0.01,0.05,0.22,0.07,0.09,0.05,0.02,0.01,0.01
1538,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.01,0.0,0.0,0.0
1539,0.0,0.0,0.0,0.01,0.01,0.03,0.02,0.02,0.01,0.0,0.0,0.0
1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,0.05,0.11,0.06,0.08,0.1,0.02,0.02,0.04,0.03,0.05,0.02,0.01
1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,0.01,0.01,0.01,0.07,0.05,0.06,0.02,0.03,0.02,0.01,0.01,0.01
1544,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.0
1545,0.0,0.0,0.0,0.0,0.04,0.2,0.09,0.05,0.04,0.0,0.0,0.0
1546,0.11,0.09,0.04,0.06,0.26,0.24,0.09,0.05,0.07,0.06,0.02,0.03
1547,0.0,0.0,0.01,0.07,0.18,0.05,0.04,0.06,0.06,0.01,0.01,0.0
1548,0.07,0.09,0.08,0.17,0.06,0.04,0.03,0.06,0.04,0.04,0.02,0.04
1549,17.41,11.95,19.22,22.57,15.8,10.58,11.87,13.66,16.32,20.53,19.28,16.16
1550,0.12,0.1,0.19,0.21,0.26,0.16,0.02,0.03,0.07,0.6,0.4,0.25
1551,11.85,16.51,15.76,25.89,30.43,21.13,8.43,10.16,10.53,7.09,3.98,11.54
1552,0.5,0.4,0.98,0.46,0.53,0.91,0.74,0.97,1.25,1.14,0.72,0.38
1553,0.69,0.42,1.2,1.58,1.85,1.62,0.34,0.05,0.78,3.41,2.45,1.91
1554,4.08,2.43,2.79,3.16,3.72,3.03,3.25,4.6,6.77,6.27,4.39,4.46
1555,26.25,22.14,35.73,35.31,39.34,17.69,23.44,29.3,29.99,30.15,25.72,26.06
1556,10.65,16.81,22.06,19.73,13.08,15.78,4.16,15.49,17.79,30.18,33.46,23.17
1557,0.97,0.25,1.35,2.79,4.25,2.46,0.38,0.09,1.46,8.19,4.72,3.05
1558,0.61,0.68,0.39,0.37,0.4,0.31,0.2,0.13,0.33,0.6,0.32,0.33
1559,4.31,2.54,2.76,2.02,1.63,4.52,2.01,2.89,2.99,5.97,4.53,6.03
1560,2.46,1.21,2.26,2.49,2.67,2.16,1.14,1.88,1.59,2.71,3.99,2.79
1562,6.24,7.82,12.77,8.55,9.17,4.85,7.49,6.4,4.94,5.7,6.89,6.26
1563,0.42,0.55,0.53,0.35,0.45,0.09,0.45,0.34,0.44,0.78,0.37,0.54
1564,1.31,0.87,4.07,8.2,7.02,4.52,1.56,1.37,3.05,2.54,1.57,1.43
1565,0.05,0.04,0.1,0.12,0.09,0.14,0.05,0.09,0.1,0.21,0.23,0.2
1566,0.82,0.76,2.03,2.18,2.42,1.8,0.82,1.35,1.25,1.93,2.15,1.89
1567,19.86,21.56,34.57,19.17,31.49,16.61,23.09,16.64,13.32,17.43,26.87,19.96
1568,27.24,18.9,35.38,20.3,16.77,11.51,17.59,7.81,12.23,15.35,37.48,32.04
1569,13.39,9.79,11.44,11.19,15.11,15.24,4.72,6.32,24.98,30.02,21.29,19.54
1570,34.95,16.76,44.7,46.48,35.06,43.18,13.68,64.95,68.97,68.64,79.79,68.03
1571,0.36,0.56,0.65,0.75,0.47,0.3,0.68,0.54,0.58,0.65,0.6,0.48
1572,6.21,5.02,5.65,5.09,3.57,4.96,3.62,3.05,3.04,5.88,5.1,4.0
1573,2.75,2.09,7.13,11.34,6.67,6.64,2.96,3.9,4.11,7.04,10.56,9.15
1574,0.59,0.87,1.22,0.8,0.36,0.17,0.4,0.52,0.53,0.81,0.55,0.65
1575,8.07,9.15,9.97,5.84,9.71,14.52,10.86,16.31,24.01,25.18,13.7,13.2
1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1577,1.18,1.41,1.97,0.62,0.47,0.28,0.46,0.42,0.38,0.58,0.76,1.45
1578,0.03,0.02,0.63,1.72,1.39,0.47,0.11,0.1,0.07,0.11,0.05,0.05
1579,1.31,1.54,1.76,1.16,1.44,0.97,1.45,1.08,1.05,1.18,1.79,1.22
1580,13.8,10.69,17.4,9.88,15.02,5.93,7.42,8.79,7.13,6.23,11.11,10.48
1581,0.14,0.21,0.13,0.09,0.09,0.18,0.13,0.2,0.31,0.51,0.32,0.18
1582,1.53,1.58,2.08,1.96,1.59,1.68,1.19,1.6,1.81,2.87,1.83,1.43
1583,15.85,14.87,18.08,14.54,9.57,3.96,8.08,3.96,8.31,15.17,12.28,15.55
1584,0.6,0.54,0.78,0.53,0.58,0.5,0.32,0.24,0.52,0.75,0.5,0.57
1585,87.04,104.34,123.38,61.54,75.93,95.5,40.55,120.38,134.9,172.66,105.79,109.16
1586,5.96,5.93,4.17,9.15,10.57,9.92,9.58,11.04,10.98,9.04,10.07,9.79
1588,22.08,14.2,21.83,32.0,18.86,14.61,18.61,21.12,23.54,19.04,21.72,18.8
1591,0.84,0.87,0.98,0.75,1.11,0.37,0.42,0.36,0.5,0.47,0.83,0.68
1592,6.35,11.55,14.21,11.87,13.14,10.79,12.44,12.65,13.4,12.81,18.27,9.51
1593,0.06,0.02,0.16,1.21,0.54,0.36,0.25,0.19,0.17,0.1,0.08,0.06
1594,0.07,0.05,0.12,0.07,0.12,0.08,0.07,0.07,0.08,0.12,0.32,0.29
1595,0.66,0.48,0.74,0.34,0.75,0.47,0.36,0.26,0.78,0.94,0.82,0.77
1596,0.02,0.01,0.16,0.78,0.14,0.05,0.02,0.02,0.01,0.01,0.01,0.02
1597,0.14,0.16,0.17,0.17,0.18,0.07,0.16,0.19,0.1,0.12,0.17,0.14
1598,2.37,2.43,4.06,7.51,7.66,6.71,1.84,4.4,4.31,5.86,5.1,8.69
1599,2.68,3.33,3.7,4.81,3.71,4.84,4.84,5.25,3.84,5.58,5.73,3.28
1600,1.02,0.35,0.65,0.98,0.88,0.6,0.56,0.84,0.98,1.09,1.2,0.95
1601,4.75,3.55,4.21,3.99,3.72,2.43,1.19,1.12,0.9,3.02,6.51,5.51
1602,0.33,0.43,0.55,0.4,0.52,0.42,0.41,0.52,0.47,0.31,0.19,0.22
1603,11.54,12.95,12.14,11.45,11.8,9.13,16.16,18.74,11.06,13.34,10.62,7.97
1604,6.21,6.0,8.22,7.21,8.87,6.35,6.34,6.94,6.17,7.79,9.37,8.74
1605,8.34,6.17,7.36,7.48,9.19,5.22,5.51,6.23,7.95,12.56,12.59,12.38
1606,1.24,0.18,0.4,1.45,3.72,4.16,4.58,3.58,3.85,6.42,4.71,1.6
1607,5.38,6.88,9.57,5.67,6.31,6.27,3.21,5.31,7.96,6.91,7.06,5.75
1608,0.05,0.06,0.07,0.05,0.07,0.07,0.07,0.12,0.08,0.05,0.03,0.04
1609,33.12,32.43,47.09,48.93,53.8,42.51,39.24,69.61,68.72,42.83,41.53,27.56
1610,3.4,2.91,2.7,2.56,1.84,1.05,1.2,1.27,1.4,1.3,2.54,2.73
1611,23.08,22.52,23.61,22.94,20.61,15.12,24.07,31.64,22.56,21.31,19.45,19.76
1612,0.3,0.28,0.44,0.6,0.42,0.3,0.27,0.36,0.26,0.88,1.3,1.54
1613,9.3,9.17,11.71,10.15,12.64,16.17,9.23,12.2,10.69,10.68,14.42,30.79
1614,0.11,0.08,0.14,0.16,0.28,2.57,1.24,0.76,0.53,0.31,0.16,0.2
1615,1.61,0.37,0.26,0.45,1.86,7.33,5.55,4.66,16.81,20.2,7.49,2.9
1616,0.48,0.26,0.38,1.38,1.35,2.5,4.93,2.98,3.1,4.07,2.0,0.62
1617,580.0,484.74,439.4,567.44,384.1,169.53,143.08,125.54,216.94,595.22,602.15,484.88
1618,33.43,30.68,33.16,32.01,46.34,35.11,55.3,53.83,45.49,31.25,30.36,30.04
1619,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
1620,0.19,0.14,0.23,0.16,0.15,0.08,0.11,0.12,0.18,0.17,0.18,0.17
1621,1.79,1.52,1.35,1.11,1.17,0.7,0.72,0.86,1.5,1.85,1.8,1.28
1622,1.21,1.27,1.07,0.78,0.58,0.4,0.33,0.3,0.38,1.06,0.67,0.65
1623,1.38,1.84,3.48,5.34,5.51,6.36,2.36,5.66,4.46,3.02,5.33,10.44
1624,0.21,0.35,0.62,0.39,0.5,0.5,0.69,0.67,0.26,0.22,0.33,0.26
1625,0.12,0.13,0.24,0.31,0.3,0.45,0.52,0.52,0.09,0.06,0.05,0.05
1626,0.03,0.03,0.04,0.09,0.91,0.4,0.12,0.17,0.11,0.05,0.04,0.04
1627,0.22,0.03,0.1,0.52,1.26,1.06,1.04,0.34,0.49,2.54,2.28,0.74
1628,0.19,0.26,0.45,0.31,0.27,0.84,1.17,2.45,0.52,0.21,0.15,0.2
1629,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02
1630,0.96,0.6,0.81,1.09,4.69,4.95,4.06,5.13,11.38,9.26,3.0,1.88
1632,0.41,0.54,1.74,2.09,1.3,1.55,1.28,1.31,0.51,0.76,0.95,1.77
1634,0.17,0.12,0.25,0.19,0.1,0.08,0.03,0.06,0.07,0.17,0.19,0.24
1635,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1637,0.1,0.03,0.05,0.07,0.17,0.62,0.76,1.02,2.09,1.37,0.45,0.23
1638,0.01,0.01,0.02,0.04,0.05,0.04,0.02,0.08,0.11,0.03,0.02,0.02
1640,0.0,0.0,0.0,0.0,2.34,1.5,0.53,1.34,0.93,0.18,0.0,0.0
1641,0.03,0.05,0.03,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.05
1642,7.28,5.5,4.6,12.73,18.67,16.31,10.25,19.16,16.49,11.62,12.25,11.29
1643,6.15,9.52,11.7,14.15,2.17,1.26,0.92,1.02,1.18,1.32,0.63,1.3
1645,0.07,0.08,0.15,0.24,0.23,0.19,0.08,0.18,0.22,0.17,0.18,0.16
1646,0.96,0.97,1.16,0.8,0.37,0.17,0.17,0.19,0.38,0.88,1.2,1.27
1647,23.17,14.47,17.53,15.2,8.35,7.3,3.36,3.34,5.29,7.67,15.6,18.18
1648,0.22,0.38,2.01,1.46,2.64,2.83,3.72,2.3,1.64,3.29,2.65,3.39
1649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,117.14,154.63,136.25,115.94,52.95,49.77,83.94,23.7,116.6,247.34,122.82,179.06
1651,33.88,30.62,31.95,15.99,6.78,3.29,7.02,1.04,10.58,21.86,16.59,28.79
1652,0.1,0.06,0.24,0.19,0.23,0.19,0.25,0.23,0.21,0.17,0.1,0.21
1653,0.18,0.39,1.13,3.97,7.53,2.97,3.66,2.62,2.26,2.8,2.71,0.55
1654,0.15,0.15,0.05,0.18,0.18,0.11,0.22,0.92,0.85,0.4,0.67,0.28
1655,0.04,0.1,0.32,0.25,0.4,0.48,0.58,0.58,0.28,0.51,0.49,0.74
1656,5.03,4.72,3.69,5.02,3.19,0.76,0.14,0.18,0.53,0.84,1.35,4.06
1657,0.09,0.09,0.2,0.11,0.24,0.47,0.53,0.56,0.24,0.22,0.4,0.22
1658,0.04,0.08,0.14,0.32,0.26,0.46,0.45,0.3,0.23,0.61,0.3,0.18
1659,24.01,15.72,19.05,8.06,3.44,2.02,2.74,0.55,3.22,6.89,7.18,16.18
1660,0.03,0.03,0.02,0.35,0.33,0.05,0.76,2.83,0.87,0.88,1.33,0.29
1661,4.25,2.12,3.21,1.7,0.76,1.05,0.8,0.18,1.2,2.5,1.85,3.48
1662,290.65,247.32,245.4,135.78,86.84,75.65,99.87,41.85,126.15,233.12,190.13,357.97
1663,12.54,10.58,16.04,4.36,1.9,0.8,0.89,0.15,1.18,2.58,2.34,8.41
1664,0.58,5.13,8.17,4.14,3.02,0.62,0.01,0.0,0.0,0.0,0.01,0.25
1665,0.09,0.06,0.19,2.98,3.48,3.2,2.89,3.56,3.0,3.58,3.31,0.71
1666,0.94,0.7,0.48,0.44,0.23,0.08,0.09,0.13,0.16,0.18,0.24,0.57
1667,0.12,0.01,0.01,0.17,0.5,0.45,0.88,0.5,0.73,0.8,0.71,0.41
1668,0.04,0.03,0.05,0.15,0.87,0.95,0.64,0.61,0.17,0.16,0.11,0.04
1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,0.13,0.06,0.12,0.14,0.07,0.06,0.03,0.03,0.03,0.04,0.07,0.1
1671,0.07,0.06,0.1,0.42,0.75,0.8,1.45,1.12,1.16,1.46,1.04,0.41
1672,1.43,2.66,4.44,1.9,0.7,0.4,0.18,0.17,0.27,0.55,0.29,0.74
1673,22.8,15.48,13.06,11.48,11.82,7.95,7.45,5.65,7.44,7.28,6.97,8.96
1674,0.11,0.06,0.05,0.06,0.21,0.38,0.28,0.37,0.4,0.35,0.38,0.3
1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,1.75,1.09,0.51,0.75,0.53,1.2,4.31,8.11,6.26,3.99,4.85,2.77
1678,3.79,27.74,43.01,24.36,21.93,5.87,0.04,0.0,0.0,0.0,0.0,1.65
1679,0.03,0.03,0.04,0.03,0.04,0.07,0.1,0.11,0.09,0.12,0.15,0.07
1680,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01
1681,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0,0.0,0.4,0.06,0.07,0.04,0.01,0.0,0.0
1684,0.01,0.01,0.01,0.02,0.17,0.09,0.04,0.04,0.02,0.03,0.02,0.01
1685,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0
1686,0.32,0.23,0.31,0.5,2.14,1.57,3.74,4.5,1.73,1.51,1.4,0.74
1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,0.18,0.06,0.14,0.36,0.17,0.24,0.08,0.09,0.09,0.11,0.08,0.18
1689,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.01
1691,0.07,0.06,0.19,0.68,0.98,1.7,1.36,1.75,1.65,1.46,1.49,0.28
1692,0.0,0.0,0.0,0.0,0.0,0.22,0.06,0.02,0.03,0.0,0.0,0.0
1693,1.75,2.44,5.04,1.34,0.58,0.23,0.13,0.1,0.11,0.09,0.09,0.84
1694,0.09,0.1,0.16,0.27,0.06,0.12,0.19,0.21,0.09,0.13,0.12,0.24
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,1.12,2.46,1.61,0.5,0.04,0.02,0.01,0.01,0.01,0.02,0.07,0.77
1697,6.48,4.53,4.77,2.28,1.15,0.8,0.65,1.17,2.9,3.82,4.01,5.05
1698,0.25,0.33,0.45,0.22,0.05,0.05,0.07,0.07,0.05,0.04,0.04,0.15
1700,0.1,0.15,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09
1701,0.02,0.01,0.0,0.02,0.04,0.04,0.05,0.08,0.05,0.04,0.68,0.82
1702,0.23,0.17,0.3,0.47,0.43,0.83,0.79,0.76,0.54,0.6,0.37,0.49
1703,0.37,0.11,0.18,0.26,0.08,0.11,0.08,0.06,0.06,0.15,0.29,0.74
1704,0.16,0.11,0.12,0.13,0.17,0.09,0.05,0.04,0.03,0.03,0.02,0.09
1705,0.42,0.29,0.48,0.75,0.98,0.3,0.54,0.64,0.63,0.51,0.71,0.76
1706,1.06,1.23,1.28,1.29,1.57,3.54,3.08,4.98,3.02,5.41,3.97,1.7
1707,0.03,0.23,0.41,0.1,0.06,0.04,0.01,0.01,0.01,0.02,0.02,0.03
1708,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.03,0.03,0.0,0.0,0.0
1709,0.04,0.0,0.0,0.0,1.12,8.15,1.13,1.08,0.84,0.71,0.15,0.11
1710,0.02,0.03,0.06,0.07,0.63,1.42,1.7,2.06,1.66,1.46,0.41,0.12
1712,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
1713,0.37,0.08,0.32,0.72,2.26,1.56,2.54,2.62,2.88,1.14,0.83,0.98
1714,0.87,0.61,0.81,1.52,2.99,6.19,4.05,6.06,4.5,9.2,5.96,2.15
1715,0.1,0.2,0.23,0.29,0.31,0.03,0.01,0.01,0.01,0.01,0.01,0.07
1716,0.07,0.39,0.3,0.18,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.15
1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,0.15,0.14,0.13,0.06,0.73,0.5,1.56,1.16,0.7,0.34,0.35,0.16
1719,0.1,0.03,0.01,0.21,1.9,2.32,1.57,1.21,2.04,2.57,1.39,0.56
1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,0.01,0.01,0.01,0.01,0.03,0.07,0.04,0.05,0.04,0.02,0.01,0.02
1722,0.06,0.04,0.02,0.09,0.43,0.86,0.98,1.04,0.75,2.14,1.18,0.36
1723,0.04,0.02,0.01,0.02,0.05,0.05,0.19,0.29,0.37,0.52,2.44,2.36
1724,2.05,1.32,1.24,1.02,0.94,1.48,1.72,7.3,38.27,49.59,11.32,3.16
1727,0.89,0.2,0.03,1.06,7.93,17.84,18.38,13.89,16.45,24.31,12.99,5.3
1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,5.46,3.95,4.83,7.34,20.51,38.44,49.85,47.56,56.73,56.55,33.87,15.0
1730,0.25,0.21,0.65,0.7,0.39,0.14,0.08,0.06,0.06,0.12,0.13,0.33
1731,2.58,0.53,0.51,1.12,0.38,0.3,0.22,0.2,0.16,0.38,0.71,3.53
1732,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1733,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0
1734,2.18,2.21,2.63,1.38,0.54,0.24,0.21,0.35,0.24,0.32,0.29,1.8
1735,0.11,0.03,0.02,0.01,0.06,0.14,0.21,0.49,0.65,0.65,2.3,1.6
1736,0.05,0.2,0.12,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03
1737,0.3,0.31,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.33
1738,0.34,0.33,0.57,0.38,0.15,0.05,0.03,0.04,0.02,0.01,0.0,0.03
1739,1.74,5.43,2.27,0.4,0.28,0.1,0.04,0.01,0.01,0.01,0.01,1.58
1740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,0.15,0.11,0.07,0.25,1.42,2.57,3.09,2.22,2.85,3.13,1.58,0.66
1742,0.3,0.22,0.23,0.49,1.25,1.72,1.63,1.6,2.06,1.95,1.26,0.72
1743,0.19,0.18,0.2,0.22,0.21,0.16,0.5,2.11,0.97,0.25,0.22,0.24
1744,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.02,0.01,0.01
1745,0.05,0.05,0.03,0.02,0.01,0.02,0.02,0.14,0.08,0.05,0.07,0.07
1746,0.53,0.35,0.1,0.02,0.0,0.01,0.01,0.0,0.0,0.01,0.04,0.3
1747,0.56,0.45,0.47,0.41,0.78,1.09,0.42,0.41,0.76,1.12,0.57,0.42
1748,0.14,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1749,0.02,0.05,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1750,0.06,0.08,0.18,0.06,0.03,0.01,0.01,0.02,0.01,0.01,0.02,0.02
1751,0.29,0.18,0.39,0.49,0.42,0.46,0.32,0.38,0.25,0.19,0.09,0.16
1752,0.11,0.1,0.02,0.01,0.09,0.01,0.05,0.05,0.63,3.14,0.66,0.35
1753,1.1,1.67,3.29,0.82,0.42,0.08,0.03,0.01,0.0,0.0,0.0,0.08
1754,0.22,0.16,0.26,0.37,1.09,2.12,2.06,1.59,2.26,2.84,1.49,0.69
1755,0.14,0.16,0.15,0.08,0.06,0.05,0.04,0.31,0.18,0.12,0.2,0.19
1756,0.03,0.07,0.05,0.03,0.03,0.01,0.01,0.0,0.01,0.01,0.0,0.01
1757,2.82,0.9,1.83,1.8,0.06,0.1,0.42,0.07,0.43,0.1,0.1,0.21
1758,0.47,0.51,0.66,0.92,2.04,2.75,2.72,2.34,3.42,2.68,1.84,0.98
1759,1.02,0.63,1.28,0.43,0.16,0.12,0.32,0.08,0.12,0.07,0.07,0.32
1760,0.51,0.68,0.9,0.84,1.12,1.9,2.01,1.97,2.73,2.59,1.83,0.75
1761,0.01,0.01,0.0,0.0,0.01,0.0,0.02,0.05,0.05,0.14,0.07,0.03
1762,0.26,0.8,0.42,0.77,0.2,0.01,0.02,0.0,0.0,0.0,0.0,0.01
1763,0.01,0.01,0.05,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01
1764,0.08,0.09,0.1,0.09,0.15,0.68,0.63,0.64,0.79,0.62,0.27,0.2
1765,0.0,0.0,0.0,0.0,0.04,0.16,0.07,0.11,0.12,0.03,0.0,0.01
1766,0.01,0.0,0.0,0.0,0.03,0.34,0.1,0.06,0.06,0.06,0.01,0.0
1768,0.0,0.0,0.01,0.01,0.01,0.04,0.04,0.04,0.07,0.04,0.01,0.0
1773,0.06,0.1,0.05,0.03,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01
1774,0.82,0.84,0.08,0.04,0.06,0.01,0.02,0.01,0.01,0.01,0.04,0.42
1775,0.06,0.03,0.07,0.08,0.2,0.78,3.08,0.59,0.12,0.05,0.04,0.03
1776,2.16,2.9,4.84,5.73,5.06,4.84,3.98,4.58,3.28,1.83,1.16,1.16
1777,0.03,0.02,0.02,0.01,0.01,0.0,0.18,0.19,0.18,0.34,0.11,0.05
1778,0.21,0.13,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02
1779,1.82,1.55,4.28,0.75,0.11,0.04,0.02,0.01,0.01,0.01,0.0,0.17
1780,0.04,0.06,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,0.04,0.06,0.03,0.02,0.03,0.02,0.02,0.18,0.1,0.08,0.06,0.05
1782,0.03,0.03,0.06,0.06,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.03
1783,3.25,0.97,5.27,0.67,0.19,0.05,0.02,0.0,0.0,0.0,0.0,0.07
1784,0.25,0.39,0.61,0.22,0.05,0.02,0.0,0.0,0.0,0.0,0.01,0.02
1785,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,1.89,1.19,1.91,1.3,0.71,1.68,5.01,6.1,4.6,6.37,2.37,3.02
1787,0.01,0.01,0.01,0.02,0.03,0.05,0.03,0.01,0.01,0.0,0.0,0.01
1788,0.28,0.21,0.18,0.2,0.15,0.02,0.07,0.09,0.03,0.05,0.07,0.19
1789,0.05,0.08,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1790,0.12,0.09,0.14,0.12,0.06,1.5,11.99,11.41,3.8,2.23,0.18,0.17
1791,0.03,0.04,0.02,0.01,0.01,0.01,0.01,0.06,0.05,0.03,0.04,0.03
1792,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1793,0.4,0.43,0.5,0.38,0.29,0.14,2.3,3.4,1.67,2.86,1.01,0.49
1794,0.46,1.06,1.41,2.64,5.51,7.37,6.04,6.58,3.01,5.81,1.2,0.6
1795,13.14,7.6,14.27,3.58,1.16,0.36,0.39,0.72,0.95,0.89,0.54,1.19
1796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,11.79,3.14,2.32,0.94,0.13,0.2,1.01,0.15,0.13,0.08,0.04,0.38
1798,0.52,0.34,0.26,0.32,0.26,0.04,0.13,0.15,0.07,0.12,0.2,0.34
1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.08,0.07,0.12,0.08,0.07,0.06,0.26,0.4,0.27,0.29,0.07,0.06
1801,0.9,0.95,1.44,0.99,0.87,0.82,4.21,9.24,5.29,5.23,1.51,1.29
1802,0.9,1.43,1.31,2.39,5.02,2.98,1.83,3.77,1.24,5.46,0.94,2.7
1804,0.05,0.03,0.04,0.08,0.54,1.64,1.18,1.37,1.43,0.5,0.08,0.02
1806,0.02,0.03,0.04,0.05,0.08,0.06,0.11,0.12,0.39,0.32,0.17,0.03
1807,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.06,0.09,0.09,0.02
1808,0.02,0.03,0.04,0.07,0.09,0.05,0.04,0.04,0.07,0.11,0.06,0.02
1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,0.01,0.01,0.01,0.02,0.22,0.1,0.1,0.04,0.03,0.02,0.01,0.01
1812,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.04,0.03,0.01,0.0
1813,0.03,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1814,0.04,0.04,0.04,0.13,0.77,2.34,2.38,0.86,0.32,0.18,0.12,0.04
1815,0.0,0.0,0.0,0.0,0.07,0.78,0.69,0.29,0.07,0.08,0.01,0.0
1816,0.15,0.16,0.16,0.09,0.11,0.09,0.08,0.08,0.15,0.2,0.18,0.17
1817,0.02,0.02,0.02,0.04,0.04,0.07,0.21,0.17,0.13,0.07,0.02,0.02
1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,0.1,0.09,0.1,0.09,0.15,0.37,0.4,0.23,0.22,0.25,0.12,0.09
1820,0.18,0.19,0.08,0.14,0.36,0.04,0.19,0.03,0.05,0.09,0.09,0.17
1821,0.37,0.21,0.39,0.92,1.39,1.48,1.92,1.37,0.83,0.62,0.46,0.31
1822,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.0,0.0,0.0
