subfigura,prueba,medida,direccion_mejora,grupo,mes,raton,valor
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema7,167.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema8,133.3333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema9,208.6667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema10,128.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest1,171.667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest2,115.667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest3,198.667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest4,118.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest5,189.333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest6,190.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest7,191.333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest8,100.333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest9,195.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest10,134.333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont1,61.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont2,56.333333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont3,83.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont4,67.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont5,46.333333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont6,53.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont7,66.333333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont8,80.666667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont9,60.333333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,4,Cont10,67.666667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema1,188.66667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema2,168.33333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema3,189.33333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema4,204.33333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema5,148.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema6,203.66667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema7,159.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema8,152.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema9,211.66667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema10,110.66667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest1,187.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest2,152.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest3,195.3333333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest4,113.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest5,189.6666667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest6,172.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest7,195.6666667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest8,91.66666667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest9,183.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest10,111.6666667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont1,7.0833333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont2,14.616667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont3,37.166667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont4,22.033333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont5,31.333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont6,23.0
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont7,17.666667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont8,25.333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont9,22.666667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,0,Cont10,13.616667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema1,23.333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema2,21.0
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema3,29.0
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema4,20.666667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema5,18.0
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema6,27.033333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema7,19.0
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema8,5.75
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema9,21.0
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,0,Sema10,16.533333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest1,23.4333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest2,30.5
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest3,17.1333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest4,18.6
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest5,5.98333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest6,6.86667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest7,23.3333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest8,15.9667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest9,14.3667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,0,Rest10,34.3667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont1,4.6
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont2,5.6833333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont3,8.45
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont4,3.15
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont5,7.25
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont6,4.1333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont7,6.7
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont8,8.3
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont9,10.433333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,2,Cont10,3.2
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema1,29.983333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema2,28.016667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema3,38.9
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema4,13.333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema5,15.616667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema6,12.9
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema7,16.233333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema8,5.7833333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema9,12.2
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,2,Sema10,18.333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest1,5.16667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest2,6.98333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest3,23.4833
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest4,8.56667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest5,27.1167
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest6,13.2333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest7,14.1167
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest8,24.0667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest9,16.8833
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,2,Rest10,23.3
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont1,2.15
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont2,4.9666667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont3,7.1333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont4,2.6333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont5,7.0333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont6,2.5333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont7,6.2833333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont8,5.3333333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont9,7.6666667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Control,4,Cont10,1.7166667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema1,26.666667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema2,21.433333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema3,30.066667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema4,15.183333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema5,14.833333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema6,11.633333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema7,15.116667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema8,5.0
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema9,15.05
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Semaglutida,4,Sema10,16.533333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest1,5.33333
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest2,6.41667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest3,23.3667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest4,8.7
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest5,24.1
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest6,12.7667
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest7,17.0
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest8,20.6
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest9,15.0833
h,Cinta de correr,Tiempo hasta agotamiento,mas_es_mejor,Restriccion calorica,4,Rest10,18.1833
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont1,21.683
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont2,27.653
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont3,25.68
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont4,25.635
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont5,23.925
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont6,22.47
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont7,24.398
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont8,24.293
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont9,22.335
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,0,Cont10,24.098
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema1,24.503
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema2,29.79
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema3,24.225
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema4,21.81
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema5,27.075
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema6,21.128
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema7,25.268
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema8,24.78
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema9,25.335
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,0,Sema10,23.595
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest1,22.665
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest2,21.825
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest3,19.65
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest4,28.425
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest5,25.86
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest6,24.36
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest7,23.085
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest8,25.523
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest9,26.145
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,0,Rest10,22.95
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont1,24.413
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont2,24.068
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont3,34.178
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont4,34.028
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont5,27.21
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont6,22.673
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont7,20.49
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont8,20.46
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont9,28.755
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,2,Cont10,21.968
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema1,19.23
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema2,20.445
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema3,19.26
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema4,16.995
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema5,23.91
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema6,20.438
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema7,21.368
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema8,17.303
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema9,19.62
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,2,Sema10,20.273
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest1,23.31
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest2,21.323
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest3,25.958
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest4,27.083
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest5,20.955
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest6,20.685
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest7,22.86
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest8,25.875
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest9,23.213
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,2,Rest10,21.353
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont1,24.12
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont2,22.058
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont3,22.658
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont4,24.053
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont5,30.165
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont6,27.398
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont7,30.923
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont8,37.358
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont9,26.408
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Control,4,Cont10,26.64
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema1,20.873
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema2,17.01
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema3,15.368
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema4,20.078
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema5,16.785
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema6,20.933
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema7,18.18
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema8,15.998
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema9,17.16
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Semaglutida,4,Sema10,17.445
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest1,21.848
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest2,22.958
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest3,32.183
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest4,24.06
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest5,21.165
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest6,19.35
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest7,20.475
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest8,25.733
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest9,21.555
i,Tolerancia a la glucosa,Area bajo la curva de glucosa,menos_es_mejor,Restriccion calorica,4,Rest10,22.515
