species,taxonomic_class,country,iucn_red_list,adult_body_mass_g,gen_length_y,price_cpi_eur
Ciconia nigra,Aves,Serbia,LC,3000.0,,1787.98070243012
Ciconia nigra,Aves,Ukraine,LC,3000.0,,1688.52707566874
Ciconia nigra,Aves,Latvia,LC,3000.0,,7350.993659303394
Ciconia nigra,Aves,Spain,LC,3000.0,,5297.22242587591
Cinclus cinclus,Aves,Spain,LC,617.0,,312.945698944839
Cinclus cinclus,Aves,Croatia,LC,617.0,,375.634835199236
Cinclus cinclus,Aves,Finland,LC,617.0,,621.702973994159
Cinclus cinclus,Aves,Hungary,LC,617.0,,1027.82001278727
Cinclus cinclus,Aves,Spain,LC,617.0,,301.024863703847
Cinclus cinclus,Aves,Spain,LC,617.0,,217.653904349785
Cinclus cinclus,Aves,Spain,LC,617.0,,65.1250147072281
Cinclus cinclus,Aves,Spain,LC,617.0,,450.0
Cinclus cinclus,Aves,Spain,LC,617.0,,79.7518178687677
Cinclus cinclus,Aves,Spain,LC,617.0,,286.33464928971
Cinclus cinclus,Aves,Spain,LC,617.0,,48.7346458135899
Cinclus cinclus,Aves,Spain,LC,617.0,,38.5550475372294
Cinclus cinclus,Aves,Slovak Republic,LC,617.0,,548.122700322742
Cinclus cinclus,Aves,Estonia,LC,617.0,,18.1431988642609
Cinclus cinclus,Aves,Latvia,LC,617.0,,918.8742074129244
Circaetus gallicus,Aves,Spain,LC,171725.0,,12517.8279577936
Circaetus gallicus,Aves,Spain,LC,171725.0,,651.250147072281
Circaetus gallicus,Aves,Spain,LC,171725.0,,545.782626835271
Circaetus gallicus,Aves,Spain,LC,171725.0,,3010.24863703847
Circaetus gallicus,Aves,Spain,LC,171725.0,,312.945698944839
Circaetus gallicus,Aves,Spain,LC,171725.0,,358.883180409454
Circaetus gallicus,Aves,Croatia,LC,171725.0,,3380.71351679312
Circaetus gallicus,Aves,Spain,LC,171725.0,,1542.20190148918
Circaetus gallicus,Aves,Spain,LC,171725.0,,696.209225908428
Circaetus gallicus,Aves,Romania,LC,171725.0,,579.079662950604
Circaetus gallicus,Aves,Spain,LC,171725.0,,1908.8976619314
Circaetus gallicus,Aves,Hungary,LC,171725.0,,2055.64002557454
Circaetus gallicus,Aves,Spain,LC,171725.0,,3000.0
Circaetus gallicus,Aves,Armenia,LC,171725.0,,142.628340814721
Circaetus gallicus,Aves,Serbia,LC,171725.0,,1643.41264006223
Circaetus gallicus,Aves,Estonia,LC,171725.0,,544.295965927827
Circaetus gallicus,Aves,North Macedonia,LC,171725.0,,919.554810261156
Circaetus gallicus,Aves,Moldova,LC,171725.0,,891.405483247923
Circaetus gallicus,Aves,Slovak Republic,LC,171725.0,,10962.4540064548
Circaetus gallicus,Aves,Russian Federation,LC,171725.0,,1337.43401602475
Circaetus gallicus,Aves,Ukraine,LC,171725.0,,6521.20801637582
Circaetus gallicus,Aves,Latvia,LC,171725.0,,7350.993659303394
Circaetus gallicus,Aves,Latvia,LC,171725.0,,7350.993659303394
Circus aeruginosus,Aves,Spain,LC,607.0,,3000.0
Circus aeruginosus,Aves,Spain,LC,607.0,,651.250147072281
Circus aeruginosus,Aves,Spain,LC,607.0,,771.100950744589
Circus aeruginosus,Aves,Spain,LC,607.0,,2086.30465963226
Circus aeruginosus,Aves,Spain,LC,607.0,,696.209225908428
Circus aeruginosus,Aves,Spain,LC,607.0,,2392.55453606303
Circus aeruginosus,Aves,Finland,LC,607.0,,1065.02258193566
Circus aeruginosus,Aves,Hungary,LC,607.0,,205.564002557454
Circus aeruginosus,Aves,Spain,LC,607.0,,6258.91397889678
Circus aeruginosus,Aves,Spain,LC,607.0,,1881.40539814905
Circus aeruginosus,Aves,Spain,LC,607.0,,954.4488309657
Circus aeruginosus,Aves,Croatia,LC,607.0,,2253.80901119541
Circus aeruginosus,Aves,Serbia,LC,607.0,,1643.41264006223
Circus aeruginosus,Aves,North Macedonia,LC,607.0,,574.721756413222
Circus aeruginosus,Aves,Slovak Republic,LC,607.0,,2192.49080129097
Circus aeruginosus,Aves,Moldova,LC,607.0,,534.843289948754
Circus aeruginosus,Aves,Latvia,LC,607.0,,7350.993659303394
Circus cyaneus,Aves,Spain,LC,4365.0,,696.209225908428
Circus cyaneus,Aves,Croatia,LC,4365.0,,1502.53934079694
Circus cyaneus,Aves,Hungary,LC,4365.0,,205.564002557454
Circus cyaneus,Aves,Finland,LC,4365.0,,710.36689558246
Circus cyaneus,Aves,Spain,LC,4365.0,,2392.55453606303
Circus cyaneus,Aves,Spain,LC,4365.0,,2086.30465963226
Circus cyaneus,Aves,Spain,LC,4365.0,,1500.0
Circus cyaneus,Aves,Spain,LC,4365.0,,6258.91397889678
Circus cyaneus,Aves,Spain,LC,4365.0,,1128.84323888943
Circus cyaneus,Aves,Spain,LC,4365.0,,651.250147072281
Circus cyaneus,Aves,Spain,LC,4365.0,,771.100950744589
Circus cyaneus,Aves,Spain,LC,4365.0,,954.4488309657
Circus cyaneus,Aves,Moldova,LC,4365.0,,891.405483247923
Circus cyaneus,Aves,Serbia,LC,4365.0,,1643.41264006223
Circus cyaneus,Aves,Slovak Republic,LC,4365.0,,3288.73620193645
Circus cyaneus,Aves,North Macedonia,LC,4365.0,,574.721756413222
Circus cyaneus,Aves,Ukraine,LC,4365.0,,9316.01145196545
Circus cyaneus,Aves,Latvia,LC,4365.0,,7350.993659303394
Circus macrourus,Aves,Croatia,NT,3835.0,,6260.58058665393
Circus macrourus,Aves,Hungary,NT,3835.0,,411.128005114908
Circus macrourus,Aves,Armenia,NT,3835.0,,475.427802715736
Circus macrourus,Aves,Slovak Republic,NT,3835.0,,5481.22700322742
Circus macrourus,Aves,Serbia,NT,3835.0,,1643.41264006223
Circus macrourus,Aves,Moldova,NT,3835.0,,891.405483247923
Circus macrourus,Aves,Russian Federation,NT,3835.0,,267.486803204951
Circus macrourus,Aves,Ukraine,NT,3835.0,,9316.01145196545
Circus pygargus,Aves,Hungary,LC,3155.0,,1027.82001278727
Circus pygargus,Aves,Croatia,LC,3155.0,,2253.80901119541
Circus pygargus,Aves,Spain,LC,3155.0,,2086.30465963226
Circus pygargus,Aves,Spain,LC,3155.0,,771.100950744589
Circus pygargus,Aves,Spain,LC,3155.0,,651.250147072281
Circus pygargus,Aves,Spain,LC,3155.0,,1881.40539814905
Circus pygargus,Aves,Finland,LC,3155.0,,2130.04516387133
Circus pygargus,Aves,Spain,LC,3155.0,,696.209225908428
Circus pygargus,Aves,Spain,LC,3155.0,,2392.55453606303
Circus pygargus,Aves,Spain,LC,3155.0,,954.4488309657
Circus pygargus,Aves,Spain,LC,3155.0,,6258.91397889678
Circus pygargus,Aves,Spain,LC,3155.0,,3000.0
Circus pygargus,Aves,Moldova,LC,3155.0,,891.405483247923
Circus pygargus,Aves,Serbia,LC,3155.0,,1643.41264006223
Circus pygargus,Aves,Armenia,LC,3155.0,,95.0855605431472
Circus pygargus,Aves,North Macedonia,LC,3155.0,,574.721756413222
Circus pygargus,Aves,Slovak Republic,LC,3155.0,,10962.4540064548
Circus pygargus,Aves,Ukraine,LC,3155.0,,9316.01145196545
Circus pygargus,Aves,Latvia,LC,3155.0,,7350.993659303394
Cisticola juncidis,Aves,Spain,LC,755.0,,75.2562159259618
Cisticola juncidis,Aves,Spain,LC,755.0,,150.0
Cisticola juncidis,Aves,Croatia,LC,755.0,,500.846446932314
Cisticola juncidis,Aves,Spain,LC,755.0,,104.315232981613
Cisticola juncidis,Aves,Hungary,LC,755.0,,82.2256010229816
Cisticola juncidis,Aves,Spain,LC,755.0,,95.44488309657
Cisticola juncidis,Aves,Spain,LC,755.0,,150.512431851924
Clamator glandarius,Aves,Spain,LC,1515.0,,376.281079629809
Clamator glandarius,Aves,Spain,LC,1515.0,,108.826952174892
Clamator glandarius,Aves,Hungary,LC,1515.0,,82.2256010229816
Clamator glandarius,Aves,Spain,LC,1515.0,,75.2562159259618
Clamator glandarius,Aves,Spain,LC,1515.0,,312.945698944839
Clamator glandarius,Aves,Spain,LC,1515.0,,348.104612954214
Clamator glandarius,Aves,Spain,LC,1515.0,,325.625073536141
Clamator glandarius,Aves,Croatia,LC,1515.0,,1126.90450559771
Clamator glandarius,Aves,Spain,LC,1515.0,,358.883180409454
Clamator glandarius,Aves,Spain,LC,1515.0,,231.330285223377
Clamator glandarius,Aves,Slovak Republic,LC,1515.0,,1096.24540064548
Clamator glandarius,Aves,Serbia,LC,1515.0,,513.566450019447
Clanga clanga,Aves,North Macedonia,VU,193465.0,,919.554810261156
Clanga clanga,Aves,Slovak Republic,VU,193465.0,,5481.22700322742
Clanga clanga,Aves,Ukraine,VU,193465.0,,6521.20801637582
Clanga pomarina,Aves,Slovak Republic,LC,1431666667.0,,10962.4540064548
Clanga pomarina,Aves,Ukraine,LC,1431666667.0,,6521.20801637582
Clangula hyemalis,Aves,Spain,VU,814.0,,312.945698944839
Clangula hyemalis,Aves,Romania,VU,814.0,,144.769915737651
Clangula hyemalis,Aves,Hungary,VU,814.0,,41.1128005114908
Clangula hyemalis,Aves,Spain,VU,814.0,,150.512431851924
Clangula hyemalis,Aves,Estonia,VU,814.0,,9.07159943213044
Clangula hyemalis,Aves,Finland,VU,814.0,,105.939372501468
Clangula hyemalis,Aves,Slovak Republic,VU,814.0,,1096.24540064548
Coccothraustes coccothraustes,Aves,Hungary,LC,5605.0,,41.1128005114908
Coccothraustes coccothraustes,Aves,Spain,LC,5605.0,,572.66929857942
Coccothraustes coccothraustes,Aves,Spain,LC,5605.0,,75.2562159259618
Coccothraustes coccothraustes,Aves,Spain,LC,5605.0,,900.0
Coccothraustes coccothraustes,Aves,Spain,LC,5605.0,,72.5513014499283
Coccothraustes coccothraustes,Aves,Finland,LC,5605.0,,124.551699374042
Coccothraustes coccothraustes,Aves,Spain,LC,5605.0,,38.5550475372294
Coccothraustes coccothraustes,Aves,Croatia,LC,5605.0,,250.423223466157
Coccothraustes coccothraustes,Aves,Spain,LC,5605.0,,312.945698944839
Coccothraustes coccothraustes,Aves,Spain,LC,5605.0,,79.7518178687677
Coccothraustes coccothraustes,Aves,Slovak Republic,LC,5605.0,,1096.24540064548
Coccothraustes coccothraustes,Aves,Estonia,LC,5605.0,,1.81431988642609
Coccyzus americanus,Aves,Hungary,LC,61.0,,82.2256010229816
Coccyzus erythropthalmus,Aves,Hungary,LC,4957333333.0,,82.2256010229816
Colaptes auratus,Aves,Hungary,LC,1306716667.0,,82.2256010229816
Colinus virginianus,Aves,Spain,NT,1733333333.0,,8.51476000057491
Colinus virginianus,Aves,Spain,NT,1733333333.0,,40.129435975592
Coloeus dauuricus,Aves,Hungary,LC,2045.0,,82.2256010229816
Coloeus monedula,Aves,Hungary,LC,246.0,,41.1128005114908
Coloeus monedula,Aves,Spain,LC,246.0,,112.884323888943
Coloeus monedula,Aves,Spain,LC,246.0,,17.4052306477107
Coloeus monedula,Aves,Romania,LC,246.0,,54.6908570564459
Coloeus monedula,Aves,Spain,LC,246.0,,8.51476000057491
Coloeus monedula,Aves,Spain,LC,246.0,,25.0
Coloeus monedula,Aves,Spain,LC,246.0,,104.315232981613
Coloeus monedula,Aves,Finland,LC,246.0,,106.607810481172
Coloeus monedula,Aves,Spain,LC,246.0,,4.7722441548285
Coloeus monedula,Aves,Slovak Republic,NE,246.0,,1096.24540064548
Coloeus monedula,Aves,Croatia,NE,246.0,,8.89558708862834
Coloeus monedula,Aves,Kosovo,NE,246.0,,227.981548941627
Columba bollii,Aves,Spain,LC,470.0,,5267.93511481733
Columba bollii,Aves,Hungary,LC,470.0,,82.2256010229816
Columba eversmanni,Aves,North Macedonia,VU,2015.0,,57.4721756413222
Columba livia,Aves,Spain,LC,320.0,,37.6281079629809
Columba livia,Aves,Spain,LC,320.0,,104.431383886264
Columba livia,Aves,Hungary,LC,320.0,,82.2256010229816
Columba livia,Aves,Spain,LC,320.0,,25.451968825752
Columba livia,Aves,Spain,LC,320.0,,37.6281079629809
Columba livia,Aves,Spain,LC,320.0,,40.0
Columba livia,Aves,Spain,LC,320.0,,20.2225550013654
Columba livia,Aves,Spain,LC,320.0,,210.594882442845
Columba livia,Aves,Montenegro,LC,320.0,,109.324003251274
Columba livia,Aves,North Macedonia,LC,320.0,,57.4721756413222
Columba livia,Aves,Croatia,LC,320.0,,44.4779354431417
Columba livia,Aves,Spain,LC,320.0,,40.129435975592
Columba livia,Aves,Serbia,LC,320.0,,119.197918842549
Columba livia,Aves,Spain,LC,320.0,,13.6886673587849
Columba livia,Aves,Spain,LC,320.0,,3.15892323664267
Columba livia,Aves,Kosovo,LC,320.0,,683.944646824881
Columba livia,Aves,Spain,LC,320.0,,23.76
Columba livia,Aves,Bosnia and Herzegovina,LC,320.0,,58.7566599023798
Columba livia,Aves,Latvia,LC,320.0,,46.9358951192558
Columba oenas,Aves,Romania,LC,296.0,,88.4705040618978
Columba oenas,Aves,Hungary,LC,296.0,,205.564002557454
Columba oenas,Aves,Spain,LC,296.0,,210.594882442845
Columba oenas,Aves,Finland,LC,296.0,,621.702973994159
Columba oenas,Aves,Spain,LC,296.0,,20.2225550013654
Columba oenas,Aves,Spain,LC,296.0,,40.0
Columba oenas,Aves,Spain,LC,296.0,,25.451968825752
Columba oenas,Aves,Croatia,LC,296.0,,1502.53934079694
Columba oenas,Aves,Spain,LC,296.0,,376.281079629809
Columba oenas,Aves,Slovak Republic,LC,296.0,,2192.49080129097
Columba oenas,Aves,Estonia,LC,296.0,,36.2863977285218
Columba oenas,Aves,Moldova,LC,296.0,,891.405483247923
Columba oenas,Aves,Spain,LC,296.0,,40.129435975592
Columba oenas,Aves,Kosovo,LC,296.0,,683.944646824881
Columba oenas,Aves,Spain,LC,296.0,,23.76
Columba oenas,Aves,Spain,LC,296.0,,21.0594882442845
Columba oenas,Aves,Ukraine,LC,296.0,,43.2030031084898
Columba oenas,Aves,Latvia,LC,296.0,,918.8742074129244
Columba palumbus,Aves,Spain,LC,490.0,,112.884323888943
Columba palumbus,Aves,Montenegro,LC,490.0,,131.188803901529
Columba palumbus,Aves,Spain,LC,490.0,,210.594882442845
Columba palumbus,Aves,Spain,LC,490.0,,20.2225550013654
Columba palumbus,Aves,Romania,LC,490.0,,57.371781421958
Columba palumbus,Aves,Spain,LC,490.0,,48.7346458135899
Columba palumbus,Aves,Spain,LC,490.0,,40.0
Columba palumbus,Aves,Spain,LC,490.0,,25.451968825752
Columba palumbus,Aves,Spain,LC,490.0,,104.431383886264
Columba palumbus,Aves,Hungary,LC,490.0,,42.8609223371011
Columba palumbus,Aves,North Macedonia,LC,490.0,,57.4721756413222
Columba palumbus,Aves,Bulgaria,LC,490.0,,27.7087361806073
Columba palumbus,Aves,Finland,LC,490.0,,105.939372501468
Columba palumbus,Aves,Slovak Republic,LC,490.0,,1096.24540064548
Columba palumbus,Aves,Estonia,LC,490.0,,1.81431988642609
Columba palumbus,Aves,Serbia,LC,490.0,,119.197918842549
Columba palumbus,Aves,Spain,LC,490.0,,23.76
Columba palumbus,Aves,Spain,LC,490.0,,40.129435975592
Columba palumbus,Aves,Spain,LC,490.0,,11.5827185343565
Columba palumbus,Aves,Kosovo,LC,490.0,,683.944646824881
Columba palumbus,Aves,Latvia,LC,490.0,,46.9358951192558
Columba trocaz,Aves,Hungary,LC,470.0,,82.2256010229816
Columba trocaz,Aves,Spain,LC,470.0,,290.205205799713
Coracias garrulus,Aves,Spain,LC,146.0,,348.104612954214
Coracias garrulus,Aves,Spain,LC,146.0,,325.625073536141
Coracias garrulus,Aves,Spain,LC,146.0,,358.883180409454
Coracias garrulus,Aves,Spain,LC,146.0,,286.33464928971
Coracias garrulus,Aves,Spain,LC,146.0,,225.768647777885
Coracias garrulus,Aves,Spain,LC,146.0,,231.330285223377
Coracias garrulus,Aves,Spain,LC,146.0,,312.945698944839
Coracias garrulus,Aves,Hungary,LC,146.0,,2055.64002557454
Coracias garrulus,Aves,Croatia,LC,146.0,,3380.71351679312
Coracias garrulus,Aves,Spain,LC,146.0,,450.0
Coracias garrulus,Aves,Spain,LC,146.0,,145.102602899857
Coracias garrulus,Aves,Romania,LC,146.0,,289.539831475302
Coracias garrulus,Aves,Spain,LC,146.0,,225.768647777885
Coracias garrulus,Aves,Armenia,LC,146.0,,190.171121086294
Coracias garrulus,Aves,Moldova,LC,146.0,,713.124386598338
Coracias garrulus,Aves,Estonia,LC,146.0,,90.7159943213044
Coracias garrulus,Aves,Slovak Republic,LC,146.0,,32887.3620193645
Coracias garrulus,Aves,Moldova,LC,146.0,,445.702741623961
Coracias garrulus,Aves,North Macedonia,LC,146.0,,57.4721756413222
Coracias garrulus,Aves,Serbia,LC,146.0,,1787.96878263824
Coracias garrulus,Aves,Ukraine,LC,146.0,,1746.75214724352
Coracias garrulus,Aves,Latvia,LC,146.0,,7350.993659303394
Corvus corax,Aves,Spain,LC,1097.0,,75.2562159259618
Corvus corax,Aves,Spain,LC,1097.0,,150.512431851924
Corvus corax,Aves,Finland,LC,1097.0,,159.383954283732
Corvus corax,Aves,Spain,LC,1097.0,,127.25984412876
Corvus corax,Aves,Croatia,LC,1097.0,,375.634835199236
Corvus corax,Aves,Romania,LC,1097.0,,144.769915737651
Corvus corax,Aves,Spain,LC,1097.0,,200.0
Corvus corax,Aves,Hungary,LC,1097.0,,205.564002557454
Corvus corax,Aves,Moldova,LC,1097.0,,267.421644974377
Corvus corax,Aves,North Macedonia,LC,1097.0,,229.888702565289
Corvus corax,Aves,Slovak Republic,LC,1097.0,,548.122700322742
Corvus corax,Aves,Serbia,LC,1097.0,,476.791675370196
Corvus corax,Aves,Kosovo,LC,1097.0,,227.981548941627
Corvus cornix,Aves,Spain,,5445.0,,253.929555074749
Corvus cornix,Aves,Spain,,5445.0,,38.5550475372294
Corvus cornix,Aves,Romania,,5445.0,,16.0855461930723
Corvus cornix,Aves,Montenegro,NE,5445.0,,54.662001625637
Corvus cornix,Aves,Slovak Republic,NE,5445.0,,328.873620193645
Corvus cornix,Aves,Serbia,NE,5445.0,,238.395837685098
Corvus corone,Aves,Spain,LC,5445.0,,4.7722441548285
Corvus corone,Aves,Spain,LC,5445.0,,17.4052306477107
Corvus corone,Aves,Spain,LC,5445.0,,210.594882442845
Corvus corone,Aves,Spain,LC,5445.0,,8.51476000057491
Corvus corone,Aves,Spain,LC,5445.0,,263.396755740866
Corvus corone,Aves,Spain,LC,5445.0,,5.0
Corvus corone,Aves,Croatia,LC,5445.0,,8.89558708862834
Corvus corone,Aves,Slovak Republic,LC,5445.0,,548.122700322742
Corvus corone,Aves,Spain,LC,5445.0,,4.21189764885689
Corvus corone,Aves,Spain,LC,5445.0,,40.129435975592
Corvus corone cornix,Aves,Slovenia,,5445.0,,45.7332533318493
Corvus corone corone,Aves,Hungary,,5445.0,,41.1128005114908
Corvus corone sharpii,Aves,Romania,,5445.0,,16.0855461930723
Corvus frugilegus,Aves,Spain,LC,4535.0,,108.826952174892
Corvus frugilegus,Aves,Hungary,LC,4535.0,,41.1128005114908
Corvus frugilegus,Aves,Romania,LC,4535.0,,42.8947898481929
Corvus frugilegus,Aves,Finland,LC,4535.0,,142.495588266912
Corvus frugilegus,Aves,Spain,LC,4535.0,,150.512431851924
Corvus frugilegus,Aves,Slovak Republic,LC,4535.0,,548.122700322742
Corvus frugilegus,Aves,Serbia,LC,4535.0,,119.197918842549
Corvus frugilegus,Aves,Kosovo,LC,4535.0,,2849.76936177034
Corvus frugilegus,Aves,Serbia,LC,4535.0,,238.395837685098
Corvus monedula,Aves,Spain,LC,246.0,,23.76
Corvus monedula,Aves,Spain,LC,246.0,,4.21189764885689
Corvus monedula,Aves,Spain,LC,246.0,,40.129435975592
Coturnix coturnix,Aves,Spain,LC,9875.0,,75.0
Coturnix coturnix,Aves,Romania,LC,9875.0,,57.371781421958
Coturnix coturnix,Aves,Spain,LC,9875.0,,37.6281079629809
Coturnix coturnix,Aves,Finland,LC,9875.0,,4438.47369379531
Coturnix coturnix,Aves,Spain,LC,9875.0,,17.4052306477107
Coturnix coturnix,Aves,Spain,LC,9875.0,,1.81927542278424
Coturnix coturnix,Aves,Spain,LC,9875.0,,315.892323664267
Coturnix coturnix,Aves,Spain,LC,9875.0,,20.2225550013654
Coturnix coturnix,Aves,Spain,LC,9875.0,,75.2562159259618
Coturnix coturnix,Aves,Montenegro,LC,9875.0,,87.4592026010193
Coturnix coturnix,Aves,Spain,LC,9875.0,,72.5513014499283
Coturnix coturnix,Aves,Hungary,LC,9875.0,,205.564002557454
Coturnix coturnix,Aves,Spain,LC,9875.0,,12.725984412876
Coturnix coturnix,Aves,Spain,LC,9875.0,,19.2775237686147
Coturnix coturnix,Aves,Croatia,LC,9875.0,,22.2389677215709
Coturnix coturnix,Aves,Moldova,LC,9875.0,,142.624877319668
Coturnix coturnix,Aves,North Macedonia,LC,9875.0,,28.7360878206611
Coturnix coturnix,Aves,Slovak Republic,LC,9875.0,,1096.24540064548
Coturnix coturnix,Aves,Bulgaria,LC,9875.0,,27.7087361806073
Coturnix coturnix,Aves,Ukraine,LC,9875.0,,35.186123346511
Coturnix coturnix,Aves,Bosnia and Herzegovina,LC,9875.0,,117.51331980476
Coturnix coturnix,Aves,Spain,LC,9875.0,,5.26487206107112
Coturnix coturnix,Aves,Spain,LC,9875.0,,24.2184114809271
Coturnix coturnix,Aves,Serbia,LC,9875.0,,119.197918842549
Coturnix coturnix,Aves,Spain,LC,9875.0,,23.76
Coturnix coturnix,Aves,Spain,LC,9875.0,,40.129435975592
Coturnix coturnix,Aves,Latvia,LC,9875.0,,918.8742074129244
Crex crex,Aves,Croatia,LC,1555.0,,6260.58058665393
Crex crex,Aves,Spain,LC,1555.0,,2086.30465963226
Crex crex,Aves,Spain,LC,1555.0,,231.330285223377
Crex crex,Aves,Finland,LC,1555.0,,1598.06163434152
Crex crex,Aves,Spain,LC,1555.0,,286.33464928971
Crex crex,Aves,Spain,LC,1555.0,,450.0
Crex crex,Aves,Spain,LC,1555.0,,376.281079629809
Crex crex,Aves,Spain,LC,1555.0,,290.205205799713
Crex crex,Aves,Spain,LC,1555.0,,225.768647777885
Crex crex,Aves,Romania,LC,1555.0,,439.671595943977
Crex crex,Aves,Spain,LC,1555.0,,358.883180409454
Crex crex,Aves,Hungary,LC,1555.0,,2055.64002557454
Crex crex,Aves,Estonia,LC,1555.0,,18.1431988642609
Crex crex,Aves,Moldova,LC,1555.0,,445.702741623961
Crex crex,Aves,North Macedonia,LC,1555.0,,1149.44351282644
Crex crex,Aves,Moldova,LC,1555.0,,713.124386598338
Crex crex,Aves,Slovak Republic,LC,1555.0,,4384.98160258193
Crex crex,Aves,Armenia,LC,1555.0,,190.171121086294
Crex crex,Aves,Serbia,LC,1555.0,,2054.26580007779
Crex crex,Aves,Russian Federation,LC,1555.0,,5.04302236315411
Crex crex,Aves,Latvia,LC,1555.0,,918.8742074129244
Cricetulus migratorius,Mammalia,Ukraine,LC,307.0,1.613657218616348,110.62763599209
Cricetus cricetus,Mammalia,Croatia,CR,400.0,1.278624229979466,313.029029332696
Cricetus cricetus,Mammalia,Spain,CR,400.0,1.278624229979466,7.25513014499283
Cricetus cricetus,Mammalia,Romania,CR,400.0,1.278624229979466,107.236974620482
Cricetus cricetus,Mammalia,Slovak Republic,CR,400.0,1.278624229979466,548.122700322742
Cricetus cricetus,Mammalia,Serbia,CR,400.0,1.278624229979466,821.706320031116
Cricetus cricetus,Mammalia,Moldova,CR,400.0,1.278624229979466,713.124386598338
Cricetus cricetus,Mammalia,Ukraine,CR,400.0,1.278624229979466,116.450143149568
Crocidura canariensis,Mammalia,Hungary,EN,75.0,1.120249760438056,82.2256010229816
Crocidura leucodon,Mammalia,Hungary,LC,1094.0,1.170923066392882,8.22256010229816
Crocidura leucodon,Mammalia,Croatia,LC,1094.0,1.170923066392882,78.2572573331741
Crocidura leucodon,Mammalia,Moldova,LC,1094.0,1.170923066392882,713.124386598338
Crocidura leucodon,Mammalia,Slovak Republic,LC,1094.0,1.170923066392882,109.624540064548
Crocidura leucodon,Mammalia,Ukraine,LC,1094.0,1.170923066392882,23.2900286299136
Crocidura russula,Mammalia,Spain,LC,106.0,1.228342231348391,25.0
