anio,mes,mes_codigo,dia_gregoriano,estacion,localidad,pais_actual,lat,lon,cuerpo_agua,tipo_cuerpo_agua,intensidad_3,intensidad_6,duracion_dias,contemporaneidad,incert_intensidad,incert_cuerpo_agua,incert_localidad,incert_fecha
1342,5,5,11,spring,Püspökladány,Hungary,47.3178,21.1167,Berettyó,river,1,1,,1,3,2,1,2
1342,5,5,11,spring,Püspökladány,Hungary,47.3178,21.1167,Körös,river,1,1,,1,3,2,1,2
1342,5,5,,spring,Makedonia,Greece,40.5075,22.7175,Axios,river,2,5,31.0,1,2,1,1,1
1342,,14,,spring,Chartres,France,48.45,1.4833,Eure,river,3,5,,1,2,1,1,2
1342,7,7,28,summer,Göttingen,Germany,51.5333,9.9333,Leine,river,3,5,,1,2,2,2,1
1342,7,7,28,summer,Hann.-Münden,Germany,51.4167,9.65,Weser,river,3,6,,1,1,1,1,1
1342,7,7,28,summer,Hann.-Münden,Germany,51.4167,9.0,Fulda,river,3,6,,1,1,1,1,1
1342,7,7,28,summer,Hann.-Münden,Germany,51.4167,9.65,Werra,river,3,6,,1,1,1,1,1
1342,7,7,28,summer,Frankfurt,Germany,50.1167,8.6833,Main,river,3,6,,1,1,1,1,1
1342,7,7,28,summer,Sachsenhausen,Germany,50.1064,8.6875,Main,river,3,6,,1,1,1,1,1
1342,7,7,28,summer,Frankfurt,Germany,50.1167,8.6833,Main,river,3,6,,1,1,1,1,1
1342,7,7,28,summer,Nidda,Germany,50.4128,9.0078,Nidda,river,3,6,,1,1,1,1,1
1342,7,7,28,summer,Vilbel,Germany,50.1833,8.7333,Nidda,river,3,6,,1,1,1,1,1
1342,7,7,28,summer,Frankfurt-Eschersheim,Germany,50.1569,8.6558,Main,river,3,5,,1,2,1,2,2
1342,7,7,28,summer,Frankfurt-Rödelheim,Germany,50.1253,8.6111,Main,river,3,5,,1,2,1,2,2
1342,7,7,29,summer,Eisenach,Germany,50.9833,10.3167,Leina,river,3,5,,2,2,2,1,1
1342,7,7,29,summer,Zwickau,Germany,50.7167,12.5,Mulde,river,2,3,,2,2,1,1,1
1342,7,7,29,summer,Reinsburg,Germany,50.7689,10.9392,Gera,river,3,5,,1,2,1,1,1
1342,7,7,29,summer,Würzburg,Germany,49.8,9.9333,Main,river,3,6,,1,1,1,1,1
1342,7,7,29,summer,Mainz,Germany,50.0,8.2667,Main,river,3,6,,1,1,1,1,1
1342,7,7,29,summer,Erfurt,Germany,50.9833,11.0333,Gera,river,3,6,,1,1,1,1,1
1342,7,7,29,summer,Bamberg,Germany,49.9,10.9,Regnitz,river,2,3,,1,2,1,1,1
1342,7,7,29,summer,Hannover,Germany,52.7228,9.5942,Leine,river,2,3,,1,2,2,3,1
1342,7,7,29,summer,Bremerhaven,Germany,53.5356,8.5656,Weser,river,2,3,,1,2,1,3,1
1342,7,7,29,summer,Braunschweig,Germany,52.2667,10.5167,Oker,river,1,1,,2,3,2,3,1
1342,7,7,29,summer,Esslingen,Germany,48.7333,9.3167,-,inland excess water,2,3,,1,2,1,1,1
1342,7,7,29,summer,Esslingen,Germany,48.7333,9.3167,Neckar,river,3,5,,1,2,2,2,1
1342,7,7,29,summer,Regensburg,Germany,49.0167,12.1,Danube,river,2,3,,1,2,1,1,1
1342,7,7,29,summer,Wetzendorf,Germany,51.2781,11.6422,Unstrut,river,2,3,,1,2,1,1,1
1342,7,7,29,summer,Dresden,Germany,51.05,13.7333,Elbe,river,2,2,,1,1,1,1,1
1342,7,7,29,summer,Creuzburg,Germany,51.0514,10.2447,Werra,river,3,5,,2,2,1,1,1
1342,7,7,29,summer,Vacha,Germany,50.8289,10.0214,Werra,river,3,5,,2,2,1,1,1
1342,7,7,29,summer,Meiningen,Germany,50.5667,10.4167,Werra,river,3,6,,2,1,1,1,1
1342,7,7,29,summer,Magdeburg,Germany,51.9547,11.9139,Saale,river,3,5,,2,2,2,1,1
1342,7,7,30,summer,Minden,Germany,52.2833,8.9167,Weser,river,3,6,,1,1,1,1,1
1342,8,8,1,summer,Tiel,Netherlands,51.8833,5.4333,Rhine,river,3,5,,2,2,1,1,1
1342,8,8,1,summer,Betuwe,Netherlands,51.9167,5.5,Meuse,river,3,5,,2,2,2,1,1
1342,8,8,1,summer,Diefdijk,Netherlands,51.9667,5.1564,Rhine,river,3,5,,2,2,1,1,1
1342,8,8,1,summer,West-Germany,Germany,,,,rivers,2,3,,1,2,3,3,2
1342,8,8,1,summer,Trier (general),Germany,,,Rhine,river,2,3,,1,2,1,3,1
1342,8,8,1,summer,Trier (general),Germany,,,Main,river,2,3,,1,2,1,3,1
1342,8,8,1,only year,Dordrecht,Netherlands,51.8167,4.65,Rhine,river,1,1,,1,3,1,2,2
1342,8,8,1,only year,Dordrecht,Netherlands,51.8167,4.65,Meuse,river,1,1,,1,3,3,2,2
1342,8,8,2,summer,Cologne,Germany,50.9333,6.95,Rhine,river,3,5,,1,2,1,1,1
1342,8,8,2,summer,Eichstätt,Germany,48.9,11.1833,Altmühl,river,3,5,,1,2,2,1,1
1342,8,8,2,summer,Limburg (diocoese?),Germany,50.3833,8.0667,Lahn,river,3,5,,2,2,3,2,3
1342,8,8,2,summer,Münster,Germany,51.9631,7.6286,,rivers,3,6,,1,2,3,3,2
1342,8,8,,summer,Florence,Italy,43.7833,11.25,Arno,river,3,4,,1,2,1,1,1
1342,8,8,22,summer,Bologna,Italy,44.4939,11.3428,Reno,river,3,4,,1,2,1,1,1
1342,,15,,summer,Avignon,France,43.95,4.8,Rhône,river,2,3,,1,2,1,1,2
1342,,15,,summer,Avignon,France,43.95,4.8,Durance,river,2,3,,1,2,1,1,2
1342,,15,,summer,Passau,Germany,48.5728,13.4775,Inn,river,2,3,,3,2,1,1,3
1342,,15,,summer,Passau,Germany,48.5728,13.4775,Danube,river,2,3,,3,2,1,1,3
1342,,15,,summer,Ellwangen,Germany,48.9667,10.1333,Jagst,river,2,3,,2,2,2,1,2
1342,9,9,23,autumn,Hirics,Hungary,45.8264,17.9939,Drava,river,1,1,,1,3,1,1,1
1342,10,10,12,autumn,Lucca,Italy,43.8417,10.5028,Serchio,river,1,1,,2,3,1,1,1
1342,10,10,13,autumn,Algeciras,Spain,36.1333,-5.45,-,inland excess water,2,3,5.0,1,3,1,1,1
1342,10,10,13,autumn,Cobre,Spain,36.1167,-5.4878,Rio de la Miel,river,2,3,,1,1,1,1,2
1342,10,10,14,autumn,Piacenza,Italy,45.05,9.7,Po,river,2,3,,1,2,1,1,1
1342,10,10,14,autumn,Piacenza,Italy,45.05,9.7,Trebbia,river,2,3,,1,2,1,1,2
1342,11,11,19,autumn,Vel'ké Trakany,Slovakia,48.3925,22.0939,Tisza,river,1,1,,1,3,1,1,1
1342,11,11,19,autumn,Vel'ké Trakany,Slovakia,48.3925,22.0939,Latorica,river,1,1,,1,3,2,1,1
1342,11,11,19,autumn,Padova,Italy,45.4081,11.8722,Brenta,river,3,5,,1,2,1,1,1
1342,11,11,19,autumn,Lombardia,Italy,44.9525,12.4319,Po,river,2,3,,1,3,1,2,1
1342,11,11,19,autumn,Lombardia,Italy,45.1344,9.8817,Adda,river,2,3,,1,3,2,2,1
1342,11,11,19,autumn,Lombardia,Italy,45.0447,10.6606,Oglio,river,2,3,,1,3,2,2,1
1342,11,11,19,autumn,Lombardia,Italy,45.1433,9.2267,Ticino,river,2,3,,1,3,2,2,1
1342,,17,,only year,Straubing,Germany,48.8833,12.5667,Danube,river,3,5,,1,2,1,2,2
1342,,17,,only year,Magdeburg,Germany,52.1333,11.6167,Elbe,river,3,6,,2,1,1,2,2
1342,,17,,only year,Kahlenberg (Vienna),Austria,48.2761,16.3333,Danube,river,3,5,,1,2,3,2,2
1342,,17,,only year,Frisia,Germany,53.8933,8.7056,Elbe,river,3,5,,2,2,1,2,2
1342,,17,,only year,Frisia,Germany,54.3128,8.9486,Eider,river,3,5,,2,2,1,2,2
1342,,17,,only year,Frisia,Germany,54.1333,9.1167,Ditmarschen,marshland,3,5,,2,2,1,2,2
1342,,17,,only year,Olmütz,Czech Rep.,49.5961,17.2603,Morava,river,2,3,,2,2,1,2,2
1342,,17,,only year,Koblenz,Germany,50.35,7.6,Mosel,river,1,1,,2,3,2,3,2
1342,,17,,only year,Dresden,Germany,51.05,13.7333,Elbe,river,3,5,,1,1,1,1,2
1342,,17,,only year,Bologna,Italy,44.4939,11.3428,Reno,river,2,3,,1,1,1,1,3
1342,,17,,only year,Tudela,Spain,42.0636,-1.6056,Ebro,river,3,5,,1,2,1,1,2
1342,,17,,only year,Tudela,Spain,42.0636,-1.6056,Queiles,river,3,5,,1,2,1,1,2
1343,1,1,23,winter,Zeeland(-N-France),Netherlands,51.4833,3.8167,North Sea,sea,1,1,,1,3,1,2,2
1343,1,1,19,winter,Vannes,France,47.65,-2.7667,-,inland excess water,2,3,,1,3,1,2,1
1343,2,2,19,winter,Mezőladány,Hungary,48.2833,22.2167,Tisza,river,1,1,,1,3,1,1,1
1343,,17,,winter,Frisia,Netherlands,53.4833,7.5667,North Sea,sea,1,1,,1,3,1,2,2
1343,2,2,,winter,La Manche (+Viscaya Bay),France,50.1833,-0.5333,Atlantic Ocean,sea,2,3,,1,3,1,1,1
1343,4,4,3,spring,Algeciras,Spain,36.1333,-5.45,Mediterranean Sea,sea,1,1,,1,3,1,1,1
1343,4,4,7,spring,Gelénes,Hungary,48.2,22.45,Tisza,river,2,3,6.0,1,3,1,1,1
1343,5,5,9,spring,Esen,Ukraine,48.3928,22.2731,Tisza,river,1,1,5.0,1,3,1,1,1
1343,5,5,16,spring,Kömlő,Hungary,47.6011,20.4411,Tisza,river,2,2,,1,3,1,1,1
1343,5,5,,spring,Makedonia,Greece,40.5075,22.7175,Axios,river,2,3,,1,3,1,2,1
1343,7,7,19,summer,Girincs,Hungary,47.9692,20.9844,Sajó,river,1,1,,1,3,1,1,1
1343,7,7,19,summer,Girincs,Hungary,47.9692,20.9844,Tisza,river,1,1,,1,3,1,1,1
1343,7,7,29,summer,Strasbourg,France,48.5833,7.75,Rhine,river,3,5,9.0,1,2,1,1,1
1343,8,8,2,summer,Zürich,Switzerland,47.3717,8.5422,Limmat,river,3,5,,1,2,1,1,1
1343,8,8,2,summer,Zürich,Switzerland,47.3717,8.5422,Sihl,river,2,3,,1,2,1,1,1
1343,8,8,2,summer,Zürich,Switzerland,47.3717,8.5422,Zürichsee,lake,2,3,,1,2,1,1,1
1343,8,8,2,summer,Strasbourg,France,48.5833,7.75,Rhine,river,3,5,,1,2,1,1,1
1343,8,8,2,summer,Schaffhausen,Switzerland,47.6967,8.6339,Rhine,river,3,5,,1,2,1,1,1
1343,8,8,2,summer,Basel,Switzerland,47.5581,7.5878,Rhine,river,3,5,,1,2,1,1,1
1343,8,8,2,summer,Rheinau,Germany,48.6667,7.9333,Rhine,river,3,5,,1,2,1,1,1
1343,8,8,2,summer,Brisack,Germany,48.0333,7.5833,Rhine,river,3,5,,1,2,1,1,1
1343,8,8,2,summer,Laufenburg,Germany,47.5667,8.0667,Rhine,river,3,5,,2,2,1,1,1
1343,8,8,2,summer,Säckingen,Germany,47.55,7.95,Rhine,river,3,5,,2,2,1,1,1
1343,8,8,2,summer,Rheinfelden,Switzerland,47.5667,7.8,Rhine,river,3,5,,2,2,1,1,1
1343,8,8,2,summer,Eichstätt,Germany,48.9,11.1833,Altmühl (and other waterflows),river,3,5,,1,2,2,1,1
1343,8,8,2,summer,Eichstätt diocese,Germany,48.9,11.1833,Danube,river,2,3,,1,2,2,2,2
1343,8,8,2,summer,Luzern,Switzerland,47.0519,8.3058,Reuss,river,3,5,,1,2,1,1,2
1343,8,8,2,summer,Luzern,Switzerland,47.0519,8.3058,Vierwaldstättersee,lake,2,3,,1,2,1,1,2
1343,8,8,2,summer,Wintertur,Switzerland,47.4992,8.7267,Töss,river,3,5,,1,2,1,1,2
1343,8,8,4,summer,Konstanz,Germany,47.6667,9.1833,Bodensee,lake,3,6,,1,1,1,1,1
1343,8,8,9,summer,Lindau,Germany,47.55,9.6833,Bodensee,lake,3,5,,1,2,1,1,1
1343,8,8,28,summer,Strasbourg,France,48.5833,7.75,Rhine,river,3,6,,1,1,1,1,1
1343,9,9,1,autumn,Lindau,Germany,47.55,9.6833,Bodensee,lake,3,6,,1,1,1,1,1
1343,9,9,4,autumn,Konstanz,Germany,47.6667,9.1833,Bodensee,lake,3,6,,1,1,1,1,1
1343,9,9,15,autumn,Rheineck,Germany,47.55,9.6833,Alpenrhein,river,3,4,,1,3,1,1,1
1343,9,9,15,autumn,Friedrichshafen,Germany,47.65,9.4833,Rotach,river,3,4,,1,3,1,1,1
1343,9,9,15,autumn,Moos,Germany,47.725,8.9333,Schussen,river,3,4,,1,3,1,1,1
1343,9,9,15,autumn,Langenargen,Germany,47.6,9.55,Argen,river,3,4,,1,3,1,1,1
1343,9,9,15,autumn,Bregenz,Germany,47.505,9.7492,Bregenzer Aach,river,3,4,,1,3,1,1,1
1343,9,9,15,autumn,Goldach,Germany,47.4897,9.4778,Goldach,river,3,4,,1,3,1,1,1
1343,9,9,15,autumn,Unterhochsteg,Germany,47.5378,9.7372,Leiblach,river,3,4,,1,3,1,1,1
1343,9,9,15,autumn,Dornbirn,Germany,47.4133,9.7444,Dornbirner Aach,river,3,4,,1,3,1,1,1
1343,10,10,6,autumn,"Playa Guadarranque, Barrios, Los",Spain,36.1739,-5.4289,Guadarranque,river,1,1,,1,1,1,1,2
1343,10,10,14,autumn,Holmok,Ukraine,48.56,22.2644,Uh,river,1,1,,1,3,1,1,1
1343,12,12,3,autumn,Amalfi,Italy,40.6356,14.6025,Mediterranean Sea,sea,3,4,,1,1,1,1,1
1343,12,12,3,autumn,Istambul,Turkey,41.01,28.9603,Aegean Sea,sea,3,4,,1,1,1,1,1
1343,12,12,3,autumn,Pera (Istambul),Turkey,41.0333,28.9833,Aegean Sea,sea,3,4,,1,1,1,1,1
1343,12,12,3,autumn,Naples,Italy,40.8333,14.25,Tyrrhenean Sea,sea,3,4,,1,1,1,1,1
1343,12,12,3,autumn,Venice,Italy,45.4375,12.3358,Adriatic Sea,sea,1,1,,2,3,1,1,1
1343,,17,,only year,Stollhofen (Traismauer),Austria,48.3544,15.7569,Danube,,3,5,,1,2,1,1,2
1343,,17,,only year,Bologna,Italy,44.4939,11.3428,Reno,,2,5,,1,2,1,1,2
1343,,17,,year (winter?),Frisia,Netherlands,53.4833,7.5667,North Sea,sea,1,1,,1,3,1,2,2
