condado,estado,ibd_medio_cm,grupo_ancestria
Titus,Texas,0.0018642205842199,Scandinavian American
Boyle,Kentucky,0.00186404265528379,Scandinavian American
Fayette,Iowa,0.00185653343850167,Scandinavian American
LaMoure,North Dakota,0.00185461276593505,Scandinavian American
Henderson,Texas,0.00184698006924308,Scandinavian American
Dewey,Oklahoma,0.0018357408809721,Scandinavian American
Osage,Oklahoma,0.00182947373664963,Scandinavian American
Henderson,Tennessee,0.00182798265729765,Scandinavian American
Barnes,North Dakota,0.0018224601870145,Scandinavian American
Cass,North Dakota,0.00181788278329423,Scandinavian American
Johnson,Illinois,0.00180941018950443,Scandinavian American
Cheyenne,Colorado,0.00180798569569389,Scandinavian American
Woodward,Oklahoma,0.00180669911385975,Scandinavian American
Jefferson,Alabama,0.00180149896706221,Scandinavian American
Wright,Iowa,0.00179199991710948,Scandinavian American
Hamilton,New York,0.0017812016175836,Scandinavian American
Ballard,Kentucky,0.0017788923720668,Scandinavian American
Wayne,Tennessee,0.00177568931498053,Scandinavian American
DeKalb,Alabama,0.0017738187729162,Scandinavian American
Lauderdale,Alabama,0.00177258793669302,Scandinavian American
Hunterdon,New Jersey,0.00177002080492665,Scandinavian American
Otter Tail,Minnesota,0.00176766717984884,Scandinavian American
Logan,Ohio,0.00176757609958102,Scandinavian American
Cumberland,Tennessee,0.00176473153109136,Scandinavian American
Falls,Texas,0.00176023204316914,Scandinavian American
Putnam,Indiana,0.00175685042428896,Scandinavian American
Henrico,Virginia,0.0017552907278638,Scandinavian American
Coleman,Texas,0.00175117881015606,Scandinavian American
Izard,Arkansas,0.00174869276747572,Scandinavian American
Okanogan,Washington,0.001748545507121,Scandinavian American
Warren,Tennessee,0.0017478834093471,Scandinavian American
Warren,North Carolina,0.00174382733270325,Scandinavian American
Coffee,Tennessee,0.00173972428668833,Scandinavian American
Meigs,Tennessee,0.0017396464138446,Scandinavian American
Meade,Kansas,0.0017354531959131,Scandinavian American
Lyon,Iowa,0.00173424062578105,Scandinavian American
Dunn,Wisconsin,0.00173167157548386,Scandinavian American
Lyman,South Dakota,0.00173042978642166,Scandinavian American
Boone,West Virginia,0.00172976683583387,Scandinavian American
Cocke,Tennessee,0.0017275344542162,Scandinavian American
Vernon,Louisiana,0.00172741060434944,Scandinavian American
Schleicher,Texas,0.0017268884209984,Scandinavian American
Fillmore,Minnesota,0.00172209166954081,Scandinavian American
Throckmorton,Texas,0.0017202146054212,Scandinavian American
Orange,Texas,0.0017192615770095,Scandinavian American
Toole,Montana,0.0017172427232337,Scandinavian American
Brown,Nebraska,0.0017060273507693,Scandinavian American
Washington,Arkansas,0.0017045466653276,Scandinavian American
Red Lake,Minnesota,0.001704264720095,Scandinavian American
Vernon,Wisconsin,0.00170359209397032,Scandinavian American
Cook,Minnesota,0.0016965179089202,Scandinavian American
Monroe,Kentucky,0.0016954027871014,Scandinavian American
Antrim,Michigan,0.00169483925015996,Scandinavian American
Todd,Kentucky,0.0016903593279756,Scandinavian American
Shelby,Iowa,0.0016885888445861,Scandinavian American
Franklin,Nebraska,0.0016870018717861,Scandinavian American
Estill,Kentucky,0.0016849300960988,Scandinavian American
Adair,Kentucky,0.0016847866787293,Scandinavian American
Shelby,Kentucky,0.0016824825311404,Scandinavian American
Washita,Oklahoma,0.0016798606151046,Scandinavian American
Woodbury,Iowa,0.00167985159248678,Scandinavian American
Taney,Missouri,0.00167565323425383,Scandinavian American
Lyon,Kentucky,0.0016731599344477,Scandinavian American
Kanabec,Minnesota,0.0016707949180044,Scandinavian American
LaSalle,Illinois,0.00166921814268204,Scandinavian American
Harris,Georgia,0.0016684259762316,Scandinavian American
Burnett,Wisconsin,0.0016643725220832,Scandinavian American
Renville,Minnesota,0.00166431681048912,Scandinavian American
Calhoun,Florida,0.001663766351943,Scandinavian American
Carson,Texas,0.0016605263352006,Scandinavian American
Sullivan,Pennsylvania,0.0016601016790879,Scandinavian American
Tallapoosa,Alabama,0.0016585240100047,Scandinavian American
McPherson,Kansas,0.00165791156171626,Scandinavian American
Winston,Alabama,0.00165784086951803,Scandinavian American
Houston,Tennessee,0.0016550546670587,Scandinavian American
Howard,Missouri,0.00165388981356253,Scandinavian American
Foster,North Dakota,0.0016515940861764,Scandinavian American
Ringgold,Iowa,0.00165110055540606,Scandinavian American
Carlisle,Kentucky,0.00165080207526135,Scandinavian American
Crawford,Missouri,0.00165022026362216,Scandinavian American
Lincoln,Minnesota,0.00164780629366755,Scandinavian American
Pocahontas,Iowa,0.00164761613772385,Scandinavian American
Bayfield,Wisconsin,0.00164687031716415,Scandinavian American
Scott,Indiana,0.0016451239364152,Scandinavian American
Giles,Tennessee,0.00164506045255013,Scandinavian American
Benton,Mississippi,0.00163984306129945,Scandinavian American
Chautauqua,Kansas,0.00163984171324604,Scandinavian American
Breckinridge,Kentucky,0.0016375619302315,Scandinavian American
Pike,Arkansas,0.00163690648215847,Scandinavian American
Mills,Iowa,0.00163592495415896,Scandinavian American
Van Buren,Tennessee,0.0016347514827962,Scandinavian American
Kerr,Texas,0.0016335414357223,Scandinavian American
Calhoun,Arkansas,0.00163294801031885,Scandinavian American
Allen,Kentucky,0.00163240978407875,Scandinavian American
Berrien,Georgia,0.00162848825036505,Scandinavian American
Stone,Arkansas,0.0016282219802117,Scandinavian American
Maury,Tennessee,0.00162750149674595,Scandinavian American
Fayette,Georgia,0.0016268092378545,Scandinavian American
Phelps,Nebraska,0.00162594796336245,Scandinavian American
Coffey,Kansas,0.0016255429728382,Scandinavian American
Lewis,Kentucky,0.0016231194366391,Scandinavian American
Waseca,Minnesota,0.00162283367685706,Scandinavian American
Catoosa,Georgia,0.0016222530654261,Scandinavian American
Arkansas,Arkansas,0.00161931760646276,Scandinavian American
Johnston,Oklahoma,0.00161583433896806,Scandinavian American
Monona,Iowa,0.00161229593320317,Scandinavian American
Lincoln,North Carolina,0.00161064422493386,Scandinavian American
Richland,Montana,0.00160872454640655,Scandinavian American
Jackson,Alabama,0.00160849127104426,Scandinavian American
Boone,Iowa,0.00160516943906395,Scandinavian American
Navarro,Texas,0.0016044952401314,Scandinavian American
Tippah,Mississippi,0.00160428703733045,Scandinavian American
Conway,Arkansas,0.00160172773497757,Scandinavian American
Wayne,Illinois,0.00159718961593026,Scandinavian American
Parker,Texas,0.00159467381219019,Scandinavian American
Highland,Ohio,0.00159450572266906,Scandinavian American
Henderson,North Carolina,0.0015911313604679,Scandinavian American
Adams,Illinois,0.00158820100762193,Scandinavian American
Marshall,Tennessee,0.00158798059966223,Scandinavian American
Dallas,Missouri,0.00158700969971115,Scandinavian American
Gray,Kansas,0.0015856011708853,Scandinavian American
Okaloosa,Florida,0.0015849910556312,Scandinavian American
Pierce,Nebraska,0.00158475109602236,Scandinavian American
Washington,Kentucky,0.00158461929589945,Scandinavian American
Pottawattamie,Iowa,0.00158303642184598,Scandinavian American
Stearns,Minnesota,0.00158258076300255,Scandinavian American
Big Stone,Minnesota,0.00157912008427435,Scandinavian American
Morris,Texas,0.0015782138507224,Scandinavian American
Avery,North Carolina,0.00157577756782233,Scandinavian American
Price,Wisconsin,0.00157482913912436,Scandinavian American
Knox,Tennessee,0.00157345571804189,Scandinavian American
Worth,Georgia,0.0015720551097024,Scandinavian American
Carroll,Arkansas,0.00157082913426885,Scandinavian American
Jackson,North Carolina,0.0015680094683486,Scandinavian American
Kossuth,Iowa,0.00156728455287316,Scandinavian American
McLean,North Dakota,0.0015672618523871,Scandinavian American
Limestone,Alabama,0.00156715479315786,Scandinavian American
Clark,Kentucky,0.00155985539684185,Scandinavian American
Clay,Alabama,0.00155612472245175,Scandinavian American
Harrison,Kentucky,0.001555574210393,Scandinavian American
Pickett,Tennessee,0.0015546680395378,Scandinavian American
Cullman,Alabama,0.00155418865334563,Scandinavian American
Saunders,Nebraska,0.00155404035545207,Scandinavian American
Meeker,Minnesota,0.00155230388045162,Scandinavian American
Craig,Oklahoma,0.0015522404166954,Scandinavian American
Jackson,Minnesota,0.00155133769956946,Scandinavian American
Taylor,Texas,0.00154990523201072,Scandinavian American
Crittenden,Kentucky,0.00154910926208373,Scandinavian American
Bonner,Idaho,0.00154686120445149,Scandinavian American
Knott,Kentucky,0.00154578186741843,Scandinavian American
Pembina,North Dakota,0.00154482244497462,Scandinavian American
Newton,Indiana,0.0015433593249633,Scandinavian American
Childress,Texas,0.0015426585690845,Scandinavian American
Grundy,Tennessee,0.00153872040384043,Scandinavian American
Cerro Gordo,Iowa,0.0015382138311669,Scandinavian American
Transylvania,North Carolina,0.00153732881684355,Scandinavian American
Curry,Oregon,0.0015367260688464,Scandinavian American
Skagit,Washington,0.00153350274746805,Scandinavian American
Holt,Missouri,0.00153214998879253,Scandinavian American
Clark,Arkansas,0.00153159188492976,Scandinavian American
Newton,Arkansas,0.001531517866884,Scandinavian American
Boone,Illinois,0.0015281573199526,Scandinavian American
La Crosse,Wisconsin,0.00152544463097382,Scandinavian American
Woods,Oklahoma,0.0015218982532424,Scandinavian American
Miner,South Dakota,0.0015218130934804,Scandinavian American
Sangamon,Illinois,0.00152100249445866,Scandinavian American
Cass,Nebraska,0.0015208149568205,Scandinavian American
Allamakee,Iowa,0.00151952896230592,Scandinavian American
Russell,Kentucky,0.00151801972148465,Scandinavian American
Scott,Virginia,0.00151601726622324,Scandinavian American
Turner,Georgia,0.00151500470286986,Scandinavian American
Greene,Tennessee,0.00151420217857053,Scandinavian American
Hot Spring,Arkansas,0.00151337334932126,Scandinavian American
Union,South Dakota,0.0015122016617363,Scandinavian American
Deaf Smith,Texas,0.0015095945912355,Scandinavian American
Banks,Georgia,0.0015068485953586,Scandinavian American
Grayson,Virginia,0.00150661867956533,Scandinavian American
Burt,Nebraska,0.00150638655395677,Scandinavian American
Saline,Arkansas,0.00150499022951974,Scandinavian American
Lake,South Dakota,0.001504459194107,Scandinavian American
Athens,Ohio,0.00150438948446023,Scandinavian American
Carlton,Minnesota,0.00150424822423132,Scandinavian American
Greene,Arkansas,0.00150270164716515,Scandinavian American
Schuyler,Missouri,0.0015022051271084,Scandinavian American
Jackson,Arkansas,0.00150091104399227,Scandinavian American
Clark,Indiana,0.00149985138862024,Scandinavian American
Logan,Arkansas,0.00149887742748903,Scandinavian American
Hardeman,Tennessee,0.0014987054762665,Scandinavian American
Webster,Missouri,0.001497942196726,Scandinavian American
Atoka,Oklahoma,0.0014974089626053,Scandinavian American
Hampshire,West Virginia,0.00149720389201163,Scandinavian American
Franklin,Georgia,0.00149592257960345,Scandinavian American
Ottawa,Kansas,0.0014951314453951,Scandinavian American
Lyon,Minnesota,0.00149486577683666,Scandinavian American
Leslie,Kentucky,0.00149417103432775,Scandinavian American
Hancock,Illinois,0.00149398576606822,Scandinavian American
Beaverhead,Montana,0.0014935628818391,Scandinavian American
Oldham,Kentucky,0.0014916583066011,Scandinavian American
Lewis,Tennessee,0.0014912028538906,Scandinavian American
Howard,Arkansas,0.00149117728490955,Scandinavian American
Clearwater,Idaho,0.0014910847709782,Scandinavian American
Franklin,Alabama,0.0014905675539587,Scandinavian American
Taylor,Georgia,0.0014904258847825,Scandinavian American
Boundary,Idaho,0.0014880240370523,Scandinavian American
White,Georgia,0.00148692807148214,Scandinavian American
Clarke,Iowa,0.0014866501926516,Scandinavian American
Perry,Missouri,0.0014858831906981,Scandinavian American
Teton,Montana,0.0014849406132654,Scandinavian American
Robertson,Tennessee,0.001484664892989,Scandinavian American
Montgomery,North Carolina,0.00148417190352355,Scandinavian American
Hale,Texas,0.0014840167534905,Scandinavian American
Beltrami,Minnesota,0.00148382827864487,Scandinavian American
Linn,Oregon,0.00148320245274306,Scandinavian American
Moniteau,Missouri,0.0014818726219848,Scandinavian American
Sharp,Arkansas,0.00148078060660126,Scandinavian American
Fremont,Wyoming,0.0014804790550578,Scandinavian American
Floyd,Texas,0.0014791377618218,Scandinavian American
Briscoe,Texas,0.0014789345236344,Scandinavian American
Cass,Illinois,0.00147886634259305,Scandinavian American
Iredell,North Carolina,0.00147874778547496,Scandinavian American
Cottonwood,Minnesota,0.00147761075455406,Scandinavian American
Carroll,Missouri,0.001472548459042,Scandinavian American
Sullivan,Missouri,0.0014711921835881,Scandinavian American
Ontonagon,Michigan,0.00147089621404429,Scandinavian American
Laurel,Kentucky,0.00146900480153783,Scandinavian American
Quitman,Mississippi,0.001468921171033,Scandinavian American
Clay,Tennessee,0.0014655943372128,Scandinavian American
Texas,Missouri,0.00146523376611202,Scandinavian American
Lyon,Kansas,0.00146522856697945,Scandinavian American
St. Clair,Alabama,0.00146395971302043,Scandinavian American
Sheridan,Nebraska,0.0014627930964089,Scandinavian American
Harrison,Indiana,0.0014623173022023,Scandinavian American
Louisa,Iowa,0.00146081416907115,Scandinavian American
Murray,Georgia,0.00146070722268575,Scandinavian American
Hickman,Kentucky,0.0014574332299341,Scandinavian American
Trempealeau,Wisconsin,0.00145730932622971,Scandinavian American
Woodruff,Arkansas,0.0014569910186313,Scandinavian American
Patrick,Virginia,0.00145540503458223,Scandinavian American
Spencer,Indiana,0.00145184631403716,Scandinavian American
Webster,Kentucky,0.00145006440344432,Scandinavian American
Hamilton,Iowa,0.00144983024811656,Scandinavian American
Buchanan,Virginia,0.00144907006341042,Scandinavian American
Gilmer,Georgia,0.0014490685139627,Scandinavian American
Benzie,Michigan,0.00144760870918775,Scandinavian American
Pope,Arkansas,0.0014467480156098,Scandinavian American
Madison,Arkansas,0.00144616954908918,Scandinavian American
Middlesex,New Jersey,0.00144472902219643,Scandinavian American
Buena Vista,Iowa,0.00144336778528742,Scandinavian American
Wood,Texas,0.00144331484740364,Scandinavian American
Edmonson,Kentucky,0.0014425542994292,Scandinavian American
Rabun,Georgia,0.0014414907249476,Scandinavian American
Kendall,Illinois,0.0014412736223517,Scandinavian American
Lake,Florida,0.00144018205096675,Scandinavian American
Sheridan,Kansas,0.0014401562757768,Scandinavian American
Meriwether,Georgia,0.00143994915977686,Scandinavian American
Dane,Wisconsin,0.00143918229013048,Scandinavian American
Roberts,South Dakota,0.0014391024514051,Scandinavian American
Snohomish,Washington,0.00143797877941827,Scandinavian American
Kingman,Kansas,0.0014355720203309,Scandinavian American
Franklin,Tennessee,0.00143548494290376,Scandinavian American
Wibaux,Montana,0.0014350217194359,Scandinavian American
Wayne,Missouri,0.00143464923774059,Scandinavian American
Clear Creek,Colorado,0.0014326954567704,Scandinavian American
Howard,Iowa,0.00143207144894543,Scandinavian American
El Paso,Colorado,0.00143186102918315,Scandinavian American
Daviess,Missouri,0.00143067133333506,Scandinavian American
Henry,Virginia,0.00142935023977092,Scandinavian American
Hood River,Oregon,0.0014293181877648,Scandinavian American
Clinton,Kentucky,0.0014284243075796,Scandinavian American
Fulton,Arkansas,0.0014279833132794,Scandinavian American
Macon,Illinois,0.00142665587674328,Scandinavian American
Deuel,Nebraska,0.0014263726080822,Scandinavian American
Anderson,Kentucky,0.00142538976100335,Scandinavian American
Van Wert,Ohio,0.00142421717457839,Scandinavian American
Dickey,North Dakota,0.0014233094894825,Scandinavian American
Bureau,Illinois,0.00142058279827765,Scandinavian American
Putnam,New York,0.0014160910660725,Scandinavian American
Nacogdoches,Texas,0.00141546202662912,Scandinavian American
Lewis,Washington,0.00141429626504603,Scandinavian American
Grant,Kentucky,0.00141422043506635,Scandinavian American
Pulaski,Arkansas,0.00141324435423918,Scandinavian American
Pierce,Wisconsin,0.00141273670810667,Scandinavian American
Glascock,Georgia,0.0014126083699781,Scandinavian American
Steele,Minnesota,0.0014122058361384,Scandinavian American
Lincoln,Nebraska,0.0014111737017022,Scandinavian American
Lafayette,Wisconsin,0.00140986716901896,Scandinavian American
Emmet,Iowa,0.0014096612684373,Scandinavian American
Pittsburg,Oklahoma,0.00140926761066572,Scandinavian American
Marion,Tennessee,0.0014091292374967,Scandinavian American
Montgomery,Texas,0.0014077477139424,Scandinavian American
Madison,Kentucky,0.00140645567591113,Scandinavian American
Oceana,Michigan,0.00140602238882246,Scandinavian American
Alleghany,North Carolina,0.0014041531305172,Scandinavian American
Wayne,Kentucky,0.00140388872658639,Scandinavian American
Colquitt,Georgia,0.00140192666068853,Scandinavian American
Hendricks,Indiana,0.00140145760839905,Scandinavian American
Lincoln,Louisiana,0.0013993668986111,Scandinavian American
Polk,Wisconsin,0.00139845952164696,Scandinavian American
Lincoln,Washington,0.0013979642076532,Scandinavian American
Webster,Nebraska,0.00139769469204705,Scandinavian American
Washington,Colorado,0.0013969138714928,Scandinavian American
Logan,Kentucky,0.0013964088888502,Scandinavian American
Hamilton,Nebraska,0.0013952743263949,Scandinavian American
Union,North Carolina,0.00139431782048942,Scandinavian American
Butler,Missouri,0.00139405818115205,Scandinavian American
Tift,Georgia,0.0013938650645768,Scandinavian American
Allegan,Michigan,0.00139352901376642,Scandinavian American
Jackson,Tennessee,0.0013932833133524,Scandinavian American
Hyde,South Dakota,0.001393002585377,Scandinavian American
Hunt,Texas,0.00139088732513658,Scandinavian American
Harrison,Iowa,0.00139058871205809,Scandinavian American
Hansford,Texas,0.001389035041394,Scandinavian American
Pike,Illinois,0.00138585758796036,Scandinavian American
Brule,South Dakota,0.0013852405487437,Scandinavian American
Hart,Kentucky,0.0013848020624492,Scandinavian American
Magoffin,Kentucky,0.0013842152397087,Scandinavian American
Aurora,South Dakota,0.0013830708476019,Scandinavian American
San Augustine,Texas,0.00138286586183895,Scandinavian American
Payne,Oklahoma,0.00138157876940385,Scandinavian American
Red River,Texas,0.00138065320594804,Scandinavian American
Bollinger,Missouri,0.0013794685741983,Scandinavian American
Dade,Georgia,0.310089377162318,Southern Colonial
Clay,Kentucky,0.309535305671781,Southern Colonial
Winston,Alabama,0.290747447249536,Southern Colonial
Elbert,Georgia,0.27916158367548,Southern Colonial
Leslie,Kentucky,0.276127074381088,Southern Colonial
Union,Georgia,0.272391023183578,Southern Colonial
Forsyth,Georgia,0.271241190985067,Southern Colonial
Jackson,Alabama,0.27100844161539,Southern Colonial
Pickens,Georgia,0.264101170889731,Southern Colonial
Hall,Georgia,0.263704214864548,Southern Colonial
Yancey,North Carolina,0.261678093305844,Southern Colonial
Grainger,Tennessee,0.258158906098762,Southern Colonial
Lauderdale,Alabama,0.25136469905893,Southern Colonial
DeKalb,Alabama,0.25040988819923,Southern Colonial
Paulding,Georgia,0.248677055713599,Southern Colonial
White,Georgia,0.248618609360778,Southern Colonial
Perry,Kentucky,0.248596426634743,Southern Colonial
Tishomingo,Mississippi,0.245349472707515,Southern Colonial
Clay,Alabama,0.243524325361751,Southern Colonial
Mitchell,North Carolina,0.243444161865423,Southern Colonial
Ward,Texas,0.242946744107772,Southern Colonial
Knox,Kentucky,0.242729248629437,Southern Colonial
Morgan,Tennessee,0.241951997817078,Southern Colonial
Monroe,Tennessee,0.241797064989256,Southern Colonial
Whitfield,Georgia,0.240556453046576,Southern Colonial
Scott,Tennessee,0.239957119345112,Southern Colonial
Van Buren,Tennessee,0.23870869703841,Southern Colonial
Murray,Georgia,0.238417824349824,Southern Colonial
Etowah,Alabama,0.236209843791208,Southern Colonial
Marion,Tennessee,0.235400995445457,Southern Colonial
Laurel,Kentucky,0.235345040551342,Southern Colonial
Dawson,Georgia,0.235231335892704,Southern Colonial
Granville,North Carolina,0.235034877670493,Southern Colonial
Franklin,Alabama,0.234911675602685,Southern Colonial
Polk,North Carolina,0.23455250940393,Southern Colonial
Bell,Kentucky,0.233528972708865,Southern Colonial
Whitley,Kentucky,0.233229984801658,Southern Colonial
Clay,North Carolina,0.233163709844684,Southern Colonial
Prentiss,Mississippi,0.233013783524222,Southern Colonial
Rockcastle,Kentucky,0.232817709089327,Southern Colonial
Jackson,Georgia,0.232503019869037,Southern Colonial
Claiborne,Tennessee,0.232428297654022,Southern Colonial
Hancock,Tennessee,0.232381879860979,Southern Colonial
Habersham,Georgia,0.232268774041676,Southern Colonial
Rabun,Georgia,0.232091194213557,Southern Colonial
Cherokee,Georgia,0.231888441893048,Southern Colonial
Franklin,Georgia,0.231518380007879,Southern Colonial
Fannin,Georgia,0.230329991273099,Southern Colonial
Buncombe,North Carolina,0.230132544248122,Southern Colonial
Madison,North Carolina,0.22962927884468,Southern Colonial
Macon,North Carolina,0.229495102147047,Southern Colonial
Howell,Missouri,0.229389254853916,Southern Colonial
Scott,Virginia,0.229058378689748,Southern Colonial
Marion,Alabama,0.228990722657664,Southern Colonial
Lee,Alabama,0.228319312313916,Southern Colonial
Harlan,Kentucky,0.228018000610631,Southern Colonial
Patrick,Virginia,0.227994204684821,Southern Colonial
Campbell,Tennessee,0.227952331368892,Southern Colonial
Latimer,Oklahoma,0.227889965629913,Southern Colonial
Lumpkin,Georgia,0.226620126172316,Southern Colonial
Martin,Kentucky,0.226557337928875,Southern Colonial
Cherokee,Alabama,0.226238260845459,Southern Colonial
Bledsoe,Tennessee,0.226158325644972,Southern Colonial
Gordon,Georgia,0.22583521156306,Southern Colonial
Clay,Tennessee,0.22560959672659,Southern Colonial
Blount,Alabama,0.22551297271469,Southern Colonial
Stone,Arkansas,0.225302516618348,Southern Colonial
Randolph,Alabama,0.225216052796198,Southern Colonial
Halifax,Virginia,0.225143570636573,Southern Colonial
Cocke,Tennessee,0.224937073306799,Southern Colonial
Magoffin,Kentucky,0.224677499033734,Southern Colonial
Graham,North Carolina,0.224485334214418,Southern Colonial
Gwinnett,Georgia,0.224361350550596,Southern Colonial
McMinn,Tennessee,0.224228601251147,Southern Colonial
Polk,Georgia,0.22421628047269,Southern Colonial
Breathitt,Kentucky,0.224160953836713,Southern Colonial
Person,North Carolina,0.223686541402875,Southern Colonial
Barrow,Georgia,0.223537221952822,Southern Colonial
Oconee,Georgia,0.222945809439382,Southern Colonial
Unicoi,Tennessee,0.222890022946162,Southern Colonial
Iron,Missouri,0.222265237962463,Southern Colonial
Carroll,Georgia,0.222148724258817,Southern Colonial
Walker,Georgia,0.22202684017767,Southern Colonial
Perry,Tennessee,0.221945403096826,Southern Colonial
Knott,Kentucky,0.22184205516824,Southern Colonial
Itawamba,Mississippi,0.221817494444575,Southern Colonial
St. Clair,Alabama,0.221651991556285,Southern Colonial
Meigs,Tennessee,0.221558714779468,Southern Colonial
Banks,Georgia,0.221554677615555,Southern Colonial
Stanly,North Carolina,0.220916676895244,Southern Colonial
Union,Tennessee,0.220331419273222,Southern Colonial
Alleghany,North Carolina,0.220187286381443,Southern Colonial
Haralson,Georgia,0.220183095621205,Southern Colonial
Polk,Tennessee,0.219945844524441,Southern Colonial
Marshall,Alabama,0.219804150622798,Southern Colonial
Wayne,Tennessee,0.219617574251951,Southern Colonial
Stokes,North Carolina,0.219492487215894,Southern Colonial
Dickenson,Virginia,0.219435008846558,Southern Colonial
Pickens,South Carolina,0.21937787971079,Southern Colonial
Roane,Tennessee,0.218676852779707,Southern Colonial
Poinsett,Arkansas,0.218662844296028,Southern Colonial
Cullman,Alabama,0.218543291737319,Southern Colonial
Walker,Alabama,0.217500944410119,Southern Colonial
Cleburne,Alabama,0.217247970656907,Southern Colonial
Owsley,Kentucky,0.216884882181651,Southern Colonial
Faulkner,Arkansas,0.216818020996572,Southern Colonial
Carroll,Virginia,0.216767259240498,Southern Colonial
Throckmorton,Texas,0.216691442656188,Southern Colonial
Alcorn,Mississippi,0.216494585590481,Southern Colonial
Cumberland,Tennessee,0.21632834668481,Southern Colonial
Wolfe,Kentucky,0.216271292485035,Southern Colonial
Jackson,Kentucky,0.216215107419742,Southern Colonial
Letcher,Kentucky,0.215513523355481,Southern Colonial
Sequatchie,Tennessee,0.215313165308039,Southern Colonial
Dallas,Arkansas,0.21527716496104,Southern Colonial
Sevier,Tennessee,0.215102392376722,Southern Colonial
Putnam,Tennessee,0.215067800963568,Southern Colonial
Floyd,Kentucky,0.214839328669027,Southern Colonial
Towns,Georgia,0.214646455796205,Southern Colonial
Russell,Kentucky,0.214416606539602,Southern Colonial
George,Mississippi,0.214387278603903,Southern Colonial
Decatur,Tennessee,0.214158619618082,Southern Colonial
Transylvania,North Carolina,0.213839200457468,Southern Colonial
McCreary,Kentucky,0.213834762360491,Southern Colonial
Elliott,Kentucky,0.213774065176324,Southern Colonial
Cleveland,North Carolina,0.213327323891113,Southern Colonial
Hart,Georgia,0.213247825487797,Southern Colonial
Tippah,Mississippi,0.212927775527164,Southern Colonial
Buchanan,Virginia,0.212911812059997,Southern Colonial
Cherokee,North Carolina,0.212434202698834,Southern Colonial
Ozark,Missouri,0.212136556199048,Southern Colonial
Pontotoc,Mississippi,0.211846770627252,Southern Colonial
Colbert,Alabama,0.211802782262547,Southern Colonial
Rutherford,North Carolina,0.21159543744045,Southern Colonial
Wayne,West Virginia,0.211561730382485,Southern Colonial
Jackson,Tennessee,0.211446826842113,Southern Colonial
Lawrence,Alabama,0.211385002209395,Southern Colonial
Anderson,Tennessee,0.211337027262261,Southern Colonial
Lewis,Tennessee,0.211161365197892,Southern Colonial
Oconee,South Carolina,0.211001932231782,Southern Colonial
Hawkins,Tennessee,0.210948434863359,Southern Colonial
Allen,Kentucky,0.210878319847422,Southern Colonial
Henderson,North Carolina,0.210853634126116,Southern Colonial
Coryell,Texas,0.210852473994213,Southern Colonial
Hamilton,Tennessee,0.210801824219241,Southern Colonial
Bartow,Georgia,0.210261519118438,Southern Colonial
DeKalb,Tennessee,0.210232592520658,Southern Colonial
Lawrence,Tennessee,0.209836884530729,Southern Colonial
Carter,Tennessee,0.209530322511727,Southern Colonial
Surry,North Carolina,0.209424789512742,Southern Colonial
Fentress,Tennessee,0.209266493348222,Southern Colonial
Swain,North Carolina,0.208959793598056,Southern Colonial
Henderson,Tennessee,0.208942523221564,Southern Colonial
Cleveland,Arkansas,0.208787852135712,Southern Colonial
Mingo,West Virginia,0.208729356615553,Southern Colonial
Putnam,West Virginia,0.208686005956617,Southern Colonial
Humphreys,Tennessee,0.208548231570685,Southern Colonial
Franklin,Tennessee,0.208501238801435,Southern Colonial
Giles,Tennessee,0.208424107826589,Southern Colonial
Stephens,Georgia,0.208227122527524,Southern Colonial
Floyd,Georgia,0.207936475790915,Southern Colonial
Cobb,Georgia,0.207876746092329,Southern Colonial
Jefferson,Alabama,0.207855407434209,Southern Colonial
McDowell,North Carolina,0.207704519932154,Southern Colonial
Coosa,Alabama,0.207660606690112,Southern Colonial
Chatham,North Carolina,0.207628455450247,Southern Colonial
Lamar,Alabama,0.207534037686496,Southern Colonial
Yadkin,North Carolina,0.207427141442483,Southern Colonial
Fayette,Georgia,0.206816609156571,Southern Colonial
Catoosa,Georgia,0.206719889039839,Southern Colonial
Cottle,Texas,0.206680222309932,Southern Colonial
Perry,Arkansas,0.206596821887638,Southern Colonial
Smith,Tennessee,0.20658870547478,Southern Colonial
Lee,Virginia,0.20604669249763,Southern Colonial
Stewart,Tennessee,0.205961635723538,Southern Colonial
Walthall,Mississippi,0.205850693578729,Southern Colonial
White,Arkansas,0.205369729477627,Southern Colonial
Greenville,South Carolina,0.205236912321288,Southern Colonial
Fayette,Alabama,0.204512140805494,Southern Colonial
Clarke,Georgia,0.204413188364498,Southern Colonial
Marshall,Tennessee,0.204009569633185,Southern Colonial
Cheatham,Tennessee,0.203859057533656,Southern Colonial
Laclede,Missouri,0.20382343468828,Southern Colonial
Gilmer,Georgia,0.203753109065467,Southern Colonial
Henry,Tennessee,0.203751800544362,Southern Colonial
Chilton,Alabama,0.203736604419183,Southern Colonial
Johnston,North Carolina,0.203683285721433,Southern Colonial
White,Tennessee,0.203517404252889,Southern Colonial
Rockdale,Georgia,0.20351339114981,Southern Colonial
Pike,Kentucky,0.203226129319123,Southern Colonial
Meriwether,Georgia,0.203187615469021,Southern Colonial
Briscoe,Texas,0.20300955606623,Southern Colonial
Spartanburg,South Carolina,0.203006663110603,Southern Colonial
Watauga,North Carolina,0.202469271649067,Southern Colonial
Russell,Virginia,0.20244622776415,Southern Colonial
