estado,pais,ibd_medio_cm,grupo_ancestria
Cheshire East,United Kingdom,0.00453757552390653,Northern Colonial
Caerphilly,United Kingdom,0.00451842764713307,Northern Colonial
New Jersey,United States,0.00450959631951009,Northern Colonial
Monmouthshire,United Kingdom,0.00450459001841066,Northern Colonial
North Dakota,United States,0.00449521211831735,Northern Colonial
West Lothian,United Kingdom,0.00448808892903035,Northern Colonial
East Ayrshire,United Kingdom,0.00447868446995034,Northern Colonial
Merseyside,United Kingdom,0.00447660598295951,Northern Colonial
Staffordshire,United Kingdom,0.00446896868415884,Northern Colonial
Imereti,Georgia,0.0044575138489205,Northern Colonial
Powys,United Kingdom,0.00444048139886761,Northern Colonial
Blaenau Gwent,United Kingdom,0.0044065111924914,Northern Colonial
Tasmania,Australia,0.00440531494606291,Northern Colonial
Delaware,United States,0.00440434901948348,Northern Colonial
Northumberland,United Kingdom,0.00438077354031181,Northern Colonial
Wrexham,United Kingdom,0.00437819036915642,Northern Colonial
Greater Manchester,United Kingdom,0.00434456595669167,Northern Colonial
Perthshire and Kinross,United Kingdom,0.00433691380184097,Northern Colonial
Stirling,United Kingdom,0.0043303033111731,Northern Colonial
Flevoland,Netherlands,0.0043139832715377,Northern Colonial
Longford,Ireland,0.00429855457229342,Northern Colonial
Gisborne,New Zealand,0.0042652222080565,Northern Colonial
Angus,United Kingdom,0.00421315058846424,Northern Colonial
Aberdeen,United Kingdom,0.00417790757122304,Northern Colonial
West Yorkshire,United Kingdom,0.00414869918547617,Northern Colonial
New South Wales,Australia,0.00412213002282975,Northern Colonial
Ceredigion,United Kingdom,0.0041149219888543,Northern Colonial
Southern Finland,Finland,0.00404965561244945,Northern Colonial
Minnesota,United States,0.0040432237070694,Northern Colonial
Wisconsin,United States,0.00399199539540873,Northern Colonial
NorÃ°urland vestra,Iceland,0.0039798453820625,Northern Colonial
Victoria,Australia,0.00397142540933711,Northern Colonial
Australian Capital Territory,Australia,0.00395459662611265,Northern Colonial
Buckinghamshire,United Kingdom,0.00395411748074281,Northern Colonial
Phetchabun,Thailand,0.0039464606510835,Northern Colonial
Falkirk,United Kingdom,0.00394486141981682,Northern Colonial
Glasgow,United Kingdom,0.0039360748219445,Northern Colonial
Arad,Romania,0.00388957907289845,Northern Colonial
Redcar and Cleveland,United Kingdom,0.00387849324439955,Northern Colonial
Wiltshire,United Kingdom,0.00387506190352842,Northern Colonial
Otago,New Zealand,0.00385336095952297,Northern Colonial
Nottinghamshire,United Kingdom,0.00383969987998515,Northern Colonial
Limburg,Netherlands,0.0038349383752438,Northern Colonial
Vest-Agder,Norway,0.00381234420785832,Northern Colonial
Vukovarsko-Srijemska,Croatia,0.0037871131131004,Northern Colonial
Burgenland,Austria,0.00376254760759615,Northern Colonial
Brandenburg,Germany,0.00376039603496062,Northern Colonial
Queensland,Australia,0.00375443466032552,Northern Colonial
Torfaen,United Kingdom,0.0037451949521087,Northern Colonial
Newport,United Kingdom,0.0037317969808669,Northern Colonial
Cheshire West and Chester,United Kingdom,0.00371631893057041,Northern Colonial
Kilkenny,Ireland,0.0036932857554445,Northern Colonial
Sogn og Fjordane,Norway,0.0036836754176574,Northern Colonial
Orkney Islands,United Kingdom,0.0036648931301375,Northern Colonial
Medway,United Kingdom,0.00365925996271995,Northern Colonial
Leicestershire,United Kingdom,0.00365470392887081,Northern Colonial
Vysocina,Czech Republic,0.0036483490389405,Northern Colonial
Worcestershire,United Kingdom,0.00364219896817023,Northern Colonial
Warwickshire,United Kingdom,0.00363735809153635,Northern Colonial
Derbyshire,United Kingdom,0.00363171220725041,Northern Colonial
Oulu,Finland,0.0036265952675116,Northern Colonial
Kalmar,Sweden,0.0036230954399851,Northern Colonial
Rheinland-Pfalz,Germany,0.00361032288543984,Northern Colonial
Hawaii,United States,0.00360987154570577,Northern Colonial
Stoke-on-Trent,United Kingdom,0.00358883841058507,Northern Colonial
Peterborough,United Kingdom,0.00358049919056839,Northern Colonial
Milton Keynes,United Kingdom,0.00357310681420006,Northern Colonial
Devon,United Kingdom,0.00356800270961829,Northern Colonial
Oxfordshire,United Kingdom,0.00352681441092399,Northern Colonial
Norfolk,United Kingdom,0.0035150259319195,Northern Colonial
Free State,South Africa,0.00351197893721853,Northern Colonial
Oppland,Norway,0.0035082332716202,Northern Colonial
Nord-Trondelag,Norway,0.0035000052985563,Northern Colonial
East Riding of Yorkshire,United Kingdom,0.00349796260176029,Northern Colonial
West Berkshire,United Kingdom,0.00349781965583388,Northern Colonial
Luton,United Kingdom,0.00349237458570285,Northern Colonial
Hampshire,United Kingdom,0.00348419466516444,Northern Colonial
Bayern,Germany,0.00346539286919734,Northern Colonial
Suffolk,United Kingdom,0.00343865133373785,Northern Colonial
Somerset,United Kingdom,0.00342528865326806,Northern Colonial
Kent,United Kingdom,0.00342295944415962,Northern Colonial
West Coast,New Zealand,0.0034128310020276,Northern Colonial
Norrbotten,Sweden,0.0033966119945304,Northern Colonial
Lincolnshire,United Kingdom,0.00338659752271287,Northern Colonial
Dundee,United Kingdom,0.00337532210781785,Northern Colonial
South Yorkshire,United Kingdom,0.00336712815825633,Northern Colonial
Ararat,Armenia,0.003366598617956,Northern Colonial
Durham,United Kingdom,0.00334013058104392,Northern Colonial
Uttarakhand,India,0.0033374964686547,Northern Colonial
Cornwall,United Kingdom,0.00333330429353566,Northern Colonial
Dorset,United Kingdom,0.00332757241527037,Northern Colonial
Taranaki,New Zealand,0.00332218677884349,Northern Colonial
Isle of Wight,United Kingdom,0.00331875295676866,Northern Colonial
Marlborough,New Zealand,0.0033057265789134,Northern Colonial
Western Australia,Australia,0.00329744258197567,Northern Colonial
Canterbury,New Zealand,0.00329699715346941,Northern Colonial
Tongatapu,Tonga,0.00329307417570054,Northern Colonial
Thurgau,Switzerland,0.0032917194557094,Northern Colonial
Gloucestershire,United Kingdom,0.00327718791805206,Northern Colonial
La Pampa,Argentina,0.0032497074911785,Northern Colonial
Saint Helena,Saint Helena,0.003246522833707,Northern Colonial
South Gloucestershire,United Kingdom,0.00323263455026713,Northern Colonial
Eastern Cape,South Africa,0.00322002453932373,Northern Colonial
Coimbra,Portugal,0.0031978103808202,Northern Colonial
Stockton-on-Tees,United Kingdom,0.00319306717653837,Northern Colonial
West Midlands,United Kingdom,0.0031915102375959,Northern Colonial
East Renfrewshire,United Kingdom,0.00318347459892788,Northern Colonial
East Sussex,United Kingdom,0.00316798698891838,Northern Colonial
Essex,United Kingdom,0.00316266850457176,Northern Colonial
Mecklenburg-Vorpommern,Germany,0.00314859404355528,Northern Colonial
Hertfordshire,United Kingdom,0.00314531230946655,Northern Colonial
Bath and North East Somerset,United Kingdom,0.00314262817851827,Northern Colonial
Central Bedfordshire,United Kingdom,0.00314209691326291,Northern Colonial
Zeeland,Netherlands,0.0031209487777836,Northern Colonial
Schwyz,Switzerland,0.00306913284187879,Northern Colonial
Barbuda,Antigua and Barbuda,0.0030586765456465,Northern Colonial
Saint Helier,Jersey,0.0030441504187138,Northern Colonial
Trnava,Slovakia,0.00303716346996465,Northern Colonial
Tyne and Wear,United Kingdom,0.00303571585735398,Northern Colonial
Rutland,United Kingdom,0.00303233433688772,Northern Colonial
Salzburg,Austria,0.0030249190071597,Northern Colonial
Nouvelle-Aquitaine,France,0.00298968559849066,Northern Colonial
North Lincolnshire,United Kingdom,0.00298592190107824,Northern Colonial
Banska Bystrica,Slovakia,0.0029804658226634,Northern Colonial
Hessen,Germany,0.00295658493643244,Northern Colonial
Wellington,New Zealand,0.00293920845856706,Northern Colonial
Baden-Wurttemberg,Germany,0.00291729898094044,Northern Colonial
Presov,Slovakia,0.0029149670637044,Northern Colonial
Swindon,United Kingdom,0.0029137107469535,Northern Colonial
Eastern,American Samoa,0.0029030438182215,Northern Colonial
Vidzeme,Latvia,0.0028984458216259,Northern Colonial
Tamuning,Guam,0.0028743493306526,Northern Colonial
West Sussex,United Kingdom,0.00287263512773626,Northern Colonial
Noord-Holland,Netherlands,0.00284824426972509,Northern Colonial
Dalarna,Sweden,0.00283829566885773,Northern Colonial
Jonkoping,Sweden,0.00283020319383275,Northern Colonial
Primorsko-Goranska,Croatia,0.00279821303627723,Northern Colonial
KwaZulu-Natal,South Africa,0.00279624792153412,Northern Colonial
Sumadija and Western Serbia,Serbia,0.00278043869264235,Northern Colonial
HÃ¶fuÃ°borgarsvÃ¦Ã°i,Iceland,0.00277712383744725,Northern Colonial
Vojvodina,Serbia,0.00277646657792974,Northern Colonial
Upper Austria,Austria,0.00276473302160378,Northern Colonial
Gotland,Sweden,0.0027479921635794,Northern Colonial
Overijssel,Netherlands,0.00274575887820731,Northern Colonial
Aust-Agder,Norway,0.00273901395033543,Northern Colonial
North Side,Cayman Islands,0.0027304628401979,Northern Colonial
Nakhon Ratchasima,Thailand,0.0027241836419195,Northern Colonial
Sachsen-Anhalt,Germany,0.00272124967759664,Northern Colonial
York,United Kingdom,0.00270914906679972,Northern Colonial
Santarem,Portugal,0.0027009633211581,Northern Colonial
Bristol,United Kingdom,0.00267883409361526,Northern Colonial
Nara,Japan,0.002675166801548,Northern Colonial
Nordrhein-Westfalen,Germany,0.00267413459776902,Northern Colonial
Midtjylland,Denmark,0.00267097651681096,Northern Colonial
Udon Thani,Thailand,0.0026644163042735,Northern Colonial
Jamtland,Sweden,0.0026622513302179,Northern Colonial
Greater London,United Kingdom,0.00266172958560768,Northern Colonial
Central Slovenia,Slovenia,0.00258558038333565,Northern Colonial
Nelson,New Zealand,0.0025851587688622,Northern Colonial
Zug,Switzerland,0.0025679961633008,Northern Colonial
Bulawayo,Zimbabwe,0.0025652532640934,Northern Colonial
Pest,Hungary,0.0025635700076066,Northern Colonial
Schaffhausen,Switzerland,0.0025582513782059,Northern Colonial
Syddanmark,Denmark,0.00255727178235203,Northern Colonial
Western Finland,Finland,0.00255128121225753,Northern Colonial
Belfast,United Kingdom,0.00254930824621796,Northern Colonial
Tuamasaga,Samoa,0.0025311466908757,Northern Colonial
Kanagawa,Japan,0.0025132781393726,Northern Colonial
Friesland,Netherlands,0.00250848706807047,Northern Colonial
Vorarlberg,Austria,0.0024748117416936,Northern Colonial
Karlovacka,Croatia,0.00247480785126146,Northern Colonial
Steiermark,Austria,0.00246266273503537,Northern Colonial
Lucerne,Switzerland,0.0024596142376058,Northern Colonial
District of Columbia,United States,0.00245517243273058,Northern Colonial
Skane,Sweden,0.00244486820370192,Northern Colonial
Ticino,Switzerland,0.002438416705466,Northern Colonial
Mpumalanga,South Africa,0.0024280271514274,Northern Colonial
Wallonie,Belgium,0.00242096367951473,Northern Colonial
Blekinge,Sweden,0.002417879155064,Northern Colonial
Grad Sofiya,Bulgaria,0.00235587878974819,Northern Colonial
Noord-Brabant,Netherlands,0.00235367401230667,Northern Colonial
Niedersachsen,Germany,0.00233545245689109,Northern Colonial
Troms,Norway,0.00232359564635375,Northern Colonial
Aargau,Switzerland,0.00230302442965912,Northern Colonial
Southeast Slovenia,Slovenia,0.00230044844526725,Northern Colonial
Schleswig-Holstein,Germany,0.00229961216672398,Northern Colonial
Buskerud,Norway,0.00229391883684436,Northern Colonial
Nagano,Japan,0.00229333513635205,Northern Colonial
Limpopo,South Africa,0.002291123118179,Northern Colonial
Vlaanderen,Belgium,0.00228542610382443,Northern Colonial
Western Cape,South Africa,0.00227700518354699,Northern Colonial
Lubusz,Poland,0.0022702898575398,Northern Colonial
Vasternorrland,Sweden,0.002261830045843,Northern Colonial
Appenzell Innerrhoden,Switzerland,0.0022576856851497,Northern Colonial
Nordland,Norway,0.0022426531160609,Northern Colonial
Gelderland,Netherlands,0.00224141198681285,Northern Colonial
Saarland,Germany,0.00222814666166876,Northern Colonial
Halland,Sweden,0.0022257940391485,Northern Colonial
Thuringia,Germany,0.00220695668600349,Northern Colonial
Savinja,Slovenia,0.0022015305562722,Northern Colonial
Ostfold,Norway,0.00219166732129925,Northern Colonial
Gavleborg,Sweden,0.00219143139447093,Northern Colonial
Centre-Val de Loire,France,0.0021886579418821,Northern Colonial
Kalimantan Tengah,Indonesia,0.0021856718725247,Northern Colonial
Orebro,Sweden,0.00218155884887826,Northern Colonial
Mashonaland East,Zimbabwe,0.0021743152359422,Northern Colonial
Dibra,Albania,0.0021682057220623,Northern Colonial
South Bohemian,Czech Republic,0.0021547361123724,Northern Colonial
Coastal-Karst,Slovenia,0.00213910585815865,Northern Colonial
Hedmark,Norway,0.0021296992031377,Northern Colonial
Bremen,Germany,0.0021275969679182,Northern Colonial
Zurich,Switzerland,0.0021265488402951,Northern Colonial
Castelo Branco,Portugal,0.0021221774712913,Northern Colonial
Santa Rita,Guam,0.0021118753245365,Northern Colonial
Tolna,Hungary,0.0021060842753812,Northern Colonial
Hartlepool,United Kingdom,0.00210449416279183,Northern Colonial
Shizuoka,Japan,0.0021027033712168,Northern Colonial
Luxembourg,Luxembourg,0.0020864186161104,Northern Colonial
Hamburg,Germany,0.00208497495981621,Northern Colonial
Hy?go,Japan,0.0020715647475627,Northern Colonial
Cardiff,United Kingdom,0.00207090467942979,Northern Colonial
Groningen,Netherlands,0.0020664565290479,Northern Colonial
Alytaus,Lithuania,0.0020591652068646,Northern Colonial
Varmland,Sweden,0.0020549221795739,Northern Colonial
Provence - Cote d'Azure,France,0.00205223869189804,Northern Colonial
Sachsen,Germany,0.0020365063180148,Northern Colonial
Lower Silesian,Poland,0.00203061372656492,Northern Colonial
Rogaland,Norway,0.00202515357623026,Northern Colonial
Riga,Latvia,0.00199758622478706,Northern Colonial
Lombardia,Italy,0.00199569126601869,Northern Colonial
Eastern Finland,Finland,0.0019946189164879,Northern Colonial
Kosice,Slovakia,0.00198581767760662,Northern Colonial
Ayre,Isle of Man,0.00197922494442402,Northern Colonial
Bourgogne,France,0.00197828904700492,Northern Colonial
Nairobi,Kenya,0.0019685729093314,Northern Colonial
Uppsala,Sweden,0.0019551868900945,Northern Colonial
Stara Zagora,Bulgaria,0.0019534485887835,Northern Colonial
Vastra Gotaland,Sweden,0.00194954275308656,Northern Colonial
Bruxelles,Belgium,0.0019481091719095,Northern Colonial
Exuma,Bahamas,0.0019468449736637,Northern Colonial
Oslo,Norway,0.001946283536137,Northern Colonial
Cartago,Costa Rica,0.0019373559424944,Northern Colonial
Drenthe,Netherlands,0.0019298786018816,Northern Colonial
Anse Boileau,Seychelles,0.0019230775907284,Northern Colonial
Pohnpei,Micronesia,0.0019186462917659,Northern Colonial
Normandie,France,0.00191591959008021,Northern Colonial
Inarajan,Guam,0.0019100683561363,Northern Colonial
Tamil Nadu,India,0.0018999617840483,Northern Colonial
Mariy-El,Russia,0.001898535353868,Northern Colonial
Marche,Italy,0.0018979069837711,Northern Colonial
Telemark,Norway,0.0018945772134206,Northern Colonial
Western,American Samoa,0.0018876836482691,Northern Colonial
Southwestern Tagalog,Philippines,0.001886221658496,Northern Colonial
Moravian-Silesian,Czech Republic,0.0018851106008727,Northern Colonial
Cuvette,Republic of Congo,0.0018831541710541,Northern Colonial
Carinthia,Austria,0.00187954322385523,Northern Colonial
Miyagi,Japan,0.001877264721874,Northern Colonial
Bangkok Metropolis,Thailand,0.0018745400539315,Northern Colonial
Zuid-Holland,Netherlands,0.00187436266071538,Northern Colonial
Occitanie,France,0.00186457627224976,Northern Colonial
Midlands,Zimbabwe,0.0018550761628527,Northern Colonial
Tirol,Austria,0.0018514233203836,Northern Colonial
Panama,Panama,0.0018499785290258,Northern Colonial
Piemonte,Italy,0.00184369481144514,Northern Colonial
North West,South Africa,0.0018431578117072,Northern Colonial
Vasterbotten,Sweden,0.0018362488137949,Northern Colonial
Grand Est,France,0.0018361654992747,Northern Colonial
Sankt Gallen,Switzerland,0.0018338687748599,Northern Colonial
Okinawa,Japan,0.00183229437989405,Northern Colonial
Tramuntana,Malta,0.0018319032520262,Northern Colonial
Emilia-Romagna,Italy,0.00182827019233345,Northern Colonial
Friuli-Venezia Giulia,Italy,0.00181684300496805,Northern Colonial
Vastmanland,Sweden,0.0018145827429263,Northern Colonial
Vas,Hungary,0.0018080857380303,Northern Colonial
Lazio,Italy,0.00179944940272443,Northern Colonial
Zilina,Slovakia,0.00179341072808405,Northern Colonial
Aichi,Japan,0.001791056054301,Northern Colonial
Tokyo,Japan,0.00178724053310825,Northern Colonial
Kayseri,Turkey,0.00178025892815425,Northern Colonial
Molise,Italy,0.00178010397303072,Northern Colonial
Harju,Estonia,0.0017788762431752,Northern Colonial
Zealand,Denmark,0.0017784101911008,Northern Colonial
Vestfold,Norway,0.0017783671468272,Northern Colonial
Subcarpathian,Poland,0.00177798308174223,Northern Colonial
Veneto,Italy,0.00177748860530295,Northern Colonial
Utrecht,Netherlands,0.00177714031208356,Northern Colonial
Copperbelt,Zambia,0.0017676138708561,Northern Colonial
Naoasaki,Japan,0.0017612226831289,Northern Colonial
Manzini,Swaziland,0.0017579182427685,Northern Colonial
Warmian-Masurian,Poland,0.0017577877857124,Northern Colonial
Gia Lai,Vietnam,0.001751254047504,Northern Colonial
Jeollabuk-do,South Korea,0.0017446723978851,Northern Colonial
North,Lebanon,0.00174293714967312,Northern Colonial
Abruzzo,Italy,0.00172394365151618,Northern Colonial
Gauteng,South Africa,0.00171723194860634,Northern Colonial
Jawa Timur,Indonesia,0.0017130919131238,Northern Colonial
Basilicata,Italy,0.00170787799099931,Northern Colonial
Northern Mindanao,Philippines,0.0017051412396308,Northern Colonial
Chihuahua,Mexico,0.00170460832158807,Northern Colonial
Grad Zagreb,Croatia,0.0017045923281143,Northern Colonial
Calabria,Italy,0.00170211078602624,Northern Colonial
Osaka,Japan,0.0016935722786168,Northern Colonial
Veraguas,Panama,0.00169140223389825,Northern Colonial
Heves,Hungary,0.0016834620695233,Northern Colonial
Dubrovacko-Neretvanska,Croatia,0.0016811861690709,Northern Colonial
Atlantico Sur,Nicaragua,0.0016801820659852,Northern Colonial
Toscana,Italy,0.00167177517128999,Northern Colonial
Borsod-Abauj-Zemplen,Hungary,0.00166811016543724,Northern Colonial
Belize,Belize,0.00166432954604659,Northern Colonial
Liguria,Italy,0.00165549648526454,Northern Colonial
Hatillo,Puerto Rico,0.0016498741430105,Northern Colonial
Saint Thomas,Barbados,0.0016391601716959,Northern Colonial
Kauno,Lithuania,0.0016380958653835,Northern Colonial
Karlovy Vary,Czech Republic,0.0016376230101622,Northern Colonial
Thessaly and Central Greece,Greece,0.00163200523219258,Northern Colonial
Silesian,Poland,0.00162467375546519,Northern Colonial
More og Romsdal,Norway,0.001621087825663,Northern Colonial
Apulia,Italy,0.00161955731541345,Northern Colonial
Hauts-de-France,France,0.00161612703612943,Northern Colonial
Geneva,Switzerland,0.0016080967263009,Northern Colonial
Ostergotland,Sweden,0.00159951254097912,Northern Colonial
Cocle,Panama,0.0015987203326603,Northern Colonial
Plymouth,United Kingdom,0.00159830928397714,Northern Colonial
Azores,Portugal,0.0015965331591419,Northern Colonial
Pomeranian,Poland,0.0015951146020302,Northern Colonial
South Moravian,Czech Republic,0.0015737698755619,Northern Colonial
Portsmouth,United Kingdom,0.00156867244267034,Northern Colonial
Maramures,Romania,0.0015582160106532,Northern Colonial
Pais Vasco,Spain,0.00155640772994478,Northern Colonial
Central Bohemian,Czech Republic,0.00155509213005442,Northern Colonial
Penuelas,Puerto Rico,0.0015548806976743,Northern Colonial
Aomori,Japan,0.0015440112582348,Northern Colonial
Baluchistan,Pakistan,0.0015394107873906,Northern Colonial
Kherson,Ukraine,0.0015328785017607,Northern Colonial
Madeira,Portugal,0.0015219273090539,Northern Colonial
Sicily,Italy,0.00150582421474343,Northern Colonial
Glarus,Switzerland,0.001503233974751,Northern Colonial
Braga,Portugal,0.0014987028267554,Northern Colonial
Finstroem,Ã­Âland,0.001496151515089,Northern Colonial
Appenzell Ausserrhoden,Switzerland,0.0014954928906351,Northern Colonial
Attica,Greece,0.00148802024618929,Northern Colonial
La Rioja,Spain,0.0014831193450465,Northern Colonial
Corozal,Belize,0.0014784382178867,Northern Colonial
Veszprem,Hungary,0.00146933487689584,Northern Colonial
Bali,Indonesia,0.0014642587053439,Northern Colonial
Tarija,Bolivia,0.0014614375074809,Northern Colonial
Gyor-Moson-Sopron,Hungary,0.0014610152863515,Northern Colonial
Campania,Italy,0.00145256766588624,Northern Colonial
New Mexico,United States,0.0459659265105251,Indigenous American
Nuevo Leon,Mexico,0.045900996209982,Indigenous American
Tamaulipas,Mexico,0.0329053015702157,Indigenous American
Coahuila,Mexico,0.0241674645862921,Indigenous American
Chihuahua,Mexico,0.020701459776712,Indigenous American
Colorado,United States,0.0181922299002971,Indigenous American
Durango,Mexico,0.0178311461264782,Indigenous American
Sonora,Mexico,0.0174947668494613,Indigenous American
Moca,Puerto Rico,0.0164960296926507,Indigenous American
Adjuntas,Puerto Rico,0.0159892402373814,Indigenous American
Las Marias,Puerto Rico,0.0159354378705576,Indigenous American
Caqueta,Colombia,0.0159023120615288,Indigenous American
Yauco,Puerto Rico,0.0155545300190535,Indigenous American
Caguas,Puerto Rico,0.0153143114444737,Indigenous American
Aguascalientes,Mexico,0.0152686816098193,Indigenous American
Anasco,Puerto Rico,0.0148906995774059,Indigenous American
Rio Grande,Puerto Rico,0.014859338973877,Indigenous American
Baja California Sur,Mexico,0.0145605383453849,Indigenous American
Guanica,Puerto Rico,0.014520081929349,Indigenous American
Isabela,Puerto Rico,0.0144670137045226,Indigenous American
Orocovis,Puerto Rico,0.013885592073447,Indigenous American
Quebradillas,Puerto Rico,0.0137839178126645,Indigenous American
San Luis Potosi,Mexico,0.0137102063487575,Indigenous American
Bayamon,Puerto Rico,0.0136871658636423,Indigenous American
Guaynabo,Puerto Rico,0.0136815529875046,Indigenous American
Hatillo,Puerto Rico,0.0135218669962947,Indigenous American
Lajas,Puerto Rico,0.0134856387424797,Indigenous American
Juncos,Puerto Rico,0.013368318945346,Indigenous American
Arizona,United States,0.0132717637959506,Indigenous American
Utuado,Puerto Rico,0.0132535240027637,Indigenous American
Arecibo,Puerto Rico,0.0130320142075922,Indigenous American
Barranquitas,Puerto Rico,0.0126775313989803,Indigenous American
Yabucoa,Puerto Rico,0.0122324137036987,Indigenous American
Sinaloa,Mexico,0.0120914125146955,Indigenous American
Morovis,Puerto Rico,0.0120418474983378,Indigenous American
Zacatecas,Mexico,0.0119950248624013,Indigenous American
Loiza,Puerto Rico,0.011959523013923,Indigenous American
Penuelas,Puerto Rico,0.0118837528387526,Indigenous American
Corozal,Puerto Rico,0.0118618150823069,Indigenous American
Juana Diaz,Puerto Rico,0.0118566131455527,Indigenous American
Coamo,Puerto Rico,0.0117698527496213,Indigenous American
Gurabo,Puerto Rico,0.0115183844512861,Indigenous American
Aguadilla,Puerto Rico,0.0114503184667501,Indigenous American
Dorado,Puerto Rico,0.01131423583182,Indigenous American
Vega Baja,Puerto Rico,0.0113025852768739,Indigenous American
Cayey,Puerto Rico,0.01114686452635,Indigenous American
Salinas,Puerto Rico,0.0109695996789766,Indigenous American
Santa Isabel,Puerto Rico,0.0108583527870583,Indigenous American
Texas,United States,0.0106473565473868,Indigenous American
Fajardo,Puerto Rico,0.0103559343699454,Indigenous American
Guayama,Puerto Rico,0.0103215287616076,Indigenous American
Baja California,Mexico,0.0101308011136576,Indigenous American
Canovanas,Puerto Rico,0.0100723631810877,Indigenous American
Queretaro,Mexico,0.00982083844277166,Indigenous American
Misiones,Argentina,0.0097939377466124,Indigenous American
Hidalgo,Mexico,0.00974007705870212,Indigenous American
Guayanilla,Puerto Rico,0.0095216515847115,Indigenous American
Guanajuato,Mexico,0.0094178273960507,Indigenous American
Nayarit,Mexico,0.00914360581392189,Indigenous American
Guerrero,Mexico,0.00912700422973007,Indigenous American
Jalisco,Mexico,0.00908193788709357,Indigenous American
San Lorenzo,Puerto Rico,0.00906120735859169,Indigenous American
Mexico,Mexico,0.00902107438793213,Indigenous American
Culebra,Puerto Rico,0.0088267757810626,Indigenous American
Comunidad Foral de Navarra,Spain,0.00875140356910352,Indigenous American
Provence - Cote d'Azure,France,0.00852120939110554,Indigenous American
Veracruz,Mexico,0.00849001963772182,Indigenous American
Ponce,Puerto Rico,0.00803779773075104,Indigenous American
Naguabo,Puerto Rico,0.00764087874387347,Indigenous American
Lares,Puerto Rico,0.00757339539445969,Indigenous American
San Sebastian,Puerto Rico,0.0072436953095551,Indigenous American
Colima,Mexico,0.00718457833472476,Indigenous American
Maunabo,Puerto Rico,0.0071498399568389,Indigenous American
Campeche,Mexico,0.0071240973092343,Indigenous American
Cidra,Puerto Rico,0.00693463149331985,Indigenous American
Alabama,United States,0.00692360993567728,Indigenous American
Michoacan,Mexico,0.00689605190597829,Indigenous American
Manati,Puerto Rico,0.00680512407554728,Indigenous American
Morelos,Mexico,0.00671220389421376,Indigenous American
Tennessee,United States,0.00648666476644973,Indigenous American
Ciales,Puerto Rico,0.00628511988872098,Indigenous American
Distrito Federal,Mexico,0.00622676536864839,Indigenous American
Humacao,Puerto Rico,0.00616409971688189,Indigenous American
Arkansas,United States,0.00606607028961378,Indigenous American
Louisiana,United States,0.00601646165956568,Indigenous American
Kentucky,United States,0.0060134478327196,Indigenous American
Chiapas,Mexico,0.00596591711427713,Indigenous American
Georgia,United States,0.00594220768274539,Indigenous American
Jayuya,Puerto Rico,0.00592281032250268,Indigenous American
San Marcos,Guatemala,0.00589878729853373,Indigenous American
Toa Baja,Puerto Rico,0.00586109360797755,Indigenous American
Tabasco,Mexico,0.00582847550783065,Indigenous American
Tlaxcala,Mexico,0.00582448857686883,Indigenous American
Retalhuleu,Guatemala,0.00579882538077129,Indigenous American
San German,Puerto Rico,0.00578700892323865,Indigenous American
Mayaguez,Puerto Rico,0.0057866819565271,Indigenous American
Quintana Roo,Mexico,0.0057628327497123,Indigenous American
Oklahoma,United States,0.00575092824957183,Indigenous American
San Juan,Puerto Rico,0.00565091965438248,Indigenous American
Patillas,Puerto Rico,0.0055712694527448,Indigenous American
Jalapa,Guatemala,0.00547633343242116,Indigenous American
North Carolina,United States,0.00536228948233568,Indigenous American
Mississippi,United States,0.00535710849585203,Indigenous American
Virginia,United States,0.00528547216735247,Indigenous American
Florida,United States,0.00527644121916652,Indigenous American
California,United States,0.00527093559670157,Indigenous American
Puebla,Mexico,0.00523533396281296,Indigenous American
Imereti,Georgia,0.0051642993651774,Indigenous American
Yucatan,Mexico,0.00515522439478592,Indigenous American
Carolina,Puerto Rico,0.00512709927718027,Indigenous American
Escuintla,Guatemala,0.0050989866203637,Indigenous American
Wyoming,United States,0.00504233467055559,Indigenous American
Baja Verapaz,Guatemala,0.0049857180487273,Indigenous American
Nordjylland,Denmark,0.0049347665600147,Indigenous American
South Carolina,United States,0.00491464192660458,Indigenous American
Nevada,United States,0.00483479706827892,Indigenous American
Missouri,United States,0.00478568302195908,Indigenous American
West Virginia,United States,0.00477897919393565,Indigenous American
Santa Rosa,Guatemala,0.00468242979967125,Indigenous American
Suchitepequez,Guatemala,0.00458810188352842,Indigenous American
El Progreso,Guatemala,0.0045791874787962,Indigenous American
Oaxaca,Mexico,0.00456579991825696,Indigenous American
Chimaltenango,Guatemala,0.00427029506524904,Indigenous American
Flintshire,United Kingdom,0.0040287073428156,Indigenous American
Oregon,United States,0.00377091581733557,Indigenous American
Utah,United States,0.0037313906732614,Indigenous American
Kansas,United States,0.00368285170531646,Indigenous American
Chiquimula,Guatemala,0.00366677108199526,Indigenous American
Gwynedd,United Kingdom,0.0036464995399042,Indigenous American
Totonicapan,Guatemala,0.0036371438562509,Indigenous American
Indiana,United States,0.00361055312277555,Indigenous American
Comunidad de Madrid,Spain,0.00359556248675024,Indigenous American
Limerick,Ireland,0.00357951048918856,Indigenous American
Alta Verapaz,Guatemala,0.00356177622070336,Indigenous American
Waikato,New Zealand,0.00353335009068485,Indigenous American
Corozal,Belize,0.0034913777651776,Indigenous American
