estado,pais,ibd_medio_cm,grupo_ancestria
San Lorenzo,Puerto Rico,4.70229234716812e-05,Scandinavian American
Guanajuato,Mexico,4.61808169838732e-05,Scandinavian American
Beijing,China,4.59206582667013e-05,Scandinavian American
Minsk,Belarus,4.54480017148715e-05,Scandinavian American
Kiev,Ukraine,4.42738225778398e-05,Scandinavian American
Galicia,Spain,4.23371160015573e-05,Scandinavian American
Guangdong,China,4.16422156717558e-05,Scandinavian American
Pichincha,Ecuador,4.10946757327946e-05,Scandinavian American
Islas Canarias,Spain,3.98843248821142e-05,Scandinavian American
Oaxaca,Mexico,3.84822587055221e-05,Scandinavian American
Puebla,Mexico,3.67970895795685e-05,Scandinavian American
Potaro-Siparuni,Guyana,3.31667582761114e-05,Scandinavian American
Centre,Haiti,3.18327601531311e-05,Scandinavian American
Santo Domingo,Dominican Republic,3.10985830076927e-05,Scandinavian American
Punjab,India,3.05299348252557e-05,Scandinavian American
Ponce,Puerto Rico,2.68665511658613e-05,Scandinavian American
Imo,Nigeria,0.0605293408422841,African American
Mississippi,United States,0.00865251468251134,African American
Virginia,United States,0.00845238154748806,African American
Alabama,United States,0.00829732131190632,African American
Volta,Ghana,0.008107943006757,African American
Georgia,United States,0.00792991260131432,African American
North Carolina,United States,0.00765919933206621,African American
South Carolina,United States,0.00736950953616163,African American
Rivers,Nigeria,0.0067413956139407,African American
Tennessee,United States,0.00667409568761715,African American
Arkansas,United States,0.00666535951922461,African American
Anambra,Nigeria,0.00650607591298376,African American
Florida,United States,0.00637230555331237,African American
Saint Thomas,Barbados,0.0063482396476485,African American
Louisiana,United States,0.00614478457255757,African American
North Eleuthera,Bahamas,0.0060434403196212,African American
Kentucky,United States,0.00570281147889473,African American
Saint Lucy,Barbados,0.0056861448235108,African American
Texas,United States,0.00566635247007455,African American
GrandBassa,Liberia,0.00539794375559455,African American
Delta,Nigeria,0.0053699561235248,African American
Oklahoma,United States,0.00528980917030958,African American
Saint Thomas,Jamaica,0.0051929697562861,African American
Saint Ann,Jamaica,0.00506452043081352,African American
Imereti,Georgia,0.0050545707846365,African American
Federal Capital Territory,Nigeria,0.0049546403532531,African American
Saint Andrew,Dominica,0.0048740195697529,African American
Quebec,Canada,0.00485277519972495,African American
Nairobi,Kenya,0.0047564889639285,African American
Wrexham,United Kingdom,0.0046121376575957,African American
West Virginia,United States,0.00460752326803497,African American
Hanover,Jamaica,0.0045727773085996,African American
Missouri,United States,0.00446850522297435,African American
Anglesey,United Kingdom,0.0043570663780938,African American
Flintshire,United Kingdom,0.00414750310531696,African American
New Providence,Bahamas,0.0041189996077427,African American
Lagos,Nigeria,0.0041168699915918,African American
Exuma,Bahamas,0.0040320970771201,African American
Conakry,Guinea,0.0039651747235894,African American
Saint Mary,Jamaica,0.003939971260016,African American
Saint Catherine,Jamaica,0.00381274935786459,African American
Maryland,United States,0.00379236078183206,African American
Christ Church,Barbados,0.0036617739246441,African American
Indiana,United States,0.00354845429952424,African American
Belize,Belize,0.00349372817568625,African American
Staffordshire,United Kingdom,0.00349256266562261,African American
Barbuda,Antigua and Barbuda,0.003491565666946,African American
Westmoreland,Jamaica,0.00348356420715973,African American
Arusha,Tanzania,0.0034745589493764,African American
Cross River,Nigeria,0.0034183879890519,African American
Limburg,Netherlands,0.0033706698626989,African American
Lisburn and Castlereagh,United Kingdom,0.0033276301020115,African American
Kansas,United States,0.00329612709697021,African American
Illinois,United States,0.00329350505432075,African American
Quintana Roo,Mexico,0.0032869451581791,African American
Saint Michael,Barbados,0.003280087636891,African American
Manchester,Jamaica,0.00327206360853513,African American
Clarendon,Jamaica,0.00325168541990113,African American
Vermont,United States,0.00317014082579927,African American
Mid and East Antrim,United Kingdom,0.00316527134695569,African American
Oregon,United States,0.00315799047884067,African American
North Ayrshire,United Kingdom,0.00315389288479037,African American
Saint Elizabeth,Jamaica,0.0031252017479443,African American
Wyoming,United States,0.00305333165953837,African American
Saint John,Antigua and Barbuda,0.0030484974654819,African American
Cheshire West and Chester,United Kingdom,0.00303724308222365,African American
Galway,Ireland,0.00303253948299218,African American
Meath,Ireland,0.00302995972488016,African American
Ouest,Haiti,0.00296582923987077,African American
Vale of Glamorgan,United Kingdom,0.00295687733641156,African American
Saint James,Jamaica,0.0029554287215356,African American
Carmarthenshire,United Kingdom,0.00295144949484014,African American
Grand'Anse,Haiti,0.0029427524225587,African American
Antananarivo,Madagascar,0.0029395373355743,African American
Sipaliwini,Suriname,0.0029260827033588,African American
Primorsko-Goranska,Croatia,0.0029202583104757,African American
Nevada,United States,0.0029100780324733,African American
Saint George Basseterre,Saint Kitts and Nevis,0.0028974844761172,African American
Gauteng,South Africa,0.0028941075082403,African American
West Dunbartonshire,United Kingdom,0.00288318448195414,African American
Saint Joseph,Dominica,0.0028764000436191,African American
Colorado,United States,0.00286053596753194,African American
New Brunswick,Canada,0.00282061526392956,African American
Corozal,Belize,0.0028184563175777,African American
Louth,Ireland,0.00281472995969902,African American
Mid Ulster,United Kingdom,0.0028079088203299,African American
Nord-Ouest,Haiti,0.0027927367289991,African American
Upper Demerara-Berbice,Guyana,0.0027926994778144,African American
Donegal,Ireland,0.00278946849347523,African American
Derry and Strabane,United Kingdom,0.00278836859722563,African American
Gwynedd,United Kingdom,0.00278201424951993,African American
Delaware,United States,0.00277403127954829,African American
Greater Accra,Ghana,0.0027660491011509,African American
Ohio,United States,0.00276411721514312,African American
Trelawny,Jamaica,0.00276317977220875,African American
North Down and Ards,United Kingdom,0.0027590581175622,African American
Nassarawa,Nigeria,0.0027494215144821,African American
New Hampshire,United States,0.00274342773513428,African American
Washington,United States,0.00273483453244709,African American
Dumfries and Galloway,United Kingdom,0.00273335260783771,African American
Arizona,United States,0.00273331231639053,African American
Pembrokeshire,United Kingdom,0.00273004562621081,African American
New Mexico,United States,0.00271846906857548,African American
Idaho,United States,0.0026968145123288,African American
Alaska,United States,0.00268062377971019,African American
Ontario,Canada,0.00264423482463426,African American
Newfoundland and Labrador,Canada,0.00263760705485498,African American
Longford,Ireland,0.00263113199728633,African American
Cumbria,United Kingdom,0.00261395481647328,African American
Prince Edward Island,Canada,0.0026021149871337,African American
Conwy,United Kingdom,0.0026012115570578,African American
Fermanagh and Omagh,United Kingdom,0.00254697929887165,African American
Oxfordshire,United Kingdom,0.00254075279241842,African American
Ogun,Nigeria,0.0025294787605296,African American
Herefordshire,United Kingdom,0.0025276727905136,African American
California,United States,0.00251464752180638,African American
Maine,United States,0.00250715700936929,African American
Nova Scotia,Canada,0.00248624436657372,African American
Cayenne,French Guiana,0.0024858178337965,African American
Montana,United States,0.00247771498074395,African American
District of Columbia,United States,0.00246048621436615,African American
Brong Ahafo,Ghana,0.0024544812743949,African American
Scottish Borders,United Kingdom,0.00243714361454529,African American
Manitoba,Canada,0.0024356696075433,African American
Marlborough,New Zealand,0.0024281179374197,African American
Renfrewshire,United Kingdom,0.00242325902948247,African American
Blackburn with Darwen,United Kingdom,0.0024210129560944,African American
West Lothian,United Kingdom,0.00241700773775072,African American
Saint George,Saint Vincent and the Grenadines,0.0024135362080909,African American
Kankan,Guinea,0.0024101333586088,African American
Cheshire East,United Kingdom,0.00240750178902556,African American
Rhode Island,United States,0.00240679591288999,African American
Iowa,United States,0.0023997433137651,African American
Causeway Coast and Glens,United Kingdom,0.00239924571736879,African American
Southland,New Zealand,0.00238176198009845,African American
Alberta,Canada,0.00237265119714617,African American
Nebraska,United States,0.0023705566934356,African American
East Lothian,United Kingdom,0.00237005672985393,African American
L'Artibonite,Haiti,0.00236993081473815,African American
Shropshire,United Kingdom,0.00236983629257365,African American
South Lanarkshire,United Kingdom,0.00236535185025021,African American
San Juan-Laventille,Trinidad and Tobago,0.0023455056662097,African American
Gloucestershire,United Kingdom,0.00233487125293984,African American
Tunapuna/Piarco,Trinidad and Tobago,0.002329567716764,African American
Kilkenny,Ireland,0.0023293814044059,African American
Centre,Togo,0.002329180128023,African American
Utah,United States,0.00232668052733559,African American
Cavan,Ireland,0.00230903399394763,African American
Michigan,United States,0.00229438078284936,African American
Edo,Nigeria,0.0022915137034182,African American
Borgou,Benin,0.0022842251618451,African American
Neath Port Talbot,United Kingdom,0.0022814797500742,African American
Dundee,United Kingdom,0.0022694910599244,African American
British Columbia,Canada,0.00226624777066787,African American
Warrington,United Kingdom,0.00225748109402303,African American
East Ayrshire,United Kingdom,0.002241294914557,African American
Carlow,Ireland,0.00223919035311582,African American
Gangwon-do,South Korea,0.0022390403718447,African American
North Yorkshire,United Kingdom,0.00223481796475556,African American
New York,United States,0.00222492089387205,African American
Northern Territory,Australia,0.0022231779385263,African American
Denbighshire,United Kingdom,0.00221608361528388,African American
North Side,Cayman Islands,0.0022160223368872,African American
Inverclyde,United Kingdom,0.0022063347944147,African American
Castries,Saint Lucia,0.00220142970425829,African American
West Yorkshire,United Kingdom,0.00218038980700924,African American
Australian Capital Territory,Australia,0.002178159935446,African American
Merthyr Tydfil,United Kingdom,0.0021767262092808,African American
Falkirk,United Kingdom,0.0021582113506607,African American
East Renfrewshire,United Kingdom,0.0021578710090091,African American
Stirling,United Kingdom,0.00215785095532425,African American
Merseyside,United Kingdom,0.00213644089138715,African American
Massachusetts,United States,0.00212841731813777,African American
South Dakota,United States,0.00211913012642183,African American
Central Bedfordshire,United Kingdom,0.00211477857402053,African American
Lancashire,United Kingdom,0.00210821521674331,African American
Udon Thani,Thailand,0.0021069177887828,African American
Fife,United Kingdom,0.00209745457011188,African American
Mayo,Ireland,0.00209716427907194,African American
Toledo,Belize,0.0020938406067928,African American
Overijssel,Netherlands,0.0020659455010676,African American
Caerphilly,United Kingdom,0.00205934806544267,African American
Western Australia,Australia,0.00205647590522062,African American
Clackmannanshire,United Kingdom,0.0020480944831615,African American
Norfolk,United Kingdom,0.00204587954070323,African American
Powys,United Kingdom,0.00204397111947952,African American
Derbyshire,United Kingdom,0.00203766634666511,African American
Monmouthshire,United Kingdom,0.0020217452495889,African American
Leitrim,Ireland,0.00202081036055575,African American
Shetland Islands,United Kingdom,0.0020145035830627,African American
West Sussex,United Kingdom,0.00200901258388247,African American
Mecklenburg-Vorpommern,Germany,0.00200723319821616,African American
Essequibo Islands-West Demerara,Guyana,0.0020017284166682,African American
Redcar and Cleveland,United Kingdom,0.00198921275052815,African American
North Dakota,United States,0.00198800299390257,African American
Northamptonshire,United Kingdom,0.00198751888564552,African American
Northumberland,United Kingdom,0.00198007636433016,African American
Gisborne,New Zealand,0.0019799289241907,African American
Greater Manchester,United Kingdom,0.00197770175839666,African American
Suffolk,United Kingdom,0.00197666278018275,African American
Inarajan,Guam,0.0019728692840806,African American
Antrim and Newtownabbey,United Kingdom,0.001969352343602,African American
Tasmania,Australia,0.00196897248447927,African American
Durham,United Kingdom,0.00196271813179607,African American
Perthshire and Kinross,United Kingdom,0.00195724553626219,African American
Panama,Panama,0.0019572163248641,African American
East Berbice-Corentyne,Guyana,0.00195533676061095,African American
Connecticut,United States,0.0019459953562984,African American
Sud-Est,Haiti,0.0019437900999984,African American
Limerick,Ireland,0.00194317881075969,African American
Westmeath,Ireland,0.00193859116916494,African American
North Lanarkshire,United Kingdom,0.00193246906191033,African American
Argyll and Bute,United Kingdom,0.0019272182349042,African American
Ayre,Isle of Man,0.0019265694037293,African American
Victoria,Australia,0.00192592945746922,African American
Wiltshire,United Kingdom,0.00190020674862994,African American
Aberdeenshire,United Kingdom,0.00189900778690855,African American
Swansea,United Kingdom,0.0018975534960178,African American
Devon,United Kingdom,0.00188952557968436,African American
Ashanti,Ghana,0.0018808482349175,African American
Cambridgeshire,United Kingdom,0.00187506976962526,African American
Bangkok Metropolis,Thailand,0.0018546205573399,African American
South Yorkshire,United Kingdom,0.00184417516476002,African American
Pennsylvania,United States,0.00184199671901199,African American
Bridgend,United Kingdom,0.00182796018397926,African American
Blaenau Gwent,United Kingdom,0.0018174640409315,African American
New Jersey,United States,0.00181190630642953,African American
Vasterbotten,Sweden,0.0018113984766217,African American
Stockton-on-Tees,United Kingdom,0.00181057865951093,African American
Veraguas,Panama,0.0018040364848338,African American
Saskatchewan,Canada,0.00179918147505568,African American
Hawke's Bay,New Zealand,0.0017924085419214,African American
Ghanzi,Botswana,0.001791811586128,African American
Sud,Haiti,0.0017899908044555,African American
Stoke-on-Trent,United Kingdom,0.0017882737299272,African American
Saint Andrew,Jamaica,0.00178780533343902,African American
Wicklow,Ireland,0.00178557078329335,African American
Cornwall,United Kingdom,0.00178287518798142,African American
Buckinghamshire,United Kingdom,0.00178197092656653,African American
Upper Austria,Austria,0.00177970715107156,African American
Hampshire,United Kingdom,0.00175970396495889,African American
South Ayrshire,United Kingdom,0.00175170571186532,African American
Queensland,Australia,0.00173776274827515,African American
Timbuktu,Mali,0.0017210739173308,African American
Saint John,Barbados,0.00171470692971235,African American
Ceredigion,United Kingdom,0.0017073449653919,African American
Hertfordshire,United Kingdom,0.00170449183806386,African American
Cardiff,United Kingdom,0.0017001112996517,African American
Princes Town,Trinidad and Tobago,0.0016973498625461,African American
Laoighis,Ireland,0.0016953527391538,African American
Telemark,Norway,0.0016883918278226,African American
Newport,United Kingdom,0.0016869630103552,African American
Lubusz,Poland,0.00168489293533,African American
Wellington,New Zealand,0.00168289188996735,African American
Moray,United Kingdom,0.00168262873993924,African American
Saint John Capisterre,Saint Kitts and Nevis,0.00167576257117747,African American
Tipperary,Ireland,0.00167466557425582,African American
York,United Kingdom,0.0016737368415832,African American
Clare,Ireland,0.00164695988247625,African American
Roscommon,Ireland,0.00164110718863785,African American
Provence - Cote d'Azure,France,0.0016268286042089,African American
Midtjylland,Denmark,0.0016204172626727,African American
Bath and North East Somerset,United Kingdom,0.0016162630275262,African American
Schleswig-Holstein,Germany,0.00161148964590859,African American
New South Wales,Australia,0.00160962076105179,African American
Sligo,Ireland,0.0016057761122579,African American
Highland,United Kingdom,0.00160393138850133,African American
Saint Helena,Saint Helena,0.0015986736020118,African American
Bayern,Germany,0.00159214734570425,African American
Cork,Ireland,0.00158741615756785,African American
Glasgow,United Kingdom,0.00158197674818295,African American
Midlothian,United Kingdom,0.0015790582313354,African American
Bern,Switzerland,0.0015595895973348,African American
Worcestershire,United Kingdom,0.00155747614065672,African American
Kildare,Ireland,0.00155170030299603,African American
Minnesota,United States,0.00155099760831238,African American
Bulawayo,Zimbabwe,0.0015504564528617,African American
Offaly,Ireland,0.00154789576056497,African American
Angus,United Kingdom,0.00154397499064629,African American
Northern,Sierra Leone,0.0015413265919126,African American
Medway,United Kingdom,0.00153606320015415,African American
Leicestershire,United Kingdom,0.00153524750744021,African American
Wisconsin,United States,0.00152188042429353,African American
Mariy-El,Russia,0.0015217616241679,African American
Peterborough,United Kingdom,0.0015114794975253,African American
Southeast Slovenia,Slovenia,0.00151081861425785,African American
Sumatera Selatan,Indonesia,0.0015082009640739,African American
Warwickshire,United Kingdom,0.00150619298616791,African American
West Berkshire,United Kingdom,0.0015049506685199,African American
West Midlands,United Kingdom,0.00150354169962187,African American
Kent,United Kingdom,0.00149771970639766,African American
Oulu,Finland,0.0014957704150529,African American
East Sussex,United Kingdom,0.0014955342782233,African American
Essex,United Kingdom,0.00149373731869239,African American
Somerset,United Kingdom,0.00149253774479215,African American
Toscana,Italy,0.00148996730065358,African American
Tambacounda,Senegal,0.0014875482104583,African American
Monaghan,Ireland,0.00148189163341162,African American
Kerry,Ireland,0.00148053770491143,African American
Vastra Gotaland,Sweden,0.0014804277042575,African American
Orkney Islands,United Kingdom,0.0014761872026371,African American
Taranaki,New Zealand,0.0014741355506399,African American
Tyne and Wear,United Kingdom,0.00146966754818716,African American
Greater London,United Kingdom,0.00146749760532112,African American
North Lincolnshire,United Kingdom,0.00146709207722637,African American
Torfaen,United Kingdom,0.0014660320275491,African American
Nottinghamshire,United Kingdom,0.00146060275350148,African American
Vysocina,Czech Republic,0.0014580423713156,African American
Fort-de-France,Martinique,0.0014572066008769,African American
Curacao,Curacao,0.0014513611533804,African American
Gavleborg,Sweden,0.0014510987114097,African American
Hartlepool,United Kingdom,0.0014507135096888,African American
Chihuahua,Mexico,0.0014496538729431,African American
Lower River,Gambia,0.0014488336480743,African American
Waikato,New Zealand,0.0014401452871622,African American
Portsmouth,United Kingdom,0.0014330065936236,African American
Anse Boileau,Seychelles,0.0014276741065759,African American
Hessen,Germany,0.00142240506897318,African American
Nord,Haiti,0.0014216423609324,African American
Hokkaido,Japan,0.00142072908238445,African American
Saint George,Grenada,0.00139852307308681,African American
Dublin,Ireland,0.00139452287291406,African American
Varmland,Sweden,0.0013778077940452,African American
Thessaly and Central Greece,Greece,0.0013750609548072,African American
CamagÃ¼ey,Cuba,0.0013717460048972,African American
Waterford,Ireland,0.00136661599873116,African American
Kinshasa,Democratic Republic of the Congo,0.0013564993742018,African American
Santarem,Portugal,0.0013548599685787,African American
Jeollabuk-do,South Korea,0.0013496271271557,African American
Baden-Wurttemberg,Germany,0.00134907922232988,African American
Halland,Sweden,0.00134454040791055,African American
Rheinland-Pfalz,Germany,0.00133495224162729,African American
Isle of Wight,United Kingdom,0.0013237566701391,African American
Western Finland,Finland,0.00131131374286265,African American
Dorset,United Kingdom,0.0013085902221487,African American
Mato Grosso,Brazil,0.0013064169099543,African American
Swindon,United Kingdom,0.0013051065463381,African American
Buskerud,Norway,0.00129704601613465,African American
Otago,New Zealand,0.0012902905604379,African American
Distrito Federal,Brazil,0.0012769830584303,African American
Ciego de Ãvila,Cuba,0.0012562961788186,African American
Brandenburg,Germany,0.0012537494438811,African American
Lincolnshire,United Kingdom,0.00125238730717176,African American
Nouvelle-Aquitaine,France,0.00124985564143285,African American
Nordjylland,Denmark,0.001249663926716,African American
KwaZulu-Natal,South Africa,0.0012411531342583,African American
Nord-Est,Haiti,0.0012384822454756,African American
Milton Keynes,United Kingdom,0.0012352886416276,African American
Eilean Siar,United Kingdom,0.0012315322514044,African American
Wexford,Ireland,0.0012287731079288,African American
Plymouth,United Kingdom,0.00122755866009335,African American
Skane,Sweden,0.0012242380501898,African American
East Riding of Yorkshire,United Kingdom,0.00121627094309692,African American
Rutland,United Kingdom,0.00121331853687995,African American
Veszprem,Hungary,0.0012092205151864,African American
Hato Mayor,Dominican Republic,0.001207124587934,African American
Somogy,Hungary,0.0011973477674611,African American
Hawaii,United States,0.00119532229299931,African American
Cartago,Costa Rica,0.0011938018820799,African American
San Pedro de MacorÃ­s,Dominican Republic,0.0011906352371522,African American
Arecibo,Puerto Rico,0.0011868432913047,African American
Osaka,Japan,0.0011838075017833,African American
Thuringia,Germany,0.00117261421569708,African American
Centre,Haiti,0.00116475314186227,African American
Copperbelt,Zambia,0.001155356879776,African American
Central Bohemian,Czech Republic,0.0011535979005525,African American
Paramaribo,Suriname,0.0011524598089832,African American
Lower Austria,Austria,0.0011219966518473,African American
Okinawa,Japan,0.0011205515438294,African American
Gelderland,Netherlands,0.0011159651091311,African American
Bolivar,Venezuela,0.0011156671674716,African American
Wallonie,Belgium,0.0011077656091042,African American
Aust-Agder,Norway,0.0011006863447964,African American
Pest,Hungary,0.0011002368005048,African American
Occitanie,France,0.0010998758344637,African American
Sangre Grande,Trinidad and Tobago,0.00109968569928613,African American
Oyo,Nigeria,0.0010996260457393,African American
SÃ¡nchez RamÃ­rez,Dominican Republic,0.0010966856108452,African American
Nagano,Japan,0.0010952104713136,African American
Vallee du Bandama,Ivory Coast,0.0010782141588106,African American
Hordaland,Norway,0.0010753315486022,African American
Kasai,Democratic Republic of the Congo,0.0010747705920386,African American
Belfast,United Kingdom,0.0010736225179639,African American
Eastern Visayas,Philippines,0.00107188351296975,African American
Noord-Holland,Netherlands,0.00106407695785582,African American
Canterbury,New Zealand,0.0010632752644867,African American
Kanagawa,Japan,0.0010569713302454,African American
Choluteca,Honduras,0.0010512635553982,African American
Monte Cristi,Dominican Republic,0.0010408061991544,African American
South Australia,Australia,0.0010399946100837,African American
Salzburg,Austria,0.0010368543912626,African American
Aichi,Japan,0.0010367491291661,African American
Saint Helier,Jersey,0.0010346619369014,African American
Adrar,Mauritania,0.0010345635027587,African American
Akershus,Norway,0.0010338454838294,African American
Southern Finland,Finland,0.0010338085154814,African American
Niedersachsen,Germany,0.00103013742886886,African American
Melekeok,Palau,0.0010296943185257,African American
Grand Est,France,0.00102058122255084,African American
Saint-Benoit,Reunion,0.0010168272876838,African American
Kyoto,Japan,0.0010129543679879,African American
Friesland,Netherlands,0.0010097454829654,African American
Grad Sofiya,Bulgaria,0.0010090863192407,African American
Iles du Vent,French Polynesia,0.0010087928423889,African American
Sachsen,Germany,0.00100803604667753,African American
Rogaland,Norway,0.0010064175961736,African American
Bremen,Germany,0.0010022827890106,African American
Saarland,Germany,0.0009969304830736,African American
Tamuning,Guam,0.0009924866159518,African American
Gifu,Japan,0.0009893796518246,African American
Hy?go,Japan,0.0009792263322091,African American
Tuamasaga,Samoa,0.0009775641926932,African American
Cuvette,Republic of Congo,0.0009756311529836,African American
Luton,United Kingdom,0.00097382103210815,African American
Lucerne,Switzerland,0.0009727688636346,African American
La Habana,Cuba,0.0009707851678389,African American
Los Santos,Panama,0.0009704303756261,African American
Adamaoua,Cameroon,0.0009701180036372,African American
Dubrovacko-Neretvanska,Croatia,0.000967543673079,African American
Pilsen,Czech Republic,0.0009636899410016,African American
Vasternorrland,Sweden,0.0009600901572841,African American
Irbid,Jordan,0.0009590423188686,African American
San CristÃ³bal,Dominican Republic,0.0009557318661416,African American
Seoul,South Korea,0.0009531862837262,African American
Diekirch,Luxembourg,0.0009387517446586,African American
Hamburg,Germany,0.00093760238753705,African American
Atlantico Sur,Nicaragua,0.0009347817453415,African American
La Romana,Dominican Republic,0.0009269432117445,African American
Stockholm,Sweden,0.0009268744872919,African American
Castelo Branco,Portugal,0.0009261124161344,African American
Aussig,Czech Republic,0.0009240453288992,African American
Loiza,Puerto Rico,0.0009205803963616,African American
Da Nang,Vietnam,0.0009146759422628,African American
Riga,Latvia,0.000908446970575566,African American
Eastern Cape,South Africa,0.0009082123871662,African American
Tirol,Austria,0.00090237944034455,African American
Ticino,Switzerland,0.0008992435148272,African American
Syddanmark,Denmark,0.0008992039126792,African American
Geneva,Switzerland,0.0008983586375868,African American
Ostergotland,Sweden,0.0008972229963527,African American
Karlovacka,Croatia,0.0008850240963058,African American
Baranya,Hungary,0.0008728760204097,African American
Vest-Agder,Norway,0.0008677446911444,African American
Basilicata,Italy,0.000862258783820839,African American
Atlantida,Honduras,0.0008613734590936,African American
Soer-Troendelag,Norway,0.0008505203196303,African American
Mashonaland East,Zimbabwe,0.0008499187350517,African American
Grad Zagreb,Croatia,0.000848897132582,African American
Bekes,Hungary,0.0008446918307549,African American
Nordrhein-Westfalen,Germany,0.000844185325435687,African American
Jawa Barat,Indonesia,0.0008404470805414,African American
Loja,Ecuador,0.0008403862323475,African American
South Moravian,Czech Republic,0.0008375439743894,African American
Manawatu-Wanganui,New Zealand,0.0008346603662848,African American
Liguria,Italy,0.000832910310953699,African American
Potaro-Siparuni,Guyana,0.000831199730335633,African American
Krasnoyarsk,Russia,0.0008305846312714,African American
Goias,Brazil,0.0008251805614077,African American
Bekaa,Lebanon,0.0008248214743233,African American
Midlands,Zimbabwe,0.0008223387177264,African American
Abruzzo,Italy,0.000819031604459633,African American
Obwalden,Switzerland,0.0008146033194325,African American
Groningen,Netherlands,0.0008140342410324,African American
Pays de la Loire,France,0.0008111680684988,African American
South,Lebanon,0.0008097703387742,African American
Fes-Meknes,Morocco,0.0007997570276027,African American
Miyagi,Japan,0.0007987269150793,African American
Eastern,American Samoa,0.000797077695012,African American
Sachsen-Anhalt,Germany,0.0007916815129848,African American
Centre-Val de Loire,France,0.00079052498295655,African American
Busan,South Korea,0.0007893912258344,African American
Kauno,Lithuania,0.000787131545422599,African American
Zuid-Holland,Netherlands,0.00078342667414025,African American
Alta Verapaz,Guatemala,0.000775467157299099,African American
San Lorenzo,Puerto Rico,0.0007747506393734,African American
Tokyo,Japan,0.000773309404641799,African American
Prague,Czech Republic,0.0007722342693996,African American
Fukuoka,Japan,0.0007716701530498,African American
Falcon,Venezuela,0.000771607868049,African American
Mexico,Mexico,0.0007668888471158,African American
Bristol,United Kingdom,0.000762802137429649,African American
Luxembourg,Luxembourg,0.0007620620436581,African American
Malanje,Angola,0.0007608648228418,African American
Piemonte,Italy,0.00076059412470475,African American
Attica,Greece,0.000760131014589,African American
Coastal-Karst,Slovenia,0.0007558941256742,African American
Normandie,France,0.0007522492547623,African American
El Seybo,Dominican Republic,0.0007464992941561,African American
Juana Diaz,Puerto Rico,0.0007380313107425,African American
Saare,Estonia,0.0007356764801312,African American
Moka,Mauritius,0.00073140497253055,African American
San Juan,Puerto Rico,0.0007219056529824,African American
Steiermark,Austria,0.000719840576733599,African American
Las Tunas,Cuba,0.000717142457986,African American
Kaliningrad,Russia,0.0007164589650857,African American
MarÃ­a Trinidad SÃ¡nchez,Dominican Republic,0.0007164053001345,African American
Tennessee,United States,0.140033628814796,Southern Colonial
Alabama,United States,0.136841531250434,Southern Colonial
Arkansas,United States,0.133460935163738,Southern Colonial
Kentucky,United States,0.127877500835277,Southern Colonial
North Carolina,United States,0.125497181610459,Southern Colonial
Georgia,United States,0.124205003339323,Southern Colonial
Oklahoma,United States,0.119138681395414,Southern Colonial
Mississippi,United States,0.114911618267492,Southern Colonial
Florida,United States,0.113747248927545,Southern Colonial
Virginia,United States,0.110924427152676,Southern Colonial
Texas,United States,0.110072915106694,Southern Colonial
Missouri,United States,0.105628308864599,Southern Colonial
South Carolina,United States,0.101255192254508,Southern Colonial
West Virginia,United States,0.0983312354960238,Southern Colonial
Indiana,United States,0.0795467158836582,Southern Colonial
Louisiana,United States,0.0795068966897746,Southern Colonial
Oregon,United States,0.0788053705226529,Southern Colonial
Conwy,United Kingdom,0.0767937114917575,Southern Colonial
Gwynedd,United Kingdom,0.0767083629261563,Southern Colonial
Anglesey,United Kingdom,0.0755550734572049,Southern Colonial
Mid and East Antrim,United Kingdom,0.0755549266741322,Southern Colonial
Kansas,United States,0.0741719449464897,Southern Colonial
Colorado,United States,0.0699007801957235,Southern Colonial
Powys,United Kingdom,0.0681497608195919,Southern Colonial
Illinois,United States,0.0681102939976624,Southern Colonial
North Down and Ards,United Kingdom,0.0668738246032416,Southern Colonial
Idaho,United States,0.0668572583256367,Southern Colonial
Herefordshire,United Kingdom,0.0661457399245154,Southern Colonial
Lisburn and Castlereagh,United Kingdom,0.065689634424053,Southern Colonial
Ceredigion,United Kingdom,0.0654213181559869,Southern Colonial
Wyoming,United States,0.0649102344204714,Southern Colonial
Dumfries and Galloway,United Kingdom,0.0648119169635557,Southern Colonial
Washington,United States,0.0641318862921528,Southern Colonial
East Ayrshire,United Kingdom,0.0632129147798991,Southern Colonial
Antrim and Newtownabbey,United Kingdom,0.0629927144863859,Southern Colonial
South Ayrshire,United Kingdom,0.0623940433744785,Southern Colonial
East Dunbartonshire,United Kingdom,0.0623327889309521,Southern Colonial
Nevada,United States,0.0606802956273843,Southern Colonial
Causeway Coast and Glens,United Kingdom,0.0605757510929961,Southern Colonial
California,United States,0.0594370308685927,Southern Colonial
Wrexham,United Kingdom,0.0592563713845698,Southern Colonial
Carmarthenshire,United Kingdom,0.0587320281994534,Southern Colonial
Ohio,United States,0.0583717203424108,Southern Colonial
Arizona,United States,0.0579531403648383,Southern Colonial
East Lothian,United Kingdom,0.0573012715062207,Southern Colonial
Highland,United Kingdom,0.0572317462207577,Southern Colonial
Montana,United States,0.0569018485834216,Southern Colonial
Maryland,United States,0.0556570424088145,Southern Colonial
Scottish Borders,United Kingdom,0.0555694331493366,Southern Colonial
Stirling,United Kingdom,0.0551029008091265,Southern Colonial
Denbighshire,United Kingdom,0.0549784637412039,Southern Colonial
New Mexico,United States,0.0548822850125813,Southern Colonial
