year_CE,ch4_ppb,registro
2012.0,1825.545833,MaunaLoa
2018.0,1873.666667,MaunaLoa
2024.0,1946.308333,MaunaLoa
510.0,672.267071,NEEM
520.0,692.481489,NEEM
530.0,682.470615,NEEM
540.0,684.365095,NEEM
550.0,708.467559,NEEM
560.0,695.677409,NEEM
570.0,693.892584,NEEM
580.0,691.96701,NEEM
590.0,686.384223,NEEM
600.0,684.307885,NEEM
610.0,684.218321,NEEM
620.0,679.103103,NEEM
630.0,686.109932,NEEM
640.0,688.634024,NEEM
650.0,686.589228,NEEM
660.0,685.941622,NEEM
670.0,684.028358,NEEM
680.0,691.155582,NEEM
690.0,694.528057,NEEM
700.0,691.00301,NEEM
710.0,709.548617,NEEM
730.0,717.591218,NEEM
740.0,698.948064,NEEM
750.0,683.47188,NEEM
760.0,678.186987,NEEM
770.0,672.145229,NEEM
780.0,674.811451,NEEM
790.0,679.924843,NEEM
800.0,690.074744,NEEM
810.0,698.340196,NEEM
820.0,695.874694,NEEM
830.0,687.598866,NEEM
840.0,694.105726,NEEM
850.0,699.830608,NEEM
860.0,699.223953,NEEM
870.0,697.751371,NEEM
880.0,696.676226,NEEM
890.0,704.319936,NEEM
900.0,705.866822,NEEM
910.0,697.341624,NEEM
920.0,700.784835,NEEM
930.0,703.933772,NEEM
940.0,708.142814,NEEM
950.0,718.269853,NEEM
960.0,711.083045,NEEM
970.0,714.815924,NEEM
980.0,715.387065,NEEM
990.0,735.71095,NEEM
1000.0,725.376667,NEEM
1110.0,735.913953,NEEM
1120.0,738.819006,NEEM
1130.0,743.950084,NEEM
1140.0,748.951982,NEEM
1150.0,747.7042,NEEM
1160.0,744.457676,NEEM
1170.0,744.416137,NEEM
1180.0,740.078626,NEEM
1190.0,736.477409,NEEM
1200.0,736.871161,NEEM
1220.0,718.218182,NEEM
1230.0,725.696065,NEEM
1240.0,725.425017,NEEM
1250.0,727.329847,NEEM
1260.0,733.365131,NEEM
1270.0,729.729105,NEEM
1280.0,733.26372,NEEM
1290.0,737.55615,NEEM
1300.0,741.807242,NEEM
1310.0,733.751356,NEEM
1320.0,728.255792,NEEM
1330.0,727.936542,NEEM
1340.0,726.684075,NEEM
1350.0,730.272615,NEEM
1360.0,734.527512,NEEM
1370.0,733.482094,NEEM
1380.0,730.366957,NEEM
1390.0,725.305635,NEEM
1400.0,720.020993,NEEM
1410.0,724.581514,NEEM
1420.0,727.756682,NEEM
1430.0,727.117753,NEEM
1440.0,725.748378,NEEM
1450.0,727.471971,NEEM
1460.0,741.740477,NEEM
1470.0,735.0558,NEEM
1480.0,744.654526,NEEM
1490.0,749.594082,NEEM
1500.0,759.546774,NEEM
1510.0,761.507305,NEEM
1520.0,767.6839,NEEM
1530.0,770.635128,NEEM
1540.0,764.011465,NEEM
1550.0,750.007294,NEEM
1560.0,733.978563,NEEM
1570.0,729.665826,NEEM
1580.0,730.168877,NEEM
1590.0,731.774732,NEEM
1610.0,738.640206,NEEM
1620.0,735.878977,NEEM
1630.0,736.973299,NEEM
1640.0,734.625065,NEEM
1650.0,740.539983,NEEM
1660.0,741.909887,NEEM
1690.0,728.833587,NEEM
1700.0,734.033761,NEEM
1710.0,739.798092,NEEM
1720.0,745.035058,NEEM
1730.0,753.609806,NEEM
1740.0,759.589884,NEEM
1750.0,764.817247,NEEM
1760.0,774.521351,NEEM
1770.0,780.024977,NEEM
1780.0,781.764223,NEEM
1790.0,788.665962,NEEM
1800.0,800.008737,NEEM
1810.0,814.887113,NEEM
1820.0,827.653847,NEEM
1830.0,835.306833,NEEM
1860.0,889.757541,NEEM
1870.0,902.619267,NEEM
1880.0,935.733788,NEEM
1890.0,979.369858,NEEM
1900.0,1048.01514,NEEM
1910.0,1073.72249,NEEM
1920.0,1122.30096,NEEM
1930.0,1174.25285,NEEM
1940.0,1281.83701,NEEM
1950.0,1426.94097,NEEM
1960.0,1525.503,NEEM
-1.0,623.9422707,WAIS
9.1,614.859767,WAIS
18.2,609.4670125,WAIS
27.3,615.7446808,WAIS
36.0,619.6702858,WAIS
44.9,615.323139,WAIS
54.2,617.4800012,WAIS
62.5,620.5606763,WAIS
70.8,623.7611739,WAIS
80.2,632.1754851,WAIS
88.8,633.3216319,WAIS
96.6,637.2912122,WAIS
106.4,643.2472326,WAIS
115.3,641.2075762,WAIS
124.2,645.2696629,WAIS
133.0,641.2554736,WAIS
143.5,637.0845245,WAIS
152.6,637.3481663,WAIS
159.5,639.2297698,WAIS
164.5,640.4258829,WAIS
165.6,643.0633702,WAIS
168.5,642.8941821,WAIS
173.6,639.9159528,WAIS
177.4,641.6133306,WAIS
186.1,637.5153935,WAIS
195.5,635.7944931,WAIS
204.2,640.7744478,WAIS
213.3,640.2978788,WAIS
221.2,642.4437438,WAIS
230.9,643.650971,WAIS
239.9,646.3484546,WAIS
249.6,648.0481706,WAIS
257.9,646.4438103,WAIS
267.0,651.3782046,WAIS
276.2,647.3409283,WAIS
285.2,644.1195254,WAIS
294.0,638.6488273,WAIS
303.5,637.5058373,WAIS
307.9,636.8576477,WAIS
311.8,634.4142841,WAIS
316.9,638.7816505,WAIS
320.7,643.8585608,WAIS
329.6,640.4667442,WAIS
338.7,643.2898473,WAIS
347.4,642.4477985,WAIS
356.1,640.0396195,WAIS
364.8,640.2370721,WAIS
374.2,636.1909111,WAIS
382.3,635.8090037,WAIS
391.1,635.1871401,WAIS
400.0,626.7202257,WAIS
408.1,624.8303016,WAIS
417.1,626.9676327,WAIS
425.6,629.376712,WAIS
435.7,633.2568115,WAIS
443.3,633.3118729,WAIS
451.4,633.5363123,WAIS
459.9,631.997316,WAIS
468.3,633.0089912,WAIS
476.8,638.3905933,WAIS
486.2,642.1850627,WAIS
493.4,641.0297055,WAIS
502.1,641.1817027,WAIS
510.5,637.2576793,WAIS
518.9,638.3292317,WAIS
527.3,642.1649183,WAIS
535.8,651.0258241,WAIS
545.7,656.6147123,WAIS
552.5,655.3912385,WAIS
561.0,658.9268826,WAIS
569.7,662.452937,WAIS
577.2,663.996344,WAIS
586.4,661.3571112,WAIS
595.2,657.0837148,WAIS
603.6,653.9987866,WAIS
611.6,653.0005121,WAIS
620.8,642.8649618,WAIS
633.4,638.7392627,WAIS
637.4,630.2374043,WAIS
645.8,631.9412177,WAIS
654.3,640.4749604,WAIS
662.8,637.1889966,WAIS
671.2,640.9784788,WAIS
679.7,641.397219,WAIS
688.2,641.8475253,WAIS
696.4,644.0955399,WAIS
705.0,648.9266553,WAIS
713.5,651.844467,WAIS
722.0,656.8283286,WAIS
730.6,656.6453367,WAIS
739.4,652.5167549,WAIS
747.5,650.9830741,WAIS
755.8,638.7943686,WAIS
763.7,627.4162144,WAIS
772.9,627.6269469,WAIS
781.3,629.9424273,WAIS
789.7,627.3842865,WAIS
798.0,629.8316977,WAIS
806.8,640.6108092,WAIS
815.1,648.0682923,WAIS
824.0,650.0064252,WAIS
832.0,646.469165,WAIS
840.7,647.7144478,WAIS
849.5,649.2397165,WAIS
858.0,659.1309066,WAIS
866.7,657.3899272,WAIS
875.3,660.0667048,WAIS
884.1,654.6403486,WAIS
892.7,652.4318204,WAIS
901.6,653.1372531,WAIS
910.4,656.9812639,WAIS
919.2,657.8189637,WAIS
927.7,659.3873233,WAIS
935.9,650.0846478,WAIS
936.4,648.8703045,WAIS
940.0,652.0001117,WAIS
944.6,652.8715462,WAIS
945.2,656.7005188,WAIS
953.9,658.5028025,WAIS
961.9,667.0630532,WAIS
971.2,663.8702295,WAIS
979.9,662.2509065,WAIS
988.4,670.4227561,WAIS
996.8,667.1106818,WAIS
1001.1,668.9,WAIS
1015.5,681.1,WAIS
1024.4,682.7,WAIS
1027.4,679.4,WAIS
1031.7,689.0,WAIS
1053.6,680.5,WAIS
1059.0,675.5,WAIS
1064.6,673.6,WAIS
1072.7,673.3,WAIS
1086.4,682.8,WAIS
1099.0,688.1,WAIS
1114.1,685.7,WAIS
1127.5,686.8,WAIS
1154.4,694.3,WAIS
1164.0,694.7,WAIS
1187.7,694.1,WAIS
1190.3,697.5,WAIS
1196.9,699.6,WAIS
1197.3,692.9,WAIS
1203.9,692.8,WAIS
1211.3,681.8,WAIS
1223.7,671.4,WAIS
1237.9,671.7,WAIS
1244.4,672.8,WAIS
1252.0,678.7,WAIS
1260.7,675.7,WAIS
1267.5,683.6,WAIS
1270.1,681.8,WAIS
1276.6,681.5,WAIS
1287.4,689.8,WAIS
1291.9,692.8,WAIS
1293.0,692.8,WAIS
1301.4,694.2,WAIS
1312.5,689.1,WAIS
1319.1,689.2,WAIS
1330.0,686.5,WAIS
1340.4,682.1,WAIS
1347.1,678.7,WAIS
1359.9,680.4,WAIS
1368.9,683.2,WAIS
1371.8,684.2,WAIS
1381.6,683.2,WAIS
1396.2,679.0,WAIS
1403.1,674.9,WAIS
1411.9,672.4,WAIS
1419.0,677.4,WAIS
1428.5,678.2,WAIS
1437.1,681.6,WAIS
1447.9,681.5,WAIS
1458.3,681.1,WAIS
1463.8,678.5,WAIS
1473.3,683.3,WAIS
1483.0,686.6,WAIS
1491.1,695.8,WAIS
1503.4,708.8,WAIS
1509.2,709.9,WAIS
1519.5,709.9,WAIS
1525.5,708.2,WAIS
1537.5,713.4,WAIS
1544.0,715.0,WAIS
1554.8,713.0,WAIS
1566.5,699.0,WAIS
1572.9,692.4,WAIS
1579.9,685.0,WAIS
1588.4,680.7,WAIS
1594.4,682.6,WAIS
1606.8,686.4,WAIS
1614.0,688.9,WAIS
1626.0,691.2,WAIS
1630.5,690.5,WAIS
1638.9,690.1,WAIS
1659.7,692.7,WAIS
1666.6,694.6,WAIS
1675.6,699.2,WAIS
1686.4,700.1,WAIS
1693.8,697.5,WAIS
1702.1,686.8,WAIS
1710.9,687.5,WAIS
1720.3,693.3,WAIS
1728.7,697.9,WAIS
1737.7,707.5,WAIS
1744.7,704.7,WAIS
1753.2,710.9,WAIS
1764.7,718.7,WAIS
1772.7,727.5,WAIS
1780.5,729.6,WAIS
1782.2,734.2,WAIS
1789.1,731.5,WAIS
1790.2,735.6,WAIS
1799.2,737.7,WAIS
1801.0,742.9,WAIS
1806.5,739.3,WAIS
1807.5,740.9,WAIS
1819.4,753.4,WAIS
1824.0,767.0,WAIS
1834.7,778.4,WAIS
1844.3,784.1,WAIS
1854.1,795.3,WAIS
1859.5,807.1,WAIS
1870.4,816.3,WAIS
1881.7,837.1,WAIS
1889.8,860.1,WAIS
1897.6,888.1,WAIS
1906.2,926.4,WAIS
