WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,fid_1,GIS_A_km2,COUNTRY,DESIGNATIO,RE_T_A_km2,R_TO_A_km2,IUCN_GOV_T,OWNERSHIP_,MANAGING_A,YEAR_DESIG,IUCN_MG_CA,path,BR_Zone,RE_M_A_km2,layer,Id,NAME_PAs
0.0,,,,Sororo Torgam Gara Muktar,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,72.9476491302305,Ethiopia,Control Hunting Area,119.0,119.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2000.0,VI,,,0.0,,,Sororo Torgam Gara Muktar
0.0,,,,Nanigadhera,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,192.51876256262275,Ethiopia,Control Hunting Area,193.0,193.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2018.0,VI,,,0.0,,,Nanigadhera
0.0,,,,Munessa Kuke,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,109.58718454134893,Ethiopia,Control Hunting Area,111.0,111.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2003.0,VI,,,0.0,,,Munessa Kuke
0.0,,,,Munessa Ambagoda-Sade,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,162.51649103084034,Ethiopia,Control Hunting Area,160.0,160.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2017.0,VI,,,0.0,,,Munessa Ambagoda-Sade
0.0,,,,Jibat,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,367.12852661980014,Ethiopia,Control Hunting Area,100.0,100.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),0.0,VI,,,0.0,,,Jibat
0.0,,,,Hurufa-Soma,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,231.01527931855125,Ethipia,Control Hunting Area,215.0,215.0,Sub-National Ministry,state,Oromia Forest and Wildlife Enterprise (OFWE),2000.0,VI,,,0.0,,,Hurufa-Soma
0.0,,,,Haro Aba Diko,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,243.10800648988177,Ethiopia,Control Hunting Area,248.0,248.0,Sub-National Ministry,state,Oromia Forest and Wildlife Enterprise (OFWE),2010.0,VI,,,0.0,,,Haro Aba Diko
0.0,,,,Gassera_Wabe,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,230.32497160490158,Ethiopia,Control Hunting Area,225.0,225.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2012.0,VI,,,0.0,,,Gassera_Wabe
0.0,,,,Dindin,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,286.37402018176726,Ethiopia,Control Hunting Area,280.0,280.0,Sub-National Ministry,state,Oromia Forest and Wildlife Enterprise (OFWE),1992.0,VI,,,0.0,,,Dindin
0.0,,,,Besemena Odo-bulu,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,241.92000502882547,Ethiopia,Control Hunting Area,350.0,350.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2013.0,VI,,,0.0,,,Besemena Odo-bulu
13761.0,,,,Arba Gugu,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,338.2696707787451,Ethiopia,Control Hunting Area,321.0,321.0,Sub-National Ministry,state,Oromia Forest and Wildlife Enterprise (OFWE),1973.0,VI,,,0.0,,,Arba Gugu
0.0,,,,Anole Amude,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,102.50079300983714,Ethiopia,Control Hunting Area,102.0,102.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2018.0,VI,,,0.0,,,Anole Amude
0.0,,,,Aluto,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,89.07587527866929,Ethiopia,Control Hunting Area,89.0,89.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2013.0,VI,,,0.0,,,Aluto
0.0,,,,Adaba Dodola,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,513.8995092193396,Ethiopia,Control Hunting Area,736.0,736.0,Sub-National Ministry,state,Oromia Forest and Wildlife Enterprise (OFWE),2005.0,VI,,,0.0,,,Adaba Dodola
0.0,,,,Abasheba Demero,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,179.51614265008018,Ethiopia,Control Hunting Area,210.0,210.0,Sub-National Ministry,state,Oromia Forest and Wildlife Enterprise (OFWE),2010.0,VI,,,0.0,,,Abasheba Demero
0.0,,,,Melka Guba,,,,,,,0.0,0.0,0.0,0.0,,0.0,Proposed,,,,,NO,,,Oromia Region,,,,,0,547.7119620741589,Ethiopia,National park,547.0,547.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2018.0,II,,,0.0,,,Melka Guba
0.0,,,,Dhati Welel,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,1035.16687082,Ethiopia,National park,1035.0,1035.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2010.0,II,,,0.0,,,Dhati Welel
2281.0,,,,Bale Mountains,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,Yes,,,Oromia Region,,,,,0,2148.9231592,Ethiopia,National park,2150.0,2150.0,Federal,State,Ethiopian Wildlife Conservation Authority,1969.0,II,,,0.0,,,Bale Mountains
2279.0,,,,Abjata Shala Lakes,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,813.6495382309505,Ethiopia,National park,405.0,887.0,Federal,State,Ethiopian Wildlife Conservation Authority,1963.0,II,,,482.0,,,Abjata Shala Lakes
0.0,,,,Hanto,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,205.89153087275096,Ethiopia,Control Hunting Area,190.0,190.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),2013.0,VI,,,0.0,,,Hanto
18439.0,,,,Babile Elephant,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia & Somale Regions,,,,,0,8779.13965377,Ethiopia,Sunctuary,6982.0,6982.0,Federal,State,Ethiopian Wildlife Conservation Authority (EWCA),1970.0,IV,,,0.0,,,Babile Elephant
7400.0,,,,Chelbi,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,SNNP Region,,,,,0,4300.27894645,Ethiopia,Wildlife Reserve,3869.0,4212.0,Sub-National Ministry,State,"SNNPRS Culture, Sport and Tourism Beauro",1934.0,IV,,,343.0,,,Chelbi
0.0,,,,Gibe Sheleko,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,SNNP Region,,,,,0,321.5270584067873,Ethiopia,National park,360.0,360.0,Sub-National Ministry,State,"SNNPRS  Culture, Sport and Tourism Beauro",2010.0,II,,,0.0,,,Gibe Sheleko
2277.0,,,,Mago,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,Yes,,,SNNP Region,,,,,0,1867.19803351,Ethiopia,National park,1942.0,1942.0,Sub-National Minstry,State,"SNNPRS  Culture, Sport and Tourism Beauro",1971.0,II,,,0.0,,,Mago
13757.0,,,,Murulle,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,SNNP Region,,,,,0,503.04245508056584,Ethiopia,Control Hunting Area,510.0,510.0,Sub-National Ministry,State,"SNNPRS  Culture, Sport and Tourism Beauro",2004.0,VI,,,0.0,,,Murulle
0.0,,,,Omo,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,Yes,,,SNNP Region,,,,,0,5144.89212423,Ethiopia,National park,5143.0,5143.0,Federal,State,Ethiopian Wildlife Conservation Authority,1959.0,II,,,0.0,,,Omo
0.0,,,,Shedeme Berbere,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Oromia Region,,,,,0,183.9145968884033,Ethiopia,Control Hunting Area,170.0,170.0,Sub-National Ministry,State,Oromia Forest and Wildlife Enterprise (OFWE),1988.0,VI,,,0.0,,,Shedeme Berbere
0.0,,,,Bejmiz,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Benshangul-Gumiz Region,,,,,0,1831.64450192,Ethiopia,National park,1820.0,1820.0,Sub-National Ministry,State,"Benshangul-Gumiz Regional State (Culture, Sport an",2015.0,II,,,0.0,,,Bejmiz
0.0,,,,Deddessa,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Benshangul-Gumiz Region,,,,,0,2338.35443883,Ethiopia,National park,2349.0,2349.0,Sub-National Ministry,State,"Benshangul-GumizRegional State (Culture, Sport and",2017.0,II,,,0.0,,,Deddessa
0.0,,,,Loka Abaya,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Sidama Region,,,,,0,545.8237980367412,Ethiopia,National park,500.0,500.0,Sub-National Ministry,State,"SNNPRS Culture, Sport and Tourism Beauro",2010.0,II,,,0.0,,,Loka Abaya
0.0,,,,Mao-Komo,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Benshangul-Gumiz Region,,,,,0,2306.5953384,Ethiopia,National park,2304.0,2304.0,Sub-National Ministry,State,"Benshangul-Gumiz Regional State (Culture, Sport an",2016.0,II,,,0.0,,,Mao-Komo
365024.0,,,,Kafta Sheraro,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,Yes,,,Tigray Region,,,,,0,2195.56897182,Ethiopia,National park,2176.43,2176.43,Federal,State,Ethiopian Wildlife Conservation Authority,2007.0,II,,,0.0,,,Kafta Sheraro
0.0,,,Maze  National Park,Maze,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,Yes,,,SEPRS,,,,,1,201.4554768774473,Ethiopia,National park,202.0,202.0,Sub National,State,"SEPRS  Culture, Sport and Tourism Beauro",1983.0,II,,,0.0,maze shapefile,,Maze
0.0,,,Nech Sar National Park,Nech Sar,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,SEPR +Oromia,,,,,1,415.00974322136676,Ethiopia,National park,436.0,514.0,Federal,State,Ethiopian Wildlife Conservation Authority,1966.0,II,,,78.0,,,Nech Sar
0.0,,,Tama Community Conservation Area,Tama Community Conservation Area,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,Yes,,,SEPR,,,,,0,1944.58207747,Ethiopia,Community Conservation Area,1944.58207747,1944.58207747,Comunity,State,"SEPRS  Culture, Sport and Tourism Beauro",2020.0,IV,,,0.0,Tama boundary,,Tama Community Conservation Area
0.0,,,Geralle,Geralle,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,1,1767.19334384,,National park,1767.0,1767.0,Federal,state,,2006.0,II,D:/Gebre_QGIS2022/vector/Gera.lle/Geralle-NP.gpkg|layername=Geralle National Park 2023,,0.0,Geralle National Park 2023,,Geralle
0.0,,,Tana,Tana,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,,,,Amhara Region,,,,,0,6971.6697092,Ethiopia,Biosphere Reserve,3748.749,6971.6697092,Federal,State,Ethiopian Biodiversity Instituit,2015.0,MAB UNESCO,,Core,3022.88,,,Tana
13704.0,,,,Gambella,,,,,,,0.0,0.0,0.0,0.0,,0.0,Designated,,,,,NO,,,Gambella Region,,,,,0,4584.51999189,Ethiopia,National park,4575.0,4575.0,Federal,State,Ethiopian Wildlife Conservation Authority,1974.0,II,,,0.0,,,Gambella
13764.0,13764,1,Afdem-Gewane,Afdem-Gewane,Controlled Hunting Area,Controlled Hunting Area,National,VI,Not Applicable,0,0.0,0.0,5932.0,4747.15909158,Not Applicable,0.0,Designated,1973,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1930,Not Reported,ETH,ETH,Not Applicable,Not Applicable,0,0.0,,Control Hunting Area,0.0,0.0,,,,0.0,,,,0.0,,,Afdem-Gewane
13765.0,13765,1,Erer-Gota,Erer-Gota,Controlled Hunting Area,Controlled Hunting Area,National,VI,Not Applicable,0,0.0,0.0,2386.0,2645.51771048,Not Applicable,0.0,Designated,1973,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1930,Not Reported,ETH,ETH,Not Applicable,Not Applicable,0,0.0,,Control Hunting Area,0.0,0.0,,,,0.0,,,,0.0,,,Erer-Gota
