variable,bin_centro,pdf_llc4320,pdf_goflow
deformacion_alpha_sobre_f,-1.275,0.0,0.0
deformacion_alpha_sobre_f,-1.225,0.0,0.0
deformacion_alpha_sobre_f,-1.1749999999999998,0.0,0.0
deformacion_alpha_sobre_f,-1.125,0.0,0.0
deformacion_alpha_sobre_f,-1.075,0.0,0.0
deformacion_alpha_sobre_f,-1.025,0.0,0.0
deformacion_alpha_sobre_f,-0.975,0.0,0.0
deformacion_alpha_sobre_f,-0.9249999999999999,0.0,0.0
deformacion_alpha_sobre_f,-0.8749999999999999,0.0,0.0
deformacion_alpha_sobre_f,-0.8249999999999998,0.0,0.0
deformacion_alpha_sobre_f,-0.7749999999999999,0.0,0.0
deformacion_alpha_sobre_f,-0.725,0.0,0.0
deformacion_alpha_sobre_f,-0.6749999999999999,0.0,0.0
deformacion_alpha_sobre_f,-0.6249999999999999,0.0,0.0
deformacion_alpha_sobre_f,-0.5749999999999998,0.0,0.0
deformacion_alpha_sobre_f,-0.5249999999999999,0.0,0.0
deformacion_alpha_sobre_f,-0.475,0.0,0.0
deformacion_alpha_sobre_f,-0.42499999999999993,0.0,0.0
deformacion_alpha_sobre_f,-0.3749999999999999,0.0,0.0
deformacion_alpha_sobre_f,-0.32499999999999984,0.0,0.0
deformacion_alpha_sobre_f,-0.2749999999999999,0.0,0.0
deformacion_alpha_sobre_f,-0.22499999999999998,0.0,0.0
deformacion_alpha_sobre_f,-0.17499999999999993,0.0,0.0
deformacion_alpha_sobre_f,-0.12499999999999989,0.0,0.0
deformacion_alpha_sobre_f,-0.07499999999999984,0.0,2.233355915043139e-05
deformacion_alpha_sobre_f,-0.02499999999999991,0.002597918836251473,0.0024343579473970326
deformacion_alpha_sobre_f,0.025000000000000133,1.1709691130526376,1.0391656182301343
deformacion_alpha_sobre_f,0.07500000000000018,3.354173753873628,4.451897235849845
deformacion_alpha_sobre_f,0.125,3.6746780329958155,4.669969551914375
deformacion_alpha_sobre_f,0.17500000000000004,3.118693626463918,3.2814028452954185
deformacion_alpha_sobre_f,0.2250000000000001,2.4109282311894757,2.085433308270124
deformacion_alpha_sobre_f,0.27500000000000013,1.772376157804578,1.3210449127874444
deformacion_alpha_sobre_f,0.3250000000000002,1.2848830154914912,0.9098989778674462
deformacion_alpha_sobre_f,0.3750000000000002,0.9414217687733083,0.6529067127234252
deformacion_alpha_sobre_f,0.42500000000000027,0.7122019558085843,0.49341532231048285
