y_km,x_km,vort_llc4320_zeta_f,vort_goflow_zeta_f,div_llc4320_delta_f,div_goflow_delta_f,gradT_sst
0.0,160.0,0.08804627507925034,0.010661969892680645,0.0494532510638237,-0.4520213007926941,0.8061990141868591
0.0,164.0,0.3854748606681824,0.04557336866855621,-0.09822900593280792,-0.40300750732421875,0.7725507020950317
0.0,168.0,-0.14894700050354004,0.02706712670624256,0.107074074447155,-0.38185733556747437,0.7751588821411133
0.0,172.0,-0.04213292524218559,-0.0326366201043129,0.03761504217982292,-0.23951098322868347,0.7820029854774475
0.0,176.0,0.271928608417511,-0.07865319401025772,-0.13467907905578613,-0.06901491433382034,0.7425632476806641
0.0,180.0,0.08561213314533234,0.007646702229976654,-0.03620251268148422,-0.12537379562854767,0.755500078201294
0.0,184.0,0.021960541605949402,-0.03404894843697548,0.02108587510883808,-0.04743804782629013,0.7424494028091431
0.0,188.0,-0.047274503856897354,-0.07274326682090759,0.050296373665332794,0.04351109638810158,0.7290565371513367
0.0,192.0,0.010060897096991539,-0.02344043366611004,0.007341458927839994,0.007905651815235615,0.7466073036193848
0.0,196.0,0.13431593775749207,0.017284931614995003,-0.018489206209778786,0.017030812799930573,0.7404198050498962
0.0,200.0,0.19852489233016968,0.038029588758945465,-0.049607180058956146,0.032203901559114456,0.7634140253067017
0.0,204.0,0.1709681749343872,-0.013457154855132103,0.00827220268547535,0.07323406636714935,0.7784510254859924
0.0,208.0,0.1299654096364975,-0.07781811058521271,0.011258670128881931,0.09223826974630356,0.7465094327926636
0.0,212.0,-0.0008366293041035533,-0.09026963263750076,-0.01429362129420042,0.06627858430147171,0.7585107684135437
0.0,216.0,-0.1860651969909668,-0.10159359127283096,-0.006269052624702454,0.0565287321805954,0.7447429299354553
0.0,220.0,-0.36284828186035156,-0.11941421777009964,0.004298115614801645,0.024847300723195076,0.7366862893104553
0.0,224.0,-0.4524471163749695,-0.16392800211906433,0.025968540459871292,-0.060756076127290726,0.7326900362968445
0.0,228.0,-0.44404032826423645,-0.21273157000541687,0.032103281468153,-0.17695152759552002,0.7438596487045288
0.0,232.0,-0.47823241353034973,-0.2108711153268814,3.1492851121583953e-05,-0.24866336584091187,0.744655430316925
0.0,236.0,-0.43523871898651123,-0.12574124336242676,-0.03146878629922867,-0.32187575101852417,0.7620533108711243
0.0,240.0,-0.06977679580450058,-0.004828671924769878,-0.029768433421850204,-0.4026834964752197,0.7341793179512024
0.0,244.0,0.04111833870410919,0.004211263731122017,0.040957361459732056,-0.42902281880378723,0.7787842750549316
0.0,248.0,-0.19491395354270935,0.0021901926957070827,0.026121987029910088,-0.4389345049858093,0.6861370205879211
0.0,252.0,-0.16318577527999878,0.0030261657666414976,0.05450194329023361,-0.49102523922920227,0.7838178873062134
0.0,256.0,-0.14859800040721893,0.044977035373449326,-0.043194741010665894,-0.5275818705558777,0.7572094202041626
0.0,260.0,-0.11143535375595093,0.07984426617622375,-0.09096699953079224,-0.5386420488357544,0.7708843946456909
0.0,264.0,-0.04288019612431526,0.06383946537971497,-0.024391522631049156,-0.5183083415031433,0.7828904390335083
0.0,268.0,-0.020483864471316338,0.04790431261062622,0.12978924810886383,-0.5517472624778748,0.7622707486152649
0.0,272.0,-0.09792546927928925,0.04575495794415474,0.100947305560112,-0.5788206458091736,0.7935366630554199
0.0,276.0,-0.16496890783309937,0.03145860135555267,-0.05118945986032486,-0.5697041749954224,0.769752025604248
0.0,280.0,-0.09189677238464355,0.008379888720810413,-0.016574645414948463,-0.6030536890029907,0.7294108867645264
0.0,284.0,-0.1225753128528595,-0.012523236684501171,0.028598327189683914,-0.6096483469009399,0.7274778485298157
0.0,288.0,-0.06699226796627045,-0.014135042205452919,0.04624708741903305,-0.6323604583740234,0.7642689943313599
0.0,292.0,-0.07429945468902588,-0.03139766305685043,0.022099558264017105,-0.6973411440849304,0.7681742310523987
0.0,296.0,-0.08151556551456451,-0.1024460643529892,-0.03499318286776543,-0.7840245366096497,0.791706919670105
0.0,300.0,0.059351421892642975,-0.11035944521427155,0.0373411625623703,-0.8376240730285645,0.7563369274139404
0.0,304.0,0.09748699516057968,-0.04275982454419136,0.10139008611440659,-0.8476832509040833,0.7791704535484314
0.0,308.0,0.09009788185358047,0.049553196877241135,0.07322301715612411,-0.8682166337966919,0.7944048643112183
0.0,312.0,0.15765917301177979,0.09809453785419464,0.029301222413778305,-0.8675318360328674,0.8034046292304993
0.0,316.0,0.20801328122615814,0.10267145186662674,-0.009029248729348183,-0.7923958897590637,0.7956644892692566
0.0,320.0,0.3471832275390625,0.1030275896191597,-0.02200610190629959,-0.7045964598655701,0.7829837799072266
0.0,324.0,0.35995596647262573,0.11959289014339447,-0.0430961512029171,-0.651177167892456,0.7700077295303345
0.0,328.0,0.1949736773967743,0.1493382751941681,-0.10723227262496948,-0.5945780277252197,0.7401642799377441
0.0,332.0,0.03406483680009842,0.1359664499759674,-0.06491723656654358,-0.5152508616447449,0.787310779094696
0.0,336.0,0.06415162980556488,0.08301417529582977,0.0445023812353611,-0.46339109539985657,0.7544050812721252
0.0,340.0,0.02991640754044056,0.07322250306606293,-0.009092363528907299,-0.451006144285202,0.7820977568626404
0.0,344.0,-0.0009009246714413166,0.08172037452459335,-0.006857404951006174,-0.45249906182289124,0.7899674773216248
0.0,348.0,0.013237698934972286,0.09346994757652283,0.027882738038897514,-0.42233121395111084,0.7440967559814453
0.0,352.0,0.05224798247218132,0.09161936491727829,0.019338184967637062,-0.35901543498039246,0.7074723839759827
0.0,356.0,0.023150186985731125,0.11319508403539658,-0.014883285388350487,-0.3244359493255615,0.7285627126693726
0.0,360.0,0.017240194603800774,0.09666027873754501,0.001188359223306179,-0.28860482573509216,0.7326210141181946
0.0,364.0,-0.022543761879205704,0.07491540908813477,0.00012886538752354681,-0.2728824019432068,0.7496964335441589
0.0,368.0,-0.01814725622534752,0.059917327016592026,0.009538884274661541,-0.30886733531951904,0.750169575214386
0.0,372.0,-0.020072706043720245,0.08751440793275833,0.009951530955731869,-0.3245273530483246,0.7701961994171143
0.0,376.0,0.05565338581800461,0.07411186397075653,-0.04164519160985947,-0.25648775696754456,0.8050312995910645
0.0,380.0,-0.06254756450653076,0.045752886682748795,0.026330970227718353,-0.23211458325386047,0.7656335830688477
0.0,384.0,-0.017374200746417046,0.0639670267701149,0.040411919355392456,-0.24255116283893585,0.7868152260780334
0.0,388.0,0.1503196507692337,0.053056418895721436,-0.006687476299703121,-0.20884372293949127,0.7833094000816345
0.0,392.0,0.11301520466804504,0.03486334905028343,0.0012095894198864698,-0.21964812278747559,0.7567604184150696
0.0,396.0,0.10167909413576126,0.03733895719051361,-0.004842038732022047,-0.22249719500541687,0.7331053018569946
0.0,400.0,0.09479870647192001,0.033215269446372986,-0.0004448548424988985,-0.19794347882270813,0.7140121459960938
0.0,404.0,0.07884108275175095,0.0349179208278656,0.005154985468834639,-0.1751476526260376,0.7300043106079102
0.0,408.0,0.06827898323535919,0.03808778524398804,0.00565147353336215,-0.16285765171051025,0.7406951785087585
0.0,412.0,0.06269562989473343,0.03125967085361481,-0.0024149995297193527,-0.15095731616020203,0.7343677878379822
0.0,416.0,0.08069582283496857,0.03710389509797096,0.001925479038618505,-0.12896256148815155,0.7257080078125
0.0,420.0,0.09811679273843765,0.05113329738378525,0.011309470981359482,-0.09558966755867004,0.7121429443359375
0.0,424.0,0.12441429495811462,0.024439124390482903,0.004343460779637098,-0.09872550517320633,0.7211810946464539
0.0,428.0,0.1509874165058136,0.010203753598034382,-0.007467807736247778,-0.08110538125038147,0.7197569012641907
0.0,432.0,0.14665524661540985,0.025255391374230385,-0.009197189472615719,-0.07064999639987946,0.6951687932014465
0.0,436.0,0.1268039345741272,-0.001014979206956923,-0.0023566889576613903,-0.057701226323843,0.7418444752693176
0.0,440.0,0.07609571516513824,-0.010080785490572453,-0.005386768840253353,-0.07088162004947662,0.7108181118965149
0.0,444.0,0.056204576045274734,0.013210955075919628,-0.010660136118531227,-0.07041392475366592,0.732232391834259
0.0,448.0,0.0948655903339386,0.023959962651133537,-0.022234492003917694,-0.032216086983680725,0.7632022500038147
0.0,452.0,0.11317865550518036,0.04591042920947075,-0.018904225900769234,-0.03330286592245102,0.7500482201576233
0.0,456.0,0.14596477150917053,0.02181689254939556,-0.01828291080892086,-0.04051390290260315,0.7446607351303101
0.0,460.0,0.15510298311710358,0.023939983919262886,-0.009761747904121876,-0.05000117048621178,0.7354903817176819
0.0,464.0,0.09686603397130966,0.029625818133354187,-0.01664799079298973,-0.030232125893235207,0.7549379467964172
0.0,468.0,0.14683134853839874,0.01913628727197647,-0.016904564574360847,-0.05644819140434265,0.7899004220962524
0.0,472.0,-0.03010927326977253,-0.0013786652125418186,0.028435902670025826,-0.12142464518547058,0.7881355881690979
0.0,476.0,-0.11931870877742767,0.03005697950720787,-0.018213218078017235,-0.12956732511520386,0.7375712394714355
0.0,480.0,-0.01896034926176071,0.06038219481706619,-0.012167645618319511,-0.07766115665435791,0.7670032382011414
0.0,484.0,0.03380788490176201,0.05444109067320824,0.028698096051812172,-0.034226104617118835,0.7720237970352173
0.0,488.0,0.07984374463558197,0.07473257929086685,0.030486954376101494,-0.06044882908463478,0.7308785319328308
0.0,492.0,0.14455315470695496,0.13874182105064392,0.01105224434286356,-0.1081564798951149,0.7106483578681946
0.0,496.0,0.16057069599628448,0.1714850217103958,-0.005830803420394659,-0.03587598726153374,0.789095938205719
0.0,500.0,0.07995203882455826,0.09042158722877502,0.005292496643960476,0.07335396856069565,0.7878928780555725
0.0,504.0,0.0025081948842853308,0.02303718775510788,-0.00028214624035172164,-0.0005057384842075408,0.7924039959907532
0.0,508.0,0.023369798436760902,0.015026540495455265,-0.011515670455992222,0.05020184442400932,0.7711288332939148
4.0,0.0,-0.12268297374248505,-0.5655859112739563,-0.14167146384716034,0.421223908662796,0.7923523783683777
4.0,4.0,-0.07729845494031906,-0.866354763507843,-0.07265523821115494,0.20493969321250916,0.7929490804672241
4.0,8.0,-0.06650512665510178,-0.4632338583469391,-0.05944757163524628,-0.10658673197031021,0.7915595173835754
4.0,12.0,-0.1071285754442215,-0.4270497262477875,-0.09284286946058273,-0.09708262234926224,0.7801048755645752
4.0,16.0,-0.14169488847255707,-0.41286197304725647,-0.1378273367881775,-0.10134363919496536,0.767704427242279
4.0,20.0,-0.1630280464887619,-0.39730304479599,-0.15455317497253418,-0.12042877078056335,0.7655501365661621
4.0,24.0,-0.17987126111984253,-0.40141046047210693,-0.14828252792358398,-0.1072917953133583,0.7635465860366821
4.0,28.0,-0.18982650339603424,-0.40424686670303345,-0.14943435788154602,-0.0879550352692604,0.764426052570343
4.0,32.0,-0.18322649598121643,-0.3865720331668854,-0.18273036181926727,-0.07203411310911179,0.7670989632606506
4.0,36.0,-0.16402964293956757,-0.37549248337745667,-0.17445820569992065,-0.05970717966556549,0.770946204662323
4.0,40.0,-0.1511019617319107,-0.3695901334285736,-0.14191944897174835,-0.06398006528615952,0.7762436866760254
4.0,44.0,-0.15020674467086792,-0.3806883692741394,-0.0867331475019455,-0.05587403476238251,0.780128002166748
4.0,48.0,-0.16112717986106873,-0.4008990526199341,-0.03252219036221504,-0.04070243984460831,0.7776367664337158
4.0,52.0,-0.17722374200820923,-0.4279898405075073,2.5696346710901707e-05,-0.043499335646629333,0.7600228190422058
4.0,56.0,-0.19857841730117798,-0.4470116198062897,0.033722199499607086,-0.060358140617609024,0.7559871673583984
4.0,60.0,-0.22034892439842224,-0.46045976877212524,0.03331013023853302,-0.05869410187005997,0.7741561532020569
4.0,64.0,-0.23560667037963867,-0.4691595435142517,0.015196308493614197,-0.0410049706697464,0.7710072994232178
4.0,68.0,-0.24936360120773315,-0.4796048402786255,0.007723619695752859,-0.04448116570711136,0.7631480097770691
4.0,72.0,-0.2726137936115265,-0.48036593198776245,0.007125930394977331,-0.02957044169306755,0.7626798748970032
4.0,76.0,-0.2955585718154907,-0.4876523017883301,0.001449032686650753,-0.015608731657266617,0.758134126663208
4.0,80.0,-0.30978649854660034,-0.48963630199432373,0.006722678896039724,-0.02837095409631729,0.7503889799118042
4.0,84.0,-0.31722769141197205,-0.48448848724365234,0.019566252827644348,-0.03536131978034973,0.7546640634536743
4.0,88.0,-0.31319549679756165,-0.48851028084754944,0.02750284969806671,-0.015585921704769135,0.7475570440292358
4.0,92.0,-0.30485332012176514,-0.44827887415885925,0.046980876475572586,-0.017887938767671585,0.7208821177482605
4.0,96.0,-0.2981584668159485,-0.3667285740375519,0.0812399834394455,-0.005136958323419094,0.7002266049385071
4.0,100.0,-0.2977132797241211,-0.31669697165489197,0.10448575764894485,0.015900544822216034,0.7094091773033142
4.0,104.0,-0.2989192008972168,-0.3158709704875946,0.09890401363372803,0.0320904403924942,0.7478664517402649
4.0,108.0,-0.28419679403305054,-0.352018266916275,0.062326982617378235,0.04604223743081093,0.7735162973403931
4.0,112.0,-0.24036256968975067,-0.410049706697464,0.023865820840001106,0.01538791786879301,0.7804446220397949
4.0,116.0,-0.2022123783826828,-0.45296332240104675,0.02052503637969494,0.020901596173644066,0.7782171368598938
4.0,120.0,-0.15961740911006927,-0.49419501423835754,0.0004050479328725487,0.028013253584504128,0.7628392577171326
4.0,124.0,-0.1069151759147644,-0.49685361981391907,-0.007482235319912434,0.02972044236958027,0.7474133372306824
4.0,128.0,-0.09160391241312027,-0.4517110586166382,0.0499361976981163,0.021215230226516724,0.7567641735076904
4.0,132.0,-0.0967327356338501,-0.3703244924545288,-0.06333958357572556,0.019264791160821915,0.7286224365234375
4.0,136.0,-0.07281479984521866,-0.3356190621852875,-0.04242913797497749,-0.035745102912187576,0.7269465923309326
4.0,140.0,-0.1494469791650772,-0.3497997522354126,0.05464920029044151,-0.10702896118164062,0.7404082417488098
4.0,144.0,-0.23874406516551971,-0.38426846265792847,0.051000144332647324,-0.1592927873134613,0.7284950613975525
4.0,148.0,-0.31886839866638184,-0.36252665519714355,0.01977953501045704,-0.10680316388607025,0.7436018586158752
4.0,152.0,-0.40546929836273193,-0.3137540817260742,0.08916376531124115,-0.02849419228732586,0.7545261979103088
4.0,156.0,-0.4337911009788513,-0.31549617648124695,0.20194418728351593,-0.091730035841465,0.7474427223205566
4.0,160.0,-0.23316630721092224,-0.09822630137205124,0.16211096942424774,-0.19776791334152222,0.7934733033180237
4.0,164.0,0.23936492204666138,0.3243398368358612,-0.09676165878772736,-0.21268251538276672,0.8037847280502319
4.0,168.0,0.2058131843805313,0.36308857798576355,-0.09014403074979782,-0.21741481125354767,0.7439994215965271
4.0,172.0,-0.24722881615161896,0.2796809673309326,0.21969060599803925,-0.3533107340335846,0.782598078250885
4.0,176.0,-0.014657484367489815,0.16187377274036407,-0.06475195288658142,-0.09729557484388351,0.7752610445022583
4.0,180.0,0.31307509541511536,0.11106226593255997,-0.20322011411190033,-0.10109805315732956,0.7390891313552856
4.0,184.0,-0.027526089921593666,0.10744727402925491,0.009627158753573895,-0.22444838285446167,0.7419984936714172
4.0,188.0,-0.014911572448909283,0.010299928486347198,0.010093878954648972,-0.1531030535697937,0.7419103384017944
4.0,192.0,-0.00947720929980278,-0.022718176245689392,0.04420461878180504,-0.05273552983999252,0.7424872517585754
4.0,196.0,0.055149637162685394,0.04407795891165733,-0.025192327797412872,0.018464284017682076,0.7626197934150696
4.0,200.0,0.10894493013620377,0.018162090331315994,-0.021638331934809685,0.09714992344379425,0.7594135403633118
4.0,204.0,0.2220413088798523,0.008938943035900593,-0.03320819512009621,0.04776978865265846,0.7577746510505676
4.0,208.0,0.1874893307685852,-0.06737823784351349,-0.006333683617413044,-0.01917457766830921,0.7607805132865906
4.0,212.0,-0.0648597925901413,-0.14682136476039886,0.009240123443305492,-0.06191379949450493,0.750402569770813
4.0,216.0,-0.24752779304981232,-0.2254924178123474,-0.028699606657028198,-0.06754379719495773,0.7485068440437317
4.0,220.0,-0.37680232524871826,-0.2827683389186859,-0.015091816894710064,-0.005919055547565222,0.7294734120368958
4.0,224.0,-0.46753549575805664,-0.3663361966609955,0.016419174149632454,-0.06690137833356857,0.7308700680732727
4.0,228.0,-0.5172175765037537,-0.4194192588329315,0.01843373477458954,-0.08841615915298462,0.7366546988487244
4.0,232.0,-0.6033630967140198,-0.5005137920379639,0.054256632924079895,-0.09327048808336258,0.7370155453681946
4.0,236.0,-0.4643002450466156,-0.22122319042682648,0.07583517581224442,-0.1791781634092331,0.767729640007019
4.0,240.0,0.009846222586929798,0.01242904458194971,-0.0511603020131588,-0.24627631902694702,0.762293815612793
4.0,244.0,-0.09874822944402695,-0.07199447602033615,0.0968485102057457,-0.2165505439043045,0.7740880846977234
4.0,248.0,-0.24871213734149933,-0.16693277657032013,0.05562368780374527,-0.20526039600372314,0.7694461345672607
4.0,252.0,-0.17208994925022125,-0.10139875113964081,0.04162146523594856,-0.27988460659980774,0.7792059183120728
4.0,256.0,-0.14215250313282013,-0.10489387810230255,-0.09506869316101074,-0.23435035347938538,0.7362041473388672
4.0,260.0,-0.18658332526683807,-0.1317000389099121,-0.11472493410110474,-0.20948728919029236,0.7663581371307373
4.0,264.0,-0.07997355610132217,-0.0677785873413086,-0.05522529408335686,-0.13658949732780457,0.7732172608375549
4.0,268.0,-0.04908455163240433,-0.05581511929631233,0.131712406873703,-0.139720618724823,0.769513726234436
4.0,272.0,-0.12790384888648987,-0.002223965711891651,0.05041965842247009,-0.18061739206314087,0.7738065123558044
4.0,276.0,-0.1803576648235321,-0.012655704282224178,-0.0782676488161087,-0.16527023911476135,0.7630667686462402
4.0,280.0,-0.10040564835071564,-0.10262896120548248,-0.06539558619260788,-0.23902399837970734,0.7495175004005432
4.0,284.0,-0.13927999138832092,-0.11920082569122314,-0.007654216140508652,-0.21892128884792328,0.7517147064208984
4.0,288.0,-0.014369865879416466,-0.0962660014629364,-0.031228531152009964,-0.17608287930488586,0.7723879814147949
4.0,292.0,-0.022387225180864334,-0.20004898309707642,-0.02568052150309086,-0.23004651069641113,0.7866179347038269
4.0,296.0,-0.04302610084414482,-0.2731959819793701,-0.07126472890377045,-0.31731683015823364,0.7602947950363159
4.0,300.0,0.062206219881772995,-0.27542996406555176,0.026034528389573097,-0.2905339300632477,0.7663536071777344
4.0,304.0,0.11779546737670898,-0.17614863812923431,0.033305831253528595,-0.27103835344314575,0.7946994304656982
4.0,308.0,0.2384924441576004,0.14196722209453583,-0.040087830275297165,-0.3495796024799347,0.8129715919494629
4.0,312.0,0.3547527492046356,0.3120563328266144,-0.003160980064421892,-0.38721418380737305,0.8053528070449829
4.0,316.0,0.3549245595932007,0.2741667926311493,0.052287131547927856,-0.3810729384422302,0.7867401242256165
4.0,320.0,0.38890528678894043,0.28986087441444397,0.05799490213394165,-0.31826964020729065,0.7837135195732117
4.0,324.0,0.4006514549255371,0.25868362188339233,0.048313915729522705,-0.3047542870044708,0.7821078300476074
4.0,328.0,0.1860024780035019,0.24558444321155548,-0.03296961262822151,-0.3288777470588684,0.7486315369606018
4.0,332.0,0.01814185082912445,0.16265085339546204,-0.024052342399954796,-0.2563827931880951,0.7744583487510681
4.0,336.0,0.02913651429116726,0.04402519017457962,0.09957200288772583,-0.19538255035877228,0.7799164652824402
4.0,340.0,-0.03009328432381153,0.010524733923375607,-0.017728174105286598,-0.18509210646152496,0.7796529531478882
4.0,344.0,-0.005028746090829372,0.06782164424657822,-0.010112644173204899,-0.21921537816524506,0.7536402344703674
4.0,348.0,-0.0012318614171817899,0.2037660926580429,0.03851016238331795,-0.20061451196670532,0.77774977684021
4.0,352.0,0.012748190201818943,0.123760886490345,0.012881619855761528,-0.11107692122459412,0.7347051501274109
4.0,356.0,0.03591073304414749,0.0981137827038765,-0.0042584906332194805,-0.1272958368062973,0.6976083517074585
4.0,360.0,0.03559812530875206,0.1358090192079544,0.0049712141044437885,-0.11310935020446777,0.719299852848053
4.0,364.0,-0.011135370470583439,0.1262684017419815,0.000471634091809392,-0.10773809999227524,0.7196329236030579
4.0,368.0,-0.008758448995649815,0.10707514733076096,0.0233851820230484,-0.19745081663131714,0.7537827491760254
4.0,372.0,0.0021328264847397804,0.0674586221575737,-0.017012042924761772,-0.24769799411296844,0.7493815422058105
4.0,376.0,0.050946805626153946,0.20972567796707153,0.00576356565579772,-0.19141948223114014,0.8026607036590576
4.0,380.0,-0.09976255148649216,0.10520969331264496,0.05715270712971687,-0.0771682932972908,0.7819061279296875
4.0,384.0,-0.008317112922668457,0.09171944111585617,0.010072541423141956,-0.12018421292304993,0.7923544645309448
4.0,388.0,0.19090205430984497,0.03109891526401043,-0.022195428609848022,-0.12359024584293365,0.7784690260887146
4.0,392.0,0.18401440978050232,0.028678124770522118,-0.0013516487088054419,-0.1060730516910553,0.7354586720466614
4.0,396.0,0.12690970301628113,0.039450567215681076,0.011048713698983192,-0.08159417659044266,0.7427870631217957
4.0,400.0,0.11492165178060532,-0.005512790288776159,0.00976913794875145,-0.07559624314308167,0.7434180378913879
4.0,404.0,0.09533024579286575,-0.003925562370568514,0.007451709825545549,-0.07617706805467606,0.7405309081077576
4.0,408.0,0.11627700924873352,0.034081727266311646,0.011393503285944462,-0.06847857683897018,0.728976309299469
4.0,412.0,0.12930434942245483,0.07065707445144653,0.0044406321831047535,-0.08161509782075882,0.7196024060249329
4.0,416.0,0.15060968697071075,0.12913908064365387,-0.008488272316753864,-0.050638265907764435,0.7214223146438599
4.0,420.0,0.14271320402622223,0.17735883593559265,0.001901061157695949,0.019442224875092506,0.7028585076332092
4.0,424.0,0.1428113430738449,0.1694212555885315,0.019457707181572914,-0.022267907857894897,0.7104592323303223
4.0,428.0,0.1929069310426712,0.1231682077050209,0.020431511104106903,-0.026037929579615593,0.7067880034446716
4.0,432.0,0.22210320830345154,0.1439378708600998,-6.276406929828227e-05,-0.02320915274322033,0.7101519703865051
4.0,436.0,0.18259857594966888,0.08397641032934189,0.00411830423399806,-0.010549754835665226,0.7378076910972595
4.0,440.0,0.12526780366897583,0.021371185779571533,0.007337608374655247,-0.03503699228167534,0.7277016639709473
4.0,444.0,0.08505596965551376,0.03354137763381004,0.005869640503078699,-0.02384774200618267,0.7331913113594055
4.0,448.0,0.1296236217021942,0.1054273322224617,-0.009122242219746113,-0.00026503909612074494,0.7747959494590759
4.0,452.0,0.14706245064735413,0.15999159216880798,0.0011940576368942857,-0.019666986539959908,0.7601730227470398
4.0,456.0,0.1554882675409317,0.11399859189987183,0.00028409354854375124,-0.06526575982570648,0.7661219239234924
4.0,460.0,0.14416392147541046,0.001366867101751268,-0.0018292282475158572,-0.023622358217835426,0.7390193343162537
4.0,464.0,0.17053750157356262,-0.06821605563163757,-0.02005642279982567,0.041263826191425323,0.7791840434074402
4.0,468.0,0.12197889387607574,-0.08737281709909439,0.028262177482247353,-0.030588682740926743,0.7932359576225281
4.0,472.0,-0.0855897068977356,-0.03371477127075195,0.001145391957834363,-0.0821378082036972,0.7714440226554871
4.0,476.0,-0.07710874825716019,0.04743311554193497,-0.018397776409983635,-0.10712166130542755,0.7479385137557983
4.0,480.0,-0.02310335636138916,0.02147584967315197,-0.013975665904581547,-0.07299789041280746,0.7525864839553833
4.0,484.0,0.012870353646576405,0.05027274042367935,-0.0005411725724115968,0.010106110945343971,0.7752861380577087
