year_ce,amoc_index_k,uncertainty_2sigma
1050.0,0.77930863,0.66905654
1051.0,0.80538344,0.66905654
1052.0,0.8385956,0.66905654
1053.0,0.86880305,0.66905654
1054.0,0.88621922,0.66905654
1055.0,0.88407787,0.66905654
1056.0,0.86050819,0.66905654
1057.0,0.81912879,0.66905654
1058.0,0.76821757,0.66905654
1059.0,0.71868472,0.66905654
1060.0,0.68137581,0.66905654
1061.0,0.66439316,0.66905654
1062.0,0.67111317,0.66905654
1063.0,0.69939863,0.66905654
1064.0,0.74220048,0.66905654
1065.0,0.78938508,0.66905654
1066.0,0.83030198,0.66905654
1067.0,0.85641059,0.66905654
1068.0,0.86327219,0.66905654
1069.0,0.85139461,0.66905654
1070.0,0.82574431,0.66905654
1071.0,0.79411763,0.66905654
1072.0,0.76487738,0.66905654
1073.0,0.74471766,0.66905654
1074.0,0.73707609,0.66905654
1075.0,0.7415881,0.66905654
1076.0,0.75464945,0.66905654
1077.0,0.77082528,0.66905654
1078.0,0.78461606,0.66905654
1079.0,0.79202477,0.66905654
1080.0,0.79147653,0.66905654
1081.0,0.78387914,0.66905654
1082.0,0.77190061,0.66905654
1083.0,0.75878795,0.66905654
1084.0,0.74718175,0.66905654
1085.0,0.73835326,0.66905654
1086.0,0.73211641,0.66905654
1087.0,0.72740334,0.66905654
1088.0,0.72323216,0.66905654
1089.0,0.71963312,0.66905654
1090.0,0.71810023,0.66905654
1091.0,0.72130766,0.66905654
1092.0,0.73211901,0.66905654
1093.0,0.75221808,0.66905654
1094.0,0.78088699,0.66905654
1095.0,0.81446519,0.66905654
1096.0,0.84682364,0.66905654
1097.0,0.8708397,0.66905654
1098.0,0.88048125,0.66905654
1099.0,0.87283982,0.66905654
1100.0,0.84940123,0.66905654
1101.0,0.81604116,0.66905654
1102.0,0.78162883,0.66905654
1103.0,0.75558639,0.66905654
1104.0,0.74512378,0.66905654
1105.0,0.75301721,0.66905654
1106.0,0.77666029,0.66905654
1107.0,0.80873029,0.66905654
1108.0,0.83930184,0.66905654
1109.0,0.85877672,0.66905654
1110.0,0.8607372,0.66905654
1111.0,0.84385622,0.66905654
1112.0,0.81230012,0.66905654
1113.0,0.77453263,0.66905654
1114.0,0.74091505,0.66905654
1115.0,0.72084181,0.66905654
1116.0,0.72025166,0.66905654
1117.0,0.74019496,0.66905654
1118.0,0.77678578,0.66905654
1119.0,0.82244601,0.66905654
1120.0,0.86799212,0.66905654
1121.0,0.90492535,0.66905654
1122.0,0.92730227,0.66905654
1123.0,0.93275673,0.66905654
1124.0,0.9225355,0.66905654
1125.0,0.90069875,0.66905654
1126.0,0.87283421,0.66905654
1127.0,0.84469528,0.66905654
1128.0,0.82110108,0.66905654
1129.0,0.80527958,0.66905654
1130.0,0.79866295,0.66905654
1131.0,0.80102119,0.66905654
1132.0,0.81078029,0.66905654
1133.0,0.82540702,0.66905654
1134.0,0.84181411,0.66905654
1135.0,0.85679726,0.66905654
1136.0,0.86752085,0.66905654
1137.0,0.87202426,0.66905654
1138.0,0.8696523,0.66905654
1139.0,0.86127237,0.66905654
1140.0,0.8491611,0.66905654
1141.0,0.83653023,0.66905654
1142.0,0.82678147,0.66905654
1143.0,0.82268222,0.66905654
1144.0,0.82568915,0.66905654
1145.0,0.83559978,0.66905654
1146.0,0.85060445,0.66905654
1147.0,0.86768963,0.66905654
1148.0,0.88325912,0.66905654
1149.0,0.8938162,0.66905654
1150.0,0.89658168,0.66905654
1151.0,0.88997504,0.66905654
1152.0,0.8739248,0.66905654
1153.0,0.84998145,0.66905654
1154.0,0.8211939,0.66905654
1155.0,0.7917088,0.66905654
1156.0,0.76608903,0.66905654
1157.0,0.74842989,0.66905654
1158.0,0.7414501,0.66905654
1159.0,0.74580211,0.66905654
1160.0,0.75983588,0.66905654
1161.0,0.77994382,0.66905654
1162.0,0.80143896,0.66905654
1163.0,0.81973411,0.66905654
1164.0,0.83147168,0.66905654
1165.0,0.83525504,0.66905654
1166.0,0.83176008,0.66905654
1167.0,0.82321836,0.66905654
1168.0,0.81248072,0.66905654
1169.0,0.80201062,0.66905654
1170.0,0.79316679,0.66905654
1171.0,0.78601151,0.66905654
1172.0,0.77967289,0.66905654
1173.0,0.77307844,0.66905654
1174.0,0.7657408,0.66905654
1175.0,0.75826638,0.66905654
1176.0,0.75237174,0.66905654
1177.0,0.75038656,0.66905654
1178.0,0.75442113,0.66905654
1179.0,0.76550797,0.66905654
1180.0,0.78304505,0.66905654
1181.0,0.80476735,0.66905654
1182.0,0.82728951,0.66905654
1183.0,0.84705956,0.66905654
1184.0,0.86141055,0.66905654
1185.0,0.86934816,0.66905654
1186.0,0.87178708,0.66905654
1187.0,0.87112848,0.66905654
1188.0,0.87029833,0.66905654
1189.0,0.87156623,0.66905654
1190.0,0.87556515,0.66905654
1191.0,0.88089056,0.66905654
1192.0,0.88447599,0.66905654
1193.0,0.88267434,0.66905654
1194.0,0.87270682,0.66905654
1195.0,0.85397334,0.66905654
1196.0,0.82871828,0.66905654
1197.0,0.80173223,0.66905654
1198.0,0.77909456,0.66905654
1199.0,0.7663167,0.66905654
1200.0,0.7665024,0.66905654
1201.0,0.77919158,0.66905654
1202.0,0.80035606,0.66905654
1203.0,0.82362323,0.66905654
1204.0,0.84234875,0.66905654
1205.0,0.8518176,0.66905654
1206.0,0.85076764,0.66905654
1207.0,0.84165363,0.66905654
1208.0,0.82953418,0.66905654
1209.0,0.81999541,0.66905654
1210.0,0.81691137,0.66905654
1211.0,0.82092003,0.66905654
1212.0,0.82922064,0.66905654
1213.0,0.83677463,0.66905654
1214.0,0.83842566,0.66905654
1215.0,0.83107845,0.66905654
1216.0,0.81504644,0.66905654
1217.0,0.79401399,0.66905654
1218.0,0.77362266,0.66905654
1219.0,0.7592527,0.66905654
1220.0,0.75389754,0.66905654
1221.0,0.75698721,0.66905654
1222.0,0.76462408,0.66905654
1223.0,0.77111817,0.66905654
1224.0,0.77118753,0.66905654
1225.0,0.76193695,0.66905654
1226.0,0.7438446,0.66905654
1227.0,0.72041233,0.66905654
1228.0,0.69668928,0.66905654
1229.0,0.67732384,0.66905654
1230.0,0.66495667,0.66905654
1231.0,0.6595803,0.66905654
1232.0,0.659052,0.66905654
1233.0,0.66044883,0.66905654
1234.0,0.66161156,0.66905654
1235.0,0.66217652,0.66905654
1236.0,0.66365126,0.66905654
1237.0,0.66853184,0.66905654
1238.0,0.67889051,0.66905654
1239.0,0.69509737,0.66905654
1240.0,0.71528052,0.66905654
1241.0,0.73580481,0.66905654
1242.0,0.75260148,0.66905654
1243.0,0.76280157,0.66905654
1244.0,0.76597734,0.66905654
1245.0,0.76444105,0.66905654
1246.0,0.76243192,0.66905654
1247.0,0.76447944,0.66905654
1248.0,0.7735778,0.66905654
1249.0,0.78989674,0.66905654
1250.0,0.8105517,0.66905654
1251.0,0.83054298,0.66905654
1252.0,0.84451562,0.66905654
1253.0,0.84867266,0.66905654
1254.0,0.84211833,0.66905654
1255.0,0.82713412,0.66905654
1256.0,0.80830517,0.66905654
1257.0,0.79085305,0.66905654
1258.0,0.77882257,0.66905654
1259.0,0.77380586,0.66905654
1260.0,0.77465977,0.66905654
1261.0,0.77827659,0.66905654
1262.0,0.78106229,0.66905654
1263.0,0.78051523,0.66905654
1264.0,0.77628038,0.66905654
1265.0,0.77027625,0.66905654
1266.0,0.76586318,0.66905654
1267.0,0.76639399,0.66905654
1268.0,0.77372147,0.66905654
1269.0,0.78724904,0.66905654
1270.0,0.80390496,0.66905654
1271.0,0.81908016,0.66905654
1272.0,0.82822003,0.66905654
1273.0,0.8285238,0.66905654
1274.0,0.82015575,0.66905654
1275.0,0.80652227,0.66905654
1276.0,0.79346456,0.66905654
1277.0,0.78756449,0.66905654
1278.0,0.79405538,0.66905654
1279.0,0.81497993,0.66905654
1280.0,0.84819596,0.66905654
1281.0,0.88760133,0.66905654
1282.0,0.92459152,0.66905654
1283.0,0.95037829,0.66905654
1284.0,0.95850526,0.66905654
1285.0,0.94679372,0.66905654
1286.0,0.91808984,0.66905654
1287.0,0.87953415,0.66905654
1288.0,0.84053479,0.66905654
1289.0,0.81005057,0.66905654
1290.0,0.79403233,0.66905654
1291.0,0.79383735,0.66905654
1292.0,0.80612315,0.66905654
1293.0,0.82423721,0.66905654
1294.0,0.84061535,0.66905654
1295.0,0.84935732,0.66905654
1296.0,0.84809022,0.66905654
1297.0,0.83848358,0.66905654
1298.0,0.82525977,0.66905654
1299.0,0.81408467,0.66905654
1300.0,0.8091305,0.67161698
1301.0,0.8112305,0.67161698
1302.0,0.81733974,0.67161698
1303.0,0.82154573,0.67161698
1304.0,0.81730134,0.67161698
1305.0,0.80008566,0.67161698
1306.0,0.76950832,0.67161698
1307.0,0.73003806,0.67161698
1308.0,0.69000559,0.67161698
1309.0,0.65914334,0.67161698
1310.0,0.64545941,0.67161698
1311.0,0.6525061,0.67161698
1312.0,0.67799157,0.67161698
1313.0,0.71423289,0.67161698
1314.0,0.75031882,0.67161698
1315.0,0.77526749,0.67161698
1316.0,0.7811384,0.67161698
1317.0,0.76510141,0.67161698
1318.0,0.72985542,0.67161698
1319.0,0.68237427,0.67161698
1320.0,0.63152045,0.67161698
1321.0,0.58540763,0.67161698
1322.0,0.5494025300000001,0.67161698
1323.0,0.52535196,0.67161698
1324.0,0.51213252,0.67161698
1325.0,0.50713785,0.67161698
1326.0,0.50801361,0.67161698
1327.0,0.51392217,0.67161698
1328.0,0.52585852,0.67161698
1329.0,0.54594161,0.67161698
1330.0,0.57601506,0.67161698
1331.0,0.6161587,0.67161698
1332.0,0.66374592,0.67161698
1333.0,0.71347879,0.67161698
1334.0,0.75847498,0.67161698
1335.0,0.79209756,0.67161698
1336.0,0.80994594,0.67161698
1337.0,0.81135108,0.67161698
1338.0,0.7998601,0.67161698
1339.0,0.78250122,0.67161698
1340.0,0.76798945,0.67161698
1341.0,0.7643535,0.67161698
1342.0,0.7766447400000001,0.67161698
1343.0,0.80538191,0.67161698
1344.0,0.84619509,0.67161698
1345.0,0.89081256,0.67161698
1346.0,0.92916537,0.67161698
1347.0,0.95206549,0.67161698
1348.0,0.95373042,0.67161698
1349.0,0.93343862,0.67161698
1350.0,0.89581542,0.67161698
1351.0,0.84962155,0.67161698
1352.0,0.80534872,0.67161698
1353.0,0.77229342,0.67161698
1354.0,0.7559628,0.67161698
1355.0,0.75659433,0.67161698
1356.0,0.76924982,0.67161698
1357.0,0.78546346,0.67161698
1358.0,0.79593317,0.67161698
1359.0,0.79340863,0.67161698
1360.0,0.77486693,0.67161698
1361.0,0.74230649,0.67161698
1362.0,0.7019527,0.67161698
1363.0,0.66219534,0.67161698
1364.0,0.63098186,0.67161698
1365.0,0.6135327,0.67161698
1366.0,0.61108256,0.67161698
1367.0,0.620956,0.67161698
1368.0,0.63781309,0.67161698
1369.0,0.65552637,0.67161698
1370.0,0.6690035,0.67161698
1371.0,0.67538167,0.67161698
1372.0,0.67432133,0.67161698
1373.0,0.66748077,0.67161698
1374.0,0.65751855,0.67161698
1375.0,0.64705821,0.67161698
1376.0,0.6379554,0.67161698
1377.0,0.6310038,0.67161698
1378.0,0.62601176,0.67161698
1379.0,0.62206783,0.67161698
1380.0,0.6178255,0.67161698
1381.0,0.61174153,0.67161698
1382.0,0.60231891,0.67161698
1383.0,0.58845462,0.67161698
1384.0,0.56993355,0.67161698
1385.0,0.54796908,0.67161698
1386.0,0.52554779,0.67161698
1387.0,0.50728534,0.67161698
1388.0,0.49860656,0.67161698
1389.0,0.5043115,0.67161698
1390.0,0.52689152,0.67161698
1391.0,0.56517869,0.67161698
1392.0,0.61392336,0.67161698
1393.0,0.66465434,0.67161698
1394.0,0.70774148,0.67161698
1395.0,0.73511121,0.67161698
1396.0,0.74274931,0.67161698
1397.0,0.73211083,0.67161698
1398.0,0.70987468,0.67161698
1399.0,0.68603187,0.67161698
1400.0,0.67087964,0.72059219
1401.0,0.67188881,0.72059219
1402.0,0.69146612,0.72059219
1403.0,0.72632378,0.72059219
1404.0,0.7686133,0.72059219
1405.0,0.80838656,0.72059219
1406.0,0.83653182,0.72059219
1407.0,0.84723409,0.72059219
1408.0,0.83924481,0.72059219
1409.0,0.81570254,0.72059219
1410.0,0.78274458,0.72059219
1411.0,0.74750625,0.72059219
1412.0,0.71621285,0.72059219
1413.0,0.69292131,0.72059219
1414.0,0.67915465,0.72059219
1415.0,0.67432845,0.72059219
1416.0,0.67662377,0.72059219
1417.0,0.68388622,0.72059219
1418.0,0.6942249,0.72059219
1419.0,0.70618353,0.72059219
1420.0,0.71856612,0.72059219
1421.0,0.73013948,0.72059219
1422.0,0.73945951,0.72059219
1423.0,0.74498321,0.72059219
1424.0,0.74547795,0.72059219
1425.0,0.74058587,0.72059219
1426.0,0.73130654,0.72059219
1427.0,0.72015589,0.72059219
1428.0,0.71085059,0.72059219
1429.0,0.70752181,0.72059219
1430.0,0.7136323,0.72059219
1431.0,0.73089823,0.72059219
1432.0,0.75855573,0.72059219
1433.0,0.79324188,0.72059219
1434.0,0.82959484,0.72059219
1435.0,0.86146358,0.72059219
1436.0,0.88342236,0.72059219
1437.0,0.89217372,0.72059219
1438.0,0.88743618,0.72059219
1439.0,0.87205237,0.72059219
1440.0,0.85127611,0.72059219
1441.0,0.83143657,0.72059219
1442.0,0.81835861,0.72059219
1443.0,0.81598716,0.72059219
1444.0,0.82559959,0.72059219
1445.0,0.84581467,0.72059219
1446.0,0.87336901,0.72059219
1447.0,0.90440103,0.72059219
1448.0,0.935824,0.72059219
1449.0,0.9663327,0.72059219
1450.0,0.99668952,0.72059219
1451.0,1.0291556,0.72059219
1452.0,1.0662115,0.72059219
1453.0,1.1089712,0.72059219
1454.0,1.1558456,0.72059219
1455.0,1.2020004,0.72059219
1456.0,1.2399594,0.72059219
1457.0,1.2613667,0.72059219
1458.0,1.2595321,0.72059219
1459.0,1.2320547,0.72059219
1460.0,1.1826762,0.72059219
1461.0,1.1216192,0.72059219
1462.0,1.0640329,0.72059219
1463.0,1.026711,0.72059219
1464.0,1.0238161,0.72059219
1465.0,1.0627549,0.72059219
1466.0,1.141442,0.72059219
1467.0,1.2478948,0.72059219
1468.0,1.3624792,0.72059219
1469.0,1.4623476,0.72059219
1470.0,1.5269213,0.72059219
1471.0,1.5429153,0.72059219
1472.0,1.5075025,0.72059219
1473.0,1.428756,0.72059219
1474.0,1.323312,0.72059219
1475.0,1.2120013,0.72059219
1476.0,1.1147405,0.72059219
1477.0,1.0460936,0.72059219
1478.0,1.0126052,0.72059219
1479.0,1.0124014,0.72059219
1480.0,1.0368743,0.72059219
1481.0,1.0737362,0.72059219
1482.0,1.110475,0.72059219
1483.0,1.1373037,0.72059219
1484.0,1.1489814,0.72059219
1485.0,1.1452707,0.72059219
1486.0,1.1301521,0.72059219
1487.0,1.1101657,0.72059219
1488.0,1.0923674,0.72059219
1489.0,1.0823833,0.72059219
1490.0,1.0829704,0.72059219
1491.0,1.0933563,0.72059219
1492.0,1.1094673,0.72059219
1493.0,1.1249674,0.72059219
1494.0,1.1328581,0.72059219
1495.0,1.1272437,0.72059219
1496.0,1.1048222,0.72059219
1497.0,1.0657126,0.72059219
1498.0,1.0134092,0.72059219
1499.0,0.95388876,0.72059219
1500.0,0.89414245,0.70361276
1501.0,0.84055983,0.70361276
1502.0,0.79761771,0.70361276
1503.0,0.76720399,0.70361276
1504.0,0.74868992,0.70361276
1505.0,0.73962956,0.70361276
1506.0,0.73679788,0.70361276
1507.0,0.73722583,0.70361276
1508.0,0.73895363,0.70361276
1509.0,0.74135683,0.70361276
1510.0,0.7450431,0.70361276
1511.0,0.75142288,0.70361276
1512.0,0.76210548,0.70361276
1513.0,0.77827661,0.70361276
1514.0,0.80019663,0.70361276
1515.0,0.82693462,0.70361276
1516.0,0.85641951,0.70361276
1517.0,0.88582847,0.70361276
1518.0,0.91224038,0.70361276
1519.0,0.93337708,0.70361276
1520.0,0.9481812,0.70361276
1521.0,0.95699002,0.70361276
1522.0,0.96118386,0.70361276
1523.0,0.96239146,0.70361276
1524.0,0.96154597,0.70361276
1525.0,0.95820508,0.70361276
1526.0,0.95050082,0.70361276
1527.0,0.9358616,0.70361276
1528.0,0.91232474,0.70361276
1529.0,0.87996364,0.70361276
1530.0,0.8418249,0.70361276
1531.0,0.80388232,0.70361276
1532.0,0.7738449,0.70361276
1533.0,0.75908733,0.70361276
1534.0,0.7643366,0.70361276
1535.0,0.78989861,0.70361276
1536.0,0.83107503,0.70361276
1537.0,0.87904379,0.70361276
1538.0,0.92299252,0.70361276
1539.0,0.95287658,0.70361276
1540.0,0.96197215,0.70361276
1541.0,0.94847349,0.70361276
1542.0,0.91570605,0.70361276
1543.0,0.87097113,0.70361276
1544.0,0.82344854,0.70361276
1545.0,0.78182679,0.70361276
1546.0,0.75234147,0.70361276
1547.0,0.73770072,0.70361276
1548.0,0.73705003,0.70361276
1549.0,0.74680043,0.70361276
1550.0,0.7619216,0.70361276
1551.0,0.77724698,0.70361276
1552.0,0.78844443,0.70361276
1553.0,0.7925103,0.70361276
1554.0,0.78785368,0.70361276
1555.0,0.77416612,0.70361276
1556.0,0.75227647,0.70361276
1557.0,0.72408845,0.70361276
1558.0,0.69255328,0.70361276
1559.0,0.66152499,0.70361276
1560.0,0.63534632,0.70361276
1561.0,0.61812468,0.70361276
1562.0,0.61283439,0.70361276
1563.0,0.62053213,0.70361276
1564.0,0.64001387,0.70361276
1565.0,0.66813147,0.70361276
1566.0,0.70075575,0.70361276
1567.0,0.73410701,0.70361276
1568.0,0.76598885,0.70361276
1569.0,0.79644485,0.70361276
1570.0,0.827534,0.70361276
1571.0,0.86223583,0.70361276
1572.0,0.9028349,0.70361276
1573.0,0.94936634,0.70361276
1574.0,0.99873405,0.70361276
1575.0,1.0449169,0.70361276
1576.0,1.0803166,0.70361276
1577.0,1.0978923,0.70361276
1578.0,1.09342,0.70361276
1579.0,1.0671122,0.70361276
1580.0,1.0239937,0.70361276
1581.0,0.97279725,0.70361276
1582.0,0.92362378,0.70361276
1583.0,0.885038,0.70361276
1584.0,0.86150638,0.70361276
1585.0,0.85203737,0.70361276
1586.0,0.85054422,0.70361276
1587.0,0.84791132,0.70361276
1588.0,0.835169,0.70361276
1589.0,0.80676232,0.70361276
1590.0,0.76279672,0.70361276
1591.0,0.70942055,0.70361276
1592.0,0.6570972,0.70361276
1593.0,0.61724031,0.70361276
1594.0,0.59828814,0.70361276
1595.0,0.60255041,0.70361276
1596.0,0.62496235,0.70361276
1597.0,0.65427117,0.70361276
1598.0,0.67636023,0.70361276
1599.0,0.67866806,0.70361276
1600.0,0.65424806,0.72221229
1601.0,0.60409347,0.72221229
1602.0,0.53690365,0.72221229
1603.0,0.46631167,0.72221229
1604.0,0.40644828,0.72221229
1605.0,0.36729547,0.72221229
1606.0,0.35138828,0.72221229
1607.0,0.35301229,0.72221229
1608.0,0.36024329,0.72221229
1609.0,0.3592373,0.72221229
1610.0,0.33940849,0.72221229
1611.0,0.29778208,0.72221229
1612.0,0.24101087,0.72221229
1613.0,0.18424729,0.72221229
1614.0,0.14706055,0.72221229
1615.0,0.14756427,0.72221229
1616.0,0.19655625,0.72221229
1617.0,0.29354672,0.72221229
1618.0,0.42601974,0.72221229
1619.0,0.57228636,0.72221229
1620.0,0.70715455,0.72221229
1621.0,0.80872589,0.72221229
1622.0,0.86423824,0.72221229
1623.0,0.87314609,0.72221229
1624.0,0.84649246,0.72221229
1625.0,0.80280201,0.72221229
1626.0,0.76183625,0.72221229
1627.0,0.73822905,0.72221229
1628.0,0.73704166,0.72221229
1629.0,0.75263305,0.72221229
1630.0,0.77114579,0.72221229
1631.0,0.77572436,0.72221229
1632.0,0.75270052,0.72221229
1633.0,0.69668605,0.72221229
1634.0,0.61289724,0.72221229
1635.0,0.51596391,0.72221229
1636.0,0.42563859,0.72221229
1637.0,0.36083409,0.72221229
1638.0,0.33395042,0.72221229
1639.0,0.34733073,0.72221229
1640.0,0.39295786,0.72221229
1641.0,0.45541282,0.72221229
1642.0,0.51703288,0.72221229
1643.0,0.56349774,0.72221229
1644.0,0.58797523,0.72221229
1645.0,0.59250279,0.72221229
1646.0,0.58626974,0.72221229
1647.0,0.5815472,0.72221229
1648.0,0.58880367,0.72221229
1649.0,0.61277235,0.72221229
1650.0,0.65083167,0.72221229
1651.0,0.69418629,0.72221229
1652.0,0.73131695,0.72221229
1653.0,0.75237371,0.72221229
1654.0,0.75289352,0.72221229
1655.0,0.73551666,0.72221229
1656.0,0.70912976,0.72221229
1657.0,0.68579212,0.72221229
1658.0,0.67657102,0.72221229
1659.0,0.6877604,0.72221229
1660.0,0.71877967,0.72221229
1661.0,0.76243182,0.72221229
1662.0,0.80737057,0.72221229
1663.0,0.8418805,0.72221229
1664.0,0.85766014,0.72221229
1665.0,0.85234434,0.72221229
1666.0,0.82997489,0.72221229
1667.0,0.79935232,0.72221229
1668.0,0.77092235,0.72221229
1669.0,0.75332456,0.72221229
1670.0,0.75080002,0.72221229
1671.0,0.76230896,0.72221229
1672.0,0.78257163,0.72221229
1673.0,0.80454846,0.72221229
1674.0,0.82236459,0.72221229
1675.0,0.83354477,0.72221229
1676.0,0.83970683,0.72221229
1677.0,0.84546376,0.72221229
1678.0,0.85598277,0.72221229
1679.0,0.87418163,0.72221229
1680.0,0.89870586,0.72221229
1681.0,0.92355518,0.72221229
1682.0,0.93961497,0.72221229
1683.0,0.93762486,0.72221229
1684.0,0.91155492,0.72221229
1685.0,0.86117313,0.72221229
1686.0,0.7928468,0.72221229
1687.0,0.71823162,0.72221229
1688.0,0.65124013,0.72221229
1689.0,0.60427721,0.72221229
1690.0,0.58497407,0.72221229
1691.0,0.59445983,0.72221229
1692.0,0.62766111,0.72221229
1693.0,0.67541586,0.72221229
1694.0,0.7275814,0.72221229
1695.0,0.77601984,0.72221229
1696.0,0.81645369,0.72221229
1697.0,0.8486512,0.72221229
1698.0,0.87504656,0.72221229
1699.0,0.89848594,0.72221229
1700.0,0.92010064,0.71477004
1701.0,0.93822996,0.71477004
1702.0,0.94887959,0.71477004
1703.0,0.94756938,0.71477004
1704.0,0.93183657,0.71477004
1705.0,0.90334263,0.71477004
1706.0,0.86861317,0.71477004
1707.0,0.8379068,0.71477004
1708.0,0.82239803,0.71477004
1709.0,0.83052358,0.71477004
1710.0,0.86473073,0.71477004
1711.0,0.9198223,0.71477004
1712.0,0.98361333,0.71477004
1713.0,1.0398538,0.71477004
1714.0,1.0725967,0.71477004
1715.0,1.0706786,0.71477004
1716.0,1.0309176,0.71477004
1717.0,0.95905052,0.71477004
1718.0,0.8681735,0.71477004
1719.0,0.77525651,0.71477004
1720.0,0.69688026,0.71477004
1721.0,0.64550434,0.71477004
1722.0,0.62727981,0.71477004
1723.0,0.64180824,0.71477004
1724.0,0.6835675,0.71477004
1725.0,0.74422897,0.71477004
