escenario,co2_ppm,presion_pa,presion_hpa,altura_km,temperatura_k
0.5xPI,140.0,1.2232328653335571,0.01223232876509428,81.2240219116211,145.71188354492188
0.5xPI,140.0,1.0695979595184326,0.010695979930460453,81.76183319091797,127.91241455078125
1xPI,280.0,97759.296875,977.5929565429688,0.1919364631175995,286.077880859375
1xPI,280.0,93394.578125,933.94580078125,0.5807125568389893,284.19537353515625
1xPI,280.0,89162.0546875,891.6205444335938,0.9729054570198059,282.249267578125
1xPI,280.0,85061.546875,850.615478515625,1.3683381080627441,280.23419189453125
1xPI,280.0,81092.6171875,810.9261474609375,1.7668225765228271,278.1453857421875
1xPI,280.0,77254.5703125,772.5457153320312,2.1681578159332275,275.9775390625
1xPI,280.0,73546.4765625,735.4647827148438,2.572129249572754,273.72491455078125
1xPI,280.0,69967.1875,699.671875,2.978506326675415,271.3807678222656
1xPI,280.0,66515.328125,665.1532592773438,3.3870370388031006,268.9344482421875
1xPI,280.0,63189.35546875,631.8935546875,3.797441244125366,266.372314453125
1xPI,280.0,59987.51953125,599.8751831054688,4.209412097930908,263.682373046875
1xPI,280.0,56907.921875,569.0792236328125,4.62261962890625,260.85498046875
1xPI,280.0,53948.5,539.4849853515625,5.036715030670166,257.8844299316406
1xPI,280.0,51107.05078125,511.07049560546875,5.451339244842529,254.77037048339844
1xPI,280.0,48381.25390625,483.8125305175781,5.866135120391846,251.51893615722656
1xPI,280.0,45768.6640625,457.6866455078125,6.280757427215576,248.14268493652344
1xPI,280.0,43266.73828125,432.6673889160156,6.694876670837402,244.65719604492188
1xPI,280.0,40872.8515625,408.728515625,7.108185291290283,241.07823181152344
1xPI,280.0,38584.2890625,385.8428955078125,7.52039909362793,237.42318725585938
1xPI,280.0,36398.28515625,363.98284912109375,7.931259632110596,233.70989990234375
1xPI,280.0,34312.01171875,343.1201171875,8.340535163879395,229.9548797607422
1xPI,280.0,32322.595703125,323.2259521484375,8.748017311096191,226.173828125
1xPI,280.0,30427.138671875,304.2713928222656,9.153521537780762,222.3792724609375
1xPI,280.0,28622.71484375,286.2271423339844,9.556877136230469,218.58160400390625
1xPI,280.0,26906.384765625,269.0638427734375,9.957934379577637,214.7894744873047
1xPI,280.0,25275.205078125,252.75204467773438,10.356551170349121,211.00924682617188
1xPI,280.0,23726.23828125,237.26239013671875,10.752598762512207,207.2460479736328
1xPI,280.0,22256.552734375,222.56552124023438,11.146588325500488,203.83114624023438
1xPI,280.0,20863.23828125,208.63238525390625,11.54371166229248,203.1473846435547
1xPI,280.0,19543.41015625,195.43409729003906,11.940728187561035,200.83749389648438
1xPI,280.0,18294.216796875,182.94216918945312,12.341261863708496,200.38929748535156
1xPI,280.0,17112.841796875,171.12841796875,12.743532180786133,199.06979370117188
1xPI,280.0,15996.5107421875,159.96510314941406,13.148998260498047,198.48989868164062
1xPI,280.0,14942.498046875,149.42498779296875,13.557473182678223,197.8318328857422
1xPI,280.0,13948.1298828125,139.48129272460938,13.969223976135254,197.31271362304688
1xPI,280.0,13010.7880859375,130.10787963867188,14.384751319885254,197.04129028320312
1xPI,280.0,12127.9111328125,121.27911376953125,14.804104804992676,196.7974395751953
1xPI,280.0,11297.0029296875,112.97003173828125,15.228026390075684,196.90127563476562
1xPI,280.0,10515.630859375,105.15631103515625,15.656828880310059,197.14564514160156
1xPI,280.0,9781.4267578125,97.81427001953125,16.091215133666992,197.703125
1xPI,280.0,9092.0947265625,90.92094421386719,16.531736373901367,198.49771118164062
1xPI,280.0,8445.4052734375,84.45405578613281,16.979114532470703,199.595947265625
1xPI,280.0,7839.2021484375,78.39202117919922,17.434040069580078,200.9771270751953
1xPI,280.0,7271.39990234375,72.71399688720703,17.897146224975586,202.60707092285156
1xPI,280.0,6739.98681640625,67.39987182617188,18.369050979614258,204.47183227539062
1xPI,280.0,6243.0224609375,62.43022537231445,18.850074768066406,206.4371337890625
1xPI,280.0,5778.63916015625,57.78639221191406,19.340551376342773,208.5060272216797
1xPI,280.0,5345.041015625,53.450408935546875,19.84040069580078,210.5023193359375
1xPI,280.0,4940.50537109375,49.405052185058594,20.349668502807617,212.4773406982422
1xPI,280.0,4563.37841796875,45.633785247802734,20.868032455444336,214.28309631347656
1xPI,280.0,4212.07861328125,42.120784759521484,21.3953800201416,216.0064697265625
1xPI,280.0,3885.091552734375,38.850914001464844,21.93136215209961,217.5569305419922
1xPI,280.0,3580.971435546875,35.809715270996094,22.475831985473633,219.0192413330078
1xPI,280.0,3298.3388671875,32.9833869934082,23.02853012084961,220.35069274902344
1xPI,280.0,3035.879638671875,30.358797073364258,23.589338302612305,221.60952758789062
1xPI,280.0,2792.342041015625,27.923419952392578,24.158084869384766,222.7790069580078
1xPI,280.0,2566.537109375,25.66537094116211,24.73468780517578,223.8946075439453
1xPI,280.0,2357.334716796875,23.573347091674805,25.31903839111328,224.9480743408203
1xPI,280.0,2163.6640625,21.636640548706055,25.911094665527344,225.9637908935547
1xPI,280.0,1984.509521484375,19.845094680786133,26.510801315307617,226.9432830810547
1xPI,280.0,1818.9107666015625,18.18910789489746,27.118141174316406,227.8975067138672
1xPI,280.0,1665.95947265625,16.659595489501953,27.73316764831543,228.85324096679688
1xPI,280.0,1524.7978515625,15.247978210449219,28.355871200561523,229.7891845703125
1xPI,280.0,1394.616943359375,13.94616985321045,28.98643684387207,230.77615356445312
1xPI,280.0,1274.6544189453125,12.746543884277344,29.624853134155273,231.7410430908203
1xPI,280.0,1164.1925048828125,11.641924858093262,30.271451950073242,232.8086700439453
1xPI,280.0,1062.5562744140625,10.62556266784668,30.92621612548828,233.85220336914062
1xPI,280.0,969.11181640625,9.691118240356445,31.589609146118164,235.04156494140625
1xPI,280.0,883.2643432617188,8.832643508911133,32.26164627075195,236.21571350097656
1xPI,280.0,804.4560546875,8.044560432434082,32.94287109375,237.5592803955078
1xPI,280.0,732.1646728515625,7.321646690368652,33.633358001708984,238.90859985351562
1xPI,280.0,665.9015502929688,6.659015655517578,34.33365249633789,240.4202880859375
1xPI,280.0,605.2100219726562,6.05210018157959,35.043914794921875,241.96217346191406
