presion_pa,presion_hpa,altura_km,lw_k_dia,sw_k_dia,co2_k_dia,h2o_k_dia,o3_k_dia
132.65585327148438,1.3265585899353027,47.06189727783203,-10.83793730862423,10.838803014715843,-6.270764794842009,-1.1172497537795167,-2.940734818767678
119.21742248535156,1.1921741962432861,47.94676971435547,-10.988380892666724,10.989300132569127,-6.409006214202178,-1.124296485978302,-2.9223721303065258
107.06507873535156,1.0706508159637451,48.83805847167969,-10.997465010988547,10.998311523258938,-6.485456086962777,-1.1225528985850999,-2.8479359119670713
96.08393096923828,0.9608393311500549,49.73371505737305,-10.88597643649265,10.88690754972469,-6.501316494267105,-1.1122025060204144,-2.7234189063983107
86.16849517822266,0.8616849780082703,50.63348388671875,-10.649515946445204,10.650382123522876,-6.466759167981234,-1.0943640912742827,-2.558474075271798
77.22200775146484,0.7722200751304626,51.535484313964844,-10.31957062247582,10.320489976961696,-6.385904065915145,-1.0697230381618472,-2.362646337170957
69.1557846069336,0.6915578246116638,52.439483642578125,-9.916627720252972,9.917523698629676,-6.270024033203564,-1.0397108640377561,-2.146691607473835
61.888607025146484,0.6188860535621643,53.343894958496094,-9.460632744756706,9.461506605692051,-6.122487060926756,-1.0052466872853414,-1.9197465403610918
55.346195220947266,0.5534619688987732,54.24848175048828,-8.969751792515977,8.970657278215272,-5.951226974958051,-0.9677125931400871,-1.6899620864077365
49.460628509521484,0.49460628628730774,55.15198516845703,-8.459569775808431,8.460412482077295,-5.758235225998664,-0.9279450588008589,-1.4639613984531867
44.169891357421875,0.44169890880584717,56.05411148071289,-7.9426381174430745,7.943549517519541,-5.5479225307038975,-0.8870004115165645,-1.2468520701594665
39.417388916015625,0.39417389035224915,56.95390319824219,-7.429320128561896,7.430136499026852,-5.322400152295976,-0.8456621481343484,-1.042314919288849
35.151527404785156,0.3515152633190155,57.85099792480469,-6.927108931266373,6.927987258368428,-5.08435664176866,-0.8047702770543955,-0.8528835883042853
31.32530975341797,0.31325310468673706,58.74466323852539,-6.4420979333271235,6.442902251487469,-4.838106165835801,-0.7649164512513922,-0.6801780270847873
27.895963668823242,0.27895963191986084,59.634525299072266,-5.978135878482448,5.978962978797895,-4.587917786960269,-0.726715941463226,-0.5250907012807907
24.824596405029297,0.248245969414711,60.520050048828125,-5.538114815743005,5.538902636493575,-4.339790016290999,-0.6907759970856014,-0.38816498765408514
22.075870513916016,0.22075870633125305,61.40090560913086,-5.123603756351232,5.124375458662253,-4.099388407484741,-0.6578845887876665,-0.2691252996217155
19.61771011352539,0.19617709517478943,62.276790618896484,-4.735441599026518,4.736202572255507,-3.8713933793401814,-0.6288188346340725,-0.16742283827418883
17.4210205078125,0.17421020567417145,63.147438049316406,-4.373770566646077,4.374486208265086,-3.6570876866086084,-0.6046383300636352,-0.08208317187813578
15.459439277648926,0.15459439158439636,64.0127182006836,-4.03812420655522,4.038820812404073,-3.452815048040961,-0.5860935934054925,-0.011587836573945328
13.709091186523438,0.13709090650081635,64.87234497070312,-3.727779814195449,3.728408604733942,-3.251867731183041,-0.5747790861558097,0.045544031827294426
12.148382186889648,0.12148382514715195,65.72624969482422,-3.4416458757088764,3.442217703433976,-3.0437965150992037,-0.5723464180627257,0.09110049026878812
10.75778865814209,0.10757789015769958,66.57402038574219,-3.1785789639907454,3.1790774334966296,-2.8177417115785737,-0.5820105226330948,0.12686346548950644
9.519681930541992,0.09519682079553604,67.41553497314453,-2.937326356112384,2.9377346904585684,-2.562941320421582,-0.6073951174478123,0.15423830082070356
8.418149948120117,0.08418150246143341,68.25019836425781,-2.716524328253251,2.716885943534022,-2.2739437126291526,-0.6543164224912927,0.17447204399547053
7.438848972320557,0.07438848912715912,69.07786560058594,-2.5149273714802267,2.515239896026111,-1.9494819620376258,-0.7281486583887639,0.188698052159941
6.568854331970215,0.06568854302167892,69.8978271484375,-2.3311897452657537,2.3315248556112738,-1.5956730073360348,-0.8357073343726532,0.19782942442673887
5.796533107757568,0.05796533077955246,70.71003723144531,-2.1640880996199865,2.164492235517252,-1.2230219444458297,-0.9807156254162203,0.20260373403680068
5.111423492431641,0.05111423507332802,71.51371002197266,-2.012422784760336,2.0128974600963314,-0.8455494322789939,-1.1648358653086988,0.2036294671171475
4.504122734069824,0.04504122585058212,72.3089370727539,-1.874862128374303,1.8755300044212404,-0.47585361535995835,-1.3819458342763056,0.20159788611570875
3.96618914604187,0.039661891758441925,73.09478759765625,-1.7504923128675438,1.7512230141651803,-0.12528576207353295,-1.6235151109607098,0.19718526905555012
3.4900481700897217,0.0349004827439785,73.87140655517578,-1.6378694823907272,1.638861934468516,0.20083091301807038,-1.8732417326180764,0.1909689191530533
3.068910598754883,0.03068910539150238,74.63749694824219,-1.536371952486596,1.537389920209731,0.5039920823855123,-2.1146221741135434,0.18349196963227676
2.696695566177368,0.02696695551276207,75.39302062988281,-1.444525219730833,1.445751628757179,0.7973590011027757,-2.326486390853977,0.1752563802881163
2.367960214614868,0.02367960289120674,76.13584899902344,-1.361718133561616,1.362937130208506,1.112958986866427,-2.4898064040347374,0.16655827571295634
2.0778379440307617,0.02077838033437729,76.86490631103516,-1.286698102770566,1.2879353455308005,1.5026144942782607,-2.597670561890726,0.15780013564491033
1.8219809532165527,0.018219809979200363,77.57596588134766,-1.218474246006428,1.2198101859461905,2.040755664707342,-2.684735438834447,0.14929344164535105
1.5965068340301514,0.015965068712830544,78.26494598388672,-1.156280002020939,1.1577164237800004,2.789057943877875,-2.9336788793541437,0.14114803039236865
1.397952914237976,0.013979529030621052,78.92303466796875,-1.0975250794907816,1.0997611722376541,3.7708023403642645,-3.9440895434018963,0.1332499622897273
1.2232328653335571,0.01223232876509428,79.53843688964844,-1.0380016131510146,1.0413324588421613,4.872485824666027,-8.587701467170776,0.12531293897347442
1.0695979595184326,0.010695979930460453,80.08893585205078,-0.9951702386510484,1.0005155610226215,5.391752588154247,-12.028911167784015,0.12157699238873211
