mjd,year,mag,magerr,filter
58318.566577,2018.5464,18.513,0.095,ATLAS_o
58320.553409,2018.5518,19.028,0.277,ATLAS_o
58320.573726,2018.5519,18.47,0.101,ATLAS_o
58324.521657,2018.5627,18.862,0.158,ATLAS_o
58324.536807,2018.5627,18.367,0.084,ATLAS_o
58324.546931,2018.5628,17.858,0.456,ATLAS_o
58328.501161,2018.5736,18.688,0.168,ATLAS_o
58328.509528,2018.5736,18.373,0.135,ATLAS_o
58328.517402,2018.5736,18.41,0.201,ATLAS_o
58328.525754,2018.5737,18.468,0.202,ATLAS_o
58329.550867,2018.5765,18.563,0.316,ATLAS_o
58329.578773,2018.5765,18.066,0.176,ATLAS_o
58329.581324,2018.5765,18.909,0.467,ATLAS_o
58329.599894,2018.5766,18.656,0.416,ATLAS_o
58334.52517,2018.5901,18.373,0.333,ATLAS_o
58334.535913,2018.5901,18.511,0.157,ATLAS_o
58334.544735,2018.5901,18.591,0.143,ATLAS_o
58334.553574,2018.5902,18.282,0.104,ATLAS_o
58338.504633,2018.6010,18.73,0.118,ATLAS_o
58338.511216,2018.6010,18.659,0.1,ATLAS_o
58338.525553,2018.6010,18.482,0.094,ATLAS_o
58340.556202,2018.6066,18.765,0.131,ATLAS_c
58340.562311,2018.6066,19.199,0.158,ATLAS_c
58342.500327,2018.6119,18.664,0.102,ATLAS_o
58342.50868,2018.6119,18.489,0.089,ATLAS_o
58342.517508,2018.6120,18.341,0.082,ATLAS_o
58342.527262,2018.6120,18.651,0.109,ATLAS_o
58343.540104,2018.6148,18.96,0.111,ATLAS_c
58343.549845,2018.6148,18.834,0.087,ATLAS_c
58343.56754,2018.6148,19.148,0.122,ATLAS_c
58343.570793,2018.6148,18.966,0.109,ATLAS_c
58348.494133,2018.6283,18.447,0.068,ATLAS_o
58348.504866,2018.6284,18.493,0.069,ATLAS_o
58348.510439,2018.6284,18.601,0.085,ATLAS_o
58348.523682,2018.6284,18.544,0.059,ATLAS_o
58351.554642,2018.6367,18.536,0.086,ATLAS_o
58351.573381,2018.6368,18.601,0.088,ATLAS_o
58351.579294,2018.6368,18.866,0.128,ATLAS_o
58351.592094,2018.6368,18.693,0.098,ATLAS_o
58352.511951,2018.6393,18.062,0.233,ATLAS_o
58360.468376,2018.6611,18.53,0.1,ATLAS_o
58360.481034,2018.6611,18.55,0.108,ATLAS_o
58360.486078,2018.6612,18.78,0.155,ATLAS_o
58360.4997,2018.6612,18.502,0.123,ATLAS_o
58362.457561,2018.6666,18.595,0.145,ATLAS_o
58362.47015,2018.6666,18.554,0.126,ATLAS_o
58362.475272,2018.6666,18.463,0.116,ATLAS_o
58362.48886,2018.6666,18.487,0.118,ATLAS_o
58366.442954,2018.6775,18.483,0.114,ATLAS_o
58366.452703,2018.6775,18.87,0.136,ATLAS_o
58366.453691,2018.6775,18.474,0.119,ATLAS_o
58366.459783,2018.6775,18.708,0.145,ATLAS_o
58366.460248,2018.6775,18.587,0.108,ATLAS_o
58366.473671,2018.6775,18.398,0.099,ATLAS_o
58366.474137,2018.6775,18.336,0.091,ATLAS_o
58366.47784,2018.6776,18.548,0.123,ATLAS_o
58367.476621,2018.6803,18.393,0.074,ATLAS_o
58367.484958,2018.6803,18.632,0.094,ATLAS_o
58367.501798,2018.6804,18.609,0.097,ATLAS_o
58367.508254,2018.6804,18.504,0.091,ATLAS_o
58368.455311,2018.6830,18.603,0.092,ATLAS_o
58368.46321,2018.6830,18.618,0.097,ATLAS_o
58368.476311,2018.6830,18.586,0.083,ATLAS_o
58368.480425,2018.6830,18.583,0.085,ATLAS_o
58369.46851,2018.6857,18.791,0.14,ATLAS_o
58369.480212,2018.6858,18.64,0.125,ATLAS_o
58369.496545,2018.6858,18.387,0.125,ATLAS_o
58369.500244,2018.6858,18.561,0.106,ATLAS_o
58372.452447,2018.6939,18.575,0.08,ATLAS_o
58372.460361,2018.6939,18.427,0.071,ATLAS_o
58372.473974,2018.6940,18.527,0.084,ATLAS_o
58372.477205,2018.6940,18.613,0.083,ATLAS_o
58374.442466,2018.6994,18.586,0.098,ATLAS_o
58374.454579,2018.6994,18.632,0.11,ATLAS_o
58374.460216,2018.6994,17.707,0.053,ATLAS_o
58374.473844,2018.6994,18.631,0.1,ATLAS_o
58377.456505,2018.7076,18.543,0.119,ATLAS_o
58377.468189,2018.7076,18.814,0.138,ATLAS_o
58377.484739,2018.7077,18.418,0.235,ATLAS_o
58377.485663,2018.7077,18.603,0.136,ATLAS_o
58377.489373,2018.7077,18.612,0.132,ATLAS_o
58378.422991,2018.7103,18.559,0.103,ATLAS_o
58378.432426,2018.7103,18.742,0.117,ATLAS_o
58378.444147,2018.7103,18.52,0.097,ATLAS_o
58378.449272,2018.7103,18.683,0.112,ATLAS_o
58380.436305,2018.7158,18.312,0.119,ATLAS_o
58380.446927,2018.7158,18.774,0.115,ATLAS_o
58380.447878,2018.7158,18.504,0.11,ATLAS_o
58380.452474,2018.7158,18.625,0.106,ATLAS_o
58384.412715,2018.7267,18.739,0.273,ATLAS_o
58384.419282,2018.7267,18.331,0.249,ATLAS_o
58384.43238,2018.7267,19.154,0.311,ATLAS_o
58384.43757,2018.7267,18.886,0.233,ATLAS_o
58385.425826,2018.7294,18.858,0.324,ATLAS_o
58385.427263,2018.7294,19.177,0.427,ATLAS_o
58385.435478,2018.7295,18.652,0.257,ATLAS_o
58385.435957,2018.7295,18.446,0.206,ATLAS_o
58385.43738,2018.7295,19.04,0.346,ATLAS_o
58385.452715,2018.7295,18.381,0.213,ATLAS_o
58385.454557,2018.7295,18.839,0.351,ATLAS_o
58385.457579,2018.7295,18.411,0.269,ATLAS_o
58386.425238,2018.7322,18.201,0.206,ATLAS_o
58386.437213,2018.7322,18.325,0.208,ATLAS_o
58386.443534,2018.7322,18.839,0.352,ATLAS_o
58386.45697,2018.7323,18.183,0.176,ATLAS_o
58387.435459,2018.7349,18.214,0.113,ATLAS_o
58387.452224,2018.7350,18.754,0.487,ATLAS_o
58387.45497,2018.7350,18.459,0.313,ATLAS_o
58389.414703,2018.7404,18.593,0.171,ATLAS_o
58389.425596,2018.7404,18.406,0.158,ATLAS_o
58389.427191,2018.7404,18.578,0.185,ATLAS_o
58389.438478,2018.7404,18.69,0.21,ATLAS_o
58389.44777,2018.7404,18.573,0.193,ATLAS_o
58389.457544,2018.7405,18.746,0.301,ATLAS_o
58389.460778,2018.7405,18.658,0.249,ATLAS_o
58391.421578,2018.7458,18.756,0.135,ATLAS_o
58391.433337,2018.7459,18.726,0.126,ATLAS_o
58391.445234,2018.7459,18.774,0.106,ATLAS_o
58391.45708,2018.7459,18.522,0.103,ATLAS_o
58394.413006,2018.7540,18.411,0.109,ATLAS_o
58396.407242,2018.7595,18.973,0.161,ATLAS_c
58396.414901,2018.7595,19.039,0.148,ATLAS_c
58396.428243,2018.7596,18.824,0.113,ATLAS_c
58396.432573,2018.7596,18.925,0.124,ATLAS_c
58397.413284,2018.7623,18.804,0.146,ATLAS_o
58397.424252,2018.7623,18.86,0.146,ATLAS_o
58397.43488,2018.7623,18.816,0.146,ATLAS_o
58397.445712,2018.7623,18.645,0.134,ATLAS_o
58401.43346,2018.7733,18.063,0.085,ATLAS_o
58401.442097,2018.7733,16.949,0.495,ATLAS_o
58401.454118,2018.7733,18.195,0.091,ATLAS_o
58402.388954,2018.7759,18.732,0.143,ATLAS_o
58402.401781,2018.7759,18.417,0.095,ATLAS_o
58402.40956,2018.7759,18.455,0.104,ATLAS_o
58402.429789,2018.7760,18.761,0.134,ATLAS_o
58403.429449,2018.7787,19.035,0.145,ATLAS_c
58403.430903,2018.7787,19.03,0.202,ATLAS_c
58403.43967,2018.7788,19.098,0.142,ATLAS_c
58403.441323,2018.7788,18.901,0.094,ATLAS_c
58403.446148,2018.7788,18.823,0.244,ATLAS_c
58403.447062,2018.7788,19.115,0.162,ATLAS_c
58407.373721,2018.7895,18.929,0.17,ATLAS_o
58407.384655,2018.7896,18.486,0.076,ATLAS_o
58407.406605,2018.7896,18.742,0.09,ATLAS_o
58408.380837,2018.7923,18.638,0.108,ATLAS_o
58408.393196,2018.7923,18.48,0.107,ATLAS_o
58408.398914,2018.7923,18.532,0.091,ATLAS_o
58409.37069,2018.7950,18.574,0.157,ATLAS_o
58409.381266,2018.7950,18.476,0.132,ATLAS_o
58409.391972,2018.7950,18.516,0.123,ATLAS_o
58409.393783,2018.7951,18.501,0.134,ATLAS_o
58409.402916,2018.7951,18.534,0.134,ATLAS_o
58409.404654,2018.7951,18.267,0.121,ATLAS_o
58409.415482,2018.7951,18.123,0.086,ATLAS_o
58412.374305,2018.8032,18.93,0.198,ATLAS_o
58412.382311,2018.8032,18.602,0.171,ATLAS_o
58412.395783,2018.8033,18.579,0.191,ATLAS_o
58412.399165,2018.8033,18.619,0.157,ATLAS_o
58414.360644,2018.8087,18.622,0.236,ATLAS_o
58414.37032,2018.8087,18.869,0.322,ATLAS_o
58414.376433,2018.8087,18.285,0.17,ATLAS_o
58414.376893,2018.8087,18.61,0.273,ATLAS_o
58415.42737,2018.8116,18.883,0.288,ATLAS_o
58415.436271,2018.8116,18.498,0.233,ATLAS_o
58416.329343,2018.8140,18.921,0.192,ATLAS_o
58416.338591,2018.8141,18.55,0.175,ATLAS_o
58416.33999,2018.8141,18.631,0.195,ATLAS_o
58416.345551,2018.8141,19.111,0.257,ATLAS_o
58420.362704,2018.8251,18.395,0.415,ATLAS_o
58423.340624,2018.8332,18.765,0.143,ATLAS_o
58423.34993,2018.8333,18.963,0.126,ATLAS_o
58423.359771,2018.8333,18.669,0.096,ATLAS_o
58423.369852,2018.8333,18.55,0.097,ATLAS_o
58424.358156,2018.8360,19.116,0.112,ATLAS_c
58424.364879,2018.8360,19.176,0.114,ATLAS_c
58424.384181,2018.8361,18.924,0.117,ATLAS_c
58424.390488,2018.8361,19.119,0.123,ATLAS_c
58426.348979,2018.8415,18.711,0.133,ATLAS_o
58426.357508,2018.8415,18.516,0.11,ATLAS_o
58426.370405,2018.8415,18.789,0.143,ATLAS_o
58426.37381,2018.8415,18.729,0.139,ATLAS_o
58427.35697,2018.8442,19.009,0.116,ATLAS_c
58427.367217,2018.8443,19.024,0.116,ATLAS_c
58427.368659,2018.8443,18.991,0.113,ATLAS_c
58427.377344,2018.8443,19.286,0.14,ATLAS_c
58427.378999,2018.8443,19.236,0.138,ATLAS_c
58427.387553,2018.8443,19.153,0.13,ATLAS_c
58427.389203,2018.8443,18.897,0.116,ATLAS_c
58427.399493,2018.8444,18.978,0.141,ATLAS_c
58432.345018,2018.8579,19.372,0.42,ATLAS_c
58432.356917,2018.8579,19.349,0.148,ATLAS_c
58432.357375,2018.8579,19.148,0.138,ATLAS_c
58432.362231,2018.8579,19.46,0.197,ATLAS_c
58434.315011,2018.8633,18.605,0.123,ATLAS_o
58434.327468,2018.8633,18.619,0.126,ATLAS_o
58434.332773,2018.8633,18.754,0.121,ATLAS_o
58434.346587,2018.8634,18.558,0.12,ATLAS_o
58437.30478,2018.8715,19.015,0.332,ATLAS_o
58437.315322,2018.8715,18.784,0.385,ATLAS_o
58437.325775,2018.8715,18.578,0.162,ATLAS_o
58438.321449,2018.8743,18.623,0.142,ATLAS_o
58438.327167,2018.8743,18.531,0.153,ATLAS_o
58445.318102,2018.8934,17.903,0.259,ATLAS_o
58445.326748,2018.8934,18.644,0.335,ATLAS_o
58446.190052,2018.8958,19.307,0.469,ATLAS_o
58450.266557,2018.9070,18.919,0.16,ATLAS_o
58450.273551,2018.9070,18.865,0.161,ATLAS_o
58450.276802,2018.9070,18.98,0.172,ATLAS_o
58450.289454,2018.9070,18.744,0.165,ATLAS_o
58452.265823,2018.9124,18.883,0.077,ATLAS_o
58452.273753,2018.9125,18.842,0.081,ATLAS_o
58452.281584,2018.9125,18.821,0.088,ATLAS_o
58452.289455,2018.9125,18.671,0.092,ATLAS_o
58452.29468,2018.9125,18.743,0.078,ATLAS_o
58452.298943,2018.9125,18.92,0.115,ATLAS_o
58452.313289,2018.9126,18.802,0.088,ATLAS_o
58452.318162,2018.9126,18.837,0.114,ATLAS_o
58456.320963,2018.9235,19.088,0.108,ATLAS_c
58456.327323,2018.9236,19.197,0.129,ATLAS_c
58456.342537,2018.9236,19.078,0.124,ATLAS_c
58456.346049,2018.9236,19.153,0.125,ATLAS_c
58458.251273,2018.9288,18.855,0.109,ATLAS_o
58458.259616,2018.9288,18.608,0.098,ATLAS_o
58458.267469,2018.9289,18.693,0.109,ATLAS_o
58458.275314,2018.9289,18.691,0.105,ATLAS_o
58460.288834,2018.9344,19.114,0.108,ATLAS_c
58460.299263,2018.9344,19.159,0.116,ATLAS_c
58460.305208,2018.9344,19.23,0.139,ATLAS_c
58460.320814,2018.9345,18.923,0.107,ATLAS_c
58461.277773,2018.9371,18.877,0.134,ATLAS_o
58461.29315,2018.9371,18.724,0.137,ATLAS_o
58462.251202,2018.9398,19.024,0.159,ATLAS_o
58462.258644,2018.9398,18.843,0.133,ATLAS_o
58462.266052,2018.9398,19.003,0.163,ATLAS_o
58462.27348,2018.9398,18.88,0.125,ATLAS_o
58466.232896,2018.9507,18.827,0.116,ATLAS_o
58466.242207,2018.9507,18.627,0.112,ATLAS_o
58466.251513,2018.9507,18.763,0.123,ATLAS_o
58466.259841,2018.9507,18.812,0.13,ATLAS_o
58472.213416,2018.9670,18.924,0.188,ATLAS_o
58472.222344,2018.9671,18.815,0.204,ATLAS_o
58472.231268,2018.9671,18.602,0.166,ATLAS_o
58472.240175,2018.9671,18.652,0.161,ATLAS_o
58473.285868,2018.9700,18.717,0.378,ATLAS_o
58473.2905,2018.9700,19.092,0.449,ATLAS_o
58473.291937,2018.9700,18.817,0.415,ATLAS_o
58473.296926,2018.9700,18.716,0.305,ATLAS_o
58473.305014,2018.9700,18.693,0.381,ATLAS_o
58473.306591,2018.9700,18.75,0.463,ATLAS_o
58473.314774,2018.9701,19.031,0.489,ATLAS_o
58474.255539,2018.9726,18.689,0.345,ATLAS_o
58474.271727,2018.9727,18.776,0.352,ATLAS_o
58474.279424,2018.9727,18.8,0.382,ATLAS_o
58474.286513,2018.9727,18.382,0.299,ATLAS_o
58478.205846,2018.9835,18.911,0.165,ATLAS_o
58478.214434,2018.9835,18.962,0.172,ATLAS_o
58478.223274,2018.9835,18.698,0.113,ATLAS_o
58478.233586,2018.9835,18.808,0.127,ATLAS_o
58480.207725,2018.9889,18.835,0.155,ATLAS_o
58480.217224,2018.9890,18.912,0.125,ATLAS_o
58480.227065,2018.9890,18.889,0.119,ATLAS_o
58480.236967,2018.9890,18.877,0.116,ATLAS_o
58486.206765,2019.0054,19.056,0.224,ATLAS_o
58486.214754,2019.0054,18.842,0.131,ATLAS_o
58486.223687,2019.0054,18.87,0.133,ATLAS_o
58486.232539,2019.0054,19.062,0.149,ATLAS_o
58488.237626,2019.0109,19.047,0.148,ATLAS_c
58488.246509,2019.0109,19.666,0.256,ATLAS_c
58488.255556,2019.0110,19.544,0.199,ATLAS_c
58488.264826,2019.0110,19.221,0.168,ATLAS_c
58490.212939,2019.0163,19.214,0.242,ATLAS_o
58490.223343,2019.0164,19.002,0.183,ATLAS_o
58490.233243,2019.0164,18.792,0.144,ATLAS_o
58490.243137,2019.0164,18.835,0.17,ATLAS_o
58492.237548,2019.0219,19.249,0.167,ATLAS_c
58492.24819,2019.0219,19.505,0.235,ATLAS_c
58492.258294,2019.0219,19.453,0.176,ATLAS_c
58492.269187,2019.0220,19.109,0.16,ATLAS_c
58493.266973,2019.0247,18.634,0.156,ATLAS_o
58493.268877,2019.0247,19.121,0.224,ATLAS_o
58493.272163,2019.0247,18.724,0.176,ATLAS_o
58493.274057,2019.0247,18.538,0.139,ATLAS_o
58493.278378,2019.0247,18.679,0.164,ATLAS_o
58493.279943,2019.0247,18.898,0.21,ATLAS_o
58493.284644,2019.0247,18.759,0.203,ATLAS_o
58493.286222,2019.0247,18.972,0.232,ATLAS_o
58494.208946,2019.0273,18.81,0.193,ATLAS_o
58494.216488,2019.0273,18.788,0.136,ATLAS_o
58494.22541,2019.0273,18.743,0.121,ATLAS_o
58494.233863,2019.0273,18.786,0.124,ATLAS_o
58496.208667,2019.0327,18.902,0.252,ATLAS_o
58496.216561,2019.0328,18.893,0.145,ATLAS_o
58496.226343,2019.0328,18.953,0.172,ATLAS_o
58496.236194,2019.0328,18.615,0.098,ATLAS_o
58498.209182,2019.0382,18.864,0.378,ATLAS_o
58498.214384,2019.0382,18.724,0.19,ATLAS_o
58498.215342,2019.0382,19.003,0.267,ATLAS_o
58498.222354,2019.0383,18.909,0.194,ATLAS_o
58498.223763,2019.0383,19.06,0.243,ATLAS_o
58498.231296,2019.0383,19.086,0.221,ATLAS_o
58498.23269,2019.0383,18.825,0.235,ATLAS_o
58498.239677,2019.0383,18.78,0.182,ATLAS_o
58500.21232,2019.0437,19.076,0.231,ATLAS_o
58500.218893,2019.0437,18.681,0.159,ATLAS_o
58500.227378,2019.0437,18.951,0.188,ATLAS_o
58500.236261,2019.0438,18.892,0.195,ATLAS_o
58502.22941,2019.0492,19.338,0.439,ATLAS_o
58506.214228,2019.0601,18.462,0.16,ATLAS_o
58506.221256,2019.0602,18.829,0.159,ATLAS_o
58506.230145,2019.0602,19.096,0.176,ATLAS_o
58508.213256,2019.0656,18.524,0.18,ATLAS_o
58508.221764,2019.0656,18.908,0.141,ATLAS_o
58510.21927,2019.0711,18.882,0.209,ATLAS_o
58514.211423,2019.0820,17.843,0.393,ATLAS_o
58514.215578,2019.0820,18.644,0.349,ATLAS_o
58514.222084,2019.0821,18.571,0.211,ATLAS_o
58622.578213,2019.3787,18.904,0.328,ATLAS_o
58622.586404,2019.3787,18.48,0.197,ATLAS_o
58622.602918,2019.3788,19.056,0.312,ATLAS_o
58626.583115,2019.3897,18.915,0.177,ATLAS_o
58626.58594,2019.3897,19.139,0.224,ATLAS_o
58626.592994,2019.3897,18.917,0.197,ATLAS_o
58626.608436,2019.3898,19.178,0.241,ATLAS_o
58630.496524,2019.4004,19.432,0.307,ATLAS_o
58630.496986,2019.4004,18.71,0.166,ATLAS_o
58630.506308,2019.4004,18.924,0.183,ATLAS_o
58630.506767,2019.4004,19.301,0.315,ATLAS_o
58630.510529,2019.4004,18.821,0.163,ATLAS_o
58630.510989,2019.4004,18.788,0.158,ATLAS_o
58630.520429,2019.4005,18.858,0.22,ATLAS_o
58630.52089,2019.4005,19.127,0.196,ATLAS_o
58634.600243,2019.4116,18.88,0.143,ATLAS_o
58634.605443,2019.4117,18.968,0.136,ATLAS_o
58634.616166,2019.4117,19.128,0.282,ATLAS_o
58636.588817,2019.4171,19.514,0.162,ATLAS_c
58636.593992,2019.4171,19.74,0.208,ATLAS_c
58636.597337,2019.4171,19.358,0.148,ATLAS_c
58636.610328,2019.4171,19.541,0.239,ATLAS_c
58638.494402,2019.4223,19.141,0.289,ATLAS_o
58638.497202,2019.4223,19.323,0.474,ATLAS_o
58638.503253,2019.4223,18.584,0.255,ATLAS_o
58642.581204,2019.4335,19.395,0.227,ATLAS_o
58642.584021,2019.4335,18.872,0.136,ATLAS_o
58642.590253,2019.4335,18.966,0.137,ATLAS_o
58642.606689,2019.4336,19.015,0.141,ATLAS_o
58644.561828,2019.4389,18.956,0.139,ATLAS_o
58644.564573,2019.4389,18.97,0.095,ATLAS_o
58644.57054,2019.4389,19.127,0.152,ATLAS_o
58644.582255,2019.4390,19.123,0.126,ATLAS_o
58644.614091,2019.4391,19.306,0.217,ATLAS_o
58648.501315,2019.4497,18.692,0.165,ATLAS_o
58648.504561,2019.4497,19.164,0.254,ATLAS_o
58648.511397,2019.4497,19.333,0.398,ATLAS_o
58648.522855,2019.4498,19.145,0.254,ATLAS_o
58650.594119,2019.4554,19.404,0.315,ATLAS_o
58650.59694,2019.4554,19.068,0.298,ATLAS_o
58650.60269,2019.4554,19.431,0.266,ATLAS_o
58650.607544,2019.4555,19.002,0.235,ATLAS_o
58654.505755,2019.4661,18.969,0.227,ATLAS_o
58654.509015,2019.4661,19.215,0.308,ATLAS_o
58654.515269,2019.4662,19.733,0.492,ATLAS_o
58654.525438,2019.4662,19.397,0.399,ATLAS_o
58656.563709,2019.4718,18.861,0.12,ATLAS_o
58656.566777,2019.4718,19.001,0.161,ATLAS_o
58656.572343,2019.4718,18.903,0.136,ATLAS_o
58656.583516,2019.4718,19.749,0.255,ATLAS_o
58656.620284,2019.4719,19.129,0.398,ATLAS_o
58658.524647,2019.4771,18.982,0.171,ATLAS_o
58658.527439,2019.4771,19.335,0.215,ATLAS_o
58662.550207,2019.4882,19.138,0.16,ATLAS_o
58662.55352,2019.4882,18.934,0.137,ATLAS_o
58662.559769,2019.4882,19.241,0.165,ATLAS_o
58662.575771,2019.4882,19.205,0.193,ATLAS_o
58664.511204,2019.4935,19.798,0.172,ATLAS_c
58664.51558,2019.4935,19.357,0.134,ATLAS_c
58664.522188,2019.4936,19.445,0.142,ATLAS_c
58664.53574,2019.4936,19.396,0.116,ATLAS_c
58668.523409,2019.5045,19.583,0.171,ATLAS_c
58668.526692,2019.5045,19.755,0.191,ATLAS_c
58668.532804,2019.5045,19.76,0.198,ATLAS_c
58668.543022,2019.5046,19.686,0.158,ATLAS_c
58669.582961,2019.5074,19.136,0.164,ATLAS_o
58669.586191,2019.5074,19.042,0.152,ATLAS_o
58669.592196,2019.5074,19.1,0.151,ATLAS_o
58669.602824,2019.5075,19.18,0.165,ATLAS_o
58675.502843,2019.5236,19.536,0.213,ATLAS_o
58675.50629,2019.5236,19.021,0.146,ATLAS_o
58675.512591,2019.5236,19.212,0.164,ATLAS_o
58675.524756,2019.5237,19.473,0.221,ATLAS_o
58678.443279,2019.5317,19.168,0.295,ATLAS_o
58678.446122,2019.5317,19.342,0.32,ATLAS_o
58678.464116,2019.5317,19.182,0.292,ATLAS_o
58680.475814,2019.5372,19.309,0.238,ATLAS_o
58680.47866,2019.5372,19.018,0.213,ATLAS_o
58680.485005,2019.5373,18.897,0.182,ATLAS_o
58680.49539,2019.5373,19.253,0.247,ATLAS_o
58680.624863,2019.5376,19.623,0.45,ATLAS_o
58682.458174,2019.5427,18.556,0.224,ATLAS_o
58684.446797,2019.5481,19.202,0.16,ATLAS_o
58684.449806,2019.5481,19.12,0.157,ATLAS_o
58684.456287,2019.5481,19.311,0.214,ATLAS_o
58684.46618,2019.5482,19.65,0.342,ATLAS_o
58688.489107,2019.5592,19.137,0.134,ATLAS_o
58688.492343,2019.5592,19.071,0.119,ATLAS_o
58688.499017,2019.5592,19.22,0.12,ATLAS_o
58688.510869,2019.5592,19.177,0.111,ATLAS_o
58690.457432,2019.5646,19.045,0.123,ATLAS_o
58690.460656,2019.5646,19.1,0.149,ATLAS_o
58690.470808,2019.5646,18.972,0.113,ATLAS_o
58690.478739,2019.5646,19.453,0.17,ATLAS_o
58692.376513,2019.5698,19.719,0.172,ATLAS_c
58692.393516,2019.5699,19.655,0.173,ATLAS_c
58692.396275,2019.5699,19.512,0.149,ATLAS_c
58692.411619,2019.5699,19.683,0.154,ATLAS_c
58692.415287,2019.5699,19.976,0.22,ATLAS_c
58692.430207,2019.5700,19.565,0.157,ATLAS_c
58692.432048,2019.5700,19.629,0.16,ATLAS_c
58692.439041,2019.5700,19.387,0.117,ATLAS_c
58692.590179,2019.5704,19.785,0.167,ATLAS_c
58692.593525,2019.5704,19.597,0.144,ATLAS_c
58692.599748,2019.5704,19.596,0.148,ATLAS_c
58692.609913,2019.5705,19.459,0.146,ATLAS_c
58692.626957,2019.5705,19.863,0.354,ATLAS_c
58694.522359,2019.5757,19.268,0.201,ATLAS_o
58694.525243,2019.5757,18.972,0.134,ATLAS_o
58694.530445,2019.5757,19.363,0.278,ATLAS_o
58694.542948,2019.5758,19.095,0.144,ATLAS_o
58700.505035,2019.5921,19.743,0.149,ATLAS_c
58700.508413,2019.5921,19.729,0.17,ATLAS_c
58700.516875,2019.5921,19.731,0.151,ATLAS_c
58700.530333,2019.5921,19.734,0.176,ATLAS_c
58702.565062,2019.5977,19.007,0.14,ATLAS_o
58702.568368,2019.5977,19.318,0.19,ATLAS_o
58702.574471,2019.5977,19.369,0.202,ATLAS_o
58702.585694,2019.5978,19.083,0.15,ATLAS_o
58708.485583,2019.6139,19.577,0.383,ATLAS_c
58708.488804,2019.6139,19.71,0.376,ATLAS_c
