caseid,peso,grupo_experimental,apoya_nacionalismo_blanco,apoya_sin_descripcion,apoya_con_descripcion,genero,edad,edad_grupo,educacion,ingreso_percentil,ingreso_quintil,asistencia_religiosa,partido,ideologia,voto_2020,dificultades_personales_n,amigos_solo_online_n,redes_frecuencia,redes_politica_n,identidad_blanca_indice,apoyo_violencia_indice,conspiracion_indice,condado_pct_blanco_2019,condado_cambio_pct_blanco,condado_distress,condado_ruralidad,info_pct_correcto
1644491663,0.587883965650748,treated,0,,0.0,Woman,51,45-64,High school graduate,68.0,61-80%,Weekly,Republican,Very conservative,Trump,2,2.0,1.0,3.0,48.95904436183482,14.096197938504446,100.0,66.72156524658203,-2.5157089233398438,0.4190123677253723,Non-metro,90.0
1655224983,0.826750472514597,control,0,0.0,,Woman,81,65+,No HS,10.0,0-20%,Seldom,Republican,Moderate,Trump,0,0.0,2.0,0.0,38.041303287786874,0.0,50.0,57.325042724609375,-8.38140869140625,-0.6107349991798401,Medium/small metro,60.0
1655224301,0.976122539368087,treated,0,,0.0,Woman,73,65+,High school graduate,22.0,21-40%,Seldom,Republican,Conservative,Trump,0,0.0,3.0,0.0,42.570831882256506,0.0,100.0,58.27423858642578,-3.083404541015625,1.5164892673492432,Non-metro,100.0
1656342827,0.179108283308109,treated,0,,0.0,Woman,27,18-29,Some college,60.0,41-60%,Never,Democrat,Liberal,Biden,3,0.0,1.0,3.0,0.0,0.0,57.809066607433934,71.05171966552734,-5.200279235839844,-1.1482493877410889,Central metro,50.0
1656445459,0.636744104795123,control,1,0.0,,Woman,25,18-29,Some college,32.0,21-40%,Seldom,Independent,Moderate,Trump,4,0.0,2.0,1.0,56.177322497038276,0.0,50.0,72.4408187866211,-2.198211669921875,0.8930292129516602,Medium/small metro,10.0
1656452631,0.509159877598511,treated,0,,0.0,Woman,28,18-29,No HS,22.0,21-40%,Yearly,Not sure,Not sure,Did not vote,1,0.0,4.0,0.0,86.77985425507642,0.0,4.701898340039135,25.383920669555664,-4.502994537353516,0.5181577801704407,Non-metro,0.0
1656635331,0.304626974081154,control,0,0.0,,Woman,22,18-29,High school graduate,60.0,41-60%,Seldom,Democrat,Liberal,Biden,3,1.0,2.0,1.0,7.797578369715524,0.0,13.297365036322171,69.69398498535156,-4.36767578125,-0.5464001297950745,Central metro,50.0
1655224385,2.87560794933563,treated,0,,0.0,Man,62,45-64,High school graduate,10.0,0-20%,Never,Independent,Moderate,Did not vote,2,0.0,2.0,0.0,47.553065927652675,0.0,0.0,62.89094161987305,-7.520374298095703,-0.31108883023262024,Medium/small metro,80.0
1654370561,0.289971692797929,treated,0,,0.0,Woman,25,18-29,High school graduate,,,Weekly,Republican,Moderate,Biden,2,1.0,2.0,1.0,7.5372094227337,0.0,45.298101659960864,62.89094161987305,-7.520374298095703,-0.31108883023262024,Medium/small metro,20.0
1654370941,0.331972206345415,control,0,0.0,,Woman,26,18-29,Some college,43.0,41-60%,Yearly,Democrat,Moderate,Biden,2,0.0,1.0,0.0,55.284352640733616,0.0,66.40453330371697,63.00830841064453,-7.8405609130859375,-0.004798790439963341,Central metro,50.0
1654369873,3.75059712912879,treated,0,,0.0,Man,75,65+,High school graduate,43.0,41-60%,Seldom,Republican,Very conservative,Did not vote,0,0.0,5.0,0.0,50.000000000000014,0.0,86.70263496367784,76.97410583496094,-4.351310729980469,-0.054338548332452774,Medium/small metro,30.0
1654370069,2.00385633183766,treated,0,,0.0,Woman,35,30-44,High school graduate,91.0,81-100%,Seldom,Republican,Not sure,Did not vote,0,0.0,1.0,0.0,71.9985351277861,0.0,46.810539854711315,64.2057113647461,-3.7186965942382812,-0.5949047207832336,Medium/small metro,0.0
1654370777,0.760167838385684,treated,0,,0.0,Woman,18,18-29,No HS,86.0,81-100%,Weekly,Republican,Conservative,Did not vote,1,0.0,2.0,0.0,10.13640221263888,0.0,0.0,55.245628356933594,-9.022911071777344,0.09490387886762619,Central metro,50.0
1655225583,1.16317007209138,treated,1,,1.0,Woman,29,18-29,4-year,81.0,81-100%,Yearly,Republican,Very conservative,Trump,1,,1.0,0.0,90.12396673434297,32.536886423107966,100.0,77.2930908203125,-1.4222030639648438,-0.5551180839538574,Medium/small metro,70.0
1638139477,1.5532737044718,control,0,0.0,,Woman,34,30-44,Post-grad,52.0,41-60%,Monthly,Republican,Moderate,Trump,0,0.0,2.0,0.0,44.238939646156275,0.0,54.701898340039136,78.51620483398438,-3.6711349487304688,-0.24310432374477386,Central metro,50.0
1639646395,0.778745514584348,control,0,0.0,,Man,76,65+,High school graduate,81.0,81-100%,Yearly,Republican,Conservative,Trump,0,0.0,2.0,3.0,41.99855369621789,0.0,57.809066607433934,86.78687286376953,-2.1155929565429688,-0.4458172023296356,Non-metro,100.0
1640698663,4.65458087520859,treated,0,,0.0,Woman,25,18-29,4-year,22.0,21-40%,Yearly,Republican,Moderate,Did not vote,0,1.0,2.0,0.0,19.839561954509563,0.0,54.701898340039136,70.57164764404297,-5.1238250732421875,-0.19401530921459198,Central metro,20.0
1641132127,1.09531004626835,control,0,0.0,,Man,43,30-44,4-year,93.0,81-100%,Never,Republican,Very conservative,Trump,0,0.0,2.0,1.0,88.70650165878843,0.0,18.807593360156535,80.6496353149414,-4.929862976074219,-0.7697367668151855,Suburban metro,90.0
1640865559,2.69949036084264,treated,0,,0.0,Man,26,18-29,4-year,43.0,41-60%,Yearly,Independent,Not sure,Did not vote,0,0.0,3.0,1.0,8.998936699605368,0.0,57.809066607433934,87.90178680419922,-4.039161682128906,-0.7541735172271729,Medium/small metro,70.0
1640102043,0.572355409034836,control,0,0.0,,Woman,61,45-64,Some college,,,Don't know,Republican,Conservative,Trump,0,0.0,2.0,0.0,40.42075485337249,0.0,66.40453330371697,55.245628356933594,-9.022911071777344,0.09490387886762619,Central metro,90.0
1645608993,0.57088423072175,treated,0,,0.0,Woman,24,18-29,High school graduate,,,Seldom,Democrat,Not sure,Trump,2,0.0,5.0,3.0,23.648143335288125,0.0,39.89209510896651,87.11614227294922,-1.9065933227539062,0.5637276768684387,Medium/small metro,20.0
1649835697,0.85149580351522,control,1,0.0,,Man,20,18-29,4-year,52.0,41-60%,Monthly,Not sure,Very conservative,Trump,0,0.0,1.0,0.0,60.82299158191543,50.68010040263957,44.51170157111176,91.00921630859375,-1.6859664916992188,0.7018837928771973,Non-metro,30.0
1651514065,2.03547489405758,treated,0,,0.0,Man,48,45-64,4-year,60.0,41-60%,Weekly,Republican,Very conservative,Trump,1,0.0,2.0,2.0,47.530991683585746,0.0,34.403796680078266,71.70410919189453,-11.612297058105469,-1.9985970258712769,Suburban metro,100.0
1653315323,1.40297363703192,treated,0,,0.0,Woman,30,30-44,High school graduate,,,Never,Not sure,Not sure,Did not vote,5,0.0,1.0,0.0,,0.0,75.0,55.241024017333984,-3.7933311462402344,-0.7903984785079956,Central metro,50.0
1655091089,3.04072874859647,control,0,0.0,,Man,21,18-29,Some college,,,Seldom,Republican,Moderate,Trump,0,0.0,1.0,3.0,93.60025609029984,69.91723579746846,100.0,28.527555465698242,-7.813543319702148,0.05032656341791153,Suburban metro,70.0
1622955247,0.670493341735758,treated,0,,0.0,Woman,48,45-64,4-year,60.0,41-60%,Weekly,Independent,Conservative,Trump,0,0.0,3.0,0.0,37.95350691969403,0.0,4.701898340039135,76.03148651123047,-7.3845672607421875,0.05331127345561981,Medium/small metro,50.0
1629066011,0.561084290363768,control,0,0.0,,Man,74,65+,High school graduate,68.0,61-80%,Never,Republican,Conservative,Trump,0,0.0,3.0,0.0,65.17625919664364,0.0,75.0,96.20271301269531,-1.2145462036132812,-0.3080669343471527,Medium/small metro,90.0
1629154237,0.50971700540407,control,0,0.0,,Man,52,45-64,Some college,75.0,61-80%,Seldom,Democrat,Moderate,Biden,1,0.0,2.0,0.0,27.865762690700965,0.0,0.0,73.98591613769531,-4.7506561279296875,-0.620426595211029,Central metro,50.0
1629179389,0.921337280666178,treated,0,,0.0,Man,50,45-64,High school graduate,32.0,21-40%,Seldom,Democrat,Conservative,Trump,0,0.0,3.0,0.0,81.90812927888247,0.0,75.0,93.25495147705078,-1.147125244140625,1.2553715705871582,Non-metro,100.0
1628427933,0.557541484989489,treated,0,,0.0,Man,58,45-64,High school graduate,52.0,41-60%,Never,Democrat,Very liberal,Biden,0,0.0,2.0,0.0,17.737504452228908,0.0,0.0,42.28560256958008,-2.9276657104492188,-0.09489163011312485,Central metro,60.0
1629190857,0.921337280666178,control,1,1.0,,Man,60,45-64,High school graduate,22.0,21-40%,Seldom,Republican,Very conservative,Trump,2,0.0,1.0,0.0,97.53099168358574,0.0,75.0,61.97713851928711,-6.899684906005859,-0.17849266529083252,Medium/small metro,20.0
1629510179,2.61068632221182,control,0,0.0,,Woman,30,30-44,4-year,32.0,21-40%,Never,Independent,Very conservative,Trump,0,0.0,1.0,3.0,50.000000000000014,42.28859381551334,100.0,81.9123764038086,-3.542236328125,-1.133451223373413,Suburban metro,70.0
1628719441,1.37814090144781,control,1,1.0,,Man,39,30-44,4-year,68.0,61-80%,Weekly,Republican,Moderate,Trump,1,0.0,2.0,3.0,73.76069413579026,77.51229547436932,67.19093339256607,46.91361999511719,-2.9048194885253906,-0.23702727258205414,Central metro,20.0
1629753487,1.42130874854517,treated,0,,0.0,Woman,29,18-29,4-year,92.0,81-100%,Weekly,Independent,Moderate,Trump,1,0.0,5.0,0.0,15.204603318958313,0.0,50.0,59.606414794921875,-8.995010375976562,-1.3278628587722778,Central metro,100.0
1629857525,4.8956140316363,treated,0,,0.0,Man,29,18-29,No HS,52.0,41-60%,Never,Democrat,Moderate,Did not vote,1,0.0,5.0,0.0,69.35325082939421,0.0,25.0,71.95325469970703,-4.974342346191406,-0.438193678855896,Medium/small metro,50.0
1630630171,1.9397142084023,control,0,0.0,,Woman,30,30-44,Post-grad,,,Seldom,Republican,Conservative,Trump,0,3.0,2.0,0.0,33.90669976043436,0.0,36.70263496367783,66.1371078491211,-4.399452209472656,-0.08494721353054047,Medium/small metro,50.0
1630630197,0.65725181821884,control,1,1.0,,Woman,69,65+,High school graduate,22.0,21-40%,Never,Republican,Conservative,Trump,2,0.0,2.0,3.0,61.730074345737265,10.845628807702655,91.40453330371696,79.02989959716797,-7.490776062011719,-0.40004321932792664,Suburban metro,80.0
1629122379,0.685021549804548,control,0,0.0,,Woman,35,30-44,4-year,43.0,41-60%,Never,Democrat,Moderate,Biden,0,0.0,3.0,0.0,25.538603587416034,0.0,42.2128632875122,79.92378997802734,-4.682044982910156,-1.5346722602844238,Suburban metro,80.0
1632313941,0.403316850837656,treated,0,,0.0,Woman,28,18-29,Post-grad,,,Seldom,Democrat,Liberal,Biden,0,0.0,3.0,1.0,15.891192688234867,0.0,51.59473007264434,90.6468276977539,-3.457763671875,-0.9268770217895508,Non-metro,100.0
1632688689,1.45909556004642,treated,0,,0.0,Woman,38,30-44,4-year,60.0,41-60%,Seldom,Democrat,Liberal,Biden,2,0.0,5.0,0.0,5.198385579810352,0.0,0.0,93.14012145996094,-1.1751480102539062,0.7680701613426208,Non-metro,80.0
1633154543,0.390354015470202,control,0,0.0,,Man,44,30-44,4-year,81.0,81-100%,Weekly,Independent,Very liberal,Biden,0,2.0,4.0,1.0,0.0,0.0,0.0,87.71763610839844,-0.32613372802734375,0.7644762992858887,Medium/small metro,90.0
1633328341,0.708120052274974,control,0,0.0,,Woman,61,45-64,Post-grad,60.0,41-60%,Never,Democrat,Very liberal,Biden,0,0.0,2.0,0.0,13.552368845311515,0.0,4.701898340039135,65.46736145019531,-6.0020599365234375,-0.4768231213092804,Medium/small metro,70.0
1630062255,0.877654541562613,treated,0,,0.0,Man,65,65+,High school graduate,,,Yearly,Republican,Conservative,Trump,0,,2.0,0.0,26.61574637716532,0.0,71.1064316437561,8.957326889038086,-3.635223388671875,0.8767969012260437,Medium/small metro,70.0
1633150815,0.386326448144667,control,0,0.0,,Woman,61,45-64,Post-grad,75.0,61-80%,Yearly,Democrat,Liberal,Biden,1,0.0,5.0,0.0,0.0,0.0,0.0,57.27399826049805,-9.43643569946289,-0.47779297828674316,Suburban metro,100.0
1633330601,0.507517528493474,control,0,0.0,,Woman,77,65+,4-year,22.0,21-40%,Monthly,Democrat,Very liberal,Biden,0,0.0,2.0,3.0,19.463121441553998,0.0,41.40453330371697,38.19309997558594,-4.668827056884766,1.1338543891906738,Medium/small metro,70.0
1633329639,0.512669270590144,treated,0,,0.0,Woman,62,45-64,Some college,32.0,21-40%,Never,Republican,Moderate,Trump,2,2.0,2.0,0.0,46.95244361929939,0.0,9.403796680078264,75.29434204101562,-4.447105407714844,-1.1113197803497314,Medium/small metro,60.0
1633336569,0.531107149009292,treated,0,,0.0,Man,80,65+,High school graduate,10.0,0-20%,Never,Democrat,Conservative,Biden,0,0.0,5.0,0.0,8.353983265501164,0.0,53.189460145288685,94.27738189697266,-0.8212966918945312,0.6954202651977539,Non-metro,70.0
1633333461,1.1834179292716,control,0,0.0,,Woman,59,45-64,4-year,60.0,41-60%,Never,Republican,Conservative,Trump,0,0.0,2.0,3.0,39.93000315717898,0.0,34.403796680078266,46.83310317993164,-8.488201141357422,-0.8588114976882935,Central metro,90.0
1633341201,0.980757459488456,control,0,0.0,,Man,59,45-64,4-year,93.0,81-100%,Never,Democrat,Liberal,Biden,0,0.0,3.0,1.0,10.13640221263888,0.0,0.0,67.42913055419922,-5.052223205566406,-0.8297764658927917,Suburban metro,90.0
1631862949,1.47123262993838,treated,0,,0.0,Man,52,45-64,Post-grad,75.0,61-80%,Never,Democrat,Moderate,Biden,0,,5.0,0.0,10.266586686129788,0.0,0.0,85.6855239868164,-5.677955627441406,-0.9216558933258057,Medium/small metro,100.0
1631823781,1.10330551237517,control,0,0.0,,Man,62,45-64,4-year,86.0,81-100%,Weekly,Democrat,Very liberal,Biden,0,0.0,2.0,1.0,6.776184422655754,0.0,75.0,36.5784912109375,4.674434661865234,-0.1690656989812851,Central metro,
1633043209,0.223630186315152,control,0,0.0,,Woman,61,45-64,Some college,10.0,0-20%,Never,Republican,Moderate,Biden,0,0.0,4.0,0.0,44.70761709828286,0.0,33.59546669628303,71.05171966552734,-5.200279235839844,-1.1482493877410889,Central metro,0.0
1633341589,0.411503775643679,control,0,0.0,,Woman,79,65+,4-year,60.0,41-60%,Seldom,Republican,Moderate,Biden,3,0.0,5.0,0.0,39.08921204999174,0.0,42.2128632875122,83.27379608154297,-6.3810272216796875,0.045264799147844315,Medium/small metro,80.0
1633353665,0.980757459488456,control,0,0.0,,Man,63,45-64,4-year,52.0,41-60%,Never,Democrat,Moderate,Biden,1,0.0,4.0,0.0,22.306809888188024,0.0,0.0,94.5531997680664,-0.08129119873046875,-0.8100552558898926,Medium/small metro,80.0
1633353521,0.189235815438314,control,0,0.0,,Woman,28,18-29,Post-grad,32.0,21-40%,Never,Independent,Liberal,Other,0,,2.0,2.0,35.23824256381511,24.9418267462071,58.59546669628303,75.4949951171875,-4.162849426269531,-0.07335115969181061,Central metro,100.0
1633151957,0.807095143061455,treated,0,,0.0,Woman,64,45-64,4-year,43.0,41-60%,Seldom,Democrat,Liberal,Biden,2,0.0,2.0,3.0,0.0,0.0,32.80906660743393,40.02138137817383,-9.712039947509766,-0.7231956720352173,Central metro,100.0
1633150713,0.55189775021044,control,0,0.0,,Man,56,45-64,Some college,43.0,41-60%,Never,Democrat,Liberal,Biden,0,1.0,2.0,3.0,25.53684320468023,0.0,16.404533303716963,63.23323440551758,-5.708293914794922,-0.9643555283546448,Medium/small metro,90.0
1630061415,1.83373534755747,treated,0,,0.0,Woman,69,65+,Post-grad,68.0,61-80%,Monthly,Democrat,Liberal,Biden,2,0.0,2.0,2.0,47.7754873403146,0.0,29.70189834003913,73.84956359863281,-4.7071990966796875,-0.3430790901184082,Medium/small metro,100.0
1633307521,0.817505340382199,control,0,0.0,,Man,57,45-64,High school graduate,,,Seldom,Independent,Conservative,Trump,0,0.0,4.0,1.0,73.19977974449267,0.0,71.1064316437561,57.05282211303711,-5.678810119628906,-0.9289579391479492,Suburban metro,90.0
1633341637,1.02301286732836,control,0,0.0,,Man,68,65+,Some college,22.0,21-40%,Weekly,Republican,Very conservative,Trump,0,0.0,3.0,1.0,39.797944587769,42.28859381551334,67.9992633763613,91.4588623046875,-1.831695556640625,-0.1288691908121109,Non-metro,90.0
1632069309,0.452273432048853,control,0,0.0,,Man,62,45-64,Some college,10.0,0-20%,Never,Democrat,Liberal,Biden,0,1.0,2.0,3.0,13.552368845311515,0.0,25.80832998379523,93.49290466308594,-3.0151748657226562,-0.08847823739051819,Non-metro,100.0
1633330459,0.512669270590144,treated,0,,0.0,Woman,55,45-64,2-year,68.0,61-80%,Seldom,Republican,Very conservative,Trump,0,0.0,2.0,0.0,20.27280442527775,0.0,66.40453330371697,71.18083190917969,-4.5708160400390625,-1.1463167667388916,Medium/small metro,100.0
1633348161,0.873884898755299,treated,0,,0.0,Woman,61,45-64,4-year,52.0,41-60%,Never,Democrat,Moderate,Biden,0,0.0,3.0,0.0,50.02207424406694,14.096197938504446,0.0,69.10256958007812,-4.5014801025390625,-0.7314295768737793,Medium/small metro,80.0
1632154851,1.4380534585092,control,0,0.0,,Man,55,45-64,4-year,75.0,61-80%,Never,Republican,Conservative,Trump,0,0.0,5.0,0.0,29.97420378441263,0.0,95.29810165996085,84.05567169189453,-4.586738586425781,-0.8884606957435608,Suburban metro,90.0
1632472587,1.0261094736463,control,0,0.0,,Woman,73,65+,Some college,43.0,41-60%,Yearly,Republican,Very conservative,Trump,0,1.0,2.0,2.0,56.1976363583694,0.0,29.70189834003913,46.72114562988281,-7.975696563720703,-0.6532940864562988,Central metro,100.0
1633366753,0.303793316458836,control,0,0.0,,Woman,50,45-64,Post-grad,52.0,41-60%,Never,Democrat,Very liberal,Biden,3,0.0,5.0,0.0,49.553396791940365,0.0,54.701898340039136,55.987430572509766,-7.387763977050781,0.10458577424287796,Central metro,70.0
1633050047,1.4639102731172,control,0,0.0,,Woman,77,65+,4-year,43.0,41-60%,Weekly,Republican,Very conservative,Trump,0,0.0,5.0,0.0,32.79757836971553,0.0,100.0,56.52241516113281,-3.653125762939453,-0.01813286915421486,Medium/small metro,100.0
1633364801,0.326013566518649,treated,0,,0.0,Man,61,45-64,Some college,32.0,21-40%,Yearly,Democrat,Moderate,Biden,0,0.0,3.0,0.0,50.000000000000014,0.0,50.0,79.15792083740234,-6.7655487060546875,-1.1511541604995728,Non-metro,60.0
1633079789,1.65506675977145,control,0,0.0,,Man,61,45-64,Post-grad,75.0,61-80%,Never,Democrat,Very liberal,Biden,1,0.0,2.0,2.0,9.245192739070024,0.0,0.0,83.10722351074219,-3.223297119140625,-0.687918484210968,Medium/small metro,90.0
1633334609,0.65725181821884,treated,0,,0.0,Woman,69,65+,High school graduate,43.0,41-60%,Never,Independent,Conservative,Trump,1,0.0,2.0,0.0,52.59919278990518,0.0,26.59473007264434,86.66612243652344,-1.7251205444335938,-0.2902006208896637,Non-metro,80.0
1631490661,0.883012083900824,control,0,0.0,,Woman,66,65+,Some college,,,Never,Republican,Very conservative,Trump,0,0.0,2.0,2.0,0.0,0.0,0.0,80.4574966430664,-2.406402587890625,-0.6870264410972595,Medium/small metro,30.0
1633386231,1.87031091620329,control,0,0.0,,Woman,53,45-64,High school graduate,43.0,41-60%,Seldom,Independent,Not sure,Did not vote,0,2.0,2.0,0.0,50.000000000000014,0.0,50.0,50.02301025390625,-6.427391052246094,-0.6989182829856873,Suburban metro,0.0
1633452355,0.310238598210888,treated,0,,0.0,Woman,57,45-64,2-year,43.0,41-60%,Never,Democrat,Very liberal,Biden,2,0.0,4.0,0.0,26.860242033894167,0.0,21.106431643756096,61.635372161865234,-3.6565895080566406,0.250936359167099,Suburban metro,70.0
1631863325,0.815524750680569,control,0,0.0,,Woman,66,65+,Some college,86.0,81-100%,Weekly,Republican,Conservative,Trump,0,0.0,2.0,1.0,34.15119541716321,0.0,71.1064316437561,85.86834716796875,-2.23284912109375,-0.309486985206604,Non-metro,80.0
1633441161,1.16973776678783,control,0,0.0,,Man,74,65+,Post-grad,91.0,81-100%,Weekly,Democrat,Liberal,Biden,2,0.0,5.0,0.0,25.26656990079579,0.0,48.40526992735566,66.75818634033203,-6.624916076660156,-0.7222623229026794,Suburban metro,80.0
1633440701,1.58406289859743,treated,0,,0.0,Man,71,65+,Post-grad,68.0,61-80%,Weekly,Independent,Moderate,Trump,0,0.0,1.0,3.0,60.014060768417394,0.0,100.0,49.29905700683594,-4.396881103515625,-0.6067646741867065,Suburban metro,90.0
1633297659,0.94037069146936,treated,0,,0.0,Man,54,45-64,Some college,32.0,21-40%,Seldom,Republican,Conservative,Trump,2,0.0,2.0,3.0,25.797212151662052,0.0,71.89283173260522,60.23423385620117,-2.0378036499023438,1.142249345779419,Non-metro,100.0
1632198017,0.873884898755299,control,0,0.0,,Woman,62,45-64,4-year,60.0,41-60%,Never,Democrat,Very liberal,Biden,2,0.0,2.0,3.0,4.9380166328285275,0.0,36.70263496367783,45.55858612060547,-5.690952301025391,-0.8244234323501587,Central metro,100.0
1633464587,0.581357425551905,treated,0,,0.0,Woman,55,45-64,Post-grad,86.0,81-100%,Never,Democrat,Very liberal,Biden,0,0.0,3.0,2.0,25.26656990079579,0.0,50.0,90.28897857666016,-2.4289703369140625,-0.85865318775177,Medium/small metro,90.0
1633469365,1.15871272734919,treated,0,,0.0,Man,24,18-29,4-year,52.0,41-60%,Never,Democrat,Moderate,Did not vote,0,0.0,3.0,1.0,40.06370839614149,0.0,46.1064316437561,83.70137786865234,-4.218833923339844,-0.7385777831077576,Medium/small metro,100.0
1633469519,1.16177242196279,control,0,0.0,,Woman,32,30-44,4-year,91.0,81-100%,Yearly,Democrat,Liberal,Biden,0,0.0,2.0,0.0,50.000000000000014,0.0,0.0,56.56133270263672,-8.255569458007812,-1.0992435216903687,Suburban metro,40.0
1633463617,1.1834179292716,control,0,0.0,,Woman,45,45-64,4-year,43.0,41-60%,Seldom,Republican,Conservative,Trump,2,0.0,3.0,0.0,43.24412943867539,0.0,54.701898340039136,55.987430572509766,-7.387763977050781,0.10458577424287796,Central metro,100.0
1633453247,0.223414578764884,treated,0,,0.0,Woman,58,45-64,High school graduate,43.0,41-60%,Never,Republican,Moderate,Biden,0,2.0,5.0,0.0,26.61574637716532,0.0,50.0,92.59391784667969,-1.8451690673828125,-0.7880206108093262,Non-metro,0.0
1633472205,1.20744431024645,control,0,0.0,,Man,23,18-29,4-year,,,Monthly,Republican,Conservative,Trump,0,0.0,2.0,0.0,87.95350691969402,0.0,71.1064316437561,74.85203552246094,-4.195060729980469,-0.694241464138031,Medium/small metro,100.0
1633469993,1.62531130340865,control,0,0.0,,Woman,47,45-64,2-year,22.0,21-40%,Never,Independent,Moderate,Did not vote,0,0.0,2.0,2.0,66.66006071758223,0.0,14.105695020117402,87.37700653076172,-1.87896728515625,0.14909081161022186,Non-metro,70.0
1633366877,1.19460764231699,control,0,0.0,,Man,49,45-64,4-year,86.0,81-100%,Don't know,Democrat,Moderate,Biden,0,0.0,2.0,0.0,48.88460873103343,44.17896214103598,53.10716826739479,26.203954696655273,-2.6932945251464844,-0.22114193439483643,Central metro,90.0
1633484525,0.256365421158497,treated,0,,0.0,Other,53,45-64,Some college,10.0,0-20%,Never,Independent,Very liberal,Biden,1,1.0,2.0,1.0,4.9380166328285275,0.0,25.80832998379523,78.58463287353516,-4.706825256347656,-0.30669835209846497,Non-metro,60.0
1633492597,0.817505340382199,treated,0,,0.0,Man,56,45-64,High school graduate,52.0,41-60%,Never,Republican,Very conservative,Trump,1,0.0,2.0,0.0,59.23892286082228,0.0,66.40453330371697,70.72225189208984,-3.9052352905273438,0.3909054398536682,Medium/small metro,60.0
1633486011,0.716137948061972,treated,0,,0.0,Woman,61,45-64,4-year,81.0,81-100%,Seldom,Democrat,Liberal,Biden,1,1.0,3.0,0.0,8.353983265501164,0.0,66.40453330371697,42.28560256958008,-2.9276657104492188,-0.09489163011312485,Central metro,70.0
1633499151,0.455725278032341,control,0,0.0,,Woman,61,45-64,Some college,90.0,81-100%,Never,Independent,Moderate,Trump,1,0.0,5.0,0.0,42.014426986470866,0.0,14.105695020117402,59.983604431152344,-9.243751525878906,-1.2267905473709106,Suburban metro,90.0
1633458409,0.50971700540407,treated,0,,0.0,Man,61,45-64,2-year,22.0,21-40%,Weekly,Democrat,Very liberal,Biden,0,0.0,3.0,1.0,0.0,0.0,0.0,50.740665435791016,-7.693046569824219,-1.667181134223938,Suburban metro,90.0
1633490631,1.75161517761129,control,0,0.0,,Man,60,45-64,4-year,32.0,21-40%,Never,Independent,Moderate,Trump,2,0.0,4.0,0.0,28.39816532430303,0.0,63.29736503632217,82.46441650390625,-3.2193603515625,-0.03934203460812569,Non-metro,90.0
1633515737,0.412380710385962,treated,0,,0.0,Woman,52,45-64,Some college,32.0,21-40%,Weekly,Republican,Conservative,Trump,2,0.0,2.0,1.0,12.735595002544052,0.0,88.29736503632219,75.82862091064453,-7.092369079589844,-0.3008669316768646,Medium/small metro,20.0
1633529573,0.454892985828436,control,0,0.0,,Woman,64,45-64,Some college,,,Yearly,Republican,Moderate,Trump,0,0.0,1.0,0.0,94.35325082939421,0.0,100.0,92.81602478027344,-2.28973388671875,-0.8606715202331543,Non-metro,40.0
1631185007,2.56549577467958,treated,0,,0.0,Man,55,45-64,2-year,43.0,41-60%,Never,Independent,Moderate,Did not vote,0,1.0,2.0,2.0,94.70761709828287,0.0,71.1064316437561,69.10256958007812,-4.5014801025390625,-0.7314295768737793,Medium/small metro,30.0
1633531123,0.516318146271572,treated,0,,0.0,Woman,37,30-44,2-year,75.0,61-80%,Weekly,Republican,Conservative,Trump,1,0.0,2.0,0.0,53.72862804195515,0.0,54.701898340039136,93.55944061279297,-3.0984268188476562,-0.6953896284103394,Medium/small metro,100.0
1633514783,0.365468678196217,treated,0,,0.0,Woman,61,45-64,Some college,60.0,41-60%,Weekly,Republican,Very conservative,Trump,1,0.0,2.0,3.0,5.198385579810352,0.0,53.10716826739479,67.86344909667969,-2.1739959716796875,0.7369464635848999,Medium/small metro,90.0
1633557171,1.0519715063572,treated,0,,0.0,Woman,64,45-64,4-year,75.0,61-80%,Never,Republican,Conservative,Trump,0,0.0,5.0,0.0,42.014426986470866,0.0,9.403796680078264,79.43644714355469,-4.99603271484375,-1.2630475759506226,Suburban metro,70.0
1633441363,1.96496802478926,treated,0,,0.0,Man,74,65+,4-year,,,Weekly,Republican,Conservative,Trump,0,0.0,5.0,0.0,49.55163640920456,0.0,25.0,44.6344108581543,-5.212955474853516,0.40030351281166077,Medium/small metro,90.0
1633619735,0.419254744550494,control,0,0.0,,Woman,40,30-44,Some college,52.0,41-60%,Yearly,Independent,Very conservative,Trump,1,0.0,5.0,0.0,76.17552676053668,0.0,91.40453330371696,71.00167846679688,-3.7357330322265625,-0.9116430878639221,Suburban metro,70.0
1633821305,0.533621104159043,control,0,0.0,,Man,35,30-44,Some college,32.0,21-40%,Never,Democrat,Very liberal,Biden,1,0.0,4.0,1.0,13.936953332433891,0.0,14.105695020117402,94.64542388916016,-1.1221694946289062,0.6266546845436096,Non-metro,100.0
1633853127,1.63987421123911,control,0,0.0,,Woman,42,30-44,2-year,86.0,81-100%,Monthly,Republican,Very conservative,Did not vote,0,0.0,2.0,0.0,0.0,0.0,75.0,36.4044189453125,-0.20758819580078125,0.3110935389995575,Central metro,70.0
1633903607,0.553937142214444,treated,0,,0.0,Woman,40,30-44,High school graduate,60.0,41-60%,Yearly,Democrat,Moderate,Biden,0,0.0,5.0,0.0,58.86875222611446,0.0,25.0,60.28236389160156,-6.388832092285156,-1.1102070808410645,Suburban metro,10.0
