t_gpx_s,log,fase,voltaje_v,corriente_a,potencia_w,rapidez_odometria_mps,temp_motor_max_c,temp_cuerpo_c
2667.52,1,carrera,65.04,2.429,157.98,2.564,53,39
2668.52,1,carrera,64.46,3.913,252.23,2.744,53,37
2669.52,1,carrera,63.97,5.386,344.54,2.606,53,36
2670.52,1,carrera,65.08,3.84,249.91,2.555,53,38
2671.52,1,carrera,64.43,5.436,350.24,2.642,53,37
2672.52,1,carrera,64.39,6.388,411.32,2.69,53,39
2673.52,1,carrera,64.04,2.488,159.33,2.529,53,38
2674.52,1,carrera,65.21,2.12,138.25,2.595,53,37
2675.52,1,carrera,65.21,5.712,372.48,2.734,53,38
2676.52,1,carrera,63.65,3.011,191.65,2.597,53,37
2677.52,1,carrera,65.27,3.585,233.99,2.536,53,38
2678.53,1,carrera,65.37,5.553,363.0,2.657,53,37
2679.53,1,carrera,64.98,4.926,320.09,2.721,53,37
2680.53,1,carrera,65.27,3.81,248.68,2.512,53,37
2681.53,1,carrera,64.88,2.117,137.35,2.553,53,38
2682.53,1,carrera,65.57,4.543,297.88,2.741,53,38
2683.53,1,carrera,64.56,8.275,534.23,2.639,53,38
2684.53,1,carrera,64.95,4.525,293.9,2.526,53,37
2685.53,1,carrera,63.61,5.332,339.17,2.648,53,37
2686.53,1,carrera,64.36,5.243,337.44,2.616,53,39
2687.53,1,carrera,64.95,2.849,185.04,2.554,53,38
2688.53,1,carrera,65.66,3.881,254.83,2.631,53,38
2689.53,1,carrera,64.95,5.435,353.0,2.721,53,36
2690.53,1,carrera,64.46,3.958,255.13,2.581,53,38
2691.53,1,carrera,64.26,3.066,197.02,2.582,53,37
2692.53,1,carrera,64.91,4.246,275.61,2.744,53,37
2693.53,1,carrera,64.65,6.694,432.77,2.595,53,38
2694.53,1,carrera,64.52,3.643,235.05,2.513,53,38
2695.53,1,carrera,65.04,5.141,334.37,2.615,53,38
2696.53,1,carrera,64.75,5.341,345.83,2.681,53,37
2697.53,1,carrera,65.47,5.31,347.65,2.579,53,36
2698.53,1,carrera,65.01,3.345,217.46,2.565,53,39
2699.53,1,carrera,63.97,4.118,263.43,2.717,53,37
2700.53,1,carrera,64.82,6.21,402.53,2.598,53,37
2701.53,1,carrera,64.82,3.195,207.1,2.548,53,38
2702.53,1,carrera,65.04,5.668,368.65,2.621,53,38
2703.53,1,carrera,65.24,8.623,562.56,2.751,53,38
2704.53,1,carrera,62.96,2.365,148.9,2.561,53,38
2705.53,1,carrera,64.98,3.675,238.8,2.586,53,37
2706.53,1,carrera,65.34,5.756,376.1,2.736,53,37
2707.53,1,carrera,62.9,6.379,401.24,2.611,53,38
2708.53,1,carrera,64.91,3.799,246.59,2.565,53,38
2709.53,1,carrera,64.13,5.453,349.7,2.658,53,38
2710.53,1,carrera,64.85,6.997,453.76,2.694,53,38
2711.53,1,carrera,64.39,4.883,314.42,2.581,53,38
2712.53,1,carrera,64.43,4.751,306.11,2.599,53,37
2713.53,1,carrera,64.88,4.903,318.11,2.722,53,39
2714.53,1,carrera,63.87,4.246,271.19,2.59,54,36
2715.53,1,carrera,65.37,2.186,142.9,2.587,53,37
2716.53,1,carrera,65.17,3.902,254.29,2.706,53,37
2717.53,1,carrera,64.59,8.029,518.59,2.686,53,37
2718.53,1,carrera,63.91,2.869,183.36,2.569,54,38
2719.53,1,carrera,64.91,4.444,288.46,2.641,54,39
2720.53,1,carrera,64.23,5.599,359.62,2.767,54,38
2721.53,1,carrera,64.07,4.388,281.14,2.572,54,37
2722.53,1,carrera,64.59,4.329,279.61,2.557,54,36
2723.54,1,carrera,63.68,4.537,288.92,2.753,53,37
2724.54,1,carrera,64.95,5.728,372.03,2.715,54,38
2725.54,1,carrera,65.04,4.283,278.57,2.596,54,36
2726.54,1,carrera,65.83,4.415,290.64,2.592,54,39
2727.54,1,carrera,64.65,2.946,190.46,2.726,53,37
2728.54,1,carrera,66.05,8.128,536.85,2.666,54,38
2729.54,1,carrera,64.72,4.312,279.07,2.542,54,38
2730.54,1,carrera,65.5,5.319,348.39,2.607,54,37
2731.54,1,carrera,64.85,6.845,443.9,2.714,54,38
2732.54,1,carrera,64.1,3.205,205.44,2.542,54,37
2733.54,1,carrera,65.53,3.585,234.93,2.614,54,39
2734.54,1,carrera,65.37,5.537,361.95,2.746,54,39
2735.54,1,carrera,64.1,5.21,333.96,2.548,54,37
2736.54,1,carrera,63.94,3.395,217.08,2.576,54,37
2737.54,1,carrera,64.62,5.003,323.29,2.738,54,38
2738.54,1,carrera,64.13,5.128,328.86,2.615,54,36
2739.54,1,carrera,64.95,3.245,210.76,2.543,54,38
2740.54,1,carrera,64.69,4.077,263.74,2.66,54,37
2741.54,1,carrera,63.71,7.322,466.48,2.676,54,38
2742.54,1,carrera,65.11,5.158,335.84,2.583,54,39
2743.54,1,carrera,65.92,3.011,198.49,2.607,54,38
2744.54,1,carrera,64.65,5.416,350.14,2.764,54,37
2745.54,1,carrera,65.01,6.581,427.83,2.596,54,36
2746.54,1,carrera,64.69,2.933,189.74,2.562,54,37
2747.54,1,carrera,64.75,5.665,366.81,2.715,54,38
2748.54,1,carrera,64.17,8.954,574.58,2.654,54,38
2749.54,1,carrera,64.82,3.544,229.72,2.539,54,37
2750.54,1,carrera,64.75,5.505,356.45,2.663,54,37
2751.54,1,carrera,65.01,7.397,480.88,2.692,54,39
2752.54,1,carrera,65.11,4.167,271.31,2.572,54,37
2753.54,1,carrera,64.91,4.22,273.92,2.607,54,39
2754.54,1,carrera,65.11,5.255,342.15,2.75,54,38
2755.54,1,carrera,65.44,5.118,334.92,2.59,54,37
2756.54,1,carrera,65.24,2.397,156.38,2.599,54,37
2757.54,1,carrera,63.61,4.012,255.2,2.731,54,39
2758.54,1,carrera,63.29,4.53,286.7,2.65,54,38
2759.54,1,carrera,65.34,4.017,262.47,2.575,54,38
2760.54,1,carrera,64.46,5.606,361.36,2.66,54,37
2761.54,1,carrera,63.74,8.956,570.86,2.679,54,36
2762.54,1,carrera,64.43,3.608,232.46,2.566,54,36
2763.54,1,carrera,65.89,3.219,212.1,2.628,54,37
2764.54,1,carrera,65.01,6.188,402.28,2.761,54,37
2765.54,1,carrera,63.52,5.43,344.91,2.618,54,37
2766.54,1,carrera,65.47,3.44,225.22,2.577,54,37
2767.54,1,carrera,64.2,6.237,400.42,2.689,54,37
2768.54,1,carrera,63.97,4.846,310.0,2.69,54,37
2769.54,1,carrera,65.53,3.182,208.52,2.564,54,36
2770.54,1,carrera,65.53,3.113,203.99,2.629,54,39
2771.54,1,carrera,65.53,3.828,250.85,2.75,54,39
2772.54,1,carrera,65.01,5.492,357.03,2.621,54,38
2773.54,1,carrera,64.65,3.821,247.03,2.594,54,37
2774.54,1,carrera,64.88,5.913,383.64,2.688,54,38
2775.54,1,carrera,64.43,6.233,401.59,2.74,54,38
2776.54,1,carrera,64.65,4.767,308.19,2.55,54,38
2777.54,1,carrera,64.82,2.485,161.08,2.559,54,38
2778.54,1,carrera,64.78,4.549,294.68,2.662,54,36
2779.54,1,carrera,64.23,8.778,563.81,2.67,54,37
2780.54,1,carrera,65.34,4.355,284.56,2.579,54,38
2781.54,1,carrera,65.17,3.984,259.64,2.646,54,39
2782.54,1,carrera,64.88,6.59,427.56,2.747,54,37
2783.54,1,carrera,64.65,5.574,360.36,2.53,54,39
2784.54,1,carrera,65.14,2.645,172.3,2.571,54,37
2785.54,1,carrera,63.78,3.624,231.14,2.73,54,38
2786.54,1,carrera,64.91,5.348,347.14,2.626,54,38
2787.54,1,carrera,64.72,4.432,286.84,2.54,54,36
2788.54,1,carrera,64.78,5.777,374.23,2.668,54,37
2789.54,1,carrera,64.95,8.053,523.04,2.731,54,36
2790.54,1,carrera,63.42,3.545,224.82,2.566,54,38
2791.54,1,carrera,65.37,3.077,201.14,2.575,54,37
2792.54,1,carrera,64.52,4.607,297.24,2.729,54,37
2793.54,1,carrera,63.48,6.307,400.37,2.662,54,37
2794.54,1,carrera,65.17,4.575,298.15,2.555,54,38
2795.54,1,carrera,64.49,4.513,291.04,2.631,54,38
2796.54,1,carrera,64.91,9.081,589.45,2.704,54,36
2797.54,1,carrera,65.5,4.341,284.34,2.564,54,37
2798.54,1,carrera,64.49,2.303,148.52,2.574,54,38
2799.54,1,carrera,64.52,4.337,279.82,2.698,54,37
2800.54,1,carrera,64.3,5.25,337.58,2.639,54,39
2801.54,1,carrera,65.79,4.515,297.04,2.586,54,38
2802.54,1,carrera,64.78,4.054,262.62,2.621,54,38
2803.54,1,carrera,64.36,3.997,257.25,2.731,54,38
2804.54,1,carrera,65.17,5.634,367.17,2.609,54,37
2805.54,1,carrera,64.78,3.395,219.93,2.599,54,37
2806.54,1,carrera,65.21,5.927,386.5,2.701,54,37
2807.54,1,carrera,64.0,9.549,611.14,2.683,54,37
2808.54,1,carrera,64.0,3.432,219.65,2.569,54,39
2809.54,1,carrera,64.72,3.368,217.98,2.584,54,38
2810.54,1,carrera,64.95,6.129,398.08,2.729,54,38
2811.54,1,carrera,64.88,7.402,480.24,2.583,54,38
2812.54,1,carrera,64.0,3.646,233.34,2.543,54,37
2813.54,1,carrera,63.97,5.492,351.32,2.673,54,37
2814.55,1,carrera,65.47,3.596,235.43,2.272,54,38
2815.55,1,carrera,64.3,6.145,395.12,2.689,54,37
2816.55,1,carrera,63.87,5.432,346.94,2.56,54,36
2817.55,1,carrera,63.97,4.869,311.47,2.581,54,38
2818.55,1,carrera,64.43,6.412,413.13,2.676,54,37
2819.55,1,carrera,64.49,5.68,366.3,2.725,54,38
2820.55,1,carrera,64.98,3.756,244.06,2.532,54,38
2821.55,1,carrera,65.66,1.611,105.78,1.917,54,37
2822.55,1,carrera,64.56,1.566,101.1,0.038,54,38
2823.55,1,carrera,65.01,2.03,131.97,0.011,54,38
2824.55,1,carrera,65.04,1.926,125.27,0.004,54,39
2825.55,1,carrera,64.85,1.661,107.72,0.002,54,37
2826.55,1,carrera,65.14,1.81,117.9,0.001,53,39
2827.55,1,carrera,64.95,1.758,114.18,0.0,53,37
2828.55,1,carrera,65.27,1.667,108.81,0.0,53,37
2829.55,1,carrera,65.08,1.941,126.32,0.0,52,37
2830.55,1,carrera,64.82,1.684,109.16,0.0,52,37
2831.55,1,carrera,64.75,1.581,102.37,0.001,52,39
2832.55,1,carrera,64.91,1.829,118.72,0.0,52,37
2833.55,1,carrera,65.08,1.742,113.37,0.0,52,38
2834.55,1,carrera,65.11,1.775,115.57,0.0,52,39
2835.55,1,carrera,65.47,1.592,104.23,0.001,51,37
2836.55,1,carrera,65.6,1.804,118.34,0.001,51,38
2837.55,1,carrera,64.72,1.896,122.71,0.0,51,39
2838.55,1,carrera,65.21,1.814,118.29,0.001,51,39
2839.55,1,carrera,64.82,1.461,94.7,0.0,51,37
2840.55,1,carrera,65.5,1.824,119.47,0.0,51,37
2841.55,1,carrera,65.21,1.803,117.57,0.0,51,39
2842.55,1,carrera,64.88,1.834,118.99,0.0,51,39
2843.55,1,carrera,64.85,1.765,114.46,0.0,51,37
2844.55,1,carrera,65.53,1.525,99.93,0.0,51,38
2845.55,1,carrera,65.4,1.873,122.49,0.0,51,38
2846.55,1,carrera,65.04,1.921,124.94,0.0,51,39
2847.55,1,carrera,65.37,1.539,100.6,0.0,50,37
2848.55,1,carrera,64.85,1.682,109.08,0.0,50,37
2849.55,1,carrera,64.98,1.968,127.88,0.001,50,38
2850.55,1,carrera,64.98,1.576,102.41,0.0,50,38
2851.55,1,carrera,65.4,1.719,112.42,0.0,50,38
2852.55,1,carrera,65.04,1.83,119.02,0.0,50,38
2853.55,1,carrera,65.11,1.662,108.21,0.0,50,39
2854.55,1,carrera,65.6,1.731,113.55,0.001,50,38
2855.55,1,carrera,64.88,1.826,118.47,0.0,50,38
2856.55,1,carrera,65.3,1.813,118.39,0.0,50,39
2857.55,1,carrera,64.72,1.719,111.25,0.0,50,37
2858.55,1,carrera,65.6,1.601,105.03,0.001,50,38
2859.55,1,carrera,65.24,1.739,113.45,0.0,50,38
2860.55,1,carrera,65.04,1.858,120.84,0.0,50,38
2861.55,1,carrera,65.04,1.659,107.9,0.0,50,38
2862.55,1,carrera,65.04,1.566,101.85,0.0,50,37
2863.55,1,carrera,65.3,1.872,122.24,0.001,50,39
2864.55,1,carrera,65.44,1.719,112.49,0.0,49,37
2865.55,1,carrera,65.08,1.859,120.98,0.0,50,37
2866.55,1,carrera,64.91,1.652,107.23,0.0,50,37
2867.55,1,carrera,64.75,1.626,105.28,0.0,50,38
2868.55,1,carrera,65.08,1.946,126.65,0.001,50,37
2869.55,1,carrera,65.04,1.855,120.65,0.0,50,38
2870.55,1,carrera,65.21,1.476,96.25,0.0,50,39
2871.55,1,carrera,65.27,1.785,116.51,0.001,50,37
2872.55,1,carrera,65.27,1.927,125.78,0.001,50,37
2873.55,1,carrera,65.53,1.535,100.59,0.001,50,37
2874.55,1,carrera,65.01,1.841,119.68,0.0,50,37
2875.55,1,carrera,64.95,1.736,112.75,0.0,50,37
2876.55,1,carrera,65.57,1.731,113.5,0.0,50,37
2877.55,1,carrera,64.78,1.682,108.96,0.0,50,37
2878.55,1,carrera,65.08,1.742,113.37,0.001,50,37
2879.55,1,carrera,65.83,1.761,115.93,0.0,50,37
2880.55,1,carrera,65.11,1.791,116.61,0.001,50,39
2881.55,1,carrera,64.98,1.6,103.97,0.0,50,39
2882.55,1,carrera,65.37,1.821,119.04,0.0,50,37
2883.55,1,carrera,65.47,1.914,125.31,0.001,50,39
2884.55,1,carrera,65.01,1.477,96.02,0.001,50,38
2885.55,1,carrera,65.04,1.642,106.8,0.001,50,38
2886.55,1,carrera,65.21,1.805,117.7,0.0,50,38
2887.55,1,carrera,65.53,1.73,113.37,0.0,50,38
2888.55,1,carrera,65.01,1.761,114.48,0.0,50,37
2889.55,1,carrera,64.78,1.671,108.25,0.001,50,37
2890.55,1,carrera,65.17,1.714,111.7,0.0,50,39
2891.55,1,carrera,65.24,1.94,126.57,0.0,50,38
2892.55,1,carrera,64.78,2.552,165.32,0.514,50,39
2893.55,1,carrera,65.53,2.19,143.51,1.617,50,38
2894.55,1,carrera,64.85,9.497,615.88,2.655,50,37
2895.55,1,carrera,63.42,5.035,319.32,2.556,50,37
2896.55,1,carrera,65.17,4.032,262.77,2.586,50,37
2897.55,1,carrera,65.21,5.452,355.52,2.755,51,37
2898.55,1,carrera,63.42,6.524,413.75,2.604,51,39
2899.55,1,carrera,64.33,3.342,214.99,2.542,51,36
2900.55,1,carrera,65.08,5.588,363.67,2.676,51,37
2901.55,1,carrera,64.88,5.175,335.75,2.754,51,39
2902.55,1,carrera,64.91,5.849,379.66,2.601,51,39
2903.55,1,carrera,64.85,3.177,206.03,2.582,52,38
2904.55,1,carrera,65.04,6.947,451.83,2.685,52,39
2905.55,1,carrera,64.26,9.753,626.73,2.671,52,38
2906.55,1,carrera,63.84,4.039,257.85,2.547,52,38
2907.55,1,carrera,65.66,3.074,201.84,2.575,52,38
2908.55,1,carrera,65.3,4.098,267.6,2.775,52,38
2909.55,1,carrera,64.2,7.048,452.48,2.593,52,37
2910.55,1,carrera,65.01,3.602,234.17,2.552,52,38
2911.55,1,carrera,65.14,5.349,348.43,2.718,52,36
2912.55,1,carrera,64.75,4.8,310.8,2.582,52,38
2913.55,1,carrera,65.21,3.161,206.13,2.545,52,37
2914.55,1,carrera,64.98,5.912,384.16,2.699,52,37
2915.55,1,carrera,62.57,6.923,433.17,2.702,52,39
2916.55,1,carrera,66.15,4.495,297.34,2.571,52,37
2917.55,1,carrera,64.0,2.241,143.42,2.597,53,37
2918.55,1,carrera,64.82,6.058,392.68,2.731,53,38
2919.55,1,carrera,63.03,5.045,317.99,2.61,53,39
2920.55,1,carrera,65.57,2.863,187.73,2.537,52,37
2921.56,1,carrera,64.69,4.903,317.18,2.641,53,37
2922.56,1,carrera,64.88,7.767,503.92,2.645,53,37
2923.56,1,carrera,64.75,4.439,287.43,2.54,53,37
2924.56,1,carrera,64.78,5.797,375.53,2.638,53,37
2925.56,1,carrera,65.01,5.026,326.74,2.727,53,38
2926.56,1,carrera,65.99,2.839,187.35,2.544,53,38
2927.56,1,carrera,65.37,2.059,134.6,2.556,53,37
2928.56,1,carrera,65.5,4.865,318.66,2.679,53,38
2929.56,1,carrera,64.43,9.89,637.21,2.639,53,38
2930.56,1,carrera,64.56,3.952,255.14,2.517,53,37
2931.56,1,carrera,64.85,5.996,388.84,2.584,53,39
2932.56,1,carrera,64.85,7.754,502.85,2.715,53,37
2933.56,1,carrera,65.63,4.873,319.81,2.5,53,38
2934.56,1,carrera,65.92,5.114,337.11,2.577,53,37
2935.56,1,carrera,64.36,6.292,404.95,2.661,53,38
2936.56,1,carrera,65.3,4.038,263.68,2.513,53,38
2937.56,1,carrera,64.85,5.704,369.9,2.631,53,37
2938.56,1,carrera,64.17,6.699,429.87,2.692,53,37
2939.56,1,carrera,64.98,2.417,157.06,2.526,53,39
2940.56,1,carrera,64.49,4.456,287.37,2.545,53,39
2941.56,1,carrera,65.79,4.994,328.56,2.712,53,38
2942.56,1,carrera,64.17,3.927,252.0,2.524,53,37
2943.56,1,carrera,64.56,3.827,247.07,2.536,53,37
2944.56,1,carrera,65.14,5.677,369.8,2.71,53,37
2945.56,1,carrera,63.13,6.286,396.84,2.573,53,39
2946.56,1,carrera,65.4,2.784,182.07,2.543,53,37
2947.56,1,carrera,64.65,3.471,224.4,2.663,53,38
2948.56,1,carrera,64.88,6.527,423.47,2.584,53,37
2949.56,1,carrera,64.17,4.364,280.04,2.535,53,38
2950.56,1,carrera,63.78,6.754,430.77,2.672,53,38
2951.56,1,carrera,65.08,8.663,563.79,2.707,53,38
2952.56,1,carrera,63.26,2.785,176.18,2.555,53,39
2953.56,1,carrera,65.04,3.632,236.23,2.587,53,38
2954.56,1,carrera,64.1,4.764,305.37,2.701,53,39
2955.56,1,carrera,63.03,6.304,397.34,2.627,53,37
2956.56,1,carrera,64.82,6.09,394.75,2.549,53,36
2957.56,1,carrera,65.27,4.252,277.53,2.599,53,38
2958.56,1,carrera,64.49,5.127,330.64,2.731,53,39
2959.56,1,carrera,64.82,5.25,340.3,2.538,53,39
2960.56,1,carrera,65.14,4.113,267.92,2.497,53,36
2961.56,1,carrera,64.88,5.088,330.11,2.633,53,39
2962.56,1,carrera,64.62,6.453,416.99,2.638,53,38
2963.56,1,carrera,64.82,6.754,437.79,2.548,53,39
2964.56,1,carrera,65.27,4.897,319.63,2.544,53,39
2965.56,1,carrera,65.47,4.796,313.99,2.692,53,39
2966.56,1,carrera,64.65,5.608,362.56,2.506,53,38
2967.56,1,carrera,64.72,3.392,219.53,2.515,53,38
2968.56,1,carrera,65.01,6.538,425.04,2.703,53,38
2969.56,1,carrera,64.04,6.212,397.82,2.546,54,38
2970.56,1,carrera,64.62,4.108,265.46,2.555,53,39
2971.56,1,carrera,64.39,5.37,345.77,2.682,53,37
2972.56,1,carrera,64.78,8.674,561.9,2.621,53,39
2973.56,1,carrera,64.2,4.778,306.75,2.493,53,36
2974.56,1,carrera,65.04,5.899,383.67,2.622,54,37
2975.56,1,carrera,64.46,6.178,398.23,2.721,53,39
2976.56,1,carrera,65.6,5.888,386.25,2.582,53,36
2977.56,1,carrera,64.88,3.362,218.13,2.566,54,37
2978.56,1,carrera,65.21,5.225,340.72,2.626,54,38
2979.56,1,carrera,63.84,5.937,379.02,2.566,54,36
2980.56,1,carrera,64.91,4.444,288.46,2.535,54,36
2981.56,1,carrera,63.68,4.505,286.88,2.646,53,38
2982.56,1,carrera,64.82,8.069,523.03,2.714,53,37
2983.56,1,carrera,64.75,5.184,335.66,2.525,53,38
2984.56,1,carrera,64.82,3.735,242.1,2.567,53,39
2985.57,1,carrera,65.21,6.238,406.78,2.695,54,37
2986.57,1,carrera,64.95,7.506,487.51,2.538,53,39
2987.57,1,carrera,63.55,2.915,185.25,2.541,53,38
2988.57,1,carrera,64.72,6.824,441.65,2.719,53,38
2989.57,1,carrera,64.23,6.334,406.83,2.653,53,38
2990.57,1,carrera,65.5,5.259,344.46,2.534,53,37
2991.57,1,carrera,64.59,3.372,217.8,2.551,54,38
2992.57,1,carrera,65.47,5.231,342.47,2.687,54,38
2993.57,1,carrera,62.93,5.892,370.78,2.557,54,38
2994.57,1,carrera,63.74,3.596,229.21,2.569,54,38
2995.57,1,carrera,64.91,4.708,305.6,2.703,54,37
2996.57,1,carrera,64.49,9.792,631.49,2.689,54,37
2997.57,1,carrera,62.77,5.044,316.61,2.59,54,37
2998.57,1,carrera,64.69,3.428,221.76,2.534,53,37
2999.57,1,carrera,64.43,6.598,425.11,2.702,54,38
3000.57,1,carrera,63.71,7.168,456.67,2.65,54,38
3001.57,1,carrera,66.02,2.825,186.51,2.56,54,38
3002.57,1,carrera,65.21,3.481,227.0,2.612,53,38
3003.57,1,carrera,64.95,4.207,273.24,2.738,54,38
3004.57,1,carrera,64.39,6.044,389.17,2.543,54,38
3005.57,1,carrera,64.46,3.806,245.33,2.548,54,37
3006.57,1,carrera,65.04,5.152,335.09,2.653,54,38
3007.57,1,carrera,64.52,5.601,361.38,2.697,54,38
3008.57,1,carrera,65.01,4.202,273.17,2.503,54,39
3009.57,1,carrera,65.14,2.499,162.78,2.609,54,37
3010.57,1,carrera,64.85,4.389,284.63,2.748,54,37
3011.57,1,carrera,63.94,6.061,387.54,2.578,54,38
3012.57,1,carrera,64.69,4.248,274.8,2.548,54,37
3013.57,1,carrera,64.17,5.769,370.2,2.707,54,37
3014.57,1,carrera,64.56,6.692,432.04,2.676,53,37
3015.57,1,carrera,65.21,4.234,276.1,2.547,54,37
3016.57,1,carrera,64.69,3.299,213.41,2.604,54,38
3017.57,1,carrera,64.36,3.707,238.58,2.714,54,36
3018.57,1,carrera,65.89,5.916,389.81,2.62,53,39
3019.57,1,carrera,64.3,3.745,240.8,2.517,54,37
3020.57,1,carrera,64.75,4.306,278.81,2.66,53,37
3021.57,1,carrera,64.59,8.105,523.5,2.718,54,38
3022.57,1,carrera,64.23,4.647,298.48,2.559,53,37
3023.57,1,carrera,64.2,2.843,182.52,2.592,54,37
3024.57,1,carrera,64.2,4.285,275.1,2.74,53,39
3025.57,1,carrera,63.91,6.127,391.58,2.674,53,38
3026.57,1,carrera,65.3,3.592,234.56,2.55,54,38
3027.57,1,carrera,64.85,4.305,279.18,2.628,54,37
3028.57,1,carrera,65.08,5.819,378.7,2.758,54,38
3029.57,1,carrera,64.0,5.049,323.14,2.594,54,37
3030.57,1,carrera,64.98,2.741,178.11,2.55,54,39
3031.57,1,carrera,64.43,4.895,315.38,2.762,54,39
3032.57,1,carrera,63.87,6.385,407.81,2.686,54,38
3033.57,1,carrera,65.04,3.567,232.0,2.579,54,37
3034.57,1,carrera,64.82,3.494,226.48,2.659,54,38
3035.57,1,carrera,64.52,5.763,371.83,2.729,54,37
3036.57,1,carrera,63.71,5.6,356.78,2.589,54,39
3037.57,1,carrera,63.48,3.615,229.48,2.516,54,37
3038.57,1,carrera,64.98,6.219,404.11,2.73,54,38
3039.57,1,carrera,64.65,8.625,557.61,2.738,54,38
3040.57,1,carrera,63.58,3.156,200.66,2.573,54,39
3041.57,1,carrera,64.62,3.026,195.54,2.63,54,37
3042.57,1,carrera,64.52,4.146,267.5,2.748,54,37
3043.57,1,carrera,65.04,5.801,377.3,2.657,54,37
3044.57,1,carrera,64.91,4.65,301.83,2.581,54,37
3045.57,1,carrera,65.66,3.341,219.37,2.624,54,38
3046.57,1,carrera,64.65,6.461,417.7,2.768,54,37
3047.57,1,carrera,64.69,5.279,341.5,2.604,54,38
3048.57,1,carrera,64.82,3.186,206.52,2.589,54,39
3049.57,1,carrera,63.52,5.009,318.17,2.703,54,39
3050.57,1,carrera,64.13,7.234,463.92,2.653,54,37
3051.57,1,carrera,64.52,3.92,252.92,2.587,54,37
3052.57,1,carrera,65.5,4.004,262.26,2.642,54,39
3053.57,1,carrera,64.59,4.356,281.35,2.778,54,38
3054.57,1,carrera,65.04,6.058,394.01,2.679,54,37
3055.57,1,carrera,64.65,3.829,247.54,2.618,54,37
3056.57,1,carrera,64.98,3.856,250.56,2.68,54,39
3057.57,1,carrera,64.3,5.654,363.55,2.775,54,37
3058.57,1,carrera,63.03,6.767,426.52,2.718,54,39
3059.57,1,carrera,65.11,2.797,182.11,2.571,54,39
3060.57,1,carrera,65.14,2.154,140.31,2.621,54,39
3061.57,1,carrera,65.47,5.149,337.11,2.765,54,39
3062.57,1,carrera,63.71,3.773,240.38,2.624,54,38
3063.57,1,carrera,64.69,2.85,184.37,2.577,54,37
3064.57,1,carrera,65.7,4.906,322.32,2.72,54,37
3065.57,1,carrera,64.95,5.076,329.69,2.695,54,38
3066.57,1,carrera,65.08,3.41,221.92,2.58,54,37
3067.57,1,carrera,64.59,2.261,146.04,2.632,54,38
3068.57,1,carrera,64.75,2.702,174.95,2.793,54,38
3069.57,1,carrera,65.17,4.903,319.53,2.671,54,38
3070.57,1,carrera,64.85,2.86,185.47,2.598,54,37
3071.57,1,carrera,65.76,3.749,246.53,2.687,54,38
3072.57,1,carrera,65.11,4.388,285.7,2.801,54,38
3073.57,1,carrera,63.97,4.68,299.38,2.672,54,38
3074.57,1,carrera,64.23,1.453,93.33,2.584,54,39
3075.57,1,carrera,65.11,4.001,260.51,2.649,54,38
3076.57,1,carrera,65.47,3.285,215.07,2.759,54,39
3077.57,1,carrera,65.04,4.232,275.25,2.615,54,38
3078.57,1,carrera,65.01,2.907,188.98,2.59,54,39
3079.57,1,carrera,65.21,5.516,359.7,2.66,54,39
3080.57,1,carrera,65.01,5.855,380.63,2.751,54,38
3081.57,1,carrera,63.74,3.17,202.06,2.61,54,38
3082.57,1,carrera,64.88,2.386,154.8,2.583,54,37
3083.57,1,carrera,64.62,4.653,300.68,2.731,53,37
3084.57,1,carrera,65.14,5.483,357.16,2.695,54,37
3085.57,1,carrera,64.85,3.598,233.33,2.566,54,37
3086.57,1,carrera,64.78,2.649,171.6,2.609,54,39
3087.58,1,carrera,64.62,3.474,224.49,2.767,54,37
3088.58,1,carrera,65.73,4.262,280.14,2.642,53,38
3089.58,1,carrera,64.78,2.409,156.06,2.573,54,39
3090.58,1,carrera,65.14,5.604,365.04,2.715,54,37
3091.58,1,carrera,64.39,4.112,264.77,2.747,54,38
3092.58,1,carrera,65.66,2.662,174.79,2.607,54,39
3093.58,1,carrera,64.98,2.556,166.09,2.657,54,37
3094.58,1,carrera,64.72,5.323,344.5,2.718,54,37
3095.58,1,carrera,64.46,5.894,379.93,2.717,54,37
3096.58,1,carrera,64.65,2.765,178.76,2.557,54,39
3097.58,1,carrera,64.07,2.803,179.59,2.659,54,37
3098.58,1,carrera,64.36,4.17,268.38,2.741,54,39
3099.58,1,carrera,63.61,3.257,207.18,2.602,54,37
3100.58,1,carrera,65.14,2.532,164.93,2.577,54,39
3101.58,1,carrera,64.17,4.482,287.61,2.713,54,38
3102.58,1,carrera,64.85,7.379,478.53,2.726,54,38
3103.58,1,carrera,64.65,2.641,170.74,2.598,54,39
3104.58,1,carrera,64.88,2.738,177.64,2.632,54,38
3105.58,1,carrera,64.39,3.348,215.58,2.73,54,38
3106.58,1,carrera,65.73,6.2,407.53,2.581,54,37
3107.58,1,carrera,64.33,2.109,135.67,2.586,54,37
3108.58,1,carrera,64.49,5.697,367.4,2.672,54,39
3109.58,1,carrera,64.49,5.306,342.18,2.755,54,39
3110.58,1,carrera,64.56,1.797,116.01,2.557,54,39
3111.58,1,carrera,65.34,1.632,106.63,2.607,54,37
3112.58,1,carrera,65.01,4.101,266.61,2.745,54,38
3113.58,1,carrera,63.97,5.36,342.88,2.594,54,38
3114.58,1,carrera,64.91,2.554,165.78,2.593,54,37
3115.58,1,carrera,64.91,5.812,377.26,2.682,54,37
