t_gpx_s,log,fase,voltaje_v,corriente_a,potencia_w,rapidez_odometria_mps,temp_motor_max_c,temp_cuerpo_c
7875.16,2,carrera,62.05,1.407,87.3,0.704,46,38
7876.16,2,carrera,62.22,1.922,119.59,0.027,46,37
7877.16,2,carrera,62.67,1.868,117.07,0.008,46,39
7878.16,2,carrera,61.96,1.986,123.05,0.005,47,39
7879.16,2,carrera,62.25,1.838,114.42,0.001,47,38
7880.16,2,carrera,62.28,1.67,104.01,0.0,47,37
7881.16,2,carrera,61.99,1.923,119.21,0.001,47,38
7882.16,2,carrera,61.14,3.341,204.27,0.536,47,38
7883.16,2,carrera,62.51,1.981,123.83,0.062,47,38
7884.16,2,carrera,62.31,1.873,116.71,0.002,47,39
7885.16,2,carrera,62.25,1.889,117.59,0.001,47,39
7886.16,2,carrera,62.35,1.773,110.55,0.001,47,38
7887.16,2,carrera,62.28,1.821,113.41,0.001,48,39
7888.16,2,carrera,62.15,1.867,116.03,0.0,48,39
7889.16,2,carrera,61.76,1.64,101.29,0.0,48,38
7890.16,2,carrera,62.09,1.713,106.36,0.001,48,39
7891.16,2,carrera,62.35,1.943,121.15,0.001,48,39
7892.17,2,carrera,62.02,1.944,120.57,0.001,48,38
7893.17,2,carrera,61.79,1.54,95.16,0.0,48,39
7894.17,2,carrera,62.05,1.628,101.02,0.001,48,37
7895.17,2,carrera,62.57,1.903,119.07,0.002,48,39
7896.17,2,carrera,62.35,1.893,118.03,0.002,48,38
7897.17,2,carrera,62.48,1.847,115.4,0.001,48,39
7898.17,2,carrera,62.31,1.665,103.75,0.001,48,37
7899.17,2,carrera,62.25,1.504,93.62,0.0,47,37
7900.17,2,carrera,61.86,1.798,111.22,0.001,47,39
7901.17,2,carrera,61.83,1.895,117.17,0.001,48,37
7902.17,2,carrera,61.86,1.71,105.78,0.0,47,37
7903.17,2,carrera,62.44,1.7,106.15,0.001,47,37
7904.17,2,carrera,62.28,1.709,106.44,0.001,48,38
7905.17,2,carrera,61.63,1.557,95.96,0.001,47,37
7906.17,2,carrera,62.35,1.832,114.23,0.0,47,39
7907.17,2,carrera,62.15,1.823,113.3,0.0,47,37
7908.17,2,carrera,62.15,1.641,101.99,0.0,48,38
7909.17,2,carrera,61.96,1.685,104.4,0.0,48,38
7910.17,2,carrera,62.28,1.875,116.78,0.001,47,39
7911.17,2,carrera,61.99,1.729,107.18,0.001,47,38
7912.17,2,carrera,62.67,1.528,95.76,0.001,47,37
7913.18,2,carrera,62.31,1.798,112.03,0.001,47,37
7914.18,2,carrera,62.18,1.928,119.88,0.034,47,38
7915.18,2,carrera,62.48,3.196,199.69,1.42,47,37
7916.18,2,carrera,62.44,2.211,138.05,1.512,47,37
7917.18,2,carrera,62.22,5.361,333.56,2.321,48,36
7918.18,2,carrera,62.41,6.227,388.63,2.256,48,37
7919.18,2,carrera,61.66,4.383,270.26,2.605,48,38
7920.18,2,carrera,62.35,4.023,250.83,2.734,48,37
7921.18,2,carrera,62.51,4.553,284.61,2.588,48,37
7922.18,2,carrera,62.05,2.461,152.71,2.546,48,37
7923.18,2,carrera,61.76,5.454,336.84,2.673,48,38
7924.18,2,carrera,60.56,6.394,387.22,2.669,48,38
7925.18,2,carrera,61.76,3.722,229.87,2.548,48,37
7926.18,2,carrera,62.12,4.337,269.41,2.607,48,38
7927.18,2,carrera,61.86,4.385,271.26,2.694,49,38
7928.18,2,carrera,62.51,6.597,412.38,2.661,49,38
7929.18,2,carrera,62.44,5.029,314.01,2.572,48,38
7930.18,2,carrera,62.51,2.704,169.03,2.592,48,37
7931.18,2,carrera,62.8,4.72,296.42,2.704,49,37
7932.18,2,carrera,62.38,8.951,558.36,2.696,49,37
7933.18,2,carrera,61.89,3.985,246.63,2.575,49,39
7934.18,2,carrera,61.96,3.379,209.36,2.598,49,39
7935.18,2,carrera,61.44,5.104,313.59,2.741,49,36
7936.18,2,carrera,61.73,6.391,394.52,2.588,49,38
7937.18,2,carrera,61.21,4.1,250.96,2.554,49,38
7938.18,2,carrera,62.9,5.423,341.11,2.625,49,37
7939.18,2,carrera,62.09,4.185,259.85,2.727,49,36
7940.18,2,carrera,62.44,4.436,276.98,2.597,49,38
7941.18,2,carrera,62.18,2.891,179.76,2.553,49,37
7942.18,2,carrera,61.96,5.367,332.54,2.576,49,38
7943.18,2,carrera,60.85,6.662,405.38,2.691,49,36
7944.18,2,carrera,62.64,4.643,290.84,2.547,49,38
7945.18,2,carrera,62.31,2.918,181.82,2.58,49,38
7946.18,2,carrera,62.41,3.968,247.64,2.716,49,37
7947.18,2,carrera,61.27,5.897,361.31,2.62,49,37
7948.18,2,carrera,61.63,3.3,203.38,2.557,50,37
7949.18,2,carrera,61.21,5.575,341.25,2.687,50,38
7950.18,2,carrera,62.25,5.798,360.93,2.737,49,38
7951.18,2,carrera,61.83,6.688,413.52,2.592,49,38
7952.18,2,carrera,61.14,4.001,244.62,2.556,49,38
7953.18,2,carrera,61.63,4.972,306.42,2.601,49,38
7954.18,2,carrera,62.61,5.132,321.31,2.711,49,37
7955.18,2,carrera,61.3,4.578,280.63,2.593,50,38
7956.18,2,carrera,61.63,3.862,238.02,2.544,50,37
7957.18,2,carrera,61.7,5.102,314.79,2.676,49,37
7958.18,2,carrera,61.44,6.256,384.37,2.67,50,37
7959.18,2,carrera,61.73,5.429,335.13,2.556,50,36
7960.18,2,carrera,61.76,2.574,158.97,2.538,50,37
7961.18,2,carrera,60.46,3.685,222.8,2.703,50,37
7962.18,2,carrera,62.28,6.328,394.11,2.675,50,36
7963.18,2,carrera,62.31,4.4,274.16,2.535,50,37
7964.18,2,carrera,61.53,2.646,162.81,2.58,50,37
7965.18,2,carrera,61.7,5.972,368.47,2.756,50,38
7966.18,2,carrera,62.25,7.481,465.69,2.575,50,37
7967.18,2,carrera,61.37,3.618,222.04,2.542,50,36
7968.18,2,carrera,62.15,5.733,356.31,2.651,49,38
7969.18,2,carrera,61.6,8.877,546.82,2.69,50,37
7970.18,2,carrera,60.95,3.205,195.34,2.567,50,38
7971.18,2,carrera,62.41,4.616,288.08,2.62,50,37
7972.18,2,carrera,61.37,5.432,333.36,2.738,50,38
7973.18,2,carrera,61.66,7.577,467.2,2.611,50,37
7974.18,2,carrera,61.37,3.93,241.18,2.55,50,37
7975.18,2,carrera,62.8,4.929,309.54,2.599,50,37
7976.18,2,carrera,61.86,6.129,379.14,2.695,50,38
7977.18,2,carrera,62.35,4.34,270.6,2.565,50,36
7978.18,2,carrera,61.73,3.721,229.7,2.591,50,37
7979.18,2,carrera,60.88,4.461,271.59,2.743,50,38
7980.18,2,carrera,60.88,4.651,283.15,2.585,50,37
7981.18,2,carrera,62.15,4.727,293.78,2.493,50,38
7982.18,2,carrera,61.83,4.581,283.24,2.629,50,38
7983.18,2,carrera,61.89,5.073,313.97,2.739,50,39
7984.18,2,carrera,62.09,3.989,247.68,2.554,50,37
7985.19,2,carrera,62.7,3.56,223.21,2.58,50,38
7986.19,2,carrera,61.6,5.204,320.57,2.696,50,38
7987.19,2,carrera,62.05,6.761,419.52,2.623,50,39
7988.19,2,carrera,61.96,4.226,261.84,2.541,50,36
7989.19,2,carrera,61.34,3.553,217.94,2.533,50,37
7990.19,2,carrera,62.8,4.543,285.3,2.718,50,38
7991.19,2,carrera,61.08,7.869,480.64,2.622,50,36
7992.19,2,carrera,60.26,3.507,211.33,2.538,50,37
7993.19,2,carrera,61.3,6.479,397.16,2.631,50,36
7994.19,2,carrera,61.44,7.538,463.13,2.722,50,38
7995.19,2,carrera,62.8,4.294,269.66,2.531,50,36
7996.19,2,carrera,62.61,3.234,202.48,2.566,50,39
7997.19,2,carrera,60.72,4.323,262.49,2.697,50,36
7998.19,2,carrera,60.2,3.843,231.35,2.63,50,38
7999.19,2,carrera,62.12,4.335,269.29,2.563,50,37
8000.19,2,carrera,61.79,5.316,328.48,2.606,50,37
8001.19,2,carrera,62.44,5.215,325.62,2.74,50,37
8002.19,2,carrera,61.83,2.899,179.25,2.521,50,37
8003.19,2,carrera,61.92,3.166,196.04,2.572,50,37
8004.19,2,carrera,61.73,4.931,304.39,2.673,50,38
8005.19,2,carrera,60.98,7.588,462.72,2.68,50,38
8006.19,2,carrera,61.7,4.697,289.8,2.569,50,36
8007.19,2,carrera,62.15,4.908,305.03,2.597,50,37
8008.19,2,carrera,62.05,5.655,350.89,2.663,50,37
8009.19,2,carrera,61.7,4.006,247.17,2.566,50,38
8010.19,2,carrera,61.6,2.919,179.81,2.558,50,37
8011.19,2,carrera,62.54,3.188,199.38,2.648,50,38
8012.19,2,carrera,61.66,6.957,428.97,2.715,50,37
8013.19,2,carrera,62.15,5.033,312.8,2.564,50,38
8014.19,2,carrera,62.22,3.456,215.03,2.595,50,39
8015.19,2,carrera,61.5,5.906,363.22,2.735,50,37
8016.19,2,carrera,60.07,5.372,322.7,2.612,50,38
8017.19,2,carrera,62.67,3.585,224.67,2.528,50,37
8018.19,2,carrera,61.76,4.31,266.19,2.615,50,37
8019.19,2,carrera,62.02,6.508,403.63,2.727,50,37
8020.19,2,carrera,60.59,3.124,189.28,2.576,50,38
8021.19,2,carrera,62.12,3.095,192.26,2.55,50,37
8022.19,2,carrera,61.63,5.717,352.34,2.697,50,36
8023.19,2,carrera,60.88,5.396,328.51,2.653,50,37
8024.19,2,carrera,61.4,2.372,145.64,2.547,50,37
8025.19,2,carrera,61.53,3.227,198.56,2.615,50,37
8026.19,2,carrera,62.87,4.178,262.67,2.768,50,37
8027.19,2,carrera,61.66,5.392,332.47,2.604,50,37
8028.19,2,carrera,62.09,3.642,226.13,2.561,50,37
8029.19,2,carrera,63.65,5.843,371.91,2.677,50,38
8030.19,2,carrera,61.79,8.668,535.6,2.643,50,38
8031.19,2,carrera,60.78,3.037,184.59,2.525,50,38
8032.19,2,carrera,61.83,2.588,160.02,2.575,50,37
8033.19,2,carrera,61.83,4.228,261.42,2.745,50,39
8034.19,2,carrera,60.59,6.327,383.35,2.656,50,39
8035.19,2,carrera,61.76,3.933,242.9,2.563,50,38
8036.19,2,carrera,62.12,3.118,193.69,2.585,50,38
8037.19,2,carrera,61.6,6.425,395.78,2.742,50,39
8038.19,2,carrera,60.04,6.155,369.55,2.664,50,38
8039.19,2,carrera,60.78,2.166,131.65,2.511,50,39
8040.19,2,carrera,62.02,4.269,264.76,2.626,50,38
8041.19,2,carrera,62.38,6.834,426.3,2.738,50,39
8042.19,2,carrera,60.46,4.815,291.11,2.626,50,37
8043.19,2,carrera,61.57,3.488,214.76,2.566,50,39
8044.19,2,carrera,61.53,5.11,314.42,2.653,50,38
8045.19,2,carrera,61.57,6.008,369.91,2.741,50,39
8046.19,2,carrera,61.01,4.036,246.24,2.586,50,38
8047.19,2,carrera,61.83,1.934,119.58,2.573,50,38
8048.19,2,carrera,60.2,3.076,185.18,2.661,50,37
8049.19,2,carrera,61.47,7.426,456.48,2.729,50,37
8050.19,2,carrera,61.99,5.164,320.12,2.544,50,38
8051.19,2,carrera,61.86,2.67,165.17,2.605,50,38
8052.19,2,carrera,62.05,5.931,368.02,2.734,50,37
8053.19,2,carrera,60.2,5.336,321.23,2.599,50,37
8054.19,2,carrera,61.79,3.266,201.81,2.547,50,38
8055.19,2,carrera,61.89,5.375,332.66,2.668,50,38
8056.19,2,carrera,62.02,8.374,519.36,2.694,50,36
8057.2,2,carrera,61.21,3.652,223.54,2.548,50,37
8058.19,2,carrera,61.99,3.602,223.29,2.61,50,38
8059.19,2,carrera,61.27,7.218,442.25,2.725,50,38
8060.19,2,carrera,60.95,6.075,370.27,2.664,50,37
8061.19,2,carrera,62.51,2.894,180.9,2.586,50,38
8062.19,2,carrera,62.05,3.413,211.78,2.578,50,38
8063.2,2,carrera,61.53,4.604,283.28,2.739,50,37
8064.2,2,carrera,61.53,6.488,399.21,2.648,50,37
8065.2,2,carrera,61.63,4.095,252.37,2.57,50,38
8066.2,2,carrera,62.09,3.711,230.42,2.58,50,38
8067.2,2,carrera,61.92,7.584,469.6,2.702,50,39
8068.2,2,carrera,60.88,5.382,327.66,2.563,50,38
8069.2,2,carrera,61.37,3.748,230.01,2.552,50,38
8070.2,2,carrera,62.22,3.198,198.98,2.644,50,37
8071.2,2,carrera,61.83,5.149,318.36,2.725,50,38
8072.2,2,carrera,62.41,5.278,329.4,2.552,50,36
8073.2,2,carrera,61.17,3.434,210.06,2.549,50,37
8074.2,2,carrera,61.6,6.298,387.96,2.68,50,37
8075.2,2,carrera,61.14,6.338,387.51,2.636,50,37
8076.2,2,carrera,60.75,2.59,157.34,2.536,50,38
8077.2,2,carrera,62.09,4.036,250.6,2.624,50,38
8078.2,2,carrera,62.38,8.301,517.82,2.725,50,39
8079.2,2,carrera,61.11,2.302,140.68,2.533,50,37
8080.2,2,carrera,61.89,3.792,234.69,2.644,50,37
8081.2,2,carrera,61.37,5.239,321.52,2.677,50,38
8082.2,2,carrera,60.88,7.023,427.56,2.695,50,38
8083.2,2,carrera,62.22,3.242,201.72,2.536,50,38
8084.2,2,carrera,61.7,2.834,174.86,2.559,50,37
8085.2,2,carrera,62.05,3.874,240.38,2.73,50,37
8086.2,2,carrera,63.32,5.038,319.01,2.601,50,37
8087.2,2,carrera,61.83,3.173,196.19,2.592,50,37
8088.2,2,carrera,62.18,4.981,309.72,2.643,50,39
8089.2,2,carrera,61.92,6.233,385.95,2.745,50,37
8090.2,2,carrera,59.65,4.819,287.45,2.56,50,37
8091.2,2,carrera,61.83,2.597,160.57,2.548,50,38
8092.2,2,carrera,61.21,4.828,295.52,2.688,50,38
8093.2,2,carrera,61.47,6.21,381.73,2.656,50,38
8094.2,2,carrera,61.6,4.199,258.66,2.571,50,37
8095.2,2,carrera,61.37,4.544,278.87,2.589,50,38
8096.2,2,carrera,61.21,6.129,375.16,2.757,50,37
8097.2,2,carrera,59.87,5.449,326.23,2.552,50,36
8098.2,2,carrera,62.38,3.5,218.33,2.517,50,38
8099.2,2,carrera,61.37,4.452,273.22,2.61,50,37
8100.2,2,carrera,61.53,9.441,580.9,2.714,50,38
8101.2,2,carrera,61.3,3.932,241.03,2.577,50,37
8102.2,2,carrera,61.96,3.942,244.25,2.608,50,39
8103.2,2,carrera,60.98,5.537,337.65,2.694,50,38
8104.2,2,carrera,61.34,7.01,429.99,2.632,50,38
8105.2,2,carrera,61.37,3.556,218.23,2.522,50,38
8106.2,2,carrera,62.35,5.291,329.89,2.611,50,38
8107.2,2,carrera,62.02,3.64,225.75,2.75,50,37
8108.2,2,carrera,61.6,4.407,271.47,2.593,50,37
8109.2,2,carrera,61.44,3.648,224.13,2.59,50,37
8110.2,2,carrera,62.22,6.58,409.41,2.658,50,39
8111.2,2,carrera,61.5,8.27,508.6,2.611,50,37
8112.2,2,carrera,61.14,3.443,210.51,2.52,50,38
8113.2,2,carrera,61.63,4.798,295.7,2.621,50,37
8114.2,2,carrera,61.76,6.072,375.01,2.74,50,37
8115.2,2,carrera,62.09,5.188,322.12,2.563,50,38
8116.2,2,carrera,61.92,3.367,208.48,2.571,50,39
8117.2,2,carrera,61.21,5.737,351.16,2.741,50,37
8118.2,2,carrera,61.6,7.629,469.95,2.616,50,38
8119.2,2,carrera,60.3,2.949,177.82,2.544,50,37
8120.21,2,carrera,61.79,3.83,236.66,2.633,50,39
8121.21,2,carrera,61.89,5.397,334.02,2.707,50,38
8122.21,2,carrera,62.38,4.832,301.42,2.578,50,39
8123.21,2,carrera,61.7,2.975,183.56,2.594,50,38
8124.21,2,carrera,61.04,4.187,255.57,2.668,50,37
8125.21,2,carrera,61.7,7.186,443.38,2.699,50,38
8126.21,2,carrera,61.44,4.842,297.49,2.577,50,38
8127.21,2,carrera,61.21,2.285,139.86,2.569,50,38
8128.21,2,carrera,61.34,5.967,366.02,2.644,50,37
8129.21,2,carrera,59.91,6.536,391.57,2.645,50,37
8130.21,2,carrera,61.57,3.522,216.85,2.552,50,37
8131.21,2,carrera,62.41,3.807,237.59,2.634,50,38
8132.21,2,carrera,61.96,6.495,402.43,2.758,50,37
8133.21,2,carrera,61.01,7.601,463.74,2.619,50,38
8134.21,2,carrera,61.5,3.464,213.04,2.525,50,38
8135.21,2,carrera,62.61,3.581,224.21,2.586,50,38
8136.21,2,carrera,61.83,4.174,258.08,2.738,50,38
8137.21,2,carrera,61.83,5.632,348.23,2.582,50,39
8138.21,2,carrera,61.01,2.804,171.07,2.573,50,38
8139.21,2,carrera,61.7,5.638,347.86,2.677,50,38
8140.21,2,carrera,60.69,7.594,460.88,2.679,50,38
8141.21,2,carrera,61.63,3.395,209.23,2.526,50,37
8142.21,2,carrera,62.12,2.81,174.56,2.579,50,37
8143.21,2,carrera,61.5,3.521,216.54,2.665,50,38
8144.21,2,carrera,61.11,5.547,338.98,2.613,50,38
8145.21,2,carrera,61.37,3.428,210.38,2.592,50,38
8146.21,2,carrera,61.14,4.198,256.67,2.662,50,38
8147.21,2,carrera,61.96,8.411,521.15,2.713,50,37
8148.21,2,carrera,60.95,4.154,253.19,2.543,50,37
8149.21,2,carrera,61.4,2.678,164.43,2.588,50,39
8150.21,2,carrera,61.7,5.103,314.86,2.733,50,37
8151.21,2,carrera,60.17,5.757,346.4,2.615,50,39
8152.21,2,carrera,61.04,2.901,177.08,2.564,50,37
8153.21,2,carrera,61.47,4.847,297.95,2.665,50,39
8154.21,2,carrera,61.53,9.6,590.69,2.709,50,37
8155.21,2,carrera,61.83,4.967,307.11,2.547,50,38
8156.21,2,carrera,62.05,3.64,225.86,2.598,50,38
8157.21,2,carrera,61.86,3.681,227.71,2.757,50,39
8158.21,2,carrera,60.95,4.001,243.86,2.605,50,37
8159.21,2,carrera,61.89,4.079,252.45,2.574,50,37
8160.21,2,carrera,62.09,4.471,277.6,2.616,50,37
8161.21,2,carrera,61.37,5.814,356.81,2.728,50,37
8162.21,2,carrera,59.94,5.321,318.94,2.532,50,38
8163.21,2,carrera,61.57,2.231,137.36,2.546,50,37
8164.21,2,carrera,61.34,4.173,255.97,2.699,50,36
8165.21,2,carrera,61.14,8.306,507.83,2.669,50,38
8166.21,2,carrera,61.17,4.674,285.91,2.59,50,36
8167.21,2,carrera,61.99,3.863,239.47,2.602,50,38
8168.21,2,carrera,61.27,4.637,284.11,2.677,50,38
8169.21,2,carrera,62.12,9.368,581.94,2.689,50,37
8170.21,2,carrera,61.53,4.599,282.98,2.519,50,38
8171.21,2,carrera,61.44,2.462,151.27,2.58,50,37
8172.21,2,carrera,62.44,4.743,296.15,2.729,50,39
8173.21,2,carrera,60.85,5.213,317.21,2.606,50,37
8174.21,2,carrera,61.92,3.852,238.52,2.554,50,38
8175.21,2,carrera,61.83,4.809,297.34,2.683,50,38
8176.21,2,carrera,61.04,8.451,515.85,2.704,50,37
8177.21,2,carrera,61.53,5.198,319.83,2.55,50,38
8178.21,2,carrera,61.99,3.687,228.56,2.566,50,36
8179.21,2,carrera,60.82,4.478,272.35,2.739,50,37
8180.21,2,carrera,60.85,4.191,255.02,2.659,50,38
8181.21,2,carrera,61.79,3.822,236.16,2.576,50,37
8182.21,2,carrera,62.41,3.717,231.98,2.589,50,37
8183.21,2,carrera,62.15,4.77,296.46,2.732,50,37
8184.21,2,carrera,62.31,6.001,373.92,2.562,50,37
8185.21,2,carrera,61.37,2.877,176.56,2.548,50,36
8186.21,2,carrera,61.83,4.54,280.71,2.653,50,37
8187.21,2,carrera,62.12,8.573,532.55,2.667,50,37
8188.21,2,carrera,61.96,4.703,291.4,2.57,50,36
8189.21,2,carrera,62.96,3.932,247.56,2.597,50,37
8190.21,2,carrera,61.5,5.105,313.96,2.711,50,37
8191.22,2,carrera,61.76,8.201,506.49,2.605,50,37
8192.22,2,carrera,61.5,3.988,245.26,2.501,50,36
8193.22,2,carrera,61.4,4.625,283.98,2.601,50,37
8194.22,2,carrera,61.53,4.117,253.32,2.754,50,37
8195.22,2,carrera,61.01,6.317,385.4,2.655,50,38
8196.22,2,carrera,61.83,3.622,223.95,2.597,50,39
8197.22,2,carrera,61.99,4.959,307.41,2.559,50,38
8198.22,2,carrera,62.41,5.661,353.3,2.689,50,38
8199.22,2,carrera,61.27,6.179,378.59,2.648,50,37
8200.22,2,carrera,62.12,2.797,173.75,2.525,50,38
8201.22,2,carrera,62.54,3.577,223.71,2.606,50,37
8202.22,2,carrera,61.66,4.313,265.94,2.715,50,37
8203.22,2,carrera,61.17,4.437,271.41,2.578,50,37
8204.22,2,carrera,61.66,3.879,239.18,2.556,50,36
8205.22,2,carrera,61.37,4.53,278.01,2.632,50,38
8206.22,2,carrera,61.47,10.442,641.87,2.694,50,37
8207.22,2,carrera,61.08,4.607,281.4,2.546,50,38
8208.22,2,carrera,61.66,3.464,213.59,2.543,50,38
8209.22,2,carrera,61.5,5.603,344.58,2.737,50,37
8210.22,2,carrera,61.53,9.304,572.48,2.704,50,36
8211.22,2,carrera,60.52,3.592,217.39,2.617,50,37
8212.22,2,carrera,61.47,3.695,227.13,2.595,50,37
8213.22,2,carrera,62.09,5.706,354.29,2.673,50,36
8214.22,2,carrera,62.02,6.822,423.1,2.748,50,37
8215.22,2,carrera,60.2,2.593,156.1,2.567,50,37
8216.22,2,carrera,61.79,3.239,200.14,2.555,50,37
8217.22,2,carrera,61.08,3.609,220.44,2.663,50,38
8218.22,2,carrera,62.25,7.364,458.41,2.682,50,37
8219.22,2,carrera,61.6,4.464,274.98,2.554,50,36
8220.22,2,carrera,61.53,3.068,188.77,2.575,50,37
8221.22,2,carrera,61.11,5.231,319.67,2.724,50,38
8222.22,2,carrera,60.23,7.524,453.17,2.651,50,38
8223.22,2,carrera,61.5,4.704,289.3,2.567,50,37
8224.22,2,carrera,61.7,4.035,248.96,2.611,50,38
8225.22,2,carrera,61.3,4.395,269.41,2.772,50,37
8226.22,2,carrera,61.6,6.247,384.82,2.622,50,38
8227.22,2,carrera,61.5,4.199,258.24,2.562,50,37
8228.22,2,carrera,62.31,5.734,357.29,2.643,50,36
8229.22,2,carrera,61.96,7.296,452.06,2.728,50,37
8230.22,2,carrera,61.44,3.678,225.98,2.563,50,38
8231.22,2,carrera,61.47,3.029,186.19,2.52,50,37
8232.22,2,carrera,61.7,5.562,343.18,2.659,50,37
8233.22,2,carrera,60.13,6.988,420.19,2.64,50,36
8234.22,2,carrera,60.98,3.683,224.59,2.557,50,38
8235.22,2,carrera,62.02,5.139,318.72,2.671,50,37
8236.22,2,carrera,61.76,4.686,289.41,2.749,50,37
8237.22,2,carrera,62.44,4.094,255.63,2.581,50,38
8238.22,2,carrera,61.96,3.422,212.03,2.538,50,36
8239.22,2,carrera,60.65,4.187,253.94,2.656,50,36
8240.22,2,carrera,61.4,5.756,353.42,2.695,50,36
8241.22,2,carrera,62.12,4.506,279.91,2.574,50,38
8242.22,2,carrera,61.7,3.083,190.22,2.58,50,37
8243.22,2,carrera,61.44,5.938,364.83,2.718,50,37
8244.22,2,carrera,60.23,4.758,286.57,2.555,50,36
8245.22,2,carrera,62.18,2.63,163.53,2.529,50,36
8246.22,2,carrera,62.02,4.488,278.35,2.677,50,38
8247.22,2,carrera,61.7,7.567,466.88,2.639,50,38
8248.22,2,carrera,61.44,3.88,238.39,2.543,50,37
8249.22,2,carrera,61.73,6.464,399.02,2.641,50,38
8250.22,2,carrera,61.99,7.448,461.7,2.763,51,39
8251.22,2,carrera,60.95,5.255,320.29,2.58,50,36
8252.22,2,carrera,60.78,2.3,139.79,2.55,50,38
8253.22,2,carrera,61.47,4.244,260.88,2.619,50,36
8254.22,2,carrera,62.25,8.444,525.64,2.708,50,39
8255.22,2,carrera,61.04,4.179,255.09,2.538,50,37
8256.22,2,carrera,61.3,4.644,284.68,2.612,50,37
8257.22,2,carrera,62.18,5.498,341.87,2.776,50,38
8258.22,2,carrera,60.72,5.759,349.69,2.593,50,37
8259.22,2,carrera,60.72,2.65,160.91,2.528,50,38
8260.22,2,carrera,61.6,5.584,343.97,2.641,50,38
8261.22,2,carrera,61.6,7.114,438.22,2.719,50,38
8262.22,2,carrera,60.78,2.182,132.62,2.547,50,36
8263.22,2,carrera,62.31,3.377,210.42,2.592,50,36
8264.22,2,carrera,61.89,6.388,395.35,2.666,50,37
8265.22,2,carrera,61.01,9.364,571.3,2.717,50,37
8266.22,2,carrera,60.13,4.755,285.92,2.537,50,38
8267.22,2,carrera,61.76,2.349,145.07,2.57,50,38
8268.22,2,carrera,61.76,4.836,298.67,2.667,50,38
8269.22,2,carrera,61.63,6.039,372.18,2.719,50,39
8270.22,2,carrera,61.66,4.903,302.32,2.557,50,38
8271.22,2,carrera,61.63,3.542,218.29,2.561,50,38
8272.22,2,carrera,61.24,5.576,341.47,2.685,50,38
8273.22,2,carrera,62.18,4.841,301.01,2.766,50,37
8274.22,2,carrera,62.7,3.979,249.48,2.578,50,38
8275.22,2,carrera,61.4,2.436,149.57,2.548,50,36
8276.22,2,carrera,61.44,4.878,299.7,2.655,50,38
8277.22,2,carrera,61.3,5.755,352.78,2.707,50,38
8278.22,2,carrera,61.66,4.066,250.71,2.588,50,37
8279.22,2,carrera,61.66,2.783,171.6,2.578,50,38
8280.22,2,carrera,61.34,5.886,361.05,2.732,50,37
8281.22,2,carrera,60.85,6.298,383.23,2.673,50,36
8282.22,2,carrera,61.83,4.624,285.9,2.551,50,37
8283.22,2,carrera,61.53,4.064,250.06,2.59,50,37
8284.22,2,carrera,61.83,3.36,207.75,2.746,50,39
8285.22,2,carrera,61.53,4.851,298.48,2.647,50,38
8286.22,2,carrera,61.86,3.815,236.0,2.583,50,37
8287.22,2,carrera,62.22,3.966,246.76,2.619,50,38
8288.22,2,carrera,60.95,4.7,286.47,2.702,50,36
8289.22,2,carrera,61.44,5.991,368.09,2.658,50,38
8290.22,2,carrera,61.76,4.42,272.98,2.523,50,36
8291.22,2,carrera,62.02,3.186,197.6,2.598,50,38
8292.22,2,carrera,62.15,5.848,363.45,2.745,50,38
8293.22,2,carrera,59.87,4.257,254.87,2.571,50,38
8294.22,2,carrera,61.5,3.321,204.24,2.547,50,39
8295.23,2,carrera,60.91,4.571,278.42,2.674,50,36
8296.23,2,carrera,61.44,8.22,505.04,2.703,50,38
8297.23,2,carrera,61.34,5.725,351.17,2.553,50,38
8298.23,2,carrera,62.09,3.184,197.69,2.547,50,37
8299.23,2,carrera,60.62,4.998,302.98,2.659,50,36
8300.23,2,carrera,61.08,5.905,360.68,2.681,50,37
8301.23,2,carrera,61.99,5.545,343.73,2.562,50,36
8302.23,2,carrera,62.28,3.791,236.1,2.571,50,37
8303.23,2,carrera,61.37,4.906,301.08,2.745,50,37
8304.23,2,carrera,61.01,6.963,424.81,2.603,50,37
8305.23,2,carrera,61.53,3.634,223.6,2.526,50,36
8306.23,2,carrera,61.76,4.302,265.69,2.593,50,36
8307.23,2,carrera,61.79,7.142,441.3,2.723,50,38
8308.23,2,carrera,61.08,4.694,286.71,2.572,50,38
8309.23,2,carrera,60.88,3.229,196.58,2.61,50,37
8310.23,2,carrera,60.1,3.895,234.09,2.664,50,38
8311.23,2,carrera,61.99,8.074,500.51,2.668,50,38
8312.23,2,carrera,61.96,5.714,354.04,2.568,50,38
8313.23,2,carrera,61.27,3.112,190.67,2.57,50,38
8314.23,2,carrera,61.34,5.78,354.55,2.694,50,38
8315.23,2,carrera,59.58,6.733,401.15,2.646,50,36
8316.23,2,carrera,61.01,3.847,234.71,2.561,50,36
8317.23,2,carrera,62.25,4.939,307.45,2.624,50,38
8318.23,2,carrera,61.76,5.689,351.35,2.772,50,37
8319.23,2,carrera,61.99,8.948,554.69,2.624,50,38
8320.23,2,carrera,61.4,4.005,245.91,2.539,50,37
8321.23,2,carrera,62.48,3.543,221.37,2.597,50,37
8322.23,2,carrera,61.83,4.063,251.22,2.736,50,37
8323.23,2,carrera,61.14,6.076,371.49,2.581,51,36
