t_s,lat,lon,elevacion_m,dist_acum_m,temp_aire_c
8027,36.41965091228485,128.2396822795272,57.79999923706055,21411.0,17.0
8028,36.41967563889921,128.23967222124338,57.79999923706055,21413.9,17.0
8029,36.41970036551356,128.23966174386442,57.79999923706055,21416.8,17.0
8030,36.41972576268017,128.23965285904706,57.79999923706055,21419.7,17.0
8031,36.419751746580005,128.23964389041066,57.79999923706055,21422.7,17.0
8032,36.41977555118501,128.23963517323136,57.79999923706055,21425.5,17.0
8033,36.41980027779937,128.2396270427853,57.79999923706055,21428.3,17.0
8034,36.41982425004244,128.2396196667105,57.79999923706055,21431.1,17.0
8035,36.41984646208584,128.239613045007,57.79999923706055,21433.6,17.0
8036,36.419869093224406,128.23960608802736,57.79999923706055,21436.2,17.0
8037,36.41989231109619,128.23959938250482,57.79999923706055,21438.8,17.0
8038,36.41991787590087,128.2395916711539,57.79999923706055,21441.8,17.0
8039,36.41994344070554,128.23958404362202,57.79999923706055,21444.7,17.0
8040,36.41996841877699,128.239576080814,57.79999923706055,21447.6,17.0
8041,36.419993648305535,128.23956820182502,57.79999923706055,21450.4,17.0
8042,36.4200194645673,128.2395609933883,57.79999923706055,21453.4,17.0
8043,36.42004461027682,128.23955353349447,57.79999923706055,21456.3,17.0
8044,36.4200699236244,128.23954691179097,57.79999923706055,21459.1,17.0
8045,36.42009431496263,128.23954070918262,57.79999923706055,21461.9,17.0
8046,36.42011887393892,128.23953526094556,57.79999923706055,21464.7,17.0
8047,36.42014368437231,128.23953014798462,57.79999923706055,21467.5,17.0
8048,36.42016933299601,128.23952369391918,57.79999923706055,21470.4,17.0
8049,36.42019556835294,128.23951648548243,57.79999923706055,21473.4,17.0
8050,36.42021811567247,128.23950986377895,57.79999923706055,21476.0,17.0
8051,36.420243261381984,128.2395036611706,57.79999923706055,21478.8,17.0
8052,36.420269664376974,128.23949670419097,57.79999923706055,21481.8,17.0
8053,36.420294642448425,128.2394899148494,57.79999923706055,21484.6,17.0
8054,36.42032230272889,128.2394830416888,57.79999923706055,21487.8,17.0
8055,36.42034904100001,128.23947675526142,57.79999923706055,21490.8,17.0
8056,36.42037502489984,128.23947214521468,57.79999923706055,21493.7,17.0
8057,36.42039941623807,128.23946627788246,57.79999923706055,21496.5,17.0
8058,36.42042389139533,128.23946074582636,57.79999923706055,21499.3,17.0
8059,36.4204478636384,128.23945571668446,57.79999923706055,21502.0,17.0
8060,36.42047133296728,128.23945060372353,57.79999923706055,21504.6,16.0
8061,36.42049614340067,128.23944624513388,57.79999923706055,21507.4,16.0
8062,36.42052170820534,128.23944255709648,57.79999923706055,21510.3,17.0
8063,36.42054769210517,128.23943937197328,57.79999923706055,21513.2,17.0
8064,36.42057275399566,128.23943115770817,57.79999923706055,21516.0,17.0
8065,36.42059706151485,128.23942168615758,57.79999923706055,21518.9,17.0
8066,36.420623045414686,128.23941498063505,57.79999923706055,21521.8,17.0
8067,36.42064911313355,128.23941053822637,57.79999923706055,21524.8,17.0
8068,36.42067534849048,128.2394066825509,57.79999923706055,21527.7,17.0
8069,36.420700661838055,128.23940358124673,57.79999923706055,21530.5,17.0
8070,36.42072790302336,128.2393995579332,57.79999923706055,21533.6,17.0
8071,36.42075438983738,128.23939637281,57.79999923706055,21536.5,17.0
8072,36.42078028991818,128.2393931876868,57.79999923706055,21539.4,17.0
8073,36.4208056870848,128.23939092457294,57.79999923706055,21542.3,17.0
8074,36.42083091661334,128.23938723653555,57.79999923706055,21545.1,17.0
8075,36.42085690051317,128.2393823750317,57.79999923706055,21548.0,17.0
8076,36.42088254913688,128.2393773458898,57.79999923706055,21550.9,17.0
8077,36.42090601846576,128.23937323875725,57.79999923706055,21553.5,16.0
8078,36.42092999070883,128.23936946690085,57.79999923706055,21556.2,17.0
8079,36.42095706425607,128.23936527594924,57.79999923706055,21559.2,17.0
8080,36.42098405398429,128.23936158791184,57.79999923706055,21562.3,17.0
8081,36.421011462807655,128.23935823515058,57.79999923706055,21565.3,17.0
8082,36.42103870399296,128.23935505002737,57.79999923706055,21568.4,16.0
8083,36.42106502316892,128.23935236781836,58.0,21571.3,16.0
8084,36.42108991742134,128.2393493503332,57.79999923706055,21574.1,17.0
8085,36.42111514694989,128.23934549465775,57.79999923706055,21576.9,16.0
8086,36.42114012502134,128.2393421418965,57.79999923706055,21579.7,17.0
8087,36.42116585746408,128.23933887295425,57.79999923706055,21582.6,17.0
8088,36.42119066789746,128.23933535255492,57.79999923706055,21585.4,17.0
8089,36.4212145563215,128.23933325707912,57.79999923706055,21588.0,16.0
8090,36.42124028876424,128.2393315806985,57.79999923706055,21590.9,16.0
8091,36.42126535065472,128.23932965286076,57.79999923706055,21593.7,17.0
8092,36.42129032872617,128.23932831175625,57.79999923706055,21596.5,17.0
8093,36.42131530679762,128.23932504281402,57.79999923706055,21599.3,17.0
8094,36.421341290697455,128.23932194150984,57.79999923706055,21602.2,16.0
8095,36.42136752605438,128.23931934311986,57.79999923706055,21605.1,16.0
8096,36.42139418050647,128.23931699618697,57.79999923706055,21608.1,17.0
8097,36.421421421691775,128.23931557126343,57.79999923706055,21611.1,16.0
8098,36.42144807614386,128.2393138948828,57.79999923706055,21614.1,17.0
8099,36.42147447913885,128.2393107097596,57.79999923706055,21617.0,16.0
8100,36.42150021158159,128.23930802755058,57.79999923706055,21619.9,16.0
8101,36.42152493819594,128.23930526152253,57.79999923706055,21622.6,17.0
8102,36.4215499162674,128.23930216021836,57.79999923706055,21625.4,16.0
8103,36.42157497815788,128.2392972148955,57.79999923706055,21628.2,16.0
8104,36.42159903421998,128.23929260484874,57.79999923706055,21631.0,17.0
8105,36.42162401229143,128.2392884977162,58.0,21633.8,16.0
8106,36.421648152172565,128.23928489349782,57.79999923706055,21636.5,16.0
8107,36.42167145386338,128.2392816245556,58.0,21639.1,16.0
8108,36.421697018668056,128.239280031994,58.0,21641.9,16.0
8109,36.4217224996537,128.2392776012421,58.0,21644.8,16.0
8110,36.42174806445837,128.23927642777562,58.0,21647.6,17.0
8111,36.421774132177234,128.2392769306898,58.0,21650.5,17.0
8112,36.42180196009576,128.23927659541368,58.0,21653.6,17.0
8113,36.42182853072882,128.23927751742303,58.0,21656.5,16.0
8114,36.421854766085744,128.23927701450884,58.0,21659.5,16.0
8115,36.421880247071385,128.23927357792854,58.0,21662.3,16.0
8116,36.42190388403833,128.23927014134824,58.0,21665.0,16.0
8117,36.42192777246237,128.23926796205342,58.0,21667.6,16.0
8118,36.42195417545736,128.23926569893956,58.0,21670.6,17.0
8119,36.42198116518557,128.23926293291152,58.0,21673.6,16.0
8120,36.42200664617121,128.23926066979766,58.0,21676.4,17.0
8121,36.42203279770911,128.23925966396928,58.0,21679.3,16.0
8122,36.42205886542797,128.2392594963312,58.0,21682.2,16.0
8123,36.42208317294717,128.23925899341702,58.0,21684.9,16.0
8124,36.42210965976119,128.2392599992454,58.0,21687.9,16.0
8125,36.42213497310877,128.2392605021596,58.0,21690.7,16.0
8126,36.422161208465695,128.23926108889282,58.0,21693.6,16.0
8127,36.42218786291778,128.23926201090217,58.0,21696.6,16.0
8128,36.42221376299858,128.23926335200667,58.0,21699.5,17.0
8129,36.42223907634616,128.239264190197,58.0,21702.3,16.0
8130,36.42226363532245,128.23926402255893,58.0,21705.0,16.0
8131,36.42228836193681,128.23926217854023,58.0,21707.8,16.0
8132,36.422314597293735,128.23926083743572,58.0,21710.7,16.0
8133,36.42234108410776,128.2392613403499,58.0,21713.6,16.0
8134,36.422365978360176,128.2392618432641,58.0,21716.4,16.0
8135,36.42239145934582,128.23926217854023,58.0,21719.2,16.0
8136,36.42241794615984,128.23926385492086,58.0,21722.2,17.0
8137,36.4224424213171,128.23926611803472,58.0,21724.9,16.0
8138,36.42246714793146,128.23926670476794,58.0,21727.7,16.0
8139,36.42249195836485,128.2392678782344,58.0,21730.4,16.0
8140,36.42251727171242,128.23926905170083,58.0,21733.2,16.0
8141,36.422542333602905,128.2392705604434,58.0,21736.0,16.0
8142,36.4225668925792,128.23927257210016,58.0,21738.8,16.0
8143,36.42259354703128,128.2392737455666,58.0,21741.7,16.0
8144,36.422619950026274,128.23927416466177,58.0,21744.7,16.0
8145,36.42264610156417,128.2392758410424,58.0,21747.6,17.0
8146,36.42267300747335,128.2392779365182,58.0,21750.6,16.0
8147,36.42269966192544,128.23928095400333,58.0,21753.5,16.0
8148,36.42272564582527,128.23928330093622,58.0,21756.4,16.0
8149,36.42275079153478,128.23928330093622,58.0,21759.2,16.0
8150,36.42277551814914,128.23928388766944,58.0,21762.0,16.0
8151,36.4227999933064,128.23928497731686,58.0,21764.7,16.0
8152,36.42282438464463,128.23928656987846,58.0,21767.4,16.0
8153,36.42285003326833,128.23928874917328,58.0,21770.3,16.0
8154,36.42287618480623,128.23929176665845,58.0,21773.2,16.0
8155,36.42290267162025,128.23929520323873,58.0,21776.2,16.0
8156,36.422929326072335,128.23929931037128,58.0,21779.2,16.0
8157,36.42295556142926,128.2393035013229,58.0,21782.1,16.0
8158,36.42298053950071,128.23930660262704,58.0,21784.9,16.0
8159,36.42300467938185,128.23930936865509,58.0,21787.6,16.0
8160,36.42302999272943,128.23931297287345,58.0,21790.4,16.0
8161,36.42305564135313,128.2393173314631,58.0,21793.3,16.0
8162,36.42308137379587,128.23932194150984,58.0,21796.2,16.0
8163,36.42310727387667,128.2393265515566,58.0,21799.1,16.0
8164,36.42313292250037,128.23932956904173,57.79999923706055,21802.0,16.0
8165,36.42315907403827,128.2393324188888,57.79999923706055,21804.9,16.0
8166,36.423183884471655,128.23933602310717,57.79999923706055,21807.7,16.0
8167,36.42320886254311,128.23934063315392,57.79999923706055,21810.5,16.0
8168,36.42323333770037,128.2393432315439,57.79999923706055,21813.2,16.0
8169,36.42325680702925,128.2393464166671,57.79999923706055,21815.8,16.0
8170,36.42328094691038,128.23935018852353,57.79999923706055,21818.5,16.0
8171,36.42330785281956,128.23935287073255,58.0,21821.5,16.0
8172,36.42333551310003,128.23935454711318,58.0,21824.6,16.0
8173,36.42336342483759,128.23935664258897,58.0,21827.7,16.0
8174,36.423390582203865,128.23936007916927,58.0,21830.8,16.0
8175,36.42341732047498,128.23936209082603,58.0,21833.7,16.0
8176,36.42344255000353,128.23936452157795,57.79999923706055,21836.5,16.0
8177,36.42346853390336,128.23936653323472,58.0,21839.4,16.0
8178,36.42349284142256,128.23936896398664,57.79999923706055,21842.1,16.0
8179,36.42351781949401,128.23937131091952,57.79999923706055,21844.9,16.0
8180,36.42354330047965,128.23937424458563,57.79999923706055,21847.8,16.0
8181,36.42356903292239,128.23937818408012,57.79999923706055,21850.7,16.0
8182,36.42359510064125,128.23938229121268,57.79999923706055,21853.6,16.0
8183,36.42362200655043,128.2393865659833,57.79999923706055,21856.6,16.0
8184,36.42364690080285,128.23939117603004,57.79999923706055,21859.4,16.0
8185,36.4236702863127,128.23939494788647,57.79999923706055,21862.0,16.0
8186,36.42369358800352,128.23939637281,57.79999923706055,21864.6,16.0
8187,36.42371806316078,128.23939838446677,57.59999847412109,21867.3,16.0
8188,36.4237429574132,128.2394014019519,57.59999847412109,21870.1,16.0
8189,36.4237686060369,128.2394034974277,57.59999847412109,21873.0,16.0
8190,36.423793751746416,128.23940517380834,57.59999847412109,21875.8,16.0
8191,36.42381923273206,128.23940760456026,57.59999847412109,21878.6,16.0
8192,36.42384563572705,128.23941095732152,57.59999847412109,21881.6,16.0
8193,36.4238722063601,128.23941414244473,57.59999847412109,21884.5,16.0
8194,36.423898357898,128.23941707611084,57.59999847412109,21887.5,16.0
8195,36.42392341978848,128.23942009359598,57.59999847412109,21890.3,16.0
8196,36.42394823022187,128.23942344635725,57.59999847412109,21893.0,16.0
8197,36.423973543569446,128.2394270505756,57.59999847412109,21895.9,16.0
8198,36.42399961128831,128.2394309900701,57.59999847412109,21898.8,16.0
8199,36.42402576282621,128.23943744413555,57.59999847412109,21901.8,16.0
8200,36.42404898069799,128.2394436467439,57.59999847412109,21904.4,16.0
8201,36.424072198569775,128.23945144191384,57.59999847412109,21907.1,16.0
8202,36.424096170812845,128.23945303447545,57.59999847412109,21909.7,16.0
8203,36.42412123270333,128.23944699950516,57.59999847412109,21912.6,16.0
8204,36.42414780333638,128.2394495140761,57.59999847412109,21915.5,16.0
8205,36.42417437396944,128.2394537050277,57.59999847412109,21918.5,16.0
8206,36.4242001902312,128.2394584827125,57.59999847412109,21921.4,16.0
8207,36.42422676086426,128.23946208693087,57.59999847412109,21924.4,16.0
8208,36.4242538344115,128.2394637633115,57.59999847412109,21927.4,16.0
8209,36.42428208142519,128.23946602642536,57.59999847412109,21930.6,16.0
8210,36.424307730048895,128.23946896009147,57.59999847412109,21933.4,16.0
8211,36.42433421686292,128.23947340250015,57.59999847412109,21936.4,16.0
8212,36.42436212860048,128.23947926983237,57.59999847412109,21939.5,16.0
8213,36.42438828013837,128.23948019184172,57.59999847412109,21942.4,16.0
8214,36.424413761124015,128.23948044329882,57.59999847412109,21945.3,16.0
8215,36.42443848773837,128.23948496952653,57.400001525878906,21948.1,16.0
8216,36.42446279525757,128.23948798701167,57.400001525878906,21950.8,16.0
8217,36.424486599862576,128.23949167504907,57.400001525878906,21953.4,16.0
8218,36.42451132647693,128.23949553072453,57.400001525878906,21956.2,16.0
8219,36.4245371427387,128.23950139805677,57.400001525878906,21959.1,16.0
8220,36.42456161789596,128.23950466699898,57.400001525878906,21961.9,16.0
8221,36.4245870988816,128.23950584046543,57.400001525878906,21964.7,16.0
8222,36.42461283132434,128.23950701393187,57.400001525878906,21967.6,16.0
8223,36.4246373064816,128.23950852267444,57.400001525878906,21970.3,16.0
8224,36.4246632065624,128.23951145634055,57.400001525878906,21973.2,16.0
8225,36.42468851990998,128.23951304890215,57.400001525878906,21976.0,16.0
8226,36.42471450380981,128.23951698839664,57.400001525878906,21978.9,16.0
8227,36.42474124208093,128.23952143080533,57.20000076293945,21981.9,16.0
8228,36.42476647160947,128.23952411301434,57.20000076293945,21984.7,16.0
8229,36.42479178495705,128.23952335864303,57.20000076293945,21987.5,16.0
8230,36.42481902614236,128.2395226880908,57.20000076293945,21990.6,16.0
8231,36.424845261499286,128.23952277190983,57.20000076293945,21993.5,16.0
8232,36.42486973665655,128.23952235281467,57.20000076293945,21996.2,16.0
8233,36.424893541261554,128.23952302336693,57.20000076293945,21998.9,16.0
8234,36.42491860315204,128.23952553793788,57.20000076293945,22001.7,16.0
8235,36.42494316212833,128.23952922597528,57.20000076293945,22004.4,16.0
8236,36.424967888742685,128.23953383602202,57.20000076293945,22007.2,16.0
8237,36.42499404028058,128.2395387813449,57.20000076293945,22010.1,16.0
8238,36.425020694732666,128.23954389430585,57.20000076293945,22013.1,16.0
8239,36.425045086070895,128.2395483367145,57.20000076293945,22015.9,16.0
8240,36.425071489065886,128.239552276209,57.20000076293945,22018.8,16.0
8241,36.425098311156034,128.2395527791232,57.20000076293945,22021.8,16.0
8242,36.4251259714365,128.2395536173135,57.20000076293945,22024.9,16.0
8243,36.4251518715173,128.23955487459898,57.400001525878906,22027.8,16.0
8244,36.42517743632197,128.23955697007477,57.400001525878906,22030.6,16.0
8245,36.42520157620311,128.23955898173153,57.400001525878906,22033.3,16.0
8246,36.42522756010294,128.23956141248345,57.400001525878906,22036.2,16.0
8247,36.42525253817439,128.2395644299686,57.400001525878906,22039.0,16.0
8248,36.42527701333165,128.2395673636347,57.400001525878906,22041.7,16.0
8249,36.4253006502986,128.23957046493888,57.400001525878906,22044.4,16.0
8250,36.425325041636825,128.2395744882524,57.20000076293945,22047.1,16.0
8251,36.42534934915602,128.2395784277469,57.20000076293945,22049.8,16.0
8252,36.42537457868457,128.23958278633654,57.20000076293945,22052.7,16.0
8253,36.42539989203215,128.23958697728813,57.20000076293945,22055.5,16.0
8254,36.42542788758874,128.23959125205874,57.20000076293945,22058.6,16.0
8255,36.4254560507834,128.23959636501968,57.20000076293945,22061.8,16.0
8256,36.425482956692576,128.2396006397903,57.20000076293945,22064.8,16.0
8257,36.42550935968757,128.2396045792848,57.20000076293945,22067.8,16.0
8258,36.425535175949335,128.23960868641734,57.20000076293945,22070.7,16.0
8259,36.42556090839207,128.23961212299764,57.20000076293945,22073.6,16.0
8260,36.425584545359015,128.23961564339697,57.20000076293945,22076.2,16.0
8261,36.42560675740242,128.23961933143437,57.20000076293945,22078.7,16.0
8262,36.42563056200743,128.23962343856692,57.20000076293945,22081.4,16.0
8263,36.42565461806953,128.2396273780614,57.20000076293945,22084.1,16.0
8264,36.4256801828742,128.23963114991784,57.20000076293945,22086.9,16.0
8265,36.42570574767888,128.23963626287878,57.20000076293945,22089.8,16.0
8266,36.42573122866452,128.2396416272968,57.20000076293945,22092.7,16.0
8267,36.42575436271727,128.2396455667913,57.20000076293945,22095.3,16.0
8268,36.42577925696969,128.23964816518128,57.20000076293945,22098.1,16.0
8269,36.4258049055934,128.23965202085674,57.20000076293945,22100.9,16.0
8270,36.42583114095032,128.23965621180832,57.20000076293945,22103.9,16.0
8271,36.4258582983166,128.239657972008,57.20000076293945,22106.9,16.0
8272,36.42588587477803,128.23965805582702,57.20000076293945,22110.0,16.0
8273,36.42591303214431,128.2396593131125,57.20000076293945,22113.0,16.0
8274,36.42593826167285,128.2396645937115,57.20000076293945,22115.8,16.0
8275,36.42596181482077,128.23967004194856,57.20000076293945,22118.5,16.0
8276,36.42598637379706,128.2396754063666,57.20000076293945,22121.3,16.0
8277,36.42601051367819,128.23968135751784,57.20000076293945,22124.0,16.0
8278,36.42603532411158,128.23968596756458,57.20000076293945,22126.8,16.0
8279,36.42606155946851,128.23969149962068,57.0,22129.7,16.0
8280,36.42608846537769,128.23969795368612,57.0,22132.8,16.0
8281,36.4261138625443,128.2397026475519,57.0,22135.6,16.0
8282,36.426140516996384,128.23970591649413,57.0,22138.6,16.0
8283,36.42616666853428,128.23970968835056,57.0,22141.6,16.0
8284,36.42619164660573,128.23971513658762,57.0,22144.4,16.0
8285,36.42621503211558,128.23971874080598,57.0,22147.0,16.0
8286,36.4262415189296,128.2397237699479,57.0,22150.0,16.0
8287,36.42626867629588,128.23972871527076,57.0,22153.0,16.0
8288,36.42629340291023,128.23973231948912,57.0,22155.8,16.0
8289,36.42631829716265,128.23973475024104,57.0,22158.6,16.0
8290,36.4263432752341,128.23973709717393,57.0,22161.4,16.0
8291,36.42636900767684,128.2397401984781,57.0,22164.2,16.0
8292,36.42639633268118,128.2397441379726,57.0,22167.3,16.0
8293,36.42642357386649,128.23974782601,57.0,22170.3,16.0
8294,36.42644972540438,128.23975059203804,57.0,22173.3,16.0
8295,36.42647520639002,128.23975168168545,57.0,22176.1,16.0
8296,36.42650244757533,128.23975327424705,57.0,22179.1,16.0
8297,36.426527090370655,128.23975486680865,57.0,22181.9,16.0
8298,36.426552990451455,128.23975754901767,57.0,22184.8,16.0
8299,36.42657788470388,128.23976090177894,57.0,22187.5,16.0
8300,36.42660160548985,128.23976534418762,57.0,22190.2,16.0
8301,36.426625829190016,128.23976936750114,57.0,22192.9,16.0
8302,36.42665206454694,128.23977339081466,57.0,22195.9,16.0
8303,36.42667804844677,128.23977816849947,57.0,22198.8,16.0
8304,36.42670227214694,128.23978227563202,57.0,22201.5,16.0
8305,36.42672649584711,128.23978361673653,57.0,22204.2,16.0
8306,36.42675172537565,128.23978386819363,57.0,22207.0,16.0
8307,36.42677837982774,128.23978495784104,57.0,22210.0,16.0
8308,36.42680486664176,128.23978638276458,57.0,22212.9,16.0
8309,36.42683252692223,128.23978847824037,57.0,22216.0,16.0
8310,36.426858929917216,128.23979124426842,57.0,22218.9,16.0
8311,36.42688306979835,128.23979417793453,57.0,22221.6,16.0
8312,36.42690779641271,128.23979736305773,57.0,22224.4,16.0
8313,36.42693386413157,128.23980113491416,57.0,22227.3,16.0
8314,36.42695875838399,128.23980448767543,57.0,22230.1,16.0
8315,36.426982562989,128.2398073375225,57.0,22232.8,16.0
8316,36.42700779251754,128.2398105226457,57.0,22235.6,16.0
8317,36.42703444696963,128.239813959226,57.0,22238.6,16.0
8318,36.427060179412365,128.23981781490147,57.0,22241.5,16.0
8319,36.42708473838866,128.23982217349112,57.0,22244.2,16.0
8320,36.42710770480335,128.23982602916658,57.20000076293945,22246.8,16.0
8321,36.42713142558932,128.23982988484204,57.20000076293945,22249.4,16.0
8322,36.42715615220368,128.2398321479559,57.20000076293945,22252.2,16.0
8323,36.42718180082738,128.23983198031783,57.20000076293945,22255.1,16.0
8324,36.42720895819366,128.2398321479559,57.20000076293945,22258.1,16.0
8325,36.427236283198,128.23983223177493,57.20000076293945,22261.1,16.0
8326,36.42726268619299,128.23983281850815,57.20000076293945,22264.1,16.0
8327,36.42728984355927,128.2398337405175,57.20000076293945,22267.1,16.0
8328,36.42731658183038,128.23983516544104,57.20000076293945,22270.0,16.0
8329,36.42734348773956,128.2398374285549,57.20000076293945,22273.0,16.0
8330,36.42736980691552,128.23984044604003,57.20000076293945,22276.0,16.0
8331,36.42739453352988,128.2398440502584,57.400001525878906,22278.8,16.0
8332,36.42741850577295,128.23984824120998,57.400001525878906,22281.4,16.0
8333,36.42744205892086,128.23985285125673,57.400001525878906,22284.1,16.0
8334,36.427467204630375,128.23985796421766,57.400001525878906,22286.9,16.0
8335,36.42749176360667,128.2398633286357,57.400001525878906,22289.7,16.0
8336,36.42751674167812,128.23986911214888,57.400001525878906,22292.5,16.0
8337,36.42754280939698,128.23987305164337,57.400001525878906,22295.4,16.0
8338,36.4275679551065,128.23987615294757,57.400001525878906,22298.3,16.0
8339,36.4275920111686,128.23987875133753,57.400001525878906,22300.9,16.0
8340,36.4276179112494,128.23988218791783,57.400001525878906,22303.8,16.0
8341,36.42764272168279,128.23988537304103,57.400001525878906,22306.6,16.0
8342,36.42766937613487,128.23988906107843,57.400001525878906,22309.6,16.0
8343,36.42769577912986,128.23989358730614,57.400001525878906,22312.6,16.0
8344,36.4277215115726,128.23989836499095,57.400001525878906,22315.5,16.0
8345,36.427747746929526,128.23990347795188,57.400001525878906,22318.4,16.0
8346,36.42777381464839,128.239909093827,57.59999847412109,22321.3,16.0
8347,36.427799547091126,128.2399164699018,57.59999847412109,22324.3,16.0
8348,36.42782410606742,128.23992527090013,57.59999847412109,22327.1,16.0
8349,36.42784715630114,128.23993298225105,57.59999847412109,22329.8,16.0
8350,36.42787062563002,128.23994060978293,57.59999847412109,22332.5,16.0
8351,36.42789518460632,128.2399479020387,57.59999847412109,22335.3,16.0
8352,36.4279202464968,128.23995485901833,57.59999847412109,22338.1,16.0
8353,36.42794547602534,128.23996215127409,57.59999847412109,22341.0,16.0
8354,36.42797162756324,128.239969862625,57.59999847412109,22344.0,16.0
8355,36.42799702472985,128.2399772386998,57.59999847412109,22346.9,16.0
8356,36.42802183516324,128.23998746462166,57.59999847412109,22349.8,16.0
8357,36.428047148510814,128.23999743908644,57.59999847412109,22352.8,16.0
8358,36.42807204276323,128.24000800028443,57.59999847412109,22355.7,16.0
8359,36.428096517920494,128.2400187291205,57.79999923706055,22358.6,16.0
8360,36.42812132835388,128.24002996087074,57.79999923706055,22361.5,16.0
8361,36.42814555205405,128.24004060588777,57.79999923706055,22364.4,16.0
8362,36.42816910520196,128.2400501612574,57.79999923706055,22367.1,16.0
8363,36.428193328902125,128.2400599680841,57.79999923706055,22370.0,16.0
8364,36.42821746878326,128.24006860144436,57.79999923706055,22372.8,16.0
8365,36.42824118956924,128.24007798917592,57.79999923706055,22375.5,16.0
8366,36.42826516181231,128.24008989147842,57.79999923706055,22378.4,16.0
8367,36.428287625312805,128.2401001174003,57.79999923706055,22381.1,16.0
8368,36.42830975353718,128.24011067859828,57.79999923706055,22383.7,16.0
8369,36.42833246849477,128.2401209883392,57.79999923706055,22386.4,16.0
8370,36.42835660837591,128.2401323877275,57.79999923706055,22389.2,16.0
8371,36.428380999714136,128.24014487676322,57.79999923706055,22392.2,16.0
8372,36.42840438522399,128.24015862308443,58.0,22395.1,16.0
8373,36.42842827364802,128.24017270468175,58.0,22398.0,16.0
8374,36.42845149151981,128.24018754065037,58.0,22400.9,16.0
8375,36.42847403883934,128.24020220898092,58.0,22403.7,16.0
8376,36.42849859781563,128.24021754786372,58.0,22406.8,16.0
8377,36.42852248623967,128.24023271910846,58.0,22409.8,16.0
8378,36.42854620702565,128.2402476388961,58.0,22412.7,16.0
8379,36.42857076600194,128.24026063084602,58.0,22415.7,16.0
8380,36.42859415151179,128.24027211405337,58.0,22418.5,16.0
8381,36.4286177046597,128.24028443545103,58.0,22421.3,16.0
8382,36.4286417607218,128.24029742740095,58.0,22424.2,16.0
8383,36.42866590060294,128.24031008407474,58.0,22427.2,16.0
8384,36.42868903465569,128.24032341130078,58.0,22430.0,16.0
8385,36.42871250398457,128.24033715762198,58.0,22432.9,16.0
8386,36.42873588949442,128.24035182595253,58.0,22435.8,16.0
8387,36.428758604452014,128.24036624282598,58.0,22438.6,16.0
8388,36.4287818223238,128.2403808273375,58.20000076293945,22441.5,16.0
8389,36.42880520783365,128.24039516039193,58.20000076293945,22444.4,16.0
8390,36.428828090429306,128.2404088228941,58.20000076293945,22447.2,16.0
8391,36.42885063774884,128.24042265303433,58.20000076293945,22450.0,16.0
8392,36.42887217923999,128.2404381595552,58.20000076293945,22452.8,16.0
8393,36.42889288254082,128.240453498438,58.20000076293945,22455.5,16.0
8394,36.42891434021294,128.2404701784253,58.20000076293945,22458.3,16.0
8395,36.428936468437314,128.2404894568026,58.20000076293945,22461.3,16.0
8396,36.42895876429975,128.24050814844668,58.20000076293945,22464.3,16.0
8397,36.42897997051477,128.24052692390978,58.20000076293945,22467.2,16.0
8398,36.42900075763464,128.2405462861061,58.20000076293945,22470.1,16.0
8399,36.429021963849664,128.24056564830244,58.20000076293945,22473.0,16.0
8400,36.429043589159846,128.24058425612748,58.20000076293945,22475.9,16.0
8401,36.42906529828906,128.2406022772193,58.20000076293945,22478.8,16.0
8402,36.4290857501328,128.2406194601208,58.20000076293945,22481.6,16.0
8403,36.42910762690008,128.24063764885068,58.20000076293945,22484.5,16.0
8404,36.429130006581545,128.24065684340894,58.20000076293945,22487.5,16.0
8405,36.429151464253664,128.24067570269108,58.20000076293945,22490.5,16.0
8406,36.42917141318321,128.24069380760193,58.20000076293945,22493.2,16.0
8407,36.4291909430176,128.24071099050343,58.20000076293945,22495.9,16.0
8408,36.42921147868037,128.2407294306904,58.20000076293945,22498.7,16.0
8409,36.42923251725733,128.24074803851545,58.20000076293945,22501.5,16.0
8410,36.429252717643976,128.24077083729208,58.20000076293945,22504.6,16.0
8411,36.4292723312974,128.24079304933548,58.20000076293945,22507.5,16.0
8412,36.42929169349373,128.24081542901695,58.400001525878906,22510.5,16.0
8413,36.42931097187102,128.24083730578425,58.400001525878906,22513.4,16.0
8414,36.42933033406735,128.240857841447,58.400001525878906,22516.2,16.0
8415,36.42934969626367,128.24087804183364,58.400001525878906,22519.0,16.0
8416,36.42936939373613,128.24089757166803,58.400001525878906,22521.8,16.0
8417,36.42938909120858,128.24091793969274,58.400001525878906,22524.7,16.0
8418,36.429408704862,128.24093730188906,58.400001525878906,22527.5,16.0
8419,36.42942907288671,128.2409559935331,58.400001525878906,22530.3,16.0
8420,36.429448351264,128.24097761884332,58.400001525878906,22533.2,16.0
8421,36.429466707631946,128.24099781922996,58.400001525878906,22535.9,16.0
8422,36.42948422580957,128.24101734906435,58.400001525878906,22538.5,16.0
8423,36.42950316891074,128.24103771708906,58.59999847412109,22541.3,16.0
8424,36.42952278256416,128.24105892330408,58.59999847412109,22544.2,16.0
8425,36.42954281531274,128.24108096770942,58.59999847412109,22547.2,16.0
8426,36.42956209369004,128.24110502377152,58.59999847412109,22550.2,16.0
8427,36.42958011478186,128.24113042093813,58.59999847412109,22553.2,16.0
8428,36.42959821969271,128.24115590192378,58.59999847412109,22556.3,16.0
