lat,lon,n_celdas_025,inicio_dias_decada,fin_dias_decada,temporada_dias_decada
69.5,23.5,16,-6.636,4.012,10.648
69.5,24.5,16,-5.612,2.813,8.425
69.5,25.5,16,-4.575,2.009,6.585
69.5,26.5,16,-4.158,2.125,6.283
69.5,27.5,16,-6.24,2.761,9.001
69.5,28.5,16,-7.42,3.529,10.95
69.5,29.5,16,-3.568,5.644,9.212
69.5,30.5,16,-6.337,6.139,12.477
69.5,31.5,16,-7.587,6.709,14.295
69.5,32.5,16,-7.322,7.905,15.226
69.5,33.5,15,-4.676,17.506,22.182
69.5,34.5,10,-6.285,14.855,21.14
69.5,35.5,8,-1.342,17.864,19.207
69.5,36.5,7,2.408,20.292,17.884
69.5,37.5,2,3.425,24.489,21.065
69.5,47.5,4,-2.637,17.103,19.741
69.5,48.5,11,1.91,18.112,16.202
69.5,49.5,11,4.604,18.552,13.949
69.5,50.5,6,4.122,21.824,17.701
69.5,52.5,1,5.414,22.805,17.391
69.5,53.5,4,5.3,28.152,22.852
69.5,54.5,4,6.51,28.307,21.797
69.5,55.5,3,5.903,26.996,21.093
69.5,57.5,3,2.476,23.121,20.645
69.5,58.5,16,-1.43,23.801,25.23
69.5,59.5,16,-5.045,20.916,25.961
69.5,60.5,15,-8.05,11.513,19.563
69.5,61.5,16,-7.856,6.432,14.288
69.5,62.5,16,-7.015,6.52,13.535
69.5,63.5,15,-6.576,5.65,12.226
69.5,64.5,11,-6.086,10.416,16.502
69.5,65.5,8,3.322,24.391,21.07
69.5,66.5,14,9.398,32.738,23.339
69.5,67.5,16,0.145,20.839,20.693
69.5,68.5,16,-11.612,-3.47,8.142
69.5,69.5,16,-12.618,-7.229,5.39
69.5,70.5,16,-12.608,-4.857,7.751
69.5,71.5,16,-11.699,-3.608,8.091
69.5,72.5,16,-3.37,16.851,20.22
69.5,73.5,16,0.803,22.439,21.636
69.5,74.5,16,-7.538,-0.528,7.01
69.5,75.5,16,-9.039,-3.7,5.338
69.5,76.5,16,-12.65,-5.284,7.366
69.5,77.5,16,-11.341,-6.025,5.316
69.5,78.5,16,-10.193,-7.839,2.353
69.5,79.5,16,-9.09,-8.499,0.59
69.5,80.5,16,-7.677,-6.104,1.573
69.5,81.5,16,-4.684,-5.298,-0.615
69.5,82.5,16,-5.013,-5.737,-0.723
69.5,83.5,16,-8.389,-5.909,2.48
69.5,84.5,16,-9.252,-6.9,2.352
69.5,85.5,16,-9.611,-8.141,1.47
69.5,86.5,16,-10.828,-8.74,2.087
69.5,87.5,16,-13.086,-8.318,4.768
69.5,88.5,16,-10.085,-3.312,6.773
69.5,89.5,16,-8.87,-1.082,7.788
69.5,90.5,16,-10.571,0.298,10.869
69.5,91.5,16,-9.421,2.498,11.919
69.5,92.5,16,-8.17,0.461,8.631
69.5,93.5,16,-9.582,3.362,12.944
69.5,94.5,16,-9.809,2.192,12.001
69.5,95.5,16,-8.265,2.185,10.45
69.5,96.5,16,-8.112,0.592,8.703
69.5,97.5,16,-8.541,-1.386,7.156
69.5,98.5,16,-12.021,-2.179,9.842
69.5,99.5,16,-13.734,-3.652,10.082
69.5,100.5,16,-13.702,-4.762,8.94
69.5,101.5,16,-11.963,-5.106,6.856
69.5,102.5,16,-11.284,-1.423,9.861
69.5,103.5,16,-13.255,1.336,14.591
69.5,104.5,16,-16.136,-1.316,14.82
69.5,105.5,16,-16.698,-1.95,14.748
69.5,106.5,16,-16.092,0.072,16.165
69.5,107.5,16,-16.066,-0.276,15.79
69.5,108.5,16,-15.804,-0.182,15.622
69.5,109.5,16,-15.026,0.203,15.229
69.5,110.5,16,-14.231,0.344,14.575
69.5,111.5,16,-13.448,1.027,14.475
69.5,112.5,16,-12.151,1.741,13.892
69.5,113.5,16,-10.92,2.209,13.129
69.5,114.5,16,-7.825,2.394,10.219
69.5,115.5,16,-6.46,2.379,8.839
69.5,116.5,16,-5.87,2.945,8.815
69.5,117.5,16,-7.821,3.71,11.53
69.5,118.5,16,-7.732,4.873,12.605
69.5,119.5,16,-6.656,4.81,11.465
69.5,120.5,16,-6.781,4.053,10.834
69.5,121.5,16,-5.681,4.676,10.356
69.5,122.5,16,-6.399,5.11,11.509
69.5,123.5,16,-6.442,3.925,10.367
69.5,124.5,16,-3.883,2.224,6.107
69.5,125.5,16,-5.232,0.502,5.733
69.5,126.5,16,-3.406,-0.227,3.179
69.5,127.5,16,0.008,1.361,1.353
69.5,128.5,16,-1.393,2.154,3.548
69.5,129.5,16,-2.371,3.871,6.241
69.5,130.5,16,-3.372,1.444,4.816
69.5,131.5,16,-2.278,-2.474,-0.196
69.5,132.5,16,-3.009,-3.942,-0.933
69.5,133.5,16,-6.088,-1.67,4.418
69.5,134.5,16,-6.287,0.791,7.078
69.5,135.5,16,-6.572,0.614,7.185
69.5,136.5,16,-6.318,-0.616,5.702
69.5,137.5,16,-6.125,1.549,7.673
69.5,138.5,16,-5.258,4.473,9.73
69.5,139.5,16,-7.066,5.517,12.582
69.5,140.5,16,-8.289,8.444,16.733
69.5,141.5,16,-10.206,5.508,15.714
69.5,142.5,16,-10.159,3.157,13.316
69.5,143.5,16,-9.898,5.908,15.806
69.5,144.5,16,-8.927,6.792,15.719
69.5,145.5,16,-10.585,6.403,16.989
69.5,146.5,16,-8.957,5.965,14.922
69.5,147.5,16,-7.313,4.416,11.728
69.5,148.5,16,-7.434,3.965,11.399
69.5,149.5,16,-9.28,2.5,11.78
69.5,150.5,16,-9.401,3.007,12.408
69.5,151.5,16,-7.641,4.106,11.747
69.5,152.5,16,-5.26,5.143,10.403
69.5,153.5,16,-4.583,4.658,9.241
69.5,154.5,16,-4.74,2.913,7.653
69.5,155.5,16,-5.706,1.982,7.688
69.5,156.5,16,-7.231,1.92,9.151
69.5,157.5,16,-9.063,4.789,13.852
69.5,158.5,16,-8.144,8.289,16.433
69.5,159.5,16,-8.229,9.078,17.307
69.5,160.5,16,-7.781,12.831,20.611
69.5,161.5,13,-6.919,13.61,20.528
69.5,162.5,14,-10.418,8.482,18.901
69.5,163.5,16,-9.241,11.634,20.875
69.5,164.5,15,-9.369,11.807,21.176
69.5,165.5,12,-9.993,10.717,20.711
69.5,166.5,12,-10.672,12.746,23.418
69.5,167.5,16,-10.13,10.591,20.72
69.5,168.5,16,-7.95,11.783,19.733
69.5,169.5,16,3.624,30.3,26.676
69.5,170.5,16,-0.671,22.135,22.806
69.5,171.5,16,-7.23,4.923,12.153
69.5,172.5,16,-6.9,6.232,13.132
69.5,173.5,16,-6.38,6.067,12.447
69.5,174.5,16,-5.744,5.102,10.846
69.5,175.5,16,-5.15,2.803,7.953
69.5,176.5,15,-5.467,3.255,8.722
69.5,177.5,12,-4.459,3.863,8.322
69.5,178.5,11,-5.508,5.057,10.565
69.5,179.5,12,-5.328,10.572,15.9
68.5,-179.5,16,-7.058,8.615,15.673
68.5,-178.5,14,-7.103,9.811,16.913
68.5,-177.5,8,-4.087,10.719,14.806
68.5,-176.5,4,-1.787,11.494,13.282
68.5,-175.5,1,2.564,21.431,18.867
68.5,-167.5,4,7.237,13.93,6.693
68.5,-166.5,16,-0.089,6.505,6.594
68.5,-165.5,16,-5.248,2.578,7.826
68.5,-164.5,16,-2.597,1.419,4.016
68.5,-163.5,16,-4.448,-0.283,4.165
68.5,-162.5,16,-4.382,0.877,5.26
68.5,-161.5,16,-4.764,-1.3,3.464
68.5,-160.5,16,-5.159,-2.973,2.186
68.5,-159.5,16,-1.784,-4.017,-2.234
68.5,-158.5,16,-2.758,-4.533,-1.775
68.5,-157.5,16,-3.166,-4.617,-1.451
68.5,-156.5,16,-0.991,-5.186,-4.195
68.5,-155.5,16,-0.967,-2.769,-1.802
68.5,-154.5,16,-2.609,-1.257,1.352
68.5,-153.5,16,-4.002,-1.775,2.227
68.5,-152.5,16,-2.181,-2.565,-0.383
68.5,-151.5,16,-0.499,-2.535,-2.036
68.5,-150.5,16,-1.305,-0.967,0.338
68.5,-149.5,16,-2.448,-0.481,1.967
68.5,-148.5,16,-0.615,1.363,1.978
68.5,-147.5,16,0.105,2.977,2.872
68.5,-146.5,16,-2.633,2.771,5.404
68.5,-145.5,16,-5.371,2.359,7.729
68.5,-144.5,16,-5.435,2.192,7.627
68.5,-143.5,16,-7.287,2.298,9.586
68.5,-142.5,16,-8.651,2.079,10.73
68.5,-141.5,16,-6.769,2.234,9.003
68.5,-140.5,16,-5.258,1.69,6.948
68.5,-139.5,16,-5.475,1.066,6.541
68.5,-138.5,16,-6.002,-0.074,5.928
68.5,-137.5,16,-4.126,0.744,4.869
68.5,-136.5,16,-3.51,3.667,7.176
68.5,-135.5,16,-6.216,-3.873,2.343
68.5,-134.5,16,-5.904,-5.56,0.344
68.5,-133.5,16,-4.919,-6.489,-1.57
68.5,-132.5,16,-5.449,-6.484,-1.035
68.5,-131.5,16,-3.467,-5.309,-1.843
68.5,-130.5,16,-2.974,-1.555,1.418
68.5,-129.5,16,-6.997,-2.132,4.865
68.5,-128.5,16,-10.334,-1.624,8.709
68.5,-127.5,16,-12.448,-1.214,11.235
68.5,-126.5,16,-11.712,-1.62,10.092
68.5,-125.5,16,-9.522,-0.971,8.552
68.5,-124.5,16,-8.762,1.462,10.225
68.5,-123.5,16,-9.032,2.001,11.033
68.5,-122.5,16,-8.451,2.889,11.339
68.5,-121.5,16,-6.734,3.892,10.626
68.5,-120.5,16,-5.495,5.451,10.946
68.5,-119.5,16,-5.498,5.435,10.933
68.5,-118.5,16,-7.014,0.114,7.128
68.5,-117.5,16,-6.233,0.266,6.499
68.5,-116.5,16,-4.275,4.985,9.26
68.5,-115.5,16,-6.754,5.12,11.875
68.5,-114.5,16,-5.088,9.571,14.659
68.5,-113.5,16,-1.044,13.752,14.797
68.5,-112.5,16,-0.338,11.5,11.838
68.5,-111.5,16,0.557,11.918,11.361
68.5,-110.5,16,2.449,13.131,10.682
68.5,-109.5,16,6.136,16.922,10.786
68.5,-108.5,16,9.369,22.519,13.15
68.5,-107.5,16,7.849,18.686,10.836
68.5,-106.5,16,7.405,17.723,10.319
68.5,-105.5,16,5.208,14.298,9.09
68.5,-104.5,16,8.924,22.176,13.253
68.5,-103.5,16,11.165,25.213,14.048
68.5,-102.5,15,9.315,23.014,13.7
68.5,-101.5,16,9.341,25.317,15.976
68.5,-100.5,16,6.365,24.217,17.853
68.5,-99.5,16,3.868,22.08,18.212
68.5,-98.5,16,0.475,18.48,18.005
68.5,-97.5,16,-2.746,6.215,8.961
68.5,-96.5,16,-1.529,7.297,8.826
68.5,-95.5,16,0.176,16.738,16.563
68.5,-94.5,16,-4.85,12.657,17.507
68.5,-93.5,16,-4.838,3.867,8.706
68.5,-92.5,16,-2.689,1.287,3.976
68.5,-91.5,16,-3.908,2.445,6.354
68.5,-90.5,16,-3.754,1.331,5.084
68.5,-89.5,16,-3.831,0.823,4.653
68.5,-88.5,16,-3.777,0.481,4.257
68.5,-87.5,12,0.261,2.752,2.491
68.5,-86.5,10,-1.386,6.908,8.294
68.5,-85.5,16,-1.586,3.99,5.576
68.5,-84.5,16,-1.27,3.647,4.918
68.5,-83.5,16,0.341,4.17,3.83
68.5,-82.5,16,1.168,6.515,5.347
68.5,-81.5,16,1.344,10.915,9.57
68.5,-80.5,10,1.0,13.853,12.853
68.5,-79.5,14,3.675,13.653,9.978
68.5,-78.5,16,3.953,13.034,9.08
68.5,-77.5,15,3.421,12.061,8.64
68.5,-76.5,16,1.283,10.974,9.691
68.5,-75.5,16,1.592,9.746,8.153
68.5,-74.5,16,0.727,6.688,5.961
68.5,-73.5,16,1.089,3.379,2.289
68.5,-72.5,16,1.35,0.61,-0.739
68.5,-71.5,16,2.65,-0.304,-2.954
68.5,-70.5,16,2.863,-0.413,-3.276
68.5,-69.5,16,4.29,-1.174,-5.464
68.5,-68.5,16,3.752,-1.421,-5.173
68.5,-67.5,16,3.233,7.201,3.968
68.5,-66.5,16,3.0,13.26,10.26
68.5,-65.5,7,0.554,13.69,13.136
68.5,-64.5,4,0.067,11.005,10.938
68.5,-54.5,3,4.79,19.119,14.329
68.5,-53.5,16,0.44,13.877,13.437
68.5,-52.5,16,-6.164,4.531,10.696
68.5,-51.5,16,-5.676,4.358,10.034
68.5,-50.5,16,-3.143,-3.274,-0.13
68.5,-49.5,16,1.32,-0.356,-1.675
68.5,-48.5,16,5.52,1.45,-4.07
68.5,-47.5,16,9.262,5.562,-3.699
68.5,-46.5,16,3.042,9.856,6.814
68.5,-45.5,16,2.648,6.48,3.831
68.5,-44.5,16,3.673,7.229,3.556
68.5,-43.5,16,3.772,7.895,4.123
68.5,-42.5,16,3.48,6.32,2.84
68.5,-41.5,16,2.688,6.567,3.879
68.5,-40.5,16,3.818,6.621,2.803
68.5,-39.5,16,0.87,5.929,5.059
68.5,-38.5,16,1.632,6.405,4.774
68.5,-37.5,16,1.836,6.26,4.424
68.5,-36.5,16,1.215,6.323,5.108
68.5,-35.5,16,-0.346,6.535,6.881
68.5,-34.5,16,0.813,8.519,7.706
68.5,-33.5,16,-0.777,9.978,10.755
68.5,-32.5,16,-2.607,8.73,11.336
68.5,-31.5,16,-3.262,8.719,11.981
68.5,-30.5,16,-3.075,9.461,12.537
68.5,-29.5,16,-1.59,12.422,14.012
68.5,-28.5,16,-0.763,12.41,13.172
68.5,-27.5,16,0.281,12.667,12.386
68.5,-26.5,16,3.924,16.96,13.036
68.5,-25.5,13,6.575,18.756,12.181
68.5,-24.5,7,14.547,24.602,10.055
68.5,12.5,3,-7.17,12.481,19.651
68.5,13.5,9,-0.648,15.197,15.845
68.5,14.5,14,-2.892,12.306,15.198
68.5,15.5,16,-5.006,2.389,7.395
68.5,16.5,16,-4.868,4.153,9.021
68.5,17.5,16,-1.91,6.567,8.477
68.5,18.5,16,-1.097,7.28,8.377
68.5,19.5,16,-4.334,6.972,11.306
68.5,20.5,16,-6.606,3.456,10.062
68.5,21.5,16,-8.649,2.249,10.897
68.5,22.5,16,-8.693,2.771,11.464
68.5,23.5,16,-6.113,6.354,12.467
68.5,24.5,16,-3.065,5.717,8.783
68.5,25.5,16,-5.182,4.434,9.616
68.5,26.5,16,-4.375,5.907,10.281
68.5,27.5,16,-5.045,7.187,12.232
68.5,28.5,16,-5.925,8.354,14.279
68.5,29.5,16,-6.372,7.039,13.411
68.5,30.5,16,-5.646,6.601,12.247
68.5,31.5,16,-6.0,6.68,12.68
68.5,32.5,16,-6.173,8.117,14.29
68.5,33.5,16,-8.46,10.308,18.768
68.5,34.5,16,-12.073,10.686,22.759
68.5,35.5,16,-11.687,10.744,22.431
68.5,36.5,16,-7.921,16.629,24.55
68.5,37.5,14,-5.68,18.914,24.594
68.5,38.5,10,-0.301,21.335,21.636
68.5,39.5,7,2.532,19.939,17.407
68.5,40.5,4,-0.831,19.823,20.654
68.5,41.5,1,-0.532,20.902,21.434
68.5,42.5,4,2.448,23.112,20.664
68.5,43.5,12,0.742,20.914,20.172
68.5,44.5,12,-0.135,21.904,22.038
68.5,45.5,12,-1.927,20.086,22.012
68.5,46.5,8,0.629,22.926,22.297
68.5,47.5,8,2.118,26.75,24.632
68.5,48.5,12,1.962,19.1,17.137
68.5,49.5,15,2.357,17.304,14.947
68.5,50.5,14,2.4,16.233,13.834
68.5,51.5,11,-1.955,12.235,14.19
68.5,52.5,13,0.092,12.025,11.933
68.5,53.5,16,1.05,16.223,15.172
68.5,54.5,16,3.898,24.802,20.904
68.5,55.5,16,2.757,19.694,16.937
68.5,56.5,13,-0.054,15.595,15.65
68.5,57.5,15,-3.262,13.246,16.508
68.5,58.5,16,-7.924,10.389,18.314
68.5,59.5,16,-5.552,15.57,21.122
68.5,60.5,15,-11.733,6.809,18.542
68.5,61.5,16,-12.876,-2.701,10.175
68.5,62.5,16,-11.507,-5.289,6.218
68.5,63.5,16,-11.581,-3.064,8.517
68.5,64.5,16,-10.322,-1.835,8.487
68.5,65.5,16,-10.156,-0.912,9.244
68.5,66.5,16,-6.625,3.608,10.232
68.5,67.5,15,-1.699,13.8,15.498
68.5,68.5,16,-1.106,18.193,19.299
68.5,69.5,16,-8.693,-1.653,7.04
68.5,70.5,16,-11.183,-4.074,7.109
68.5,71.5,16,-11.258,-4.344,6.914
68.5,72.5,16,-7.498,1.658,9.156
68.5,73.5,16,1.602,21.203,19.601
68.5,74.5,16,-2.476,13.26,15.736
68.5,75.5,16,-8.718,-0.164,8.554
68.5,76.5,16,-10.03,-0.836,9.195
68.5,77.5,16,-11.042,-2.972,8.07
68.5,78.5,16,-12.923,-8.155,4.769
68.5,79.5,16,-11.383,-8.757,2.626
68.5,80.5,16,-8.634,-7.585,1.05
68.5,81.5,16,-6.301,-6.818,-0.517
68.5,82.5,16,-5.663,-5.132,0.532
68.5,83.5,16,-5.061,-5.146,-0.086
68.5,84.5,16,-4.614,-6.816,-2.201
68.5,85.5,16,-5.317,-7.231,-1.914
68.5,86.5,16,-4.681,-6.212,-1.531
68.5,87.5,16,-5.431,-4.762,0.669
68.5,88.5,16,-6.94,-5.225,1.715
68.5,89.5,16,-8.652,-2.043,6.609
68.5,90.5,16,-8.509,0.283,8.792
68.5,91.5,16,-8.49,-1.392,7.097
68.5,92.5,16,-10.419,0.841,11.26
68.5,93.5,16,-9.616,4.935,14.551
68.5,94.5,16,-9.624,4.223,13.848
68.5,95.5,16,-9.852,4.383,14.235
68.5,96.5,16,-10.171,1.388,11.559
68.5,97.5,16,-9.279,-0.912,8.367
68.5,98.5,16,-10.319,-0.238,10.081
68.5,99.5,16,-9.679,-0.886,8.793
68.5,100.5,16,-11.339,-0.091,11.249
68.5,101.5,16,-9.907,1.217,11.124
68.5,102.5,16,-11.697,-0.752,10.945
68.5,103.5,16,-11.879,-2.717,9.162
68.5,104.5,16,-13.656,-1.855,11.801
68.5,105.5,16,-12.293,-0.691,11.602
68.5,106.5,16,-12.057,0.645,12.701
68.5,107.5,16,-11.946,2.863,14.809
68.5,108.5,16,-11.664,4.115,15.778
68.5,109.5,16,-10.866,4.536,15.402
68.5,110.5,16,-10.235,4.332,14.567
68.5,111.5,16,-9.64,3.894,13.534
68.5,112.5,16,-8.129,3.261,11.39
68.5,113.5,16,-8.425,2.596,11.021
68.5,114.5,16,-6.79,2.342,9.132
68.5,115.5,16,-5.544,2.688,8.232
68.5,116.5,16,-6.239,2.516,8.754
68.5,117.5,16,-7.569,3.226,10.795
68.5,118.5,16,-9.428,4.205,13.633
68.5,119.5,16,-7.385,4.951,12.336
68.5,120.5,16,-5.396,3.1,8.496
68.5,121.5,16,-4.947,2.032,6.98
68.5,122.5,16,-6.817,0.937,7.754
68.5,123.5,16,-5.129,1.279,6.409
68.5,124.5,16,-5.157,1.905,7.062
68.5,125.5,16,-4.253,1.681,5.934
68.5,126.5,16,-3.436,0.267,3.702
68.5,127.5,16,-1.127,-1.66,-0.533
68.5,128.5,16,-1.2,-0.858,0.342
68.5,129.5,16,-0.609,1.148,1.757
68.5,130.5,16,-4.689,0.002,4.69
68.5,131.5,16,-7.194,-2.48,4.714
68.5,132.5,16,-7.907,-2.147,5.761
68.5,133.5,16,-8.071,1.046,9.117
68.5,134.5,16,-6.207,3.492,9.699
68.5,135.5,16,-7.125,2.812,9.938
68.5,136.5,16,-7.479,-0.801,6.678
68.5,137.5,16,-4.73,-1.104,3.626
68.5,138.5,16,-2.845,1.163,4.008
68.5,139.5,16,-4.058,4.071,8.129
68.5,140.5,16,-6.752,4.017,10.769
68.5,141.5,16,-8.386,4.0,12.386
68.5,142.5,16,-10.313,0.51,10.823
68.5,143.5,16,-11.263,1.317,12.579
68.5,144.5,16,-12.03,2.388,14.417
68.5,145.5,16,-12.467,1.898,14.365
68.5,146.5,16,-13.015,0.849,13.864
68.5,147.5,16,-12.577,0.012,12.589
68.5,148.5,16,-9.64,1.681,11.321
68.5,149.5,16,-8.591,3.159,11.749
68.5,150.5,16,-8.278,5.514,13.792
68.5,151.5,16,-8.766,5.326,14.092
68.5,152.5,16,-9.353,3.047,12.4
68.5,153.5,16,-8.086,3.802,11.888
68.5,154.5,16,-5.076,6.733,11.809
68.5,155.5,16,-5.867,5.215,11.082
68.5,156.5,16,-5.209,1.558,6.767
68.5,157.5,16,-5.693,0.227,5.92
68.5,158.5,16,-6.47,-2.122,4.348
68.5,159.5,16,-7.516,-1.925,5.591
68.5,160.5,16,-8.897,-1.566,7.331
68.5,161.5,16,-7.532,1.273,8.805
68.5,162.5,16,-7.399,3.831,11.23
68.5,163.5,16,-11.506,2.441,13.947
68.5,164.5,16,-9.579,4.613,14.192
68.5,165.5,16,-6.569,3.989,10.558
68.5,166.5,16,-7.33,6.769,14.098
68.5,167.5,16,-8.912,7.639,16.552
68.5,168.5,16,-9.509,6.935,16.443
68.5,169.5,16,-6.996,11.142,18.138
68.5,170.5,16,-5.739,9.694,15.433
68.5,171.5,16,-6.498,5.395,11.893
68.5,172.5,16,-6.908,7.537,14.445
68.5,173.5,16,-8.074,7.799,15.872
68.5,174.5,16,-7.144,5.276,12.421
68.5,175.5,16,-6.298,3.258,9.555
68.5,176.5,16,-7.695,2.666,10.361
68.5,177.5,16,-7.73,2.827,10.558
68.5,178.5,16,-8.181,4.983,13.164
68.5,179.5,16,-7.84,5.474,13.315
67.5,-179.5,16,-9.079,1.771,10.85
67.5,-178.5,16,-9.518,2.329,11.847
67.5,-177.5,16,-10.389,2.976,13.365
67.5,-176.5,16,-10.003,3.239,13.242
67.5,-175.5,15,-5.2,5.303,10.503
67.5,-174.5,12,-2.783,15.717,18.5
67.5,-173.5,6,1.168,17.053,15.885
67.5,-172.5,4,4.787,16.312,11.525
67.5,-171.5,4,5.854,16.996,11.142
67.5,-170.5,1,3.828,16.614,12.786
67.5,-166.5,2,1.336,10.188,8.852
67.5,-165.5,5,3.925,8.963,5.039
67.5,-164.5,14,-0.563,5.684,6.247
67.5,-163.5,16,-4.854,3.524,8.378
67.5,-162.5,16,-8.543,0.672,9.215
67.5,-161.5,16,-6.417,0.353,6.77
67.5,-160.5,16,-6.43,0.77,7.199
67.5,-159.5,16,-3.82,-0.14,3.68
67.5,-158.5,16,-4.655,-1.682,2.973
67.5,-157.5,16,-6.315,-2.602,3.713
67.5,-156.5,16,-7.267,-0.096,7.171
67.5,-155.5,16,-4.751,1.21,5.961
67.5,-154.5,16,-4.894,-0.393,4.501
67.5,-153.5,16,-4.411,-1.239,3.172
67.5,-152.5,16,-3.276,-1.458,1.818
67.5,-151.5,16,-3.026,0.159,3.185
67.5,-150.5,16,-3.477,1.076,4.554
67.5,-149.5,16,-4.436,2.778,7.214
67.5,-148.5,16,-5.672,1.131,6.804
67.5,-147.5,16,-7.137,0.613,7.75
67.5,-146.5,16,-6.544,-0.431,6.113
67.5,-145.5,16,-7.023,-0.523,6.501
67.5,-144.5,16,-7.727,-1.875,5.851
67.5,-143.5,16,-7.889,-2.202,5.687
67.5,-142.5,16,-11.035,-2.575,8.46
67.5,-141.5,16,-12.853,-1.097,11.756
67.5,-140.5,16,-12.713,-2.339,10.375
67.5,-139.5,16,-11.825,-2.377,9.447
67.5,-138.5,16,-9.83,-0.737,9.093
67.5,-137.5,16,-9.691,1.479,11.169
67.5,-136.5,16,-8.492,2.474,10.965
67.5,-135.5,16,-9.544,-0.875,8.669
67.5,-134.5,16,-9.312,-1.778,7.534
67.5,-133.5,16,-6.964,-4.218,2.746
67.5,-132.5,16,-7.564,-2.883,4.681
67.5,-131.5,16,-5.821,-2.237,3.584
67.5,-130.5,16,-7.095,-1.32,5.775
67.5,-129.5,16,-7.974,-0.645,7.329
67.5,-128.5,16,-9.349,-0.826,8.523
67.5,-127.5,16,-9.37,-1.264,8.106
67.5,-126.5,16,-11.427,-0.942,10.485
67.5,-125.5,16,-7.187,2.128,9.315
67.5,-124.5,16,-6.514,2.761,9.275
67.5,-123.5,16,-7.996,2.78,10.776
67.5,-122.5,16,-7.603,1.102,8.705
67.5,-121.5,16,-4.258,-1.843,2.415
67.5,-120.5,16,-3.905,0.736,4.641
67.5,-119.5,16,-6.105,-0.362,5.742
67.5,-118.5,16,-7.583,-0.052,7.53
67.5,-117.5,16,-6.782,0.192,6.974
67.5,-116.5,16,-3.663,0.699,4.361
67.5,-115.5,16,-3.647,2.574,6.222
67.5,-114.5,16,-2.44,7.248,9.688
67.5,-113.5,16,-3.782,8.572,12.355
67.5,-112.5,16,-3.928,8.842,12.77
67.5,-111.5,16,-3.693,9.383,13.075
67.5,-110.5,16,-3.086,7.402,10.488
67.5,-109.5,16,-0.745,8.818,9.563
67.5,-108.5,16,1.985,17.184,15.199
67.5,-107.5,16,-0.283,11.295,11.578
67.5,-106.5,16,1.801,6.913,5.111
67.5,-105.5,16,2.535,9.527,6.992
67.5,-104.5,16,-0.622,10.758,11.38
67.5,-103.5,16,2.198,12.714,10.517
67.5,-102.5,16,2.572,13.017,10.446
67.5,-101.5,16,0.759,12.374,11.614
67.5,-100.5,16,1.103,10.794,9.691
67.5,-99.5,16,0.274,11.271,10.997
67.5,-98.5,16,-1.063,10.991,12.054
67.5,-97.5,16,-1.151,7.075,8.226
67.5,-96.5,16,-2.304,5.394,7.698
67.5,-95.5,16,-3.754,10.837,14.591
67.5,-94.5,16,-6.387,2.571,8.958
67.5,-93.5,16,-6.867,-0.11,6.756
67.5,-92.5,16,-7.085,-1.473,5.612
67.5,-91.5,16,-6.705,-0.349,6.356
67.5,-90.5,16,-9.107,-2.8,6.307
67.5,-89.5,16,-8.0,-2.196,5.803
67.5,-88.5,16,-4.332,1.431,5.763
67.5,-87.5,16,-1.086,3.8,4.886
67.5,-86.5,16,-7.794,3.891,11.685
67.5,-85.5,16,-5.077,4.186,9.262
67.5,-84.5,16,-2.391,5.081,7.471
67.5,-83.5,16,-2.383,4.459,6.842
67.5,-82.5,16,-2.895,4.758,7.653
67.5,-81.5,16,-2.686,4.347,7.033
67.5,-80.5,5,1.204,8.235,7.031
67.5,-79.5,3,4.401,14.035,9.634
67.5,-78.5,4,8.099,15.445,7.346
67.5,-77.5,14,6.176,14.277,8.101
67.5,-76.5,16,-3.469,5.828,9.297
67.5,-75.5,16,-5.069,6.856,11.926
67.5,-74.5,12,-2.409,10.406,12.816
67.5,-73.5,8,-2.204,4.084,6.288
67.5,-72.5,16,-3.751,0.994,4.745
67.5,-71.5,16,-3.22,-2.438,0.782
67.5,-70.5,16,-1.882,-1.25,0.632
67.5,-69.5,16,-1.944,-0.213,1.731
67.5,-68.5,16,-2.904,-0.822,2.082
67.5,-67.5,16,-3.065,3.141,6.205
67.5,-66.5,16,-4.614,3.341,7.955
67.5,-65.5,16,-5.017,2.695,7.712
67.5,-64.5,16,-5.311,6.115,11.426
67.5,-63.5,14,-4.231,10.88,15.111
67.5,-62.5,8,2.738,12.661,9.923
67.5,-61.5,2,10.017,15.098,5.081
67.5,-54.5,11,7.411,9.923,2.512
67.5,-53.5,16,-5.373,3.587,8.961
67.5,-52.5,16,-8.919,-0.891,8.028
67.5,-51.5,16,-4.552,-0.336,4.216
67.5,-50.5,16,-1.367,-0.817,0.55
67.5,-49.5,16,-0.024,-0.521,-0.497
67.5,-48.5,16,3.03,0.623,-2.408
67.5,-47.5,16,5.315,4.428,-0.887
67.5,-46.5,16,4.911,7.95,3.038
67.5,-45.5,16,5.12,10.479,5.359
67.5,-44.5,16,6.124,12.137,6.013
67.5,-43.5,16,6.602,11.222,4.619
67.5,-42.5,16,3.209,8.582,5.373
67.5,-41.5,16,0.776,7.174,6.398
67.5,-40.5,16,0.215,6.684,6.47
67.5,-39.5,16,-5.955,7.145,13.101
67.5,-38.5,16,-3.902,8.078,11.981
67.5,-37.5,16,-1.387,8.456,9.842
67.5,-36.5,16,-1.832,8.249,10.08
67.5,-35.5,16,-1.012,5.054,6.066
67.5,-34.5,16,-0.953,6.968,7.92
67.5,-33.5,16,-3.209,7.872,11.081
