anio,P_solo_acidez_MtCO2,P_acidez_mas_cal_MtCO2,PET_solo_acidez_MtCO2,PET_acidez_mas_cal_MtCO2,solo_acidez_incert_min_MtCO2,solo_acidez_incert_max_MtCO2,acidez_mas_cal_incert_min_MtCO2,acidez_mas_cal_incert_max_MtCO2,IPCC_cal_MtCO2,IPCC_cal_sd_MtCO2,EEUU_cal_MtCO2,EEUU_cal_sd_MtCO2
1933,11.257179354701,10.2058129565384,10.8299281091857,10.1070923952728,9.6015171697487,12.5001675168135,8.73612155730195,11.6154105629795,0.378252028835431,0.0517092397930685,0.186025587951851,0.0254307736687222
1934,9.7947087173561,9.18942173980545,7.33875407648615,7.2342345638445,6.5478185859863,10.8475190100013,6.40168439429665,10.3431517792379,0.558590526091812,0.0752340447383647,0.274716652176301,0.0370003498713269
1935,10.8231892381163,10.2432255997245,9.54030566328085,9.2960213086532,8.4999457506056,11.981841190005,8.18242044280385,11.499356239605,0.733221982107322,0.0972949458473742,0.360600974806879,0.047849973367561
1936,9.20837464222605,9.36918656108635,8.2965677377225,8.644126030519,7.4204354664339,10.1728312778313,7.73630167769895,10.3410847454428,1.25407402125747,0.163950193291987,0.616757715372527,0.0806312426026168
1937,9.76006014802985,10.0487927201601,7.8182304186405,8.4362037727039,7.0084647902203,10.7807953224603,7.55645909163155,11.0913997711082,1.54558626616419,0.199074653145952,0.760124393195506,0.0979055671209601
1938,10.3144145439469,10.1419577245894,8.9699480664731,9.23949829265455,8.0294641448774,11.3851753214283,8.2781143519288,11.2568582393842,1.39692854552627,0.177268213681984,0.687014038783414,0.0871810886960577
1939,9.3919452774394,9.52396859752125,7.8069989477873,8.48589512360235,6.9905310509988,10.3525035295299,7.5960665369931,10.4906273012704,1.65820743137975,0.207314409539673,0.815511851498241,0.101957906330987
1940,10.8858545368033,11.3705031790632,10.4243027446869,11.5385586171276,9.33686997154705,11.9987814587735,10.2167106505417,12.7429397886392,2.56976147528832,0.31653184252097,1.26381711899426,0.155671397961133
1941,11.0597589474414,12.068121370259,9.1174690371163,11.4249657846966,8.17475320453475,12.1769160009383,10.216108486157,13.2887978425148,3.45708667137035,0.419535597885519,1.70020655969033,0.206328982566648
1942,11.0093827999211,11.9023840137815,9.65050148162395,12.0438788604106,8.68045633486875,12.1062301997256,10.7217459235104,13.2890245706569,3.97660025801368,0.475449552031043,1.95570504492476,0.233827648539857
1943,10.2823362834539,11.1597659327977,7.98617813905265,10.7902432115051,7.19492332882365,11.2882138550853,9.678140763508,12.2467494613625,4.18317078867559,0.492756157325105,2.05729710918472,0.242339093766445
1944,11.9952086619407,12.6725918659619,12.1479582208399,15.0191465562867,10.8228203284825,13.3642668778482,11.4560225054775,16.5518775682106,5.419760806613,0.628985367263586,2.66545613439983,0.309337065867337
1945,12.1314056801674,10.9791362852333,12.1938728480854,13.9092752711139,10.9611197509394,13.403945508576,9.5739291985407,15.2946373652171,4.92496453489616,0.56311550787635,2.42211370568664,0.276942053053943
1946,11.0940679658714,11.1461247481777,10.4398679806374,13.5930398377477,9.41702249346955,12.1483230992035,9.99073122446145,14.9310262772244,6.40181100772685,0.721159263625833,3.14843164314435,0.354668490307786
1947,10.3022863883331,10.423612926581,9.1182485421822,12.4759215698232,8.25188396377205,11.2624123747137,9.36935580401955,13.6843642064528,6.31958915992843,0.701376388996085,3.10799466881726,0.344939207702992
1948,10.713075642722,9.35376941710334,9.71276823467995,11.7665642097812,8.79258173213555,11.7085588702045,8.0883833153159,12.8718886886691,5.86172242590893,0.640946090201931,2.88281430782406,0.3152193886239
1949,10.276053826107,8.84805363843905,8.63305871950175,11.0995861630431,7.80890081392885,11.2215669597209,7.6165559254834,12.1429629841557,6.07405703222609,0.654348448210119,2.98724116338988,0.321810712234484
1950,11.1227125303582,7.3605335198509,10.2085959016719,10.420060748199,9.250195290135,12.1381559717021,5.788766873598,11.5745283824505,5.47499864075719,0.581096399154943,2.6926222823396,0.285785114338496
1951,11.5960036849626,7.0852758556477,11.1938680625682,10.4797631028976,10.144284018349,12.6372377231288,5.4028135663583,11.855434199478,5.48027427551957,0.5730604287031,2.6952168568129,0.281832997722836
1952,9.9224680141953,7.6314133390416,8.7146283517252,9.84369374218525,7.9166325095603,10.794778751358,6.3885636880284,10.7190448448488,5.9555506583052,0.613555715010233,2.9289593401501,0.301748712300114
1953,10.4096546491126,7.7669350050851,8.9802923146082,9.69555150703435,8.1718100824251,11.3134758714069,6.4699610714698,10.625475085048,5.23263191558599,0.531112140376924,2.5734255322554,0.261202691988651
1954,10.9998716780267,6.8233959175937,9.10039454377375,8.8492000639093,8.29416879308035,11.9357218657731,5.3255384119515,9.9280505048456,5.14095304543938,0.51409530466887,2.52833756333084,0.252833756394526
1955,11.7240278705814,7.9066503539874,9.76119323422065,9.7760268958517,8.90152496969345,12.7172656981663,6.4123694211931,10.8551036072313,5.37842380497802,0.545910017724687,2.6451264614646,0.268480336585911
1956,11.0679836452451,7.8227382325084,9.14972703680825,9.34907482691745,8.3505218267862,11.9911499078079,6.4740265898627,10.3410787161413,6.07781643657187,0.626151843063189,2.98909005077305,0.307943529375339
1957,13.1871573433441,7.7920515436035,12.9581311395788,10.3993788929623,11.8019675332306,14.2884668619527,6.0391658421414,12.1251816586346,5.99129624926265,0.617238322087093,2.94653913898163,0.303559830534635
1958,11.0502384691273,8.77610086093375,8.0800790219305,10.6541728262137,7.39342369840655,11.9536962433669,7.552196907986,11.5525454787663,6.55937278343833,0.665776340189451,3.22592104103524,0.327430986978418
1959,12.5117883661189,8.82843227572295,11.143167287773,10.1361720772852,10.1973933230554,13.5250141863616,7.3345751852203,11.4821439217113,7.00304698272352,0.700304697679827,3.44412146691321,0.344412146399915
1960,11.477113222172,9.20374373378665,9.0270226843419,10.6914051800821,8.27442293629065,12.3936498672491,7.962060726208,11.5367804484877,7.24489395783645,0.735356735265237,3.56306260221464,0.361650853409133
1961,13.0675872066374,7.58664006737195,11.9376371064017,9.33703623063615,10.9232210228258,14.1216539793095,5.8745287407677,10.9128723561369,6.85108054213864,0.705815444830581,3.36938387318293,0.347122349916679
1962,12.0338657353526,8.38990852929765,8.8092246595192,9.9757139199888,8.0945762441369,12.9836265998922,6.9717309583641,10.7719763599772,6.80491466256935,0.701059317687532,3.34667934224722,0.344783270993868
1963,11.1767758113924,9.37940373619115,7.3234726534002,9.8994122821277,6.765522958593,12.0391217415271,8.227820629801,10.6715944972989,7.35051816231945,0.746077592702946,3.61500893228825,0.36692340624735
1964,13.7668991122426,8.8282042493006,11.5617610504625,10.2398531385367,10.6440987127906,14.8262623358197,7.12498600157845,11.5984563696052,7.28574006699065,0.728574006171854,3.58315085261835,0.358315085002551
1965,15.2779831625996,8.0941766202731,13.469587882702,9.8328231976425,12.4105207330361,16.4369689221448,6.07475346857485,11.6355265220604,6.85191874762925,0.695469751138354,3.36979610539143,0.342034303838534
1966,13.5984989125571,8.48439537666325,11.20503073337,9.0103122595881,10.3506050653227,14.6179665033639,6.84953782905165,10.4230940369722,6.54539283676037,0.674322732276886,3.21904565742313,0.331634130627977
1967,15.8322646611808,8.10357481819145,13.0073756752266,8.5846377644341,12.0186517260187,17.0202606205399,6.04757769034385,10.439547270208,5.82228892243444,0.599826760429844,2.86342078152513,0.294996767424513
1968,16.9489909937012,9.74308687213635,13.6156387027948,10.3441676329226,12.5815473712711,18.2129884285275,7.67230793024965,12.0982244975949,6.65074043024141,0.67505015260614,3.27085594929905,0.331991878330888
1969,15.9699825465057,9.40722454405984,12.1568519246569,8.7880198261912,11.2645622299868,17.1384023056975,7.18150150515545,11.2953220230721,5.38422066255317,0.538422066149744,2.64797737502615,0.264797737450693
1970,17.1643517328053,9.96018263736755,13.0492772169975,8.86224492420525,12.1052716552118,18.4181399802511,7.1362988680019,11.981627479873,5.66143534731205,0.5746356885822,2.78431246589117,0.282607715696163
1971,17.9594074146999,11.0666005586886,13.8478651277678,9.55670174577995,12.8620634357656,19.2594876356461,7.8381942984932,13.0881998393315,4.57727718260068,0.47156253936568,2.25111992586919,0.231916002966728
1972,18.9880359482105,10.4529378823388,15.3810728461948,8.100131290463,14.2710242819541,20.3603979352783,5.95684010030225,12.6950245951465,3.7946299206568,0.390932260822138,1.86621143638859,0.192261767617444
1973,21.3914385150592,11.6344886548238,19.1504899275301,9.962157392043,17.7742385392865,22.9338428150831,7.32735145268745,14.1602819228333,3.73916901961191,0.379525655098403,1.83893558341569,0.186651961523805
1974,20.2061963665446,12.3492571545278,15.3773452723514,8.9254704198178,14.3013594317749,21.6470055367914,6.95399562717145,14.5732938506141,4.05193087656882,0.40519308643564,1.99275289011581,0.19927528841097
1975,21.5609560235297,15.0299518831514,17.3844524402908,11.8936507994082,16.1875216282323,23.086642927695,9.91765302722025,17.1868719880836,5.03265171904686,0.51081415109822,2.47507461592468,0.2512200743106
1976,18.7696874569628,16.5171658628557,12.751427214356,12.6949641392964,11.9042993336272,20.0766184167265,11.6658758957516,18.029683623897,6.90308363520449,0.711172935715653,3.39495916485467,0.349757181499501
1977,22.0833996855165,17.2803928885375,16.8527708541828,13.9616771495136,15.724629905275,23.6280204888003,12.3585629897085,19.2870878679008,6.30672463783088,0.640132548707793,3.10166785467092,0.314819286249734
1978,21.6659109837682,17.6505537079715,18.6513799088015,15.5360818352202,17.3878583707034,23.1838186014774,13.7349830047523,19.5786648092237,7.39814256632363,0.739814255556278,3.63843077032309,0.363843076503087
1979,22.9046890430775,17.414201172326,20.3843398426379,15.4475799365805,19.0054482276684,24.529176376949,13.3344977782164,19.5904770470427,7.082336651493,0.718857170273177,3.48311638598016,0.353536313249103
1980,20.3106509255652,16.5556326171848,14.6738668201451,14.4259210115469,13.7074401520837,21.7286437710235,13.2607885551604,18.368530192159,6.96370849899402,0.717418657098407,3.4247746716364,0.352828847753315
1981,22.5078804625915,16.0458660985177,16.3214817712015,13.3797958059612,15.2395086273908,24.0758458366924,11.7786583284477,18.3028069505768,5.88265748457319,0.597089735862513,2.89311023831468,0.293650689768449
1982,23.5470622937632,15.1619616791139,19.6149001982848,13.1816367652584,18.3223602614031,25.1942991548041,10.9677141212166,17.7055920414829,5.10345040671471,0.510345040470311,2.50989364264658,0.250989364165726
1983,21.0947038495772,13.9814648197292,19.126950746704,12.4968440426001,17.8515760287491,22.5594100594983,10.3367463989566,16.1944492120377,4.60752298844462,0.467663586090923,2.26599491234981,0.229998484962749
1984,22.507766874072,15.3058692893682,21.0911106543411,14.1754779542864,19.6624871557237,24.0747700728753,11.8080736093033,17.6088191602484,5.30991246182518,0.547040456789227,2.61143235827467,0.26903629022421
1985,22.4460333753256,16.2948885423211,18.6674429098008,14.3026435453668,17.4189143213181,24.000264832389,12.3984785323767,18.4723826528092,6.01231397410042,0.619403617964086,2.95687572496742,0.304624730146272
1986,22.9177471810396,17.4923310088266,19.041851600991,15.8499118545478,17.7944646849525,24.4943294876129,14.061809377105,19.621468602957,6.57210666320449,0.667068830338774,3.23218360485466,0.328066637871528
1987,20.1593450631059,16.452862847447,16.4293701978653,15.5421194985252,15.3594127213864,21.5461820739883,14.1656254198939,18.2310676851608,6.99769146086253,0.699769146865483,3.44148760370288,0.344148760753516
1988,19.9319209107634,16.586744411454,15.0688716008584,14.2371083959867,14.081347482649,21.3032225373391,12.9775863444277,18.3065791588551,6.83052948639947,0.693298743983546,3.3592767965899,0.340966595401744
1989,21.7918762949532,16.5818560474396,18.1244024497381,15.4197044469081,16.9119583461419,23.3236591442043,13.7181199682554,18.6387120514864,6.63261889655384,0.683308981100875,3.26194371961664,0.336053597262725
1990,23.037784549004,15.3974730083745,21.7430115568894,14.9084568413299,20.2848134278188,24.661500972865,12.4681470363931,17.8008250567182,6.25314318773851,0.653877661160806,3.07531632183861,0.321579177620068
1991,23.2226446669683,15.6739567420401,21.723108999874,14.9439270196107,20.2940789326937,24.8383269805663,12.591225069123,18.0702958325493,5.87746407651672,0.623812616537301,2.89055610320494,0.306793090100312
1992,22.3359435362595,14.7591240699869,20.3083338958054,13.8885955019276,18.9800252510015,23.8821153619508,11.687661447635,17.0816120156044,5.11286200288157,0.550800446469156,2.51452229649913,0.270885465476634
1993,23.6598014651208,14.2751671426423,21.8890955469424,13.8736548399992,20.4303852397117,25.2966190418291,11.3939918985966,16.8593699642831,4.40668822703456,0.481846355832083,2.16722371821371,0.236973617622336
1994,21.8482719518598,15.1829147869038,19.2977311253808,14.1203863868838,18.0252184948432,23.3590844283942,12.1651554302723,17.3392445572049,4.83324662629651,0.536415419942825,2.37700653752287,0.263810862266963
1995,22.4316326703537,15.4413990663625,21.2384248419476,14.7367127734287,19.8583543577045,23.9768216274806,12.5095843923637,17.6482132871625,5.11158178168016,0.575815899765299,2.51389267951483,0.283188147425557
1996,22.3685481591744,15.9699166114728,22.0652816169052,15.0508344833214,20.6138419343296,23.9093138974943,12.7279313740856,18.1069297672414,5.06260077636874,0.578852696266856,2.48980366050921,0.284681653901732
1997,22.7428560157982,16.351774262614,22.2426274384148,15.479641257817,20.7844467062995,24.3105853009363,13.239489317054,18.5152868674195,4.96207826834304,0.575869441810007,2.44036636148018,0.283214479578692
1998,22.737075737653,16.5106514754438,22.2282928445137,15.6796390638402,20.76661665346,24.3018276612904,13.4675886719474,18.6580510404486,5.26678012705965,0.620399804348259,2.5902197346195,0.305114657876193
1999,20.2935234007752,15.8637034020255,16.8822963876378,13.2281764682343,15.7882969658049,21.6855983563333,11.7114464875328,17.6625967448114,5.11286200288157,0.61130307204737,2.51452229649913,0.300640855105264
2000,22.5236853962838,16.636091647671,19.6096216240387,15.840968846888,18.3462169707716,24.0753966097211,14.142738266216,18.7587392444544,4.97276164825336,0.603470704976238,2.44562048274755,0.296788871299789
2001,21.149470081152,15.8125055751354,19.0413399685488,14.2407992967137,17.8081420453815,22.6112374510878,12.4730027497594,17.7955945848555,4.98720889300344,0.614302312541562,2.45272568508366,0.302115891413883
2002,21.909214089381,16.1947303623275,20.3260474510975,14.6022262240281,19.0016165141452,23.4156541296704,12.6572954444383,18.2729333547882,4.97586333169776,0.622098389484089,2.44714590083496,0.305950027615126
2003,20.4669570946032,16.3630757305769,18.151866763053,14.5625512108812,16.9667004032983,21.8694419164609,13.0236933680043,18.1627411276203,5.26614346759682,0.668265995573408,2.58990662340827,0.328655407659053
2004,23.127257803323,16.575773815714,24.416851282175,17.2073637882945,21.5339292262581,26.0290838847097,14.2867605124159,19.6160842870852,4.48219461154282,0.577315778817539,2.20435800567679,0.283925792861084
2005,20.6205334995875,15.9556327649262,18.5345123338765,15.0638541569805,17.3106941862509,22.039560018177,13.5101821750868,17.8586387217195,5.02704533748884,0.657206064651038,2.47231737909287,0.323216097369363
2006,21.2115576759344,16.0253712308447,19.8519682403813,15.0696754387768,18.5421421024573,22.664324861068,13.2704674764764,18.0284570307216,4.86946991823736,0.646154672654652,2.39482127126427,0.317780986551468
2007,21.7497966599386,16.2640451531905,22.0109659765961,15.8919730451809,20.2562441415817,23.4640744510013,13.7985125135899,18.346232695366,5.19777735477886,0.700065246581245,2.55628394497321,0.344294383564546
2008,22.3876793352776,16.5231022647021,24.0800072385829,15.9346696669798,20.8366974956847,25.6873904651193,13.4714656712461,18.7092713649951,5.80251772901135,0.793237731825543,2.85369724377607,0.39011691729125
2009,22.3276302913418,16.6622714116999,25.6926035488285,17.9527663415414,20.7775443707442,27.4087187233133,14.4942624883079,20.4662810558718,6.44890764597479,0.894827014730544,3.17159392424989,0.440078859703546
2010,18.5714115578346,14.0574269551045,15.3859214168193,13.0769681924403,14.3702836427263,19.8498686439572,11.8506909743936,15.8402772419964,5.44959244003998,0.767508150608876,2.68012742952786,0.377463024889611
2011,18.5654073857591,11.4737338911012,19.9893092987634,11.2603987816545,17.2782134280737,21.3610459196381,8.88220313563435,13.6334261896459,3.1774705264885,0.454220305008614,1.56269042286319,0.223387035250138
2012,16.4801646336784,15.1118435372873,13.4379504389648,13.2407195894236,12.5488591523109,17.6075494905743,12.192820792186,16.3309328861427,6.8077814985381,0.987771895957286,3.34808926157611,0.485789457028173
2013,19.8440408443539,14.4715385482617,19.6522237882477,12.8724896207878,18.3313013326449,21.2086286412657,10.7836635536038,16.4794790228808,4.5113552775123,0.664391592959997,2.21869931680932,0.326749963750818
2014,18.883121569132,13.7982178039732,15.7463883120988,11.7829416894647,14.6985140809641,20.1806705308743,10.2941274099157,15.7144623200748,4.1645924818198,0.622523359069375,2.04816023696055,0.306159029050512
2015,20.8564239926953,14.3332885528743,23.1744542160579,15.0649690320402,19.4172687962794,24.7324169789702,12.0720697441648,17.5220412193465,4.36238670882964,0.661870987820619,2.14543608630966,0.325510321878993
