iso3,year,net,net_std,imm,imm_std,emi,emi_std,imm_pop,imm_pop_std,emi_pop,emi_pop_std
ABW,2010,-84.63891,551.23035,2180.5706,233.31763,2265.209,338.4917,41915.715,1341.1315,22650.316,1974.5891
ABW,2011,536.4058,539.7157,2814.4531,347.88333,2278.0476,290.5604,42553.24,1377.7178,23496.357,2001.2073
ABW,2012,170.48132,628.8548,2608.5188,298.60663,2438.0376,345.72348,43766.6,1433.6268,24297.912,2117.883
ABW,2013,1007.5985,705.2264,3173.9927,361.50818,2166.3926,502.35608,44699.99,1512.9065,25191.062,2240.9731
ABW,2014,174.34337,680.73444,2628.996,347.78937,2454.652,415.08115,46276.45,1619.5247,25897.062,2616.9866
ABW,2015,208.80554,581.8584,2629.174,365.9677,2420.3682,456.62735,47254.348,1719.9707,26852.64,2866.1316
ABW,2016,1295.8763,1743.5646,3708.49,1702.2501,2412.6138,495.31085,48252.824,1874.9271,27799.84,2957.284
ABW,2017,1998.8744,1423.9592,4013.477,1402.113,2014.6031,442.19824,50336.805,2579.217,28750.57,3087.6348
ABW,2018,3720.0312,3078.023,5896.5166,2811.7659,2176.4858,425.77747,52833.316,3246.657,29432.404,3185.7493
ABW,2019,4464.4106,2761.746,6851.0024,2819.899,2386.5923,374.51202,57107.85,4232.9897,30191.271,3318.396
ABW,2020,1410.2758,2331.742,5339.3237,1531.3687,3929.0479,1923.1818,62137.06,3815.606,31001.143,3412.9072
ABW,2021,4053.737,2890.7393,6721.6504,1684.5553,2667.914,2025.5117,64960.723,4115.918,32729.617,3808.7114
ABW,2022,2956.669,2153.1619,5466.2397,1653.6237,2509.5718,795.15936,69755.71,4179.29,33925.89,4215.46
ABW,2023,2073.1897,1293.4258,4556.9966,973.6256,2483.806,635.46436,73311.81,4382.5723,34877.414,4287.317
ABW,2024,,,,,,,75787.96,4780.2847,35689.406,4382.856
AFG,1990,926694.44,667426.5,1000344.5,492619.25,73649.78,37633.582,38406.72,24830.754,6931223.0,608438.25
AFG,1991,527901.6,366864.5,605754.5,346089.3,77852.7,38319.594,40255.414,23815.645,5946047.5,770159.6
AFG,1992,160002.69,173290.86,235732.3,167309.98,75729.67,39498.47,40664.426,22876.111,5370749.5,643109.5
AFG,1993,417037.88,533368.5,474563.8,438013.12,57525.902,22686.725,44556.348,22351.504,5173408.0,687322.6
AFG,1994,352377.56,416508.8,413161.03,339807.47,60783.48,22036.14,42794.79,20790.39,4715564.0,360233.62
AFG,1995,61864.086,62685.945,80883.82,66105.9,19019.762,7967.0903,42494.293,19697.729,4329010.5,229013.7
AFG,1996,-31270.6,62176.516,93903.86,131834.81,125174.484,163474.6,51185.68,19685.96,4245890.0,454438.12
AFG,1997,-11271.729,73005.76,69645.9,66448.234,80917.664,65150.312,55866.973,18448.379,4252102.0,378197.12
AFG,1998,-20707.66,47861.164,58486.785,41414.285,79194.445,69069.22,60020.664,17308.965,4237256.0,283546.56
AFG,1999,-14416.201,35058.58,67096.445,63487.91,81512.64,54770.582,63338.168,16152.141,4231859.0,203470.38
AFG,2000,-58838.875,55256.082,46096.723,24026.42,104935.6,51614.625,67260.2,15031.018,4221191.0,164111.22
AFG,2001,34045.99,245368.97,152890.89,242866.77,118844.875,40591.05,69205.13,13947.961,4253222.0,166826.06
AFG,2002,112768.93,187905.45,273191.38,169262.98,160422.39,88497.12,69240.914,13351.073,4190695.5,280924.3
AFG,2003,-85383.375,102909.445,85253.74,57549.0,170637.12,83098.42,70198.87,12980.582,4051523.5,195158.84
AFG,2004,-69270.98,80466.79,62270.734,28772.297,131541.73,55975.12,74272.695,12793.963,4114698.5,161057.5
AFG,2005,-286054.25,219050.48,76832.41,31015.65,362886.66,212996.17,76489.586,12170.419,4160964.5,147885.34
AFG,2006,-192651.31,128433.09,50856.72,19703.459,243508.0,105696.23,83897.76,11903.151,4428719.5,231050.88
AFG,2007,-273836.94,101754.48,85592.445,33357.598,359429.4,134769.52,86630.17,11736.655,4597404.0,257780.45
AFG,2008,-99808.08,60328.19,56962.195,26021.768,156770.28,89142.76,90896.6,11653.659,4848130.0,303120.56
AFG,2009,-258577.58,226812.16,133477.25,100691.22,392054.8,285561.6,94183.664,11657.637,4922143.5,305215.2
AFG,2010,109425.805,85380.375,258435.48,87880.1,149009.69,55951.074,103202.125,13125.292,5160437.0,182532.14
AFG,2011,-74923.555,39706.145,63193.207,18807.924,138116.75,39121.93,232935.77,68696.88,5149868.0,225536.97
AFG,2012,77799.195,93825.25,201687.94,79112.63,123888.766,34641.32,232781.14,68686.28,5195144.0,221835.67
AFG,2013,-30755.17,49514.258,100504.71,41377.63,131259.88,35197.71,311256.47,66904.164,5166229.0,220451.48
AFG,2014,-82631.414,38259.58,77758.836,27027.766,160390.27,37476.98,320643.75,64103.926,5177653.0,214103.72
AFG,2015,-198867.22,86171.35,70308.47,19478.49,269175.7,74908.49,311213.97,59426.32,5222284.0,207672.9
AFG,2016,-278840.84,95845.14,72446.17,16741.275,351287.06,92854.984,290786.4,65073.523,5371877.5,208492.28
AFG,2017,-173041.83,36902.746,76854.4,18631.105,249896.23,48438.785,247799.7,62156.734,5574182.0,200578.97
AFG,2018,-193038.17,43661.633,84076.92,18060.867,277115.16,60283.137,227372.67,58772.133,5695597.0,198994.7
AFG,2019,-81212.766,40452.145,94082.65,21054.637,175295.42,40147.387,190923.53,50744.027,5820004.0,200651.95
AFG,2020,-177647.28,205841.08,82605.1,18246.662,260252.38,215355.61,179590.02,47042.785,5856310.0,201520.4
AFG,2021,-846378.94,237622.53,65096.26,18149.664,911475.2,240896.89,176053.86,47078.688,5989809.0,290998.88
AFG,2022,-514957.3,223231.62,94542.414,24269.21,609499.7,227027.83,162873.16,47038.598,6781533.0,376791.06
AFG,2023,-302127.1,182698.14,75817.67,24307.03,377944.78,214463.52,157363.25,47276.023,7249934.0,313807.53
AFG,2024,,,,,,,160044.56,50582.79,7512259.0,233613.3
AGO,1990,35229.688,36850.164,62793.01,39106.402,27563.324,11437.184,34597.562,11496.117,749717.5,77970.43
AGO,1991,-686.4798,20251.268,30948.428,19302.664,31634.918,14132.8,36100.027,10424.993,705443.4,73030.28
AGO,1992,9202.352,25709.912,33333.305,22451.717,24130.95,14040.8545,37100.59,10028.819,697372.6,70903.58
AGO,1993,-7153.09,31377.791,25339.13,24793.303,32492.229,11453.5,38108.758,9853.922,679728.4,73018.53
AGO,1994,-10626.332,18121.617,29528.037,13359.697,40154.36,15726.723,38695.152,10210.486,678314.75,61720.75
AGO,1995,-69676.07,35420.65,22703.898,10294.11,92379.98,27704.693,40222.45,9970.678,681543.1,50380.58
AGO,1996,-82596.44,54159.004,26465.656,13297.978,109062.08,42763.85,42399.082,9022.076,744379.9,50253.668
AGO,1997,-50330.36,29637.28,22863.744,8849.796,73194.11,25490.205,44393.6,9014.353,818848.75,67028.945
AGO,1998,-46661.7,25257.314,23780.773,9575.145,70442.47,26807.344,46913.68,9138.426,860679.44,55090.496
AGO,1999,-27244.277,28476.031,31519.205,12744.351,58763.492,24150.482,48599.742,8745.062,897523.25,45799.95
AGO,2000,6108.9067,19789.295,47094.43,18212.793,40985.508,10610.769,51233.016,8552.255,915579.25,38803.574
AGO,2001,11236.018,21855.688,53413.13,21949.451,42177.117,11338.567,54736.844,9619.026,901537.5,39041.055
AGO,2002,5080.075,31026.812,51001.94,22856.262,45921.88,11762.354,57875.004,9295.5,882596.56,46096.645
AGO,2003,35391.855,34804.723,64944.953,28839.053,29553.086,8872.076,60296.586,9025.689,869666.75,45413.887
AGO,2004,32871.03,35456.773,63058.1,32448.516,30187.068,6458.2134,62712.02,9011.742,826849.5,46296.03
AGO,2005,-3676.158,19177.629,44397.047,18483.709,48073.203,15658.876,65408.74,8766.888,787828.3,32250.443
AGO,2006,1050.0747,13575.782,39940.51,12446.688,38890.445,10626.522,69260.85,9379.692,787109.5,32699.043
AGO,2007,-7754.79,11927.053,40882.223,14196.572,48637.008,21241.09,72726.21,9880.546,781655.1,34537.566
AGO,2008,3667.4006,17318.178,40711.457,12272.711,37044.047,14455.972,77584.44,10302.18,786608.2,38427.008
AGO,2009,17919.326,24614.852,46975.043,23393.004,29055.729,9657.66,80922.56,10206.239,778744.75,45007.984
AGO,2010,27063.088,13772.823,54284.633,13187.504,27221.535,4920.749,87363.99,9115.064,759994.56,41376.98
AGO,2011,27434.41,13095.33,54649.727,14154.796,27215.328,5724.335,95664.086,12635.241,734357.06,45045.0
AGO,2012,6776.0947,8666.064,33565.37,9294.017,26789.277,5023.269,106959.85,14900.542,711870.8,46693.22
AGO,2013,13225.292,13393.187,41322.52,13591.136,28097.219,5429.191,120994.2,18454.426,713153.6,45195.39
AGO,2014,17863.02,10744.204,47411.227,15592.61,29548.2,5145.2866,133361.42,20716.586,706564.3,41581.562
AGO,2015,10687.096,14230.802,42461.086,11380.138,31773.988,8321.464,149266.22,23596.564,699149.5,40058.832
AGO,2016,743.31836,10390.83,31430.291,11599.586,30686.969,4732.067,163422.33,25618.16,697341.75,45033.758
AGO,2017,-3378.9688,5702.4155,30579.205,4323.056,33958.17,5096.7544,170906.62,25567.676,698996.6,44943.594
AGO,2018,-6281.996,7601.557,30110.713,5365.281,36392.715,5112.7935,179966.77,26672.166,706444.7,46159.805
AGO,2019,-12277.155,5995.703,28801.254,4243.526,41078.42,6412.712,188120.28,25945.516,715871.6,46774.21
AGO,2020,-16200.779,10723.249,27291.3,4500.2925,43492.086,8774.018,195246.98,25427.807,730278.6,47764.57
AGO,2021,-20375.043,7511.907,26891.463,4635.1553,47266.5,8894.554,202489.64,26454.254,748348.0,50037.492
AGO,2022,-24842.607,11568.265,29461.668,4857.4233,54304.277,10620.804,208351.38,26489.854,768905.1,52159.758
AGO,2023,-34969.53,13848.0205,29125.445,5414.4233,64094.977,16152.799,216469.2,27353.48,796197.9,55160.926
AGO,2024,,,,,,,224336.84,28468.395,833600.9,61035.254
AIA,1990,178.4181,225.3438,427.64236,73.55315,249.22444,31.416098,1608.256,355.12558,2489.6704,258.41965
AIA,1991,86.013374,166.65738,450.8902,41.921425,364.87692,43.633812,1883.4277,351.87665,2567.2305,253.25174
AIA,1992,379.45096,314.36356,792.7123,80.72749,413.26114,44.037067,2100.9087,347.30368,2699.8804,235.34996
AIA,1993,209.43579,144.66238,680.0087,54.890926,470.573,46.69889,2683.4956,336.99725,2885.4438,224.6589
AIA,1994,265.3904,158.7808,781.08905,70.13664,515.69855,49.570404,3087.3025,322.23077,3064.8364,206.173
AIA,1995,305.99023,142.90582,867.2235,74.921234,561.2332,51.768192,3566.7532,313.04767,3267.0806,186.86911
AIA,1996,205.22888,186.99084,842.40826,72.12417,637.1793,58.29108,4080.2654,317.09332,3464.1377,176.55174
AIA,1997,384.1287,144.56956,1027.6066,95.8204,643.47754,60.505432,4520.555,325.47903,3686.0376,166.81212
AIA,1998,456.18356,151.50233,1097.4122,89.24825,641.2285,61.915966,5139.959,348.3483,3911.0095,168.014
AIA,1999,596.02985,151.2575,1256.698,104.619225,660.66797,66.56179,5818.784,381.23996,4126.5864,182.68303
AIA,2000,274.34167,215.73663,1014.823,77.102776,740.48145,66.35466,6629.526,426.02594,4338.409,204.43024
AIA,2001,306.69235,224.11377,1090.395,81.44875,783.70276,65.9302,7128.181,450.52228,4561.866,235.46346
AIA,2002,310.3723,213.5183,1116.1553,87.27923,805.7827,84.41057,7658.214,482.87073,4780.523,266.70413
AIA,2003,351.64642,190.74939,1136.853,89.98943,785.2064,87.59721,8193.825,523.65686,4999.123,323.85867
AIA,2004,656.9145,193.2181,1400.5214,114.55108,743.60645,73.46418,8761.112,571.71216,5210.6484,386.97864
AIA,2005,711.7179,197.50513,1429.9037,117.92254,718.18567,64.7759,9615.611,618.9412,5409.63,420.03418
AIA,2006,1037.9569,300.9882,1713.8628,158.10252,675.90594,69.2642,10511.42,678.46875,5599.4893,450.19983
AIA,2007,1350.2003,477.83127,1997.095,246.40718,646.89557,59.00713,11713.047,760.15015,5771.081,477.1069
AIA,2008,427.45398,288.54022,1210.1255,96.385086,782.6715,74.183014,13194.653,881.2035,5915.1855,500.94467
AIA,2009,255.91692,275.94138,1168.0448,111.43101,912.1277,81.17731,13744.868,911.7464,6054.66,535.23785
AIA,2010,273.06094,263.66016,1169.7273,103.30703,896.6665,72.28637,14085.852,921.49994,6160.126,558.4965
AIA,2011,432.49365,282.16446,1280.2284,108.2469,847.7351,66.40865,14432.832,947.88074,6252.3877,575.38043
AIA,2012,512.95844,257.2955,1316.7316,114.514275,803.7727,62.062157,14944.88,987.7868,6345.1484,581.49396
AIA,2013,293.6702,301.60867,1106.6968,95.89213,813.0266,65.003876,15510.831,1038.7522,6414.871,586.1677
AIA,2014,412.59317,292.30243,1189.0829,102.24129,776.49023,60.60772,15827.49,1064.4412,6464.0425,591.5433
AIA,2015,755.9597,288.25574,1438.7043,129.58015,682.7449,55.206615,16282.232,1100.9707,6530.5537,596.4715
AIA,2016,428.43488,343.64694,1212.5295,101.04055,784.0946,62.71481,17052.666,1168.5769,6570.993,597.9691
AIA,2017,401.56143,334.1349,1168.6172,95.475945,767.0554,64.47569,17481.732,1209.7985,6597.588,603.67365
AIA,2018,1160.7347,313.39252,1758.1259,158.09253,597.3911,49.762333,17851.234,1246.2816,6601.5845,608.67114
AIA,2019,815.9545,314.69913,1476.0703,132.67758,660.11584,52.524853,18970.12,1335.956,6596.0156,607.9183
AIA,2020,297.9947,504.6498,1134.4954,108.18508,836.50104,113.40664,19732.05,1406.1981,6583.122,608.0781
AIA,2021,1302.1597,375.3688,1863.2076,190.29489,561.04846,54.409554,19960.73,1423.697,6551.448,608.7143
AIA,2022,1462.2612,572.57697,2014.3992,209.17575,552.1376,80.420784,21189.568,1518.7784,6534.448,607.834
AIA,2023,843.5651,332.973,1420.8293,127.534676,577.26447,50.87503,22555.51,1625.1273,6510.55,606.2295
AIA,2024,,,,,,,23285.79,1689.7863,6486.3115,607.85474
ALB,1990,-58602.727,41291.047,9298.502,4690.7183,67901.22,36528.77,67413.33,5746.226,311021.5,148113.88
ALB,1991,-45896.598,31054.285,6613.523,2164.1873,52510.117,33095.938,68599.38,6026.8115,368384.25,140820.48
ALB,1992,-35579.133,23010.365,7501.7534,2271.9446,43080.875,23512.2,68242.0,5769.5684,410899.44,126133.62
ALB,1993,-26995.639,20894.76,7984.854,1854.9647,34980.496,17973.209,68606.42,5400.674,443395.03,116195.53
ALB,1994,-25815.943,18867.025,8866.247,5472.831,34682.19,15844.084,69308.33,5058.17,467368.56,105864.62
ALB,1995,-38779.03,27964.998,9879.33,2888.4866,48658.355,27621.438,70350.98,4721.563,490288.28,96971.414
ALB,1996,-31057.957,18403.512,9455.261,2311.907,40513.223,16553.182,71864.445,4427.255,526352.0,89133.26
ALB,1997,-54818.055,39620.395,11438.531,3713.0225,66256.586,40828.332,73076.95,4299.634,554083.6,83688.98
ALB,1998,-42910.484,18246.602,9253.738,2070.017,52164.21,19382.729,73472.41,4207.0083,604517.75,72486.414
ALB,1999,-64849.652,33784.1,11415.957,3436.9893,76265.62,30940.125,73977.48,4209.8433,642593.75,63831.676
ALB,2000,-35376.098,11183.998,10157.304,2393.1785,45533.406,12819.08,75274.766,4457.654,703021.44,56821.086
ALB,2001,-36811.96,15497.009,11058.259,2519.8442,47870.22,14792.542,75539.84,5033.522,732377.75,55027.38
ALB,2002,-35446.234,13721.408,13420.616,5177.162,48866.848,11951.158,75801.76,5577.006,762998.06,51270.535
ALB,2003,-43079.992,14604.578,11134.354,3384.7869,54214.35,14040.448,75408.36,6234.0586,791276.56,43601.652
ALB,2004,-48957.242,12692.846,12452.139,4070.2786,61409.38,12435.525,74556.04,6506.312,826305.75,36952.895
ALB,2005,-52954.723,15793.852,13936.078,5086.8057,66890.8,15302.954,74054.43,8490.721,867484.2,30875.057
ALB,2006,-52617.64,14405.464,12832.468,3764.3203,65450.1,13053.007,73949.555,10879.122,912580.1,30759.674
ALB,2007,-48066.812,12495.636,13496.51,4219.358,61563.32,12449.768,73191.97,10807.752,956246.8,30331.3
ALB,2008,-48404.957,16194.931,13960.001,3760.662,62364.965,15862.974,72504.914,10688.431,994796.25,33445.56
ALB,2009,-19631.66,12285.047,18491.336,5646.398,38123.004,11151.082,72893.78,11295.752,1034461.94,37174.48
ALB,2010,-26131.154,8272.741,15897.357,4446.3296,42028.52,8987.669,73583.805,11657.666,1045304.25,38215.17
ALB,2011,-24068.85,9173.003,19085.709,7126.821,43154.562,9022.106,73713.08,11621.131,1062023.4,40104.223
ALB,2012,-20713.436,7692.657,19461.342,6979.315,40174.766,8095.371,73781.08,11769.339,1076304.0,40818.848
ALB,2013,-25792.654,7570.1753,17044.824,3750.728,42837.47,7391.6733,73986.61,11631.4,1086903.8,41269.668
ALB,2014,-33131.016,8236.407,16546.838,3149.5637,49677.855,9042.032,73918.64,11455.206,1102464.8,42420.98
ALB,2015,-33833.69,8285.975,16317.043,3150.4446,50150.73,8397.826,73556.055,11261.304,1124863.4,44905.562
ALB,2016,-40441.438,8072.185,16121.085,2808.8748,56562.54,8521.581,73465.88,11117.619,1147269.5,47417.418
ALB,2017,-42819.52,9844.87,15894.245,2878.5896,58713.758,9142.658,73715.19,11180.062,1176762.5,51144.844
ALB,2018,-48608.516,9368.69,15849.823,2723.649,64458.344,9030.03,73757.39,11060.75,1207506.4,54497.31
ALB,2019,-48123.363,7857.7773,16423.383,2845.1497,64546.746,7107.2285,73912.98,11055.094,1244200.4,58382.574
ALB,2020,-30416.23,10457.197,14011.152,1880.2556,44427.375,7822.949,73680.84,10871.785,1279371.2,62065.582
ALB,2021,-47762.445,15182.577,15899.841,3404.1821,63662.277,11264.093,73942.54,10666.091,1295870.2,62928.29
ALB,2022,-62299.434,22670.01,17193.668,4561.72,79493.1,16362.059,74031.17,10260.221,1329442.5,67798.54
ALB,2023,-61134.43,17629.713,19306.303,4845.9062,80440.734,16698.48,75404.76,10691.907,1377388.1,75175.65
ALB,2024,,,,,,,78232.84,11128.756,1426677.6,82417.54
AND,1990,2253.4663,1867.8934,4414.785,1817.2076,2161.32,689.65204,32442.455,4564.95,6210.5117,1428.5206
AND,1991,1261.4246,780.9134,3397.5454,818.62085,2136.12,397.4219,34789.363,4478.8833,6394.9785,1367.1385
AND,1992,753.61786,517.4313,2949.7998,714.65686,2196.1824,373.03552,36137.91,4140.571,6590.085,1291.9661
AND,1993,384.69275,700.52423,2622.7732,642.8418,2238.0806,463.13434,36996.027,3716.8906,6801.7124,1231.5013
AND,1994,492.91565,680.7021,2810.9727,634.14386,2318.057,468.73605,37469.266,3342.4402,7008.7163,1195.249
AND,1995,501.27533,647.35486,2861.3372,596.355,2360.0613,462.5867,38089.867,3070.2092,7268.575,1117.9205
AND,1996,808.59827,621.48804,3119.6243,660.21875,2311.0264,488.86203,38754.074,2847.967,7557.7046,1038.0818
AND,1997,1790.9558,1126.7185,3791.8584,896.73413,2000.9019,457.31555,39707.53,2566.4463,7838.127,973.7735
AND,1998,743.4413,752.5505,3147.415,773.91205,2403.974,413.03522,41598.504,2368.4724,8089.8057,923.89703
AND,1999,930.10175,652.89136,3352.0938,754.8062,2421.9924,402.71252,42504.812,2406.062,8418.008,827.3553
AND,2000,783.78,643.0357,3089.5354,679.2518,2305.7544,360.32852,43603.246,2595.4233,8765.047,760.64374
AND,2001,1965.8776,1194.9755,3932.9084,847.08167,1967.0293,229.1863,44574.605,2740.9597,9141.55,715.4792
AND,2002,1483.8132,531.6569,3513.3801,631.73444,2029.5662,326.51636,46646.99,2925.4998,9446.393,668.25604
AND,2003,2220.5518,939.4897,4104.398,669.30005,1883.8475,215.50116,48253.37,2976.6125,9787.186,597.48804
AND,2004,2274.4553,893.5435,4332.9233,711.7724,2058.4673,290.66245,50581.684,3114.3914,10115.997,570.165
AND,2005,2018.5889,1043.1056,4380.7705,865.0834,2362.181,372.55417,52975.582,3354.869,10467.9375,543.232
AND,2006,1590.9265,967.31757,4164.0312,697.7867,2573.106,434.22418,55154.867,3561.0173,10861.525,545.7334
AND,2007,566.78687,1038.2936,3410.2654,923.8519,2843.479,537.53906,56939.46,3859.6309,11285.772,558.64935
AND,2008,-1009.48096,1085.9684,2624.1914,518.63104,3633.6719,852.106,57723.434,4163.6025,11744.909,570.7659
AND,2009,-713.29083,937.8434,2538.4062,495.3287,3251.697,853.2569,56916.55,3930.7703,12196.477,601.8163
AND,2010,-585.52356,524.3109,2565.5317,498.10928,3151.0552,549.7539,56342.355,3607.5767,12585.77,644.6055
AND,2011,-316.51047,778.25543,2964.8147,514.9679,3281.3257,688.07776,55994.887,3528.3596,13077.599,707.02673
AND,2012,-911.5284,1055.1199,2616.518,570.143,3528.0464,808.79645,55970.195,3532.5654,13601.047,816.51276
AND,2013,-578.1326,868.7102,2737.2122,641.30444,3315.3457,712.04016,55297.03,3585.779,14072.529,936.1154
AND,2014,472.14798,751.1977,3362.906,498.27182,2890.7566,465.40924,55031.2,3863.228,14603.787,1083.6606
AND,2015,491.73795,592.8899,3333.573,543.8897,2841.8354,457.26758,55880.074,3854.9177,15184.504,1205.57
AND,2016,1145.8103,855.10547,3976.3706,654.4991,2830.5603,414.23816,56765.355,3915.2908,15773.418,1340.7137
AND,2017,265.77234,788.1217,3358.693,655.15076,3092.9197,500.5099,58306.297,4004.1953,16348.642,1463.2753
AND,2018,1031.0172,1026.1116,4011.2124,999.8588,2980.1943,399.06036,59048.297,4139.3677,17008.232,1639.2096
AND,2019,1138.3435,796.0692,4027.264,734.64557,2888.9214,369.57483,60514.4,4277.7925,17629.066,1767.2421
AND,2020,1001.3252,582.83344,2869.131,501.69174,1867.8059,256.88876,62051.78,4484.408,18224.156,1878.4487
AND,2021,2055.9343,1181.393,4162.119,674.13556,2106.1836,199.76537,62923.95,4620.0874,18451.12,1897.8748
AND,2022,2723.716,1711.3604,5213.068,957.9468,2489.352,311.67035,65212.42,4850.3594,18957.84,1953.1355
AND,2023,1686.748,1177.1765,4534.0063,918.8914,2847.2578,397.69162,68243.0,5068.438,19486.654,1999.385
AND,2024,,,,,,,70277.56,5400.235,20093.188,2140.0796
ARE,1990,152366.47,66931.945,177650.77,58413.613,25284.293,7414.764,1259161.0,240389.9,92454.49,11552.08
ARE,1991,51467.684,23358.805,77079.77,23365.037,25612.107,4276.983,1408631.2,249186.23,93504.39,10984.626
ARE,1992,93194.51,58018.207,119936.35,57414.656,26741.816,5124.402,1459804.9,252251.92,96570.59,10871.276
ARE,1993,39388.004,17486.637,69637.086,12848.68,30249.066,4753.1494,1552140.4,249958.69,99206.45,10690.785
ARE,1994,68901.836,21935.824,99888.66,18740.957,30986.8,4319.7837,1591934.4,248850.64,103353.49,10150.064
ARE,1995,79004.75,12057.897,112154.91,17090.078,33150.18,4493.01,1661580.1,247564.17,108113.234,9654.885
ARE,1996,88607.64,19394.688,123833.695,22521.7,35226.055,4654.6323,1741609.0,248007.05,113349.27,9311.447
ARE,1997,110075.914,27823.129,150619.06,27971.71,40543.117,7176.605,1830958.4,244986.81,118348.71,9058.163
ARE,1998,91334.39,30108.0,134141.94,22314.291,42807.523,6163.0933,1941487.1,238773.1,122935.625,8492.465
ARE,1999,112039.91,30668.73,161501.25,28330.545,49461.32,7234.4736,2033056.2,238815.2,127372.71,8419.921
ARE,2000,150360.34,36407.23,211956.22,43051.246,61595.855,13066.854,2145149.2,233883.97,131228.84,8419.351
ARE,2001,118474.805,29711.262,192610.94,26858.54,74136.15,14030.594,2292808.2,221189.23,132129.73,8793.405
ARE,2002,135059.69,31605.768,223336.11,33357.16,88276.5,18082.098,2409821.2,222958.5,134099.16,8255.606
ARE,2003,228781.45,31855.469,316965.4,35563.055,88184.08,20403.74,2542613.2,222607.92,134977.3,7621.4097
ARE,2004,261423.45,62027.535,354601.47,50428.01,93177.99,21183.55,2769368.5,219552.03,136047.78,7002.4624
ARE,2005,317990.9,94991.34,430194.66,72905.24,112203.8,26453.92,3028044.5,207837.12,136730.92,5245.984
ARE,2006,477316.44,139243.9,607657.75,118326.56,130341.3,29455.562,3345510.5,189156.44,139997.9,5391.344
ARE,2007,464195.62,116727.85,640226.3,86861.414,176030.55,31815.332,3822724.2,194625.86,143811.94,5840.427
ARE,2008,515680.84,91584.85,747092.25,89871.37,231411.44,35370.965,4287888.5,173913.6,148963.58,5794.4395
ARE,2009,334473.1,151892.62,585981.75,99111.76,251508.48,47817.445,4804147.0,174426.88,153861.42,5754.4346
ARE,2010,332597.7,66764.45,629147.0,65919.58,296549.47,56624.406,5140279.0,151055.97,160437.44,5546.4976
ARE,2011,420749.34,125108.93,768139.7,102003.54,347390.53,64105.11,5474226.5,173569.0,166563.84,5807.2153
ARE,2012,230067.84,70037.71,657887.2,66900.66,427819.44,68327.65,5896673.0,199898.73,172829.16,6145.2305
ARE,2013,278391.53,75997.85,721798.8,68071.17,443406.8,60852.336,6128800.5,201723.9,179845.75,6729.002
ARE,2014,194934.6,58408.48,676376.94,65683.13,481442.47,62425.84,6408908.5,221156.25,186708.56,7297.0063
ARE,2015,306552.28,107900.016,793864.25,99623.25,487312.25,61816.445,6605928.5,236389.53,194166.9,7993.5386
ARE,2016,207432.16,89535.54,734428.56,89267.51,526996.44,56403.465,6914214.5,283654.2,201404.03,8680.209
