lat,lon,mean_degree,trend
69.0,27.0,0.775,0.497
69.0,29.0,0.813,0.543
69.0,31.0,0.803,0.641
69.0,33.0,0.746,0.677
69.0,35.0,0.732,0.573
69.0,49.0,0.71,0.225
69.0,59.0,0.728,0.471
69.0,61.0,0.734,0.112
69.0,63.0,0.702,0.139
69.0,65.0,0.71,0.013
69.0,69.0,0.734,0.076
69.0,71.0,0.69,0.105
69.0,77.0,0.688,0.228
69.0,79.0,0.702,0.104
69.0,81.0,0.694,0.104
69.0,83.0,0.694,0.177
69.0,85.0,0.721,0.216
69.0,87.0,0.725,0.136
69.0,89.0,0.712,0.184
69.0,91.0,0.718,0.144
69.0,93.0,0.754,0.167
69.0,95.0,0.724,0.215
69.0,97.0,0.713,0.276
69.0,99.0,0.712,0.311
69.0,101.0,0.72,0.21
69.0,103.0,0.722,0.14
69.0,105.0,0.706,0.208
69.0,107.0,0.692,0.007
69.0,109.0,0.697,0.097
69.0,111.0,0.697,0.083
69.0,113.0,0.674,0.007
69.0,115.0,0.682,-0.021
69.0,117.0,0.682,0.031
69.0,119.0,0.658,0.04
69.0,121.0,0.653,0.117
69.0,123.0,0.649,0.207
69.0,125.0,0.696,0.091
69.0,127.0,0.758,-0.088
69.0,129.0,0.73,0.125
69.0,131.0,0.681,0.075
69.0,133.0,0.666,0.084
69.0,135.0,0.683,0.037
69.0,137.0,0.655,0.031
69.0,139.0,0.696,0.002
69.0,141.0,0.669,0.059
69.0,143.0,0.673,0.102
69.0,145.0,0.675,0.097
69.0,147.0,0.695,0.182
69.0,149.0,0.669,0.117
69.0,151.0,0.641,0.173
69.0,153.0,0.697,0.197
69.0,155.0,0.69,0.189
69.0,157.0,0.695,0.166
69.0,159.0,0.661,0.201
69.0,161.0,0.68,0.189
69.0,163.0,0.722,0.047
69.0,165.0,0.731,0.228
69.0,167.0,0.706,0.111
69.0,169.0,0.663,0.271
69.0,171.0,0.678,0.226
69.0,173.0,0.713,0.251
69.0,175.0,0.726,0.255
69.0,177.0,0.718,0.208
69.0,179.0,0.673,0.273
69.0,197.0,0.797,0.239
69.0,199.0,0.773,0.243
69.0,201.0,0.789,0.128
69.0,203.0,0.789,0.065
69.0,205.0,0.769,0.152
69.0,207.0,0.773,0.161
69.0,209.0,0.757,0.297
69.0,211.0,0.83,0.288
69.0,213.0,0.81,0.243
69.0,215.0,0.845,0.341
69.0,217.0,0.803,0.341
69.0,219.0,0.791,0.216
69.0,221.0,0.723,0.35
69.0,225.0,0.68,0.163
69.0,227.0,0.666,0.027
69.0,229.0,0.693,-0.025
69.0,231.0,0.683,-0.041
69.0,233.0,0.703,-0.113
69.0,235.0,0.695,-0.252
69.0,237.0,0.743,-0.26
69.0,239.0,0.743,-0.06
69.0,241.0,0.687,0.034
69.0,247.0,0.666,0.086
69.0,249.0,0.682,0.185
69.0,251.0,0.679,0.238
69.0,255.0,0.696,0.163
69.0,257.0,0.661,0.265
69.0,261.0,0.688,0.373
69.0,263.0,0.676,0.225
69.0,267.0,0.724,0.43
69.0,269.0,0.69,0.322
69.0,271.0,0.687,0.401
69.0,277.0,0.662,0.23
69.0,281.0,0.507,0.095
69.0,285.0,0.637,0.355
69.0,287.0,0.658,0.168
69.0,289.0,0.71,0.32
69.0,291.0,0.631,0.01
69.0,309.0,0.556,0.036
69.0,311.0,0.601,-0.031
69.0,313.0,0.698,0.101
69.0,315.0,0.726,-0.098
69.0,317.0,0.745,0.01
69.0,319.0,0.757,0.094
69.0,321.0,0.766,0.248
69.0,323.0,0.756,0.246
69.0,325.0,0.758,0.201
69.0,327.0,0.676,0.272
69.0,329.0,0.68,0.264
69.0,331.0,0.614,0.295
69.0,333.0,0.636,0.167
71.0,25.0,0.665,0.433
71.0,53.0,0.741,0.502
71.0,55.0,0.629,0.318
71.0,67.0,0.661,0.511
71.0,69.0,0.626,0.309
71.0,71.0,0.604,0.276
71.0,75.0,0.635,0.361
71.0,77.0,0.652,0.21
71.0,79.0,0.646,0.189
71.0,81.0,0.649,0.173
71.0,85.0,0.687,0.158
71.0,87.0,0.691,0.172
71.0,89.0,0.7,0.189
71.0,91.0,0.696,0.177
71.0,93.0,0.689,0.244
71.0,95.0,0.691,0.26
71.0,97.0,0.673,0.255
71.0,99.0,0.692,0.263
71.0,101.0,0.685,0.22
71.0,103.0,0.66,0.193
71.0,105.0,0.658,0.163
71.0,107.0,0.688,0.163
71.0,109.0,0.696,0.184
71.0,111.0,0.751,0.149
71.0,113.0,0.688,0.072
71.0,115.0,0.672,-0.065
71.0,117.0,0.638,0.013
71.0,119.0,0.608,0.01
71.0,121.0,0.609,-0.132
71.0,123.0,0.613,-0.054
71.0,125.0,0.63,-0.103
71.0,127.0,0.669,-0.042
71.0,129.0,0.664,-0.049
71.0,133.0,0.615,0.098
71.0,135.0,0.618,0.023
71.0,137.0,0.635,0.035
71.0,139.0,0.63,0.076
71.0,141.0,0.643,0.005
71.0,143.0,0.633,0.032
71.0,145.0,0.661,0.112
71.0,147.0,0.638,0.151
71.0,149.0,0.645,0.159
71.0,151.0,0.647,0.15
71.0,155.0,0.649,0.379
71.0,157.0,0.643,0.309
71.0,179.0,0.666,0.193
71.0,181.0,0.611,0.333
71.0,203.0,0.59,0.222
71.0,205.0,0.583,0.156
71.0,243.0,0.651,0.238
71.0,245.0,0.674,0.351
71.0,247.0,0.636,0.333
71.0,249.0,0.639,0.365
71.0,251.0,0.618,0.182
71.0,253.0,0.643,0.162
71.0,255.0,0.624,0.152
71.0,265.0,0.642,0.201
71.0,267.0,0.552,0.192
71.0,271.0,0.626,0.427
71.0,273.0,0.601,0.348
71.0,275.0,0.623,0.15
71.0,277.0,0.596,0.084
71.0,279.0,0.599,0.238
71.0,281.0,0.641,0.33
71.0,283.0,0.64,0.355
71.0,285.0,0.626,0.242
71.0,287.0,0.628,0.375
71.0,289.0,0.592,0.218
71.0,309.0,0.607,0.236
71.0,311.0,0.686,0.13
71.0,313.0,0.76,0.093
71.0,315.0,0.765,0.134
71.0,317.0,0.758,0.119
71.0,319.0,0.791,0.124
71.0,321.0,0.758,0.088
71.0,323.0,0.747,0.196
71.0,325.0,0.715,0.241
71.0,327.0,0.685,0.237
71.0,329.0,0.721,0.347
71.0,331.0,0.674,0.206
71.0,333.0,0.592,0.192
71.0,337.0,0.521,0.235
73.0,55.0,0.578,0.123
73.0,79.0,0.644,0.337
73.0,81.0,0.59,0.312
73.0,83.0,0.611,0.231
73.0,85.0,0.628,0.211
73.0,87.0,0.621,0.192
73.0,89.0,0.633,0.125
73.0,91.0,0.635,0.172
73.0,93.0,0.625,0.18
73.0,95.0,0.651,0.245
73.0,97.0,0.629,0.201
73.0,99.0,0.637,0.174
73.0,101.0,0.632,0.179
73.0,103.0,0.613,0.212
73.0,105.0,0.639,0.236
73.0,107.0,0.617,0.265
73.0,109.0,0.639,0.213
73.0,111.0,0.644,0.202
73.0,113.0,0.62,0.171
73.0,115.0,0.636,0.146
73.0,117.0,0.616,0.142
73.0,119.0,0.589,0.189
73.0,125.0,0.56,0.09
73.0,127.0,0.558,-0.002
73.0,129.0,0.533,0.182
73.0,237.0,0.573,0.281
73.0,239.0,0.595,0.213
73.0,241.0,0.598,0.311
73.0,245.0,0.622,0.197
73.0,247.0,0.542,0.188
73.0,253.0,0.593,0.147
73.0,261.0,0.637,0.301
73.0,263.0,0.616,0.175
73.0,265.0,0.581,0.085
73.0,267.0,0.554,0.193
73.0,271.0,0.6,0.216
73.0,273.0,0.619,0.196
73.0,275.0,0.577,0.226
73.0,277.0,0.563,0.318
73.0,279.0,0.586,0.344
73.0,281.0,0.59,0.24
73.0,283.0,0.543,0.309
73.0,307.0,0.585,0.254
73.0,309.0,0.658,0.229
73.0,311.0,0.684,0.247
73.0,313.0,0.708,0.226
73.0,315.0,0.738,0.22
73.0,317.0,0.708,0.156
73.0,319.0,0.689,0.149
73.0,321.0,0.703,0.191
73.0,323.0,0.69,0.119
73.0,325.0,0.703,0.149
73.0,327.0,0.684,0.24
73.0,329.0,0.677,0.251
73.0,331.0,0.632,0.226
73.0,333.0,0.563,0.134
73.0,335.0,0.504,0.333
73.0,337.0,0.501,0.328
75.0,57.0,0.525,0.072
75.0,59.0,0.498,0.05
75.0,87.0,0.57,0.279
75.0,89.0,0.627,0.299
75.0,91.0,0.641,0.242
75.0,93.0,0.62,0.134
75.0,95.0,0.616,0.206
75.0,97.0,0.594,0.205
75.0,99.0,0.607,0.197
75.0,101.0,0.624,0.197
75.0,103.0,0.624,0.202
75.0,105.0,0.61,0.252
75.0,107.0,0.585,0.148
75.0,109.0,0.594,0.131
75.0,111.0,0.549,0.132
75.0,139.0,0.551,0.082
75.0,141.0,0.519,0.099
75.0,143.0,0.556,0.151
75.0,149.0,0.579,0.185
75.0,245.0,0.556,0.119
75.0,249.0,0.505,0.238
75.0,251.0,0.476,0.175
75.0,253.0,0.46,0.171
75.0,265.0,0.52,0.142
75.0,269.0,0.544,0.138
75.0,271.0,0.546,0.174
75.0,273.0,0.534,0.229
75.0,275.0,0.541,0.205
75.0,277.0,0.558,0.209
75.0,279.0,0.452,0.201
75.0,303.0,0.519,0.193
75.0,305.0,0.542,0.234
75.0,307.0,0.601,0.224
75.0,309.0,0.625,0.284
75.0,311.0,0.627,0.202
75.0,313.0,0.614,0.223
75.0,315.0,0.625,0.292
75.0,317.0,0.611,0.221
75.0,319.0,0.645,0.177
75.0,321.0,0.649,0.175
75.0,323.0,0.651,0.164
75.0,325.0,0.611,0.139
75.0,327.0,0.612,0.199
75.0,329.0,0.597,0.19
75.0,331.0,0.598,0.177
75.0,333.0,0.603,0.16
75.0,335.0,0.587,0.204
75.0,337.0,0.537,0.323
75.0,339.0,0.495,0.395
77.0,17.0,0.456,0.311
77.0,103.0,0.549,0.257
77.0,105.0,0.515,0.234
77.0,107.0,0.502,0.235
77.0,241.0,0.47,0.096
77.0,243.0,0.48,0.002
77.0,265.0,0.462,0.165
77.0,273.0,0.52,0.303
77.0,275.0,0.496,0.197
77.0,277.0,0.457,0.208
77.0,279.0,0.425,0.214
77.0,289.0,0.428,0.21
77.0,291.0,0.427,0.288
77.0,293.0,0.477,0.273
77.0,295.0,0.504,0.265
77.0,297.0,0.515,0.3
77.0,299.0,0.509,0.199
77.0,301.0,0.501,0.252
77.0,303.0,0.529,0.284
77.0,305.0,0.546,0.264
77.0,307.0,0.547,0.247
77.0,309.0,0.539,0.245
77.0,311.0,0.549,0.192
77.0,313.0,0.575,0.184
77.0,315.0,0.579,0.171
77.0,317.0,0.566,0.155
77.0,319.0,0.574,0.182
77.0,321.0,0.562,0.129
77.0,323.0,0.563,0.216
77.0,325.0,0.541,0.167
77.0,327.0,0.546,0.164
77.0,329.0,0.549,0.22
77.0,331.0,0.557,0.294
77.0,333.0,0.525,0.316
77.0,335.0,0.502,0.347
77.0,337.0,0.446,0.324
77.0,339.0,0.445,0.353
77.0,341.0,0.419,0.307
79.0,13.0,0.413,0.281
79.0,15.0,0.428,0.287
79.0,17.0,0.417,0.225
79.0,19.0,0.396,0.277
79.0,97.0,0.453,0.308
79.0,99.0,0.475,0.203
79.0,103.0,0.476,0.209
79.0,257.0,0.43,0.237
79.0,267.0,0.462,0.294
79.0,269.0,0.506,0.315
79.0,271.0,0.479,0.344
79.0,273.0,0.398,0.197
79.0,277.0,0.458,0.306
79.0,279.0,0.469,0.238
79.0,281.0,0.474,0.22
79.0,283.0,0.437,0.29
79.0,291.0,0.34,0.187
79.0,293.0,0.393,0.228
79.0,295.0,0.423,0.33
79.0,297.0,0.458,0.361
79.0,299.0,0.464,0.36
79.0,301.0,0.465,0.353
79.0,303.0,0.49,0.312
79.0,305.0,0.495,0.323
79.0,307.0,0.488,0.318
79.0,309.0,0.506,0.303
79.0,311.0,0.503,0.288
79.0,313.0,0.495,0.271
79.0,315.0,0.483,0.24
79.0,317.0,0.47,0.255
79.0,319.0,0.473,0.252
79.0,321.0,0.467,0.239
79.0,323.0,0.488,0.31
79.0,325.0,0.483,0.359
79.0,327.0,0.482,0.397
79.0,329.0,0.506,0.402
79.0,331.0,0.477,0.383
79.0,333.0,0.459,0.362
79.0,335.0,0.466,0.402
79.0,337.0,0.423,0.347
79.0,339.0,0.374,0.275
81.0,55.0,0.394,0.215
81.0,57.0,0.377,0.277
81.0,61.0,0.374,0.183
81.0,65.0,0.37,0.152
81.0,95.0,0.406,0.219
81.0,265.0,0.353,0.291
81.0,267.0,0.393,0.307
81.0,273.0,0.384,0.147
81.0,275.0,0.447,0.213
81.0,277.0,0.428,0.413
81.0,279.0,0.42,0.358
81.0,283.0,0.44,0.275
81.0,285.0,0.344,0.313
81.0,287.0,0.355,0.323
81.0,289.0,0.395,0.236
81.0,291.0,0.388,0.239
81.0,293.0,0.343,0.196
81.0,297.0,0.403,0.295
81.0,299.0,0.429,0.287
81.0,301.0,0.422,0.271
81.0,303.0,0.417,0.306
81.0,305.0,0.44,0.327
81.0,307.0,0.459,0.302
81.0,309.0,0.437,0.319
81.0,311.0,0.43,0.311
81.0,313.0,0.432,0.303
81.0,315.0,0.409,0.284
81.0,317.0,0.414,0.335
81.0,319.0,0.41,0.315
81.0,321.0,0.409,0.31
81.0,323.0,0.404,0.309
81.0,325.0,0.387,0.328
81.0,327.0,0.405,0.34
81.0,329.0,0.398,0.316
81.0,331.0,0.394,0.258
81.0,333.0,0.399,0.295
81.0,335.0,0.378,0.27
81.0,337.0,0.396,0.291
81.0,339.0,0.366,0.268
81.0,341.0,0.349,0.22
81.0,343.0,0.367,0.155
81.0,345.0,0.36,0.203
83.0,283.0,0.312,0.219
83.0,285.0,0.316,0.244
83.0,287.0,0.316,0.223
83.0,289.0,0.317,0.273
83.0,291.0,0.299,0.215
83.0,313.0,0.322,0.21
83.0,315.0,0.374,0.214
83.0,317.0,0.366,0.245
83.0,319.0,0.354,0.141
83.0,321.0,0.351,0.141
83.0,323.0,0.342,0.129
83.0,325.0,0.348,0.131
83.0,327.0,0.342,0.124
83.0,329.0,0.334,0.144
83.0,331.0,0.329,0.14
83.0,333.0,0.324,0.165
83.0,335.0,0.307,0.143
