city,storm_type_code,storm_type,domain,urban_or_rural,hour,count
Dallas,CF,cold_front,north,rural,8,25
Dallas,CF,cold_front,north,rural,9,28
Dallas,CF,cold_front,north,rural,10,22
Dallas,CF,cold_front,north,rural,11,19
Dallas,CF,cold_front,north,rural,12,13
Dallas,CF,cold_front,north,rural,13,15
Dallas,CF,cold_front,north,rural,14,13
Dallas,CF,cold_front,north,rural,15,6
Dallas,CF,cold_front,north,rural,16,7
Dallas,CF,cold_front,north,rural,17,5
Dallas,CF,cold_front,north,rural,18,5
Dallas,CF,cold_front,north,rural,19,5
Dallas,CF,cold_front,north,rural,20,3
Dallas,CF,cold_front,north,rural,21,4
Dallas,CF,cold_front,north,rural,22,2
Dallas,CF,cold_front,north,rural,23,1
Dallas,SC,single_cell,south,rural,0,1091
Dallas,SC,single_cell,south,rural,1,410
Dallas,SC,single_cell,south,rural,2,82
Dallas,SC,single_cell,south,rural,3,14
Dallas,SC,single_cell,south,rural,4,2
Dallas,SC,single_cell,south,rural,5,0
Dallas,SC,single_cell,south,rural,6,0
Dallas,SC,single_cell,south,rural,7,0
Dallas,SC,single_cell,south,rural,8,0
Dallas,SC,single_cell,south,rural,9,0
Dallas,SC,single_cell,south,rural,10,0
Dallas,SC,single_cell,south,rural,11,0
Dallas,SC,single_cell,south,rural,12,0
Dallas,SC,single_cell,south,rural,13,0
Dallas,SC,single_cell,south,rural,14,0
Dallas,SC,single_cell,south,rural,15,0
Dallas,SC,single_cell,south,rural,16,0
Dallas,SC,single_cell,south,rural,17,0
Dallas,SC,single_cell,south,rural,18,0
Dallas,SC,single_cell,south,rural,19,0
Dallas,SC,single_cell,south,rural,20,0
Dallas,SC,single_cell,south,rural,21,0
Dallas,SC,single_cell,south,rural,22,0
Dallas,SC,single_cell,south,rural,23,0
Dallas,IS,isolated,south,rural,0,50
Dallas,IS,isolated,south,rural,1,77
Dallas,IS,isolated,south,rural,2,35
Dallas,IS,isolated,south,rural,3,32
Dallas,IS,isolated,south,rural,4,23
Dallas,IS,isolated,south,rural,5,11
Dallas,IS,isolated,south,rural,6,6
Dallas,IS,isolated,south,rural,7,3
Dallas,IS,isolated,south,rural,8,3
Dallas,IS,isolated,south,rural,9,2
Dallas,IS,isolated,south,rural,10,0
Dallas,IS,isolated,south,rural,11,0
Dallas,IS,isolated,south,rural,12,2
Dallas,IS,isolated,south,rural,13,0
Dallas,IS,isolated,south,rural,14,0
Dallas,IS,isolated,south,rural,15,0
Dallas,IS,isolated,south,rural,16,0
Dallas,IS,isolated,south,rural,17,0
Dallas,IS,isolated,south,rural,18,0
Dallas,IS,isolated,south,rural,19,0
Dallas,IS,isolated,south,rural,20,0
Dallas,IS,isolated,south,rural,21,0
Dallas,IS,isolated,south,rural,22,0
Dallas,IS,isolated,south,rural,23,0
Dallas,TS,tropical,south,rural,0,0
Dallas,TS,tropical,south,rural,1,0
Dallas,TS,tropical,south,rural,2,0
Dallas,TS,tropical,south,rural,3,0
Dallas,TS,tropical,south,rural,4,0
Dallas,TS,tropical,south,rural,5,0
Dallas,TS,tropical,south,rural,6,0
Dallas,TS,tropical,south,rural,7,1
Dallas,TS,tropical,south,rural,8,0
Dallas,TS,tropical,south,rural,9,0
Dallas,TS,tropical,south,rural,10,0
Dallas,TS,tropical,south,rural,11,1
Dallas,TS,tropical,south,rural,12,0
Dallas,TS,tropical,south,rural,13,0
Dallas,TS,tropical,south,rural,14,0
Dallas,TS,tropical,south,rural,15,1
Dallas,TS,tropical,south,rural,16,1
Dallas,TS,tropical,south,rural,17,1
Dallas,TS,tropical,south,rural,18,0
Dallas,TS,tropical,south,rural,19,0
Dallas,TS,tropical,south,rural,20,0
Dallas,TS,tropical,south,rural,21,0
Dallas,TS,tropical,south,rural,22,0
Dallas,TS,tropical,south,rural,23,0
Dallas,WF,warm_front,south,rural,0,2
Dallas,WF,warm_front,south,rural,1,1
Dallas,WF,warm_front,south,rural,2,5
Dallas,WF,warm_front,south,rural,3,2
Dallas,WF,warm_front,south,rural,4,5
Dallas,WF,warm_front,south,rural,5,13
Dallas,WF,warm_front,south,rural,6,9
Dallas,WF,warm_front,south,rural,7,8
Dallas,WF,warm_front,south,rural,8,7
Dallas,WF,warm_front,south,rural,9,11
Dallas,WF,warm_front,south,rural,10,5
Dallas,WF,warm_front,south,rural,11,3
Dallas,WF,warm_front,south,rural,12,2
Dallas,WF,warm_front,south,rural,13,3
Dallas,WF,warm_front,south,rural,14,5
Dallas,WF,warm_front,south,rural,15,2
Dallas,WF,warm_front,south,rural,16,1
Dallas,WF,warm_front,south,rural,17,2
Dallas,WF,warm_front,south,rural,18,0
Dallas,WF,warm_front,south,rural,19,3
Dallas,WF,warm_front,south,rural,20,1
Dallas,WF,warm_front,south,rural,21,1
Dallas,WF,warm_front,south,rural,22,1
Dallas,WF,warm_front,south,rural,23,0
Dallas,CF,cold_front,south,rural,0,3
Dallas,CF,cold_front,south,rural,1,8
Dallas,CF,cold_front,south,rural,2,8
Dallas,CF,cold_front,south,rural,3,7
Dallas,CF,cold_front,south,rural,4,10
Dallas,CF,cold_front,south,rural,5,10
Dallas,CF,cold_front,south,rural,6,22
Dallas,CF,cold_front,south,rural,7,21
Dallas,CF,cold_front,south,rural,8,24
Dallas,CF,cold_front,south,rural,9,26
Dallas,CF,cold_front,south,rural,10,17
Dallas,CF,cold_front,south,rural,11,16
Dallas,CF,cold_front,south,rural,12,10
Dallas,CF,cold_front,south,rural,13,5
Dallas,CF,cold_front,south,rural,14,6
Dallas,CF,cold_front,south,rural,15,6
Dallas,CF,cold_front,south,rural,16,2
Dallas,CF,cold_front,south,rural,17,5
Dallas,CF,cold_front,south,rural,18,3
Dallas,CF,cold_front,south,rural,19,2
Dallas,CF,cold_front,south,rural,20,1
Dallas,CF,cold_front,south,rural,21,0
Dallas,CF,cold_front,south,rural,22,1
Dallas,CF,cold_front,south,rural,23,0
Dallas,SC,single_cell,east,rural,0,1256
Dallas,SC,single_cell,east,rural,1,365
Dallas,SC,single_cell,east,rural,2,59
Dallas,SC,single_cell,east,rural,3,11
Dallas,SC,single_cell,east,rural,4,0
Dallas,SC,single_cell,east,rural,5,0
Dallas,SC,single_cell,east,rural,6,0
Dallas,SC,single_cell,east,rural,7,0
Dallas,SC,single_cell,east,rural,8,0
Dallas,SC,single_cell,east,rural,9,0
Dallas,SC,single_cell,east,rural,10,0
Dallas,SC,single_cell,east,rural,11,0
Dallas,SC,single_cell,east,rural,12,0
Dallas,SC,single_cell,east,rural,13,0
Dallas,SC,single_cell,east,rural,14,0
Dallas,SC,single_cell,east,rural,15,0
Dallas,SC,single_cell,east,rural,16,0
Dallas,SC,single_cell,east,rural,17,0
Dallas,SC,single_cell,east,rural,18,0
Dallas,SC,single_cell,east,rural,19,0
Dallas,SC,single_cell,east,rural,20,0
Dallas,SC,single_cell,east,rural,21,0
Dallas,SC,single_cell,east,rural,22,0
Dallas,SC,single_cell,east,rural,23,0
Dallas,IS,isolated,east,rural,0,52
Dallas,IS,isolated,east,rural,1,60
Dallas,IS,isolated,east,rural,2,35
Dallas,IS,isolated,east,rural,3,34
Dallas,IS,isolated,east,rural,4,19
Dallas,IS,isolated,east,rural,5,11
Dallas,IS,isolated,east,rural,6,7
Dallas,IS,isolated,east,rural,7,3
Dallas,IS,isolated,east,rural,8,0
Dallas,IS,isolated,east,rural,9,1
Dallas,IS,isolated,east,rural,10,0
Dallas,IS,isolated,east,rural,11,1
Dallas,IS,isolated,east,rural,12,0
Dallas,IS,isolated,east,rural,13,0
Dallas,IS,isolated,east,rural,14,0
Dallas,IS,isolated,east,rural,15,0
Dallas,IS,isolated,east,rural,16,0
Dallas,IS,isolated,east,rural,17,0
Dallas,IS,isolated,east,rural,18,0
Dallas,IS,isolated,east,rural,19,0
Dallas,IS,isolated,east,rural,20,0
Dallas,IS,isolated,east,rural,21,0
Dallas,IS,isolated,east,rural,22,0
Dallas,IS,isolated,east,rural,23,0
Dallas,TS,tropical,east,rural,0,0
Dallas,TS,tropical,east,rural,1,0
Dallas,TS,tropical,east,rural,2,0
Dallas,TS,tropical,east,rural,3,0
Dallas,TS,tropical,east,rural,4,0
Dallas,TS,tropical,east,rural,5,0
Dallas,TS,tropical,east,rural,6,0
Dallas,TS,tropical,east,rural,7,0
Dallas,TS,tropical,east,rural,8,0
Dallas,TS,tropical,east,rural,9,0
Dallas,TS,tropical,east,rural,10,0
Dallas,TS,tropical,east,rural,11,1
Dallas,TS,tropical,east,rural,12,0
Dallas,TS,tropical,east,rural,13,0
Dallas,TS,tropical,east,rural,14,0
Dallas,TS,tropical,east,rural,15,0
Dallas,TS,tropical,east,rural,16,1
Dallas,TS,tropical,east,rural,17,0
Dallas,TS,tropical,east,rural,18,0
Dallas,TS,tropical,east,rural,19,0
Dallas,TS,tropical,east,rural,20,0
Dallas,TS,tropical,east,rural,21,0
Dallas,TS,tropical,east,rural,22,0
Dallas,TS,tropical,east,rural,23,0
Dallas,WF,warm_front,east,rural,0,5
Dallas,WF,warm_front,east,rural,1,3
Dallas,WF,warm_front,east,rural,2,8
Dallas,WF,warm_front,east,rural,3,4
Dallas,WF,warm_front,east,rural,4,5
Dallas,WF,warm_front,east,rural,5,12
Dallas,WF,warm_front,east,rural,6,14
Dallas,WF,warm_front,east,rural,7,12
Dallas,WF,warm_front,east,rural,8,13
Dallas,WF,warm_front,east,rural,9,7
Dallas,WF,warm_front,east,rural,10,6
Dallas,WF,warm_front,east,rural,11,5
Dallas,WF,warm_front,east,rural,12,7
Dallas,WF,warm_front,east,rural,13,2
Dallas,WF,warm_front,east,rural,14,6
Dallas,WF,warm_front,east,rural,15,1
Dallas,WF,warm_front,east,rural,16,4
Dallas,WF,warm_front,east,rural,17,0
Dallas,WF,warm_front,east,rural,18,1
Dallas,WF,warm_front,east,rural,19,0
Dallas,WF,warm_front,east,rural,20,1
Dallas,WF,warm_front,east,rural,21,1
Dallas,WF,warm_front,east,rural,22,0
Dallas,WF,warm_front,east,rural,23,0
Dallas,CF,cold_front,east,rural,0,3
Dallas,CF,cold_front,east,rural,1,7
Dallas,CF,cold_front,east,rural,2,4
Dallas,CF,cold_front,east,rural,3,12
Dallas,CF,cold_front,east,rural,4,20
Dallas,CF,cold_front,east,rural,5,21
Dallas,CF,cold_front,east,rural,6,26
Dallas,CF,cold_front,east,rural,7,27
Dallas,CF,cold_front,east,rural,8,34
Dallas,CF,cold_front,east,rural,9,29
Dallas,CF,cold_front,east,rural,10,14
Dallas,CF,cold_front,east,rural,11,24
Dallas,CF,cold_front,east,rural,12,12
Dallas,CF,cold_front,east,rural,13,7
Dallas,CF,cold_front,east,rural,14,13
Dallas,CF,cold_front,east,rural,15,3
Dallas,CF,cold_front,east,rural,16,7
Dallas,CF,cold_front,east,rural,17,5
Dallas,CF,cold_front,east,rural,18,9
Dallas,CF,cold_front,east,rural,19,6
Dallas,CF,cold_front,east,rural,20,4
Dallas,CF,cold_front,east,rural,21,1
Dallas,CF,cold_front,east,rural,22,2
Dallas,CF,cold_front,east,rural,23,0
Dallas,SC,single_cell,west,rural,0,973
Dallas,SC,single_cell,west,rural,1,336
Dallas,SC,single_cell,west,rural,2,55
Dallas,SC,single_cell,west,rural,3,14
Dallas,SC,single_cell,west,rural,4,1
Dallas,SC,single_cell,west,rural,5,0
Dallas,SC,single_cell,west,rural,6,0
Dallas,SC,single_cell,west,rural,7,0
Dallas,SC,single_cell,west,rural,8,0
Dallas,SC,single_cell,west,rural,9,0
Dallas,SC,single_cell,west,rural,10,0
Dallas,SC,single_cell,west,rural,11,0
Dallas,SC,single_cell,west,rural,12,0
Dallas,SC,single_cell,west,rural,13,0
Dallas,SC,single_cell,west,rural,14,0
Dallas,SC,single_cell,west,rural,15,0
Dallas,SC,single_cell,west,rural,16,0
Dallas,SC,single_cell,west,rural,17,0
Dallas,SC,single_cell,west,rural,18,0
Dallas,SC,single_cell,west,rural,19,0
Dallas,SC,single_cell,west,rural,20,0
Dallas,SC,single_cell,west,rural,21,0
Dallas,SC,single_cell,west,rural,22,0
Dallas,SC,single_cell,west,rural,23,0
Dallas,IS,isolated,west,rural,0,41
Dallas,IS,isolated,west,rural,1,57
Dallas,IS,isolated,west,rural,2,46
Dallas,IS,isolated,west,rural,3,27
Dallas,IS,isolated,west,rural,4,24
Dallas,IS,isolated,west,rural,5,17
Dallas,IS,isolated,west,rural,6,8
Dallas,IS,isolated,west,rural,7,2
Dallas,IS,isolated,west,rural,8,4
Dallas,IS,isolated,west,rural,9,1
Dallas,IS,isolated,west,rural,10,3
Dallas,IS,isolated,west,rural,11,2
Dallas,IS,isolated,west,rural,12,0
Dallas,IS,isolated,west,rural,13,1
Dallas,IS,isolated,west,rural,14,0
Dallas,IS,isolated,west,rural,15,0
Dallas,IS,isolated,west,rural,16,0
Dallas,IS,isolated,west,rural,17,0
Dallas,IS,isolated,west,rural,18,0
Dallas,IS,isolated,west,rural,19,0
Dallas,IS,isolated,west,rural,20,0
Dallas,IS,isolated,west,rural,21,0
Dallas,IS,isolated,west,rural,22,0
Dallas,IS,isolated,west,rural,23,0
Dallas,TS,tropical,west,rural,0,0
Dallas,TS,tropical,west,rural,1,0
Dallas,TS,tropical,west,rural,2,0
Dallas,TS,tropical,west,rural,3,0
Dallas,TS,tropical,west,rural,4,0
Dallas,TS,tropical,west,rural,5,0
Dallas,TS,tropical,west,rural,6,0
Dallas,TS,tropical,west,rural,7,1
Dallas,TS,tropical,west,rural,8,1
Dallas,TS,tropical,west,rural,9,0
Dallas,TS,tropical,west,rural,10,1
Dallas,TS,tropical,west,rural,11,0
Dallas,TS,tropical,west,rural,12,0
Dallas,TS,tropical,west,rural,13,0
Dallas,TS,tropical,west,rural,14,0
Dallas,TS,tropical,west,rural,15,2
Dallas,TS,tropical,west,rural,16,0
Dallas,TS,tropical,west,rural,17,1
Dallas,TS,tropical,west,rural,18,0
Dallas,TS,tropical,west,rural,19,0
Dallas,TS,tropical,west,rural,20,0
Dallas,TS,tropical,west,rural,21,0
Dallas,TS,tropical,west,rural,22,1
Dallas,TS,tropical,west,rural,23,1
Dallas,WF,warm_front,west,rural,0,1
Dallas,WF,warm_front,west,rural,1,7
Dallas,WF,warm_front,west,rural,2,6
Dallas,WF,warm_front,west,rural,3,6
Dallas,WF,warm_front,west,rural,4,6
Dallas,WF,warm_front,west,rural,5,13
Dallas,WF,warm_front,west,rural,6,5
Dallas,WF,warm_front,west,rural,7,6
Dallas,WF,warm_front,west,rural,8,9
Dallas,WF,warm_front,west,rural,9,10
Dallas,WF,warm_front,west,rural,10,6
Dallas,WF,warm_front,west,rural,11,6
Dallas,WF,warm_front,west,rural,12,0
Dallas,WF,warm_front,west,rural,13,3
Dallas,WF,warm_front,west,rural,14,3
Dallas,WF,warm_front,west,rural,15,0
Dallas,WF,warm_front,west,rural,16,2
Dallas,WF,warm_front,west,rural,17,1
Dallas,WF,warm_front,west,rural,18,2
Dallas,WF,warm_front,west,rural,19,1
Dallas,WF,warm_front,west,rural,20,2
Dallas,WF,warm_front,west,rural,21,0
Dallas,WF,warm_front,west,rural,22,2
Dallas,WF,warm_front,west,rural,23,0
Dallas,CF,cold_front,west,rural,0,12
Dallas,CF,cold_front,west,rural,1,11
Dallas,CF,cold_front,west,rural,2,13
Dallas,CF,cold_front,west,rural,3,13
Dallas,CF,cold_front,west,rural,4,21
Dallas,CF,cold_front,west,rural,5,25
Dallas,CF,cold_front,west,rural,6,26
Dallas,CF,cold_front,west,rural,7,26
Dallas,CF,cold_front,west,rural,8,22
Dallas,CF,cold_front,west,rural,9,20
Dallas,CF,cold_front,west,rural,10,13
Dallas,CF,cold_front,west,rural,11,8
Dallas,CF,cold_front,west,rural,12,12
Dallas,CF,cold_front,west,rural,13,2
Dallas,CF,cold_front,west,rural,14,8
Dallas,CF,cold_front,west,rural,15,3
Dallas,CF,cold_front,west,rural,16,8
Dallas,CF,cold_front,west,rural,17,3
Dallas,CF,cold_front,west,rural,18,1
Dallas,CF,cold_front,west,rural,19,2
Dallas,CF,cold_front,west,rural,20,2
Dallas,CF,cold_front,west,rural,21,0
Dallas,CF,cold_front,west,rural,22,2
Dallas,CF,cold_front,west,rural,23,2
Austin,SC,single_cell,city,urban,0,298
Austin,SC,single_cell,city,urban,1,170
Austin,SC,single_cell,city,urban,2,41
Austin,SC,single_cell,city,urban,3,10
Austin,SC,single_cell,city,urban,4,3
Austin,SC,single_cell,city,urban,5,0
Austin,SC,single_cell,city,urban,6,0
Austin,SC,single_cell,city,urban,7,0
Austin,SC,single_cell,city,urban,8,0
Austin,SC,single_cell,city,urban,9,0
Austin,SC,single_cell,city,urban,10,0
Austin,SC,single_cell,city,urban,11,0
Austin,SC,single_cell,city,urban,12,0
Austin,SC,single_cell,city,urban,13,0
Austin,SC,single_cell,city,urban,14,0
Austin,SC,single_cell,city,urban,15,0
Austin,SC,single_cell,city,urban,16,0
Austin,SC,single_cell,city,urban,17,0
Austin,SC,single_cell,city,urban,18,0
Austin,SC,single_cell,city,urban,19,0
Austin,SC,single_cell,city,urban,20,0
Austin,SC,single_cell,city,urban,21,0
Austin,SC,single_cell,city,urban,22,0
Austin,SC,single_cell,city,urban,23,0
Austin,IS,isolated,city,urban,0,17
Austin,IS,isolated,city,urban,1,38
Austin,IS,isolated,city,urban,2,28
Austin,IS,isolated,city,urban,3,27
Austin,IS,isolated,city,urban,4,20
Austin,IS,isolated,city,urban,5,15
Austin,IS,isolated,city,urban,6,8
Austin,IS,isolated,city,urban,7,3
Austin,IS,isolated,city,urban,8,1
Austin,IS,isolated,city,urban,9,1
Austin,IS,isolated,city,urban,10,0
Austin,IS,isolated,city,urban,11,0
Austin,IS,isolated,city,urban,12,0
Austin,IS,isolated,city,urban,13,0
Austin,IS,isolated,city,urban,14,0
Austin,IS,isolated,city,urban,15,0
Austin,IS,isolated,city,urban,16,0
Austin,IS,isolated,city,urban,17,0
Austin,IS,isolated,city,urban,18,0
Austin,IS,isolated,city,urban,19,0
Austin,IS,isolated,city,urban,20,0
Austin,IS,isolated,city,urban,21,0
Austin,IS,isolated,city,urban,22,0
