anio,mes,dia,periodo,fuerza,inclinacion,latitud
1928,4,5,1905-1934,1.094,0.122,-0.75
1928,4,6,1905-1934,0.438,0.344,-0.369
1928,4,7,1905-1934,0.242,-0.545,-0.025
1928,4,8,1905-1934,-0.046,-1.29,-0.401
1928,4,9,1905-1934,0.773,-1.105,-0.175
1928,4,10,1905-1934,0.207,-1.653,-0.606
1928,4,11,1905-1934,-1.122,-1.194,-0.959
1928,4,12,1905-1934,-2.327,-0.64,-0.886
1928,4,13,1905-1934,-2.245,-0.566,-0.107
1928,4,14,1905-1934,-1.118,-0.866,-0.054
1928,4,15,1905-1934,-0.839,-0.64,-0.622
1928,4,16,1905-1934,-1.171,0.091,-1.226
1928,4,17,1905-1934,-0.523,1.302,-0.829
1928,4,18,1905-1934,0.512,0.874,-0.454
1928,4,19,1905-1934,0.083,0.633,-0.753
1928,4,20,1905-1934,-0.331,0.477,-0.513
1928,4,21,1905-1934,-0.028,0.103,-0.349
1928,4,22,1905-1934,-0.27,0.593,0.108
1928,4,23,1905-1934,-0.335,0.376,0.835
1928,4,24,1905-1934,0.252,-0.308,1.191
1928,4,25,1905-1934,-0.428,-0.94,0.69
1928,4,26,1905-1934,-1.329,-1.284,0.107
1928,4,27,1905-1934,-1.278,-1.527,-0.157
1928,4,28,1905-1934,-0.653,-0.498,0.056
1928,4,29,1905-1934,-1.421,-0.217,-0.44
1928,4,30,1905-1934,-2.132,-0.559,-0.559
1928,11,1,1905-1934,-1.327,0.364,-0.584
1928,11,2,1905-1934,-0.982,-0.084,-0.489
1928,11,3,1905-1934,-1.375,-0.28,-0.325
1928,11,4,1905-1934,-1.782,0.033,-0.654
1928,11,5,1905-1934,-0.897,-0.174,-0.539
1928,11,6,1905-1934,-0.283,-0.083,-0.369
1928,11,7,1905-1934,-0.616,-0.167,-0.517
1928,11,8,1905-1934,-2.13,0.592,-0.761
1928,11,9,1905-1934,-2.322,1.409,-0.283
1928,11,10,1905-1934,-0.136,1.142,0.129
1928,11,11,1905-1934,0.363,0.296,0.002
1928,11,12,1905-1934,0.851,-0.188,-0.034
1928,11,13,1905-1934,1.795,-0.002,-0.029
1928,11,14,1905-1934,1.028,0.291,-0.107
1928,11,15,1905-1934,0.344,-1.316,-1.105
1928,11,16,1905-1934,0.521,-1.155,-2.144
1928,11,17,1905-1934,1.638,0.477,-2.399
1928,11,18,1905-1934,1.662,1.3,-1.094
1928,11,19,1905-1934,1.252,-0.599,-0.199
1928,11,20,1905-1934,0.956,-0.134,0.567
1928,11,21,1905-1934,0.937,-0.993,0.973
1928,11,22,1905-1934,1.322,-0.635,0.09
1928,11,23,1905-1934,2.087,-0.637,-1.509
1928,11,24,1905-1934,1.473,0.975,-2.364
1928,11,25,1905-1934,1.112,0.691,-2.927
1928,11,26,1905-1934,-0.659,2.263,-2.858
1928,11,27,1905-1934,-0.339,1.658,-1.956
1928,11,28,1905-1934,-0.716,2.194,-0.616
1928,11,29,1905-1934,0.07,1.593,0.273
1928,11,30,1905-1934,1.631,1.33,-0.053
1928,12,1,1905-1934,-0.201,1.731,0.074
1928,12,2,1905-1934,-1.34,1.679,0.295
1928,12,3,1905-1934,-1.069,0.776,0.703
1928,12,4,1905-1934,-0.405,0.627,1.243
1928,12,5,1905-1934,0.936,0.569,0.906
1928,12,6,1905-1934,1.551,0.084,0.471
1928,12,7,1905-1934,1.934,0.268,-0.083
1928,12,8,1905-1934,1.626,0.747,-0.008
1928,12,9,1905-1934,0.212,0.626,-0.101
1928,12,10,1905-1934,-1.933,-0.45,-1.013
1928,12,11,1905-1934,-3.801,-0.516,-1.884
1928,12,12,1905-1934,-3.686,-0.139,-1.465
1928,12,13,1905-1934,-3.244,0.747,-0.814
1928,12,14,1905-1934,-2.64,0.425,-0.405
1928,12,15,1905-1934,-2.429,0.569,0.514
1928,12,16,1905-1934,-1.425,-0.58,1.203
1928,12,17,1905-1934,-1.374,-0.342,0.945
1928,12,18,1905-1934,-1.506,0.35,1.494
1928,12,19,1905-1934,-0.099,-0.103,1.657
1928,12,20,1905-1934,0.281,-0.628,0.934
1928,12,21,1905-1934,0.195,-0.145,1.107
1928,12,22,1905-1934,0.77,-0.44,1.257
1928,12,23,1905-1934,1.008,-0.017,1.269
1928,12,24,1905-1934,1.739,-0.482,1.038
1928,12,25,1905-1934,2.458,0.197,0.576
1928,12,26,1905-1934,2.785,-0.117,-0.378
1928,12,27,1905-1934,2.895,1.547,-0.328
1928,12,28,1905-1934,1.158,-0.077,-0.515
1928,12,29,1905-1934,-0.312,-0.488,-0.667
1928,12,30,1905-1934,-1.684,-1.07,-1.848
1928,12,31,1905-1934,-2.736,0.112,-1.423
1929,1,1,1905-1934,-1.551,1.657,-0.125
1929,1,2,1905-1934,-3.571,0.992,0.59
1929,1,3,1905-1934,-2.657,0.613,1.054
1929,1,4,1905-1934,-2.407,0.582,1.095
1929,1,5,1905-1934,-2.492,-0.182,1.039
1929,1,6,1905-1934,-1.888,-1.204,1.237
1929,1,7,1905-1934,-1.275,-0.92,1.685
1929,1,8,1905-1934,-1.653,-0.322,2.675
1929,1,9,1905-1934,-0.502,-0.406,2.861
1929,1,10,1905-1934,0.13,-0.793,2.198
1929,1,11,1905-1934,0.591,-0.219,2.004
1929,1,12,1905-1934,1.097,0.581,1.845
1929,1,13,1905-1934,1.818,1.869,0.803
1929,1,14,1905-1934,-0.41,1.549,0.372
1929,1,15,1905-1934,0.313,1.72,-1.118
1929,1,16,1905-1934,-1.366,2.056,-1.371
1929,1,17,1905-1934,-0.338,1.082,-0.548
1929,1,18,1905-1934,1.561,0.517,0.229
1929,1,19,1905-1934,1.923,0.491,0.685
1929,1,20,1905-1934,0.365,-0.716,1.402
1929,1,21,1905-1934,0.605,-1.013,1.291
1929,1,22,1905-1934,0.431,-0.364,1.01
1929,1,23,1905-1934,-0.295,0.309,0.693
1929,1,24,1905-1934,-1.414,0.67,0.487
1929,1,25,1905-1934,-3.09,0.959,0.019
1929,1,26,1905-1934,-3.352,0.724,-0.132
1929,1,27,1905-1934,-2.289,0.844,0.029
1929,1,28,1905-1934,-0.874,-0.233,0.466
1929,1,29,1905-1934,-0.348,-1.685,1.253
1929,1,30,1905-1934,-1.151,-1.508,1.538
1929,1,31,1905-1934,-1.333,-1.587,1.381
1929,2,1,1905-1934,-1.017,-2.535,0.967
1929,2,2,1905-1934,-1.007,-1.894,0.979
1929,2,3,1905-1934,0.045,-1.229,0.829
1929,2,4,1905-1934,0.116,-0.131,0.815
1929,2,5,1905-1934,-0.824,0.081,0.894
1929,2,6,1905-1934,-1.274,-0.307,1.091
1929,2,7,1905-1934,-0.658,-0.295,1.545
1929,2,8,1905-1934,0.321,-0.246,1.122
1929,2,9,1905-1934,-1.561,-0.705,0.869
1929,2,10,1905-1934,-2.964,-1.478,0.603
1929,2,11,1905-1934,-3.441,-0.862,0.689
1929,2,12,1905-1934,-3.334,-0.253,0.514
1929,2,13,1905-1934,-4.496,0.607,-0.012
1929,2,14,1905-1934,-3.948,0.261,-0.002
1929,2,15,1905-1934,-3.667,-1.086,-0.163
1929,2,16,1905-1934,-3.096,-0.88,-0.03
1929,2,17,1905-1934,-3.07,-0.418,0.689
1929,2,18,1905-1934,-2.463,-0.455,1.316
1929,2,19,1905-1934,-1.573,-0.436,1.582
1929,2,20,1905-1934,-1.574,-0.493,2.018
1929,2,21,1905-1934,0.431,-0.345,1.876
1929,2,22,1905-1934,1.515,-0.401,0.687
1929,2,23,1905-1934,-0.362,-0.907,-0.243
1929,2,24,1905-1934,-1.399,-1.272,-0.332
1929,2,25,1905-1934,-1.661,-0.728,-0.159
1929,2,26,1905-1934,-1.27,-0.374,0.098
1929,2,27,1905-1934,-2.063,0.219,0.221
1929,2,28,1905-1934,-2.86,1.455,1.513
1929,3,1,1905-1934,-1.225,0.504,2.426
1929,3,2,1905-1934,1.114,0.269,2.005
1929,3,3,1905-1934,1.629,0.716,0.832
1929,3,4,1905-1934,0.044,0.658,0.251
1929,3,5,1905-1934,0.173,0.959,-0.173
1929,3,6,1905-1934,0.331,1.277,-0.07
1929,3,7,1905-1934,0.609,0.776,1.043
1929,3,8,1905-1934,2.575,0.867,0.58
1929,3,9,1905-1934,0.772,0.351,0.773
1929,3,10,1905-1934,0.418,0.329,0.619
1929,3,11,1905-1934,0.471,0.56,0.515
1929,3,12,1905-1934,1.166,0.625,1.001
1929,3,13,1905-1934,1.255,0.979,1.167
1929,3,14,1905-1934,1.096,0.791,0.958
1929,3,15,1905-1934,-0.304,0.705,1.104
1929,3,16,1905-1934,0.338,-0.147,1.563
1929,3,17,1905-1934,1.11,-0.313,1.315
1929,3,18,1905-1934,0.666,-0.298,1.148
1929,3,19,1905-1934,0.264,-0.431,1.128
1929,3,20,1905-1934,0.639,-0.481,0.92
1929,3,21,1905-1934,0.98,-0.611,0.795
1929,3,22,1905-1934,1.07,-0.424,0.629
1929,3,23,1905-1934,1.405,0.291,0.63
1929,3,24,1905-1934,1.517,0.332,1.023
1929,3,25,1905-1934,1.238,0.155,1.0
1929,3,26,1905-1934,0.903,0.349,1.273
1929,3,27,1905-1934,0.866,0.619,1.315
1929,3,28,1905-1934,0.753,0.943,1.289
1929,3,29,1905-1934,1.093,1.148,1.146
1929,3,30,1905-1934,0.026,1.246,0.623
1929,3,31,1905-1934,0.116,1.305,-0.124
1929,4,1,1905-1934,-0.53,1.003,-0.908
1929,4,2,1905-1934,-2.132,1.465,-0.943
1929,4,3,1905-1934,-1.195,1.017,-0.367
1929,4,4,1905-1934,-0.842,0.644,-0.254
1929,4,5,1905-1934,-0.788,-0.089,-0.444
1929,4,6,1905-1934,-0.425,1.553,0.186
1929,4,7,1905-1934,0.616,1.174,0.267
1929,4,8,1905-1934,0.069,0.255,0.487
1929,4,9,1905-1934,0.462,0.016,0.142
1929,4,10,1905-1934,-0.722,-0.117,0.23
1929,4,11,1905-1934,-0.858,-0.367,0.672
1929,4,12,1905-1934,-0.463,-0.431,0.651
1929,4,13,1905-1934,-0.45,-0.489,0.257
1929,4,14,1905-1934,-0.15,0.029,0.032
1929,4,15,1905-1934,-1.492,-0.47,-0.253
1929,4,16,1905-1934,-1.476,-0.046,0.462
1929,4,17,1905-1934,0.295,0.016,1.322
1929,4,18,1905-1934,2.849,0.222,1.042
1929,4,19,1905-1934,3.35,0.25,0.133
1929,4,20,1905-1934,1.821,1.079,-0.24
1929,4,21,1905-1934,0.039,1.142,0.048
1929,4,22,1905-1934,0.086,0.894,0.021
1929,4,23,1905-1934,0.479,1.091,-0.669
1929,4,24,1905-1934,1.096,0.886,-0.528
1929,4,25,1905-1934,1.129,1.048,-0.341
1929,4,26,1905-1934,0.968,0.538,-0.592
1929,4,27,1905-1934,0.245,-0.069,-1.056
1929,4,28,1905-1934,-0.398,-0.758,-0.67
1929,4,29,1905-1934,-0.713,-1.012,-1.045
1929,4,30,1905-1934,-0.266,0.082,-1.211
1929,11,1,1905-1934,-2.18,0.755,1.013
1929,11,2,1905-1934,-0.858,0.437,1.046
1929,11,3,1905-1934,-0.085,0.812,0.579
1929,11,4,1905-1934,1.171,0.905,1.115
1929,11,5,1905-1934,1.185,-0.18,0.597
1929,11,6,1905-1934,-0.292,-0.722,-0.462
1929,11,7,1905-1934,0.148,0.116,-0.158
1929,11,8,1905-1934,0.736,-0.651,-0.456
1929,11,9,1905-1934,1.169,0.534,-0.14
1929,11,10,1905-1934,0.404,-0.533,-0.107
1929,11,11,1905-1934,0.454,-0.098,-0.146
1929,11,12,1905-1934,1.183,-0.439,-1.557
1929,11,13,1905-1934,-0.686,-0.094,-1.466
1929,11,14,1905-1934,-2.262,0.595,-1.595
1929,11,15,1905-1934,-1.087,0.671,-1.405
1929,11,16,1905-1934,-0.307,-1.568,-1.813
1929,11,17,1905-1934,-0.684,0.472,-0.998
1929,11,18,1905-1934,-1.266,1.02,-0.152
1929,11,19,1905-1934,-0.179,-1.279,0.048
1929,11,20,1905-1934,-0.443,-1.531,0.091
1929,11,21,1905-1934,-0.517,-1.372,-0.004
1929,11,22,1905-1934,0.007,-1.616,-0.222
1929,11,23,1905-1934,0.142,-2.1,-0.49
1929,11,24,1905-1934,0.06,-1.265,-0.254
1929,11,25,1905-1934,0.591,-2.026,-0.293
1929,11,26,1905-1934,0.534,-0.861,-0.423
1929,11,27,1905-1934,0.365,-0.02,-0.006
1929,11,28,1905-1934,0.413,-1.815,-0.504
1929,11,29,1905-1934,0.233,-1.102,-0.706
1929,11,30,1905-1934,0.024,-1.089,-1.436
1929,12,1,1905-1934,-1.232,-0.358,-1.662
1929,12,2,1905-1934,-0.056,-0.92,-1.226
1929,12,3,1905-1934,0.82,-0.718,-0.588
1929,12,4,1905-1934,0.664,-1.624,-0.3
1929,12,5,1905-1934,0.419,-2.366,-1.119
1929,12,6,1905-1934,-0.126,-0.775,-1.38
1929,12,7,1905-1934,0.63,-1.707,-1.928
1929,12,8,1905-1934,1.525,-1.352,-1.167
1929,12,9,1905-1934,1.835,-0.829,-1.094
1929,12,10,1905-1934,2.119,0.495,-1.284
1929,12,11,1905-1934,1.612,-0.693,-1.227
1929,12,12,1905-1934,2.11,0.988,-0.854
1929,12,13,1905-1934,1.665,0.906,0.44
1929,12,14,1905-1934,2.924,0.382,0.467
1929,12,15,1905-1934,2.671,1.205,0.599
1929,12,16,1905-1934,0.929,1.92,0.868
1929,12,17,1905-1934,0.12,1.728,1.297
1929,12,18,1905-1934,-0.473,0.857,1.951
1929,12,19,1905-1934,-0.025,0.14,1.771
1929,12,20,1905-1934,-1.1,-0.65,0.684
1929,12,21,1905-1934,-1.875,-2.242,-0.43
1929,12,22,1905-1934,-2.168,-2.408,-0.771
1929,12,23,1905-1934,-2.407,-2.12,-0.721
1929,12,24,1905-1934,-2.435,-1.495,-1.012
1929,12,25,1905-1934,0.188,-2.437,-1.045
1929,12,26,1905-1934,1.073,-0.501,-0.358
1929,12,27,1905-1934,-0.085,-0.616,-0.403
1929,12,28,1905-1934,-0.303,-0.404,-0.603
1929,12,29,1905-1934,1.286,-1.265,-1.119
1929,12,30,1905-1934,2.715,-0.482,-0.673
1929,12,31,1905-1934,1.895,0.555,-0.518
1930,1,1,1905-1934,1.708,0.375,0.1
1930,1,2,1905-1934,1.553,0.538,-0.851
1930,1,3,1905-1934,1.764,-0.195,-0.254
1930,1,4,1905-1934,2.382,-0.668,-0.553
1930,1,5,1905-1934,1.34,-1.877,-0.985
1930,1,6,1905-1934,1.584,-0.087,-0.084
1930,1,7,1905-1934,2.067,-0.15,0.674
1930,1,8,1905-1934,1.802,-0.798,0.014
1930,1,9,1905-1934,1.144,-0.503,-0.265
1930,1,10,1905-1934,0.365,-0.604,-0.578
1930,1,11,1905-1934,0.13,-1.401,-1.737
1930,1,12,1905-1934,0.076,-0.289,-1.822
1930,1,13,1905-1934,1.105,0.229,-0.942
1930,1,14,1905-1934,1.577,-0.991,0.017
1930,1,15,1905-1934,1.664,-0.754,-0.227
1930,1,16,1905-1934,0.01,0.199,0.739
1930,1,17,1905-1934,-0.441,-1.011,1.701
1930,1,18,1905-1934,1.268,-0.71,1.377
1930,1,19,1905-1934,1.278,-0.882,0.67
1930,1,20,1905-1934,1.625,-0.294,0.314
1930,1,21,1905-1934,1.127,-0.027,0.604
1930,1,22,1905-1934,0.109,-0.94,0.745
1930,1,23,1905-1934,0.708,-1.023,0.467
1930,1,24,1905-1934,0.838,-1.524,-0.228
1930,1,25,1905-1934,-0.014,-1.418,-0.551
1930,1,26,1905-1934,-0.622,-0.835,-0.96
1930,1,27,1905-1934,-1.441,-0.496,-1.078
1930,1,28,1905-1934,-1.96,0.39,-0.811
1930,1,29,1905-1934,-1.718,0.104,-0.877
1930,1,30,1905-1934,-2.467,-0.44,-1.103
1930,1,31,1905-1934,-2.276,-1.032,-1.618
1930,2,1,1905-1934,-2.794,-1.686,-2.631
1930,2,2,1905-1934,-3.581,-1.123,-2.273
1930,2,3,1905-1934,-2.954,-0.758,-1.569
1930,2,4,1905-1934,-1.513,-1.073,-1.726
1930,2,5,1905-1934,-0.693,-0.186,-1.441
1930,2,6,1905-1934,-2.123,0.599,-0.713
1930,2,7,1905-1934,-3.179,0.833,0.182
1930,2,8,1905-1934,-1.708,0.534,1.414
1930,2,9,1905-1934,0.125,0.301,1.963
1930,2,10,1905-1934,0.865,0.365,1.814
1930,2,11,1905-1934,0.493,0.766,1.246
1930,2,12,1905-1934,0.834,0.536,1.095
1930,2,13,1905-1934,1.605,-0.006,1.126
1930,2,14,1905-1934,2.427,-0.104,0.558
1930,2,15,1905-1934,2.382,0.36,-0.301
1930,2,16,1905-1934,-0.539,1.258,0.097
1930,2,17,1905-1934,-2.33,0.803,0.871
1930,2,18,1905-1934,-2.44,0.447,1.41
1930,2,19,1905-1934,-1.807,-0.173,1.249
1930,2,20,1905-1934,-1.545,-0.067,1.109
1930,2,21,1905-1934,-1.645,-0.163,1.068
1930,2,22,1905-1934,-1.78,-0.211,1.187
1930,2,23,1905-1934,-1.596,-0.64,1.576
1930,2,24,1905-1934,-1.322,-1.206,1.707
1930,2,25,1905-1934,-0.453,-1.679,1.227
1930,2,26,1905-1934,0.209,-1.834,0.64
1930,2,27,1905-1934,0.236,-1.027,0.599
1930,2,28,1905-1934,0.132,0.031,1.32
1930,3,1,1905-1934,0.711,-0.12,1.687
1930,3,2,1905-1934,1.166,-0.827,1.461
1930,3,3,1905-1934,1.374,-0.66,1.282
1930,3,4,1905-1934,1.613,0.381,1.313
1930,3,5,1905-1934,1.56,0.928,0.993
1930,3,6,1905-1934,0.977,0.075,0.776
1930,3,7,1905-1934,1.595,0.214,-0.09
1930,3,8,1905-1934,1.532,0.971,-0.278
1930,3,9,1905-1934,1.128,-0.029,-0.789
1930,3,10,1905-1934,1.419,0.23,-1.578
1930,3,11,1905-1934,-0.697,0.637,-1.671
1930,3,12,1905-1934,-1.683,0.533,-1.681
1930,3,13,1905-1934,-0.678,0.379,-1.683
1930,3,14,1905-1934,-0.079,-0.487,-1.912
1930,3,15,1905-1934,-0.788,-1.117,-1.601
1930,3,16,1905-1934,-1.315,-1.235,-1.732
1930,3,17,1905-1934,-0.492,-0.412,-1.453
1930,3,18,1905-1934,-0.465,-0.264,-1.928
1930,3,19,1905-1934,-0.533,0.088,-1.749
1930,3,20,1905-1934,-0.718,0.864,-1.374
1930,3,21,1905-1934,2.117,-0.395,-0.343
1930,3,22,1905-1934,1.769,0.097,-0.005
1930,3,23,1905-1934,1.356,-0.309,0.037
1930,3,24,1905-1934,-0.694,0.72,0.185
1930,3,25,1905-1934,-0.527,0.736,0.676
1930,3,26,1905-1934,-0.248,1.099,0.239
1930,3,27,1905-1934,-0.223,0.787,0.378
1930,3,28,1905-1934,0.065,-0.543,-0.001
1930,3,29,1905-1934,-0.373,-0.724,-0.494
1930,3,30,1905-1934,-0.508,-0.089,0.317
1930,3,31,1905-1934,-0.273,-1.434,0.324
1930,4,1,1905-1934,-0.915,-1.391,0.272
1930,4,2,1905-1934,-1.43,-1.534,0.185
1930,4,3,1905-1934,-2.198,-1.767,-0.304
1930,4,4,1905-1934,-2.41,-1.294,-0.837
1930,4,5,1905-1934,-2.468,-0.145,-0.735
1930,4,6,1905-1934,-1.984,-0.027,-0.349
1930,4,7,1905-1934,-1.302,0.223,0.378
1930,4,8,1905-1934,-0.901,0.135,0.816
1930,4,9,1905-1934,-0.757,-0.457,0.384
1930,4,10,1905-1934,-1.0,-0.17,-0.256
1930,4,11,1905-1934,-0.164,0.216,-0.266
1930,4,12,1905-1934,0.681,-0.36,-0.616
1930,4,13,1905-1934,-0.183,-0.379,-1.201
1930,4,14,1905-1934,-2.656,0.893,-1.991
1930,4,15,1905-1934,-2.374,1.755,-1.319
1930,4,16,1905-1934,-1.406,1.578,-0.962
1930,4,17,1905-1934,-1.149,1.229,-1.154
1930,4,18,1905-1934,-0.89,1.467,-1.173
1930,4,19,1905-1934,-1.143,0.066,-1.392
1930,4,20,1905-1934,-0.501,0.223,-0.686
1930,4,21,1905-1934,0.317,0.125,-0.442
1930,4,22,1905-1934,0.39,-0.116,-0.121
1930,4,23,1905-1934,-0.287,-1.46,-0.386
1930,4,24,1905-1934,-0.866,-1.562,-0.499
1930,4,25,1905-1934,-0.74,-1.211,-0.265
1930,4,26,1905-1934,-1.171,-0.537,0.406
1930,4,27,1905-1934,-1.14,-0.282,0.506
1930,4,28,1905-1934,-1.112,-0.072,-0.485
1930,4,29,1905-1934,-2.534,0.229,-1.171
1930,4,30,1905-1934,-2.254,0.634,-0.563
1930,11,1,1905-1934,0.916,-0.582,-0.257
1930,11,2,1905-1934,0.917,-1.523,-1.96
1930,11,3,1905-1934,-0.276,0.59,-2.739
1930,11,4,1905-1934,-1.198,1.824,-1.901
1930,11,5,1905-1934,-1.137,0.503,-1.036
1930,11,6,1905-1934,0.072,-0.058,-0.636
1930,11,7,1905-1934,0.821,0.508,0.035
1930,11,8,1905-1934,2.107,0.297,0.248
1930,11,9,1905-1934,3.206,0.936,0.589
1930,11,10,1905-1934,2.903,1.483,0.475
1930,11,11,1905-1934,1.878,2.48,0.318
1930,11,12,1905-1934,1.438,1.641,1.457
1930,11,13,1905-1934,4.09,1.584,1.065
1930,11,14,1905-1934,2.883,0.74,0.738
1930,11,15,1905-1934,2.754,0.681,-0.423
1930,11,16,1905-1934,1.252,1.377,-0.067
1930,11,17,1905-1934,0.64,1.595,0.351
1930,11,18,1905-1934,0.754,0.309,0.606
1930,11,19,1905-1934,0.455,-1.152,-0.344
1930,11,20,1905-1934,0.394,-1.097,-0.623
1930,11,21,1905-1934,0.738,-1.029,-1.426
1930,11,22,1905-1934,1.911,-0.838,-1.986
1930,11,23,1905-1934,1.124,2.059,-1.111
1930,11,24,1905-1934,0.362,-0.738,-0.786
1930,11,25,1905-1934,-0.027,-0.698,-1.401
1930,11,26,1905-1934,0.309,-1.143,-1.443
1930,11,27,1905-1934,0.965,-0.375,-0.677
1930,11,28,1905-1934,0.233,-0.935,-0.497
1930,11,29,1905-1934,0.045,-1.065,-0.22
1930,11,30,1905-1934,0.835,0.18,0.804
1930,12,1,1905-1934,-0.247,-0.14,1.27
1930,12,2,1905-1934,-0.95,-0.718,1.19
1930,12,3,1905-1934,0.147,-0.017,1.489
1930,12,4,1905-1934,0.538,0.218,1.229
1930,12,5,1905-1934,0.153,0.047,0.785
1930,12,6,1905-1934,0.077,-0.132,0.205
1930,12,7,1905-1934,-0.127,-0.833,-0.162
1930,12,8,1905-1934,-0.145,-0.602,-0.426
1930,12,9,1905-1934,-0.765,-0.585,-0.626
1930,12,10,1905-1934,-2.488,0.687,-0.394
1930,12,11,1905-1934,-2.264,-1.005,-1.143
1930,12,12,1905-1934,-2.672,-0.304,-0.942
1930,12,13,1905-1934,-2.489,-1.175,-1.33
1930,12,14,1905-1934,-2.252,-0.335,-1.353
1930,12,15,1905-1934,-2.738,-0.064,-0.497
1930,12,16,1905-1934,-2.527,-0.752,-0.328
1930,12,17,1905-1934,-1.386,0.352,0.566
1930,12,18,1905-1934,0.046,-0.008,1.756
1930,12,19,1905-1934,0.834,0.099,1.934
1930,12,20,1905-1934,0.816,0.353,1.644
1930,12,21,1905-1934,0.45,0.931,1.312
1930,12,22,1905-1934,0.857,1.332,1.065
1930,12,23,1905-1934,-0.593,0.373,0.711
1930,12,24,1905-1934,-1.24,-0.233,-0.423
1930,12,25,1905-1934,-1.937,-0.649,-0.981
1930,12,26,1905-1934,-1.716,-1.321,-0.875
1930,12,27,1905-1934,-1.429,-1.269,-0.366
1930,12,28,1905-1934,0.294,-0.62,0.023
1930,12,29,1905-1934,0.134,-1.889,-1.069
1930,12,30,1905-1934,-1.083,-0.871,-1.561
1930,12,31,1905-1934,-0.933,-1.73,-2.274
1931,1,1,1905-1934,-1.264,-0.568,-2.146
1931,1,2,1905-1934,-1.058,0.41,-1.838
1931,1,3,1905-1934,-0.121,-0.834,-1.498
1931,1,4,1905-1934,-0.405,0.361,-1.48
1931,1,5,1905-1934,-0.13,1.544,-0.487
1931,1,6,1905-1934,0.258,1.194,0.398
1931,1,7,1905-1934,-0.972,0.68,1.239
1931,1,8,1905-1934,-1.075,0.541,1.357
1931,1,9,1905-1934,-0.513,0.289,0.985
1931,1,10,1905-1934,0.105,0.802,0.857
1931,1,11,1905-1934,1.364,0.797,0.34
1931,1,12,1905-1934,0.776,-0.052,-0.829
1931,1,13,1905-1934,-0.944,0.272,-0.942
1931,1,14,1905-1934,-1.275,1.18,-0.594
1931,1,15,1905-1934,1.069,0.813,-0.33
1931,1,16,1905-1934,2.704,1.293,-1.208
1931,1,17,1905-1934,1.59,2.259,-2.583
1931,1,18,1905-1934,0.208,2.114,-1.547
1931,1,19,1905-1934,0.179,0.388,-0.514
1931,1,20,1905-1934,-0.498,-0.242,0.356
1931,1,21,1905-1934,-0.732,-0.709,0.911
1931,1,22,1905-1934,-0.165,-1.281,0.574
1931,1,23,1905-1934,0.919,-1.987,-0.62
1931,1,24,1905-1934,1.029,-0.272,-1.83
1931,1,25,1905-1934,0.785,1.121,-1.355
1931,1,26,1905-1934,0.152,1.392,-0.603
1931,1,27,1905-1934,-0.17,0.959,0.009
1931,1,28,1905-1934,0.046,-0.242,-0.756
1931,1,29,1905-1934,-0.873,-0.441,-1.184
1931,1,30,1905-1934,-1.874,-0.534,-0.492
1931,1,31,1905-1934,-2.05,-0.196,0.267
1931,2,1,1905-1934,-2.104,-1.42,-0.189
1931,2,2,1905-1934,-1.741,-0.185,0.188
1931,2,3,1905-1934,-2.282,-0.042,0.291
1931,2,4,1905-1934,-2.519,0.281,0.727
1931,2,5,1905-1934,-2.185,0.285,0.813
1931,2,6,1905-1934,-2.343,-0.511,0.255
1931,2,7,1905-1934,-2.322,-0.147,0.057
1931,2,8,1905-1934,-1.256,-0.745,0.401
1931,2,9,1905-1934,0.592,-1.044,0.609
1931,2,10,1905-1934,1.911,-0.657,-0.104
1931,2,11,1905-1934,1.758,0.084,-0.172
1931,2,12,1905-1934,0.278,-0.113,-1.47
1931,2,13,1905-1934,-1.88,0.347,-1.886
1931,2,14,1905-1934,-3.586,1.149,-0.902
1931,2,15,1905-1934,-2.539,0.418,-0.759
1931,2,16,1905-1934,-1.718,-0.806,-1.854
1931,2,17,1905-1934,-2.481,-0.519,-1.734
1931,2,18,1905-1934,-2.737,-0.037,-0.607
1931,2,19,1905-1934,-1.487,0.064,-0.132
1931,2,20,1905-1934,-0.834,-0.014,-0.237
1931,2,21,1905-1934,-1.081,0.205,-0.766
1931,2,22,1905-1934,-1.809,1.188,-0.312
1931,2,23,1905-1934,-1.54,0.502,0.289
1931,2,24,1905-1934,-1.038,0.568,0.868
1931,2,25,1905-1934,1.508,0.483,0.385
1931,2,26,1905-1934,2.742,0.748,-0.688
1931,2,27,1905-1934,1.061,0.58,-0.428
1931,2,28,1905-1934,-0.221,-0.623,-1.957
1931,3,1,1905-1934,-2.144,1.214,-2.215
1931,3,2,1905-1934,-0.404,0.796,-0.652
1931,3,3,1905-1934,0.727,-0.166,-0.329
1931,3,4,1905-1934,-0.646,-0.257,0.012
1931,3,5,1905-1934,-1.025,-0.552,0.476
1931,3,6,1905-1934,-1.353,-0.406,-0.296
1931,3,7,1905-1934,-2.955,-0.284,-0.762
1931,3,8,1905-1934,-3.536,0.465,-0.816
1931,3,9,1905-1934,-2.897,0.327,-1.109
1931,3,10,1905-1934,-2.003,0.488,-1.349
1931,3,11,1905-1934,-0.818,1.75,-1.741
1931,3,12,1905-1934,2.067,1.498,-1.453
1931,3,13,1905-1934,0.817,0.709,-1.216
1931,3,14,1905-1934,0.741,0.21,-1.071
1931,3,15,1905-1934,0.572,0.354,-0.427
1931,3,16,1905-1934,-1.622,-0.154,-0.059
