pipeline,valor
FIREFLy,402.006
FIREFLy,412.572
FIREFLy,385.141
FIREFLy,400.979
FIREFLy,366.98
FIREFLy,407.758
FIREFLy,397.522
FIREFLy,398.325
FIREFLy,397.126
FIREFLy,397.376
FIREFLy,399.743
FIREFLy,411.955
FIREFLy,396.845
FIREFLy,394.112
FIREFLy,397.451
FIREFLy,401.939
FIREFLy,406.116
FIREFLy,406.996
FIREFLy,403.947
FIREFLy,402.582
FIREFLy,406.071
FIREFLy,396.534
FIREFLy,401.391
FIREFLy,407.705
FIREFLy,397.693
FIREFLy,407.253
FIREFLy,406.629
FIREFLy,396.937
FIREFLy,396.067
FIREFLy,411.521
FIREFLy,397.054
FIREFLy,399.611
FIREFLy,405.833
FIREFLy,403.855
FIREFLy,380.956
FIREFLy,409.724
FIREFLy,389.779
FIREFLy,409.45
FIREFLy,394.809
FIREFLy,401.419
FIREFLy,399.369
FIREFLy,403.216
FIREFLy,403.594
FIREFLy,398.365
FIREFLy,407.71
FIREFLy,405.687
FIREFLy,394.632
FIREFLy,403.077
FIREFLy,406.031
FIREFLy,399.948
FIREFLy,412.318
FIREFLy,383.252
FIREFLy,406.675
FIREFLy,396.547
FIREFLy,403.221
FIREFLy,392.962
FIREFLy,401.78
FIREFLy,395.012
FIREFLy,407.787
FIREFLy,390.077
FIREFLy,406.461
FIREFLy,397.18
FIREFLy,406.538
FIREFLy,397.614
FIREFLy,391.556
FIREFLy,396.825
FIREFLy,408.591
FIREFLy,379.851
FIREFLy,404.447
FIREFLy,396.542
FIREFLy,394.081
FIREFLy,391.44
FIREFLy,395.765
FIREFLy,393.922
FIREFLy,407.673
FIREFLy,401.215
FIREFLy,404.989
FIREFLy,403.615
FIREFLy,397.186
FIREFLy,409.507
FIREFLy,409.945
FIREFLy,403.666
FIREFLy,401.956
FIREFLy,403.795
FIREFLy,405.981
FIREFLy,400.898
FIREFLy,391.749
FIREFLy,401.368
FIREFLy,404.869
FIREFLy,376.33
FIREFLy,411.462
FIREFLy,411.617
FIREFLy,401.403
FIREFLy,400.508
FIREFLy,395.201
FIREFLy,402.383
FIREFLy,406.641
FIREFLy,404.635
FIREFLy,402.488
FIREFLy,400.693
FIREFLy,410.21
FIREFLy,403.401
FIREFLy,400.743
FIREFLy,402.076
FIREFLy,386.729
FIREFLy,400.886
FIREFLy,404.863
FIREFLy,398.906
FIREFLy,393.271
FIREFLy,414.284
FIREFLy,409.045
FIREFLy,404.196
FIREFLy,408.422
FIREFLy,405.669
FIREFLy,404.396
FIREFLy,409.913
FIREFLy,402.336
FIREFLy,400.735
FIREFLy,402.56
FIREFLy,397.117
FIREFLy,407.174
FIREFLy,410.34
FIREFLy,407.938
FIREFLy,397.761
FIREFLy,409.073
FIREFLy,397.116
FIREFLy,410.048
FIREFLy,405.951
FIREFLy,399.204
FIREFLy,371.199
FIREFLy,410.474
FIREFLy,395.365
FIREFLy,401.192
FIREFLy,405.287
FIREFLy,406.582
FIREFLy,389.31
FIREFLy,404.196
FIREFLy,406.302
FIREFLy,394.918
FIREFLy,403.28
FIREFLy,398.26
FIREFLy,393.861
FIREFLy,397.379
FIREFLy,408.173
FIREFLy,414.097
FIREFLy,389.452
FIREFLy,403.749
FIREFLy,401.788
FIREFLy,411.519
FIREFLy,407.694
FIREFLy,406.809
FIREFLy,407.011
FIREFLy,395.398
FIREFLy,400.091
FIREFLy,407.393
FIREFLy,408.887
FIREFLy,391.162
FIREFLy,400.282
FIREFLy,369.515
FIREFLy,416.777
FIREFLy,404.772
FIREFLy,404.681
FIREFLy,399.986
FIREFLy,401.771
FIREFLy,407.465
FIREFLy,402.234
FIREFLy,411.967
FIREFLy,408.726
FIREFLy,403.854
FIREFLy,400.395
FIREFLy,406.48
FIREFLy,399.564
FIREFLy,408.628
FIREFLy,412.544
FIREFLy,409.805
FIREFLy,378.962
FIREFLy,366.748
FIREFLy,408.698
FIREFLy,404.933
FIREFLy,401.149
FIREFLy,391.127
FIREFLy,412.178
FIREFLy,410.21
FIREFLy,357.378
FIREFLy,401.914
FIREFLy,396.105
FIREFLy,409.527
FIREFLy,390.188
FIREFLy,416.322
FIREFLy,409.064
FIREFLy,408.722
FIREFLy,405.089
FIREFLy,399.351
FIREFLy,397.775
FIREFLy,403.599
FIREFLy,398.997
FIREFLy,410.405
FIREFLy,401.537
FIREFLy,387.184
FIREFLy,395.889
FIREFLy,401.865
FIREFLy,399.097
FIREFLy,396.422
FIREFLy,407.322
FIREFLy,406.327
FIREFLy,398.642
FIREFLy,405.039
FIREFLy,409.674
FIREFLy,412.472
FIREFLy,395.269
FIREFLy,406.806
FIREFLy,408.005
FIREFLy,400.264
FIREFLy,393.367
FIREFLy,400.519
FIREFLy,391.14
FIREFLy,409.79
FIREFLy,406.571
FIREFLy,393.994
FIREFLy,398.624
FIREFLy,406.51
FIREFLy,410.406
FIREFLy,405.188
FIREFLy,401.305
FIREFLy,391.298
FIREFLy,409.518
FIREFLy,398.193
FIREFLy,396.335
FIREFLy,398.343
FIREFLy,401.964
FIREFLy,400.825
FIREFLy,402.155
FIREFLy,404.432
FIREFLy,380.004
FIREFLy,383.175
FIREFLy,408.137
FIREFLy,398.728
FIREFLy,401.252
FIREFLy,402.97
FIREFLy,393.516
FIREFLy,386.303
FIREFLy,401.138
FIREFLy,404.217
FIREFLy,404.867
FIREFLy,398.364
FIREFLy,405.096
FIREFLy,410.022
FIREFLy,398.756
FIREFLy,405.495
FIREFLy,404.746
FIREFLy,408.075
FIREFLy,400.345
FIREFLy,408.285
FIREFLy,397.977
FIREFLy,408.223
FIREFLy,402.815
FIREFLy,397.08
FIREFLy,395.423
FIREFLy,388.655
FIREFLy,399.897
FIREFLy,404.997
FIREFLy,393.477
FIREFLy,398.241
FIREFLy,396.42
FIREFLy,402.09
FIREFLy,391.822
FIREFLy,406.642
FIREFLy,395.764
FIREFLy,415.25
FIREFLy,407.458
FIREFLy,397.153
FIREFLy,405.801
FIREFLy,405.401
FIREFLy,398.793
FIREFLy,400.941
FIREFLy,398.309
FIREFLy,406.042
FIREFLy,401.891
FIREFLy,386.367
FIREFLy,397.803
FIREFLy,401.004
FIREFLy,405.724
FIREFLy,404.42
FIREFLy,412.365
FIREFLy,388.269
FIREFLy,402.49
FIREFLy,405.65
FIREFLy,405.056
FIREFLy,408.195
FIREFLy,400.241
FIREFLy,413.617
FIREFLy,404.737
FIREFLy,399.048
FIREFLy,402.588
FIREFLy,401.839
FIREFLy,394.538
FIREFLy,402.867
FIREFLy,402.538
FIREFLy,377.464
FIREFLy,406.429
FIREFLy,412.213
FIREFLy,387.421
FIREFLy,406.32
FIREFLy,394.42
FIREFLy,413.634
FIREFLy,408.99
FIREFLy,413.415
FIREFLy,377.285
FIREFLy,399.112
FIREFLy,400.89
FIREFLy,399.323
FIREFLy,402.569
FIREFLy,412.719
FIREFLy,400.488
FIREFLy,400.122
FIREFLy,408.281
FIREFLy,400.511
FIREFLy,399.589
FIREFLy,400.166
FIREFLy,397.032
FIREFLy,377.651
FIREFLy,397.536
FIREFLy,397.429
FIREFLy,402.832
FIREFLy,387.035
FIREFLy,402.031
FIREFLy,403.973
FIREFLy,407.749
FIREFLy,406.885
FIREFLy,380.314
FIREFLy,412.862
FIREFLy,395.693
FIREFLy,403.19
FIREFLy,407.108
FIREFLy,403.925
FIREFLy,399.988
FIREFLy,402.356
FIREFLy,398.959
FIREFLy,377.279
FIREFLy,404.332
FIREFLy,397.47
FIREFLy,382.57
FIREFLy,414.516
FIREFLy,411.945
FIREFLy,397.236
FIREFLy,388.775
FIREFLy,402.592
FIREFLy,392.817
FIREFLy,369.517
FIREFLy,412.505
FIREFLy,401.93
FIREFLy,410.717
FIREFLy,399.829
FIREFLy,393.13
FIREFLy,391.684
FIREFLy,410.949
FIREFLy,406.243
FIREFLy,399.098
FIREFLy,388.609
FIREFLy,402.855
FIREFLy,384.965
FIREFLy,393.143
FIREFLy,404.459
FIREFLy,398.212
FIREFLy,396.002
FIREFLy,406.23
FIREFLy,399.203
FIREFLy,403.5
FIREFLy,404.833
FIREFLy,406.609
FIREFLy,414.083
FIREFLy,401.134
FIREFLy,403.309
FIREFLy,407.021
FIREFLy,394.389
FIREFLy,401.142
FIREFLy,388.185
FIREFLy,405.851
FIREFLy,394.953
FIREFLy,394.384
FIREFLy,406.679
FIREFLy,407.9
FIREFLy,402.736
FIREFLy,407.18
FIREFLy,401.343
FIREFLy,392.647
FIREFLy,394.904
FIREFLy,407.745
FIREFLy,401.629
FIREFLy,401.948
FIREFLy,401.216
FIREFLy,405.515
FIREFLy,402.361
FIREFLy,398.77
FIREFLy,397.071
FIREFLy,399.123
FIREFLy,406.037
FIREFLy,405.837
FIREFLy,406.98
FIREFLy,402.353
FIREFLy,407.998
FIREFLy,404.249
FIREFLy,393.523
FIREFLy,403.283
FIREFLy,390.675
FIREFLy,403.238
FIREFLy,402.398
FIREFLy,394.008
FIREFLy,375.092
FIREFLy,405.89
FIREFLy,400.756
FIREFLy,388.022
FIREFLy,406.764
FIREFLy,397.112
FIREFLy,396.932
FIREFLy,401.757
FIREFLy,393.717
FIREFLy,399.079
FIREFLy,407.723
FIREFLy,405.553
FIREFLy,405.835
FIREFLy,406.145
FIREFLy,390.95
FIREFLy,401.251
FIREFLy,406.072
FIREFLy,402.648
FIREFLy,394.292
FIREFLy,399.21
FIREFLy,386.77
FIREFLy,403.126
FIREFLy,407.253
FIREFLy,404.436
FIREFLy,409.691
FIREFLy,409.274
FIREFLy,407.742
FIREFLy,398.689
FIREFLy,398.154
FIREFLy,411.046
FIREFLy,392.954
FIREFLy,397.852
FIREFLy,394.232
FIREFLy,403.128
FIREFLy,398.656
FIREFLy,384.082
FIREFLy,402.806
FIREFLy,405.654
FIREFLy,403.36
FIREFLy,384.765
FIREFLy,406.997
FIREFLy,404.816
FIREFLy,408.925
FIREFLy,410.221
FIREFLy,402.561
FIREFLy,404.172
FIREFLy,393.337
FIREFLy,397.958
FIREFLy,404.973
FIREFLy,396.901
FIREFLy,411.819
FIREFLy,390.554
FIREFLy,409.89
FIREFLy,401.377
FIREFLy,402.885
FIREFLy,404.707
FIREFLy,377.673
FIREFLy,398.47
FIREFLy,408.43
FIREFLy,394.199
FIREFLy,412.127
FIREFLy,404.894
FIREFLy,406.102
FIREFLy,396.441
FIREFLy,408.101
FIREFLy,408.905
FIREFLy,393.724
FIREFLy,391.956
FIREFLy,376.237
FIREFLy,398.971
FIREFLy,395.226
FIREFLy,371.907
FIREFLy,406.928
FIREFLy,402.154
FIREFLy,406.636
FIREFLy,400.92
FIREFLy,390.452
FIREFLy,401.485
FIREFLy,401.039
FIREFLy,386.192
FIREFLy,403.188
FIREFLy,397.602
FIREFLy,411.746
FIREFLy,392.72
FIREFLy,386.088
FIREFLy,405.329
FIREFLy,403.055
FIREFLy,407.573
FIREFLy,404.293
FIREFLy,404.533
FIREFLy,397.684
FIREFLy,404.567
FIREFLy,400.259
FIREFLy,413.822
FIREFLy,409.772
FIREFLy,409.198
FIREFLy,402.318
FIREFLy,395.517
FIREFLy,405.119
FIREFLy,395.223
FIREFLy,396.069
FIREFLy,395.107
FIREFLy,402.462
FIREFLy,372.932
FIREFLy,400.205
FIREFLy,397.253
FIREFLy,386.761
FIREFLy,386.902
FIREFLy,408.137
FIREFLy,385.669
FIREFLy,397.43
FIREFLy,412.089
FIREFLy,397.591
FIREFLy,402.284
FIREFLy,396.166
FIREFLy,412.967
