t_dias,n_antiprotones,B_mT
16.796,91.928,136
16.799,91.829,136
16.802,92.184,136
16.804,92.527,136
16.807,91.767,136
16.81,91.931,136
16.813,91.6,136
16.815,91.514,136
16.818,91.568,136
16.821,91.874,136
16.824,91.728,136
16.826,92.304,136
16.991,91.718,136
16.993,92.301,136
16.996,91.922,136
16.999,92.339,136
17.002,91.469,136
17.004,91.931,136
17.007,91.634,136
17.01,92.01,136
17.013,91.662,136
17.015,92.238,136
17.018,91.866,136
17.021,91.898,136
17.024,91.916,136
17.026,92.181,136
17.029,91.926,136
17.032,92.31,136
17.035,92.099,136
17.037,92.109,136
17.04,92.313,136
17.043,92.602,136
17.046,91.968,136
17.048,91.931,136
17.051,91.949,136
17.054,92.312,136
17.057,91.706,136
17.059,92.333,136
17.063,91.467,136
17.065,91.304,136
17.068,91.921,136
17.07,91.705,136
17.074,91.569,136
17.076,91.731,136
17.079,91.212,136
17.081,92.165,136
17.085,91.728,136
17.087,91.604,136
17.09,91.856,136
17.092,91.858,136
17.096,91.12,136
17.098,91.999,136
17.101,91.036,136
17.104,90.949,136
17.107,91.443,136
17.109,91.589,136
17.112,91.723,136
17.115,92.029,136
17.118,92.111,136
17.12,92.534,136
17.123,92.373,136
17.126,91.853,136
17.129,91.99,136
17.131,91.528,136
17.134,90.836,136
17.137,91.235,136
17.14,91.482,136
17.142,91.835,136
17.145,91.552,136
17.148,91.624,136
17.151,91.634,136
17.153,91.998,136
17.156,91.743,136
17.159,92.248,136
17.162,91.809,136
17.164,91.799,136
17.168,91.533,136
17.17,91.693,136
17.173,91.388,136
17.175,91.802,136
17.179,91.17,136
17.181,91.537,136
17.184,91.693,136
17.186,91.444,136
17.19,91.649,136
17.192,91.788,136
17.195,91.693,136
17.198,91.815,136
17.201,91.894,136
17.203,91.522,136
17.206,91.891,136
17.209,91.639,136
17.212,91.472,136
17.214,91.462,136
17.217,91.712,136
17.22,91.931,136
17.223,92.355,136
17.225,92.362,136
17.228,91.842,136
17.231,91.897,136
17.234,91.843,136
17.236,91.708,136
17.239,91.892,136
17.242,92.223,136
17.245,91.112,136
17.247,91.841,136
17.25,91.955,136
17.253,92.143,136
17.256,91.55,136
17.258,91.538,136
17.262,91.655,136
17.264,92.405,136
17.267,91.822,136
17.269,91.847,136
17.273,91.776,136
17.275,91.765,136
17.278,91.728,136
17.28,92.237,136
17.284,91.66,136
17.286,91.984,136
17.289,91.524,136
17.291,92.211,136
17.295,92.175,136
17.297,91.867,136
17.3,91.085,136
17.303,91.998,136
17.306,91.364,136
17.308,91.837,136
17.311,91.483,136
17.314,91.717,136
17.317,91.685,136
17.319,92.07,136
17.322,91.335,136
17.325,92.249,136
17.328,91.437,136
17.33,91.88,136
17.333,91.428,136
17.336,91.136,136
17.339,92.154,136
17.341,91.531,136
17.344,91.561,136
17.347,92.205,136
17.35,91.58,136
17.352,91.94,136
17.355,91.805,136
17.358,92.008,136
17.361,91.269,136
17.363,91.936,136
17.367,92.017,136
17.369,91.733,136
17.372,91.782,136
17.374,92.245,136
17.378,91.443,136
17.38,91.975,136
17.383,92.19,136
17.385,92.494,136
17.389,91.743,136
17.391,92.345,136
17.394,91.486,136
17.397,91.966,136
17.4,91.66,136
17.402,92.214,136
17.405,91.421,136
17.408,92.034,136
17.411,91.298,136
17.413,91.373,136
17.416,91.455,136
17.419,92.041,136
17.422,91.449,136
17.424,91.717,136
17.427,91.378,136
17.43,92.303,136
17.433,91.768,136
17.435,91.827,136
17.438,91.484,136
17.441,92.054,136
17.444,91.611,136
17.446,91.929,136
17.449,91.785,136
17.452,91.751,136
17.455,91.644,136
17.457,91.989,136
17.46,91.651,136
17.463,91.926,136
17.466,91.41,136
17.468,91.491,136
17.472,91.478,136
17.474,92.031,136
17.477,91.11,136
17.479,91.661,136
17.483,91.021,136
17.485,91.368,136
17.488,91.171,136
17.49,91.764,136
17.494,91.733,136
17.496,92.157,136
17.499,91.46,136
17.502,91.629,136
17.505,92.097,136
17.507,91.825,136
17.51,91.621,136
17.513,92.46,136
17.516,91.309,136
17.518,91.509,136
17.521,91.629,136
17.524,92.422,136
17.527,91.588,136
17.529,91.59,136
17.532,91.684,136
17.535,91.496,136
17.538,91.242,136
17.54,92.196,136
17.543,91.765,136
17.546,91.956,136
17.549,91.731,136
17.551,91.238,136
17.554,91.702,136
17.557,91.645,136
17.56,91.563,136
17.562,92.131,136
17.566,91.817,136
17.568,91.712,136
17.571,91.686,136
17.573,91.193,136
17.577,91.549,136
17.579,91.933,136
17.582,91.558,136
17.584,91.691,136
17.588,91.318,136
17.59,91.27,136
17.593,91.401,136
17.595,92.087,136
17.599,91.751,136
17.601,91.574,136
17.604,91.407,136
17.607,91.765,136
17.61,91.472,136
17.612,91.527,136
17.615,91.844,136
17.618,92.295,136
17.621,91.333,136
17.623,91.524,136
17.626,91.324,136
17.629,91.718,136
17.632,91.467,136
17.634,91.753,136
17.637,91.351,136
17.64,91.819,136
17.643,91.348,136
17.645,92.395,136
17.648,91.943,136
17.651,92.25,136
17.654,92.081,136
17.656,92.302,136
17.659,91.983,136
17.662,92.048,136
17.665,92.131,136
17.667,92.013,136
17.671,91.94,136
17.673,92.24,136
17.676,91.013,136
17.678,91.446,136
17.682,91.746,136
17.684,91.725,136
17.687,91.701,136
17.689,92.177,136
17.693,91.172,136
17.695,91.152,136
17.698,91.6,136
17.701,91.916,136
17.704,90.788,136
17.706,91.674,136
17.709,91.21,136
17.712,91.474,136
17.715,91.96,136
17.717,91.606,136
17.72,91.869,136
17.723,91.784,136
17.726,91.879,136
17.728,91.803,136
17.731,91.763,136
17.734,91.602,136
17.737,92.103,136
17.739,92.418,136
17.742,91.785,136
17.745,91.97,136
17.748,91.664,136
17.75,91.652,136
17.753,91.825,136
17.756,91.932,136
17.759,92.161,136
17.761,92.423,136
17.765,92.786,136
17.767,92.41,136
17.77,92.06,136
17.772,92.048,136
17.776,91.628,136
17.778,92.089,136
17.781,91.157,136
17.783,91.231,136
17.787,91.463,136
17.789,90.881,136
17.792,91.951,136
17.794,91.917,136
17.798,91.388,136
17.8,92.005,136
17.803,91.636,136
17.806,91.656,136
17.809,91.479,136
17.811,91.743,136
17.814,91.305,136
17.817,91.503,136
17.82,91.225,136
17.822,91.912,136
17.825,92.144,136
17.828,91.548,136
17.831,90.985,136
17.833,92.27,136
17.836,91.72,136
17.839,91.812,136
17.842,91.555,136
17.844,91.806,136
17.847,91.575,136
17.85,91.46,136
17.853,91.198,136
17.855,91.819,136
17.858,91.393,136
17.861,91.826,136
17.864,91.46,136
17.866,91.562,136
17.87,92.049,136
17.872,91.862,136
17.875,91.522,136
17.877,92.243,136
17.881,92.097,136
17.883,92.183,136
17.886,91.53,136
17.888,92.426,136
17.892,91.688,136
17.894,91.548,136
17.897,92.298,136
17.9,92.114,136
17.903,91.362,136
17.905,91.911,136
17.908,91.223,136
17.911,91.555,136
17.914,91.854,136
17.916,91.803,136
17.919,91.124,136
17.922,90.946,136
17.925,91.411,136
17.927,91.503,136
17.93,91.692,136
17.933,92.269,136
17.948,92.196,136
17.951,92.511,136
17.954,92.267,136
17.956,92.488,136
17.959,91.613,136
17.962,92.133,136
17.965,91.624,136
17.967,92.005,136
17.97,91.899,136
17.973,92.039,136
17.976,91.477,136
17.978,91.678,136
17.981,91.748,136
17.984,91.823,136
17.987,91.903,136
17.989,91.743,136
17.992,91.868,136
17.995,92.058,136
17.998,91.368,136
18.0,91.764,136
18.003,92.294,136
18.006,92.193,136
18.009,92.142,136
18.011,91.303,136
18.015,91.423,136
18.017,92.956,136
18.02,92.577,136
18.022,92.886,136
18.026,91.921,136
18.028,91.613,136
18.031,92.178,136
18.033,91.363,136
18.037,89.736,136
18.039,92.027,136
18.042,90.937,136
18.045,90.506,136
18.048,91.234,136
18.051,89.482,136
18.054,90.741,136
18.057,92.342,136
18.06,90.712,136
18.062,92.223,136
18.065,91.298,136
18.068,91.359,136
18.071,90.604,136
18.073,90.425,136
18.076,92.091,136
18.079,91.572,136
18.082,93.222,136
18.085,90.652,136
18.088,92.244,136
18.091,90.022,136
18.093,92.024,136
18.096,91.39,136
18.099,93.207,136
18.102,92.478,136
18.105,92.691,136
18.107,92.21,136
18.11,92.526,136
18.113,91.447,136
18.116,91.598,136
18.118,91.646,136
18.121,91.612,136
18.124,91.179,136
18.127,92.237,136
18.13,92.387,136
18.132,93.089,136
18.135,92.193,136
18.138,92.659,136
18.141,90.954,136
18.143,91.722,136
18.146,92.127,136
18.149,91.933,136
18.152,92.298,136
18.154,92.161,136
18.157,91.709,136
18.16,91.773,136
18.163,91.599,136
18.165,92.398,136
18.168,92.506,136
18.171,90.947,136
18.174,92.461,136
18.176,91.801,136
18.179,91.009,136
18.182,92.257,136
18.185,91.816,136
18.187,91.555,136
18.19,92.351,136
18.193,91.588,136
18.196,91.903,136
18.198,91.955,136
18.201,91.487,136
18.204,92.141,136
18.207,92.042,136
18.21,92.996,136
18.212,92.333,136
18.215,91.727,136
18.218,91.723,136
18.221,91.503,136
18.223,92.01,136
18.226,92.044,136
18.229,91.898,136
18.232,91.829,136
18.235,91.666,136
18.237,91.433,136
18.24,91.935,136
18.243,91.508,136
18.246,90.984,136
18.248,91.796,136
18.251,92.437,136
18.254,92.322,136
18.257,91.845,136
18.259,92.139,136
18.262,91.82,136
18.265,91.953,136
18.268,91.683,136
18.27,91.739,136
18.273,90.914,136
18.276,90.297,136
18.279,91.517,136
18.281,91.54,136
18.284,91.572,136
18.287,91.558,136
18.29,91.833,136
18.292,91.694,136
18.295,91.359,136
18.298,91.695,136
18.301,91.67,136
18.303,92.078,136
18.306,90.871,136
18.309,91.592,136
18.312,91.464,136
18.315,92.026,136
18.317,92.06,136
18.32,92.195,136
18.323,92.789,136
18.326,91.99,136
18.329,91.904,136
18.331,91.548,136
18.334,91.423,136
18.337,91.423,136
18.34,91.734,136
18.342,92.364,136
18.345,92.0,136
18.348,91.526,136
18.351,91.884,136
18.353,91.989,136
18.356,91.16,136
18.359,91.605,136
18.362,91.409,136
18.364,91.591,136
18.367,91.678,136
18.37,91.896,136
18.373,91.597,136
18.375,91.914,136
18.378,91.501,136
18.381,91.406,136
18.384,92.45,136
18.386,93.263,136
18.389,91.808,136
18.392,91.826,136
18.395,90.878,136
18.397,89.592,136
18.4,90.998,136
18.403,90.69,136
18.406,92.823,136
18.409,92.118,136
18.411,91.511,136
18.414,90.823,136
18.417,90.69,136
18.42,92.141,136
18.424,90.969,136
18.426,89.705,136
18.429,92.477,136
18.431,90.41,136
18.435,92.433,136
18.437,92.339,136
18.44,91.233,136
18.442,92.355,136
18.446,91.526,136
18.448,92.082,136
18.451,91.561,136
18.454,92.331,136
18.457,91.544,136
18.459,90.278,136
18.462,92.555,136
18.465,91.801,136
18.468,91.552,136
18.47,91.487,136
18.473,91.733,136
18.476,91.9,136
18.479,91.188,136
18.481,91.615,136
18.484,91.214,136
18.487,91.315,136
18.49,91.792,136
18.492,91.738,136
18.495,91.454,136
18.498,92.137,136
18.501,91.35,136
18.503,91.868,136
18.506,92.216,136
18.509,91.449,136
18.512,91.533,136
18.514,89.996,136
18.518,91.037,136
18.52,92.343,136
18.523,91.444,136
18.525,92.353,136
18.529,91.455,136
18.531,91.78,136
18.534,91.787,136
18.536,92.391,136
18.54,91.431,136
18.542,92.115,136
18.545,91.547,136
18.547,91.922,136
18.551,92.154,136
18.554,92.195,136
18.557,91.932,136
18.56,91.663,136
18.563,92.257,136
18.565,91.586,136
18.568,91.675,136
18.571,91.596,136
18.574,91.953,136
18.576,91.375,136
18.579,90.96,136
18.582,92.074,136
18.585,90.352,136
18.587,92.202,136
18.59,91.382,136
18.593,91.554,136
18.596,91.465,136
18.598,91.332,136
18.601,91.85,136
18.604,91.695,136
18.607,91.162,136
18.609,91.944,136
18.612,90.543,136
18.615,91.416,136
18.618,91.082,136
18.62,92.207,136
18.623,91.677,136
18.626,92.121,136
18.629,92.007,136
18.631,92.079,136
18.634,91.238,136
18.637,91.501,136
18.64,91.902,136
18.643,91.343,136
18.645,91.908,136
18.648,92.062,136
18.651,90.552,136
18.654,91.957,136
18.656,91.516,136
18.659,91.711,136
18.662,91.853,136
18.665,91.287,136
18.668,91.469,136
18.67,91.821,136
18.673,91.462,136
18.676,92.003,136
18.679,92.176,136
18.681,91.864,136
18.684,90.738,136
18.687,92.132,136
18.69,91.803,136
18.692,91.945,136
18.695,91.705,136
18.698,92.132,136
18.701,92.49,136
18.703,92.457,136
18.706,92.21,136
18.709,92.348,136
18.712,91.746,136
18.714,91.748,136
18.717,92.033,136
18.72,91.808,136
18.723,90.822,136
18.725,91.603,136
18.728,92.294,136
18.731,91.894,136
18.734,91.538,136
18.736,91.913,136
18.739,91.793,136
18.742,91.667,136
18.745,90.992,136
18.748,91.867,136
18.75,92.0,136
18.753,91.436,136
18.756,91.913,136
18.759,92.699,136
18.762,92.131,136
18.764,92.018,136
18.767,92.327,136
18.77,91.532,136
18.773,91.095,136
18.775,91.444,136
18.778,92.207,136
18.781,92.008,136
18.784,91.629,136
18.786,91.763,136
18.789,92.089,136
18.792,91.376,136
18.795,91.615,136
18.797,91.551,136
18.8,91.621,136
18.803,91.718,136
18.806,92.046,136
18.808,92.051,136
18.811,91.759,136
18.814,91.94,136
18.817,91.599,136
18.819,92.722,136
18.822,92.254,136
18.825,92.475,136
18.828,92.136,136
18.83,92.146,136
18.833,92.275,136
18.836,92.012,136
18.839,91.221,136
18.842,91.61,136
18.844,91.611,136
18.847,92.021,136
18.85,92.231,136
18.853,92.673,136
18.855,91.978,136
18.858,91.703,136
18.861,91.28,136
18.864,91.237,136
18.867,91.912,136
18.869,91.694,136
18.872,91.652,136
18.875,91.778,136
18.878,91.536,136
18.88,91.156,136
18.883,91.5,136
18.886,91.988,136
18.889,91.676,136
18.891,91.209,136
18.894,91.059,136
18.897,91.636,136
18.9,91.836,136
18.902,91.651,136
18.905,91.877,136
18.908,91.667,136
18.911,91.989,136
18.913,91.629,136
18.916,91.903,136
18.919,91.503,136
18.922,92.19,136
18.924,91.95,136
18.927,91.31,136
18.93,91.61,136
18.933,91.752,136
18.935,91.917,136
18.938,91.912,136
18.941,92.109,136
18.944,91.473,136
18.947,91.796,136
18.949,91.46,136
18.952,92.231,136
18.955,91.507,136
18.958,91.739,136
18.96,91.819,136
18.963,91.783,136
18.966,91.834,136
18.969,91.041,136
18.972,91.841,136
18.974,91.434,136
18.977,91.275,136
18.98,91.89,136
18.983,92.485,136
18.985,92.276,136
18.988,92.738,136
18.991,92.543,136
18.994,90.877,136
18.996,90.787,136
18.999,91.851,136
19.002,92.057,136
19.005,92.094,136
19.007,91.043,136
19.01,91.707,136
19.013,91.893,136
19.016,91.772,136
19.018,91.771,136
19.021,91.815,136
19.024,91.564,136
19.027,92.253,136
19.029,90.914,136
19.032,91.405,136
19.035,91.04,136
19.038,91.866,136
19.04,91.401,136
19.043,91.75,136
19.046,92.567,136
19.049,91.823,136
19.052,92.178,136
19.054,92.194,136
19.057,91.281,136
19.06,91.162,136
19.063,91.164,136
19.066,91.942,136
19.068,92.626,136
19.071,92.762,136
19.074,92.336,136
19.077,91.09,136
19.079,91.535,136
19.082,91.226,136
19.085,90.578,136
19.088,91.487,136
19.09,92.204,136
19.093,91.193,136
19.096,91.24,136
19.099,92.383,136
19.101,91.762,136
19.104,91.482,136
19.107,91.823,136
19.11,91.448,136
19.112,92.864,136
19.115,92.467,136
19.118,91.835,136
19.121,92.008,136
19.123,91.962,136
19.126,90.418,136
19.13,91.704,136
19.133,92.204,136
19.136,91.697,136
19.138,91.883,136
19.141,91.75,136
19.144,92.225,136
19.147,91.854,136
19.149,91.682,136
19.152,92.288,136
19.155,91.864,136
19.158,92.282,136
19.16,92.296,136
19.163,92.66,136
19.166,91.572,136
19.169,91.505,136
19.171,91.615,136
19.174,92.356,136
19.177,90.643,136
19.18,91.016,136
19.182,91.673,136
19.185,92.412,136
19.188,91.412,136
19.191,91.791,136
19.193,90.942,136
19.196,90.974,136
19.199,91.937,136
19.202,91.82,136
19.204,90.786,136
19.207,91.595,136
19.21,91.657,136
19.213,91.398,136
19.216,91.758,136
19.218,92.082,136
19.221,92.205,136
19.224,92.024,136
19.227,92.305,136
19.23,91.91,136
19.232,92.508,136
19.235,92.189,136
19.238,92.901,136
19.241,91.976,136
19.243,91.634,136
19.246,91.042,136
19.249,92.057,136
19.252,92.027,136
19.254,92.499,136
19.257,91.738,136
19.26,91.968,136
19.263,91.513,136
19.265,91.802,136
19.268,91.196,136
19.271,91.887,136
19.274,92.29,136
19.276,92.348,136
19.279,91.626,136
19.282,91.912,136
19.285,91.559,136
19.287,92.259,136
19.29,92.175,136
19.293,91.258,136
19.296,91.626,136
19.298,91.737,136
19.301,92.288,136
19.304,92.433,136
19.307,91.303,136
19.31,91.776,136
19.312,92.124,136
19.315,91.614,136
19.318,91.357,136
19.321,91.25,136
19.323,92.402,136
19.326,92.114,136
19.329,92.326,136
19.332,92.409,136
19.335,91.819,136
19.337,91.752,136
19.34,92.036,136
19.343,92.08,136
19.346,92.312,136
19.348,92.255,136
19.351,92.202,136
19.354,91.988,136
19.357,91.686,136
19.359,91.891,136
19.362,91.881,136
19.365,92.053,136
19.368,91.447,136
19.37,92.114,136
19.373,91.827,136
19.376,92.1,136
19.379,91.765,136
19.381,91.667,136
19.384,91.882,136
19.387,91.527,136
19.39,91.582,136
19.392,92.303,136
19.395,91.754,136
19.398,91.327,136
19.401,91.662,136
19.403,91.727,136
19.406,92.205,136
19.409,91.979,136
19.412,91.73,136
19.415,91.586,136
19.417,92.054,136
19.42,91.886,136
19.423,91.347,136
19.426,91.844,136
19.428,91.793,136
19.431,91.51,136
19.434,91.805,136
19.437,91.831,136
19.44,91.23,136
19.442,92.437,136
19.445,92.56,136
19.448,91.911,136
19.451,92.032,136
19.453,91.636,136
19.456,91.659,136
19.459,91.71,136
19.462,91.463,136
19.464,91.509,136
19.467,91.561,136
19.47,91.713,136
19.473,91.463,136
19.475,92.193,136
19.478,91.729,136
19.481,91.545,136
19.484,92.262,136
19.486,92.125,136
19.489,91.743,136
19.492,91.851,136
19.495,91.291,136
19.497,91.606,136
19.5,92.165,136
19.503,91.711,136
19.506,91.372,136
19.508,91.791,136
19.511,92.264,136
19.514,92.164,136
19.517,92.02,136
19.52,92.089,136
19.522,92.137,136
19.525,91.916,136
19.528,92.437,136
19.531,91.972,136
19.534,92.237,136
19.536,92.157,136
19.539,91.916,136
19.542,92.099,136
19.545,91.584,136
19.547,91.871,136
19.55,91.906,136
19.553,91.643,136
19.556,91.936,136
19.558,92.308,136
19.561,91.974,136
19.564,92.165,136
19.567,92.068,136
19.569,91.28,136
19.572,91.941,136
19.575,91.732,136
19.578,91.939,136
19.58,91.895,136
19.583,91.75,136
19.586,92.092,136
19.589,92.512,136
19.591,91.849,136
19.594,91.788,136
19.597,91.972,136
19.6,91.649,136
19.602,91.747,136
19.605,91.59,136
19.608,91.789,136
19.611,91.941,136
19.614,92.334,136
19.616,91.568,136
19.619,91.809,136
19.622,91.88,136
19.625,92.374,136
19.627,91.57,136
19.63,91.173,136
19.633,91.529,136
19.636,91.607,136
19.639,91.956,136
19.641,92.19,136
19.644,91.994,136
19.647,91.955,136
19.65,91.696,136
19.652,92.064,136
19.655,91.659,136
19.658,91.969,136
19.661,91.45,136
19.663,91.476,136
19.666,91.641,136
19.669,92.066,136
19.672,91.194,136
19.674,91.827,136
19.677,91.975,136
19.68,92.1,136
19.683,91.526,136
19.685,91.019,136
19.688,91.434,136
19.691,91.933,136
19.694,91.935,136
19.696,92.056,136
19.699,91.855,136
19.702,92.025,136
19.705,91.639,136
19.707,91.082,136
19.71,91.82,136
19.713,91.949,136
19.716,92.396,136
19.719,92.163,136
19.721,92.102,136
19.724,91.771,136
19.727,91.903,136
19.73,91.523,136
19.733,92.193,136
19.735,92.07,136
19.738,91.665,136
19.741,91.665,136
19.744,91.643,136
19.746,92.019,136
19.749,91.882,136
19.752,91.859,136
19.755,92.39,136
19.757,92.174,136
19.76,91.774,136
19.763,91.8,136
19.766,91.674,136
19.768,91.879,136
19.771,92.359,136
19.774,92.279,136
19.777,91.561,136
19.779,92.649,136
19.782,92.251,136
19.785,91.784,136
19.788,91.537,136
19.79,92.212,136
19.793,91.739,136
19.796,91.765,136
19.799,92.361,136
19.801,91.921,136
19.804,92.257,136
19.807,91.966,136
19.81,91.614,136
19.813,91.617,136
19.815,91.561,136
19.818,91.511,136
19.821,91.618,136
19.824,91.656,136
19.826,91.855,136
19.829,92.213,136
19.832,91.72,136
19.835,91.788,136
19.838,91.817,136
19.84,92.412,136
19.843,91.636,136
19.846,91.497,136
19.849,91.705,136
19.851,91.956,136
19.854,91.276,136
19.857,91.58,136
19.86,91.783,136
19.862,91.898,136
19.865,92.004,136
19.868,92.086,136
19.871,91.758,136
19.873,92.016,136
19.876,91.906,136
19.879,91.557,136
19.882,91.638,136
19.884,92.14,136
19.887,92.181,136
19.89,92.174,136
19.893,92.177,136
19.895,92.377,136
19.898,91.93,136
19.901,91.836,136
19.904,91.418,136
19.906,91.862,136
19.909,92.085,136
19.912,92.098,136
19.915,92.021,136
19.918,92.078,136
19.92,91.709,136
19.923,91.794,136
19.926,91.456,136
19.929,91.836,136
19.931,92.189,136
19.934,91.804,136
19.937,91.997,136
19.94,92.076,136
19.943,91.375,136
19.945,91.408,136
19.948,91.752,136
19.951,92.282,136
19.954,91.463,136
19.956,91.759,136
19.959,91.903,136
19.962,92.039,136
19.965,92.129,136
19.967,91.653,136
19.97,91.946,136
19.973,92.227,136
19.976,91.402,136
19.978,91.454,136
19.981,91.635,136
19.984,91.748,136
19.987,92.09,136
19.989,92.203,136
19.992,91.977,136
19.995,91.918,136
19.998,91.762,136
20.0,91.902,136
20.003,91.961,136
20.006,91.956,136
20.009,91.787,136
20.012,91.64,136
20.014,91.818,136
20.017,91.969,136
20.02,92.189,136
20.023,91.959,136
20.025,92.087,136
20.028,91.741,136
20.031,91.541,136
20.034,91.939,136
20.037,92.119,136
20.039,92.683,136
20.042,91.365,136
20.045,91.309,136
20.048,92.035,136
20.05,92.378,136
20.053,91.264,136
20.056,92.208,136
20.059,91.235,136
20.061,91.432,136
20.064,91.622,136
20.067,91.943,136
20.07,91.697,136
20.072,91.687,136
20.075,91.669,136
20.078,92.235,136
20.081,92.299,136
20.083,91.931,136
20.086,91.914,136
20.089,92.368,136
20.092,92.762,136
20.094,92.471,136
20.097,93.21,136
20.1,90.599,136
20.103,92.114,136
20.105,92.186,136
20.108,90.836,136
20.111,91.89,136
20.114,92.632,136
20.117,92.385,136
20.119,91.017,136
20.122,90.296,136
20.125,91.53,136
20.128,89.641,136
20.131,91.016,136
20.134,91.452,136
20.137,91.579,136
20.139,91.316,136
20.143,91.431,136
20.145,91.737,136
20.148,91.899,136
20.15,91.051,136
20.154,91.075,136
20.156,92.064,136
20.159,90.574,136
20.162,92.168,136
20.165,91.476,136
20.167,91.866,136
20.17,90.707,136
20.173,91.868,136
20.176,90.975,136
20.178,91.873,136
20.181,90.998,136
20.184,91.562,136
20.187,90.333,136
20.191,90.433,136
20.194,92.062,136
20.197,92.472,136
20.199,92.986,136
20.202,91.902,136
20.205,92.118,136
20.208,92.2,136
20.21,91.413,136
20.213,92.763,136
20.216,91.451,136
20.219,90.241,136
20.222,91.218,136
20.224,91.742,136
20.227,91.62,136
20.23,91.248,136
20.233,91.201,136
20.236,91.769,136
20.238,92.479,136
20.241,92.637,136
20.244,92.626,136
20.247,92.137,136
20.249,92.331,136
20.252,91.701,136
20.255,91.856,136
20.258,91.909,136
20.26,91.456,136
20.263,89.783,136
20.266,92.204,136
20.269,91.341,136
20.271,91.678,136
20.274,92.082,136
20.277,91.514,136
20.28,92.259,136
20.282,91.518,136
20.285,91.835,136
20.288,91.249,136
20.291,91.733,136
20.293,91.831,136
20.296,91.524,136
20.299,91.516,136
20.302,91.426,136
20.304,91.213,136
20.307,92.377,136
20.31,92.004,136
20.313,92.298,136
20.316,92.503,136
20.318,91.814,136
20.321,90.633,136
20.324,91.27,136
20.327,92.273,136
20.329,92.564,136
20.332,90.528,136
20.335,91.462,136
20.338,91.976,136
20.341,91.668,136
20.343,91.793,136
20.346,92.169,136
20.349,92.775,136
20.352,91.445,136
20.354,92.006,136
20.357,91.111,136
20.36,91.687,136
20.363,91.779,136
20.365,92.599,136
20.368,92.269,136
20.371,91.098,136
20.374,91.42,136
20.376,92.589,136
20.379,92.02,136
20.382,91.564,136
20.385,92.082,136
20.387,91.79,136
20.39,92.055,136
20.393,91.77,136
20.396,91.803,136
20.398,91.538,136
20.401,91.64,136
20.404,91.833,136
20.407,91.885,136
20.409,91.42,136
20.412,91.732,136
20.415,92.338,136
20.418,91.578,136
20.421,92.015,136
20.423,92.011,136
20.426,91.534,136
20.429,91.374,136
20.432,91.8,136
20.435,91.557,136
20.437,92.144,136
20.44,91.762,136
20.443,92.117,136
20.446,91.485,136
20.448,92.132,136
20.451,91.17,136
20.454,91.742,136
20.457,91.181,136
20.459,91.491,136
20.462,92.371,136
20.465,92.191,136
20.468,91.457,136
20.47,92.011,136
20.473,92.073,136
20.476,92.024,136
20.48,91.197,136
20.483,91.554,136
20.486,91.737,136
20.489,91.515,136
20.492,92.403,136
20.494,92.321,136
20.497,91.826,136
20.5,91.758,136
20.503,91.906,136
20.505,92.251,136
20.508,92.029,136
20.511,91.884,136
20.514,92.145,136
20.516,92.153,136
20.519,91.949,136
20.522,91.955,136
20.525,91.89,136
20.527,92.142,136
20.53,92.053,136
20.533,92.569,136
20.536,92.056,136
20.538,92.579,136
20.541,91.706,136
20.544,91.967,136
20.547,92.018,136
20.55,92.156,136
20.552,91.39,136
20.555,91.807,136
20.558,91.224,136
20.561,91.819,136
20.563,91.611,136
20.566,91.949,136
20.569,91.978,136
20.572,91.794,136
20.575,91.256,136
20.577,92.295,136
20.58,92.616,136
20.583,92.229,136
20.586,92.352,136
20.588,91.757,136
20.591,91.955,136
20.594,91.925,136
20.597,91.272,136
20.599,91.669,136
20.602,91.496,136
20.605,92.061,136
20.608,91.94,136
20.61,92.134,136
20.613,91.931,136
20.616,92.302,136
20.619,91.693,136
20.621,92.131,136
20.624,92.232,136
20.627,92.49,136
20.63,92.416,136
20.632,91.801,136
20.635,91.242,136
20.638,91.869,136
20.641,91.454,136
20.643,91.477,136
20.646,91.814,136
20.649,91.735,136
20.652,91.973,136
20.655,91.834,136
20.657,91.779,136
20.66,92.088,136
20.663,91.863,136
20.666,92.049,136
20.668,91.972,136
20.671,91.652,136
20.674,91.545,136
20.677,91.892,136
20.68,91.976,136
20.682,91.843,136
20.685,92.246,136
20.688,91.73,136
20.691,91.695,136
20.693,91.97,136
20.696,91.288,136
20.699,92.027,136
20.702,91.211,136
20.704,91.692,136
20.707,91.533,136
20.71,91.945,136
20.713,91.964,136
20.715,91.725,136
20.718,91.253,136
20.721,91.742,136
20.724,92.019,136
20.726,91.661,136
20.729,91.581,136
20.732,91.796,136
20.735,91.941,136
20.737,91.591,136
20.74,92.069,136
20.743,91.88,136
20.746,91.853,136
20.749,91.754,136
20.751,91.657,136
20.754,92.223,136
20.757,91.505,136
20.76,91.709,136
20.762,92.466,136
20.765,92.096,136
20.768,92.363,136
20.771,92.277,136
20.774,91.731,136
20.776,91.734,136
20.779,91.892,136
20.782,91.836,136
20.785,91.36,136
20.787,91.675,136
20.79,90.913,136
20.793,91.814,136
20.796,92.172,136
20.798,91.731,136
20.801,91.674,136
20.804,91.813,136
20.807,91.988,136
20.809,92.052,136
20.812,91.6,136
20.815,91.673,136
20.818,91.547,136
20.82,91.886,136
20.823,91.753,136
20.826,91.931,136
20.829,91.375,136
20.831,91.574,136
20.834,91.277,136
20.837,91.946,136
20.84,91.671,136
