color,mag,Mass,logTe
0.446569464,18.36932539,2.6,4.1841
0.430390973,18.19674995,2.8,4.2036
0.416081931,18.03177836,3.0,4.2204
0.402697597,17.87761053,3.199,4.2361
0.392161213,17.73083964,3.398,4.2501
0.381606864,17.5950721,3.598,4.2637
0.379685943,17.58047836,3.619,4.265
0.371034314,17.46630791,3.798,4.2765
0.361406912,17.34234336,4.001,4.2884
0.352729076,17.22517761,4.198,4.2996
0.345970933,17.13760579,4.353,4.3078
0.345004857,17.11280993,4.397,4.3101
0.344038625,17.11201409,4.399,4.3102
0.336303084,17.00464837,4.597,4.3201
0.329526155,16.90007981,4.798,4.3295
0.321771489,16.79971736,4.999,4.3384
0.315948715,16.71294667,5.176,4.3459
0.311091937,16.62997185,5.353,4.353
0.30525841,16.54820295,5.529,4.3598
0.299418963,16.46943502,5.706,4.3664
0.296497008,16.41905143,5.819,4.3705
0.294548208,16.3904625,5.884,4.3728
0.29064861,16.33728496,6.008,4.3771
0.289673294,16.31449065,6.06,4.3789
0.285770352,16.24031365,6.234,4.3847
0.274045357,16.05978524,6.677,4.3986
0.284794198,15.99551947,6.759,4.401
0.275023371,15.75957913,7.301,4.416
0.268173693,15.62002249,7.635,4.4246
0.265235552,15.57164148,7.779,4.4281
0.255430563,15.3987065,8.306,4.4403
0.253467489,15.33211982,8.51,4.4448
0.248556759,15.2341536,8.825,4.4513
0.245608225,15.10877419,9.244,4.4593
0.245608225,15.07077419,9.371,4.4617
0.243641661,14.96018805,9.735,4.468
0.239706423,14.79601609,10.271,4.4765
0.238722173,14.79222316,10.285,4.4767
0.232812961,14.69746617,10.599,4.4812
0.223937146,14.58733248,10.967,4.4861
0.219987689,14.52716263,11.168,4.4886
0.218999876,14.52137024,11.186,4.4888
0.209111811,14.39244774,11.625,4.4937
0.201188276,14.26711165,12.053,4.4978
0.194245567,14.14756894,12.454,4.5011
0.193253015,14.03277723,12.828,4.5036
0.193253015,14.00577723,12.914,4.5041
0.191267357,13.88819389,13.287,4.5055
0.189280959,13.77561065,13.641,4.5063
0.187293819,13.62602752,14.093,4.5063
0.18331731,13.48786157,14.485,4.5047
0.184311717,13.41365302,14.679,4.5033
0.185305937,13.3404445,14.878,4.502
0.191267357,13.19319389,15.254,4.4985
0.206141854,13.00807151,15.669,4.4921
0.216035355,12.83499321,16.037,4.4844
0.219987689,12.69016263,16.331,4.4768
0.220975323,12.64795505,16.415,4.4744
0.221962777,12.6387475,16.432,4.4739
0.22985596,12.52208803,16.662,4.4663
0.238722173,12.41022316,16.897,4.4598
0.240690496,12.36580904,17.0,4.4579
0.228869938,12.35829537,17.108,4.4648
0.213069209,12.38561643,17.148,4.4747
0.212080131,12.42882422,17.165,4.4874
0.207132021,12.45886356,17.17,4.4977
0.206141854,12.48607151,17.173,4.5072
0.206141854,12.48807151,17.173,4.5077
0.206141854,12.48407151,17.174,4.5059
0.205151504,12.46927948,17.176,4.5019
0.206141854,12.45407151,17.176,4.4988
0.208122007,12.44165564,17.177,4.4961
0.209111811,12.42944774,17.177,4.4937
0.210101432,12.40623988,17.178,4.49
0.212080131,12.38782422,17.178,4.487
0.212080131,12.36782422,17.179,4.4839
0.212080131,12.34082422,17.179,4.4797
0.210101432,12.31923988,17.18,4.4764
0.212080131,12.29782422,17.18,4.473
0.218011883,12.27557787,17.18,4.4696
0.223937146,12.25233248,17.181,4.4659
0.230841805,12.22988072,17.181,4.462
0.236753143,12.21163739,17.182,4.4589
0.243641661,12.19218805,17.182,4.4556
0.252485691,12.16732653,17.182,4.4519
0.256411839,12.14849988,17.182,4.4492
0.258373873,12.12608671,17.183,4.4463
0.260335215,12.10067365,17.183,4.4428
0.262295866,12.0692607,17.183,4.4384
0.263275933,12.05105427,17.184,4.4358
0.263275933,12.03105427,17.184,4.4328
0.264255829,12.00684786,17.184,4.4293
0.265235552,11.98064148,17.184,4.4254
0.270131597,11.95060997,17.185,4.4209
0.274045357,11.91678524,17.185,4.4155
0.279910897,11.87854896,17.186,4.4095
0.285770352,11.83531365,17.186,4.4023
0.276001216,11.83837304,17.187,4.394
0.282841383,11.78893119,17.187,4.3856
0.29064861,11.73428496,17.188,4.3763
0.297471159,11.67784593,17.188,4.3667
0.30525841,11.62020295,17.189,4.3568
0.313035137,11.5625617,17.189,4.347
0.316919582,11.53674172,17.189,4.3425
0.320801431,11.50992218,17.189,4.3377
0.324680694,11.48310308,17.19,4.3327
0.328557383,11.45728441,17.19,4.3275
0.331463218,11.43267069,17.19,4.3234
0.339205098,11.37303531,17.191,4.3134
0.357551645,11.21715831,17.192,4.3005
0.366222529,11.18332529,17.193,4.284
0.37584229,11.11629122,17.193,4.2743
0.385446903,11.04325991,17.194,4.2635
0.395036544,10.96423137,17.195,4.252
0.406524602,10.88080078,17.195,4.2396
0.417036868,10.79257627,17.196,4.2267
0.429438033,10.70095165,17.197,4.213
0.438961091,10.62293594,17.198,4.2015
0.448470171,10.54692303,17.199,4.1904
0.456067489,10.47931473,17.2,4.1808
0.464604029,10.41950756,17.202,4.1724
0.475969094,10.34610156,17.205,4.1628
0.479753183,10.32430047,17.206,4.1605
0.47502274,10.3363019,17.21,4.1634
0.47218288,10.34690311,17.214,4.1663
0.445618904,10.49452661,17.224,4.1938
0.439912625,10.52573452,17.226,4.1998
0.436105649,10.54754036,17.228,4.2044
0.429438033,10.59195165,17.229,4.2124
0.425624856,10.62475872,17.229,4.2181
0.421809403,10.64856624,17.23,4.2221
0.418946313,10.67017217,17.231,4.2257
0.416081931,10.69077836,17.232,4.2292
0.414171623,10.71018262,17.233,4.2326
0.410349273,10.73099148,17.234,4.2359
0.407480988,10.75059841,17.235,4.2393
0.404611392,10.7712056,17.236,4.2428
0.40174048,10.79081304,17.237,4.2461
0.398868249,10.81042073,17.239,4.2495
0.392161213,10.85183964,17.243,4.2566
0.387366023,10.89085398,17.246,4.2633
0.381606864,10.9290721,17.25,4.27
0.37584229,10.96229122,17.254,4.2757
0.371034314,10.99330791,17.259,4.281
0.36333362,11.03693605,17.264,4.288
0.356587442,11.07436211,17.27,4.2942
0.349833667,11.10878952,17.276,4.2998
0.35465857,11.07676981,17.283,4.3063
0.347902613,11.1161976,17.292,4.3131
0.341138982,11.15062674,17.302,4.3187
0.336303084,11.18064837,17.312,4.3239
0.334367615,11.19005722,17.325,4.3283
0.32371112,11.28430781,17.342,4.3335
0.320801431,11.30192218,17.372,4.3379
0.317890287,11.3105368,17.391,4.3402
0.32661936,11.22169369,17.512,4.3299
0.345970933,11.04960579,17.606,4.3204
0.350798959,11.00358553,17.694,4.3112
0.360443327,10.93054705,17.767,4.3013
0.359479588,10.91975078,17.827,4.2913
0.371996213,10.84210452,17.875,4.281
0.380646479,10.77427522,17.914,4.2714
0.389284546,10.71344816,17.945,4.2624
0.396952692,10.65382599,17.972,4.2532
0.404611392,10.5952056,17.994,4.2442
0.411305078,10.53778922,18.014,4.2351
0.418946313,10.48017217,18.031,4.226
0.428484951,10.41315338,18.049,4.2151
0.435153555,10.35774188,18.061,4.2061
0.440864019,10.31353313,18.07,4.1988
0.447519887,10.27012419,18.077,4.1917
0.455118304,10.21651567,18.085,4.1829
0.461759737,10.1761097,18.091,4.176
0.469341817,10.13650456,18.095,4.1693
0.480698874,10.08810026,18.1,4.161
0.492036925,10.04570006,18.104,4.1535
0.498642134,10.01830183,18.108,4.1488
0.503356279,9.982303955,18.111,4.1425
0.50806723,9.938306793,18.114,4.135
0.509950722,9.894908129,18.117,4.1278
0.513716188,9.848111144,18.119,4.1199
0.516538967,9.803513706,18.121,4.112
0.522181148,9.762319606,18.123,4.1048
0.530636049,9.707530396,18.125,4.0949
0.538143178,9.660941945,18.126,4.0864
0.546579434,9.622157146,18.127,4.0791
0.572764209,9.579619449,18.129,4.0697
0.579296213,9.533238588,18.13,4.0609
0.585822662,9.498859157,18.13,4.0539
0.593274738,9.457284418,18.131,4.0455
0.598859141,9.425104595,18.131,4.0388
0.616517227,9.335375463,18.133,4.019
0.631357391,9.257243393,18.134,4.0007
0.648020963,9.173728874,18.134,3.9811
0.675721927,9.103892769,18.134,3.9624
0.707932091,9.022118064,18.135,3.9393
0.752845466,8.943695715,18.135,3.9118
0.803030607,8.887207078,18.136,3.8805
0.862068602,8.882932303,18.136,3.8606
0.931688694,8.899563516,18.137,3.8425
1.00284005,8.900018827,18.137,3.8259
1.084564374,8.865517181,18.137,3.8083
1.173337277,8.815877887,18.137,3.7897
1.264829006,8.774052605,18.138,3.7707
1.355635514,8.76375822,18.138,3.7513
1.401626566,8.763162475,18.139,3.741
1.449552898,8.770328485,18.138,3.7307
1.500366763,8.782105113,18.139,3.7205
1.549564491,8.798320014,18.139,3.7105
1.600820583,8.816323693,18.139,3.7008
1.653270758,8.8402874,18.14,3.6909
1.718116138,8.861358752,18.14,3.6817
1.809810851,8.885375335,18.14,3.6724
1.902719627,8.913767652,18.14,3.664
1.9776463,8.942414271,18.14,3.6572
2.011573919,8.97039952,18.141,3.6522
2.03690679,8.995706512,18.141,3.6484
2.057450936,9.009743859,18.141,3.6452
2.075120572,9.013218836,18.141,3.6429
2.091860713,9.014846334,18.142,3.6406
2.109641775,8.995347276,18.142,3.6384
2.125496517,8.973137153,18.142,3.6365
2.140403198,8.953074817,18.142,3.6348
2.149367371,8.93984191,18.143,3.6338
2.159345492,8.926475975,18.143,3.6328
2.167341691,8.914386235,18.143,3.6318
2.174348434,8.904434909,18.143,3.631
2.187386106,8.880673606,18.144,3.6297
2.196431507,8.857458399,18.144,3.6285
2.204485256,8.830381073,18.145,3.6273
2.21457031,8.795038206,18.145,3.6258
2.221641748,8.766100708,18.146,3.6245
2.233787209,8.725498385,18.147,3.6226
2.239870913,8.707699508,18.148,3.6218
2.239870913,8.705699508,18.148,3.6218
2.240885579,8.70256651,18.148,3.6216
2.239870913,8.700699508,18.149,3.6217
