,year,CLASS-CTEM_GFDL-ESM2M_S2,CLASS-CTEM_HadGEM2-ES_S2,CLASS-CTEM_IPsL-CM5A-LR_S2,CLASS-CTEM_MIROC5_S2,ELM_GFDL-ESM2M_S2,ELM_HadGEM2-ES_S2,ELM_IPsL-CM5A-LR_S2,ELM_MIROC5_S2,JULES-ES-cs_GFDL-ESM2M_S2,JULES-ES-cs_HadGEM2-ES_S2,JULES-ES-cs_IPsL-CM5A-LR_S2,JULES-ES-cs_MIROC5_S2,JULES-ES-npp_GFDL-ESM2M_S2,JULES-ES-npp_HadGEM2-ES_S2,JULES-ES-npp_IPsL-CM5A-LR_S2,JULES-ES-npp_MIROC5_S2,JULES-ES-resps_GFDL-ESM2M_S2,JULES-ES-resps_HadGEM2-ES_S2,JULES-ES-resps_IPsL-CM5A-LR_S2,JULES-ES-resps_MIROC5_S2,LPJ_GFDL-ESM2M_S2,LPJ_HadGEM2-ES_S2,LPJ_IPsL-CM5A-LR_S2,LPJ_MIROC5_S2,VISIT_GFDL-ESM2M_S2,VISIT_HadGEM2-ES_S2,VISIT_IPsL-CM5A-LR_S2,VISIT_MIROC5_S2
17,2022,10.52557874,10.02574674,9.373880255,9.346656538,7.524654599,6.602473417,7.557714012,6.117399198,4.944155373,5.044816626,4.655870499,4.646557719,8.911419305,9.116341922,8.385000169,8.174757001,7.855713712,7.735536353,6.470242579,6.021918163,4.871898541,5.60109917,4.954583151,4.984620403,12.3087128,13.21744924,15.60138241,11.90889957
18,2023,10.68781681,9.866759257,10.18367943,9.658869294,6.754213285,8.031335987,6.818201316,6.399486989,5.181596164,5.476339659,4.839810354,5.049851037,9.825835399,9.825870588,8.718958756,8.523122869,8.152494819,8.276601118,6.567667416,6.773398947,5.076424948,5.501514837,5.572204873,5.474838446,12.76499593,13.61881078,16.19609236,12.80738157
19,2024,10.08143973,11.17182748,9.520366859,9.758548209,6.153017734,7.893862921,6.222859415,5.926774676,4.849701336,5.707413585,4.75114365,4.994862777,9.295874171,10.37564364,8.527723597,8.632560204,7.40123433,8.636267145,6.77679975,7.044917752,4.850963316,6.199480083,5.242161939,5.19216689,12.75305406,14.19627858,14.9815693,13.04765755
20,2025,8.872687399,11.96661343,10.51545603,8.46877391,6.395034155,7.574217577,5.522354467,6.6547356,5.394776348,5.927113801,5.179232719,4.96501061,9.807853798,10.64421668,9.170876163,8.683274968,7.823976086,8.465353959,7.676486167,6.826320275,4.493416544,6.554869552,5.710529212,5.182217091,13.20659252,15.67376072,16.16909203,12.2441784
21,2026,9.424014972,11.47584204,9.813182391,10.65609367,6.107533138,6.436926156,8.098124388,6.948806464,5.144941688,5.672980982,5.198862623,5.419948207,9.359466698,9.90964423,9.193169766,9.39292578,7.512671097,8.38070534,7.652406652,7.869913682,4.940546734,6.74809099,5.082556534,5.887945536,12.78651042,15.16666269,15.39616693,12.9766814
22,2027,10.97262373,10.96387027,11.38318443,9.560718905,6.461954059,7.271030175,7.787780155,6.717448149,5.117083356,5.725565304,5.288556814,4.903991212,9.30377196,10.09428246,9.598238379,8.595453778,8.106152887,8.626411017,7.547444038,6.891541164,5.432458418,6.207997967,5.880580107,5.078057769,12.31196434,14.10759478,16.49702403,12.21788115
23,2028,10.29592225,9.934700364,10.60813209,8.767099,6.935308443,6.42970495,5.579089768,6.823004254,5.352205393,5.407152668,4.865469213,5.250552089,9.531695656,9.614999931,8.778995585,9.384188232,8.35376509,7.478087314,6.763392378,6.821601966,5.31975274,5.402515529,5.003774253,5.247397203,13.03907068,14.05546776,14.89683638,13.39987038
24,2029,10.60884722,10.96419478,10.71333401,8.99847998,6.553409413,6.135980034,6.105763932,6.236282157,5.185303039,5.315716861,4.816888731,4.743026413,9.545722779,9.613672067,8.917474038,8.316569366,8.059679038,7.474638317,6.784086383,6.237315007,4.863269104,5.796744158,5.357795158,5.243730948,12.58231933,14.03043191,15.1180972,13.01844113
25,2030,9.852404814,11.19305306,10.71695529,10.84698449,7.423106938,6.437941496,6.594914359,5.69087937,5.094648828,5.665837956,5.060585375,4.968879493,9.377011182,10.27696894,9.183511567,8.25198598,7.990383152,8.393898747,7.084856239,6.475659176,4.745926722,6.360389673,5.430062937,5.376909517,12.24617282,15.34809452,15.01394914,13.30513094
26,2031,8.693202581,10.36459261,9.492934841,10.21847263,6.486638996,6.250969818,5.928107481,6.28590553,4.856236036,5.317500364,4.900081244,5.265758669,8.676785638,9.788855315,9.002494569,8.456097968,7.13844283,7.74267513,6.621110679,6.887760712,4.597100153,5.226477855,5.436432403,5.534763133,11.91399503,14.17780437,16.01004077,13.21623008
27,2032,11.61516314,10.42754668,10.47136573,10.57525893,7.377429785,7.254915169,6.625638905,5.932467967,5.115062182,5.486369999,5.588290151,5.234355713,9.480361305,9.590474369,9.707468689,9.263028145,7.970542668,7.930598112,8.028303891,7.282935643,5.488409139,5.563882071,5.640792011,5.385778696,13.05434082,14.41834718,17.52567487,13.42058063
28,2033,9.764086859,11.51572402,11.4719051,10.38584456,6.777238129,6.26746615,6.494220296,6.520057951,5.614396021,6.214890665,5.224112569,5.382632768,10.35891327,10.99416915,9.599700904,9.568910019,8.993055476,9.279495533,7.678100989,7.154436746,5.431826185,6.454921444,5.987178006,5.37179464,13.46292398,15.29652767,16.96853264,14.0362186
29,2034,8.898620154,11.65771076,8.536194646,10.22396432,5.489861775,6.06165613,7.007989974,6.292296655,4.875592345,6.211479838,5.205360547,5.905324457,9.180126954,10.88113487,9.489810765,9.654783416,7.462718317,8.433144328,6.960515372,7.584546971,4.70404141,6.639897991,4.817503395,6.393415986,12.54305177,16.55933895,17.39641661,14.03970531
30,2035,10.8628795,11.84576488,12.32839241,10.90781047,6.286122889,5.281385083,6.018249253,5.815107619,5.512834367,5.640992076,6.229793809,5.882074725,9.937419261,10.14712016,10.7410635,9.442656825,8.638672498,8.039273856,8.915630078,7.636272694,5.072074243,6.821388391,7.655674723,6.336333329,13.36510949,15.92404179,20.70339991,14.24155647
31,2036,9.93309659,10.97229261,11.0295778,11.23074944,6.567195667,6.10728155,5.617228677,4.608760492,5.622257861,5.737471644,6.173917366,5.140276723,10.0349655,10.39542174,10.82882427,8.915559699,8.856506929,8.382070286,8.752281086,7.059079008,4.899520843,6.574126204,5.969056101,5.423729874,13.2035304,16.70014231,20.13740509,13.22523045
32,2037,10.95958049,12.93702382,11.0413356,10.36239001,6.697918588,6.517951712,6.529265298,5.947552573,5.779201559,6.258225113,5.822862844,4.929478285,10.47018973,11.16787463,9.913170994,8.557312155,9.332620973,9.388778187,8.223824699,7.06842781,5.205673718,7.394311198,5.907078266,5.637830905,12.92233821,17.1341942,17.70173957,13.03427314
33,2038,10.73481105,11.57910033,9.766320668,8.933660674,6.804710729,7.42682135,6.40444816,6.638438335,5.709281626,7.033303902,5.676673025,5.538626892,10.79535787,11.98633016,10.11819491,9.186368851,8.927192317,10.41863306,7.59609166,6.955864343,5.221409658,7.374575096,5.384146491,5.421027062,13.57997162,17.86143344,18.19634084,13.9355897
34,2039,10.1128706,10.54873983,10.67965517,10.29329124,5.510166559,6.442095445,5.551212751,6.681846932,5.376772872,6.599302017,4.870010469,5.561041417,10.09631841,11.43039131,9.020578218,8.990218134,8.529396587,9.836344317,6.871201147,7.063330082,5.312017489,6.575842348,5.478250076,6.09628918,13.02781802,17.05470554,18.27477034,14.40443064
35,2040,10.62018963,10.75537587,11.29887873,10.56481599,6.20134474,6.58740033,5.873405553,5.233117395,5.111011462,6.881630583,5.945104054,5.506264051,9.860408902,11.52120339,10.44986705,8.955192539,8.014422991,10.09400996,8.488536846,7.257073232,4.979069073,7.385217969,6.319798331,5.932360681,13.55307527,17.37986389,18.27830455,13.3975646
36,2041,11.56098819,12.63344409,11.93304746,10.34705921,6.000584225,5.910224157,6.309866508,6.284611422,5.615561982,6.923659952,5.764136675,5.48572804,10.02851613,11.71135031,10.09636712,9.029109858,8.771404804,9.814939764,8.142061179,7.682380762,5.439606051,7.22398472,6.187034955,5.76554672,13.2105002,17.40381082,19.22689224,14.01989387
37,2042,11.31973948,12.67187225,11.84513335,10.44423708,6.088289806,5.914584144,6.017165609,6.382368917,5.59873007,6.6861849,6.770424131,6.469494315,10.22233817,11.60080942,11.46953706,10.07282441,8.71765926,9.230585274,9.602376664,8.337995399,5.324042983,7.318787293,6.69215334,6.184199613,13.44767891,18.61505865,21.76239252,14.52878312
38,2043,11.14550915,12.13932754,11.31018423,10.96937165,5.763882385,5.745106981,6.341625417,5.662953017,5.617815406,7.095987269,7.014745827,6.311049926,10.59053969,12.23778387,11.37462247,9.882648225,8.982186251,9.854666419,9.694807084,8.431923251,5.394071445,7.826529205,6.89796751,6.500570006,13.56328103,18.38774525,20.77960206,13.75675382
39,2044,10.50880572,12.70580193,11.13594511,12.6245287,6.1404134,5.072248307,7.205371647,5.978785,5.370288793,6.312896583,6.84995352,6.781312109,10.24828024,10.72287368,10.92022624,11.03355945,8.0846764,9.111209881,9.385149432,9.636048176,6.015243548,7.574028424,7.124727115,7.350289643,13.87747971,18.33611204,21.07136362,16.54835474
40,2045,11.28364812,13.48261821,11.81223102,9.463101025,6.665872015,6.961696046,6.183216532,5.56174756,5.634261788,7.039943284,6.969538921,6.138675037,10.80565974,11.53531341,11.66364179,9.936978776,8.756169245,9.920111954,9.315025428,8.296446551,5.583315523,8.131720824,7.468762731,6.26657185,14.26521586,20.82313433,20.97214827,14.38121858
41,2046,10.83796507,10.78904016,11.87481111,11.51482408,6.857728405,5.875998541,4.291921302,5.429126119,6.100922303,6.926432137,5.620815899,5.916272216,11.37276288,11.33600176,10.03646483,9.593191817,9.320968732,9.384780513,7.607971761,7.843167468,5.704985818,7.25068601,6.533096118,6.540378043,13.80098862,18.3792866,20.15400038,15.06964006
42,2047,10.98484523,11.60189607,11.72384506,11.37299323,7.521925874,5.442398794,5.945047483,5.86620688,6.095349992,6.735078595,6.849897963,6.490362237,11.17260196,11.18605348,10.94691687,10.64606606,9.7430101,9.259039692,9.118381739,8.892145275,6.109724883,6.913889585,6.86939405,6.51507639,13.99291006,19.06077985,18.91494037,15.82172104
43,2048,12.26868153,12.26731959,11.38343461,11.5966457,7.077256001,6.288597598,5.796547893,5.682785655,6.543382735,6.94505772,6.897762338,5.872657718,11.95343681,11.21654366,11.23281224,9.825981507,10.38470748,9.563036632,9.124670472,8.121397158,6.551513794,8.064621114,7.489601465,6.294363975,16.3579484,21.15120605,22.67919257,14.78157762
44,2049,12.60825783,13.25835529,9.4281877,9.471774886,6.252884773,5.704373245,7.513502305,6.875906938,6.668005881,6.763350173,7.506907456,6.457089565,11.68461894,11.37838921,11.20390338,10.06413645,10.49450096,9.207627741,9.056841575,8.540503848,6.783805412,7.657771284,7.941810474,6.586839503,15.20708951,20.20380021,21.69604956,15.00227781
45,2050,12.94548156,13.49461481,13.58810949,11.52532022,6.316563986,5.535859095,5.870695184,5.461025529,6.65317827,7.447886908,7.116844171,6.633457711,11.54709412,12.10492976,11.26909306,10.75037146,10.41057387,10.4542373,9.39871853,9.142858543,6.721217024,8.204940044,8.270247215,6.595993773,14.67724763,21.47044887,21.38399223,15.33488728
46,2051,10.40307631,13.56578525,10.18113143,11.46799247,6.024562068,6.289872136,5.372245849,5.879183511,6.811442888,7.814706422,6.210616545,6.783168007,11.63586879,12.58997272,10.61781778,11.18673287,9.775898133,10.71452356,8.229531595,9.635396548,6.35701904,8.879845299,6.321844071,7.161472731,16.65136345,22.32874107,18.99135237,15.58352709
47,2052,11.82582309,12.63938954,11.10801858,9.9414473,5.755138958,5.481807596,6.072674685,5.486890009,6.636894482,7.54948798,6.262674297,7.236542217,11.71824545,12.25146935,10.12828491,11.98177261,10.4663714,10.35198861,8.330618091,10.28505631,7.152749435,7.97742455,6.791120286,6.901618441,15.5019644,22.0247967,21.41801963,17.38138641
48,2053,12.23253755,12.97943232,10.01265709,11.34768027,5.857622906,5.62330385,5.71947655,4.845930847,6.114483709,8.126785645,7.459802182,6.996613504,11.0273126,13.05808096,11.81063666,11.56633601,9.478292783,10.74672227,9.226562848,9.886722418,6.445434981,8.627806428,7.111302635,7.602948984,14.95754384,22.24370818,22.85972717,16.61289974
49,2054,12.21744895,12.9328556,8.842467385,11.70741079,6.379425616,5.538678889,4.790932098,5.796045917,6.388633535,8.031906194,6.953664744,7.192353231,11.41374839,12.49446843,10.7509138,11.76683506,9.82947897,10.68423475,7.90137426,10.17205711,6.365044353,8.938968943,6.490228865,7.174768679,15.6197725,25.63339606,21.23185224,16.68113118
50,2055,11.76218385,13.17206017,11.71039599,12.568977,4.901526525,5.305223565,4.994034724,6.76767105,6.318901578,8.36912728,7.091435835,7.621699462,11.73131396,12.68336604,11.01489536,12.70589998,9.607085453,10.78996686,8.821365578,10.80032535,6.513783894,8.703450332,7.146908888,8.507562548,15.9273367,24.77182831,22.11182552,18.71260591
51,2056,9.793254311,13.14341322,12.2926785,10.3727789,5.086529148,5.691233128,5.335109788,5.463148839,6.432783012,7.988336674,7.650979698,7.087016624,11.56219116,12.48983352,11.33467197,11.65264686,9.552685614,11.05194825,10.2350756,9.59053618,5.755859078,8.709604243,7.979805655,6.913906071,14.69093857,23.73062276,22.04966129,17.21567767
52,2057,11.26884904,11.04084789,11.91522801,11.44942155,6.046499631,5.796231788,5.699348809,5.91254523,6.291777533,8.815667729,7.685050896,7.507290361,10.87662987,13.4066007,12.12948089,12.06336791,9.178149206,11.52264496,10.53918053,10.43617459,6.050429803,9.229851395,7.822844307,7.31331862,14.8842311,29.94209306,20.56820952,18.51602607
53,2058,11.42508656,13.9106306,12.39988483,10.53338891,6.30770149,4.983963804,5.376851466,5.31848405,6.801646618,8.963405234,7.864545751,7.690057629,11.7711316,13.70263973,12.53921403,12.39433102,10.11695345,12.10433686,10.33853962,10.73596331,6.651141881,9.50622277,8.243936401,7.279722582,16.31840105,27.27670053,24.3194715,17.96415513
54,2059,11.35617956,14.13455434,11.9635515,9.858219221,4.889559128,5.471848569,5.457937254,5.568290671,6.651506644,9.260967293,7.093974373,7.919042462,11.83321085,13.92738096,11.22182432,12.79622116,10.29146817,12.04597212,8.824127899,10.68669008,6.382953383,9.906785008,7.121912313,7.262781027,15.39164778,26.96911998,23.1323704,19.16081898
55,2060,10.16140008,14.78379981,12.65269243,10.6868252,4.948716732,5.818678536,5.434520743,5.570717849,6.15362708,9.233764195,7.826577321,8.314006657,11.35581443,13.92564008,11.97528279,12.6503547,9.568009994,12.6460397,9.77135351,10.97869534,6.022091539,10.3690649,8.088655342,8.921366191,15.20177577,27.68146432,25.4374244,19.02348188
56,2061,12.06288268,14.57914777,13.10609984,10.62804043,6.580436234,5.267692176,5.221771613,5.433612829,6.720700173,9.192274085,7.050669806,8.259096312,12.24902315,13.89450909,11.00148698,12.32909105,10.16338737,12.00283368,8.70247235,10.42778315,6.697097475,9.910299481,8.031037414,7.939624374,16.80066624,26.89425841,25.15068248,19.39860219
57,2062,11.45503366,12.91629322,11.42432449,11.42102955,5.720701507,5.516598215,4.343213788,4.958045939,7.281050905,9.374028624,7.470546735,7.879592545,12.46244391,13.85106232,11.57992349,11.09074961,11.00398943,12.04837132,9.305771129,8.985661167,6.532659155,9.229416767,7.392561685,7.81276588,15.70262319,29.43245504,24.31621985,17.87184991
58,2063,11.73381282,14.00138271,12.07680123,10.62419323,4.936900361,5.644680637,5.598520875,5.497377725,6.533089524,9.653239453,7.985270783,7.799190955,11.96474115,14.30121505,11.95725743,11.3790179,10.16006949,13.05022368,9.544331586,10.17410721,6.567692074,9.655281295,8.209834878,7.881046439,16.306456,28.2307226,26.10400397,18.08193724
59,2064,11.37238869,13.84480858,13.94497028,10.44100078,6.300685188,5.173609006,4.214884962,6.250840951,6.731712896,9.873711888,7.916571187,8.642198394,12.13540579,14.55802042,11.71439256,12.21692979,10.22842021,12.38065848,10.53123592,10.48582469,6.016512994,9.569403489,8.136123881,8.485613976,16.00289872,29.28070336,24.46708554,18.77005666
60,2065,11.15632675,12.45446121,13.0425164,10.58326027,5.998935741,4.591265244,5.852060485,5.217040083,6.769627753,9.508335846,8.844545518,8.786450889,12.15026163,13.61786735,12.89294928,12.26256292,10.54379897,11.45040183,10.97914515,10.47043643,6.250822855,9.541313685,8.833917172,9.162447574,14.9182878,31.93845953,27.16036359,20.65089738
61,2066,11.49054917,14.47260651,11.34934651,10.86636855,6.511715179,5.499045622,5.777786681,4.724324798,6.76279588,9.711083808,9.26142191,8.913613555,12.21383408,13.7890482,13.07620374,12.41103072,10.46168777,12.51904058,10.73706324,10.90288923,6.24568534,11.06152452,8.942215733,8.917038365,15.83482758,30.15748041,28.70101325,20.87437876
62,2067,13.30889058,14.5360015,13.20307619,12.84463103,6.196255903,4.839955618,4.634847386,4.804428656,7.19822257,11.01814159,8.191792909,8.869366889,12.56642966,15.45319288,11.63284418,12.95755285,11.03896668,14.00529276,9.974769581,12.39764066,7.769954252,11.35892046,9.183808413,9.863043496,17.86363403,34.20038962,28.58521317,21.47380885
63,2068,10.45687415,14.71676121,12.75190573,12.54779451,5.651350087,4.741667039,4.654076173,4.970827182,6.714901069,10.37517136,8.288567925,8.529151987,11.7776272,14.50688339,11.6252651,12.73101746,10.11461075,13.63063952,10.63669883,11.61920055,6.220902411,10.85733452,8.335881067,8.733801801,15.42620014,31.61743079,27.03297999,19.57930079
64,2069,11.67909742,12.89565042,13.29733184,12.24834073,5.664856519,5.172883957,5.768711793,4.918596091,7.03962338,10.28188089,9.482443355,7.828612047,12.27910263,14.45424892,13.28927695,12.00729853,10.51260661,12.56318804,11.83649641,10.25919773,6.5248234,10.15945563,9.622879237,9.074961969,15.91956454,31.66142597,29.82856387,21.27782583
65,2070,10.8237547,16.12189458,11.37897913,13.95853923,5.227159486,4.616535629,4.300326608,4.645115176,7.108273016,10.89075361,9.194608119,8.369987091,12.40065341,15.44239917,13.22554094,13.19994472,10.51764535,14.42238075,11.45154744,12.12003319,6.436511171,11.51667789,9.011479761,9.166761625,16.7624178,30.81946627,30.20135414,21.25971676
66,2071,12.52482296,14.28840581,11.70915695,12.49776971,6.190292037,5.092515651,5.008289917,5.162911271,7.305700871,10.86726333,8.561746724,9.068935605,12.730358,14.84780569,12.27847446,13.42172717,11.2514045,13.74172966,10.01329573,11.25975422,6.896216014,10.23384285,9.018451762,9.803677952,15.85897048,29.90809751,26.94507734,23.63217418
67,2072,11.78680974,14.56958609,12.03163716,12.77671224,6.439912077,5.0869388,3.946734227,5.123544409,7.43078198,10.84335546,9.115580068,9.090852006,12.54761436,15.11405093,12.88635315,12.99946115,11.16295974,14.14585086,11.27886523,11.68835488,7.001142111,11.45449715,8.684318636,9.285735165,15.90938353,30.98470976,29.54407874,20.75707551
68,2073,12.20867929,14.5056985,12.36280171,11.88826191,5.214746418,5.09615427,4.956741885,5.968367738,7.202676329,11.08710883,9.474874353,9.932624674,12.23466011,15.35156483,13.03213589,13.79868087,10.91324064,14.1733586,10.75607048,11.89657065,7.444019839,12.00408628,9.185913572,10.07465411,16.62065648,32.78996138,31.85128502,23.89166449
69,2074,13.09326882,17.10997528,13.47921595,11.58604003,6.200669976,5.668551932,4.039169928,4.265217254,7.815936804,11.03786818,9.076643815,8.565041405,13.48777352,14.89168619,12.34668941,12.56308958,12.03981457,13.76275456,10.17725334,11.345111,7.840530456,12.00264834,9.694737523,9.141213835,16.90529535,34.36343471,32.7369138,19.80015783
70,2075,11.9148997,15.02051352,12.95866508,11.5181513,5.67879256,5.706858208,7.457518998,5.710006231,7.412760578,10.80257805,9.879455245,9.304129098,12.59837138,14.85054587,13.2245698,13.47581895,11.1637219,13.7838634,11.72797191,11.46997852,6.428273868,11.13786806,10.16753159,8.834119859,16.07242257,32.92539802,31.69215893,22.9892622
71,2076,10.90901179,13.6381473,13.28540391,14.1917786,6.049556119,5.342288022,4.970750996,4.953437257,7.64977762,10.76391565,10.25377468,9.355914131,13.11625162,14.15251363,13.61117269,13.30163547,11.79362997,12.68463638,12.84198627,11.70971343,7.139359655,10.61940157,10.00838863,10.84492885,17.28015976,31.59256319,31.15337459,22.84682929
72,2077,11.1190583,17.12628034,14.36951789,12.36754612,5.015047105,3.99011909,4.486489047,4.372503007,7.273733756,11.51395747,11.27832935,9.575290536,12.71582957,15.85688532,14.85040407,13.2526661,10.81274475,14.80665824,13.80194272,11.61425325,7.128530473,11.76193708,11.6223216,10.17587355,18.2732693,32.82747949,37.38510352,23.5898595
73,2078,14.35859716,13.30981226,13.13235127,14.2570297,5.595563085,5.225261152,4.754703526,4.97486884,8.148375245,11.48203356,11.0533822,9.798434037,13.67934833,15.56154483,14.72555484,13.311618,12.20985424,14.30232428,13.4591936,12.27081084,9.16295892,11.17135705,11.32177498,10.85595318,19.88757469,34.20730916,33.98986016,22.50814857
74,2079,14.26012444,16.71274091,12.38916402,14.99468407,5.117928112,4.599756274,4.683834968,5.588629094,8.377202273,12.25755753,10.63918854,9.975979051,13.74448411,15.63751593,14.45668939,14.16625609,13.01588837,14.66024646,12.75690981,13.44179693,8.406214601,12.86403335,10.04827261,10.79289176,17.75873319,35.54165311,33.01818774,23.27687198
