,year,CLASS-CTEM_GFDL-ESM2M_S2,CLASS-CTEM_HadGEM2-ES_S2,CLASS-CTEM_IPsL-CM5A-LR_S2,CLASS-CTEM_MIROC5_S2,ELM_GFDL-ESM2M_S2,ELM_HadGEM2-ES_S2,ELM_IPsL-CM5A-LR_S2,ELM_MIROC5_S2,JULES-ES-cs_GFDL-ESM2M_S2,JULES-ES-cs_HadGEM2-ES_S2,JULES-ES-cs_IPsL-CM5A-LR_S2,JULES-ES-cs_MIROC5_S2,JULES-ES-npp_GFDL-ESM2M_S2,JULES-ES-npp_HadGEM2-ES_S2,JULES-ES-npp_IPsL-CM5A-LR_S2,JULES-ES-npp_MIROC5_S2,JULES-ES-resps_GFDL-ESM2M_S2,JULES-ES-resps_HadGEM2-ES_S2,JULES-ES-resps_IPsL-CM5A-LR_S2,JULES-ES-resps_MIROC5_S2,LPJ_GFDL-ESM2M_S2,LPJ_HadGEM2-ES_S2,LPJ_IPsL-CM5A-LR_S2,LPJ_MIROC5_S2,VISIT_GFDL-ESM2M_S2,VISIT_HadGEM2-ES_S2,VISIT_IPsL-CM5A-LR_S2,VISIT_MIROC5_S2
11,2016,1.116591553,1.263305303,0.471342071,0.733212992,1.48235362,0.650058385,0.705213141,0.98340292,4.223675128,4.148665097,4.130482209,3.940559239,3.418618051,3.513279663,3.059401837,3.14482707,3.881641503,4.010904476,3.392008121,3.667081321,1.697875171,1.799643196,1.411541241,1.703699214,1.658564218,1.002862397,1.3895909,1.412748598
12,2017,0.826660166,1.89853442,1.909386552,1.639134191,0.819060866,0.614374503,0.519058115,0.801279312,3.599229658,4.456411401,4.895671493,4.292274977,2.923984727,3.958751005,4.139422558,3.716300362,3.287556954,4.706647788,5.220527383,4.228085413,1.546409259,2.123067109,1.863039571,1.9668836,1.326443027,1.229538017,1.202653881,1.637184001
13,2018,1.440718053,2.648785355,0.914728819,1.675538599,0.976723074,0.964550276,0.327214609,0.793585383,4.081783387,4.989586285,5.274577178,4.495979849,3.535699995,4.704403638,4.229431078,3.836227871,4.138987227,5.661278392,4.760084521,4.471176646,1.830061124,2.29535461,1.775276713,2.106481368,1.445844401,1.454242443,1.673517965,1.797756851
14,2019,0.939337357,2.255219104,0.90637219,1.504855424,1.030361682,0.504530825,0.429227546,0.606978505,4.254348108,5.282264741,4.225483724,4.971241587,3.626872331,4.98859499,3.58640411,4.460722014,3.92823499,5.738352277,4.17540422,5.237724346,1.632078069,2.158309048,1.658126243,2.251184453,1.569658791,1.471724747,1.031300486,1.885627729
15,2020,1.009209154,1.85606756,0.805937497,0.885196848,0.843128193,0.705674129,0.800631025,0.593432039,4.094679613,5.160273656,4.213049841,4.354225002,3.196955182,4.765491368,3.357369689,3.586977837,3.57630614,5.52936413,3.720886498,3.962198996,1.583789729,2.047085981,1.409506263,1.779000504,1.314357913,1.276296293,1.109151204,1.693235793
16,2021,1.757276939,1.839170831,1.082515016,0.706317009,0.820884121,0.757890842,0.377950496,0.779743574,4.562521985,4.973159499,4.520863113,4.208118683,3.926726379,4.662274525,3.740506939,3.211723159,4.724765713,5.144094117,4.256871802,3.51615052,1.867737531,2.020134743,1.58599896,1.663538907,1.741051056,1.196154114,1.418761348,1.391686171
17,2022,0.837429486,0.892279871,1.550399765,1.102929752,0.915511264,0.735998291,0.093923969,0.685293295,3.748490038,4.248798341,5.107209963,3.865015493,3.281320763,3.804740078,4.223489581,3.261685459,3.919119862,3.99181515,4.895790219,3.720633044,1.63612227,1.679343533,1.723370996,1.82214961,1.515042888,0.985048575,1.5378517,1.401786064
18,2023,0.802818049,2.826125249,0.954035716,1.207246968,0.963380583,0.928507187,0.563866199,0.818954153,3.767876377,5.676246883,4.388571769,4.013324978,3.085540656,5.366483951,3.545265579,3.377442623,3.513961,6.813003198,4.011303872,3.901544633,1.58284219,2.497031075,1.55279685,1.974684239,1.42467122,1.537070998,1.034071345,1.713571483
19,2024,0.908420504,2.076018256,1.564737158,1.491756283,0.803025581,0.639113879,0.473019413,0.764686607,3.758135216,5.588957667,5.254841822,4.529637517,2.888422992,5.373343787,4.662861554,3.98497943,3.162206783,6.279488914,5.323497439,4.70744493,1.724931772,2.213948015,1.609234582,2.036548955,1.52064009,1.445681972,1.490872893,1.485578187
20,2025,1.733210277,2.17770447,1.568281152,1.340850477,0.705434661,0.663070112,0.004338023,0.518986987,4.180487498,5.66512355,5.801359282,4.497309654,3.764819715,5.525312709,5.231040995,3.854894276,4.54607881,6.455989687,6.047398155,4.284374097,1.929485553,2.19133876,1.846089905,1.967348248,1.505835219,1.485842107,1.625809106,1.596016808
21,2026,0.910179174,1.745366398,1.441842615,1.291992351,0.835821342,0.56709138,0.281605253,0.757949651,4.275615568,5.358342318,5.886788652,4.469194208,3.670254769,4.9043483,5.061659945,3.817568205,3.999116335,5.545464861,5.664805964,4.446918067,1.745426986,2.087955233,1.761279568,1.788743169,1.510019341,1.395822827,1.87732803,1.659724868
22,2027,1.078009158,1.976554295,2.101407568,1.331556579,0.831236575,0.470855383,0.38691358,0.603715346,4.669774646,5.086424185,6.471818128,4.03998943,3.838890344,4.987940139,5.711450609,3.433049251,4.087988679,5.41909133,6.857448257,3.962179997,1.755061988,1.911976107,1.866677467,1.712793625,1.613445149,1.323331509,1.887732522,1.323973745
23,2028,1.303422698,1.414582623,1.194115037,0.912372844,0.828446236,0.469002604,0.325855195,0.926700531,4.534071784,4.9406492,5.275451997,3.679406275,3.845309179,4.411710744,4.432113614,3.090636484,4.129496463,4.855012562,4.692908986,3.478384072,1.714300788,1.957778285,1.703357125,1.674276932,1.618550494,1.215616491,1.504098309,1.298447068
24,2029,0.934609402,1.655053028,0.858721116,2.216535968,1.100370986,0.82259082,1.966560294,0.758626151,4.292140718,4.513828576,4.724401708,4.919776783,3.127377286,3.811816972,3.891312409,4.432188065,3.408161038,4.23162234,4.170564861,5.253705487,1.68222185,1.904305609,1.548049008,2.169769674,1.797661253,1.117935531,1.270477984,1.902185709
25,2030,1.330645393,1.262548442,1.740449397,1.061288953,1.07090694,0.580017467,0.658601076,0.738038259,4.013336279,4.607127859,4.959764208,4.37795961,3.420850688,3.714669455,4.247968203,3.561916994,3.836302571,4.060114488,4.903819385,3.95728882,1.851463674,1.914633104,1.755954402,1.825199182,1.416214551,1.167259139,1.468306683,1.797228434
26,2031,0.727803352,1.659029938,1.665186682,0.555457845,1.076784765,0.733723968,0.530887041,0.815240603,4.104182271,4.577499949,5.590847003,3.94562242,3.154279067,4.117190298,4.83165011,3.107268262,3.509685416,4.505400368,5.716061325,3.422932479,1.666875649,1.914763683,1.964726398,1.581037965,1.546170471,1.209428088,1.656113334,1.229302643
27,2032,0.821563285,1.389151971,1.875125234,1.685271194,0.954421785,0.92207389,0.871289658,0.77399395,3.617850602,4.911027383,6.425900992,4.194023028,2.804345046,4.29134448,5.787250484,3.709124368,3.090791657,4.769146382,6.817316961,4.233012247,1.532794995,1.931378598,2.003717657,1.873628432,1.392000367,1.2217245,1.776496167,1.402014359
28,2033,0.990401865,1.67904201,0.967297336,1.746099617,1.128405312,0.40031325,0.931220939,0.521020523,3.620582074,5.169159415,5.146504614,5.058014205,2.932198607,4.49412038,4.432598382,4.548289762,3.344137697,5.164971686,4.803397592,5.275553074,1.653970052,2.072916765,1.616705567,1.981156364,1.293490943,1.193134192,1.543434905,1.804689371
29,2034,1.20437304,1.636618229,1.082406121,1.602515519,1.006203822,0.857123806,0.477673692,0.58982564,4.37801978,5.135578763,5.047024525,5.245648857,3.672416253,4.473910762,4.37721847,4.744569937,4.298454746,4.91448121,4.886082403,5.595937415,1.881797049,2.04099361,1.689406328,1.988160994,1.633501185,1.253511856,1.392980185,1.726816974
30,2035,1.135479803,2.90631552,1.819688308,1.033467883,1.050230826,0.585907733,0.667150124,0.847858913,3.960563314,5.863202618,6.019257245,4.782083049,3.264677394,5.602962538,5.030635948,4.066535693,3.798656459,6.709371111,5.790012252,4.479840231,1.626230189,2.399173772,1.89272515,1.720927101,1.481528654,1.469614873,1.731451727,1.519935679
31,2036,1.754926225,1.563392706,1.665008541,0.529871983,0.880306798,0.645599587,0.910919097,1.003270134,4.946959606,4.735253281,5.368588986,4.338650984,4.650245538,4.080524972,4.722460103,3.320911492,5.214591366,4.306201652,5.265520665,3.768014699,2.00503478,1.821923726,1.737119223,1.554260219,1.780559737,1.023854619,1.440639313,1.09912183
32,2037,0.691849433,2.909504509,0.871180436,1.391969835,0.887548548,1.070622555,0.87077641,0.959386446,4.868477646,5.737258232,4.95500028,4.755441887,3.934312075,5.508808774,3.841053528,3.971148723,4.372115829,6.567976512,4.235533534,4.350574409,1.74608149,2.41195304,1.532773353,1.999302312,1.792541533,1.615795712,1.50013277,1.577198743
33,2038,0.541358719,2.185902149,1.376211082,0.577825573,0.965522427,0.841070681,0.428179528,0.879045249,4.347496754,5.638895975,4.823916687,4.513616405,3.370210472,5.362996978,4.077339665,3.562699318,3.812479162,6.13179492,4.576952343,3.848962046,1.628303682,2.170792281,1.732115978,1.684863207,1.505728541,1.483737701,1.457656969,1.376835999
34,2039,2.247454358,2.519537458,1.575515418,1.310757365,0.589185528,0.632356805,0.39113624,0.580722892,4.889568632,5.827136513,5.995774622,4.894308327,4.382525812,5.590102607,5.118618175,4.094616019,5.239322694,6.537826535,5.560866541,4.766350765,1.929354936,2.284395004,1.976359533,1.87433933,1.710814465,1.342500809,1.83126593,1.804509132
35,2040,1.258740825,2.359973805,0.956312333,1.295531304,0.897471576,0.695012565,0.625767672,0.864492893,4.811918193,6.12102949,5.975192323,4.825228789,4.15496826,5.864448933,4.759703128,3.870331485,4.598991087,6.726128736,5.105000187,4.332362119,1.729615118,2.303675399,1.708646645,1.850230095,1.635127702,1.489435777,1.781657377,1.667230743
36,2041,1.657210209,1.790156494,1.48750465,1.240370525,0.938184328,0.581833571,1.418909217,0.826653647,5.606423904,5.520086936,6.013315481,4.336671112,5.052805427,5.010933841,5.07207562,3.416006783,5.678526779,5.515623167,5.663313432,3.854360994,1.869282904,2.039645943,1.884523147,1.776364184,2.017697651,1.315846097,1.588762767,1.357270322
37,2042,1.979049247,1.406730118,1.039615966,1.286165599,0.816390895,0.592601776,0.454108421,0.925250025,5.629995823,5.547201868,5.810866946,4.528559159,5.075604435,4.946354091,4.677478533,3.668393421,6.112200301,5.359453555,5.065875256,4.215613471,2.09750664,2.008038578,1.77325456,1.689755325,1.582107043,1.273346228,1.636051598,1.502975675
38,2043,0.67205263,1.455077364,1.637866751,1.870123822,1.315153758,0.887379609,0.812422602,0.872994707,4.910612081,4.992663465,5.807565638,5.417482424,4.044828694,4.292071314,5.303344134,5.049085218,4.373413233,4.673469219,6.007614161,6.210091676,1.739475334,2.021197005,2.01877729,2.129889663,1.709502815,1.176537948,1.631619082,1.846125465
39,2044,1.264624627,0.96121495,1.432665853,1.142586129,1.036136037,0.642417355,0.61630582,1.107887231,4.474550665,4.72828029,6.208036733,5.21580473,3.66985954,3.971253435,5.454828351,4.364105558,4.318813236,4.161196638,6.071323536,4.867117296,1.668680725,1.851171473,1.869885881,1.9767439,1.805792417,1.258041147,1.609423825,1.862227749
40,2045,1.306055203,1.37686258,2.13387582,1.099350473,0.930097647,0.745567401,0.983404021,0.964132594,4.374805991,4.588488477,6.4803523,5.018883603,3.761489135,3.695122894,5.967963379,4.069914137,4.352237627,4.170062659,6.660134008,4.486918391,1.786131114,1.920067217,1.855429527,1.833896962,1.679388697,1.131083844,1.699704296,1.338476586
41,2046,1.069572963,2.450132645,1.016309787,1.493100432,0.908113189,0.619063994,0.898273392,1.025864121,4.471376829,6.07965273,5.521670413,5.155994715,3.877255219,5.675944709,4.599435801,4.263649161,4.238516663,6.59233046,4.946501459,4.957579866,1.826127288,2.30995244,1.694157013,1.90464271,1.541147361,1.605620417,1.204534971,1.650691634
42,2047,0.866272613,1.531347073,1.486228108,1.3489622,1.091751463,0.960065128,0.815525244,0.808765925,4.508247157,5.585461511,5.760345837,5.101539831,3.556423094,5.12060647,4.672212653,4.492388457,3.805757843,5.708817369,5.40157524,4.887066612,1.805559235,2.055610807,1.794815171,2.041457706,1.332063082,1.273837318,1.661244708,1.819023233
43,2048,1.477273445,2.208675439,0.844437032,2.421497976,0.624471601,1.033869376,0.472059431,1.014053599,4.820490067,6.342730013,6.104546412,5.449351484,4.054171071,6.150426142,4.918710385,4.942325067,4.502293986,7.057226159,5.417824264,5.717135706,1.870799078,2.231789711,2.032461739,2.289881529,1.762062058,1.362299544,1.875353809,1.783001666
44,2049,1.122431336,1.476340325,1.153112333,2.090586751,0.966939349,0.723427725,0.272627245,0.866567666,4.690399448,5.825207146,5.256139734,5.978275175,3.984717042,5.032692039,4.349891594,5.459862532,4.257981306,5.634236651,4.79786159,6.419369533,1.73934877,2.114616731,1.821656699,2.175151327,1.514602882,1.343963321,1.229326486,1.902117351
45,2050,1.123024331,1.860651599,1.430998703,1.254044707,1.089087154,0.654097044,0.501359927,0.848024902,4.454084335,5.945538122,5.52539303,5.603840609,3.702593206,5.4836282,4.820320204,4.618565777,4.162167747,6.548066016,5.371972551,5.172706418,1.7340578,2.456828107,1.868396813,1.953380994,1.223660238,1.309930306,1.39619873,1.720004406
46,2051,1.437632816,1.355223055,0.894978027,1.11953774,0.710608243,0.899450442,0.535191639,0.853167121,5.633036451,5.813085145,5.529954228,5.62319416,5.012549879,5.287085833,4.397999895,4.739228593,5.744382688,5.807663399,4.741238312,5.262385822,1.896733705,2.145575244,1.808749756,1.837492917,1.756977497,1.171751475,1.530336945,1.842847247
47,2052,1.55559453,1.948470875,1.838597374,1.984262603,0.638749997,1.005764229,0.846258202,1.218037273,5.725902959,6.174397404,5.921808733,6.122459348,4.957328219,5.734142875,5.278268554,5.468093159,5.548032816,6.600587298,6.067329978,5.916780652,2.016075627,2.166979463,2.011752065,2.09876944,1.631843145,1.270849232,1.811403927,2.014504807
48,2053,1.473171344,1.834640323,1.383040719,1.770525316,0.849435704,0.75389193,0.647044871,0.764355158,5.624370124,5.632381809,5.924131529,5.70522915,4.831136369,5.018679114,5.133209787,4.739622345,5.378923486,5.471369633,5.74576288,5.413573607,1.974617041,2.202676027,1.977062662,1.990014407,1.847406812,1.326936849,1.579324118,1.863746898
49,2054,2.165182149,2.301358918,1.23701318,1.309481527,0.519893813,0.760031272,0.694731216,0.61409597,6.003120629,5.908211617,6.303777819,5.953475765,5.53227616,5.18958354,5.190334914,4.975699112,6.579437488,5.894985519,5.969584489,5.422655431,2.276665466,2.33380377,2.159655148,2.028759538,1.567703479,1.36768611,1.622437831,1.687658785
50,2055,1.196835033,1.622769918,2.013210598,1.186453552,0.801707626,0.570624691,0.69016114,0.869191909,5.565554885,5.970121426,6.835943106,5.234516765,4.570907997,5.330106097,6.000230582,4.361611789,5.155904492,5.695462119,6.806179555,4.948986042,1.865848585,2.220774325,2.15973823,2.064350985,1.393121871,1.279446955,1.740858626,1.45672052
51,2056,0.6260466,1.255786466,0.741894476,0.608925137,0.911533746,0.872130176,0.936761596,0.638756646,4.734519105,5.660783948,6.7422921,5.111769047,3.596393585,4.420797202,5.155368115,4.166819919,3.807874556,4.77766908,5.582190684,4.380110865,1.666039743,1.981424399,1.832207305,1.876401623,1.282201238,1.217821176,1.573378849,1.299884544
52,2057,1.154187816,1.525002496,0.821498805,0.896479538,1.075170936,0.492998368,0.798997015,1.033838264,4.859851526,5.617143563,5.298378833,4.883298401,4.048767338,4.54295803,4.08199643,3.749197141,4.347158385,5.101480992,4.355245653,4.282929077,1.912911491,2.226025539,1.766706253,1.765838824,1.652279908,1.30534844,1.148667798,1.231567445
53,2058,1.320595361,1.911777051,0.880121686,0.939068459,0.765231259,0.886633253,0.968802405,1.364092994,5.409326003,5.865441405,5.231974262,4.936473844,4.919154753,5.288702781,4.110668338,3.918551143,5.49409708,6.114277545,4.766038739,4.306173541,2.016907423,2.449251282,1.892217648,2.010144471,1.738571853,1.289698799,1.19226426,1.354020641
54,2059,1.795681563,2.858444924,1.122753021,1.370084101,1.02299569,0.473771859,0.204078699,0.722015323,5.806722223,6.372415155,5.431786591,5.422902989,5.231835766,6.05499282,4.44894417,4.47461063,5.777315267,7.351372853,4.634214175,5.026460854,2.105326089,2.796388819,1.823383762,2.19656368,1.712737598,1.487017835,1.345022874,1.642219793
55,2060,1.113246935,1.561405534,1.313988544,1.720025687,0.546640016,0.51023701,0.495294043,0.569999226,6.229369585,6.223629791,6.454206373,5.995025072,5.210239475,5.965553602,5.719419916,5.104840793,5.56814301,6.499299372,6.254748844,5.816986026,1.974054514,2.406198298,2.233880108,2.19015777,1.977944383,1.334685989,1.452266952,2.025364005
56,2061,1.338931272,0.882034945,0.685734583,1.347081926,0.794008317,1.369368151,0.753186141,0.613861923,5.48293145,5.624478757,5.920587815,6.097181605,4.531130395,4.469183623,4.75668874,4.996917099,4.973043258,4.872231703,5.016545595,5.573549615,1.847138555,2.128526192,1.726092014,2.12345996,1.674255276,1.051843478,1.220170544,1.936676703
57,2062,0.756594231,2.490055989,2.370061792,1.343238044,0.958087161,1.581152524,1.047309077,0.980873438,4.89253595,6.323756768,6.933318062,5.904660429,3.625536833,5.762322422,6.124440517,4.846581728,4.189809061,6.601526254,6.823354213,5.547539505,1.681990931,2.569571662,2.522724332,2.130573508,1.293185075,1.493159842,1.790671301,1.644514405
58,2063,2.199645072,1.812803725,2.206361318,1.729738184,0.919100349,1.295986929,0.347224161,0.992307786,5.286766429,6.36336248,8.547402574,6.686817833,5.072142336,5.350707494,7.488992081,5.936851918,5.802071195,5.586856449,8.766856262,6.788487016,2.128945051,2.400110825,2.522300273,2.367086269,1.618487108,1.497744947,1.946076711,2.270653467
59,2064,1.178633605,2.269968172,0.999258221,1.574692633,0.694789544,0.701580743,1.023990591,0.406395475,5.941718512,6.390019171,6.882510887,6.44553194,5.425131167,5.560208575,5.911246167,5.694416985,5.918707149,6.134047643,6.224812217,6.406583664,2.149514924,2.506550362,2.220256829,2.340991976,1.799580974,1.457590271,1.789978022,2.004281529
60,2065,1.138935123,1.501453821,0.823322315,1.824575973,1.09505681,1.305074969,1.150531157,0.760982386,5.419510368,5.923375177,6.100534919,6.051813294,4.242261602,4.974291132,4.676385364,5.422622208,4.80329931,5.394032974,5.266023269,5.837523754,1.924061362,2.227702482,1.937606811,2.130316606,1.552327682,1.285499415,1.405957433,1.800065044
61,2066,1.013550354,1.534801467,1.323405885,2.152684921,0.876243074,0.995510011,0.33086979,0.756335418,5.547560576,5.735459249,6.234378319,6.612751728,4.521531366,4.936867988,5.441281653,6.094957759,4.965625707,5.521759775,6.188667105,7.231693681,1.993480461,2.243815345,2.142742178,2.422463229,2.106665967,1.246319286,1.345940471,1.917897387
62,2067,1.709284268,1.996216464,1.397986734,2.335396675,0.761158589,1.36606812,0.40835612,0.582164919,5.65638236,6.677033762,7.393179084,6.988112894,5.021430905,6.099628571,6.27761939,6.520992116,5.852583512,7.04579057,6.903759132,7.608391283,2.292982202,2.635853808,2.242293601,2.429842473,1.662377952,1.499460275,1.705221211,1.902160437
63,2068,1.108631139,1.54244244,1.415473108,1.114187698,0.768682238,1.095403311,0.468123377,1.055080029,5.901467473,6.37047725,6.955391386,6.553397029,4.797149115,5.466556629,5.840804965,5.553139924,5.204281956,6.214285388,6.522880478,6.007285812,2.017781919,2.4319786,2.227145397,2.290279079,1.729312336,1.260824085,1.572573827,1.877344819
64,2069,2.369221042,1.394122194,0.827397951,1.677140308,1.197523458,0.824325245,1.134997965,1.069197827,5.86556965,5.990115488,6.333250444,7.131456488,5.510395265,5.245960572,4.811028673,6.204392571,6.540277679,5.605234239,5.323089544,6.827213714,2.367281511,2.280980087,1.97052802,2.423351155,1.800824975,1.180000975,1.319564345,1.836286675
65,2070,1.830583785,1.558905834,1.174924284,1.803262537,0.65519809,0.851136116,0.95979769,0.737527002,6.299803835,6.459666573,6.325910958,7.27215611,5.864595883,5.574014378,4.808533363,6.28844971,6.518820211,6.172000568,5.491644931,6.965116406,2.2534553,2.23618587,2.207361155,2.489395969,1.60275328,1.24548002,1.604219132,1.974645073
66,2071,1.191404665,2.222465571,1.241371057,1.16462047,0.710938745,1.213741494,0.399421448,0.906749083,6.634319193,6.575759256,6.615183086,6.61691238,5.968233377,5.67844991,5.462331867,5.707481644,6.463398296,6.459400431,6.052539955,6.096433908,2.185072444,2.642267185,2.408527385,2.342484396,1.951073366,1.356953137,1.713931697,1.755635801
67,2072,1.771407323,1.118882528,2.137541317,1.208234997,0.681348542,0.921517797,0.616816014,1.017447134,6.76429205,6.116649992,7.108794649,6.029003068,5.768298293,4.869672607,6.245997826,5.092224185,6.438802535,5.308885182,6.986969432,5.6460909,2.271391601,2.185455604,2.184323721,2.351601541,2.040182976,1.233460989,1.65784327,1.514120785
68,2073,1.626926934,2.652563646,0.917104018,1.420249411,0.751446572,0.966903599,0.7620552,1.130207478,6.381720219,7.284140363,7.507772198,6.839540444,5.643783817,6.504642017,6.328671432,6.088019645,6.433025513,7.844217443,6.900134049,6.754015397,2.45172473,2.765454832,2.304409716,2.462278465,1.732209731,1.482231717,1.653248188,1.84731169
69,2074,1.329180339,2.307960269,1.086771624,1.090198391,0.786590901,0.754653906,1.096984886,1.152966816,6.130591506,7.177115982,7.033397224,6.712027829,5.09802146,6.893990889,5.625623557,5.392854089,5.697501038,8.044396199,6.301594778,5.793509963,2.205930626,2.542532004,2.303154295,2.177187653,1.821587929,1.742293042,1.69469945,1.352785953
70,2075,0.757917504,1.549878061,1.392138907,1.957191762,1.100536296,1.222605315,0.708592164,0.441745281,5.437594448,6.766757616,6.82097547,7.291540865,4.313907762,5.733925428,5.964135646,5.992493233,4.619499291,6.279026809,6.442907997,7.074994029,1.984332571,2.435567555,2.15817271,2.442710194,1.351614522,1.321206357,1.505016895,1.950546576
71,2076,1.548236001,2.54592937,0.75244012,2.850939815,1.276872114,1.113458046,0.666626161,0.836909142,5.546429724,7.659224996,6.6039854,7.675908851,4.77721579,7.508478151,5.084554389,7.046419481,5.477274885,8.937723949,5.664532468,8.343128384,2.184087905,2.818072995,2.013874553,2.823663654,1.391470347,1.828665994,1.279562491,1.872999936
72,2077,2.547437296,1.541081247,0.931024473,1.817333256,1.070132313,1.422944383,0.658324013,0.948063515,6.529481934,7.220324114,7.386945275,8.06945681,6.028770978,6.453462439,6.091874608,7.481543463,7.182420831,7.055041155,6.732892954,8.454654712,2.636041263,2.695338125,2.390556289,2.830135688,1.713111139,1.676575103,1.70449823,2.183371617
73,2078,2.143022151,3.03751242,1.422335801,1.192606397,0.65788243,0.620224659,0.63516938,1.182161116,6.594111229,8.694037134,7.272723941,7.501028426,6.282022669,8.034061134,6.033128116,6.119147195,7.179238063,9.81804992,6.897977345,6.499968573,2.430319365,3.325298469,2.479051605,2.491299533,1.849631913,1.905263605,1.740880861,1.961431913
74,2079,1.109360049,2.54365245,0.597139282,2.13894774,1.013735992,0.881554855,0.609193681,0.83773298,6.221420161,8.402195659,6.890658766,7.808806547,5.424100587,7.968568103,5.124985163,6.921216725,5.616011878,9.220898949,5.401610541,8.076053166,2.111705321,2.770154165,2.057497124,2.615694415,1.624396605,1.624479469,1.461180219,2.240391024
