reach_id,continente,amplitud_m2_media_m,amplitud_o1_media_m,ratio_o1_m2,tipo_marea
45610000073,Asia Sur/Este,0.2887,0.1445,0.501,mixta
45610000081,Asia Sur/Este,0.2623,0.1170,0.446,mixta
45610000446,Asia Sur/Este,0.1935,0.0795,0.411,mixta
45610000455,Asia Sur/Este,0.4019,0.1036,0.258,mixta
45800100396,Asia Sur/Este,0.1267,0.0572,0.451,mixta
45800100403,Asia Sur/Este,0.1267,0.0572,0.451,mixta
51111100016,Oceanía,0.2906,0.1482,0.510,mixta
51111100023,Oceanía,0.1345,0.1660,1.234,mixta
51111100076,Oceanía,0.2953,0.1726,0.584,mixta
51111100085,Oceanía,0.2115,0.2100,0.993,mixta
51111100356,Oceanía,0.2622,0.1456,0.555,mixta
51111100365,Oceanía,0.2367,0.1521,0.643,mixta
51111100416,Oceanía,0.1416,0.1264,0.892,mixta
51111100423,Oceanía,0.1376,0.1251,0.909,mixta
51111100466,Oceanía,0.2608,0.2024,0.776,mixta
51111100475,Oceanía,0.2009,0.1645,0.819,mixta
51111100516,Oceanía,0.1076,0.1427,1.326,mixta
51111100523,Oceanía,0.0956,0.1192,1.247,mixta
51111100556,Oceanía,0.0619,0.1771,2.861,diurna
51111100565,Oceanía,0.0635,0.1936,3.051,diurna
51111200016,Oceanía,0.2699,0.1663,0.616,mixta
51111200023,Oceanía,0.2690,0.1698,0.631,mixta
51111300126,Oceanía,0.1826,0.1553,0.851,mixta
51111300133,Oceanía,0.1990,0.1597,0.802,mixta
51111300286,Oceanía,0.2569,0.3131,1.219,mixta
51111400011,Oceanía,0.2325,0.1043,0.448,mixta
51111500016,Oceanía,0.3413,0.0899,0.263,mixta
51111500023,Oceanía,0.3214,0.0877,0.273,mixta
51111500046,Oceanía,0.4160,0.0829,0.199,semidiurna
51111500053,Oceanía,0.3706,0.0756,0.204,semidiurna
51112000016,Oceanía,0.2958,0.1247,0.421,mixta
51112000025,Oceanía,0.2944,0.1258,0.427,mixta
51113000016,Oceanía,0.2171,0.0583,0.268,mixta
51113000026,Oceanía,0.2278,0.1690,0.742,mixta
51114000015,Oceanía,0.1775,0.0766,0.431,mixta
51115200016,Oceanía,0.3014,0.3146,1.044,mixta
51115300326,Oceanía,0.5380,0.2061,0.383,mixta
51115300546,Oceanía,0.7319,0.3122,0.427,mixta
51115300736,Oceanía,0.1112,0.2096,1.885,diurna
51115300743,Oceanía,0.1135,0.2298,2.025,diurna
51115300751,Oceanía,0.1278,0.2464,1.928,diurna
51115300856,Oceanía,0.1507,0.2767,1.836,diurna
51115700016,Oceanía,1.4950,0.8398,0.562,mixta
51115700116,Oceanía,0.2920,0.2569,0.880,mixta
51115900146,Oceanía,0.6403,0.0661,0.103,semidiurna
51115900153,Oceanía,0.4690,0.1716,0.366,mixta
51115900246,Oceanía,0.3310,0.0665,0.201,semidiurna
51115900253,Oceanía,0.2905,0.1190,0.410,mixta
51115900316,Oceanía,0.4269,0.1006,0.236,semidiurna
51115900323,Oceanía,0.5325,0.1216,0.228,semidiurna
51115900331,Oceanía,0.6158,0.1705,0.277,mixta
51117000015,Oceanía,1.1229,0.1278,0.114,semidiurna
51117000025,Oceanía,1.1062,0.1043,0.094,semidiurna
51117000156,Oceanía,1.1099,0.1535,0.138,semidiurna
51117000165,Oceanía,1.1250,0.1565,0.139,semidiurna
51117000175,Oceanía,1.1495,0.1656,0.144,semidiurna
51117000185,Oceanía,1.0811,0.1082,0.100,semidiurna
51117000195,Oceanía,0.9444,0.0615,0.065,semidiurna
51117000356,Oceanía,0.8508,0.1425,0.168,semidiurna
51117000365,Oceanía,0.8578,0.1484,0.173,semidiurna
51119000015,Oceanía,1.3237,0.1027,0.078,semidiurna
51119000046,Oceanía,1.1397,0.1260,0.111,semidiurna
51130000016,Oceanía,0.9612,0.2185,0.227,semidiurna
51130000025,Oceanía,0.9825,0.2252,0.229,semidiurna
51130000035,Oceanía,1.1930,0.2267,0.190,semidiurna
51130000045,Oceanía,1.1034,0.2540,0.230,semidiurna
51130000126,Oceanía,1.1183,0.1870,0.167,semidiurna
51130000135,Oceanía,1.2080,0.2418,0.200,semidiurna
51130000146,Oceanía,1.2583,0.2221,0.177,semidiurna
51130000155,Oceanía,1.3193,0.2622,0.199,semidiurna
51130000165,Oceanía,1.2255,0.2459,0.201,semidiurna
51130100016,Oceanía,1.6645,0.1109,0.067,semidiurna
51130100025,Oceanía,1.6640,0.1103,0.066,semidiurna
51130100035,Oceanía,1.6818,0.0991,0.059,semidiurna
51130100045,Oceanía,1.6775,0.0831,0.050,semidiurna
51130100056,Oceanía,0.6767,0.1532,0.226,semidiurna
51130100065,Oceanía,0.6947,0.1522,0.219,semidiurna
51130100075,Oceanía,0.6965,0.1560,0.224,semidiurna
51130100085,Oceanía,0.7067,0.1648,0.233,semidiurna
51130100095,Oceanía,0.7818,0.2468,0.316,mixta
51130100105,Oceanía,1.6467,0.0769,0.047,semidiurna
51130100115,Oceanía,1.5416,0.0842,0.055,semidiurna
51130300036,Oceanía,0.9044,0.2785,0.308,mixta
51150100085,Oceanía,0.7744,0.5190,0.670,mixta
51150100096,Oceanía,0.8119,0.2800,0.345,mixta
51150100126,Oceanía,0.5726,0.3152,0.551,mixta
51150100135,Oceanía,0.5516,0.3178,0.576,mixta
51150100145,Oceanía,0.4588,0.2969,0.647,mixta
51150100155,Oceanía,0.4680,0.2673,0.571,mixta
51150100165,Oceanía,0.4594,0.2614,0.569,mixta
51150100175,Oceanía,0.4515,0.2434,0.539,mixta
51150100206,Oceanía,0.7007,0.2960,0.422,mixta
51150100215,Oceanía,0.7152,0.2980,0.417,mixta
51150100225,Oceanía,0.7033,0.2678,0.381,mixta
51150100235,Oceanía,0.6822,0.2532,0.371,mixta
51150100245,Oceanía,0.7466,0.3384,0.453,mixta
51150200015,Oceanía,0.7636,0.5360,0.702,mixta
51150200025,Oceanía,0.7503,0.4687,0.625,mixta
51150200035,Oceanía,0.5955,0.3150,0.529,mixta
51150200045,Oceanía,0.5611,0.3771,0.672,mixta
51150200055,Oceanía,0.6791,0.6946,1.023,mixta
51150300016,Oceanía,0.6157,0.4465,0.725,mixta
51150300025,Oceanía,0.6771,0.5115,0.756,mixta
51150300035,Oceanía,0.6990,0.5197,0.743,mixta
51150300045,Oceanía,0.8060,0.5753,0.714,mixta
51150300055,Oceanía,0.7879,0.5357,0.680,mixta
51150300065,Oceanía,0.8008,0.5163,0.645,mixta
51150300075,Oceanía,0.7754,0.5355,0.691,mixta
51150300085,Oceanía,0.7717,0.5456,0.707,mixta
51150300095,Oceanía,0.8367,0.5542,0.662,mixta
51150300116,Oceanía,0.6974,0.4897,0.702,mixta
51150300125,Oceanía,0.7483,0.5279,0.705,mixta
51150400015,Oceanía,0.8393,0.5249,0.625,mixta
51150400025,Oceanía,0.8950,0.5602,0.626,mixta
51150400035,Oceanía,0.8936,0.5456,0.611,mixta
51150400045,Oceanía,0.9319,0.4425,0.475,mixta
51150400055,Oceanía,0.8157,0.4053,0.497,mixta
51150400065,Oceanía,0.7554,0.3595,0.476,mixta
51150400075,Oceanía,0.8581,0.2757,0.321,mixta
51150400085,Oceanía,0.6707,0.2309,0.344,mixta
51150400585,Oceanía,0.8383,0.4593,0.548,mixta
51150400605,Oceanía,0.8897,0.5842,0.657,mixta
51150400615,Oceanía,0.8918,0.5531,0.620,mixta
51150500016,Oceanía,0.6856,0.5750,0.839,mixta
51150500025,Oceanía,0.7522,0.5869,0.780,mixta
51150500035,Oceanía,0.8151,0.5784,0.710,mixta
51150500046,Oceanía,0.6961,0.5630,0.809,mixta
51150500055,Oceanía,0.6174,0.4579,0.742,mixta
51150500065,Oceanía,0.7446,0.6627,0.890,mixta
51150500075,Oceanía,0.8164,0.5368,0.658,mixta
51150600015,Oceanía,0.8374,0.6711,0.801,mixta
51150600025,Oceanía,0.8962,0.6088,0.679,mixta
51150600035,Oceanía,0.9828,0.4153,0.423,mixta
51150600045,Oceanía,0.9457,0.3554,0.376,mixta
51150600055,Oceanía,0.9179,0.3172,0.346,mixta
51150600075,Oceanía,0.8025,0.6994,0.872,mixta
51150700016,Oceanía,0.7922,0.5986,0.756,mixta
51150700025,Oceanía,0.8088,0.6112,0.756,mixta
51150700036,Oceanía,0.6080,0.4402,0.724,mixta
51150700045,Oceanía,0.8351,0.6271,0.751,mixta
51150700055,Oceanía,0.8297,0.6572,0.792,mixta
51150800013,Oceanía,0.8566,0.6350,0.741,mixta
51150800023,Oceanía,0.7915,0.6321,0.799,mixta
51150800033,Oceanía,0.6999,0.5417,0.774,mixta
51150900016,Oceanía,0.7284,0.5826,0.800,mixta
51150900025,Oceanía,0.6912,0.5993,0.867,mixta
51150900035,Oceanía,0.5515,0.4918,0.892,mixta
51150900056,Oceanía,0.8150,0.5805,0.712,mixta
51150900066,Oceanía,0.6894,0.5469,0.793,mixta
51150900075,Oceanía,0.6924,0.5483,0.792,mixta
51150900085,Oceanía,0.7326,0.5891,0.804,mixta
51150900095,Oceanía,0.7001,0.4629,0.661,mixta
51150900105,Oceanía,0.5698,0.2778,0.488,mixta
51150900115,Oceanía,0.6157,0.2242,0.364,mixta
51150900136,Oceanía,0.7505,0.5416,0.722,mixta
51150900145,Oceanía,0.6853,0.5682,0.829,mixta
51150900155,Oceanía,0.7738,0.6191,0.800,mixta
51150900206,Oceanía,0.6942,0.7307,1.053,mixta
51150900215,Oceanía,0.6867,0.6822,0.993,mixta
51150900225,Oceanía,0.5554,0.5470,0.985,mixta
51150900235,Oceanía,0.7784,0.5702,0.733,mixta
51150900245,Oceanía,0.5719,0.4918,0.860,mixta
51170000036,Oceanía,0.3598,0.6264,1.741,diurna
51170000045,Oceanía,0.3366,0.6168,1.832,diurna
51170000055,Oceanía,0.2956,0.6046,2.045,diurna
51170000065,Oceanía,0.2672,0.5677,2.125,diurna
51170000075,Oceanía,0.2714,0.5201,1.916,diurna
51170000085,Oceanía,0.2204,0.5175,2.348,diurna
51170000095,Oceanía,0.3031,0.5958,1.966,diurna
51170000105,Oceanía,0.2618,0.5685,2.172,diurna
51170000115,Oceanía,0.2333,0.5420,2.323,diurna
51170000125,Oceanía,0.2170,0.5946,2.740,diurna
51170000135,Oceanía,0.2631,0.5129,1.949,diurna
51170000145,Oceanía,0.3353,0.4546,1.356,mixta
51170000306,Oceanía,0.4288,0.6275,1.463,mixta
51170000316,Oceanía,0.2546,0.7395,2.904,diurna
51170000325,Oceanía,0.3103,0.6902,2.224,diurna
51170000335,Oceanía,0.3261,0.6393,1.961,diurna
51170000345,Oceanía,0.3508,0.6877,1.960,diurna
51170000353,Oceanía,0.3299,0.6669,2.021,diurna
51170000565,Oceanía,0.4672,0.7210,1.543,diurna
51170000575,Oceanía,0.3544,0.6374,1.799,diurna
51170000585,Oceanía,0.4173,0.6645,1.592,diurna
51170000595,Oceanía,0.4628,0.6865,1.483,mixta
51170000605,Oceanía,0.4695,0.7699,1.640,diurna
51170000615,Oceanía,0.5292,0.8268,1.562,diurna
51170000621,Oceanía,0.4881,0.6960,1.426,mixta
51170000631,Oceanía,0.5911,0.7340,1.242,mixta
51170000691,Oceanía,0.7730,0.6882,0.890,mixta
51170000765,Oceanía,0.3453,0.6740,1.952,diurna
51170000775,Oceanía,0.3827,0.6507,1.700,diurna
51170000785,Oceanía,0.4895,0.6380,1.303,mixta
51170000795,Oceanía,0.4137,0.5695,1.377,mixta
51170000835,Oceanía,0.4915,0.5905,1.201,mixta
51170000845,Oceanía,0.5348,0.7165,1.340,mixta
51180100015,Oceanía,0.2775,0.4773,1.720,diurna
51180100055,Oceanía,0.1531,0.4500,2.939,diurna
51180100065,Oceanía,0.1737,0.5222,3.006,diurna
51180100075,Oceanía,0.1720,0.5166,3.003,diurna
51180100105,Oceanía,0.4050,0.6165,1.522,diurna
51180100115,Oceanía,0.3720,0.4951,1.331,mixta
51180100125,Oceanía,0.2889,0.4127,1.428,mixta
51190100016,Oceanía,0.3953,0.6157,1.557,diurna
51190100025,Oceanía,0.4046,0.5936,1.467,mixta
51190100035,Oceanía,0.2769,0.5708,2.061,diurna
51190100045,Oceanía,0.3056,0.5369,1.757,diurna
51190100055,Oceanía,0.3009,0.4871,1.619,diurna
51190100065,Oceanía,0.3637,0.4419,1.215,mixta
51190100075,Oceanía,0.4389,0.4487,1.022,mixta
51190100085,Oceanía,0.3035,0.5231,1.724,diurna
51190100101,Oceanía,0.2227,0.4599,2.066,diurna
51190100176,Oceanía,0.5003,0.5009,1.001,mixta
51190100183,Oceanía,0.5503,0.3738,0.679,mixta
51190100193,Oceanía,0.4927,0.3135,0.636,mixta
51190100316,Oceanía,0.2862,0.2726,0.952,mixta
51190100323,Oceanía,0.2880,0.2735,0.950,mixta
51190100446,Oceanía,0.1017,0.1641,1.613,diurna
51190100455,Oceanía,0.0975,0.1473,1.511,diurna
51190300016,Oceanía,0.1631,0.2478,1.519,diurna
51190300025,Oceanía,0.1590,0.2462,1.548,diurna
51190500036,Oceanía,0.2031,0.1780,0.877,mixta
51190600015,Oceanía,0.1575,0.1595,1.013,mixta
51190900016,Oceanía,0.2597,0.1612,0.621,mixta
51190900023,Oceanía,0.2180,0.2020,0.927,mixta
51400000016,Oceanía,0.2182,0.5918,2.712,diurna
51400000025,Oceanía,0.2235,0.5850,2.618,diurna
51501300316,Oceanía,0.5190,0.2155,0.415,mixta
51501300406,Oceanía,0.3176,0.3666,1.154,mixta
51501300636,Oceanía,0.3009,0.1306,0.434,mixta
51501300643,Oceanía,0.2952,0.1263,0.428,mixta
51501300716,Oceanía,0.3158,0.1309,0.414,mixta
51501300725,Oceanía,0.3158,0.1309,0.414,mixta
51501500056,Oceanía,0.0726,0.0646,0.890,mixta
51501500063,Oceanía,0.0723,0.0633,0.875,mixta
51501500476,Oceanía,0.1158,0.0568,0.490,mixta
51501500485,Oceanía,0.1113,0.0545,0.489,mixta
52120100015,Oceanía,0.3880,0.2523,0.650,mixta
52131000016,Oceanía,0.3858,0.3433,0.890,mixta
52131000025,Oceanía,0.3128,0.3546,1.134,mixta
52131000035,Oceanía,0.2977,0.2796,0.939,mixta
52133000016,Oceanía,0.5636,0.1566,0.278,mixta
52133000023,Oceanía,0.5391,0.1608,0.298,mixta
52133000031,Oceanía,0.4911,0.1951,0.397,mixta
52134000013,Oceanía,0.4558,0.2503,0.549,mixta
52134000023,Oceanía,0.4255,0.2151,0.506,mixta
52134000033,Oceanía,0.3512,0.1886,0.537,mixta
52134000043,Oceanía,0.3329,0.1414,0.425,mixta
52134000053,Oceanía,0.2813,0.1125,0.400,mixta
52135000016,Oceanía,0.4205,0.2287,0.544,mixta
52135000025,Oceanía,0.4946,0.2679,0.542,mixta
52136000015,Oceanía,0.5520,0.2645,0.479,mixta
52136000025,Oceanía,0.5440,0.2687,0.494,mixta
52136000035,Oceanía,0.5291,0.2890,0.546,mixta
52136000045,Oceanía,0.5642,0.4054,0.719,mixta
52136000055,Oceanía,0.6727,0.4141,0.616,mixta
52136000065,Oceanía,0.5197,0.3245,0.624,mixta
52136000075,Oceanía,0.4692,0.3180,0.678,mixta
52136000085,Oceanía,0.4939,0.3158,0.639,mixta
52136000091,Oceanía,0.3970,0.2962,0.746,mixta
52136000431,Oceanía,0.6616,0.3817,0.577,mixta
52138000015,Oceanía,0.2055,0.0899,0.437,mixta
52139100016,Oceanía,0.2312,0.0896,0.388,mixta
52139200015,Oceanía,0.1120,0.0527,0.471,mixta
52139300016,Oceanía,0.7244,1.1995,1.656,diurna
52139300136,Oceanía,0.1279,0.0760,0.595,mixta
52139500016,Oceanía,0.7244,1.1995,1.656,diurna
52139800015,Oceanía,0.2421,0.5609,2.317,diurna
52139900015,Oceanía,0.2961,0.3696,1.249,mixta
52139900026,Oceanía,0.2282,0.4199,1.840,diurna
52139900086,Oceanía,0.3164,0.3692,1.167,mixta
52139900095,Oceanía,0.2914,0.3588,1.231,mixta
52139900106,Oceanía,0.2382,0.3476,1.460,mixta
52139900126,Oceanía,0.2236,0.4771,2.134,diurna
52139900135,Oceanía,0.1202,0.4152,3.454,diurna
52139900145,Oceanía,0.0744,0.3769,5.068,diurna
52139900155,Oceanía,0.0677,0.4356,6.434,diurna
52139900165,Oceanía,0.0748,0.4949,6.620,diurna
52139900175,Oceanía,0.0905,0.4129,4.561,diurna
52139900185,Oceanía,0.1004,0.4408,4.391,diurna
52139900195,Oceanía,0.3298,0.4676,1.418,mixta
52139900265,Oceanía,0.0777,0.4317,5.553,diurna
52139900275,Oceanía,0.1276,0.3861,3.026,diurna
52139900285,Oceanía,0.2203,0.5015,2.277,diurna
52139900295,Oceanía,0.2489,0.5396,2.168,diurna
52139900305,Oceanía,0.7388,0.7720,1.045,mixta
52139900325,Oceanía,0.3217,0.5040,1.567,diurna
52139900345,Oceanía,0.1049,0.3838,3.659,diurna
52139900355,Oceanía,0.1090,0.4019,3.687,diurna
52139900365,Oceanía,0.1118,0.4243,3.796,diurna
52139900375,Oceanía,0.1432,0.3815,2.664,diurna
52139900385,Oceanía,0.2248,0.4239,1.886,diurna
52139900395,Oceanía,0.2924,0.4811,1.645,diurna
52139900415,Oceanía,0.1763,0.3964,2.248,diurna
52139900425,Oceanía,0.1766,0.4278,2.422,diurna
52139900445,Oceanía,0.1615,0.3653,2.262,diurna
52139900466,Oceanía,0.0723,0.4712,6.514,diurna
52139900475,Oceanía,0.1073,0.4387,4.089,diurna
52139900485,Oceanía,0.0686,0.4575,6.671,diurna
52139900495,Oceanía,0.0982,0.4114,4.191,diurna
52139900505,Oceanía,0.1642,0.4296,2.616,diurna
52139900515,Oceanía,0.1625,0.4586,2.823,diurna
52139900525,Oceanía,0.0459,0.4120,8.980,diurna
52139900545,Oceanía,0.0970,0.4068,4.192,diurna
52139900555,Oceanía,0.0947,0.4770,5.037,diurna
52139900565,Oceanía,0.1453,0.4816,3.313,diurna
52139900575,Oceanía,0.1286,0.4315,3.355,diurna
52139900585,Oceanía,0.2087,0.3501,1.677,diurna
52139900595,Oceanía,0.2007,0.4882,2.433,diurna
52139900605,Oceanía,0.2887,0.4557,1.578,diurna
52139900615,Oceanía,0.2077,0.4382,2.110,diurna
52139900625,Oceanía,0.1430,0.4682,3.274,diurna
52139900635,Oceanía,0.3527,0.4141,1.174,mixta
52139900645,Oceanía,0.1968,0.5495,2.792,diurna
52139900655,Oceanía,0.3138,0.4896,1.560,diurna
52139900675,Oceanía,0.3604,0.5138,1.426,mixta
52140100345,Oceanía,0.2544,0.3472,1.365,mixta
52140100366,Oceanía,0.2897,0.3425,1.182,mixta
52140100375,Oceanía,0.2897,0.3425,1.182,mixta
52150100016,Oceanía,0.2961,0.3695,1.248,mixta
52150100026,Oceanía,0.1268,0.3069,2.420,diurna
52150500026,Oceanía,1.2912,0.3850,0.298,mixta
52150500035,Oceanía,1.3657,0.3473,0.254,mixta
52150500045,Oceanía,1.4973,0.2903,0.194,semidiurna
52150500053,Oceanía,1.7095,0.2771,0.162,semidiurna
52150500061,Oceanía,1.7558,0.3080,0.175,semidiurna
52150500071,Oceanía,1.7225,0.3312,0.192,semidiurna
52150500081,Oceanía,1.4826,0.3384,0.228,semidiurna
52150500091,Oceanía,1.2244,0.3092,0.253,mixta
52150500116,Oceanía,1.3028,0.3337,0.256,mixta
52150500125,Oceanía,1.3638,0.3177,0.233,semidiurna
52150500135,Oceanía,1.4896,0.3248,0.218,semidiurna
52150500145,Oceanía,1.6247,0.2893,0.178,semidiurna
52150500156,Oceanía,1.1039,0.3186,0.289,mixta
52150500165,Oceanía,1.0476,0.2610,0.249,semidiurna
52150500175,Oceanía,1.1189,0.2336,0.209,semidiurna
52150500185,Oceanía,1.1714,0.1804,0.154,semidiurna
52150500195,Oceanía,1.2054,0.2120,0.176,semidiurna
52150500246,Oceanía,1.0047,0.2516,0.250,mixta
52150500255,Oceanía,1.0974,0.2469,0.225,semidiurna
52150500265,Oceanía,1.0801,0.2484,0.230,semidiurna
52150500355,Oceanía,1.5139,0.2730,0.180,semidiurna
52150500361,Oceanía,1.4102,0.3248,0.230,semidiurna
52150500381,Oceanía,1.5985,0.2052,0.128,semidiurna
52150500406,Oceanía,1.0332,0.2183,0.211,semidiurna
52150500415,Oceanía,1.0627,0.1810,0.170,semidiurna
52150500436,Oceanía,0.9668,0.2356,0.244,semidiurna
52150500445,Oceanía,1.0453,0.2699,0.258,mixta
52150500455,Oceanía,1.0815,0.2552,0.236,semidiurna
52150500465,Oceanía,1.4776,0.2773,0.188,semidiurna
52150500475,Oceanía,1.1070,0.3292,0.297,mixta
52150600016,Oceanía,1.4285,0.2611,0.183,semidiurna
52150600025,Oceanía,1.7260,0.3606,0.209,semidiurna
52150600035,Oceanía,1.8547,0.3744,0.202,semidiurna
52150600045,Oceanía,2.0318,0.2619,0.129,semidiurna
52150600051,Oceanía,2.0717,0.3343,0.161,semidiurna
52150600101,Oceanía,1.9471,0.1957,0.101,semidiurna
52150600111,Oceanía,2.0587,0.2498,0.121,semidiurna
52150700016,Oceanía,1.2996,0.0797,0.061,semidiurna
52150700025,Oceanía,1.3581,0.0724,0.053,semidiurna
52150700035,Oceanía,1.5472,0.0851,0.055,semidiurna
52150700045,Oceanía,1.7812,0.0544,0.031,semidiurna
52150700051,Oceanía,1.8504,0.2247,0.121,semidiurna
52150700061,Oceanía,1.4861,0.2069,0.139,semidiurna
52150700071,Oceanía,0.8803,0.2940,0.334,mixta
52150700091,Oceanía,1.3458,0.2362,0.176,semidiurna
52150800011,Oceanía,1.7468,0.0922,0.053,semidiurna
52150800021,Oceanía,1.1451,0.1405,0.123,semidiurna
52150800031,Oceanía,0.9089,0.1736,0.191,semidiurna
52150800041,Oceanía,0.7889,0.3082,0.391,mixta
52150800051,Oceanía,0.6312,0.2326,0.368,mixta
52150800211,Oceanía,0.8257,0.3398,0.412,mixta
52150900061,Oceanía,2.0526,0.1596,0.078,semidiurna
52150900071,Oceanía,2.1926,0.1103,0.050,semidiurna
52150900081,Oceanía,1.9924,0.2585,0.130,semidiurna
52150900096,Oceanía,1.2257,0.0924,0.075,semidiurna
52150900105,Oceanía,1.2787,0.0769,0.060,semidiurna
52150900115,Oceanía,1.4002,0.0734,0.052,semidiurna
52150900125,Oceanía,1.5259,0.0897,0.059,semidiurna
52150900131,Oceanía,1.6818,0.1371,0.081,semidiurna
52150900141,Oceanía,1.8084,0.2247,0.124,semidiurna
52150900181,Oceanía,1.6333,0.1769,0.108,semidiurna
52150900191,Oceanía,1.6792,0.2589,0.154,semidiurna
52150900236,Oceanía,1.1841,0.0980,0.083,semidiurna
52150900245,Oceanía,1.2261,0.0978,0.080,semidiurna
52150900255,Oceanía,1.3372,0.0834,0.062,semidiurna
52150900265,Oceanía,1.3883,0.0743,0.054,semidiurna
52150900316,Oceanía,1.0415,0.1521,0.146,semidiurna
52150900325,Oceanía,1.0427,0.1285,0.123,semidiurna
52150900335,Oceanía,1.0764,0.1199,0.111,semidiurna
52150900345,Oceanía,1.0911,0.1192,0.109,semidiurna
52150900355,Oceanía,1.1069,0.1052,0.095,semidiurna
52150900406,Oceanía,1.0410,0.1200,0.115,semidiurna
52150900415,Oceanía,1.0353,0.1333,0.129,semidiurna
52150900425,Oceanía,1.0396,0.1441,0.139,semidiurna
52150900435,Oceanía,0.8466,0.1726,0.204,semidiurna
52150900546,Oceanía,1.3598,0.1318,0.097,semidiurna
52150900555,Oceanía,1.3404,0.1263,0.094,semidiurna
52150900565,Oceanía,1.3579,0.1242,0.091,semidiurna
52150900575,Oceanía,1.4596,0.0961,0.066,semidiurna
52150900585,Oceanía,1.5713,0.0854,0.054,semidiurna
52150900595,Oceanía,1.7003,0.1499,0.088,semidiurna
52150900605,Oceanía,1.8264,0.2076,0.114,semidiurna
52150900615,Oceanía,1.9178,0.2459,0.128,semidiurna
52150900636,Oceanía,1.2535,0.2125,0.170,semidiurna
52150900645,Oceanía,1.1945,0.1775,0.149,semidiurna
52150900655,Oceanía,1.1319,0.2112,0.187,semidiurna
52150900665,Oceanía,1.2404,0.1688,0.136,semidiurna
52150900675,Oceanía,1.2424,0.2256,0.182,semidiurna
52150900685,Oceanía,1.6204,0.1399,0.086,semidiurna
52150900706,Oceanía,1.1622,0.0787,0.068,semidiurna
52150900715,Oceanía,1.1520,0.1162,0.101,semidiurna
52150900725,Oceanía,1.1980,0.1587,0.132,semidiurna
52150900735,Oceanía,1.1326,0.1964,0.173,semidiurna
52150900745,Oceanía,1.1195,0.2111,0.189,semidiurna
52150900766,Oceanía,0.9880,0.1449,0.147,semidiurna
52150900775,Oceanía,1.0197,0.1180,0.116,semidiurna
52150900785,Oceanía,1.0235,0.1297,0.127,semidiurna
52150900806,Oceanía,1.0265,0.1514,0.147,semidiurna
52150900815,Oceanía,1.0507,0.1539,0.146,semidiurna
52150900835,Oceanía,1.0570,0.1453,0.137,semidiurna
52150900845,Oceanía,1.0878,0.1300,0.120,semidiurna
52150900855,Oceanía,0.9668,0.1443,0.149,semidiurna
52150900865,Oceanía,1.4096,0.0757,0.054,semidiurna
52150900875,Oceanía,1.0740,0.1608,0.150,semidiurna
52171000016,Oceanía,0.5951,0.2308,0.388,mixta
52171000025,Oceanía,0.5554,0.1933,0.348,mixta
52171000035,Oceanía,0.5820,0.1870,0.321,mixta
52171000045,Oceanía,0.6091,0.3631,0.596,mixta
52171000146,Oceanía,0.2859,0.2284,0.799,mixta
52171000196,Oceanía,0.1931,0.2849,1.475,mixta
52171000206,Oceanía,0.1387,0.2432,1.753,diurna
52171000213,Oceanía,0.1385,0.2447,1.766,diurna
52171000456,Oceanía,0.1535,0.3623,2.361,diurna
52171000465,Oceanía,0.1368,0.3049,2.229,diurna
52171000696,Oceanía,0.2655,0.2629,0.990,mixta
52171000705,Oceanía,0.2684,0.2861,1.066,mixta
52171000816,Oceanía,2.3914,2.2209,0.929,mixta
52171000976,Oceanía,0.1877,0.2096,1.117,mixta
52171000985,Oceanía,0.1658,0.2939,1.772,diurna
52172000015,Oceanía,0.1947,0.2809,1.442,mixta
52172000025,Oceanía,0.1851,0.2787,1.506,diurna
52173100016,Oceanía,0.4442,0.3285,0.740,mixta
52173100026,Oceanía,0.2690,0.3577,1.330,mixta
52173100033,Oceanía,0.2098,0.3888,1.853,diurna
52173200013,Oceanía,0.4154,0.3140,0.756,mixta
52173200023,Oceanía,0.3186,0.2645,0.830,mixta
52173300036,Oceanía,0.3239,0.2311,0.713,mixta
52173300043,Oceanía,0.2680,0.2139,0.798,mixta
52173300166,Oceanía,0.5294,0.3818,0.721,mixta
52173300175,Oceanía,0.4999,0.3293,0.659,mixta
52173300185,Oceanía,0.4510,0.2251,0.499,mixta
52173300245,Oceanía,0.4638,0.2874,0.620,mixta
52173300266,Oceanía,0.3864,0.2628,0.680,mixta
52173300273,Oceanía,0.3893,0.2659,0.683,mixta
52173500016,Oceanía,0.3819,0.4292,1.124,mixta
52173500096,Oceanía,0.3232,0.3279,1.015,mixta
52173500103,Oceanía,0.3229,0.3322,1.029,mixta
52173500111,Oceanía,0.3262,0.3319,1.017,mixta
52173500123,Oceanía,0.4185,0.3377,0.807,mixta
52173500131,Oceanía,0.5406,0.2721,0.503,mixta
52173700016,Oceanía,0.5577,0.4243,0.761,mixta
52173700056,Oceanía,0.1747,0.2480,1.420,mixta
52173900016,Oceanía,0.3111,0.2288,0.736,mixta
52173900096,Oceanía,0.6893,0.2522,0.366,mixta
52173900105,Oceanía,0.6903,0.2701,0.391,mixta
52174000545,Oceanía,0.3178,0.2271,0.715,mixta
52175100016,Oceanía,0.2763,0.3135,1.135,mixta
52175100025,Oceanía,0.3329,0.2582,0.776,mixta
52175100035,Oceanía,0.3501,0.2132,0.609,mixta
52175100045,Oceanía,0.3347,0.2392,0.715,mixta
52175300016,Oceanía,0.6534,0.7294,1.116,mixta
