outcome,organ,n_cases,n,beta,se,hr,ci_lower,ci_upper,p_value,outcome_label,organ_label
ld,Immune,1304,43429,0.167713681800588,0.0341168600029017,1.18259796285026,1.10610613887561,1.26437951348795,8.83938909690231e-07,Chronic liver disease,Immune
ld,Intestine,1304,43429,0.197173845181463,0.0355970832991291,1.21795575804213,1.13587677756299,1.30596580355364,3.04125550809738e-08,Chronic liver disease,Intestine
ld,Kidney,1304,43429,0.394705343386718,0.0376902471167233,1.48394687173507,1.37827651500356,1.59771881343172,1.15737394373782e-25,Chronic liver disease,Kidney
ld,Liver,1304,43429,0.0850416373739387,0.0336499796786885,1.08876239896177,1.01927224680708,1.16299012860041,0.0114962300848699,Chronic liver disease,Liver
ld,Lung,1304,43429,0.127329421965645,0.0334025901275517,1.13579111070114,1.06381504755658,1.2126369617639,0.000137867780007815,Chronic liver disease,Lung
ld,Muscle,1304,43429,-0.0181869521115233,0.0333504597394924,0.981977432442176,0.919842653777527,1.04830937537601,0.585527690054248,Chronic liver disease,Muscle
ld,Pancreas,1304,43429,0.128230546761466,0.0344305563445642,1.13681506151831,1.06263098727442,1.21617805199685,0.000195839293463344,Chronic liver disease,Pancreas
dm,Organismal,3007,42342,0.130837851577618,0.0218660550384139,1.13978295231995,1.09196756141586,1.18969209736849,2.18251289563577e-09,Type 2 diabetes,Organismal
dm,Artery,3007,42342,-0.00748766432935031,0.0231125791727649,0.992540298393849,0.948581576887899,1.03853613430674,0.745964610404859,Type 2 diabetes,Artery
dm,Brain,3007,42342,0.280961020010348,0.0229159123359951,1.32440197775368,1.26623338764107,1.38524273313117,1.47548519233644e-34,Type 2 diabetes,Brain
dm,Heart,3007,42342,0.129876109954217,0.0221719618457063,1.1386873025635,1.09026399402563,1.18926129829513,4.69396760034085e-09,Type 2 diabetes,Heart
dm,Immune,3007,42342,0.166591959407246,0.0226586037070912,1.18127215996342,1.12995963653007,1.2349148330552,1.94882368203622e-13,Type 2 diabetes,Immune
dm,Intestine,3007,42342,0.43428328898871,0.0251919556371301,1.54385616362437,1.46947906912445,1.62199782497147,1.35435554424894e-66,Type 2 diabetes,Intestine
dm,Kidney,3007,42342,0.732052288240573,0.0276690527049032,2.07934364419707,1.96958318954474,2.19522080286548,2.99606378567327e-154,Type 2 diabetes,Kidney
dm,Liver,3007,42342,0.116182867838895,0.0224659921991453,1.12320125073948,1.07481691156549,1.17376367648068,2.32222871176858e-07,Type 2 diabetes,Liver
dm,Lung,3007,42342,0.0887457768136431,0.0220320783448623,1.09280280519853,1.04661766863806,1.14102599911559,5.62472070776278e-05,Type 2 diabetes,Lung
dm,Muscle,3007,42342,0.0459568095001726,0.0224222237521961,1.04702918826637,1.00201208001437,1.09406876718095,0.0404025235097575,Type 2 diabetes,Muscle
dm,Pancreas,3007,42342,0.0874625378766968,0.0226218594173821,1.09140137746412,1.04406788172419,1.14088076798559,0.000110506151454563,Type 2 diabetes,Pancreas
