Population,IID,Average_ROH_length_Mb,Total_ROH_length_Mb,ROH_count,FROH
Adygei,HGDP01398,0.746447212765958,105.249057,141,0.0377414465727835
Adygei,HGDP01399,0.784204538461539,112.141249,143,0.0402129299622961
Adygei,HGDP01400,0.770268893617021,108.607914,141,0.038945905079344
Adygei,HGDP01401,0.742873693877551,109.202433,147,0.039159094705119
Adygei,HGDP01402,0.81296884868421,123.571265,152,0.0443116397321144
Adygei,HGDP01403,0.742842026143791,113.65483,153,0.0407556876655322
Adygei,HGDP01404,0.709008452229299,111.314327,157,0.0399164025313391
Albanian,ALB212,0.888965344444445,160.013762,180,0.0573796195573809
Aleut,Ale20,1.10728887292818,200.419286,181,0.0718687082842407
Aleut,Ale22,0.861512297297297,127.50382,148,0.0457218216250223
Altaian,altai363p,0.741794603658537,121.654315,164,0.0436242372216321
Amahuaca,IAGD0067,1.6215080177665,638.874159,394,0.229095021142379
Amahuaca,IAGD0068,1.35167722938144,524.450765,388,0.188063732744921
Amahuaca,IAGD0069,1.46761390306122,575.30465,392,0.206299517828924
Amahuaca,IAGD0070,1.6261712235023,705.758311,434,0.253079128185485
Amahuaca,IAGD0071,1.54095840243902,631.792945,410,0.226555756017644
Ami,NA13607,0.844129670498084,220.317844,261,0.0790041675941748
Ami,NA13616,0.824783992537313,221.04211,268,0.0792638834274813
Arapiun,IAGD0066,0.699349928571429,19.581798,28,0.00702187177806295
Arara,IAGD0038,1.01512437396122,366.459899,361,0.131409507062625
Armenian,Armenian222,0.727127123076923,94.526526,130,0.0338964351076308
Armenian,armenia293,0.874956482758621,126.86869,145,0.0454940692285161
Ashaninka,IAGD0001,0.90857418767507,324.360985,357,0.116313182603365
Ashaninka,IAGD0002,1.15711674827586,335.563857,290,0.120330440402166
Ashaninka,IAGD0003,1.06463358404558,373.686388,351,0.134000866608035
Ashaninka,IAGD0004,1.05063826300578,363.520839,346,0.130355584309054
Atayal,NA13604,1.1920684604811,346.891922,291,0.124392591381538
Australian,IHW9118,0.818134132716049,265.075459,324,0.0950538803744775
Australian,IHW9193,0.781637990797546,254.813985,326,0.0913742001591098
Awajún,IAGD0033,1.21787618598383,451.832065,371,0.162023263933547
Awajún,IAGD0034,1.07964759467456,364.920887,338,0.130857630011861
Awajún,IAGD0035,1.11059407605634,394.260897,355,0.14137871638948
Awajún,IAGD0036,0.979043615384615,318.189175,325,0.11410002227669
Ayoreo,IAGD0128,1.60953963824289,622.89184,387,0.223363892941889
