Population1,Population2,Lat.1,Long.1,Lat.2,Long.2,Distance_Km,Pairwise_outf3,Comparison
Achuar,Tukano,-4,-74.316667,-0.118056,-67.085,913.083375816524,0.893315466695023,SA-SA
Achuar,Tupiniquim,-4,-74.316667,-19.882494,-40.177846,4102.51361525861,0.893373320357197,SA-SA
Achuar,Wai-Wai,-4,-74.316667,-1.072778,-57.056667,1946.73317239478,0.894502173355631,SA-SA
Achuar,Wichi,-4,-74.316667,-24.256519,-61.242163,2655.47901708767,0.893334638555368,SA-SA
Achuar,Xipaya,-4,-74.316667,-5.44348,-54.68033,2184.27509952574,0.892239870080802,SA-SA
Achuar,Yahua,-4,-74.316667,-3.690556,-70.265556,451.268079097457,0.890476441233754,SA-SA
Achuar,Yaminahua,-4,-74.316667,-13.266667,-69.45,1162.03671982598,0.893875879100594,SA-SA
Achuar,Yaqui,-4,-74.316667,27.566667,-110.233333,5215.42903066945,0.894761924159981,NA-SA
Achuar,Yine,-4,-74.316667,-13.154167,-72.525278,1037.89728733716,0.891852551265762,SA-SA
Achuar,Yuracaré,-4,-74.316667,-17.414203,-66.166447,1737.95870882937,0.892755043448189,SA-SA
Achuar,Zapotec,-4,-74.316667,16.5,-97.2,3398.17951540853,0.89860254373167,NA-SA
Amahuaca,Arapiun,-12.283333,-70.866667,-2.6975,-55.599167,1992.70319387971,0.896177805216731,SA-SA
Amahuaca,Arara,-12.283333,-70.866667,-3.91,-53.59,2118.22325979704,0.892058256708689,SA-SA
Amahuaca,Ashaninka,-12.283333,-70.866667,-10.025656,-74.264184,448.142178344804,0.888365558636163,SA-SA
Amahuaca,Awajún,-12.283333,-70.866667,-6.056667,-77.166389,979.408437459324,0.89289526222331,SA-SA
Amahuaca,Ayoreo,-12.283333,-70.866667,-16.353333,-68.131389,540.621313704017,0.892497467183622,SA-SA
Amahuaca,Baniwa,-12.283333,-70.866667,1.709722,-69.845,1561.79003084947,0.889718506098405,SA-SA
Amahuaca,Bora,-12.283333,-70.866667,-3.775278,-73.289167,983.964703161637,0.893920624519078,SA-SA
Amahuaca,Cayubaba,-12.283333,-70.866667,-10.484722,-65.43,626.139565576733,0.894217131593526,SA-SA
Amahuaca,Chamicuro,-12.283333,-70.866667,-11.253056,-74.637222,426.61010951779,0.888349905528169,SA-SA
Amahuaca,Chiquitano,-12.283333,-70.866667,-16.066667,-60.6,1185.11226119837,0.891914064382909,SA-SA
Amahuaca,Cocama-Cocamilla,-12.283333,-70.866667,-5.235833,-75.678611,946.243100620891,0.890913371738234,SA-SA
Amahuaca,Guajajara,-12.283333,-70.866667,-5.568889,-46.737778,2754.71094702168,0.8923768804121,SA-SA
Amahuaca,Guaná-Chané,-12.283333,-70.866667,-21.516667,-61.793056,1409.87530405004,0.893636779114337,SA-SA
Amahuaca,Guarani,-12.283333,-70.866667,-22.516667,-63.793056,1363.92688956691,0.894022743083009,SA-SA
Amahuaca,Guarani-Mbya,-12.283333,-70.866667,-23.1,-55,2066.10188721171,0.891154861333641,SA-SA
Amahuaca,Guarayo,-12.283333,-70.866667,-15.890556,-63.1875,921.074055881312,0.892092087763022,SA-SA
Amahuaca,Karitiana,-12.283333,-70.866667,-10,-63,895.931667053887,0.893985026447466,SA-SA
Amahuaca,Kichwa,-12.283333,-70.866667,-0.466389,-76.986944,1478.9142754796,0.893111630127577,SA-SA
Amahuaca,Manoki-Irantxe,-12.283333,-70.866667,-11.474444,-58.52,1347.87891559514,0.894248527267784,SA-SA
Amahuaca,Matsiguenga,-12.283333,-70.866667,-11.253056,-74.637222,426.61010951779,0.889123857034516,SA-SA
Amahuaca,Maya,-12.283333,-70.866667,19,-91,4123.90180991121,0.902530218273595,NA-SA
Amahuaca,Mekranoti,-12.283333,-70.866667,-8.44843,-53.3606,1963.29655673343,0.893441306452295,SA-SA
Amahuaca,Mixe,-12.283333,-70.866667,16.95,-96.58,4311.59410264425,0.898467284619483,NA-SA
Amahuaca,Mixtec,-12.283333,-70.866667,17,-97,4346.09966240224,0.9055340393619,NA-SA
Amahuaca,Movima,-12.283333,-70.866667,-13.754722,-62.5775,913.758596381324,0.895573460254171,SA-SA
Amahuaca,Munduruku,-12.283333,-70.866667,-7.635278,-48.423889,2513.29171911022,0.891797147264467,SA-SA
Amahuaca,Nahua-Xochitlán,-12.283333,-70.866667,19.968611,-97.628889,4635.31600767042,0.89588872282534,NA-SA
Amahuaca,Palikur-Arukwayene,-12.283333,-70.866667,3.383056,-51.298611,2779.85583613054,0.890451008133765,SA-SA
Amahuaca,Piapoco,-12.283333,-70.866667,3,-68,1730.63250399072,0.892296907019499,SA-SA
Amahuaca,Pima,-12.283333,-70.866667,29,-108,6086.72044011489,0.898154428586238,NA-SA
Amahuaca,Piratapuya,-12.283333,-70.866667,0.866667,-68.433333,1488.34822992636,0.894736064089321,SA-SA
Amahuaca,Qom,-12.283333,-70.866667,-21.535278,-64.729444,1219.33709979094,0.893843270949364,SA-SA
Amahuaca,Quechua,-12.283333,-70.866667,-13.5,-72,182.941350031289,0.898841149256796,SA-SA
Amahuaca,Shipibo-Conibo,-12.283333,-70.866667,-11.554444,-73.148333,261.425986068398,0.886508187674846,SA-SA
Amahuaca,Sirionó,-12.283333,-70.866667,-14,-65.5,612.316417004767,0.894136710872719,SA-SA
Amahuaca,Surui,-12.283333,-70.866667,-11,-62,977.165556710539,0.892703449493973,SA-SA
Amahuaca,Tehuelche,-12.283333,-70.866667,-43.248889,-65.304722,3488.38366596056,0.896383434934975,SA-SA
Amahuaca,Tehuelche-Mapuche,-12.283333,-70.866667,-43.248889,-67.304722,3464.07537935934,0.893670339189204,SA-SA
Amahuaca,Tiryó,-12.283333,-70.866667,1.6104,-55.48645,2298.54275806764,0.892622042367681,SA-SA
Amahuaca,Tsimané,-12.283333,-70.866667,-14.766111,-67.083889,493.940289180117,0.893074060195212,SA-SA
Amahuaca,Tukano,-12.283333,-70.866667,-0.118056,-67.085,1417.18516032998,0.891682488095267,SA-SA
Amahuaca,Tupiniquim,-12.283333,-70.866667,-19.882494,-40.177846,3383.87809824696,0.894308904473465,SA-SA
Amahuaca,Wai-Wai,-12.283333,-70.866667,-1.072778,-57.056667,1969.99367319985,0.891005863416156,SA-SA
Amahuaca,Wichi,-12.283333,-70.866667,-24.256519,-61.242163,1675.20515152919,0.894405888679805,SA-SA
Amahuaca,Xipaya,-12.283333,-70.866667,-5.44348,-54.68033,1935.14759088724,0.891032396444991,SA-SA
Amahuaca,Yahua,-12.283333,-70.866667,-3.690556,-70.265556,958.831622480826,0.888371062391611,SA-SA
Amahuaca,Yaminahua,-12.283333,-70.866667,-13.266667,-69.45,188.774421405628,0.882154638681572,SA-SA
Amahuaca,Yaqui,-12.283333,-70.866667,27.566667,-110.233333,6141.12765635199,0.894155922608428,NA-SA
Amahuaca,Yine,-12.283333,-70.866667,-13.154167,-72.525278,204.535049504173,0.890210274379333,SA-SA
Amahuaca,Yuracaré,-12.283333,-70.866667,-17.414203,-66.166447,762.75835677528,0.891468317678303,SA-SA
Amahuaca,Zapotec,-12.283333,-70.866667,16.5,-97.2,4320.3317900198,0.898723735177088,NA-SA
Arapiun,Arara,-2.6975,-55.599167,-3.91,-53.59,260.90943951519,0.894498426588508,SA-SA
Arapiun,Ashaninka,-2.6975,-55.599167,-10.025656,-74.264184,2218.81320088098,0.895491903296717,SA-SA
Arapiun,Awajún,-2.6975,-55.599167,-6.056667,-77.166389,2422.45207051962,0.894808534937452,SA-SA
Arapiun,Ayoreo,-2.6975,-55.599167,-16.353333,-68.131389,2047.89950239208,0.897290443412437,SA-SA
Arapiun,Baniwa,-2.6975,-55.599167,1.709722,-69.845,1659.56422261077,0.891981200841291,SA-SA
Arapiun,Bora,-2.6975,-55.599167,-3.775278,-73.289167,1969.70403490108,0.894307340676391,SA-SA
Arapiun,Cayubaba,-2.6975,-55.599167,-10.484722,-65.43,1389.74201373647,0.894756313245209,SA-SA
Arapiun,Chamicuro,-2.6975,-55.599167,-11.253056,-74.637222,2307.17728174923,0.893113443749108,SA-SA
Arapiun,Chiquitano,-2.6975,-55.599167,-16.066667,-60.6,1585.89569800778,0.894678124581819,SA-SA
Arapiun,Cocama-Cocamilla,-2.6975,-55.599167,-5.235833,-75.678611,2247.47193757367,0.894724226568573,SA-SA
Arapiun,Guajajara,-2.6975,-55.599167,-5.568889,-46.737778,1034.39556687483,0.879201868159758,SA-SA
Arapiun,Guaná-Chané,-2.6975,-55.599167,-21.516667,-61.793056,2199.67910712048,0.895917522120584,SA-SA
Arapiun,Guarani,-2.6975,-55.599167,-22.516667,-63.793056,2377.13311452185,0.896377636149682,SA-SA
Arapiun,Guarani-Mbya,-2.6975,-55.599167,-23.1,-55,2272.11488833094,0.890371758867394,SA-SA
Arapiun,Guarayo,-2.6975,-55.599167,-15.890556,-63.1875,1687.75688328342,0.894512882928981,SA-SA
Arapiun,Karitiana,-2.6975,-55.599167,-10,-63,1153.39111263932,0.894781463822642,SA-SA
Arapiun,Kichwa,-2.6975,-55.599167,-0.466389,-76.986944,2392.73239256857,0.894941145513267,SA-SA
Arapiun,Manoki-Irantxe,-2.6975,-55.599167,-11.474444,-58.52,1028.8412157745,0.894414763712303,SA-SA
Arapiun,Matsiguenga,-2.6975,-55.599167,-11.253056,-74.637222,2307.17728174923,0.895048756842446,SA-SA
Arapiun,Maya,-2.6975,-55.599167,19,-91,4565.80255567099,0.903049879573906,NA-SA
Arapiun,Mekranoti,-2.6975,-55.599167,-8.44843,-53.3606,686.515740854904,0.893646341573937,SA-SA
Arapiun,Mixe,-2.6975,-55.599167,16.95,-96.58,5004.8021618977,0.900728659478455,NA-SA
Arapiun,Mixtec,-2.6975,-55.599167,17,-97,5048.3680839203,0.907429422231583,NA-SA
Arapiun,Movima,-2.6975,-55.599167,-13.754722,-62.5775,1450.59023017698,0.897219905982186,SA-SA
Arapiun,Munduruku,-2.6975,-55.599167,-7.635278,-48.423889,966.724090898725,0.891843840640978,SA-SA
Arapiun,Nahua-Xochitlán,-2.6975,-55.599167,19.968611,-97.628889,5238.14987435949,0.897825635227909,NA-SA
Arapiun,Palikur-Arukwayene,-2.6975,-55.599167,3.383056,-51.298611,828.937255635253,0.891597248533997,SA-SA
Arapiun,Piapoco,-2.6975,-55.599167,3,-68,1518.66163675754,0.894688211644888,SA-SA
Arapiun,Pima,-2.6975,-55.599167,29,-108,6603.58838295494,0.900639029609412,NA-SA
Arapiun,Piratapuya,-2.6975,-55.599167,0.866667,-68.433333,1482.36309678676,0.894720038355253,SA-SA
Arapiun,Qom,-2.6975,-55.599167,-21.535278,-64.729444,2318.34425618601,0.896290355444908,SA-SA
Arapiun,Quechua,-2.6975,-55.599167,-13.5,-72,2168.52084813515,0.898890520159006,SA-SA
Arapiun,Shipibo-Conibo,-2.6975,-55.599167,-11.554444,-73.148333,2172.89552844735,0.894852626768431,SA-SA
Arapiun,Sirionó,-2.6975,-55.599167,-14,-65.5,1663.73142003789,0.895405347522852,SA-SA
Arapiun,Surui,-2.6975,-55.599167,-11,-62,1163.51598671992,0.89313206529803,SA-SA
Arapiun,Tehuelche,-2.6975,-55.599167,-43.248889,-65.304722,4615.3897731721,0.896367773646464,SA-SA
Arapiun,Tehuelche-Mapuche,-2.6975,-55.599167,-43.248889,-67.304722,4660.65343071608,0.895068785402039,SA-SA
Arapiun,Tiryó,-2.6975,-55.599167,1.6104,-55.48645,479.717269331665,0.895226114249862,SA-SA
Arapiun,Tsimané,-2.6975,-55.599167,-14.766111,-67.083889,1842.63000368194,0.893862837781367,SA-SA
Arapiun,Tukano,-2.6975,-55.599167,-0.118056,-67.085,1309.95974998766,0.894879296203179,SA-SA
Arapiun,Tupiniquim,-2.6975,-55.599167,-19.882494,-40.177846,2543.4651780926,0.894608994548243,SA-SA
Arapiun,Wai-Wai,-2.6975,-55.599167,-1.072778,-57.056667,242.910919740754,0.894794728108083,SA-SA
Arapiun,Wichi,-2.6975,-55.599167,-24.256519,-61.242163,2475.41519217183,0.896847611557363,SA-SA
Arapiun,Xipaya,-2.6975,-55.599167,-5.44348,-54.68033,322.255030920556,0.89549196901233,SA-SA
Arapiun,Yahua,-2.6975,-55.599167,-3.690556,-70.265556,1633.82836080831,0.894529433903989,SA-SA
Arapiun,Yaminahua,-2.6975,-55.599167,-13.266667,-69.45,1925.76199959708,0.896370817760391,SA-SA
Arapiun,Yaqui,-2.6975,-55.599167,27.566667,-110.233333,6747.17593454178,0.899217351499152,NA-SA
Arapiun,Yine,-2.6975,-55.599167,-13.154167,-72.525278,2197.03399558652,0.894167926614077,SA-SA
Arapiun,Yuracaré,-2.6975,-55.599167,-17.414203,-66.166447,2004.31382639947,0.896314754130545,SA-SA
Arapiun,Zapotec,-2.6975,-55.599167,16.5,-97.2,5047.80893934767,0.901761955292871,NA-SA
Arara,Ashaninka,-3.91,-53.59,-10.025656,-74.264184,2382.46076273892,0.890632027961778,SA-SA
Arara,Awajún,-3.91,-53.59,-6.056667,-77.166389,2625.19144402752,0.89531679492568,SA-SA
Arara,Ayoreo,-3.91,-53.59,-16.353333,-68.131389,2108.69324531561,0.892445638393821,SA-SA
Arara,Baniwa,-3.91,-53.59,1.709722,-69.845,1913.58152460081,0.892155402151026,SA-SA
Arara,Bora,-3.91,-53.59,-3.775278,-73.289167,2187.97322681676,0.895040030179272,SA-SA
Arara,Cayubaba,-3.91,-53.59,-10.484722,-65.43,1497.83889296966,0.894913457377123,SA-SA
Arara,Chamicuro,-3.91,-53.59,-11.253056,-74.637222,2460.33523554814,0.890862013622439,SA-SA
Arara,Chiquitano,-3.91,-53.59,-16.066667,-60.6,1555.48359397835,0.893104779890645,SA-SA
Arara,Cocama-Cocamilla,-3.91,-53.59,-5.235833,-75.678611,2455.35152591865,0.893619477251873,SA-SA
Arara,Guajajara,-3.91,-53.59,-5.568889,-46.737778,782.256991090591,0.891078317842491,SA-SA
Arara,Guaná-Chané,-3.91,-53.59,-21.516667,-61.793056,2151.1986227773,0.896176136901487,SA-SA
Arara,Guarani,-3.91,-53.59,-22.516667,-63.793056,2345.23429683501,0.893583773134185,SA-SA
Arara,Guarani-Mbya,-3.91,-53.59,-23.1,-55,2141.60617935974,0.891267742494332,SA-SA
Arara,Guarayo,-3.91,-53.59,-15.890556,-63.1875,1697.6152615224,0.893219058131018,SA-SA
Arara,Karitiana,-3.91,-53.59,-10,-63,1240.84580637749,0.893729456556961,SA-SA
Arara,Kichwa,-3.91,-53.59,-0.466389,-76.986944,2630.29933477373,0.894946238455523,SA-SA
Arara,Manoki-Irantxe,-3.91,-53.59,-11.474444,-58.52,1002.20566827448,0.89308784331771,SA-SA
Arara,Matsiguenga,-3.91,-53.59,-11.253056,-74.637222,2460.33523554814,0.892008843825807,SA-SA
Arara,Maya,-3.91,-53.59,19,-91,4826.52558148968,0.902187321919659,NA-SA
Arara,Mekranoti,-3.91,-53.59,-8.44843,-53.3606,505.852882195147,0.892598369779517,SA-SA
Arara,Mixe,-3.91,-53.59,16.95,-96.58,5265.15872318381,0.898720028892546,NA-SA
Arara,Mixtec,-3.91,-53.59,17,-97,5308.68112988439,0.905889744430076,NA-SA
Arara,Movima,-3.91,-53.59,-13.754722,-62.5775,1475.04511528982,0.893353241884846,SA-SA
Arara,Munduruku,-3.91,-53.59,-7.635278,-48.423889,706.564242817424,0.891819172874529,SA-SA
Arara,Nahua-Xochitlán,-3.91,-53.59,19.968611,-97.628889,5499.05035895082,0.894922669313587,NA-SA
Arara,Palikur-Arukwayene,-3.91,-53.59,3.383056,-51.298611,850.934858668917,0.888011553669347,SA-SA
Arara,Piapoco,-3.91,-53.59,3,-68,1778.08623572684,0.894944265457005,SA-SA
Arara,Pima,-3.91,-53.59,29,-108,6863.48408269192,0.899834201163466,NA-SA
Arara,Piratapuya,-3.91,-53.59,0.866667,-68.433333,1734.78807747087,0.892996561793886,SA-SA
Arara,Qom,-3.91,-53.59,-21.535278,-64.729444,2301.98421724502,0.893051573352084,SA-SA
Arara,Quechua,-3.91,-53.59,-13.5,-72,2287.43870665454,0.896578808767045,SA-SA
Arara,Shipibo-Conibo,-3.91,-53.59,-11.554444,-73.148333,2317.43856008202,0.889251350969682,SA-SA
Arara,Sirionó,-3.91,-53.59,-14,-65.5,1723.91531319535,0.893065760970634,SA-SA
Arara,Surui,-3.91,-53.59,-11,-62,1217.96990543795,0.88983359485152,SA-SA
Arara,Tehuelche,-3.91,-53.59,-43.248889,-65.304722,4529.34009775147,0.893604149762413,SA-SA
Arara,Tehuelche-Mapuche,-3.91,-53.59,-43.248889,-67.304722,4583.68949047777,0.893630068870017,SA-SA
Arara,Tiryó,-3.91,-53.59,1.6104,-55.48645,649.738839757264,0.89268174869349,SA-SA
Arara,Tsimané,-3.91,-53.59,-14.766111,-67.083889,1910.51641658634,0.893962820245681,SA-SA
Arara,Tukano,-3.91,-53.59,-0.118056,-67.085,1559.27250955047,0.89377458910025,SA-SA
Arara,Tupiniquim,-3.91,-53.59,-19.882494,-40.177846,2297.77300955875,0.890749748817631,SA-SA
Arara,Wai-Wai,-3.91,-53.59,-1.072778,-57.056667,498.363672890012,0.893796990701407,SA-SA
Arara,Wichi,-3.91,-53.59,-24.256519,-61.242163,2409.16989390356,0.894261384011205,SA-SA
Arara,Xipaya,-3.91,-53.59,-5.44348,-54.68033,209.221577731657,0.891529220743206,SA-SA
Arara,Yahua,-3.91,-53.59,-3.690556,-70.265556,1852.36361312229,0.891297152731933,SA-SA
Arara,Yaminahua,-3.91,-53.59,-13.266667,-69.45,2030.95366229936,0.894405920641457,SA-SA
Arara,Yaqui,-3.91,-53.59,27.566667,-110.233333,7007.79616053173,0.894166720574857,NA-SA
Arara,Yine,-3.91,-53.59,-13.154167,-72.525278,2322.34472102732,0.894070625832879,SA-SA
Arara,Yuracaré,-3.91,-53.59,-17.414203,-66.166447,2035.38526368516,0.895104850309754,SA-SA
Arara,Zapotec,-3.91,-53.59,16.5,-97.2,5307.87327310853,0.900717233958835,NA-SA
Ashaninka,Awajún,-10.025656,-74.264184,-6.056667,-77.166389,545.435040031534,0.891294794845853,SA-SA
Ashaninka,Ayoreo,-10.025656,-74.264184,-16.353333,-68.131389,968.214213470413,0.891305704979032,SA-SA
Ashaninka,Baniwa,-10.025656,-74.264184,1.709722,-69.845,1395.16906967051,0.889702110368449,SA-SA
Ashaninka,Bora,-10.025656,-74.264184,-3.775278,-73.289167,704.07435257621,0.891648094086892,SA-SA
Ashaninka,Cayubaba,-10.025656,-74.264184,-10.484722,-65.43,969.02150886693,0.892590896015489,SA-SA
Ashaninka,Chamicuro,-10.025656,-74.264184,-11.253056,-74.637222,142.598441089752,0.887998211676493,SA-SA
Ashaninka,Chiquitano,-10.025656,-74.264184,-16.066667,-60.6,1626.39153679939,0.890790845851242,SA-SA
Ashaninka,Cocama-Cocamilla,-10.025656,-74.264184,-5.235833,-75.678611,555.555907896672,0.890095412641899,SA-SA
Ashaninka,Guajajara,-10.025656,-74.264184,-5.568889,-46.737778,3074.82160214294,0.889275068887192,SA-SA
Ashaninka,Guaná-Chané,-10.025656,-74.264184,-21.516667,-61.793056,1847.50491871636,0.892023478164128,SA-SA
Ashaninka,Guarani,-10.025656,-74.264184,-22.516667,-63.793056,1782.97825421216,0.891018924894592,SA-SA
Ashaninka,Guarani-Mbya,-10.025656,-74.264184,-23.1,-55,2513.32344492186,0.890506760989746,SA-SA
Ashaninka,Guarayo,-10.025656,-74.264184,-15.890556,-63.1875,1366.93935797247,0.890895760139076,SA-SA
Ashaninka,Karitiana,-10.025656,-74.264184,-10,-63,1234.76748473175,0.892974454742411,SA-SA
Ashaninka,Kichwa,-10.025656,-74.264184,-0.466389,-76.986944,1106.01125253696,0.891049041865901,SA-SA
Ashaninka,Manoki-Irantxe,-10.025656,-74.264184,-11.474444,-58.52,1729.17301920083,0.89261541164241,SA-SA
Ashaninka,Matsiguenga,-10.025656,-74.264184,-11.253056,-74.637222,142.598441089752,0.88602542894337,SA-SA
Ashaninka,Maya,-10.025656,-74.264184,19,-91,3716.71986896821,0.900853970516415,NA-SA
Ashaninka,Mekranoti,-10.025656,-74.264184,-8.44843,-53.3606,2303.09296543167,0.891306428092405,SA-SA
Ashaninka,Mixe,-10.025656,-74.264184,16.95,-96.58,3879.47454447932,0.896068532900681,NA-SA
Ashaninka,Mixtec,-10.025656,-74.264184,17,-97,3913.077728023,0.903247310327766,NA-SA
Ashaninka,Movima,-10.025656,-74.264184,-13.754722,-62.5775,1338.68307857826,0.892881234457946,SA-SA
Ashaninka,Munduruku,-10.025656,-74.264184,-7.635278,-48.423889,2854.06319855085,0.890986728087069,SA-SA
Ashaninka,Nahua-Xochitlán,-10.025656,-74.264184,19.968611,-97.628889,4207.60300223064,0.894747162034849,NA-SA
Ashaninka,Palikur-Arukwayene,-10.025656,-74.264184,3.383056,-51.298611,2951.50901490915,0.889178437514069,SA-SA
Ashaninka,Piapoco,-10.025656,-74.264184,3,-68,1607.74709489025,0.890881133920155,SA-SA
Ashaninka,Pima,-10.025656,-74.264184,29,-108,5656.64288625076,0.896944590499538,NA-SA
Ashaninka,Piratapuya,-10.025656,-74.264184,0.866667,-68.433333,1373.88645157457,0.892988748955811,SA-SA
Ashaninka,Qom,-10.025656,-74.264184,-21.535278,-64.729444,1637.16529890951,0.890778041878589,SA-SA
Ashaninka,Quechua,-10.025656,-74.264184,-13.5,-72,458.749935169504,0.896041663380476,SA-SA
Ashaninka,Shipibo-Conibo,-10.025656,-74.264184,-11.554444,-73.148333,209.404860639169,0.886805397347667,SA-SA
Ashaninka,Sirionó,-10.025656,-74.264184,-14,-65.5,1051.59687920661,0.892170104578597,SA-SA
Ashaninka,Surui,-10.025656,-74.264184,-11,-62,1346.59759132394,0.891965434696848,SA-SA
Ashaninka,Tehuelche,-10.025656,-74.264184,-43.248889,-65.304722,3799.06061201377,0.893112954065809,SA-SA
Ashaninka,Tehuelche-Mapuche,-10.025656,-74.264184,-43.248889,-67.304722,3759.46701769748,0.890843918276764,SA-SA
Ashaninka,Tiryó,-10.025656,-74.264184,1.6104,-55.48645,2451.19786188098,0.890386498234705,SA-SA
Ashaninka,Tsimané,-10.025656,-74.264184,-14.766111,-67.083889,942.065847284662,0.890775141934641,SA-SA
Ashaninka,Tukano,-10.025656,-74.264184,-0.118056,-67.085,1359.59038681126,0.89161743395836,SA-SA
Ashaninka,Tupiniquim,-10.025656,-74.264184,-19.882494,-40.177846,3817.77888677083,0.892205702014176,SA-SA
Ashaninka,Wai-Wai,-10.025656,-74.264184,-1.072778,-57.056667,2149.49850277424,0.890743496484098,SA-SA
Ashaninka,Wichi,-10.025656,-74.264184,-24.256519,-61.242163,2101.1869897187,0.892463265201713,SA-SA
Ashaninka,Xipaya,-10.025656,-74.264184,-5.44348,-54.68033,2218.85582401314,0.891509834296191,SA-SA
Ashaninka,Yahua,-10.025656,-74.264184,-3.690556,-70.265556,832.128498010178,0.889390233790163,SA-SA
Ashaninka,Yaminahua,-10.025656,-74.264184,-13.266667,-69.45,636.849236112868,0.890419692042314,SA-SA
Ashaninka,Yaqui,-10.025656,-74.264184,27.566667,-110.233333,5705.05789946045,0.89424375976213,NA-SA
Ashaninka,Yine,-10.025656,-74.264184,-13.154167,-72.525278,396.530351399415,0.88867013833739,SA-SA
