evento_id,fecha_hora_utc,lat_grados,lon_grados,profundidad_km,magnitud_ml
50,2016-08-20 06:16:07,41.5778,128.9888,-2.1,1.7
51,2016-08-31 03:17:36,41.44,129.0532,-2.1,1.7
52,2016-09-03 12:45:27,41.5382,129.0757,-2.1,1.7
53,2016-09-11 01:50:48,41.0308,129.1357,5.4,1.8
54,2016-09-13 03:57:40,41.1498,129.3842,-2.1,1.6
55,2016-09-19 00:39:09,41.4107,128.9792,-2.1,1.7
56,2016-09-19 02:26:07,41.3223,128.941,-2.1,1.6
57,2016-09-25 10:58:38,41.4763,129.037,-1.4,1.6
58,2017-05-21 12:46:08,41.1103,128.912,-2.1,1.5
59,2017-06-21 19:25:15,41.184,129.2045,2.2,1.3
60,2017-07-02 15:12:08,41.3042,129.0688,-2.1,1.0
61,2017-09-03 04:21:38,41.2082,129.1302,-1.0,1.5
62,2017-09-03 12:20:03,41.2238,129.1128,-2.1,1.4
63,2017-09-03 12:38:14,41.4357,128.952,-2.1,1.1
64,2017-09-23 04:42:59,41.2888,129.1012,-2.1,2.3
65,2017-09-23 08:29:16,41.3197,129.0827,-2.1,2.9
66,2017-09-23 08:31:30,41.1872,129.2255,-2.1,2.1
67,2017-10-05 18:55:16,41.3017,129.1233,-2.1,1.2
68,2017-10-09 08:33:01,41.4735,129.608,-2.1,1.6
69,2017-10-12 16:41:08,41.3067,129.0763,-2.1,2.6
70,2017-10-14 18:20:22,41.302,129.0903,-2.1,1.3
71,2017-10-15 11:30:22,41.4067,129.0927,0.3,1.4
72,2017-10-15 18:27:20,41.265,129.122,-2.1,1.2
73,2017-10-15 21:11:44,41.395,128.9107,-2.1,1.4
74,2017-10-24 20:44:08,41.3567,129.1968,-2.1,1.3
75,2017-10-26 08:39:48,41.103,128.9575,-2.1,1.5
76,2017-10-30 23:37:47,41.1553,129.0965,-2.1,1.5
77,2017-10-31 10:20:15,41.3197,129.018,-1.1,1.5
78,2017-10-31 10:58:26,41.29,129.08,-2.1,1.3
79,2017-10-31 11:23:13,41.1987,129.0723,-2.1,1.4
80,2017-11-08 14:12:58,41.1205,129.0257,6.0,1.2
81,2017-11-12 16:45:20,41.2807,129.0837,-2.1,1.5
82,2017-11-15 17:55:25,41.4745,129.0285,-2.1,1.4
83,2017-11-17 10:32:54,41.1152,129.1067,-1.4,1.4
84,2017-11-30 16:21:34,41.4737,128.8435,-2.1,1.7
85,2017-12-01 20:06:51,41.1398,129.0988,6.0,1.4
86,2017-12-01 22:45:57,41.3298,128.9773,6.0,2.2
87,2017-12-02 14:06:28,41.3518,129.0198,4.7,1.4
88,2017-12-03 09:16:06,41.3318,128.9405,6.0,1.3
89,2017-12-04 15:29:00,41.3268,129.04,0.1,1.3
90,2017-12-05 14:40:53,41.3257,129.0962,-0.3,2.4
91,2017-12-05 15:13:01,41.3127,129.0667,-2.1,1.3
92,2017-12-05 19:55:54,41.3465,129.017,6.0,2.0
93,2017-12-05 23:30:11,41.2563,129.0538,6.0,1.9
94,2017-12-06 07:53:07,41.3238,129.057,-2.1,1.4
95,2017-12-06 14:51:58,41.3037,129.0773,-2.1,1.2
96,2017-12-06 15:22:39,41.1658,129.1323,6.0,1.0
97,2017-12-06 16:20:07,41.3325,129.0083,6.0,1.7
98,2017-12-07 13:03:42,41.0195,129.4012,-2.0,1.1
99,2017-12-09 06:08:43,41.3185,129.0043,5.9,1.9
100,2017-12-09 06:09:35,41.4,129.0677,-2.1,1.6
101,2017-12-09 06:13:33,41.3395,128.9997,6.0,2.7
102,2017-12-09 06:40:02,41.3325,128.9748,6.0,2.4
103,2017-12-09 06:43:33,40.8233,129.2272,6.0,1.5
104,2017-12-09 07:39:02,41.2735,129.1343,-2.1,1.7
105,2017-12-09 12:08:27,41.3405,129.0488,-2.1,1.4
106,2017-12-10 16:20:59,41.2892,129.0473,6.0,1.3
107,2017-12-11 15:15:37,41.3655,128.97,5.5,1.5
108,2017-12-11 15:16:53,41.3415,128.9945,5.2,1.7
109,2017-12-15 14:31:53,41.3777,128.9885,-2.1,1.5
110,2017-12-24 19:49:50,41.4975,129.037,-2.1,1.3
111,2018-01-08 16:33:22,41.317,128.9768,5.4,1.4
112,2018-01-17 04:00:23,41.2972,129.0362,-2.1,1.5
113,2018-01-23 10:41:54,41.258,129.0692,6.0,1.5
114,2018-01-26 02:29:07,41.5857,129.0027,1.5,1.5
115,2018-01-27 05:36:44,41.3793,129.0292,-2.1,1.6
116,2018-02-04 20:10:08,41.3617,129.017,-2.1,1.3
117,2018-02-04 20:15:00,41.2328,129.0587,4.3,1.2
118,2018-02-04 22:22:27,41.0075,129.1207,4.8,1.2
119,2018-02-04 23:18:19,41.3567,128.9698,-2.1,1.6
120,2018-02-04 23:30:25,41.5045,128.8422,-2.0,1.4
121,2018-02-04 23:33:08,41.2693,129.0358,-2.1,1.6
122,2018-02-05 00:08:57,41.3412,128.9807,-2.1,1.5
123,2018-02-05 00:33:23,41.3377,128.98,0.8,1.4
124,2018-02-05 01:04:50,41.2737,129.0513,-2.1,1.4
125,2018-02-05 02:56:26,41.296,128.9447,6.0,1.4
126,2018-02-05 03:32:25,40.8035,129.1273,5.4,1.5
127,2018-02-05 10:32:33,41.319,129.0315,-2.1,2.0
128,2018-02-05 16:29:08,41.1332,129.0832,2.9,1.2
129,2018-02-05 16:35:25,41.3323,128.9827,-2.1,1.4
130,2018-02-05 19:38:57,41.312,129.003,-2.1,1.5
131,2018-02-05 20:05:46,41.082,129.134,0.3,1.4
132,2018-02-05 20:07:32,41.3102,128.9735,6.0,1.8
133,2018-02-05 21:57:38,41.3305,128.9938,-1.9,1.8
134,2018-02-06 03:53:39,41.2653,129.0455,-2.1,1.4
135,2018-02-06 04:49:38,41.2807,129.0332,-2.1,1.6
136,2018-02-06 05:47:43,41.2618,129.0337,-2.1,1.5
137,2018-02-06 10:12:33,41.3095,129.0103,-2.1,1.6
138,2018-02-06 10:53:55,41.3143,129.0092,-2.1,2.3
139,2018-02-06 11:59:22,41.4003,128.92,-2.1,1.0
140,2018-02-06 21:27:19,41.304,129.0552,6.0,1.3
141,2018-02-06 22:32:05,41.3012,129.0338,-2.1,1.1
142,2018-02-07 03:56:32,41.276,129.0077,4.0,1.2
143,2018-02-07 21:46:01,41.3092,129.1165,-2.1,2.5
144,2018-02-07 22:18:13,41.0293,129.1308,1.1,1.2
145,2018-02-07 22:39:38,41.2623,129.072,-2.1,1.2
146,2018-02-08 01:00:23,41.2968,129.0248,-2.1,1.5
147,2018-02-08 13:45:19,41.2332,129.0882,-2.1,0.9
148,2018-02-08 17:39:18,41.2928,129.087,-2.1,1.9
149,2018-02-09 00:49:36,41.2383,129.0603,-2.1,1.4
150,2018-02-09 23:44:25,41.3073,128.9957,-2.1,1.2
151,2018-02-10 00:02:48,41.2943,129.0215,-2.1,1.2
152,2018-02-22 23:34:14,41.3362,129.0022,-2.1,1.1
153,2018-02-23 00:32:07,41.3585,129.0257,-2.1,1.0
154,2018-03-03 18:24:20,41.2967,129.054,-2.1,1.0
155,2018-03-07 22:02:28,41.29,129.08,-2.2,1.0
156,2018-04-24 16:24:58,41.2977,129.0327,-2.1,0.7
157,2018-05-12 19:34:02,41.3133,128.9647,-2.1,1.0
158,2018-06-03 11:51:06,41.4152,129.1112,0.3,1.1
159,2018-06-10 15:53:06,41.3883,129.0798,-2.1,1.3
160,2018-08-19 06:38:44,41.5508,129.6008,6.0,1.8
161,2018-09-05 06:06:27,41.469,129.1388,-2.1,1.4
162,2018-10-24 14:39:22,41.5158,129.1695,6.0,1.0
163,2018-11-01 15:08:37,41.3973,129.1525,6.0,1.0
164,2018-11-19 21:26:09,40.8482,129.265,-2.1,1.0
165,2019-01-07 07:04:06,41.5595,128.9957,-2.1,1.2
166,2019-01-11 17:43:48,41.3197,129.2072,2.5,1.0
167,2019-01-11 21:25:55,41.5737,128.9653,-2.1,1.0
168,2019-01-11 21:26:48,41.4702,128.95,-2.1,0.9
169,2019-01-11 21:29:00,41.6282,128.9845,-2.1,1.4
170,2019-01-11 21:31:52,41.3935,129.033,5.9,1.0
171,2019-01-11 21:34:34,41.5663,129.0248,-2.1,1.5
172,2019-01-11 23:07:44,41.5683,128.9593,-2.1,1.1
173,2019-01-11 23:15:49,41.5927,128.9307,-2.1,2.0
174,2019-01-11 23:19:27,41.5912,128.9338,-2.1,1.4
175,2019-01-12 06:34:41,41.5613,128.9827,-2.1,1.4
176,2019-01-21 10:35:45,41.7805,128.9412,4.8,1.4
177,2019-01-26 04:08:24,41.5138,129.1265,-2.1,1.5
178,2019-02-05 19:36:27,41.6447,129.17,6.0,1.0
179,2019-02-19 01:05:26,41.5373,129.3198,-2.1,1.8
180,2019-02-21 11:32:26,41.3707,129.0727,-2.1,1.0
181,2019-02-23 06:25:11,41.6455,128.9012,-2.1,1.4
182,2019-03-10 01:43:45,41.302,129.119,-2.1,1.6
183,2019-03-10 19:50:06,41.2907,129.1222,-2.1,1.0
184,2019-03-19 08:32:38,41.2407,128.9617,-0.1,1.8
185,2019-03-19 10:00:00,41.5142,129.0835,-2.1,1.4
186,2019-03-19 15:25:03,41.3965,129.062,-2.1,1.3
187,2019-03-20 19:41:05,41.3803,128.8903,-2.1,2.4
188,2019-03-20 19:54:47,41.3475,129.112,-2.1,1.5
189,2019-03-21 01:55:36,41.2723,129.192,-2.1,2.3
190,2019-03-21 02:42:01,41.4208,129.0152,-2.1,1.6
191,2019-03-21 10:45:42,41.372,129.096,-2.1,1.8
192,2019-03-21 21:16:22,41.3685,129.0927,-2.1,1.1
193,2019-03-27 00:04:03,41.3898,129.0482,-2.1,1.2
194,2019-03-27 10:48:53,41.3897,129.1205,-2.1,1.6
195,2019-04-01 21:03:06,41.4175,129.0645,-2.1,1.3
196,2019-04-02 04:12:31,41.4187,129.0103,-2.1,1.3
197,2019-04-06 12:53:55,41.3792,128.9907,-2.1,1.0
198,2019-04-27 22:37:18,41.3108,129.0493,-2.1,1.3
199,2019-05-04 14:32:09,41.5358,128.8757,-0.7,1.0
200,2019-05-06 15:08:10,41.3305,129.0503,-2.1,0.9
201,2019-05-24 17:09:42,41.0587,129.4968,-0.6,1.0
202,2019-06-03 06:22:21,41.4762,128.8423,-0.5,1.1
203,2019-06-03 17:13:06,41.2752,129.0967,-2.1,0.7
204,2019-06-03 19:52:59,41.3672,128.9697,-2.1,0.7
205,2019-06-05 11:49:50,41.3352,128.9937,-2.1,1.0
206,2019-06-05 13:01:20,41.052,128.9533,-1.3,0.9
207,2019-06-07 03:48:05,41.4235,129.0068,-2.1,1.6
208,2019-06-07 03:48:59,41.4232,128.9242,-2.1,1.8
209,2019-06-07 03:49:34,41.3732,128.9943,-2.1,1.9
210,2019-06-07 03:52:10,41.3628,129.0013,-2.1,1.5
211,2019-06-07 05:18:41,41.311,129.0268,-2.1,2.4
212,2019-06-07 07:45:46,41.3677,128.9672,-2.1,1.9
213,2019-06-07 13:22:03,41.3943,128.9818,-2.1,1.3
214,2019-06-07 15:26:42,41.3322,129.0242,-2.1,1.2
215,2019-06-07 16:12:02,41.3222,129.0237,-2.1,1.0
216,2019-06-14 02:19:19,41.1382,129.0712,-2.1,1.1
217,2019-06-22 14:48:47,41.381,128.9913,-2.1,1.0
218,2019-06-24 12:22:24,41.3663,129.0805,-2.1,1.5
219,2019-07-03 12:26:39,41.423,129.1325,-2.1,1.2
220,2019-07-08 16:10:28,41.2667,128.9818,5.9,0.9
221,2019-07-09 11:55:10,41.239,129.0213,-2.1,1.0
222,2019-08-01 11:39:21,41.442,129.0197,-2.1,1.4
223,2019-08-06 04:05:35,41.4248,129.0127,-2.1,1.8
224,2019-08-06 04:27:20,41.3698,129.058,-2.1,1.5
225,2019-08-06 18:33:43,41.2877,129.0407,-2.1,1.1
226,2019-08-07 16:13:48,41.3015,129.129,-2.1,1.2
227,2019-08-10 17:28:51,41.5317,128.9212,-2.1,1.1
228,2019-08-21 03:32:28,41.3128,129.0095,-2.1,1.4
229,2019-08-21 03:36:54,41.2118,129.2048,-1.1,1.9
230,2019-08-21 11:00:27,41.2453,129.0662,-2.1,1.5
231,2019-08-21 18:27:05,41.3837,128.9872,-2.1,1.4
232,2019-08-23 22:02:17,41.4698,129.3012,6.0,1.6
233,2019-09-09 01:15:30,41.4252,129.0637,-0.1,1.7
234,2019-09-09 01:16:48,41.4505,128.9757,-1.9,1.7
235,2019-09-14 02:29:44,41.556,128.9522,-1.9,1.7
236,2019-09-27 19:01:35,41.346,129.0737,-2.1,1.6
237,2019-10-06 17:21:03,41.3188,129.1548,-2.1,1.6
238,2019-10-07 18:58:58,41.4035,129.0643,-2.1,1.1
239,2019-10-08 19:25:34,41.322,128.8507,-2.1,1.2
240,2019-10-17 01:52:32,41.3287,129.0792,-2.1,1.8
241,2019-10-23 17:38:30,41.4537,129.0778,-2.1,1.4
242,2019-10-24 23:17:11,41.3507,129.0185,-2.1,1.4
243,2019-10-24 23:41:30,41.2905,129.0858,5.5,1.6
244,2019-10-31 19:57:48,41.593,128.9518,-1.9,1.4
245,2019-11-06 13:49:02,41.577,128.8413,1.0,1.5
246,2019-11-06 14:45:41,41.3545,129.0877,-2.1,1.4
247,2019-11-06 23:51:37,41.3635,129.029,-2.1,2.1
248,2019-11-12 05:33:34,41.3852,129.3768,6.0,1.8
249,2019-11-12 12:58:57,41.331,129.0328,-2.1,1.5
250,2019-11-15 19:48:49,41.3637,129.0202,-2.1,1.1
251,2019-11-19 21:58:09,41.4275,129.0558,6.0,1.3
252,2019-11-19 21:59:45,41.29,129.08,-2.2,1.5
253,2019-11-19 22:02:33,41.3438,129.0087,-2.1,1.7
254,2019-11-19 22:49:41,41.3625,128.9895,-2.1,1.6
255,2019-11-23 14:23:12,41.16,129.0017,3.5,1.4
256,2019-11-23 14:44:55,41.379,129.1037,-2.1,1.3
257,2019-11-24 00:57:30,41.3742,129.0182,-2.1,1.3
258,2019-12-01 12:36:14,41.3002,129.105,-2.1,1.4
259,2019-12-03 13:53:51,41.2625,129.12,-2.1,1.1
260,2019-12-03 17:08:30,41.3215,129.0908,-2.1,1.1
261,2019-12-03 17:11:45,41.3842,128.9335,1.2,1.1
262,2019-12-03 21:11:20,41.4837,128.6138,6.0,1.5
263,2019-12-10 19:13:16,41.3825,129.0767,-2.1,1.0
264,2019-12-10 19:15:56,41.5942,129.0445,-1.8,1.1
265,2019-12-11 22:13:23,41.4493,128.895,-2.1,1.4
266,2019-12-11 22:23:20,41.3652,129.0603,-2.1,1.3
267,2019-12-19 18:59:05,41.4097,129.0095,0.2,1.3
268,2019-12-24 08:49:37,41.3588,129.1103,-2.1,1.5
269,2019-12-24 18:31:05,41.5388,129.0765,-2.1,1.4
270,2019-12-25 11:44:12,41.2588,129.0682,-2.1,1.1
271,2019-12-25 11:54:06,41.372,129.0183,-2.1,1.1
272,2020-01-03 14:03:20,41.37,128.9865,-2.1,1.2
273,2020-01-05 17:39:58,41.3422,129.0407,-2.1,1.2
274,2020-01-08 20:21:58,41.2995,129.1528,-2.1,1.4
275,2020-01-20 17:39:01,41.587,128.9913,0.9,1.3
276,2020-01-20 21:12:23,41.5587,129.0335,-2.1,1.2
277,2020-01-22 10:35:52,41.3282,129.1847,6.0,1.2
278,2020-01-22 20:19:35,41.2127,129.137,-2.1,1.2
279,2020-01-28 13:01:32,41.2992,129.19,-2.1,1.4
280,2020-01-28 15:41:35,41.3955,129.0482,-1.0,1.2
281,2020-01-28 16:28:24,41.4988,129.0642,5.7,1.2
282,2020-01-28 16:51:34,41.4335,129.0675,-0.2,1.1
283,2020-01-28 18:19:35,41.1905,129.0003,4.1,1.2
284,2020-01-29 00:33:47,41.279,129.1035,-2.1,2.4
285,2020-01-29 01:34:51,41.3743,128.9717,-2.1,2.0
286,2020-01-29 02:24:54,41.3447,129.0498,-2.1,1.7
287,2020-01-29 02:48:31,41.3812,129.0443,-2.1,1.9
288,2020-01-29 04:09:03,41.448,128.9958,6.0,1.4
289,2020-01-29 13:18:48,41.5617,128.9508,6.0,1.5
290,2020-01-30 00:50:02,41.4063,129.0882,-2.1,1.9
291,2020-02-01 22:32:53,41.4975,129.059,5.8,1.4
292,2020-02-02 00:34:46,41.2947,129.0182,-2.1,1.2
293,2020-02-02 08:35:27,41.5008,129.0185,1.2,1.0
294,2020-02-02 15:41:59,41.267,129.1718,-2.1,1.3
295,2020-02-02 16:32:55,41.394,129.0297,-1.0,1.1
296,2020-02-04 19:59:24,41.4202,129.0778,5.5,1.3
297,2020-02-05 17:26:48,41.3008,129.0443,-2.1,1.4
298,2020-02-08 19:11:37,41.5172,129.0217,2.7,1.2
299,2020-02-10 00:19:07,41.3423,129.1507,-2.1,1.4
300,2020-02-10 17:54:59,41.2253,129.044,6.0,1.0
301,2020-02-12 04:33:52,41.6058,129.119,-2.1,1.1
302,2020-02-13 13:37:23,41.6587,129.1578,1.1,1.1
303,2020-02-14 03:13:05,41.3798,129.3175,-2.1,1.1
304,2020-02-15 16:59:10,41.0362,129.115,6.0,1.0
305,2020-02-15 17:05:07,41.2537,129.0995,-2.1,1.4
306,2020-02-15 20:20:38,41.1003,129.1422,-0.5,1.1
307,2020-02-15 21:17:50,41.2987,129.0083,-1.6,1.0
308,2020-02-15 21:18:54,41.4487,129.2917,6.0,1.0
309,2020-02-15 21:20:53,41.2822,129.1343,6.0,1.3
310,2020-02-15 21:24:50,41.5375,128.9382,1.4,1.1
311,2020-02-15 21:29:38,41.4508,129.0415,6.0,1.1
312,2020-02-15 22:32:16,41.2945,129.0668,-2.1,1.3
313,2020-02-15 23:15:47,41.1448,129.2193,6.0,1.1
314,2020-02-16 00:14:31,41.4412,129.0342,6.0,1.3
315,2020-02-17 16:38:31,41.5187,128.9132,-2.1,1.2
316,2020-02-18 12:50:42,41.2958,129.1297,-2.1,1.7
317,2020-02-23 05:08:20,41.4137,129.1063,-0.6,1.3
318,2020-02-23 22:49:12,41.4278,129.119,5.6,1.3
319,2020-02-24 07:08:17,41.5883,129.008,3.4,1.1
320,2020-02-24 10:03:07,41.2758,129.05,-2.1,1.2
321,2020-02-24 14:14:52,41.1777,129.009,3.9,1.1
322,2020-02-24 20:20:11,41.3182,129.0498,-2.1,0.9
323,2020-03-01 17:58:23,41.4287,129.1002,-1.3,1.0
324,2020-03-03 18:53:22,41.479,129.2238,6.0,1.0
325,2020-03-06 18:54:58,41.2395,129.1145,4.7,1.1
326,2020-03-07 22:20:00,41.0913,129.1643,-2.0,0.9
327,2020-03-08 10:56:32,41.5038,129.1052,6.0,0.9
328,2020-03-08 22:09:41,41.3168,129.1365,6.0,1.2
329,2020-03-10 21:27:44,41.6487,129.0405,1.7,1.1
330,2020-03-11 17:09:04,41.2868,129.0695,6.0,1.3
331,2020-03-14 10:09:00,41.0257,129.2058,3.5,0.9
332,2020-03-14 12:58:36,41.1797,128.9478,4.9,0.9
333,2020-03-18 14:00:58,41.369,129.2493,4.7,1.0
334,2020-03-23 15:47:17,41.433,129.035,6.0,1.2
335,2020-03-23 16:11:38,41.5465,128.927,4.0,1.0
336,2020-03-23 18:07:20,41.4917,128.9638,6.0,0.9
337,2020-03-24 11:05:10,41.3765,129.1005,4.1,1.5
338,2020-03-30 02:38:19,41.3185,129.0833,-2.1,1.2
339,2020-03-30 02:41:37,41.3177,129.0177,-0.9,1.2
340,2020-03-30 23:32:25,41.3932,128.9298,-2.1,1.4
341,2020-04-01 15:15:01,41.3137,129.0497,-2.1,1.5
342,2020-04-01 16:04:37,41.3517,129.0522,-2.1,1.4
343,2020-04-01 18:10:06,41.3402,129.0775,-2.1,1.3
344,2020-04-01 18:29:53,41.3073,129.1303,-2.1,1.2
345,2020-04-01 20:59:25,41.3957,129.0485,-2.1,1.2
346,2020-04-04 12:29:22,41.4993,129.0138,2.6,1.2
347,2020-04-04 14:44:48,41.4575,129.2147,6.0,1.2
348,2020-04-11 16:32:26,41.29,129.08,-2.2,1.1
349,2020-04-12 20:27:55,40.8858,128.6695,-2.1,1.8
350,2020-04-13 18:16:37,41.0577,129.078,0.5,1.3
351,2020-04-14 03:21:16,41.3857,128.9667,-2.1,1.8
352,2020-04-20 19:04:19,40.984,129.2232,1.3,1.5
353,2020-05-05 15:14:04,41.298,129.0385,-2.1,1.6
354,2020-05-05 18:59:27,41.4165,128.8853,-2.1,1.6
355,2020-05-13 00:07:13,41.1365,129.2618,2.4,1.8
356,2020-05-19 17:35:33,41.7197,129.185,6.0,1.4
357,2020-05-22 22:04:16,41.4228,129.0962,0.0,1.3
358,2020-06-13 04:40:17,41.271,128.769,-2.1,1.4
359,2020-06-16 12:11:43,41.3262,128.4943,-2.1,1.4
360,2020-06-16 12:18:24,41.2663,128.7923,-2.1,1.4
361,2020-06-21 21:08:23,41.2917,128.8337,-2.1,1.5
362,2020-07-08 18:54:11,41.2637,128.9865,-2.1,1.4
363,2020-07-15 12:57:15,41.222,128.9123,-2.1,1.3
364,2020-07-25 16:55:37,41.194,128.7872,-2.1,1.3
365,2020-07-28 18:18:05,41.184,128.8488,-2.1,1.3
366,2020-08-04 10:03:55,41.4005,129.564,-2.1,1.9
367,2020-08-07 09:38:16,41.5942,129.5667,-2.1,1.9
368,2020-08-07 12:20:01,41.2223,128.7033,-2.1,1.6
369,2020-08-07 12:27:41,41.132,128.734,-2.1,2.3
370,2020-08-08 07:38:28,41.3547,129.5905,-2.1,2.3
371,2020-09-12 20:05:33,41.3305,128.9435,-2.1,1.6
372,2020-09-19 11:22:27,41.2502,129.0133,-2.1,1.8
373,2020-09-29 20:23:23,40.8158,129.0227,-2.1,1.7
374,2020-09-30 16:04:02,41.3235,129.0513,0.7,1.3
375,2020-10-01 04:34:59,41.4467,129.093,-2.1,1.2
376,2020-10-01 15:38:37,41.3925,129.0015,-2.1,1.2
377,2020-10-01 17:44:09,41.4167,128.9597,0.6,1.1
378,2020-10-02 18:12:58,41.335,129.1415,-2.1,1.4
379,2020-10-03 13:39:46,41.3065,129.1653,-2.1,1.4
380,2020-10-05 10:00:43,41.333,128.9893,-2.1,1.3
381,2020-10-05 22:14:38,41.2808,129.0072,-2.1,1.4
382,2020-10-06 14:00:48,41.2393,129.147,-2.1,1.2
383,2020-10-08 20:36:35,41.194,129.0622,-2.1,1.1
384,2020-10-08 20:50:43,41.3007,128.8412,-2.1,1.2
385,2020-10-08 21:49:40,41.3443,128.961,-2.1,1.6
386,2020-10-08 23:23:15,41.3105,128.7288,2.2,1.4
387,2020-10-10 14:51:12,41.236,128.8098,-2.1,1.2
388,2020-10-12 07:17:03,41.2377,129.0322,-2.1,1.9
389,2020-10-16 14:37:31,41.2705,128.6893,-2.1,1.5
390,2020-10-17 15:27:20,41.2715,128.9628,-2.1,1.2
391,2020-10-20 10:31:40,41.262,128.7565,-2.1,1.3
392,2020-10-22 13:06:51,41.3128,128.9698,-2.1,1.4
393,2020-10-22 18:05:39,41.3222,129.0338,-2.1,1.2
394,2020-10-29 18:02:35,41.5162,129.0523,6.0,1.2
395,2020-11-03 10:12:19,41.2312,128.9795,-2.1,1.5
396,2020-11-03 10:30:36,41.2513,128.711,-2.1,1.6
397,2020-11-03 10:46:19,41.301,128.963,-2.1,1.5
398,2020-11-03 10:52:16,41.2933,128.838,-2.1,1.3
399,2020-11-03 11:17:06,41.1763,128.639,-2.1,1.4
400,2020-11-03 11:28:06,41.2003,128.9572,-2.1,1.6
401,2020-11-03 11:30:17,41.2682,128.8672,-2.1,1.5
402,2020-11-04 10:18:44,41.199,129.0315,-2.1,1.9
403,2020-11-05 14:00:25,41.5073,129.0807,6.0,1.5
404,2020-11-07 12:43:52,40.956,129.0157,4.8,1.3
405,2020-11-08 11:30:40,41.1902,129.1502,-2.1,1.5
406,2020-11-11 06:27:43,41.3573,129.0475,1.1,1.6
407,2020-11-14 14:45:36,41.2682,129.1317,-2.1,2.3
408,2020-11-14 14:50:34,41.0198,129.069,-2.1,1.4
409,2020-11-14 15:01:48,41.2568,129.0102,-2.1,1.0
410,2020-11-14 15:40:28,41.2843,129.0923,-2.1,1.8
411,2020-11-14 16:04:37,41.254,129.0828,-2.1,1.1
412,2020-11-14 18:19:37,41.0577,129.0493,-2.1,1.2
413,2020-11-14 18:37:24,41.2492,129.0648,-2.1,0.9
414,2020-11-14 19:26:21,40.9903,129.1038,-2.1,1.2
415,2020-11-15 18:12:54,41.5407,129.097,3.0,1.3
416,2020-11-15 21:36:39,41.2853,128.8315,-2.1,0.9
417,2020-11-16 09:11:32,41.3307,129.148,-2.1,2.1
