prolific_id,condition,political_affiliation,blame_prescriptive,praise_prescriptive,emotion_prescriptive,poli_prescriptive,blame_descriptive,praise_descriptive,emotion_descriptive,political_descriptive,affect_polarization,poli_extreme
1458,control,democrat,3.0,5.0,4.0,4.0,80.0,60.0,40.0,85.0,4.0,3.0
1459,control,republican,2.0,6.0,6.0,6.0,61.0,43.0,72.0,94.0,4.0,4.0
1460,algorithmic,republican,4.0,6.0,5.0,3.0,80.0,20.0,75.0,80.0,2.0,4.0
1461,control,lean_democrat,5.0,7.0,5.0,6.0,68.0,66.0,66.0,73.0,3.0,3.0
1462,algorithmic,democrat,3.0,5.0,3.0,2.0,63.0,41.0,56.0,79.0,3.0,3.0
1463,control,republican,3.0,4.0,3.0,3.0,76.0,65.0,27.0,87.0,3.0,2.0
1464,algorithmic,democrat,3.0,5.0,5.0,5.0,34.0,49.0,29.0,86.0,2.0,2.0
1465,algorithmic,democrat,6.0,7.0,6.0,7.0,35.0,55.0,10.0,90.0,4.0,2.0
1466,control,democrat,2.0,6.0,4.0,4.0,83.0,72.0,95.0,92.0,5.0,4.0
1467,algorithmic,republican,3.0,7.0,7.0,3.0,75.0,23.0,85.0,85.0,4.0,4.0
1468,algorithmic,republican,2.0,5.0,4.0,4.0,16.0,66.0,63.0,78.0,2.0,2.0
1469,control,republican,2.0,6.0,7.0,4.0,75.0,75.0,15.0,84.0,2.0,4.0
1470,algorithmic,democrat,3.0,7.0,7.0,7.0,66.0,67.0,45.0,89.0,1.0,1.0
1471,control,democrat,7.0,7.0,4.0,7.0,85.0,10.0,1.0,99.0,4.0,2.0
1472,control,republican,5.0,5.0,4.0,7.0,81.0,63.0,43.0,93.0,3.0,4.0
1473,control,democrat,4.0,6.0,6.0,6.0,94.0,91.0,95.0,95.0,3.0,4.0
1474,control,democrat,4.0,5.0,5.0,5.0,51.0,53.0,26.0,52.0,2.0,1.0
1475,algorithmic,democrat,1.0,6.0,6.0,4.0,16.0,90.0,100.0,52.0,4.0,3.0
1476,algorithmic,democrat,5.0,6.0,7.0,7.0,40.0,70.0,70.0,85.0,4.0,2.0
1477,control,democrat,6.0,5.0,2.0,6.0,57.0,25.0,13.0,74.0,5.0,4.0
1478,control,democrat,5.0,7.0,5.0,7.0,100.0,100.0,54.0,100.0,3.0,1.0
1479,algorithmic,republican,4.0,4.0,4.0,4.0,40.0,30.0,50.0,85.0,3.0,3.0
1480,algorithmic,republican,4.0,5.0,4.0,5.0,70.0,80.0,80.0,75.0,3.0,4.0
1481,algorithmic,democrat,6.0,6.0,7.0,7.0,79.0,15.0,65.0,90.0,4.0,2.0
1482,control,democrat,5.0,6.0,6.0,6.0,50.0,53.0,52.0,50.0,5.0,2.0
1483,control,democrat,5.0,6.0,3.0,6.0,67.0,73.0,35.0,70.0,3.0,2.0
1484,control,democrat,3.0,7.0,5.0,5.0,75.0,65.0,34.0,80.0,1.0,3.0
1485,algorithmic,democrat,4.0,6.0,6.0,4.0,58.0,42.0,65.0,45.0,3.0,3.0
1486,algorithmic,democrat,7.0,7.0,4.0,7.0,75.0,40.0,15.0,100.0,5.0,1.0
1487,control,democrat,6.0,6.0,4.0,6.0,60.0,44.0,65.0,75.0,5.0,4.0
1488,control,republican,3.0,4.0,5.0,3.0,65.0,67.0,34.0,87.0,2.0,4.0
1489,control,republican,5.0,4.0,5.0,4.0,66.0,43.0,54.0,60.0,4.0,3.0
1490,control,democrat,6.0,4.0,5.0,3.0,75.0,40.0,68.0,64.0,4.0,4.0
1491,algorithmic,democrat,3.0,7.0,5.0,5.0,10.0,100.0,85.0,50.0,3.0,2.0
1492,control,democrat,4.0,7.0,6.0,7.0,57.0,43.0,28.0,63.0,3.0,2.0
1493,control,republican,6.0,6.0,5.0,6.0,39.0,59.0,38.0,65.0,2.0,2.0
1494,algorithmic,democrat,3.0,6.0,4.0,6.0,29.0,82.0,82.0,65.0,2.0,2.0
1495,algorithmic,republican,3.0,6.0,5.0,5.0,83.0,45.0,36.0,69.0,3.0,2.0
1496,algorithmic,republican,5.0,5.0,4.0,6.0,76.0,75.0,30.0,87.0,3.0,4.0
1497,control,republican,2.0,5.0,5.0,5.0,30.0,71.0,72.0,14.0,4.0,4.0
1498,algorithmic,democrat,6.0,4.0,7.0,7.0,50.0,80.0,15.0,100.0,5.0,1.0
1499,algorithmic,republican,4.0,5.0,5.0,4.0,40.0,60.0,5.0,90.0,1.0,3.0
1500,control,democrat,6.0,5.0,7.0,4.0,41.0,56.0,84.0,55.0,3.0,3.0
1501,control,democrat,4.0,5.0,5.0,6.0,71.0,70.0,69.0,68.0,3.0,3.0
1502,control,democrat,7.0,4.0,7.0,7.0,78.0,33.0,23.0,96.0,1.0,1.0
1503,algorithmic,democrat,6.0,6.0,6.0,7.0,25.0,30.0,35.0,75.0,3.0,2.0
1504,control,republican,2.0,6.0,6.0,5.0,68.0,26.0,22.0,89.0,3.0,2.0
1505,algorithmic,republican,1.0,7.0,7.0,6.0,50.0,50.0,21.0,89.0,1.0,2.0
1506,control,democrat,3.0,6.0,5.0,6.0,44.0,53.0,36.0,92.0,2.0,3.0
1507,algorithmic,democrat,1.0,7.0,4.0,6.0,47.0,55.0,37.0,88.0,3.0,4.0
1508,algorithmic,democrat,4.0,5.0,4.0,5.0,61.0,51.0,70.0,59.0,4.0,3.0
1509,control,republican,4.0,6.0,5.0,5.0,45.0,45.0,30.0,46.0,3.0,4.0
1510,control,democrat,2.0,5.0,4.0,6.0,40.0,60.0,45.0,80.0,3.0,3.0
1511,algorithmic,democrat,5.0,6.0,6.0,6.0,41.0,46.0,59.0,90.0,4.0,2.0
1512,algorithmic,democrat,4.0,4.0,4.0,4.0,57.0,43.0,63.0,70.0,2.0,2.0
1513,control,democrat,5.0,7.0,6.0,5.0,40.0,20.0,30.0,90.0,4.0,3.0
1514,control,democrat,4.0,7.0,7.0,7.0,70.0,10.0,3.0,90.0,3.0,1.0
1515,algorithmic,republican,2.0,6.0,3.0,5.0,25.0,65.0,30.0,55.0,4.0,3.0
1516,control,democrat,6.0,5.0,7.0,6.0,67.0,44.0,9.0,92.0,5.0,5.0
1517,control,republican,7.0,6.0,4.0,7.0,75.0,10.0,10.0,85.0,4.0,3.0
1518,control,democrat,2.0,6.0,5.0,5.0,60.0,30.0,98.0,100.0,4.0,4.0
1519,algorithmic,democrat,5.0,5.0,6.0,6.0,38.0,62.0,21.0,79.0,3.0,2.0
1520,algorithmic,republican,5.0,6.0,6.0,6.0,60.0,73.0,19.0,89.0,3.0,4.0
1521,control,republican,4.0,4.0,4.0,4.0,55.0,56.0,57.0,56.0,3.0,3.0
1522,algorithmic,democrat,4.0,5.0,5.0,4.0,36.0,66.0,59.0,76.0,3.0,2.0
1523,control,republican,7.0,2.0,4.0,7.0,54.0,46.0,34.0,95.0,4.0,3.0
1524,control,democrat,6.0,7.0,6.0,7.0,36.0,44.0,14.0,59.0,2.0,4.0
1525,algorithmic,republican,7.0,7.0,7.0,7.0,75.0,20.0,4.0,81.0,4.0,2.0
1526,algorithmic,democrat,3.0,7.0,4.0,7.0,40.0,40.0,10.0,80.0,1.0,1.0
1527,control,republican,5.0,5.0,3.0,6.0,45.0,51.0,30.0,85.0,2.0,2.0
1528,algorithmic,republican,2.0,7.0,3.0,5.0,40.0,65.0,27.0,66.0,4.0,2.0
1529,control,democrat,6.0,7.0,6.0,7.0,30.0,41.0,36.0,50.0,5.0,2.0
1530,algorithmic,democrat,6.0,6.0,7.0,6.0,25.0,40.0,25.0,80.0,1.0,3.0
1531,control,republican,5.0,5.0,6.0,6.0,28.0,38.0,14.0,99.0,1.0,1.0
1532,algorithmic,republican,3.0,5.0,5.0,4.0,69.0,40.0,24.0,82.0,2.0,3.0
1533,control,democrat,7.0,6.0,4.0,5.0,79.0,70.0,84.0,70.0,3.0,4.0
1534,control,democrat,4.0,4.0,4.0,4.0,43.0,29.0,76.0,73.0,4.0,3.0
1535,algorithmic,democrat,5.0,6.0,6.0,4.0,60.0,60.0,37.0,83.0,3.0,3.0
1536,algorithmic,democrat,6.0,6.0,5.0,6.0,60.0,35.0,35.0,95.0,4.0,3.0
1537,algorithmic,democrat,3.0,7.0,7.0,5.0,54.0,45.0,21.0,89.0,4.0,2.0
1538,control,democrat,4.0,6.0,6.0,4.0,92.0,6.0,95.0,97.0,4.0,2.0
1539,algorithmic,republican,4.0,4.0,4.0,7.0,20.0,8.0,40.0,80.0,3.0,3.0
1540,control,republican,5.0,7.0,5.0,7.0,81.0,54.0,50.0,75.0,3.0,3.0
1541,algorithmic,democrat,3.0,4.0,4.0,5.0,35.0,48.0,49.0,63.0,2.0,4.0
1542,algorithmic,democrat,7.0,7.0,7.0,7.0,50.0,50.0,50.0,49.0,1.0,1.0
1543,control,democrat,5.0,6.0,3.0,7.0,45.0,20.0,10.0,80.0,4.0,3.0
1544,control,democrat,5.0,5.0,6.0,5.0,77.0,78.0,58.0,88.0,4.0,3.0
1545,control,democrat,1.0,5.0,5.0,5.0,72.0,58.0,63.0,72.0,4.0,3.0
1546,control,republican,7.0,7.0,7.0,7.0,40.0,50.0,5.0,90.0,3.0,4.0
1547,algorithmic,democrat,6.0,6.0,7.0,7.0,50.0,50.0,25.0,85.0,3.0,1.0
1548,algorithmic,democrat,4.0,4.0,4.0,4.0,50.0,50.0,50.0,50.0,3.0,1.0
1549,control,republican,3.0,6.0,5.0,6.0,40.0,51.0,30.0,62.0,3.0,2.0
1550,algorithmic,republican,2.0,6.0,5.0,5.0,75.0,77.0,65.0,68.0,4.0,4.0
1551,algorithmic,republican,2.0,6.0,4.0,4.0,63.0,58.0,29.0,79.0,4.0,2.0
1552,control,republican,5.0,6.0,5.0,5.0,60.0,40.0,30.0,90.0,4.0,3.0
1553,algorithmic,democrat,3.0,5.0,7.0,4.0,88.0,74.0,78.0,95.0,4.0,2.0
1554,control,democrat,6.0,7.0,6.0,6.0,70.0,80.0,40.0,90.0,2.0,3.0
1555,algorithmic,lean_republican,4.0,4.0,6.0,6.0,81.0,75.0,38.0,94.0,4.0,3.0
1556,control,democrat,7.0,7.0,7.0,6.0,50.0,50.0,40.0,90.0,3.0,2.0
1557,algorithmic,democrat,6.0,6.0,5.0,5.0,45.0,44.0,33.0,91.0,1.0,3.0
1558,algorithmic,democrat,6.0,6.0,6.0,6.0,60.0,60.0,50.0,90.0,3.0,3.0
1559,control,republican,3.0,6.0,6.0,5.0,50.0,53.0,24.0,85.0,2.0,3.0
1560,control,republican,3.0,5.0,5.0,3.0,70.0,45.0,18.0,83.0,4.0,4.0
1561,control,republican,3.0,5.0,5.0,7.0,75.0,70.0,64.0,68.0,4.0,3.0
1562,algorithmic,republican,4.0,4.0,4.0,6.0,79.0,65.0,42.0,95.0,4.0,3.0
1563,algorithmic,republican,6.0,6.0,2.0,6.0,40.0,40.0,70.0,85.0,3.0,1.0
1564,algorithmic,democrat,7.0,7.0,7.0,7.0,30.0,60.0,60.0,85.0,3.0,3.0
1565,control,democrat,5.0,5.0,6.0,5.0,20.0,65.0,55.0,79.0,3.0,4.0
1566,control,republican,5.0,5.0,6.0,6.0,68.0,75.0,81.0,85.0,4.0,4.0
1567,algorithmic,democrat,5.0,7.0,4.0,5.0,38.0,62.0,30.0,92.0,4.0,3.0
1568,control,republican,4.0,4.0,5.0,3.0,50.0,56.0,57.0,46.0,2.0,2.0
1569,algorithmic,republican,1.0,6.0,7.0,7.0,77.0,92.0,15.0,98.0,3.0,5.0
1570,algorithmic,democrat,2.0,6.0,5.0,6.0,66.0,47.0,33.0,68.0,4.0,3.0
1571,algorithmic,republican,6.0,6.0,5.0,6.0,45.0,60.0,35.0,95.0,4.0,1.0
1572,control,republican,6.0,6.0,6.0,6.0,32.0,41.0,24.0,70.0,3.0,3.0
1573,algorithmic,republican,1.0,7.0,7.0,7.0,25.0,55.0,73.0,85.0,3.0,4.0
1574,control,democrat,2.0,5.0,4.0,5.0,47.0,58.0,59.0,67.0,2.0,1.0
1575,control,democrat,5.0,4.0,4.0,5.0,42.0,37.0,32.0,63.0,2.0,3.0
1576,algorithmic,republican,6.0,7.0,7.0,7.0,70.0,38.0,25.0,95.0,2.0,1.0
1577,control,republican,4.0,4.0,4.0,4.0,72.0,30.0,67.0,61.0,4.0,3.0
1578,algorithmic,democrat,3.0,5.0,5.0,4.0,65.0,77.0,25.0,81.0,4.0,4.0
1579,control,republican,5.0,7.0,5.0,7.0,67.0,10.0,4.0,81.0,4.0,3.0
1580,algorithmic,republican,3.0,5.0,5.0,6.0,37.0,67.0,43.0,61.0,2.0,2.0
1581,control,democrat,5.0,7.0,6.0,7.0,40.0,28.0,34.0,80.0,4.0,3.0
1582,algorithmic,democrat,5.0,5.0,4.0,5.0,32.0,65.0,45.0,85.0,4.0,2.0
1583,control,democrat,5.0,6.0,5.0,6.0,66.0,71.0,46.0,67.0,3.0,4.0
1584,algorithmic,republican,1.0,7.0,4.0,2.0,36.0,57.0,45.0,31.0,3.0,2.0
1585,algorithmic,democrat,1.0,4.0,4.0,1.0,51.0,51.0,45.0,81.0,3.0,3.0
1586,control,democrat,5.0,6.0,3.0,6.0,40.0,60.0,15.0,85.0,3.0,1.0
1587,control,republican,2.0,5.0,5.0,5.0,89.0,63.0,80.0,87.0,2.0,3.0
1588,control,republican,1.0,7.0,4.0,4.0,99.0,64.0,51.0,98.0,3.0,3.0
1589,algorithmic,democrat,1.0,6.0,5.0,3.0,60.0,50.0,10.0,80.0,4.0,3.0
1590,algorithmic,democrat,5.0,7.0,6.0,6.0,63.0,39.0,41.0,90.0,1.0,2.0
1591,algorithmic,republican,5.0,6.0,5.0,5.0,29.0,71.0,16.0,90.0,1.0,4.0
1592,algorithmic,democrat,6.0,7.0,6.0,6.0,58.0,38.0,65.0,92.0,4.0,3.0
1593,control,democrat,5.0,6.0,5.0,6.0,67.0,44.0,20.0,81.0,4.0,4.0
1594,algorithmic,republican,5.0,5.0,5.0,5.0,61.0,56.0,58.0,86.0,4.0,4.0
1595,control,democrat,5.0,6.0,6.0,4.0,33.0,33.0,33.0,85.0,2.0,3.0
1596,algorithmic,democrat,5.0,7.0,7.0,7.0,59.0,41.0,40.0,86.0,5.0,1.0
1597,algorithmic,republican,3.0,4.0,5.0,4.0,26.0,78.0,36.0,66.0,4.0,2.0
1598,control,republican,1.0,6.0,6.0,4.0,50.0,45.0,35.0,75.0,1.0,4.0
1599,algorithmic,democrat,6.0,6.0,6.0,6.0,79.0,72.0,87.0,92.0,4.0,1.0
1600,control,democrat,4.0,7.0,4.0,7.0,50.0,40.0,10.0,90.0,4.0,4.0
1601,control,democrat,4.0,4.0,4.0,4.0,50.0,50.0,0.0,80.0,3.0,1.0
1602,control,democrat,5.0,6.0,6.0,3.0,68.0,40.0,39.0,72.0,3.0,4.0
1603,algorithmic,republican,7.0,7.0,7.0,7.0,30.0,74.0,30.0,70.0,1.0,4.0
1604,algorithmic,republican,5.0,6.0,6.0,5.0,65.0,30.0,60.0,90.0,3.0,4.0
1605,control,democrat,4.0,4.0,4.0,4.0,59.0,35.0,75.0,84.0,3.0,3.0
1606,control,democrat,4.0,5.0,5.0,5.0,66.0,68.0,36.0,85.0,2.0,4.0
1607,algorithmic,democrat,5.0,6.0,7.0,6.0,85.0,75.0,75.0,98.0,3.0,2.0
1608,algorithmic,democrat,5.0,5.0,5.0,5.0,29.0,60.0,24.0,75.0,3.0,2.0
1610,control,republican,5.0,6.0,4.0,5.0,81.0,63.0,42.0,91.0,4.0,2.0
1611,algorithmic,democrat,4.0,6.0,6.0,6.0,64.0,41.0,50.0,75.0,3.0,2.0
1612,algorithmic,democrat,5.0,6.0,4.0,7.0,25.0,40.0,15.0,100.0,3.0,1.0
1614,control,republican,5.0,5.0,2.0,6.0,55.0,60.0,40.0,74.0,3.0,3.0
1615,control,democrat,2.0,5.0,4.0,3.0,70.0,45.0,42.0,89.0,4.0,3.0
1616,control,lean_democrat,4.0,5.0,5.0,5.0,42.0,67.0,38.0,83.0,4.0,3.0
1618,control,democrat,3.0,6.0,5.0,4.0,20.0,60.0,40.0,70.0,4.0,4.0
1619,control,democrat,4.0,4.0,5.0,6.0,49.0,90.0,91.0,50.0,3.0,4.0
1620,control,republican,4.0,5.0,4.0,4.0,66.0,68.0,29.0,85.0,5.0,4.0
1621,algorithmic,democrat,7.0,7.0,7.0,7.0,53.0,42.0,62.0,90.0,5.0,2.0
1622,algorithmic,democrat,5.0,6.0,6.0,5.0,65.0,77.0,60.0,87.0,4.0,3.0
1623,algorithmic,republican,3.0,5.0,5.0,3.0,75.0,64.0,44.0,84.0,4.0,2.0
1624,algorithmic,republican,3.0,7.0,7.0,7.0,35.0,10.0,55.0,65.0,3.0,3.0
1625,algorithmic,democrat,5.0,5.0,7.0,5.0,50.0,50.0,27.0,88.0,5.0,4.0
1626,control,democrat,7.0,7.0,6.0,7.0,60.0,40.0,70.0,80.0,1.0,2.0
1627,control,democrat,7.0,7.0,7.0,7.0,35.0,34.0,65.0,76.0,4.0,4.0
1628,algorithmic,democrat,2.0,4.0,4.0,4.0,53.0,27.0,21.0,67.0,4.0,3.0
1629,algorithmic,democrat,6.0,7.0,6.0,6.0,40.0,60.0,40.0,75.0,4.0,1.0
1630,algorithmic,republican,6.0,6.0,5.0,6.0,80.0,10.0,20.0,95.0,3.0,2.0
1631,algorithmic,democrat,6.0,7.0,4.0,6.0,33.0,33.0,15.0,85.0,4.0,1.0
1632,control,republican,5.0,3.0,5.0,3.0,54.0,42.0,61.0,59.0,3.0,4.0
1633,control,democrat,5.0,7.0,5.0,6.0,60.0,36.0,55.0,70.0,5.0,4.0
1634,control,republican,4.0,3.0,4.0,4.0,75.0,65.0,52.0,42.0,3.0,3.0
1635,algorithmic,republican,5.0,7.0,5.0,6.0,32.0,43.0,18.0,65.0,2.0,3.0
1636,algorithmic,republican,5.0,6.0,4.0,7.0,55.0,64.0,40.0,90.0,4.0,4.0
1637,control,democrat,2.0,1.0,5.0,1.0,44.0,64.0,55.0,87.0,4.0,3.0
1638,control,democrat,4.0,5.0,3.0,6.0,79.0,63.0,53.0,70.0,4.0,4.0
1639,control,republican,1.0,3.0,5.0,1.0,25.0,25.0,25.0,75.0,4.0,2.0
1640,control,republican,5.0,5.0,4.0,3.0,35.0,55.0,15.0,90.0,4.0,3.0
1641,algorithmic,democrat,6.0,7.0,5.0,7.0,50.0,45.0,60.0,85.0,4.0,1.0
1642,control,democrat,6.0,7.0,7.0,7.0,59.0,74.0,39.0,58.0,1.0,1.0
1643,control,democrat,4.0,6.0,5.0,6.0,59.0,77.0,19.0,76.0,2.0,4.0
1645,algorithmic,democrat,5.0,5.0,5.0,5.0,56.0,35.0,10.0,75.0,3.0,1.0
1646,algorithmic,democrat,4.0,4.0,6.0,6.0,51.0,51.0,82.0,75.0,2.0,4.0
1647,algorithmic,democrat,4.0,5.0,5.0,5.0,64.0,43.0,56.0,97.0,4.0,2.0
1648,algorithmic,republican,2.0,7.0,4.0,7.0,11.0,95.0,49.0,100.0,2.0,4.0
1649,control,democrat,6.0,7.0,5.0,7.0,35.0,30.0,20.0,75.0,4.0,2.0
1650,algorithmic,republican,5.0,6.0,7.0,6.0,73.0,68.0,44.0,87.0,1.0,4.0
1651,control,republican,2.0,7.0,4.0,6.0,6.0,96.0,30.0,100.0,2.0,4.0
1652,control,democrat,6.0,5.0,3.0,6.0,76.0,24.0,36.0,93.0,2.0,2.0
1653,control,republican,5.0,6.0,4.0,6.0,56.0,76.0,51.0,61.0,4.0,4.0
1654,control,democrat,7.0,1.0,4.0,7.0,63.0,32.0,92.0,92.0,3.0,1.0
1655,control,democrat,3.0,5.0,6.0,7.0,32.0,40.0,62.0,71.0,4.0,4.0
1656,algorithmic,republican,4.0,5.0,5.0,6.0,47.0,69.0,59.0,72.0,4.0,3.0
1657,algorithmic,democrat,3.0,6.0,6.0,5.0,78.0,57.0,55.0,88.0,3.0,4.0
1658,control,republican,3.0,7.0,5.0,5.0,90.0,25.0,15.0,85.0,5.0,4.0
1659,control,republican,1.0,7.0,6.0,4.0,68.0,37.0,33.0,81.0,4.0,4.0
1660,algorithmic,democrat,4.0,7.0,7.0,4.0,86.0,58.0,50.0,85.0,3.0,2.0
1661,control,democrat,4.0,5.0,5.0,6.0,35.0,64.0,12.0,83.0,2.0,4.0
1662,algorithmic,democrat,5.0,7.0,7.0,5.0,66.0,70.0,18.0,95.0,2.0,2.0
1663,algorithmic,republican,5.0,4.0,5.0,4.0,58.0,54.0,37.0,77.0,5.0,3.0
1664,control,democrat,7.0,7.0,7.0,7.0,29.0,30.0,26.0,80.0,3.0,1.0
1665,control,democrat,3.0,7.0,6.0,5.0,60.0,54.0,69.0,81.0,2.0,4.0
1666,control,democrat,3.0,6.0,7.0,7.0,50.0,50.0,15.0,90.0,3.0,2.0
1667,control,democrat,5.0,6.0,5.0,6.0,35.0,40.0,31.0,56.0,5.0,2.0
1668,control,democrat,4.0,7.0,6.0,4.0,70.0,45.0,65.0,95.0,4.0,3.0
1669,control,democrat,7.0,7.0,7.0,7.0,69.0,75.0,23.0,94.0,2.0,1.0
1670,algorithmic,democrat,5.0,7.0,6.0,7.0,29.0,71.0,85.0,95.0,1.0,2.0
1671,control,democrat,4.0,4.0,4.0,4.0,60.0,40.0,20.0,75.0,4.0,1.0
1672,algorithmic,republican,4.0,6.0,4.0,5.0,70.0,81.0,69.0,89.0,3.0,5.0
1673,algorithmic,democrat,3.0,5.0,5.0,5.0,64.0,40.0,67.0,82.0,2.0,2.0
1674,algorithmic,democrat,5.0,7.0,4.0,7.0,40.0,90.0,30.0,85.0,4.0,1.0
1675,control,republican,3.0,6.0,6.0,5.0,64.0,48.0,51.0,90.0,2.0,3.0
1676,algorithmic,democrat,7.0,7.0,7.0,7.0,70.0,80.0,61.0,100.0,4.0,2.0
1677,algorithmic,democrat,5.0,6.0,4.0,5.0,58.0,72.0,35.0,94.0,4.0,5.0
1678,algorithmic,democrat,2.0,6.0,4.0,3.0,71.0,64.0,60.0,82.0,3.0,3.0
1679,control,republican,3.0,7.0,6.0,6.0,35.0,38.0,17.0,86.0,4.0,3.0
1680,algorithmic,democrat,6.0,7.0,4.0,6.0,12.0,32.0,33.0,85.0,5.0,3.0
1682,algorithmic,democrat,4.0,6.0,6.0,4.0,50.0,55.0,10.0,60.0,2.0,3.0
1683,algorithmic,republican,6.0,6.0,5.0,7.0,50.0,35.0,20.0,75.0,4.0,4.0
1684,control,democrat,2.0,3.0,4.0,5.0,96.0,29.0,27.0,100.0,4.0,4.0
1685,control,democrat,5.0,7.0,7.0,7.0,57.0,44.0,29.0,86.0,4.0,4.0
1686,control,democrat,4.0,7.0,7.0,6.0,47.0,64.0,20.0,78.0,4.0,1.0
1687,control,democrat,2.0,6.0,5.0,6.0,63.0,26.0,12.0,82.0,5.0,3.0
1688,algorithmic,democrat,4.0,4.0,5.0,4.0,60.0,67.0,50.0,61.0,4.0,1.0
1690,control,democrat,6.0,7.0,6.0,6.0,33.0,25.0,33.0,75.0,4.0,2.0
1691,algorithmic,democrat,2.0,7.0,7.0,7.0,35.0,80.0,72.0,100.0,5.0,5.0
1692,control,democrat,6.0,6.0,6.0,6.0,39.0,45.0,25.0,70.0,3.0,3.0
1693,algorithmic,republican,3.0,5.0,5.0,5.0,28.0,60.0,62.0,84.0,2.0,3.0
1694,control,democrat,5.0,5.0,5.0,5.0,42.0,54.0,44.0,62.0,3.0,3.0
1695,control,democrat,5.0,6.0,5.0,6.0,40.0,40.0,75.0,80.0,4.0,2.0
1696,algorithmic,democrat,2.0,2.0,4.0,5.0,50.0,55.0,55.0,75.0,3.0,2.0
1697,control,democrat,6.0,7.0,6.0,6.0,70.0,40.0,15.0,90.0,4.0,3.0
1698,algorithmic,republican,5.0,5.0,5.0,7.0,84.0,72.0,41.0,83.0,2.0,3.0
1699,control,republican,5.0,7.0,6.0,6.0,65.0,55.0,100.0,100.0,3.0,4.0
1700,control,republican,3.0,6.0,6.0,4.0,60.0,30.0,65.0,85.0,4.0,4.0
1701,control,republican,5.0,7.0,6.0,5.0,34.0,34.0,25.0,85.0,3.0,1.0
1702,algorithmic,democrat,1.0,7.0,5.0,5.0,81.0,80.0,69.0,78.0,4.0,3.0
1703,algorithmic,democrat,5.0,7.0,6.0,5.0,62.0,64.0,75.0,70.0,3.0,2.0
1704,algorithmic,democrat,6.0,6.0,6.0,7.0,30.0,40.0,10.0,60.0,3.0,3.0
1705,control,democrat,4.0,4.0,4.0,6.0,70.0,49.0,10.0,75.0,2.0,2.0
1706,algorithmic,democrat,4.0,5.0,5.0,5.0,60.0,40.0,100.0,60.0,1.0,2.0
1707,control,democrat,6.0,6.0,5.0,6.0,35.0,25.0,12.0,66.0,3.0,3.0
1709,algorithmic,democrat,3.0,6.0,6.0,4.0,28.0,33.0,60.0,78.0,4.0,2.0
1710,control,republican,3.0,5.0,4.0,5.0,36.0,83.0,29.0,76.0,3.0,4.0
1711,algorithmic,democrat,2.0,4.0,6.0,4.0,85.0,44.0,85.0,96.0,5.0,5.0
1712,control,democrat,6.0,6.0,7.0,7.0,59.0,64.0,43.0,77.0,4.0,2.0
1713,algorithmic,republican,2.0,6.0,6.0,5.0,49.0,77.0,81.0,71.0,4.0,3.0
1714,control,democrat,6.0,6.0,6.0,5.0,80.0,65.0,63.0,89.0,2.0,3.0
1715,algorithmic,democrat,1.0,5.0,5.0,3.0,50.0,59.0,66.0,59.0,3.0,4.0
1716,algorithmic,democrat,7.0,7.0,7.0,7.0,50.0,60.0,30.0,80.0,3.0,5.0
1717,control,republican,6.0,7.0,7.0,7.0,20.0,15.0,25.0,40.0,4.0,4.0
1718,control,democrat,2.0,7.0,5.0,4.0,63.0,50.0,55.0,96.0,3.0,4.0
1719,algorithmic,republican,2.0,6.0,3.0,6.0,73.0,65.0,23.0,94.0,3.0,4.0
1720,algorithmic,republican,7.0,7.0,7.0,7.0,55.0,40.0,62.0,56.0,4.0,3.0
1721,algorithmic,democrat,2.0,5.0,4.0,4.0,72.0,76.0,39.0,89.0,2.0,3.0
1722,control,republican,1.0,6.0,6.0,4.0,10.0,90.0,75.0,51.0,2.0,4.0
1723,control,democrat,3.0,7.0,3.0,3.0,60.0,61.0,32.0,90.0,1.0,2.0
1724,algorithmic,democrat,4.0,4.0,5.0,5.0,61.0,39.0,47.0,65.0,4.0,3.0
1725,algorithmic,democrat,4.0,4.0,4.0,1.0,84.0,66.0,0.0,57.0,5.0,5.0
1726,control,democrat,4.0,6.0,6.0,7.0,74.0,65.0,84.0,94.0,3.0,2.0
1727,algorithmic,democrat,3.0,5.0,5.0,5.0,31.0,80.0,45.0,63.0,3.0,4.0
1728,algorithmic,democrat,6.0,6.0,6.0,6.0,50.0,60.0,30.0,95.0,2.0,3.0
1729,control,democrat,2.0,6.0,6.0,5.0,51.0,51.0,35.0,80.0,4.0,3.0
1730,control,democrat,5.0,7.0,4.0,5.0,40.0,39.0,60.0,74.0,3.0,2.0
1731,algorithmic,republican,4.0,6.0,4.0,6.0,56.0,34.0,77.0,84.0,4.0,4.0
1732,algorithmic,democrat,4.0,5.0,5.0,5.0,70.0,77.0,51.0,75.0,3.0,2.0
1733,algorithmic,democrat,4.0,4.0,3.0,5.0,41.0,11.0,0.0,78.0,2.0,2.0
1734,control,democrat,3.0,6.0,4.0,2.0,81.0,52.0,40.0,79.0,4.0,2.0
1736,algorithmic,republican,1.0,6.0,4.0,5.0,58.0,39.0,46.0,85.0,3.0,4.0
1737,algorithmic,democrat,6.0,7.0,7.0,7.0,25.0,25.0,50.0,51.0,3.0,1.0
1738,control,democrat,4.0,4.0,3.0,7.0,50.0,50.0,21.0,78.0,2.0,3.0
1739,algorithmic,democrat,4.0,6.0,6.0,7.0,40.0,60.0,40.0,95.0,3.0,3.0
