gene_name,Ribo_mut_rep1,Ribo_mut_rep2,Ribo_mut_rep3,Ribo_wt_rep1,Ribo_wt_rep2,Ribo_wt_rep3,RNA_mut_rep1,RNA_mut_rep2,RNA_mut_rep3,RNA_wt_rep1,RNA_wt_rep2,RNA_wt_rep3
Sema6c,1.40880762,1.07073156,1.07801893,1.29729865,1.0499925,0.88505663,4.27495121,3.91232213,3.97832516,3.93488045,4.16491682,4.51828534
Sema6d,5.27953429,4.9917202,5.91065549,5.45164117,5.19635757,4.32178139,4.46815103,4.23815886,4.63571364,4.0552358,4.75284374,2.93722586
Sema7a,22.52234601,16.70686679,20.5940132,22.26795841,18.25681532,16.33201731,67.62661178,56.96971348,61.69186365,62.84376783,61.54253291,60.46053545
Senp1,2.20249663,2.56667814,2.07366991,1.79581385,2.35568253,2.15979557,1.34448664,1.34088974,1.4903348,1.39645696,1.24480124,1.17110221
Senp2,16.11424131,15.65510131,15.04496221,14.64561873,17.00651391,16.0069075,20.7476618,20.69771048,20.12330608,20.76269018,21.73087704,19.08858789
Senp3,12.17673745,13.6437329,14.03056302,12.73773582,11.12054063,10.9583415,30.12801354,29.5651442,29.924002,28.33342989,27.26265796,28.59574644
Senp5,10.76241996,10.23427289,10.15042568,10.94271411,10.41323277,10.45297523,6.88964795,7.24482647,6.59890959,6.71088388,6.81596711,5.7825917
Senp6,7.47668044,9.222642,7.88629564,6.50087615,8.3041478,8.30318469,3.2362328,3.30870826,3.09223598,2.86777155,3.84846106,2.8045036
Senp7,7.01494575,8.42526387,7.37292749,7.11934957,7.00713593,6.7514459,1.98438352,2.26476677,2.17300247,1.90526408,2.45372579,1.68542954
Sephs1,5.44712211,7.36990915,6.66199836,6.03890571,6.33332984,5.9258158,3.52460075,3.75881306,3.5589129,3.72651166,3.6741464,3.39595967
Sephs2,7.38488515,6.98756738,7.30898938,6.79194291,6.95967239,6.21887847,22.80786836,21.27506975,20.94117404,20.42556793,20.42079449,23.82718193
Sepsecs,6.25981208,6.26805549,4.73782245,5.23426726,6.11160059,5.73790496,1.32385636,1.50919931,1.62993921,1.286441,1.57710622,1.26789258
Septin11,115.96406149,119.65052832,114.3202245,105.31640233,116.78160993,114.61435591,16.7219395,16.31377553,16.32672037,14.4453142,15.47593319,15.235134
Septin2,50.148925,63.80090153,55.74589217,58.47446605,67.80955127,62.42055697,5.65675734,5.33003385,5.38350422,6.03913235,6.25557914,5.88603324
Septin3,40.1022184,52.73002546,45.83697171,39.08697492,47.25133581,43.38772028,73.48128886,79.72238066,78.18267794,72.1428553,75.11926506,67.64610405
Septin4,31.57542353,27.98960931,31.5605371,33.93463664,33.57928873,30.4791219,55.24150728,52.56184364,57.52590037,66.58108076,57.27107721,63.95181634
Septin5,447.2852808,496.10441344,476.14997134,415.72576897,466.60539035,419.65663274,503.94623609,494.7178299,499.88605989,481.59302273,454.32794244,485.7942757
Septin6,110.52074153,130.16527172,125.35816808,122.94326773,117.08936865,112.68607792,14.39489509,14.16699699,13.91427439,13.32251654,13.41867971,13.62601333
Septin7,514.67863743,608.38387217,535.39015573,490.59750528,558.31063445,630.6661313,49.36311485,46.87931619,44.27622372,45.02407142,64.76435807,48.85748145
Septin8,232.10566857,223.68933863,252.80186955,244.50366813,217.50647364,213.34819677,71.00221121,70.84427082,69.90025724,64.36649923,68.35269253,68.36466655
Septin9,47.7547648,48.68216879,46.36347007,51.2667959,45.70181225,49.39926998,30.6444512,32.11356543,30.50844734,33.15979584,29.46607097,31.39525488
Serac1,9.04339412,6.51353526,8.51095913,9.1017519,6.1982188,6.57847478,2.03676984,2.27993277,2.09889133,2.00856184,2.24249361,1.32436135
Serbp1,260.19913494,281.91903921,257.65037493,256.20427055,285.93659598,282.08344995,11.40593419,10.38283241,10.2100314,10.16267872,10.78852111,10.91238485
Serf1,6.45491872,12.31274342,10.35757723,12.18112888,14.57403076,9.62473681,8.43313209,8.66087253,7.37287796,8.84037558,7.48216883,9.39533824
Serf2,226.09266261,231.04267243,225.83354497,330.41312085,341.45373744,293.69926975,37.93861517,38.28193652,36.93732031,42.69570545,36.34637855,47.28776629
Sergef,7.26031029,6.69961866,7.48418484,6.52498104,6.3042737,6.62384114,15.41196936,14.85476335,14.90820392,13.43400505,11.49548283,14.69123443
Serinc1,710.12529385,653.97910982,632.83123833,679.10687859,737.72067452,735.50890945,154.96796971,140.70037186,142.74933571,142.03715383,187.94466841,134.07063966
Serinc2,1.0718141,0.52708511,0.55373103,1.51251268,0.50282801,0.59490063,3.01816816,2.26259767,1.94557491,4.13311506,2.76329257,2.56137091
Serinc3,195.64900107,122.37567917,161.39037179,199.52929465,156.99927439,165.06417333,46.46226898,43.31338937,45.97878596,48.15153259,53.47480945,45.00189736
Serinc5,33.28213668,22.80204536,27.89919792,30.222119,29.71474069,27.91018813,7.63770164,6.84051279,7.44316925,7.69222298,8.47480177,6.40246513
Serp1,39.28029814,44.72335798,43.04492294,47.30035368,41.19437195,40.04480381,8.25653249,8.44614428,7.93275767,8.99990001,8.52780452,8.6142914
Serp2,28.94748714,27.10789478,25.14415213,30.5758639,31.25914099,24.39092596,107.40275501,107.97599225,105.16422777,106.76398415,94.78945367,126.34105642
Serpina3n,6.17122436,5.31507832,5.01811021,5.4267559,6.63996982,6.41615241,4.32065979,3.30183934,3.49263188,4.31384074,4.54178179,4.34804048
Serpina9,2.10590742,1.22425961,1.5957975,2.28941265,2.38933308,1.6392565,1.83011541,1.36491503,1.92515208,2.09959966,1.80961676,1.90997206
Serpinb1a,9.1670102,8.6920861,9.66707208,9.7422318,11.38243816,10.42134405,3.24089575,3.05897143,3.1980263,4.17744685,3.86150329,3.92981321
Serpinb6a,20.36639811,24.8576149,19.57645863,21.63569901,20.22721839,21.71886462,15.6981167,14.97526862,14.02892599,15.71165891,14.16908801,16.3275025
Serpinb8,7.69328879,7.45675629,6.91732713,7.02986482,5.1476179,6.08147087,1.42703154,1.47339549,1.22029063,1.15093362,1.28481405,1.15191466
Serpinb9,4.726462,5.9220324,5.17725416,5.38135205,5.92934784,4.9653421,1.80609808,1.6651627,1.62858428,1.69886802,1.83300984,1.60788396
Serpine2,42.18127508,52.56018563,51.89776552,47.70432047,59.14672335,41.76854144,49.86748533,51.20287668,57.53608641,59.12872498,65.01011607,57.74449586
Serpinf1,4.49723167,2.90334832,3.73885962,2.37988563,2.88464487,2.34923129,3.25896262,2.23912236,2.98763222,2.29665202,1.73819783,2.10642625
Serping1,0.86604196,0.39639877,0.86142226,1.06936643,1.10622161,0.88193724,1.09002304,0.89664194,1.12316474,1.63919059,1.35589859,1.40097406
Serpinh1,5.35996591,3.02307402,4.3748512,5.84771897,3.36100825,4.13362008,4.39281218,3.08394791,3.44259418,6.15294892,3.46371655,4.51105551
Serpini1,192.11939682,206.19351521,190.6757445,237.21834661,259.12770233,228.32280508,20.5932911,19.76250562,17.83728527,19.95059078,30.38330414,22.16137142
Sertad1,13.82404017,9.42309487,9.48352008,16.31003473,17.38681647,13.01878537,13.11681683,10.82900503,8.53974776,15.54686719,13.43546125,15.38668907
Sertad3,2.8288709,1.13739419,2.15637551,2.76331164,2.51414003,2.33068848,1.8339289,1.42646981,2.07175179,1.97047034,1.93839456,2.33643869
Sertad4,3.81611547,4.31938983,3.90007538,4.49273118,4.44829854,4.13097111,5.01613343,5.15485841,5.15557826,5.44003749,5.43785852,4.31190769
Sesn1,25.40151222,32.39923628,29.00671514,26.61590518,28.01421283,28.79877418,10.50922195,11.97903676,10.93534099,10.7497057,10.96571413,11.50419153
Sesn2,21.0245056,22.09642407,22.35887253,11.49314412,11.98215093,12.99666179,9.63444439,9.88099818,9.49839527,5.25007015,4.90102379,5.65578091
Sesn3,54.33233724,63.86364539,59.39791584,53.67438601,59.43977787,58.96073448,9.8779126,10.36791074,10.60998156,9.37425355,11.91566274,7.6062802
Sestd1,48.32670668,54.23673154,45.19159712,39.30030641,48.08969129,55.04580564,3.13081791,3.26206651,3.06088873,2.61643452,3.5371326,2.57659831
Set,191.64169239,216.50714461,178.22062365,217.30655976,250.34276036,205.74043494,63.32377563,59.27629111,57.10694867,56.99734096,59.28773898,61.4163956
Setbp1,2.44774359,2.76229435,2.83457525,2.78750091,2.4248825,2.6236809,1.89639696,2.0114612,1.91633304,1.5155259,2.07782277,1.26955617
Setd1b,3.16030878,2.73409861,3.05442484,3.2809108,2.23639465,2.34526245,6.58731472,7.0631589,6.78615487,6.25954511,5.91208608,4.21933526
Setd2,6.85656963,8.65885019,7.59882143,6.99087049,6.5401321,7.27941323,1.70772191,1.86313169,2.0051202,1.54980121,2.09308125,1.65730015
Setd3,37.83542371,42.19158956,39.3046362,36.94942427,37.27687952,38.29252396,70.77064188,69.1149376,70.08717571,65.26222842,63.10886219,70.54434872
Setd4,1.32530664,1.47861244,1.3548548,1.38883325,1.16907511,1.14637352,1.78379976,1.71864224,1.80161961,1.61598959,1.68001437,1.99457383
Setd5,7.24218323,7.12914939,7.16814608,7.59201433,6.72743259,6.28421105,11.96508846,12.13679377,11.9008919,10.40209958,12.52134401,9.67328025
Setd6,2.3471731,2.09842029,2.36238224,2.17367191,2.28712485,1.86791268,5.7263395,4.64112036,5.04227557,4.95601851,4.99676792,5.8049938
Setd7,89.16787756,77.65891969,80.22967405,94.3677918,75.29541106,70.02123098,14.9395862,14.86100632,14.08545621,13.40649953,15.46505253,10.99058844
Setdb1,8.61654472,10.01671519,8.7451677,8.46273615,8.81427915,8.51017854,6.74457602,6.96025898,6.49437667,5.98649661,6.06624321,5.25049871
Setmar,2.74736742,1.9574187,3.76807917,2.38383382,2.40870835,2.284879,2.88328674,3.25217205,3.24009736,3.19367488,3.04223313,3.18444874
Setx,5.40605367,7.08991465,5.47204244,4.81316423,5.14035732,5.63156717,1.70226159,1.71920932,1.7677675,1.73321979,2.32234283,1.58628332
Sez6,42.15414531,25.9496713,35.6993018,36.33054433,29.23346729,27.78205147,46.85914399,45.42268365,53.27931095,49.51769898,51.33158954,46.96431206
Sez6l,107.63427099,52.32720446,96.10305162,95.23055083,55.45437353,58.62011514,38.17032019,36.92368435,38.53409311,38.89448111,36.79043732,31.22839174
Sez6l2,165.29795726,100.40888798,145.97383462,155.81694025,109.80805867,101.20492063,104.44872266,97.88576063,105.60632046,114.84772042,110.88486178,99.72722307
Sf1,84.66830016,88.97744865,89.6239076,99.97041075,90.09899046,82.924838,40.52079043,39.3271274,38.85559158,45.16696385,35.70932058,36.38129999
Sf3a1,20.97433389,23.84578506,21.25860758,23.25488241,21.37019022,20.65775923,20.76006478,20.36852294,21.07550148,20.96466031,18.26718902,17.30612222
Sf3a2,22.90796977,20.67202233,23.53779553,20.32276818,16.3998492,16.36299897,23.03477169,20.86035644,23.56394941,22.35237721,18.68586101,20.73104726
Sf3a3,43.42331496,49.98303676,45.6554118,44.31836017,50.08848054,46.23100806,15.28108487,14.85481361,14.53531041,13.64956544,13.64635316,14.34180912
Sf3b1,62.02937511,70.71061997,57.26783377,52.64721238,61.21092917,67.94882093,10.76829917,11.38798377,11.3097315,9.69039426,13.05690163,9.80286457
Sf3b2,111.79284088,136.62122764,110.67459465,108.08846414,118.61992947,111.22706212,102.8298103,97.65471622,100.15334773,91.77057731,88.30839231,97.80403234
Sf3b3,51.00099738,42.14101491,45.00188727,42.18474278,39.58511407,40.81334842,19.83127933,20.64509512,21.34994369,19.16755105,18.15512802,17.59965328
Sf3b4,28.77761812,28.59944229,36.37472808,36.19706043,29.34740864,28.10523355,30.22405254,30.68884053,30.10634497,33.35778891,27.65206719,32.52325195
Sf3b5,59.88333512,56.08529955,74.72535602,77.67219823,71.71367689,64.0219753,6.37497462,6.7652273,6.66438092,7.2496995,6.49266712,8.27108009
Sf3b6,43.66204457,55.95347512,46.09761223,36.59978075,54.43312692,58.85569149,28.0523895,29.22058164,26.82989823,30.44739248,28.42471636,33.62280332
Sfi1,0.81175079,0.64130003,0.70692777,0.72843683,0.87094539,0.7965391,1.22963457,1.13304436,1.37448341,1.22117348,1.35597201,1.28909166
Sfmbt1,11.84670421,11.2877158,11.46845935,10.80652232,9.62182339,9.09239518,3.20618643,3.07140498,3.04398745,2.72795389,3.2858256,2.6899664
Sfpq,69.66927748,61.57364672,61.93831182,67.16877483,59.23026572,61.42541104,34.63084195,32.34484621,31.72149898,34.00136326,28.59385477,29.48365516
Sfr1,227.1876391,233.51235804,234.40132326,222.80680475,244.49226087,283.74421494,47.63934394,45.32027985,46.08316167,44.46246819,46.23030906,50.10907514
Sfrp1,3.53193666,2.42283016,2.78759486,2.48134107,2.93236522,3.01518304,1.69404007,1.43168738,1.55343475,1.59329564,1.70222846,1.3958284
Sfswap,6.06688719,5.63406888,7.07658289,6.59489236,4.83533442,5.24688523,12.18916644,11.16468374,11.56627503,10.91714441,9.62174878,9.80304098
Sft2d1,17.59954903,12.19855265,15.45724546,20.42876822,16.24762992,13.71684698,26.3921337,25.21888145,25.60482035,27.29619071,26.22740948,27.80022965
Sft2d2,9.68694524,7.42860578,9.81812008,9.41499753,9.29917542,8.2502307,4.07913469,4.4053536,4.48906437,5.21063659,4.88049636,4.18316844
Sft2d3,1.98124665,1.11603467,2.00451808,1.53455536,1.50612332,1.63751287,1.48267649,1.51023656,1.43188942,1.42125322,1.39733049,1.41509823
Sftpc,0.94921582,0.38694854,0.74745403,1.02555896,0.68426079,0.69149532,1.00194037,1.17619479,1.45379332,1.14625644,0.99387591,1.40507587
Sfxn1,17.86367366,19.90968028,17.60823759,18.63310452,20.15515227,18.67302839,15.15300441,15.57950372,15.57343179,14.76088327,14.87492618,14.27899618
Sfxn3,61.69239589,48.72427146,62.4957196,56.64666274,50.02045548,50.76039535,43.82344285,45.98248149,45.22153044,45.21175159,44.74126381,45.89385885
Sfxn4,4.10520729,4.9607049,3.74573387,3.77912411,3.55822875,3.50328268,5.85344869,6.17235395,5.88545678,6.56189205,6.66964387,6.24516421
Sfxn5,64.42491079,68.26520531,81.49839678,62.31434638,72.95257392,61.34140102,30.27441593,39.32241728,35.99074148,34.36797524,38.25102174,35.37476907
Sgcb,8.93968112,7.28853533,9.26051297,9.73984344,10.4074432,8.57557602,7.01653146,6.55270682,6.89342253,6.76938276,8.52877841,6.90736188
Sgce,9.43725459,9.88501129,10.5882312,10.32868927,10.50210391,9.24899796,8.55611923,7.24785265,8.78467095,9.27463227,9.86719042,7.76257472
Sgf29,5.9764544,4.36194539,5.69940758,5.38966615,5.02314915,6.20558252,9.39224836,9.44700325,8.82707692,8.29299058,7.83140889,9.58614393
Sgip1,57.84847229,65.30538288,70.62333214,62.59439181,69.85957087,63.8960957,21.03616344,20.70080045,20.73934817,17.85765897,23.34483242,16.71318936
Sgk1,23.64154045,27.14865853,23.16826485,23.35250629,33.03693414,23.27554542,15.34920831,20.37527479,16.23348085,17.07165219,21.75398309,19.16169328
Sgk3,3.11853368,3.54949373,3.11213588,3.41700681,3.40547096,3.26063002,1.06473429,1.15733963,1.31631589,1.24651288,1.42030981,1.08651056
Sgms1,3.96429442,6.76207925,4.71845185,4.24647687,4.89898142,4.58665555,2.70817018,2.7264266,2.89258602,2.86314185,3.05678785,2.57693046
Sgpl1,5.31299508,5.61800767,5.45082418,5.5821254,6.7656436,6.35621529,4.80049718,4.73090269,4.74521958,4.90541248,5.48123047,4.57631319
Sgpp1,7.51260645,5.51543817,7.21479084,7.60025191,5.72360602,6.02586032,7.03326732,6.41323015,7.12073215,6.20473419,7.61243748,6.98395529
Sgpp2,5.46824074,4.49350802,3.92582974,6.12487748,5.06369048,4.67069055,3.84767419,3.63039811,4.25297992,4.38422266,4.66242539,3.69998193
Sgsh,1.1288057,0.73376623,1.07305141,0.77696067,0.89069533,1.03479594,1.40499641,1.40285769,1.46303449,1.45453002,1.38782214,1.32648267
Sgsm1,47.03289215,39.50105551,48.4899982,57.61818708,34.48094786,34.66811172,30.99106642,28.42204584,30.38738168,34.21122838,24.66721832,24.2476271
Sgsm2,7.97214851,7.82702517,9.37426986,7.80878742,7.03624308,5.59575649,21.1513749,23.4245797,22.12518096,21.40765178,21.59109237,18.75460012
Sgsm3,28.49469648,26.53036307,28.88751122,27.72247596,23.33229072,24.27920187,23.52102654,23.42561116,23.85269332,22.75838269,21.4579302,23.40016046
Sgta,101.15506678,76.15681929,97.8179208,101.5479552,83.50922957,83.73343132,82.84635644,82.08546152,82.57341438,82.93234428,71.41100347,84.67326722
Sgtb,124.47590994,140.82431694,134.07119638,142.90527645,148.52385244,140.80041867,34.58879604,33.9323568,34.60049008,31.54179383,37.02571242,29.22236248
Sh2b1,5.50466424,3.80102816,5.35486911,5.76359417,4.19489601,3.57471697,30.32329954,30.008608,30.28372772,30.90077044,26.80177552,30.15524673
Sh2b2,1.83802469,0.83475956,1.89093318,1.90778934,1.1915892,1.22503622,2.26989967,2.40281021,2.10994181,2.4877867,2.10408762,2.09905453
Sh2b3,1.10410456,0.87738878,0.96846806,1.00954711,0.85636464,0.68418991,5.15112204,4.83506431,5.15305949,5.38387949,4.86735147,4.71039696
Sh2d3c,9.24450248,7.99088177,9.63727788,6.74178411,8.61531056,9.12144301,6.19789836,7.13165554,7.00748779,5.26504349,6.69354795,8.20903683
Sh2d5,29.72774723,15.45004522,27.933342,25.66299458,17.54518928,18.40664063,30.2620758,28.42839035,31.10246523,29.67183248,28.16247896,25.05020113
Sh3bgrl,74.32635043,100.68905667,85.95288001,76.86468861,124.4739796,106.85346519,4.89060533,5.08660533,5.30950604,4.62810291,7.05782944,5.21895208
Sh3bgrl2,32.32533983,44.60059611,35.43101264,44.93671078,47.78262794,49.13868213,6.44390101,6.59416117,6.67451516,5.60251052,6.89217716,6.04688735
Sh3bgrl3,113.21502469,74.20287074,121.52400894,127.75066901,93.02853021,98.64313204,118.35029049,113.41060587,117.52737097,127.45090402,109.67727028,147.98627745
Sh3bp1,2.27268029,1.79346765,2.07990067,2.41982563,1.8573309,1.52990602,4.82335681,4.56176749,4.79169505,5.72821381,4.37098645,4.88548129
Sh3bp4,6.53345679,5.35272114,6.17367532,6.65555969,4.84761703,4.51346106,6.01800373,6.38011776,5.72937689,6.5045088,5.19322549,5.22111656
Sh3bp5,33.01489136,27.27144166,28.59052363,31.03887869,28.66776922,26.78325599,24.27140707,23.2586988,23.12097147,22.7791364,21.25482885,21.80728274
Sh3bp5l,5.81807308,4.56838861,6.53900762,5.96658348,3.7577757,3.1677172,21.16210818,20.34324695,19.94010244,20.63919378,17.36268267,19.94199401
Sh3d19,1.67863209,1.62815165,1.7624377,1.51881217,1.80120325,1.90261489,1.34155175,1.36301073,1.26580325,1.48172658,1.49606848,1.24059402
Sh3gl1,22.33229589,22.61534186,24.71347243,28.61519932,23.23365173,23.83436336,14.90171389,13.89896899,14.38480605,16.82673312,13.58345026,15.37718808
Sh3gl2,525.99082934,571.07337718,601.15678168,610.88533868,552.46838248,526.82603566,139.12629684,140.93339396,137.23253656,118.53068296,126.38860077,125.23264764
Sh3gl3,13.09672351,13.48204316,12.87091014,14.47675829,14.92445536,14.09346952,17.62589092,17.83094607,18.93627109,20.26697016,19.11717604,20.58598376
Sh3glb1,16.89699263,23.86041684,24.23371211,21.2781468,22.60802638,24.6308367,5.98479387,6.27529331,6.23073387,6.21095833,7.24400008,5.55408614
Sh3glb2,60.5300869,54.30846612,67.62972237,74.96908352,61.68892617,55.24996413,73.66965113,74.77647442,76.11694108,76.9387324,69.23252723,85.9259915
Sh3kbp1,13.08703466,15.33079206,12.81000514,13.08041645,13.80439927,12.71213837,3.59658142,3.50360197,3.38489538,3.42628367,3.82272775,3.08619521
Sh3pxd2a,7.11356402,5.6551239,6.17260454,6.18350194,5.03453747,4.65053655,5.66031217,5.59073463,5.45190163,5.13029503,4.7932732,4.13606706
Sh3pxd2b,2.06355671,1.43539875,1.96883627,2.07785532,1.61742114,1.60922843,3.06452967,3.30041035,3.38325582,3.35800528,2.91552843,2.38693677
Sh3rf1,4.01705228,3.78005052,4.38016625,3.87943464,3.52205087,3.43496426,6.79677807,6.84827581,6.56029182,6.93682524,6.20052318,5.54283978
Sh3rf2,2.70008482,1.56391701,2.46273915,3.59144697,2.71294838,1.76436535,2.45633366,1.77807856,2.60857563,2.74260622,2.36445656,1.36370726
Sh3rf3,2.68854494,2.76131876,2.80444071,3.29010582,2.22754522,2.081692,5.44499951,4.95126291,5.49749465,5.77640898,4.90756405,3.61400236
Sh3yl1,1.01254327,1.19242939,1.29933765,0.79183291,1.07053704,0.97563704,5.41980217,4.93089154,5.11099553,4.37955613,5.2238118,4.90174172
Shank1,6.81635912,7.29731755,8.19709448,8.51499115,8.61811947,7.06886836,44.8075657,50.31775582,46.24243083,46.78374814,44.21499654,38.50449713
Shank2,8.810006,7.85524438,8.47137107,9.20032332,6.66015075,6.83422622,17.42731053,17.69976399,16.66617939,18.34598353,14.84867573,12.07018014
Shank3,7.66396272,7.91083611,8.98667253,9.86418106,9.10667705,7.70956166,27.41245879,27.87606807,27.74301791,29.39552153,26.23793547,21.293532
Sharpin,20.21921057,15.56528422,21.16522124,18.85517259,15.28676322,14.9008712,17.65616048,17.46678603,17.64397237,18.79120385,16.33498686,19.00203338
Shb,3.56238439,3.16507013,3.77220405,4.07447482,3.59961001,2.59782719,7.03783122,6.3788357,7.33931384,7.48422466,6.9263053,7.03759044
Shc1,0.72885239,0.64825575,0.75132685,1.04314503,0.91707491,0.75995217,2.12440496,2.03437591,1.89545625,2.4181579,2.36678043,2.21863396
Shc2,4.7052882,5.27481415,4.74371423,4.51840655,4.67349723,4.01048012,10.35890194,9.94887493,10.30754013,8.7043793,9.69560376,9.63240561
Shc3,6.87330635,7.37012317,7.37892757,7.57140756,6.55366585,5.46520714,7.51433479,8.12168313,7.42445287,8.0512318,7.10141998,3.53052058
Shd,4.29233562,4.0797835,4.97363853,4.86068235,4.37678985,3.96617666,9.59343884,11.14772273,11.05278465,11.23162459,10.68752168,13.1125049
Shf,10.55144685,8.42338928,9.75939064,10.14955588,8.33061841,8.25764282,23.75418793,25.09169084,25.18617722,23.53277211,23.07981333,28.84706375
Shfl,47.61899388,38.90982518,40.33483396,45.39319304,41.77792272,38.07834248,28.46812887,27.13565124,28.20195445,24.45545759,24.18662778,29.30492352
Shh,1.76930507,1.08545838,1.36104135,1.75208018,1.25018196,1.01684545,1.28745491,1.30307066,1.18983662,1.10379561,1.22532647,1.10957961
Shisa4,55.10485504,30.70964304,49.51526398,65.92472065,42.01407333,33.71367988,71.73705048,67.59328866,67.97646015,69.70792007,69.18159741,82.19889835
Shisa5,6.50733507,6.57241071,9.27957341,8.15501737,7.93492295,5.95467922,29.26708432,28.29549335,27.227973,30.78028973,29.51493007,35.33603161
Shisa7,31.58350096,21.73257121,30.71039147,29.9607104,23.70757586,22.62552906,24.34045037,25.05051355,25.2235228,25.62295367,23.49129996,18.99963932
Shisa8,0.67137244,0.29714423,0.74517014,0.74609414,0.53928304,0.46952532,0.95636746,1.05458545,1.21864242,1.17378512,1.01614979,1.35239516
Shisa9,26.25009833,21.44590192,27.73122834,27.11853672,23.49094128,21.14836756,9.53170238,9.27241963,9.92957746,9.96954993,9.88657042,7.75955526
Shisal1,6.63179096,5.34403801,5.18168018,7.85550187,5.39213549,3.9099022,9.4978925,9.5696521,9.46582926,10.85959422,9.3666548,7.33370321
Shkbp1,0.78858361,0.96440009,0.99925435,0.96952576,0.99971593,0.66559999,2.32477845,2.47680442,2.42534994,2.62808399,2.40700055,2.64968038
Shld1,4.7445506,4.71441648,5.44843032,4.97739364,3.98132899,3.62918125,4.00964234,3.48978189,3.44265701,3.90002948,3.44395635,4.43363825
Shmt2,18.84021112,16.01698764,17.5793951,9.96199253,10.94173653,10.59387267,13.82059043,13.18352261,13.19127089,7.37670832,7.40999108,8.18165325
Shoc2,15.24036832,18.16611658,15.60052084,14.57695983,16.78307059,18.81322742,8.78637641,8.89091701,8.17918631,8.187639,9.94674538,7.29684479
Shpk,2.70237964,1.77047208,2.00975118,1.98124231,1.64657724,1.73242049,1.4802782,1.26878772,1.44383124,1.20616925,1.16563806,1.56603783
Shq1,3.50310452,4.35525809,4.28395031,3.97751147,3.92821552,3.92359688,1.24647115,1.25309274,1.23788764,1.19528772,1.14089553,0.94203761
Shroom1,1.45262276,1.1084072,1.42737917,1.50046672,1.25523933,1.19823384,1.33168869,1.3986221,1.5287365,1.86728624,1.93589743,1.77913966
Shroom2,11.08125483,11.75460202,12.23542949,11.65175186,10.57527045,10.69955175,9.9634763,9.89829759,9.80385734,9.88900783,9.80687506,8.42971821
Shtn1,9.48060992,8.94356337,10.87187038,9.29850268,10.83243715,11.03454175,4.7119518,4.57633457,4.7538129,4.11633841,5.0181795,4.7031382
Siae,12.8247892,10.64362255,10.92904464,10.35890504,10.33325684,10.38678669,3.34678067,3.2525468,3.43246032,3.27538475,3.45822795,3.13327371
Siah1a,6.77811653,7.36090973,7.91356313,6.70392517,8.20871161,7.81199127,9.81283639,9.8343171,9.50515665,8.99620438,8.74725948,8.66645489
Siah1b,1.95209756,2.05574956,2.13495408,1.95845005,2.11081156,2.19949269,3.08430801,3.23268671,3.26446716,3.42133897,3.08193681,3.13329817
Siah2,6.14296959,3.74188732,4.67044127,5.20936314,3.95321527,3.63768963,9.19449843,9.19616136,8.3728829,9.287907,8.19979689,9.42096465
Siah3,1.68288791,1.44182683,1.13800725,2.24528243,1.45988354,1.59583753,2.05752411,2.16711757,2.02617426,2.48680231,2.02019948,1.95059785
Sidt1,16.64441782,14.36625802,16.33421843,16.02825012,15.34500687,14.85474737,9.74089596,9.63567643,9.87695415,9.62384943,10.12458642,8.9510657
Sidt2,9.15528296,7.47896611,9.15013653,8.88623336,8.26427855,7.78510374,15.73100653,15.16596921,16.02815721,16.95457055,16.74359305,15.06478775
Siglech,10.1479337,7.38572419,8.41970794,8.77892649,12.54312569,10.87048494,1.03734357,1.09947783,1.02611197,1.40304687,1.60839075,1.11473243
Sigmar1,17.57214608,12.62304441,14.70919822,19.63572598,15.95132056,12.09746372,15.01861657,14.21657054,15.6968547,16.38495608,15.25745665,16.95129642
Sik1,4.08233793,2.51830738,2.39611188,4.83731368,3.95686961,2.53853252,5.30746305,4.44269963,3.27391857,5.4757719,6.47767035,4.4623648
Sik2,12.19549696,11.70241346,12.82171827,15.51300016,11.61055873,11.74969778,4.76509134,4.50745131,5.22977115,5.721119,4.74608421,2.31553368
Sik3,30.88173221,29.21899248,33.18204851,34.30425212,27.95833818,26.45400661,25.16547821,25.53597031,27.80736311,26.68694848,23.40380961,19.91070763
Sike1,30.80197745,27.63922556,25.71689047,32.38540515,31.670912,31.31888704,3.17050924,3.32872534,3.14710825,3.08705926,3.50022654,2.68259611
Sil1,13.15577147,12.20257991,13.27666552,12.36628552,15.20461249,13.33440407,10.1187421,8.82287202,10.45608806,10.08874244,10.11335926,10.94650048
Simc1,2.05552512,2.30374786,2.60404525,1.8826062,2.07365527,2.47509396,1.78939605,2.12929319,2.19753393,1.66693172,1.84874532,1.49727783
Sin3a,8.01504325,8.71290226,8.07480395,7.49485734,7.6258313,7.64172672,5.77479255,5.81151001,5.76460656,4.98189963,5.34467472,4.18058974
Sin3b,44.06814359,39.75963709,40.36009923,42.64041665,34.6361107,34.50550339,19.3717923,19.61475709,19.3995213,19.34582252,16.75029918,18.13888456
Sipa1,0.86402393,0.70444,0.77535066,0.89590112,0.73996537,0.60942102,2.18586403,2.23835154,2.45996875,3.02155389,2.30033695,2.68466793
Sipa1l1,19.98033652,19.99147303,18.70069702,18.59108074,15.94807994,17.16037754,41.71892089,40.76951657,39.86698321,40.082773,36.60426211,27.66171927
Sipa1l2,7.73071925,6.85473084,8.02784038,7.86859921,5.89385629,5.78643929,8.66749633,8.98945771,9.34303778,8.67579014,8.17489999,6.16141791
