lat,lon,elev_m,shoreline
4.6552649,103.5552597,-1346,Arabia
4.5444751,102.0708542,-1085,Arabia
4.8804502,91.9497452,-3368,Arabia
4.7716036,91.3432922,-3467,Arabia
4.5631471,90.752739,-3643,Arabia
4.3939743,120.7480927,-217,Arabia
4.4369211,104.9469528,-1084,Arabia
4.4605498,102.8596649,-1417,Arabia
4.2081127,90.4947205,-3519,Arabia
3.7284224,120.892952,-710,Arabia
3.7996175,106.5467148,-2562,Arabia
3.8700063,104.9699326,-960,Arabia
3.6274521,89.8956757,-2886,Arabia
3.8138928,87.8502274,-2476,Arabia
3.6590686,87.1979446,-3572,Arabia
3.8047149,83.3140182,-3276,Arabia
3.5890973,107.1117172,-711,Arabia
3.3206172,107.6790543,-950,Arabia
3.5820377,89.7766495,-3058,Arabia
3.4391816,89.182579,-3268,Arabia
3.4879262,88.5575104,-3523,Arabia
3.5419459,86.5908508,-3341,Arabia
3.4839001,85.9971695,-3789,Arabia
3.4165783,85.4043503,-2329,Arabia
3.3400025,84.8125153,-3073,Arabia
3.3658791,84.2143097,-2857,Arabia
3.0200224,120.9239655,19,Arabia
2.9302933,108.5841217,-966,Arabia
2.4070532,122.129425,-2598,Arabia
2.5892496,108.9907303,-908,Arabia
2.004565,122.7610779,-504,Arabia
2.3208971,122.2327194,-2607,Arabia
2.1781139,121.1843338,-479,Arabia
2.0059583,108.7905807,-891,Arabia
2.1944795,108.1219177,-952,Arabia
2.1191487,107.6060638,-306,Arabia
1.5642411,123.506012,-1719,Arabia
1.7613142,107.6393967,-895,Arabia
1.0511715,124.8588181,-1960,Arabia
1.2824028,124.3108749,-2010,Arabia
1.4619418,123.7238159,-1223,Arabia
1.1875288,108.3361588,-791,Arabia
0.7416108,125.5044937,-1586,Arabia
1.0008258,124.9684143,-1634,Arabia
0.9449487,105.3492203,-826,Arabia
0.5335119,108.7051544,-772,Arabia
-0.0304508,126.2721329,-24,Arabia
-0.0604645,109.256691,-733,Arabia
-0.1680647,110.3319626,-434,Arabia
-0.0704304,110.8966904,-212,Arabia
-0.1266723,105.8287888,-725,Arabia
-0.6207791,127.0141602,51,Arabia
-0.2893777,109.6894302,-566,Arabia
-0.275101,111.3128662,-254,Arabia
-0.5449095,111.8419418,439,Arabia
-0.5804493,106.1609879,-311,Arabia
-1.1179852,129.5257568,-472,Arabia
-1.0449351,128.8435059,-334,Arabia
-0.9604669,128.2893372,-128,Arabia
-0.7516771,127.7184372,-133,Arabia
-0.7008989,127.2338562,129,Arabia
-0.8474298,112.5911865,-370,Arabia
-0.907207,113.2437439,-346,Arabia
-1.0752501,107.2502365,-443,Arabia
-0.7914927,106.7132034,-630,Arabia
-1.4296168,130.4931641,-2029,Arabia
-1.213535,129.9621124,-1344,Arabia
-1.4338644,113.7921295,-565,Arabia
-1.49586,111.0073929,-437,Arabia
-1.3016214,109.4772263,-334,Arabia
-1.496917,108.1716003,695,Arabia
-1.199451,107.639946,-498,Arabia
-1.9911896,131.2840271,-253,Arabia
-1.649073,130.7826538,-354,Arabia
-1.8354888,113.490654,-453,Arabia
-1.7599579,112.9543304,-565,Arabia
-1.7089552,112.4053345,-610,Arabia
-1.6935228,111.8792114,76,Arabia
-1.782101,110.609024,-558,Arabia
-1.5972282,108.8024902,156,Arabia
-1.5744064,108.2739868,885,Arabia
-2.376349,131.6497498,-806,Arabia
-2.2788293,110.656868,-243,Arabia
-2.4613624,-151.0544281,-2769,Arabia
-2.7379169,110.779747,-684,Arabia
-2.8589852,-150.8860474,-2761,Arabia
-2.9409127,110.6213226,-656,Arabia
-3.663661,-143.1293945,-1248,Arabia
-3.4281721,132.1652374,218,Arabia
-4.1465735,-143.6147156,-1408,Arabia
-3.8840289,-150.5752869,-2797,Arabia
-3.7769957,132.1757812,665,Arabia
-4.3245525,-144.3011932,-1587,Arabia
-4.5403652,-144.9355011,-1975,Arabia
-4.3015523,-149.5099792,-2353,Arabia
-4.3837185,142.8977814,-1582,Arabia
-4.4041171,142.2982635,-1110,Arabia
-4.1744323,136.3758698,-1701,Arabia
-4.3938303,135.7655029,-1513,Arabia
-4.7088404,-145.2454071,-1769,Arabia
-4.8028989,-148.7786713,-2228,Arabia
-4.7808003,142.0708313,-1561,Arabia
-4.6010365,136.6870575,-1850,Arabia
-4.8724098,134.5584106,-802,Arabia
-4.8990326,132.3579407,328,Arabia
-4.8302865,-165.7375641,-2505,Arabia
-4.9615984,-166.2714233,-3650,Arabia
-5.3880744,-147.9281921,-1881,Arabia
-5.051455,-148.4701996,-2010,Arabia
-5.3103738,141.7621765,-2936,Arabia
-5.131887,135.1571808,-937,Arabia
-5.1893578,133.8813782,-1996,Arabia
-5.1669407,132.4945374,851,Arabia
-5.1327043,-164.7884827,-2415,Arabia
-5.1250062,-166.4624329,-2218,Arabia
-5.7167363,-146.1109619,-965,Arabia
-5.7750373,-147.291214,-1391,Arabia
-5.8146296,143.6423187,-2000,Arabia
-5.5496688,139.0914612,134,Arabia
-5.7942667,136.879776,-2753,Arabia
-5.5550547,133.2905579,-229,Arabia
-5.4987702,132.7510986,128,Arabia
-5.6060777,-163.9716644,-2444,Arabia
-5.7386398,-167.0145569,-2191,Arabia
-5.9132562,-146.7496643,-1088,Arabia
-6.1563153,141.3834534,-1818,Arabia
-6.0110712,138.8153687,-1324,Arabia
-6.2582712,137.2016449,-1918,Arabia
-6.1055918,-162.9292297,-2348,Arabia
-6.104425,-167.2625275,-2061,Arabia
-6.4213462,143.9072571,-1359,Arabia
-6.5589452,139.6957703,-288,Arabia
-6.6215267,138.3432007,206,Arabia
-6.4860516,137.7154083,-886,Arabia
-6.3700647,-162.862915,-2250,Arabia
-7.0379424,149.7083282,-2596,Arabia
-6.8866887,149.1501465,-2018,Arabia
-7.1431656,148.5103607,-1955,Arabia
-7.1067019,146.1681519,-995,Arabia
-6.8750343,140.8543243,-1019,Arabia
-6.8933516,140.3391571,-536,Arabia
-7.1419802,-163.5010681,-2527,Arabia
-6.8297157,-167.9361267,-2280,Arabia
-7.1603031,-168.4538422,-2079,Arabia
-7.3302217,149.833252,-2267,Arabia
-7.5066476,146.9824829,-788,Arabia
-7.417788,145.8961334,-881,Arabia
-7.3100448,144.4875336,-1203,Arabia
-7.4307261,-168.7341309,-1980,Arabia
-7.7941036,154.6386871,-1764,Arabia
-7.8127112,153.3915405,-1920,Arabia
-7.7050848,152.8639374,-1910,Arabia
-7.6340837,152.2129669,-1917,Arabia
-8.0367374,150.7007904,-847,Arabia
-7.6796165,150.1954193,-1840,Arabia
-7.7446833,147.4860535,-1021,Arabia
-7.9685178,145.4789276,-1027,Arabia
-7.7062764,144.9624786,-966,Arabia
-7.7599368,-161.4063416,-2430,Arabia
-7.8449678,-163.8365936,-1625,Arabia
-7.8063383,-169.313797,-2128,Arabia
-7.7745538,-169.9415741,-2051,Arabia
-8.4170036,155.7772827,-1488,Arabia
-8.0888491,155.2874603,-1505,Arabia
-8.3745565,154.1496582,-1081,Arabia
-8.189003,151.5165558,-1101,Arabia
-8.2696238,150.9088593,-742,Arabia
-8.2038546,-163.8481903,-1493,Arabia
-8.8563957,160.5562592,-1484,Arabia
-8.841713,158.8101654,-1274,Arabia
-8.5631227,-161.9920197,-1828,Arabia
-8.8372421,-163.482666,-1253,Arabia
-9.33391,161.0263367,-1573,Arabia
-9.0194912,160.1371613,-1410,Arabia
-9.1888294,159.4207458,-1083,Arabia
-9.1597919,158.3129272,-1130,Arabia
-9.2585936,157.8103333,-1175,Arabia
-9.2933683,157.2465515,-971,Arabia
-9.2504501,156.6953583,-1140,Arabia
-8.9962997,156.2009735,-1557,Arabia
-9.1648703,-162.8558655,-1135,Arabia
-9.0632725,-171.0320587,-2070,Arabia
-9.3363743,159.6075134,-1098,Arabia
-10.0044708,-171.5231171,-1611,Arabia
-10.2104263,161.3720245,-1600,Arabia
-10.8898144,168.0802155,-2056,Arabia
-10.7128592,167.5781097,-1970,Arabia
-10.6688042,167.0381927,-1907,Arabia
-10.8889332,166.3752747,-1916,Arabia
-10.7548418,162.7748871,-1893,Arabia
-10.7000656,162.2616577,-1662,Arabia
-10.7266808,-171.9662628,-1741,Arabia
-10.9828396,-172.5626831,-2077,Arabia
-11.0248222,-174.421524,-2206,Arabia
-10.9584475,-175.052475,-2234,Arabia
-10.8766823,-175.6216278,-2171,Arabia
-11.0354843,-176.2207642,-1144,Arabia
-11.0898294,168.3848724,-2211,Arabia
-11.3980579,165.5978546,-1672,Arabia
-11.4678164,163.6198273,-1322,Arabia
-11.0928383,-172.9607391,-1759,Arabia
-11.1143551,-173.3722382,-2157,Arabia
-11.0652142,-173.9939117,-1977,Arabia
-11.4434385,-176.7746277,-819,Arabia
-11.0680485,-177.3437653,-1639,Arabia
-11.4206524,-177.9318542,-1704,Arabia
-11.5730715,165.0996399,-1858,Arabia
-11.5181198,164.5557404,-1911,Arabia
-11.5226469,-178.0252075,-1753,Arabia
-11.8709068,-178.5776978,-396,Arabia
-11.922739,-179.1439362,-676,Arabia
-12.1127539,179.5040283,-1536,Arabia
-12.3501406,168.9091949,-1637,Arabia
-12.0944252,-179.5284119,-741,Arabia
-12.7631159,176.5409546,-1949,Arabia
-12.6216345,176.0538483,-1633,Arabia
-12.3767653,179.9999847,-1651,Arabia
-12.9515705,178.5183411,-1936,Arabia
-13.1374741,177.3229065,-1497,Arabia
-12.9113464,176.8464355,-1951,Arabia
-13.0859652,169.761261,-1369,Arabia
-13.2575369,178.1638184,-1900,Arabia
-13.2247114,175.7071228,-982,Arabia
-13.2896242,174.2696381,-1678,Arabia
-13.4696112,170.6977692,-1572,Arabia
-13.4092436,170.1776276,-1452,Arabia
-13.9027166,174.37323,-2086,Arabia
-13.8256016,171.1013336,-1754,Arabia
-14.4721365,176.0843506,-1906,Arabia
-14.4325695,173.5001373,-1740,Arabia
-14.787241,174.2728577,-1800,Arabia
-14.8151703,173.1483612,-387,Arabia
-15.1673288,176.1397095,-1726,Arabia
-15.2140141,172.5929108,-1047,Arabia
-15.1717892,171.3547211,-1660,Arabia
-15.6995173,174.5180817,-710,Arabia
-15.5520592,171.6226807,-1542,Arabia
-15.8889332,175.4644623,92,Arabia
-16.0006714,174.7579651,-590,Arabia
55.3064575,-68.6607437,-3765,Arabia
54.8600883,-63.1680336,-3982,Arabia
53.3870697,-56.5459824,-4029,Arabia
51.7801399,-69.8056107,-3550,Arabia
51.0659485,-86.9778137,-1306,Arabia
50.5303078,-81.7733459,-2227,Arabia
50.173214,-68.2672272,-1945,Arabia
49.4143867,-70.018898,-2147,Arabia
49.0126534,-87.895134,-591,Arabia
48.6555595,-118.7593307,-1242,Arabia
48.2538261,-108.437851,-476,Arabia
48.0306396,-51.6984558,-3675,Arabia
47.003994,-122.1081314,-900,Arabia
46.5129852,-105.3688889,583,Arabia
46.6468964,19.14715,-3659,Arabia
45.8880692,-122.3894882,-286,Arabia
45.8880692,13.8819447,-3642,Arabia
45.4417,13.1355104,-3712,Arabia
44.950695,-50.869133,-3396,Arabia
44.3704147,11.0196543,-3592,Arabia
43.9240456,-89.5220947,-393,Arabia
43.6562271,19.8953876,-3810,Arabia
43.2991295,-89.946022,440,Arabia
43.2991295,36.583313,-1422,Arabia
42.7634888,16.3839073,-3420,Arabia
42.3171196,0.0285735,-3896,Arabia
42.2278442,18.4142952,-3719,Arabia
41.8261108,-99.5278702,812,Arabia
42.0046616,6.8162603,-3830,Arabia
41.4243813,-99.0882568,1006,Arabia
41.5582924,-6.0563269,-4224,Arabia
41.2458344,29.2957535,-2530,Arabia
40.9780121,-7.6582317,-4141,Arabia
40.844101,47.5860596,-2172,Arabia
40.5762787,-49.9839897,-3621,Arabia
40.4870071,33.3637199,-651,Arabia
40.1816902,-50.0181046,-3642,Arabia
40.2638206,35.8272171,-1756,Arabia
39.8174515,-140.3765564,-3311,Arabia
39.496067,-49.7803535,-3614,Arabia
39.2371712,-134.7131348,-423,Arabia
39.2818108,18.7691803,-2986,Arabia
39.1478996,50.792923,-327,Arabia
39.0586243,55.7298012,-807,Arabia
38.7247391,-49.7511406,-3593,Arabia
38.8354416,45.1826096,-1113,Arabia
38.3890724,-125.0888596,655,Arabia
38.2551613,24.1853428,-1873,Arabia
37.7641563,-131.1389771,-408,Arabia
37.7820091,-50.519558,-3452,Arabia
38.1212502,56.5388756,-1986,Arabia
37.674881,-88.1201324,836,Arabia
36.9160538,-126.819046,398,Arabia
36.4696846,-137.9078522,-2175,Arabia
36.6482315,-91.7715988,820,Arabia
36.871418,55.4330635,-272,Arabia
36.2018623,-92.0199356,781,Arabia
35.7251396,-51.2942276,-3391,Arabia
35.5323105,-139.4595642,-1627,Arabia
35.2198524,54.5553818,-920,Arabia
34.9073944,-139.805069,-1654,Arabia
35.0395203,-51.5230827,-3253,Arabia
35.1305771,61.0995445,-1815,Arabia
34.6842079,-142.4127045,-1334,Arabia
33.7468338,-130.1543121,232,Arabia
33.38974,-130.2051849,107,Arabia
32.8987312,-130.1697083,227,Arabia
32.2684593,-52.5253525,-3250,Arabia
32.3630905,72.0530014,-1122,Arabia
31.8274479,72.2096558,-107,Arabia
31.023983,66.8535614,199,Arabia
30.3097935,-53.5929985,-3136,Arabia
29.595602,-18.8154068,-4132,Arabia
28.7921391,-19.1778927,-4058,Arabia
28.2118587,-19.0727139,-3838,Arabia
27.7654896,70.5965118,758,Arabia
27.0513,-54.7073669,-3309,Arabia
26.4263821,-128.6273804,-561,Arabia
26.2031975,75.2447433,292,Arabia
25.9353771,-18.8877544,-3654,Arabia
24.7943363,-127.9107513,-709,Arabia
24.6409073,-22.1739388,-3485,Arabia
23.9713535,-22.4968662,-3356,Arabia
23.7051964,-136.5524597,-2481,Arabia
23.6159229,-135.5793762,-1859,Arabia
23.5355759,-133.8028259,-281,Arabia
23.69627,-132.7850952,-1014,Arabia
23.7035313,-55.0638771,-2056,Arabia
