P_ID_NUMBER,NAME,REGION,DEPOSIT_TYPE,COMMODITY,REMAINING_RESOURCE,PRODUCTION_CAPACITY,STATUS,DISCOVERY_YEAR,START_YEAR,DEVELOPMENT_PROBABILITY,GRADE,RECOVERY,BROWNFIELD_TONNAGE_FACTOR,BROWNFIELD_GRADE_FACTOR,VALUE_NET,VALUE_RECOVERY_NET,MINE_COST_MODEL,MINE_COST_A,MINE_COST_B,MINE_COST_C,MINE_COST_D,REVENUE_MODEL,REVENUE_A,REVENUE_B,REVENUE_C,REVENUE_D,COST_MODEL,COST_A,COST_B,COST_C,COST_D,LATITUDE,LONGITUDE,TERRESTRIAL_BIODIVERSITY_CARBON_VALUE,MARINE_BIODIVERSITY_50KM_VALUE
292,Nickel Island,10_30,Magmatic Sulphide,Ni,810000,,0,,,0.1,0.0023,0.6527921026907164,,,,,,,,,,,,,,,,,,,,48.63096,-80.87903,23.0,
293,Nickel King,10_30,Magmatic Sulphide,Ni,44172000,,0,,,0.1,0.0037,0.6911345484070905,,,,,,,,,,,,,,,,,,,,60.24933,-104.51322,15.0,
294,Nickel Shaw,30_100,Magmatic Sulphide,Ni,553928000,,0,,,0.1,0.0026,0.662679857365141,,,,,,,,,,,,,,,,,,,,61.46667,-139.53333,45.0,
295,Nickel West,30_100,Magmatic Sulphide,Ni,412100000,,1,,-9999,1.0,0.00751,0.7482261889144953,,,,,,,,,,,,,,,,,,,,-27.23056,120.545,43.0,
296,Nicobi,10_30,Magmatic Sulphide,Ni,185460,,0,,,0.1,0.0571,0.911828222039794,,,,,,,,,,,,,,,,,,,,49.3283,-75.97147,19.0,
297,Niinimaki,30_100,Magmatic Sulphide,Ni,100000,,0,,,0.1,0.010820000000000001,0.7776760428900386,,,,,,,,,,,,,,,,,,,,61.67667,27.94472,36.0,
298,Nikkel Og Olivin,30_100,Magmatic Sulphide,Ni,800000,,1,,-9999,1.0,0.005,0.7154183730350211,,,,,,,,,,,,,,,,,,,,68.33204,16.94439,31.0,0.8879188128880092
299,Nikolai,30_100,Magmatic Sulphide,Ni,1709000000,,0,,,0.1,0.0022,0.6492071124911414,,,,,,,,,,,,,,,,,,,,63.27641,-146.29058,44.0,
300,Nisk,10_30,Magmatic Sulphide,Ni,7216000,,0,,,0.1,0.008159999999999999,0.7549207578188699,,,,,,,,,,,,,,,,,,,,51.70532,-75.60596,16.0,
301,Niwest,30_100,Laterite,Ni,181940000,,0,,,0.1,0.008199999999999999,0.7075412888122479,,,,,,,,,,,,,,,,,,,,-28.67722,121.71611,49.0,
302,Njuggtraskliden,10_30,Magmatic Sulphide,Ni,575000,,0,,,0.1,0.0070999999999999995,0.7436984990737515,,,,,,,,,,,,,,,,,,,,64.82164,19.28144,13.0,
303,Nkomati,0_10,Magmatic Sulphide,Ni,214700000,,1,,-9999,1.0,0.00359,0.6887005118145609,,,,,,,,,,,,,,,,,,,,-25.74111,30.62,6.0,
304,No. 20,30_100,Magmatic Sulphide,Ni,2590000,,0,,,0.25,0.006999999999999999,0.7425545224462852,,,,,,,,,,,,,,,,,,,,42.28194,94.77833,98.0,
305,Nonoc,10_30,Laterite,Ni,144000000,,0,,,0.1,0.011000000000000001,0.7586087216571837,,,,,,,,,,,,,,,,,,,,9.83278,125.61056,11.0,0.9235302209854126
306,Norpax,10_30,Magmatic Sulphide,Ni,1010000,,0,,,0.1,0.012,0.7860240512338756,,,,,,,,,,,,,,,,,,,,50.46744,-95.01902,23.0,
307,Norseman,0_10,Magmatic Sulphide,Ni,42580000,,0,,,0.1,0.0037199999999999998,0.6915693149586447,,,,,,,,,,,,,,,,,,,,-32.09801,121.65464,9.0,
308,North Kambalda,30_100,Magmatic Sulphide,Ni,1535000,,1,,-9999,1.0,0.03646,0.8756500204094082,,,,,,,,,,,,,,,,,,,,-31.17766,121.69289,69.0,
309,NorthMet,30_100,Magmatic Sulphide,Ni,1015800000,,0,,,0.25,0.0007000000000000001,0.5568533372814085,,,,,,,,,,,,,,,,,,,,47.6157,-91.97971,33.0,
310,Norton,10_30,Magmatic Sulphide,Ni,2357000,,0,,,0.1,0.00714,0.7441515845350948,,,,,,,,,,,,,,,,,,,,51.90281,-87.42056,25.0,
311,Norwest,10_30,Laterite,Ni,58003000,,0,,,0.1,0.01772,0.8414954028634735,,,,,,,,,,,,,,,,,,,,-13.75285,-60.34082,18.0,
312,Nova-Bollinger,30_100,Magmatic Sulphide,Ni,5808200,,1,,-9999,1.0,0.01823,0.8197483934444292,,,,,,,,,,,,,,,,,,,,-31.8139,123.17778,31.0,
313,Ntaka Hill,30_100,Magmatic Sulphide,Ni,56257000,,0,,,0.1,0.00632,0.7343129252539196,,,,,,,,,,,,,,,,,,,,-10.10449,38.54364,51.0,
314,Nunavik,30_100,Magmatic Sulphide,Ni,38460328,,1,,-9999,1.0,0.00914,0.7640676622625755,,,,,,,,,,,,,,,,,,,,61.420856,-74.1375,58.0,
315,Old Nick,10_30,Magmatic Sulphide,Ni,17236048,,0,,,0.1,0.00191,0.6378070442039023,,,,,,,,,,,,,,,,,,,,49.04169,-119.08467,27.0,
316,Onca Puma,30_100,Laterite,Ni,157500000,,1,,-9999,1.0,0.0146,0.8078273899856073,,,,,,,,,,,,,,,,,,,,-6.57399,-51.09138,57.0,
317,Ontario Division,30_100,Magmatic Sulphide,Ni,123400000,,1,,-9999,1.0,0.01437,0.8005599084547569,,,,,,,,,,,,,,,,,,,,46.49222,-81.06667,54.0,
318,Owendale,30_100,Laterite,Ni,39048000,,0,,,0.1,0.00104,0.34857673620848145,,,,,,,,,,,,,,,,,,,,-32.69118,147.47223,56.0,
319,Pacific Express,0_10,Laterite,Ni,697000,,0,,,0.1,0.00904,0.7244950383123212,,,,,,,,,,,,,,,,,,,,-31.57099,152.79006,8.0,0.8960907936096192
320,Pardee,10_30,Magmatic Sulphide,Ni,23100000,,0,,,0.1,0.00199,0.6411161853145753,,,,,,,,,,,,,,,,,,,,48.07625,-89.62488,27.0,
321,Pardoo-Highway,30_100,Magmatic Sulphide,Ni,16463300,,0,,,0.1,0.00407,0.6988212190981296,,,,,,,,,,,,,,,,,,,,-20.18773,119.6572,60.0,0.9619414806365967
322,Phoenix,30_100,Magmatic Sulphide,Ni,116756000,,1,,-9999,1.0,0.0021,0.6454553197502029,,,,,,,,,,,,,,,,,,,,-21.2125,27.77139,55.0,
323,Piaui,30_100,Laterite,Ni,72211000,,1,,-9999,1.0,0.01,0.7420399999999999,,,,,,,,,,,,,,,,,,,,-8.4606,-41.96349,60.0,
324,Pilanesberg,0_10,Magmatic Sulphide,Ni,389120000,,1,,-9999,1.0,6e-05,0.3587200539391431,,,,,,,,,,,,,,,,,,,,-25.10594,26.9918,8.0,
325,Pinares de Mayari,10_30,Laterite,Ni,400000000,,0,,,0.1,0.011000000000000001,0.7586087216571837,,,,,,,,,,,,,,,,,,,,20.56505,-75.70294,12.0,0.8865883946418762
326,Pine Flat,10_30,Laterite,Ni,17447000,,0,,,0.1,0.0078000000000000005,0.6988474772995488,,,,,,,,,,,,,,,,,,,,41.9929,-123.99252,29.0,0.9480093121528625
327,Pingan,30_100,Laterite,Ni,33700000,,1,,-9999,1.0,0.00292,0.5280427032880634,,,,,,,,,,,,,,,,,,,,36.3083,101.98013,61.0,
328,Platreef,0_10,Magmatic Sulphide,Ni,852000000,,0,,,0.25,0.0031,0.6768652637247691,,,,,,,,,,,,,,,,,,,,-24.08375,28.95904,8.0,
329,Poissons Blancs,10_30,Magmatic Sulphide,Ni,5312030,,0,,,0.1,0.00209,0.6450703595920797,,,,,,,,,,,,,,,,,,,,49.33044,-72.17264,20.0,
330,Polar Division,30_100,Magmatic Sulphide,Ni,2319000000,,1,,-9999,1.0,0.0073,0.7459388931394231,,,,,,,,,,,,,,,,,,,,69.28199,88.16999,55.0,
331,Pomalaa,30_100,Laterite,Ni,534420000,,1,,-9999,1.0,0.0169,0.8332588074700573,,,,,,,,,,,,,,,,,,,,-4.23359,121.60422,47.0,0.9464031219482422
332,Pomalaa East,10_30,Laterite,Ni,147000000,,0,,,0.25,0.0183,0.8470942876777827,,,,,,,,,,,,,,,,,,,,-4.22492,121.68711,21.0,0.9464031219482422
333,Premiere Ridge,30_100,Magmatic Sulphide,Ni,1150000,,0,,,0.1,0.013300000000000001,0.7943193965122027,,,,,,,,,,,,,,,,,,,,46.719826,-81.166357,38.0,
334,Prud’homme,30_100,Magmatic Sulphide,Ni,13410214,,0,,,0.1,0.00113,0.5954755446967013,,,,,,,,,,,,,,,,,,,,58.31789,-69.91094,35.0,0.5572288036346436
335,PT Yiwan,0_10,Laterite,Ni,177000000,,1,,-9999,1.0,0.0115,0.7663362160624975,,,,,,,,,,,,,,,,,,,,-3.31452,115.96126,5.0,0.9128334999084473
336,Pujada,0_10,Laterite,Ni,200000000,,0,,,0.1,0.013000000000000001,0.7876494037350286,,,,,,,,,,,,,,,,,,,,6.68999,126.22257,5.0,0.8899755477905273
337,Pulju,30_100,Magmatic Sulphide,Ni,418000000,,0,,,0.1,0.0021,0.6454553197502029,,,,,,,,,,,,,,,,,,,,68.09018,24.42053,36.0,
338,Pulot,10_30,Laterite,Ni,9659825,,0,,,0.1,0.0151,0.8136811416997367,,,,,,,,,,,,,,,,,,,,9.07643,117.96385,20.0,0.9370007514953613
339,Punta Gorda,0_10,Laterite,Ni,310100000,,1,,-9999,1.0,0.0132,0.7903035010902448,,,,,,,,,,,,,,,,,,,,20.62977,-74.86241,8.0,0.8493239879608154
340,Pyke Hill,30_100,Laterite,Ni,10500000,,0,,,0.1,0.009899999999999999,0.7402928496152272,,,,,,,,,,,,,,,,,,,,-29.04667,122.15,49.0,
341,Quicksilver,10_30,Laterite,Ni,26300000,,0,,,0.1,0.0064,0.6644574500790754,,,,,,,,,,,,,,,,,,,,-32.77783,118.67075,19.0,
342,Radio Hill,30_100,Magmatic Sulphide,Ni,10100000,,0,,,0.1,0.00508,0.7166985427711267,,,,,,,,,,,,,,,,,,,,-20.98235,116.86815,50.0,0.9568493843078614
343,Raglan,30_100,Magmatic Sulphide,Ni,7418000,,0,,,0.1,0.0059,0.7287669469837987,,,,,,,,,,,,,,,,,,,,61.39782,-74.97753,66.0,
344,Ramu,0_10,Laterite,Ni,164000000,,1,,-9999,1.0,0.0086,0.7158209488485399,,,,,,,,,,,,,,,,,,,,-5.57,145.195,6.0,
345,Rana,30_100,Magmatic Sulphide,Ni,9150000,,0,,,0.1,0.0036,0.6889248485377932,,,,,,,,,,,,,,,,,,,,68.33429,16.94781,31.0,0.8879188128880092
346,Ravensthorpe,0_10,Laterite,Ni,297600000,,1,,-9999,1.0,0.00551,0.6384278015248879,,,,,,,,,,,,,,,,,,,,-33.645,120.39611,8.0,0.9344081878662109
347,Ravensthorpe East,30_100,Magmatic Sulphide,Ni,2000000,,0,,,0.1,0.009000000000000001,0.7628227797727121,,,,,,,,,,,,,,,,,,,,-33.3437,119.97725,51.0,0.9352105855941772
348,Red Flat,10_30,Laterite,Ni,18761000,,0,,,0.1,0.0084,0.7117304071787518,,,,,,,,,,,,,,,,,,,,42.35215,-124.2983,12.0,0.9293127059936523
349,Redstone,10_30,Magmatic Sulphide,Ni,1280455,,1,,-9999,1.0,0.01532,0.8057227722777577,,,,,,,,,,,,,,,,,,,,48.31667,-81.16472,13.0,
350,Reid,10_30,Magmatic Sulphide,Ni,1583100000,,0,,,0.1,0.0023,0.6527921026907164,,,,,,,,,,,,,,,,,,,,48.78755,-81.57724,18.0,
351,Renzy,10_30,Magmatic Sulphide,Ni,331000,,0,,,0.1,0.008199999999999999,0.7553151302428612,,,,,,,,,,,,,,,,,,,,46.81383,-76.70302,25.0,
352,Rice Island,0_10,Magmatic Sulphide,Ni,7688000,,0,,,0.1,0.0066,0.7378090949599357,,,,,,,,,,,,,,,,,,,,54.82755,-99.93617,3.0,
353,Riihilahti,10_30,Magmatic Sulphide,Ni,135000,,0,,,0.1,0.0016,0.6235241375301626,,,,,,,,,,,,,,,,,,,,62.715,28.698,23.0,
354,Ringerike,10_30,Magmatic Sulphide,Ni,40000000,,0,,,0.1,0.0018,0.6330232215728142,,,,,,,,,,,,,,,,,,,,60.07066,10.04332,26.0,0.8032244443893433
355,Rio Tuba,30_100,Laterite,Ni,50500000,,1,,-9999,1.0,0.01345,0.793565135229273,,,,,,,,,,,,,,,,,,,,8.59975,117.46561,39.0,0.9137129783630371
356,River Valley,10_30,Magmatic Sulphide,Ni,183908000,,0,,,0.1,0.0002,0.45581925663522554,,,,,,,,,,,,,,,,,,,,46.70591,-80.27606,26.0,
357,Riverina,10_30,Laterite,Ni,2195850,,0,,,0.1,0.0101,0.7437697655155147,,,,,,,,,,,,,,,,,,,,-29.745,120.56389,28.0,
358,River's Option,30_100,Magmatic Sulphide,Ni,19000,,0,,,0.1,0.013999999999999999,0.7984561494112643,,,,,,,,,,,,,,,,,,,,46.82953,-81.31251,32.0,
359,RM,10_30,Magmatic Sulphide,Ni,132000,,0,,,0.1,0.0046,0.7086937296556955,,,,,,,,,,,,,,,,,,,,48.20972,-79.27471,27.0,
360,Rockford,30_100,Magmatic Sulphide,Ni,1835445,,0,,,0.1,0.014950000000000001,0.8037510764556529,,,,,,,,,,,,,,,,,,,,-30.70821,124.05951,60.0,
361,Rodburn,30_100,Magmatic Sulphide,Ni,4300000,,0,,,0.1,0.0054,0.7216252040416086,,,,,,,,,,,,,,,,,,,,57.49069,-2.71809,44.0,0.8724639415740967
362,Romblon,0_10,Laterite,Ni,7260000,,0,,,0.1,0.015349999999999999,0.8165357214398477,,,,,,,,,,,,,,,,,,,,12.35853,122.56526,1.0,0.9634820222854614
363,Ronnbacken,10_30,Magmatic Sulphide,Ni,620000000,,0,,,0.1,0.0018,0.6330232215728142,,,,,,,,,,,,,,,,,,,,65.50999,15.38613,19.0,
364,Rooderand,0_10,Magmatic Sulphide,Ni,63310000,,0,,,0.1,0.00156,0.6214822816340376,,,,,,,,,,,,,,,,,,,,-25.12833,27.00989,8.0,
365,Rooipoort,0_10,Magmatic Sulphide,Ni,18128000,,0,,,0.1,0.00185,0.6352329214421115,,,,,,,,,,,,,,,,,,,,-24.28468,29.00917,7.0,
366,Rostvangen-Kvikne-Vakkerlien,30_100,Magmatic Sulphide,Ni,400000,,0,,,0.1,0.01,0.77132,,,,,,,,,,,,,,,,,,,,62.52425,10.291952,33.0,
367,Roussakero,10_30,Magmatic Sulphide,Ni,42100000,,0,,,0.1,0.004,0.6974220687650814,,,,,,,,,,,,,,,,,,,,68.61091,22.09872,25.0,
368,Ruth Well,30_100,Magmatic Sulphide,Ni,265000,,0,,,0.1,0.005,0.7154183730350211,,,,,,,,,,,,,,,,,,,,-20.86766,116.87147,49.0,0.9580362637837728
369,Sahakoski,10_30,Magmatic Sulphide,Ni,1600000,,0,,,0.1,0.006500000000000001,0.7365777886000597,,,,,,,,,,,,,,,,,,,,61.64148,21.69871,27.0,0.7815276781717936
370,Saints,30_100,Magmatic Sulphide,Ni,2011277,,0,,,0.1,0.01042,0.774638056587716,,,,,,,,,,,,,,,,,,,,-30.0563,121.22948,40.0,
371,Sakatti,30_100,Magmatic Sulphide,Ni,44400000,,0,,,0.1,0.0096,0.7680277469639359,,,,,,,,,,,,,,,,,,,,67.54722,26.75694,33.0,
372,Sakharevskoye,30_100,Laterite,Ni,2713000,,0,,,0.1,0.0064800000000000005,0.6666169809556247,,,,,,,,,,,,,,,,,,,,57.48167,61.62778,45.0,
373,Samapleu,30_100,Magmatic Sulphide,Ni,121001000,,0,,,0.1,0.0027600000000000003,0.6674961539245922,,,,,,,,,,,,,,,,,,,,7.76516,-7.87547,34.0,
374,Sampala,0_10,Laterite,Ni,187000000,,0,,,0.1,0.012,0.773734779433061,,,,,,,,,,,,,,,,,,,,-2.87809,121.78492,7.0,0.9574829339981079
375,San Felipe,0_10,Laterite,Ni,250000000,,0,,,0.1,0.013000000000000001,0.7876494037350286,,,,,,,,,,,,,,,,,,,,21.6012,-77.97154,1.0,0.9008599122365316
376,Santa Fe/Ipora,30_100,Laterite,Ni,140000000,,0,,,0.1,0.01058,0.7518411571645329,,,,,,,,,,,,,,,,,,,,-15.72785,-51.14599,65.0,
377,Santa Rita,10_30,Magmatic Sulphide,Ni,281015000,,1,,-9999,1.0,0.0032,0.6794257644951416,,,,,,,,,,,,,,,,,,,,-14.18902,-39.71144,12.0,
378,Saramaki,10_30,Magmatic Sulphide,Ni,3400000,,0,,,0.1,0.0005,0.5297171878701442,,,,,,,,,,,,,,,,,,,,62.93714,29.13034,14.0,
379,Sarkalahti,10_30,Magmatic Sulphide,Ni,190000,,0,,,0.1,0.0102,0.7729170620888097,,,,,,,,,,,,,,,,,,,,62.50711,27.88377,29.0,
380,Sarkiniemi,10_30,Magmatic Sulphide,Ni,100000,,0,,,0.1,0.006999999999999999,0.7425545224462852,,,,,,,,,,,,,,,,,,,,62.57346,27.66308,30.0,
381,Savage River,0_10,Magmatic Sulphide,Ni,471800000,,1,,-9999,1.0,0.0004,0.5117208836002045,,,,,,,,,,,,,,,,,,,,-41.48268,145.20302,8.0,0.9339690208435059
382,Savannah,30_100,Magmatic Sulphide,Ni,14566000,,1,,-9999,1.0,0.0149,0.8034808952984417,,,,,,,,,,,,,,,,,,,,-17.35093,128.02609,44.0,
383,SCONI,10_30,Laterite,Ni,115810000,,0,,,0.25,0.00634,0.6628200125411127,,,,,,,,,,,,,,,,,,,,-19.01205,144.93879,20.0,
384,Selebi-Phikwe,30_100,Magmatic Sulphide,Ni,27720000,,1,,-9999,1.0,0.00931,0.7655539189584879,,,,,,,,,,,,,,,,,,,,-22.06372,27.80172,44.0,
385,Selkirk,30_100,Magmatic Sulphide,Ni,44200000,,0,,,0.1,0.0024,0.6562244930339779,,,,,,,,,,,,,,,,,,,,-21.29955,27.73351,54.0,
386,Sentani,10_30,Laterite,Ni,44300000,,0,,,0.1,0.0131,0.7889815175331184,,,,,,,,,,,,,,,,,,,,-2.58127,140.53757,21.0,0.9123132705688477
387,Serra Azul Saprolite,10_30,Laterite,Ni,3940000,,0,,,0.1,0.0191,0.8545324275994562,,,,,,,,,,,,,,,,,,,,-14.19361,-39.72306,12.0,
388,Shakespeare,30_100,Magmatic Sulphide,Ni,22695000,,0,,,0.1,0.00335,0.6831202577665294,,,,,,,,,,,,,,,,,,,,46.33418,-81.85949,37.0,
389,Shangani,30_100,Magmatic Sulphide,Ni,12030000,,1,,-9999,1.0,0.005600000000000001,0.7245582181763456,,,,,,,,,,,,,,,,,,,,-19.68823,29.22665,58.0,
390,Shaw Dome,10_30,Magmatic Sulphide,Ni,1008011356,,0,,,0.1,0.00241,0.6565598323944575,,,,,,,,,,,,,,,,,,,,48.29781,-81.03515,26.0,
391,Shebandowan,10_30,Magmatic Sulphide,Ni,1463000,,0,,,0.1,0.00933,0.7657269855485072,,,,,,,,,,,,,,,,,,,,48.6029,-90.28384,23.0,
392,Sheba's Ridge,0_10,Magmatic Sulphide,Ni,605000000,,0,,,0.1,0.0019,0.6373836889010407,,,,,,,,,,,,,,,,,,,,-25.41241,29.36908,4.0,
393,Shengligou,10_30,Magmatic Sulphide,Ni,9302000,,0,,,0.1,0.0053,0.7201177022063114,,,,,,,,,,,,,,,,,,,,31.31,101.7,12.0,
394,Sherlock Bay,30_100,Magmatic Sulphide,Ni,24600000,,0,,,0.1,0.004,0.6974220687650814,,,,,,,,,,,,,,,,,,,,-20.81389,117.54111,50.0,0.9633223533630371
395,Shevchenko,30_100,Laterite,Ni,104400000,,0,,,0.1,0.0079,0.7010620295406972,,,,,,,,,,,,,,,,,,,,51.93812,60.87087,58.0,
396,Shining Tree,10_30,Magmatic Sulphide,Ni,2510000,,0,,,0.1,0.006860000000000001,0.7409251943038346,,,,,,,,,,,,,,,,,,,,47.5654,-81.17918,23.0,
397,Siduarsi,0_10,Laterite,Ni,52000000,,0,,,0.1,0.011000000000000001,0.7586087216571837,,,,,,,,,,,,,,,,,,,,-2.27637,139.084,3.0,0.916362444559733
398,Sinclair,30_100,Magmatic Sulphide,Ni,720000,,0,,,0.1,0.023,0.8384932878555932,,,,,,,,,,,,,,,,,,,,-28.37411,120.86445,51.0,
399,Skroska,0_10,Laterite,Ni,20320938,,0,,,0.1,0.009899999999999999,0.7402928496152272,,,,,,,,,,,,,,,,,,,,41.09806,20.50133,5.0,
400,SLN,0_10,Laterite,Ni,1120400000,,1,,-9999,1.0,0.01832,0.8472841730052368,,,,,,,,,,,,,,,,,,,,-21.41856,165.68456,2.0,0.9494849046071371
401,Snake Hill,30_100,Magmatic Sulphide,Ni,350000,,0,,,0.1,0.009000000000000001,0.7628227797727121,,,,,,,,,,,,,,,,,,,,-29.2215,120.5345,39.0,
402,Sorowako,0_10,Laterite,Ni,2052821671,,1,,-9999,1.0,0.00949,0.7329400878520951,,,,,,,,,,,,,,,,,,,,-2.56798,121.37506,10.0,0.9460082650184631
403,Sothman,30_100,Magmatic Sulphide,Ni,318000,,0,,,0.1,0.0089,0.7619216642527737,,,,,,,,,,,,,,,,,,,,47.84806,-81.24417,37.0,
404,Sothman Township,30_100,Magmatic Sulphide,Ni,1318100000,,0,,,0.1,0.0026,0.662679857365141,,,,,,,,,,,,,,,,,,,,47.92318,-81.26033,35.0,
405,Souker,10_30,Magmatic Sulphide,Ni,364000000,,0,,,0.1,0.00246,0.6582159275467788,,,,,,,,,,,,,,,,,,,,69.38,30.7631,27.0,0.862650990486145
406,South Dinagat,10_30,Laterite,Ni,280000,,0,,,0.1,0.0165,0.829094776050707,,,,,,,,,,,,,,,,,,,,9.84009,125.61997,11.0,0.9235302209854126
407,South Kambalda,10_30,Magmatic Sulphide,Ni,2736000,,1,,-9999,1.0,0.03721,0.8772921770487965,,,,,,,,,,,,,,,,,,,,-31.70085,121.62417,14.0,
408,Southern Samar,30_100,Laterite,Ni,300000000,,0,,,0.1,0.015,0.8125260543935232,,,,,,,,,,,,,,,,,,,,10.76094,125.67096,68.0,0.9013296961784363
409,Spargoville,10_30,Magmatic Sulphide,Ni,124000,,0,,,0.1,0.0191,0.823508229368779,,,,,,,,,,,,,,,,,,,,-31.29587,121.45081,11.0,
410,St Stephen,10_30,Magmatic Sulphide,Ni,708000,,0,,,0.1,0.00977,0.769443408505968,,,,,,,,,,,,,,,,,,,,45.21361,-67.31583,25.0,0.9064251184463501
411,Sta. Cruz,10_30,Laterite,Ni,54403869,,1,,-9999,1.0,0.011000000000000001,0.7586087216571837,,,,,,,,,,,,,,,,,,,,15.77039,119.99736,27.0,0.8910091945103237
412,Stillwater Complex,30_100,Magmatic Sulphide,Ni,66208800,,0,,,0.1,0.0019500000000000001,0.6394785859039773,,,,,,,,,,,,,,,,,,,,45.38672,-109.87558,46.0,
413,Stillwater West,30_100,Magmatic Sulphide,Ni,254800000,,0,,,0.1,0.0019,0.6373836889010407,,,,,,,,,,,,,,,,,,,,45.38809,-109.87438,46.0,
414,Stone Corral,0_10,Laterite,Ni,4900000,,0,,,0.1,0.0102,0.7454824887291679,,,,,,,,,,,,,,,,,,,,41.93902,-124.01506,9.0,0.9480093121528625
415,Stormi,30_100,Magmatic Sulphide,Ni,1600000,,0,,,0.1,0.0044,0.7051087394561203,,,,,,,,,,,,,,,,,,,,61.33408,23.02725,47.0,
416,Subayin,0_10,Laterite,Ni,44587000,,0,,,0.1,0.0143,0.8042181253922124,,,,,,,,,,,,,,,,,,,,0.73472,127.56139,9.0,0.9505577087402344
417,Sudbury Operations,30_100,Magmatic Sulphide,Ni,26511000,,1,,-9999,1.0,0.01076,0.7772275764888364,,,,,,,,,,,,,,,,,,,,46.63626,-81.39866,37.0,
418,Sudbury Operations,30_100,Magmatic Sulphide,Ni,100000000,,1,,-9999,1.0,0.020099999999999996,0.8276238672003029,,,,,,,,,,,,,,,,,,,,46.63706,-81.36921,37.0,
419,Suhanko Arctic Platinum,10_30,Magmatic Sulphide,Ni,208500000,,0,,,0.1,0.001,0.5856188148351232,,,,,,,,,,,,,,,,,,,,66.26051,26.28702,17.0,0.8056451082229614
420,Sukinda Valley,30_100,Laterite,Ni,30000000,,0,,,0.1,0.01,0.7420399999999999,,,,,,,,,,,,,,,,,,,,21.02598,85.75982,77.0,
421,Sulawesi Cahaya Mineral,0_10,Laterite,Ni,196160000,,0,,,0.25,0.0124,0.7794349622326098,,,,,,,,,,,,,,,,,,,,-3.00026,121.81975,7.0,0.9574829339981079
422,Sumas Mountain,10_30,Laterite,Ni,730000,,0,,,0.1,0.006500000000000001,0.6671526978664878,,,,,,,,,,,,,,,,,,,,48.91167,-122.22222,17.0,0.8642324209213257
423,Summervale,30_100,Laterite,Ni,16000000,,0,,,0.1,0.0083,0.7096484661271907,,,,,,,,,,,,,,,,,,,,-31.431066,147.034093,72.0,
424,Surigao,10_30,Laterite,Ni,226600000,,0,,,0.1,0.01303,0.7880501107891282,,,,,,,,,,,,,,,,,,,,9.64049,118.37303,11.0,0.923076697758266
425,Suyeke North,30_100,Magmatic Sulphide,Ni,103210000,,0,,,0.1,0.00213,0.6465992963776691,,,,,,,,,,,,,,,,,,,,45.15417,83.525,69.0,
426,Szklary,30_100,Laterite,Ni,16800000,,0,,,0.1,0.006,0.6532380735645201,,,,,,,,,,,,,,,,,,,,50.63444,16.83109,66.0,
427,Ta Khoa,10_30,Magmatic Sulphide,Ni,130330000,,1,,-9999,1.0,0.00375,0.6922171015738573,,,,,,,,,,,,,,,,,,,,21.1902,104.32642,20.0,
428,Taganaan,0_10,Laterite,Ni,6130000,,1,,-9999,1.0,0.01355,0.7948528448210165,,,,,,,,,,,,,,,,,,,,9.77806,125.71611,10.0,0.9214400185479058
429,Taganito,10_30,Laterite,Ni,121800000,,1,,-9999,1.0,0.01153,0.7667891212253184,,,,,,,,,,,,,,,,,,,,9.53,125.81704,30.0,0.920609712600708
430,Tagaung Taung,10_30,Laterite,Ni,40000000,,1,,-9999,1.0,0.02,0.8625367058685408,,,,,,,,,,,,,,,,,,,,23.57833,96.1525,12.0,
431,Tamarack,30_100,Magmatic Sulphide,Ni,17020000,,0,,,0.1,0.0128,0.7912290184250996,,,,,,,,,,,,,,,,,,,,46.67296,-93.11959,47.0,
432,Tapunopaka,0_10,Laterite,Ni,150910000,,1,,-9999,1.0,0.0166,0.8301451719957317,,,,,,,,,,,,,,,,,,,,-3.4627,122.28738,1.0,0.9635897874832153
433,Tarnavatskoye,30_100,Laterite,Ni,4920000,,0,,,0.1,0.0096,0.7349435044725987,,,,,,,,,,,,,,,,,,,,50.14917,31.77425,63.0,
434,Tavai,0_10,Laterite,Ni,270000000,,0,,,0.1,0.0075,0.6920293485249823,,,,,,,,,,,,,,,,,,,,5.61768,117.14282,3.0,0.884831428527832
435,Texmont,10_30,Magmatic Sulphide,Ni,3190000,,0,,,0.1,0.0092,0.7645953566206746,,,,,,,,,,,,,,,,,,,,48.16528,-81.20417,30.0,
436,Thierry,10_30,Magmatic Sulphide,Ni,77351000,,0,,,0.1,0.00122,0.601655937742062,,,,,,,,,,,,,,,,,,,,51.493695,-90.384295,11.0,
437,Thunder Bay North,10_30,Magmatic Sulphide,Ni,16305000,,0,,,0.1,0.0024,0.6562244930339779,,,,,,,,,,,,,,,,,,,,48.80021,-88.96385,27.0,
438,Tjate,0_10,Magmatic Sulphide,Ni,132480492,,0,,,0.1,0.0011200000000000001,0.5947586599764477,,,,,,,,,,,,,,,,,,,,-24.50944,29.98094,5.0,
439,Tocantins,0_10,Laterite,Ni,30000000,,1,,-9999,1.0,0.013000000000000001,0.7876494037350286,,,,,,,,,,,,,,,,,,,,-14.41936,-48.43889,1.0,
440,Tochilnogorskoye,30_100,Laterite,Ni,1432000,,0,,,0.1,0.008,0.7032487250395377,,,,,,,,,,,,,,,,,,,,57.49,61.18,38.0,
