x_km,y_km,prof_pre_m,prof_post_m,cambio_m
-2.16,-0.94,-12.5,-146.0,-133.4
-2.06,-0.94,-12.5,-163.0,-150.5
-1.96,-0.94,-15.4,-190.5,-175.0
-1.86,-0.94,-23.3,-190.8,-167.5
-1.76,-0.94,-40.3,-206.7,-166.3
-1.66,-0.94,-58.5,-240.9,-182.4
-1.56,-0.94,-74.2,-311.5,-237.3
-1.46,-0.94,-94.9,-378.0,-283.1
-1.36,-0.94,-118.6,-502.8,-384.2
-1.26,-0.94,-136.4,-576.6,-440.1
-1.16,-0.94,-144.9,-636.4,-491.4
-1.06,-0.94,-148.2,-680.1,-531.9
-0.96,-0.94,-149.4,-718.7,-569.3
-0.86,-0.94,-150.0,-744.9,-594.9
-0.76,-0.94,-152.2,-751.4,-599.2
-0.66,-0.94,-154.1,-740.8,-586.6
-0.56,-0.94,-154.5,-727.4,-572.9
-0.46,-0.94,-154.4,-723.5,-569.1
-0.36,-0.94,-154.4,-728.7,-574.3
-0.26,-0.94,-154.9,-746.8,-591.9
-0.16,-0.94,-155.4,-765.5,-610.1
-0.06,-0.94,-155.5,-780.2,-624.7
0.04,-0.94,-155.6,-785.3,-629.7
0.14,-0.94,-155.5,-771.8,-616.3
0.24,-0.94,-155.5,-761.5,-606.0
0.34,-0.94,-155.5,-755.8,-600.3
0.44,-0.94,-155.2,-754.5,-599.3
0.54,-0.94,-154.9,-755.8,-600.9
0.64,-0.94,-155.1,-756.4,-601.2
0.74,-0.94,-155.1,-737.7,-582.6
0.84,-0.94,-154.9,-699.6,-544.7
0.94,-0.94,-154.9,-657.1,-502.2
1.04,-0.94,-154.8,-612.2,-457.4
1.14,-0.94,-154.7,-534.9,-380.2
1.24,-0.94,-154.4,-451.9,-297.5
1.34,-0.94,-153.1,-438.7,-285.6
1.44,-0.94,-150.4,-404.9,-254.5
1.54,-0.94,-144.2,-315.7,-171.5
1.64,-0.94,-128.8,-229.4,-100.6
1.74,-0.94,-107.9,-193.4,-85.5
1.84,-0.94,-87.4,-158.9,-71.5
1.94,-0.94,-73.4,-134.1,-60.7
2.04,-0.94,-67.5,-112.1,-44.6
2.14,-0.94,-69.5,-99.7,-30.2
2.24,-0.94,-91.2,-102.2,-11.0
2.34,-0.94,-129.3,-153.5,-24.2
2.44,-0.94,-171.0,-192.1,-21.1
2.54,-0.94,-211.8,-229.8,-18.0
2.64,-0.94,-250.7,-262.3,-11.6
2.74,-0.94,-288.2,-293.0,-4.9
2.84,-0.94,-323.8,-335.3,-11.5
2.94,-0.94,-356.8,-367.8,-11.0
3.04,-0.94,-388.1,-400.0,-11.9
3.14,-0.94,-418.8,-436.4,-17.6
3.24,-0.94,-449.7,-466.2,-16.5
3.34,-0.94,-480.2,-490.8,-10.6
3.44,-0.94,-509.0,-512.6,-3.6
3.54,-0.94,-535.1,-534.8,0.3
3.64,-0.94,-558.9,-556.4,2.5
3.74,-0.94,-580.1,-577.4,2.6
3.84,-0.94,-600.0,-598.4,1.6
3.94,-0.94,-619.9,-619.5,0.4
4.04,-0.94,-640.0,-640.9,-0.9
4.14,-0.94,-659.9,-662.4,-2.5
4.24,-0.94,-680.0,-683.5,-3.5
4.34,-0.94,-699.7,-701.8,-2.1
4.44,-0.94,-718.3,-719.1,-0.8
4.54,-0.94,-737.2,-736.1,1.1
4.64,-0.94,-755.4,-752.0,3.4
4.74,-0.94,-772.4,-767.1,5.2
4.84,-0.94,-788.1,-782.8,5.3
4.94,-0.94,-803.8,-797.6,6.2
-4.96,-1.04,-635.0,-630.8,4.1
-4.86,-1.04,-618.9,-613.0,6.0
-4.76,-1.04,-601.9,-596.1,5.8
-4.66,-1.04,-584.4,-578.2,6.2
-4.56,-1.04,-565.0,-559.3,5.7
-4.46,-1.04,-544.2,-539.6,4.5
-4.36,-1.04,-523.7,-517.9,5.7
-4.26,-1.04,-501.8,-491.7,10.1
-4.16,-1.04,-479.8,-469.2,10.6
-4.06,-1.04,-463.3,-476.4,-13.1
-3.96,-1.04,-446.7,-473.0,-26.3
-3.86,-1.04,-413.7,-427.5,-13.9
-3.76,-1.04,-372.0,-373.9,-1.9
-3.66,-1.04,-328.2,-315.9,12.3
-3.56,-1.04,-285.4,-271.0,14.4
-3.46,-1.04,-244.8,-225.0,19.8
-3.36,-1.04,-207.2,-186.8,20.4
-3.26,-1.04,-178.4,-169.6,8.7
-3.16,-1.04,-162.7,-168.2,-5.6
-3.06,-1.04,-149.6,-164.5,-14.8
-2.96,-1.04,-131.4,-152.0,-20.6
-2.86,-1.04,-105.9,-132.0,-26.2
-2.76,-1.04,-76.6,-108.1,-31.5
-2.66,-1.04,-51.6,-87.3,-35.7
-2.56,-1.04,-34.7,-66.9,-32.3
-2.46,-1.04,-24.3,-72.3,-48.0
-2.36,-1.04,-18.8,-85.9,-67.1
-2.26,-1.04,-14.9,-96.8,-81.9
-2.16,-1.04,-9.5,-110.5,-101.0
-2.06,-1.04,-10.5,-128.1,-117.6
-1.96,-1.04,-18.0,-148.0,-130.0
-1.86,-1.04,-33.5,-161.0,-127.5
-1.76,-1.04,-58.3,-189.3,-131.0
-1.66,-1.04,-81.5,-211.1,-129.6
-1.56,-1.04,-99.2,-231.4,-132.2
-1.46,-1.04,-115.8,-300.8,-185.0
-1.36,-1.04,-131.2,-506.0,-374.8
-1.26,-1.04,-141.4,-564.2,-422.8
-1.16,-1.04,-146.4,-616.3,-470.0
-1.06,-1.04,-149.8,-659.2,-509.5
-0.96,-1.04,-152.5,-693.1,-540.6
-0.86,-1.04,-152.1,-720.4,-568.3
-0.76,-1.04,-152.4,-729.1,-576.7
-0.66,-1.04,-153.7,-715.2,-561.6
-0.56,-1.04,-154.1,-700.8,-546.7
-0.46,-1.04,-154.3,-697.9,-543.6
-0.36,-1.04,-154.5,-702.8,-548.3
-0.26,-1.04,-154.7,-721.0,-566.2
-0.16,-1.04,-155.0,-740.5,-585.4
-0.06,-1.04,-155.4,-755.8,-600.4
0.04,-1.04,-155.4,-758.4,-603.0
0.14,-1.04,-155.4,-734.0,-578.6
0.24,-1.04,-155.4,-717.6,-562.2
0.34,-1.04,-155.3,-710.4,-555.2
0.44,-1.04,-155.2,-708.1,-552.9
0.54,-1.04,-155.4,-707.6,-552.2
0.64,-1.04,-155.5,-706.7,-551.2
0.74,-1.04,-155.5,-670.5,-515.0
0.84,-1.04,-155.4,-614.7,-459.3
0.94,-1.04,-155.5,-577.2,-421.7
1.04,-1.04,-155.5,-536.1,-380.6
1.14,-1.04,-154.9,-479.2,-324.3
1.24,-1.04,-151.5,-413.5,-262.1
1.34,-1.04,-141.4,-353.6,-212.2
1.44,-1.04,-131.2,-333.7,-202.5
1.54,-1.04,-122.4,-275.0,-152.6
1.64,-1.04,-110.6,-199.7,-89.1
1.74,-1.04,-98.0,-171.8,-73.8
1.84,-1.04,-84.6,-145.8,-61.1
1.94,-1.04,-72.7,-120.7,-47.9
2.04,-1.04,-66.8,-105.4,-38.5
2.14,-1.04,-72.0,-95.9,-23.9
2.24,-1.04,-96.4,-99.2,-2.8
2.34,-1.04,-133.5,-154.5,-21.0
2.44,-1.04,-173.7,-195.5,-21.8
2.54,-1.04,-215.5,-232.5,-17.0
2.64,-1.04,-257.1,-264.6,-7.5
2.74,-1.04,-297.5,-298.6,-1.1
2.84,-1.04,-334.7,-336.6,-1.9
2.94,-1.04,-368.1,-373.1,-5.1
3.04,-1.04,-397.7,-400.6,-2.9
3.14,-1.04,-426.0,-437.7,-11.8
3.24,-1.04,-455.0,-468.1,-13.1
3.34,-1.04,-485.6,-494.5,-8.9
3.44,-1.04,-515.3,-517.0,-1.7
3.54,-1.04,-541.6,-537.8,3.8
3.64,-1.04,-563.7,-558.2,5.4
3.74,-1.04,-583.0,-578.2,4.8
3.84,-1.04,-601.6,-599.5,2.1
3.94,-1.04,-620.2,-620.6,-0.4
4.04,-1.04,-639.9,-642.5,-2.6
4.14,-1.04,-659.1,-664.4,-5.3
4.24,-1.04,-678.2,-683.5,-5.3
4.34,-1.04,-697.3,-700.9,-3.6
4.44,-1.04,-715.5,-717.4,-1.9
4.54,-1.04,-733.8,-734.9,-1.1
4.64,-1.04,-752.2,-751.3,0.9
4.74,-1.04,-769.4,-766.4,3.0
4.84,-1.04,-785.1,-782.6,2.5
4.94,-1.04,-800.9,-797.5,3.5
-4.96,-1.14,-640.2,-635.3,5.0
-4.86,-1.14,-624.5,-618.2,6.2
-4.76,-1.14,-607.6,-602.3,5.3
-4.66,-1.14,-590.2,-585.9,4.3
-4.56,-1.14,-570.9,-567.0,3.9
-4.46,-1.14,-551.3,-547.8,3.5
-4.36,-1.14,-531.8,-526.4,5.3
-4.26,-1.14,-510.5,-502.9,7.5
-4.16,-1.14,-487.4,-478.7,8.7
-4.06,-1.14,-464.3,-460.6,3.7
-3.96,-1.14,-440.0,-443.9,-3.8
-3.86,-1.14,-407.9,-415.0,-7.2
-3.76,-1.14,-369.5,-368.1,1.3
-3.66,-1.14,-328.2,-326.4,1.8
-3.56,-1.14,-286.8,-284.4,2.4
-3.46,-1.14,-247.2,-244.1,3.1
-3.36,-1.14,-213.7,-203.9,9.8
-3.26,-1.14,-195.0,-203.2,-8.2
-3.16,-1.14,-188.4,-207.9,-19.4
-3.06,-1.14,-178.4,-200.7,-22.3
-2.96,-1.14,-160.1,-183.3,-23.3
-2.86,-1.14,-134.5,-154.5,-20.1
-2.76,-1.14,-106.6,-134.3,-27.7
-2.66,-1.14,-81.2,-125.5,-44.3
-2.56,-1.14,-60.1,-104.9,-44.8
-2.46,-1.14,-42.9,-97.4,-54.5
-2.36,-1.14,-29.4,-89.0,-59.6
-2.26,-1.14,-20.5,-93.3,-72.8
-2.16,-1.14,-14.1,-102.2,-88.1
-2.06,-1.14,-13.5,-114.0,-100.5
-1.96,-1.14,-21.3,-125.8,-104.5
-1.86,-1.14,-40.2,-139.9,-99.7
-1.76,-1.14,-68.2,-167.5,-99.2
-1.66,-1.14,-92.2,-192.9,-100.7
-1.56,-1.14,-108.8,-210.4,-101.6
-1.46,-1.14,-122.2,-236.9,-114.7
-1.36,-1.14,-133.3,-377.5,-244.2
-1.26,-1.14,-140.5,-498.0,-357.5
-1.16,-1.14,-145.5,-571.1,-425.7
-1.06,-1.14,-150.1,-621.9,-471.9
-0.96,-1.14,-153.2,-648.6,-495.3
-0.86,-1.14,-153.0,-673.9,-520.9
-0.76,-1.14,-152.4,-698.8,-546.4
-0.66,-1.14,-153.2,-690.3,-537.1
-0.56,-1.14,-153.9,-672.3,-518.5
-0.46,-1.14,-154.2,-667.1,-513.0
-0.36,-1.14,-154.3,-676.1,-521.8
-0.26,-1.14,-154.5,-695.8,-541.3
-0.16,-1.14,-154.7,-713.2,-558.5
-0.06,-1.14,-154.8,-725.4,-570.6
0.04,-1.14,-154.8,-725.6,-570.8
0.14,-1.14,-155.0,-700.9,-546.0
0.24,-1.14,-155.1,-677.9,-522.8
0.34,-1.14,-155.1,-667.4,-512.4
0.44,-1.14,-155.2,-664.8,-509.7
0.54,-1.14,-155.4,-650.9,-495.5
0.64,-1.14,-155.4,-626.0,-470.6
0.74,-1.14,-155.3,-567.7,-412.4
0.84,-1.14,-154.9,-521.0,-366.1
0.94,-1.14,-153.8,-499.2,-345.4
1.04,-1.14,-151.5,-487.2,-335.6
1.14,-1.14,-146.4,-422.1,-275.7
1.24,-1.14,-135.8,-342.3,-206.5
1.34,-1.14,-118.3,-279.1,-160.8
1.44,-1.14,-102.6,-227.2,-124.5
1.54,-1.14,-93.9,-198.8,-104.8
1.64,-1.14,-87.7,-164.7,-77.0
1.74,-1.14,-82.4,-143.5,-61.1
1.84,-1.14,-75.8,-124.7,-48.9
1.94,-1.14,-68.3,-111.7,-43.3
2.04,-1.14,-63.6,-98.8,-35.2
2.14,-1.14,-74.7,-93.9,-19.3
2.24,-1.14,-106.1,-117.5,-11.4
2.34,-1.14,-143.7,-176.7,-32.9
2.44,-1.14,-182.5,-219.1,-36.7
2.54,-1.14,-224.6,-255.8,-31.2
2.64,-1.14,-268.4,-293.5,-25.0
2.74,-1.14,-311.1,-329.3,-18.1
2.84,-1.14,-347.7,-356.2,-8.4
2.94,-1.14,-378.1,-386.3,-8.1
3.04,-1.14,-404.9,-414.8,-9.9
3.14,-1.14,-431.2,-447.3,-16.1
3.24,-1.14,-460.1,-473.5,-13.4
3.34,-1.14,-491.2,-495.2,-4.0
3.44,-1.14,-520.8,-518.0,2.8
3.54,-1.14,-545.3,-539.1,6.2
3.64,-1.14,-564.4,-559.0,5.4
3.74,-1.14,-581.3,-579.8,1.5
3.84,-1.14,-599.1,-599.8,-0.8
3.94,-1.14,-617.7,-619.9,-2.3
4.04,-1.14,-637.4,-641.9,-4.4
4.14,-1.14,-656.7,-664.1,-7.3
4.24,-1.14,-675.5,-683.2,-7.7
4.34,-1.14,-694.4,-699.8,-5.4
4.44,-1.14,-713.3,-717.1,-3.8
4.54,-1.14,-730.9,-735.0,-4.1
4.64,-1.14,-749.0,-752.1,-3.1
4.74,-1.14,-766.5,-767.8,-1.2
4.84,-1.14,-782.5,-784.4,-1.9
4.94,-1.14,-798.9,-799.7,-0.7
-4.96,-1.24,-645.5,-641.1,4.3
-4.86,-1.24,-629.9,-624.9,5.0
-4.76,-1.24,-613.4,-607.8,5.6
-4.66,-1.24,-596.2,-590.5,5.7
-4.56,-1.24,-577.4,-571.6,5.8
-4.46,-1.24,-558.1,-552.5,5.6
-4.36,-1.24,-538.0,-532.3,5.7
-4.26,-1.24,-516.2,-510.0,6.1
-4.16,-1.24,-491.4,-485.9,5.4
-4.06,-1.24,-464.4,-459.9,4.5
-3.96,-1.24,-435.8,-432.2,3.6
-3.86,-1.24,-403.3,-401.8,1.5
-3.76,-1.24,-367.4,-367.4,0.0
-3.66,-1.24,-329.6,-329.1,0.5
-3.56,-1.24,-292.5,-284.1,8.4
-3.46,-1.24,-258.5,-245.0,13.5
-3.36,-1.24,-234.5,-211.0,23.5
-3.26,-1.24,-226.8,-248.2,-21.4
-3.16,-1.24,-222.7,-249.5,-26.8
-3.06,-1.24,-210.9,-236.2,-25.3
-2.96,-1.24,-190.7,-219.3,-28.6
-2.86,-1.24,-165.1,-183.0,-17.9
-2.76,-1.24,-139.3,-168.9,-29.6
-2.66,-1.24,-114.6,-158.6,-44.0
-2.56,-1.24,-90.5,-144.3,-53.9
-2.46,-1.24,-67.8,-126.4,-58.6
-2.36,-1.24,-48.6,-100.2,-51.6
-2.26,-1.24,-34.7,-88.1,-53.4
-2.16,-1.24,-26.1,-94.5,-68.4
-2.06,-1.24,-21.8,-104.2,-82.4
-1.96,-1.24,-23.8,-116.6,-92.7
-1.86,-1.24,-39.6,-137.4,-97.8
-1.76,-1.24,-66.2,-161.5,-95.3
-1.66,-1.24,-87.9,-177.9,-90.0
-1.56,-1.24,-101.3,-189.4,-88.0
-1.46,-1.24,-114.3,-201.2,-86.8
-1.36,-1.24,-128.6,-227.1,-98.5
-1.26,-1.24,-139.0,-380.3,-241.2
-1.16,-1.24,-144.8,-501.6,-356.8
-1.06,-1.24,-150.1,-574.6,-424.5
-0.96,-1.24,-153.2,-601.9,-448.7
-0.86,-1.24,-153.1,-631.9,-478.8
-0.76,-1.24,-152.2,-658.4,-506.2
-0.66,-1.24,-152.8,-661.4,-508.6
-0.56,-1.24,-153.4,-644.0,-490.7
-0.46,-1.24,-153.8,-639.5,-485.7
-0.36,-1.24,-154.1,-652.3,-498.3
-0.26,-1.24,-154.7,-669.6,-514.9
-0.16,-1.24,-154.7,-685.0,-530.3
-0.06,-1.24,-154.3,-692.2,-537.9
0.04,-1.24,-154.4,-690.0,-535.6
0.14,-1.24,-154.4,-666.0,-511.6
0.24,-1.24,-154.6,-636.9,-482.3
0.34,-1.24,-154.7,-625.9,-471.2
0.44,-1.24,-154.8,-617.4,-462.6
0.54,-1.24,-154.3,-583.8,-429.5
0.64,-1.24,-152.6,-548.7,-396.1
0.74,-1.24,-149.7,-500.1,-350.5
0.84,-1.24,-144.3,-450.3,-306.0
0.94,-1.24,-137.3,-435.5,-298.1
1.04,-1.24,-129.6,-427.3,-297.7
1.14,-1.24,-119.9,-328.8,-208.8
1.24,-1.24,-106.3,-260.7,-154.3
1.34,-1.24,-89.1,-217.5,-128.3
1.44,-1.24,-74.5,-168.4,-93.9
1.54,-1.24,-67.6,-148.6,-80.9
1.64,-1.24,-66.4,-132.9,-66.5
1.74,-1.24,-66.3,-115.9,-49.6
1.84,-1.24,-63.4,-104.7,-41.2
1.94,-1.24,-58.9,-99.1,-40.2
2.04,-1.24,-58.6,-92.9,-34.3
2.14,-1.24,-75.9,-93.0,-17.0
2.24,-1.24,-111.4,-130.0,-18.6
2.34,-1.24,-150.0,-186.5,-36.5
2.44,-1.24,-190.0,-234.3,-44.2
2.54,-1.24,-232.6,-269.0,-36.5
2.64,-1.24,-275.7,-308.1,-32.4
2.74,-1.24,-316.8,-338.2,-21.4
2.84,-1.24,-349.9,-361.0,-11.0
2.94,-1.24,-376.5,-394.6,-18.2
3.04,-1.24,-403.1,-428.3,-25.2
3.14,-1.24,-432.7,-455.0,-22.2
3.24,-1.24,-463.4,-478.1,-14.7
3.34,-1.24,-494.6,-500.1,-5.5
3.44,-1.24,-522.6,-520.6,2.0
3.54,-1.24,-544.2,-540.1,4.0
3.64,-1.24,-560.6,-560.5,0.1
3.74,-1.24,-575.8,-582.3,-6.5
3.84,-1.24,-594.5,-606.5,-12.0
3.94,-1.24,-614.6,-624.6,-10.1
4.04,-1.24,-635.0,-643.0,-8.1
4.14,-1.24,-654.8,-664.0,-9.2
4.24,-1.24,-673.6,-681.5,-7.9
4.34,-1.24,-692.6,-700.4,-7.8
4.44,-1.24,-712.9,-717.9,-5.0
4.54,-1.24,-730.9,-734.8,-3.9
4.64,-1.24,-748.4,-752.8,-4.4
4.74,-1.24,-765.5,-769.7,-4.2
4.84,-1.24,-781.7,-787.5,-5.7
4.94,-1.24,-798.7,-803.6,-4.9
-4.96,-1.34,-651.5,-646.9,4.6
-4.86,-1.34,-636.3,-629.3,7.0
-4.76,-1.34,-619.9,-612.6,7.4
-4.66,-1.34,-602.7,-594.9,7.7
-4.56,-1.34,-583.9,-576.9,7.0
-4.46,-1.34,-563.6,-558.1,5.5
-4.36,-1.34,-541.7,-537.2,4.5
-4.26,-1.34,-517.9,-513.5,4.4
-4.16,-1.34,-491.2,-487.3,3.9
-4.06,-1.34,-462.4,-458.4,4.0
-3.96,-1.34,-432.7,-427.4,5.3
-3.86,-1.34,-400.6,-394.5,6.1
-3.76,-1.34,-367.4,-361.8,5.6
-3.66,-1.34,-335.3,-322.8,12.5
-3.56,-1.34,-306.9,-291.2,15.7
-3.46,-1.34,-282.7,-259.5,23.1
-3.36,-1.34,-268.3,-251.3,17.0
-3.26,-1.34,-264.1,-286.0,-21.8
-3.16,-1.34,-257.2,-286.0,-28.8
-3.06,-1.34,-242.5,-268.3,-25.8
-2.96,-1.34,-221.6,-248.3,-26.8
-2.86,-1.34,-196.7,-219.3,-22.6
-2.76,-1.34,-170.9,-200.9,-30.0
-2.66,-1.34,-143.9,-191.6,-47.7
-2.56,-1.34,-114.7,-174.5,-59.8
-2.46,-1.34,-87.1,-146.3,-59.2
-2.36,-1.34,-68.0,-111.2,-43.2
-2.26,-1.34,-56.3,-90.0,-33.7
-2.16,-1.34,-45.9,-95.5,-49.7
-2.06,-1.34,-37.6,-105.7,-68.1
-1.96,-1.34,-31.4,-116.8,-85.3
-1.86,-1.34,-35.9,-133.7,-97.8
-1.76,-1.34,-54.5,-149.3,-94.8
-1.66,-1.34,-71.1,-160.1,-88.9
-1.56,-1.34,-80.8,-171.3,-90.5
-1.46,-1.34,-96.4,-182.3,-85.9
-1.36,-1.34,-118.3,-216.2,-97.9
-1.26,-1.34,-136.7,-287.0,-150.3
-1.16,-1.34,-145.9,-417.5,-271.6
-1.06,-1.34,-151.0,-497.1,-346.1
-0.96,-1.34,-153.1,-534.7,-381.6
-0.86,-1.34,-153.2,-572.8,-419.6
-0.76,-1.34,-153.4,-590.5,-437.2
-0.66,-1.34,-154.1,-611.6,-457.5
-0.56,-1.34,-154.5,-613.6,-459.1
-0.46,-1.34,-154.5,-606.8,-452.2
-0.36,-1.34,-154.4,-615.8,-461.4
-0.26,-1.34,-154.6,-632.6,-478.0
-0.16,-1.34,-154.4,-648.7,-494.3
-0.06,-1.34,-154.1,-651.2,-497.1
0.04,-1.34,-154.0,-632.5,-478.5
0.14,-1.34,-154.2,-607.1,-452.9
0.24,-1.34,-153.7,-593.3,-439.7
0.34,-1.34,-151.2,-561.7,-410.4
0.44,-1.34,-147.9,-551.3,-403.4
0.54,-1.34,-142.5,-525.2,-382.7
0.64,-1.34,-135.5,-503.0,-367.5
0.74,-1.34,-126.8,-446.0,-319.2
0.84,-1.34,-114.5,-392.7,-278.2
0.94,-1.34,-101.0,-351.1,-250.1
1.04,-1.34,-89.8,-284.5,-194.7
1.14,-1.34,-80.8,-229.2,-148.3
1.24,-1.34,-71.0,-201.7,-130.7
1.34,-1.34,-60.2,-158.5,-98.3
1.44,-1.34,-51.8,-132.8,-81.0
1.54,-1.34,-48.7,-113.9,-65.2
1.64,-1.34,-50.6,-99.8,-49.2
1.74,-1.34,-53.3,-93.1,-39.8
1.84,-1.34,-52.2,-88.8,-36.5
1.94,-1.34,-48.4,-86.5,-38.1
2.04,-1.34,-52.8,-86.1,-33.4
2.14,-1.34,-74.9,-93.2,-18.3
2.24,-1.34,-110.2,-147.6,-37.4
2.34,-1.34,-148.6,-193.0,-44.5
2.44,-1.34,-190.0,-236.7,-46.7
2.54,-1.34,-232.3,-272.9,-40.6
2.64,-1.34,-272.3,-302.9,-30.6
2.74,-1.34,-308.0,-331.2,-23.2
2.84,-1.34,-339.0,-360.2,-21.1
2.94,-1.34,-367.9,-404.6,-36.7
3.04,-1.34,-398.6,-438.9,-40.2
3.14,-1.34,-432.4,-464.5,-32.1
3.24,-1.34,-464.8,-486.0,-21.3
3.34,-1.34,-494.9,-504.9,-10.0
3.44,-1.34,-520.5,-524.9,-4.4
3.54,-1.34,-539.7,-545.8,-6.0
3.64,-1.34,-554.8,-574.9,-20.2
3.74,-1.34,-571.2,-602.5,-31.3
3.84,-1.34,-591.7,-620.7,-29.0
3.94,-1.34,-612.6,-636.9,-24.3
4.04,-1.34,-634.4,-653.8,-19.4
4.14,-1.34,-655.7,-672.2,-16.5
4.24,-1.34,-674.5,-691.0,-16.5
4.34,-1.34,-692.6,-710.3,-17.7
4.44,-1.34,-713.2,-724.5,-11.3
4.54,-1.34,-731.7,-736.1,-4.4
4.64,-1.34,-748.2,-753.0,-4.8
4.74,-1.34,-764.8,-773.6,-8.9
4.84,-1.34,-781.6,-791.9,-10.3
4.94,-1.34,-798.4,-808.9,-10.5
-4.96,-1.44,-658.5,-651.7,6.8
-4.86,-1.44,-643.1,-634.8,8.3
-4.76,-1.44,-626.3,-617.1,9.3
-4.66,-1.44,-607.8,-600.3,7.5
-4.56,-1.44,-587.6,-582.0,5.5
-4.46,-1.44,-565.7,-561.7,4.1
-4.36,-1.44,-541.7,-538.2,3.5
-4.26,-1.44,-516.2,-512.1,4.1
-4.16,-1.44,-488.5,-483.2,5.4
-4.06,-1.44,-459.8,-453.4,6.4
-3.96,-1.44,-430.9,-423.2,7.7
-3.86,-1.44,-402.0,-392.7,9.3
-3.76,-1.44,-374.9,-362.3,12.6
-3.66,-1.44,-352.3,-339.8,12.5
-3.56,-1.44,-334.7,-330.3,4.4
-3.46,-1.44,-319.7,-315.9,3.8
-3.36,-1.44,-309.5,-324.5,-15.0
-3.26,-1.44,-301.8,-344.0,-42.2
-3.16,-1.44,-290.0,-332.4,-42.4
-3.06,-1.44,-272.7,-305.9,-33.2
-2.96,-1.44,-250.7,-280.0,-29.3
-2.86,-1.44,-224.0,-252.4,-28.4
-2.76,-1.44,-194.3,-236.9,-42.6
-2.66,-1.44,-161.6,-220.0,-58.3
-2.56,-1.44,-125.5,-196.9,-71.4
-2.46,-1.44,-92.5,-157.2,-64.7
-2.36,-1.44,-76.5,-109.4,-32.9
-2.26,-1.44,-73.7,-90.4,-16.7
-2.16,-1.44,-67.8,-97.2,-29.4
-2.06,-1.44,-59.4,-104.1,-44.7
-1.96,-1.44,-46.5,-112.8,-66.3
-1.86,-1.44,-37.6,-123.3,-85.8
-1.76,-1.44,-43.2,-134.5,-91.3
-1.66,-1.44,-52.5,-142.6,-90.1
-1.56,-1.44,-58.7,-151.4,-92.7
-1.46,-1.44,-75.9,-165.4,-89.5
-1.36,-1.44,-102.4,-194.0,-91.6
-1.26,-1.44,-127.4,-201.2,-73.8
-1.16,-1.44,-143.8,-312.6,-168.8
-1.06,-1.44,-151.5,-407.6,-256.1
-0.96,-1.44,-152.9,-476.3,-323.4
-0.86,-1.44,-154.0,-512.1,-358.2
-0.76,-1.44,-154.5,-525.6,-371.1
-0.66,-1.44,-154.4,-555.3,-400.9
-0.56,-1.44,-154.2,-577.7,-423.5
-0.46,-1.44,-154.0,-575.1,-421.1
-0.36,-1.44,-153.7,-582.2,-428.5
-0.26,-1.44,-153.8,-591.0,-437.2
-0.16,-1.44,-153.8,-596.6,-442.8
-0.06,-1.44,-153.8,-582.8,-429.0
0.04,-1.44,-153.7,-549.4,-395.8
0.14,-1.44,-152.9,-515.4,-362.5
0.24,-1.44,-147.6,-511.9,-364.3
0.34,-1.44,-135.6,-530.4,-394.8
0.44,-1.44,-123.8,-497.1,-373.3
0.54,-1.44,-113.4,-459.5,-346.2
0.64,-1.44,-103.8,-450.0,-346.2
0.74,-1.44,-91.7,-414.1,-322.4
0.84,-1.44,-74.7,-354.7,-280.1
0.94,-1.44,-57.9,-245.6,-187.7
1.04,-1.44,-45.8,-167.8,-121.9
1.14,-1.44,-40.2,-156.7,-116.5
1.24,-1.44,-38.3,-146.2,-107.9
1.34,-1.44,-37.3,-123.3,-86.0
1.44,-1.44,-36.5,-105.7,-69.2
1.54,-1.44,-36.9,-89.5,-52.6
1.64,-1.44,-39.1,-76.6,-37.5
1.74,-1.44,-43.4,-75.9,-32.5
1.84,-1.44,-46.5,-74.5,-28.0
1.94,-1.44,-47.7,-75.1,-27.3
2.04,-1.44,-59.2,-76.5,-17.3
2.14,-1.44,-82.1,-87.5,-5.4
2.24,-1.44,-111.6,-146.8,-35.2
2.34,-1.44,-145.4,-200.4,-55.0
2.44,-1.44,-185.4,-242.3,-56.9
2.54,-1.44,-226.4,-271.7,-45.3
2.64,-1.44,-263.1,-297.6,-34.5
2.74,-1.44,-294.7,-324.2,-29.5
2.84,-1.44,-326.9,-350.1,-23.3
2.94,-1.44,-361.8,-393.0,-31.2
3.04,-1.44,-397.6,-430.8,-33.1
3.14,-1.44,-433.8,-474.8,-40.9
3.24,-1.44,-466.5,-499.4,-32.9
3.34,-1.44,-495.1,-509.6,-14.4
3.44,-1.44,-519.2,-531.3,-12.1
3.54,-1.44,-537.9,-559.9,-21.9
3.64,-1.44,-553.4,-592.8,-39.4
3.74,-1.44,-570.5,-615.4,-44.9
3.84,-1.44,-591.2,-631.2,-39.9
3.94,-1.44,-612.6,-646.5,-33.9
4.04,-1.44,-635.9,-663.5,-27.6
4.14,-1.44,-658.9,-680.8,-22.0
4.24,-1.44,-678.4,-698.6,-20.2
4.34,-1.44,-695.4,-715.2,-19.8
4.44,-1.44,-713.6,-730.9,-17.3
4.54,-1.44,-730.3,-746.2,-15.9
4.64,-1.44,-746.3,-763.1,-16.8
4.74,-1.44,-763.2,-780.9,-17.8
4.84,-1.44,-780.6,-799.2,-18.6
4.94,-1.44,-797.7,-821.0,-23.3
-4.96,-1.54,-664.9,-657.2,7.7
-4.86,-1.54,-648.8,-640.6,8.2
-4.76,-1.54,-630.9,-622.9,7.9
