plot,years,condition,outbreak,herbi,shift,shift_herbi
FLC,2020-2021,LC,0.0,0.143241202204692,-0.164541213730781,0.199764055009722
GHM,2020-2021,HM,0.0,0.385764488866963,0.0231585740179601,-0.038414796998389
TLC,2020-2021,LC,0.0,0.494607902217026,-0.24297338942103,-0.374351710637961
ALC,2020-2021,LC,0.0,0.112604587550508,0.00889852475494002,-0.0315251689806587
HLM,2020-2021,LM,0.0,0.0919069729717823,-0.04223438464491,0.0111245819032387
DHC,2017-2018,HC,1.0,0.191102345012876,0.0435029601872501,0.00585134966448198
NHM,2018-2019,HM,0.0,0.138202293084108,0.16942063212563,0.02804649554175
FHM,2020-2021,HM,0.0,0.135398316353696,0.486368735529981,0.264267920838422
JHM,2019-2020,HM,0.0,0.414831057062628,-0.08745770783062,0.029061083097578
NHM,2020-2021,HM,0.0,0.335434365837304,-0.353231200147021,-0.246548900667404
BLM,2018-2019,LM,0.0,0.296549874064776,-0.14299025986421,0.219183214006139
DLM,2017-2018,LM,0.0,0.257958506128884,0.323570961463736,-0.18829069076799
BHM,2018-2019,HM,0.0,0.158370780467689,-0.363970712838912,-0.0664568558983919
HLM,2019-2020,LM,0.0,0.181989517399143,0.14097343606768,0.196880267690602
SHM,2017-2018,HM,0.0,0.230276762413533,0.177249701938988,-0.033691103280271
BHM,2019-2020,HM,0.0,0.211129590347238,0.003560753535373,-0.022845246577527
D9,2019-2020,HC,1.0,0.444971283213882,-0.341386761177439,-0.345402673656822
D8,2019-2020,HC,1.0,0.482877565547594,-0.13557886801207,-0.24813626349315
DLC,2017-2018,LC,0.0,0.220282729141035,-0.0840440217032798,0.089363293828652
BHC,2020-2021,HC,1.0,0.0695281824354037,0.10572524523553,0.0762335219001793
SHM,2020-2021,HM,0.0,0.302045172548568,-0.0799557805299679,-0.244365832657838
BLM,2020-2021,LM,0.0,0.263183025641719,-0.0347093281920301,-0.107351822471854
NLC,2020-2021,LC,0.0,0.136959283021441,0.276121423397299,-0.0627348643881338
F1,2017-2018,HC,1.0,0.165547210642531,-0.26111874353278,0.186258086953978
SHC,2017-2018,HC,1.0,0.626368525498402,-0.19019594899217,-0.367746353399531
HLC,2017-2018,LC,0.0,-0.0166151859117949,0.06317984433006,0.235764545633003
OLM,2020-2021,LM,0.0,0.47633724334404,0.10759769220212,-0.174140933126818
GLM,2017-2018,LM,0.0,0.257249206824594,-0.093512939293337,-0.042397793791766
FHC,2020-2021,HC,1.0,0.431151494240136,-0.0167994510334999,-0.347036006140884
HLC,2017-2018,LC,0.0,0.223840291436886,-0.128627845409988,-0.066849669356112
MLM,2017-2018,LM,0.0,0.05309503664119,-0.60550680972688,0.385434970045479
OLM,2019-2020,LM,0.0,0.239868554214746,0.484299698974525,-0.017277613162236
GLM,2018-2019,LM,0.0,0.247472713437059,-0.00568271964125011,0.091969171194931
NHM,2019-2020,HM,0.0,0.097554337438172,-0.159700820632516,-0.0021064741495273
NHC,2019-2020,HC,1.0,0.179527138741412,-0.134186608512121,0.025895021212523
MHM,2020-2021,HM,0.0,0.189865021939605,-0.22647605045934,0.081223005031223
D9,2020-2021,HC,1.0,0.221657942530725,-0.19651460116414,-0.039657399916964
OHC,2020-2021,HC,1.0,0.434011144493157,-0.305151623165988,-0.351977885814179
ALM,2018-2019,LM,0.0,0.0730419387889258,0.110149222706365,0.105216377911053
B1,2017-2018,HC,1.0,0.344030426513007,-0.25156326157233,0.028975592501107
MLM,2018-2019,LM,0.0,0.214405820148846,0.042414266255801,0.000175283769269008
SLM,2017-2018,LM,0.0,0.372963904227716,-0.415580982004215,-0.248685882936586
SLC,2020-2021,LC,0.0,0.445083995158527,-0.329796742547518,-0.214424488434176
MHM,2020-2021,HM,0.0,0.447875683508053,0.411897417284043,-0.241168742635882
DLM,2018-2019,LM,0.0,0.269876974776338,0.01018909995116,-0.031828279630554
NHM,2020-2021,HM,0.0,0.255001167307856,0.039395390281537,-0.254379746399405
SHC,2017-2018,HC,1.0,0.111183315610178,0.11774151748571,0.186460361411035
GLC,2020-2021,LC,0.0,0.381409576320081,-0.0273881581469599,-0.186650603314582
BLM,2017-2018,LM,0.0,0.39629079577778,0.254982408727276,-0.209724701587849
SLM,2018-2019,LM,0.0,0.2091249450075,-0.033998132986511,-0.034309515955012
D5,2020-2021,HC,1.0,0.106235009615889,0.33766066468427,0.065708317020298
HHM,2019-2020,HM,0.0,0.20425339700841,-0.14659264897294,0.032005105204953
DHM,2018-2019,HM,0.0,0.409967900903142,-0.19034405909016,-0.301763786426696
NLM,2019-2020,LM,0.0,0.3173252141179,-0.18855695206852,-0.043289393799204
DHC,2017-2018,HC,1.0,-0.00287592096022649,0.182746979019627,0.204621929423178
ALC,2018-2019,LC,0.0,0.223661981839081,0.220748244523833,0.050775995555566
OLC,2020-2021,LC,0.0,0.211665498518508,-0.097299359769124,-0.032568944429515
MLC,2019-2020,LC,0.0,0.144772827481105,-0.1209207805131,0.245723307048533
THC,2019-2020,HC,1.0,0.285385394706713,0.12911017669188,-0.048048274958822
OLM,2017-2018,LM,0.0,0.337021816510883,-0.010352193110993,-0.131492007513677
OLM,2019-2020,LM,0.0,0.113241713433759,0.23498854084066,0.366735134577958
BHM,2019-2020,HM,0.0,0.202638262391265,0.395196767538178,0.260827002975819
OHC,2019-2020,HC,1.0,0.164549805888128,0.34684144202204,-0.0740305092620632
MHC,2018-2019,HC,1.0,0.323838427996229,-0.164693568705426,0.062624998104242
DLC,2017-2018,LC,0.0,0.305285660771367,-0.05851866037378,0.199487822867429
OLM,2019-2020,LM,0.0,0.401208015707617,-0.07355762556314,-0.304977024136225
MHC,2019-2020,HC,1.0,0.733532582392322,-0.0792964007823,-0.450219690562072
B1,2017-2018,HC,1.0,0.506136800684962,-0.298836184617664,-0.351417017597012
MLC,2018-2019,LC,0.0,0.149715839841992,0.440762491420933,0.156854739570054
MLC,2017-2018,LC,0.0,0.281184868457663,-0.261588473906286,-0.118449962869252
AHM,2018-2019,HM,0.0,0.0499522546837545,0.01833326233183,0.181927206044856
NHM,2017-2018,HM,0.0,0.0205785134109302,0.358730643673046,0.17461813893514
MHM,2019-2020,HM,0.0,0.303588261007673,0.15191504276857,-0.180484822920378
AHM,2020-2021,HM,0.0,0.298885847884971,-0.0221691624086701,-0.144548627111727
OHC,2020-2021,HC,1.0,0.422725454114188,0.207877566292785,-0.090254530024302
SHM,2017-2018,HM,0.0,0.113556978842887,-0.24410223713875,0.282959295288327
JHM,2018-2019,HM,0.0,0.52291917886501,0.32637467527121,-0.462473569748139
NLC,2020-2021,LC,0.0,0.141339317472089,0.344735911862721,-0.138863358888086
OHM,2019-2020,HM,0.0,0.196398574217931,0.206995524542441,-0.101743267010806
AHM,2017-2018,HM,0.0,0.233209077148206,-0.12303040191526,-0.167620422681314
HLC,2017-2018,LC,0.0,0.23640117228928,0.32568653417666,0.115533560057337
BHM,2018-2019,HM,0.0,0.106469376905507,0.26870171745318,0.058817138116816
AHM,2017-2018,HM,0.0,0.098369684677599,0.0365084140612,0.336104856478811
ALC,2019-2020,LC,0.0,0.103065172198877,-0.0552780251190699,0.100378802720615
MHM,2018-2019,HM,0.0,0.395628625559086,-0.14003300380083,0.066646870464548
D4,2018-2019,HC,1.0,0.294687218680562,0.400762597810091,0.085638903726329
MHC,2017-2018,HC,1.0,0.330208793547558,-0.0570963530252621,-0.276626761530494
D5,2017-2018,HC,1.0,0.16379729115416,-0.42354362928112,-0.035245193757267
BHM,2017-2018,HM,0.0,0.261111833571248,0.503032874421195,-0.137256679501458
GHM,2019-2020,HM,0.0,0.0297348870764826,-0.028830709701383,0.234714348047957
D4,2020-2021,HC,1.0,0.165208596310086,-0.165623682241662,0.024546995175446
OLC,2020-2021,LC,0.0,0.248524196408468,-0.239001009541495,-0.056795077840041
JLC,2020-2021,LC,0.0,0.360561608228539,0.325120408732516,-0.06140191484301
THC,2018-2019,HC,1.0,0.267039867975621,0.496674567334533,0.064867422978608
HLM,2018-2019,LM,0.0,0.28293078767205,-0.10678449701554,-0.159053265011101
SHM,2018-2019,HM,0.0,0.215821697291442,-0.30446286091344,0.078583728113935
BHC,2018-2019,HC,1.0,-0.00499842492830571,0.112075064886274,0.320360227424472
TLC,2018-2019,LC,0.0,0.726287277081317,0.10797148252517,-0.270432899206615
OHC,2020-2021,HC,1.0,0.450814715751204,0.08425063739701,-0.203140771977592
NLC,2018-2019,LC,0.0,0.195931214686678,-0.06368893734123,-0.166211371517309
DHM,2018-2019,HM,0.0,0.364405335916274,-0.343022069086937,-0.077473630968089
D10,2020-2021,HC,1.0,0.21850190760736,-0.02038972703019,-0.00905402208682299
OLM,2017-2018,LM,0.0,0.148660313062903,-0.298484190454835,0.142379599979926
MHM,2019-2020,HM,0.0,0.254574315973089,-0.105088280153201,0.00731612169767898
MLM,2018-2019,LM,0.0,0.286785102448528,-0.01572892016576,-0.132310336940313
SHC,2017-2018,HC,1.0,0.105870804584634,0.193027140392401,-0.0589909049538256
OLC,2019-2020,LC,0.0,0.339162016183935,0.0823076367265351,-0.157320912709243
AHM,2020-2021,HM,0.0,0.272643382241548,0.17599925537962,-0.156819569556331
ALC,2017-2018,LC,0.0,0.324144275860079,0.193269468363943,-0.1920453651038
D6,2017-2018,HC,1.0,0.173864986085818,-0.176296834656756,-0.043214487854705
HLM,2018-2019,LM,0.0,0.0435984344980682,0.09654395510424,-0.0234804926327821
F1,2020-2021,HC,1.0,0.195537610536377,0.130388417654865,-0.000954195778544997
NHC,2019-2020,HC,1.0,0.14868957657226,0.43648242708984,0.368844790152182
AHM,2017-2018,HM,0.0,0.480390262529919,-0.0580871089584409,-0.032745584362169
D9,2018-2019,HC,1.0,0.301228750283121,-0.214700006240406,0.26766483218348
FHM,2017-2018,HM,0.0,0.21725576044103,0.169114887254988,0.256981753619785
AHM,2019-2020,HM,0.0,0.153936171010283,-0.327875548178519,0.310137372549609
FHC,2018-2019,HC,1.0,0.110235688404456,0.46766455686028,0.444381483575457
GLC,2020-2021,LC,0.0,0.116278486331973,-0.237845443175815,0.077316949870919
NHM,2018-2019,HM,0.0,0.0750351406856139,0.400871135080292,0.346649246696289
SHC,2018-2019,HC,1.0,0.179498025960718,0.0773681262232702,0.223287501323054
OLC,2017-2018,LC,0.0,0.415392767559923,-0.32614352601419,0.084576880190995
GHM,2019-2020,HM,0.0,0.345088228926461,0.0674651838857819,0.054859194363565
BHC,2019-2020,HC,1.0,0.204458719916586,0.209188513753429,0.21341570332152
HHM,2017-2018,HM,0.0,0.190880886655449,0.38342216057258,0.042733357874586
MLC,2018-2019,LC,0.0,0.406743746821396,0.14559953812974,-0.155943923322169
TLM,2017-2018,LM,0.0,0.550164780924932,-0.370259526860927,-0.24186773669699
OLC,2018-2019,LC,0.0,0.212501384012629,-0.072348445809819,-0.231817176519999
GLC,2019-2020,LC,0.0,0.135479816057363,0.0197835656776,0.050056963063593
MHM,2020-2021,HM,0.0,0.370183040926277,0.09177058534131,-0.221922358075187
OHC,2018-2019,HC,1.0,0.316492227125482,0.0693188373179301,0.131787377605919
NLC,2020-2021,LC,0.0,0.383974223592149,-0.156547720341409,-0.188071502583161
TLM,2019-2020,LM,0.0,0.249808431256312,0.0234595765475301,-0.077621112504653
BHC,2018-2019,HC,1.0,0.639175644986458,-0.26965851182535,-0.503336585103024
AHM,2019-2020,HM,0.0,0.212760267434009,-0.0730317475993199,-0.159243422111374
MLC,2018-2019,LC,0.0,0.130828602567373,0.126931475580287,0.10961422806765
D4,2019-2020,HC,1.0,0.451541301553106,-0.322685181925057,-0.306640986001415
OLM,2019-2020,LM,0.0,0.0164414048922328,-0.06708611897402,0.359062826929037
GLC,2020-2021,LC,0.0,0.431496398820732,-0.209995399600549,-0.411725092276472
MHC,2020-2021,HC,1.0,0.0855340974516413,0.16536234257154,0.140598131387735
D9,2017-2018,HC,1.0,0.0889245326269275,-0.171478238003044,0.171729710985144
NHM,2020-2021,HM,0.0,0.128218961148907,-0.0649088281861001,-0.0672570741400779
SLM,2019-2020,LM,0.0,0.205623152244914,-0.17910593495243,0.172146558653045
GHC,2020-2021,HC,1.0,0.516893270786024,-0.23234779080298,-0.221270422625311
B1,2020-2021,HC,1.0,0.294277339145272,0.0266032484918601,0.191227713112858
BHM,2018-2019,HM,0.0,0.378958592779103,0.203507614883251,-0.166573407649132
MHC,2017-2018,HC,1.0,0.567227555724366,0.370795227016225,-0.037871209817304
HHC,2017-2018,HC,1.0,0.174400314800645,0.374638312541726,0.275196430401555
TLM,2018-2019,LM,0.0,0.552636949880634,-0.14187998912782,-0.211388992683623
JLM,2017-2018,LM,0.0,0.00825020848632541,-0.215859823976832,0.195209144197386
SLC,2019-2020,LC,0.0,0.284581909756855,-0.063747182757808,0.088835754736073
GLM,2018-2019,LM,0.0,0.614196695209875,-0.16932850502277,-0.36252773862101
HHC,2020-2021,HC,1.0,0.260583466996505,-0.576019069569601,0.37431203261363
DHC,2020-2021,HC,1.0,0.213372981470917,-0.070884394217615,-0.026853672674475
HHM,2017-2018,HM,0.0,0.654376995825153,-0.26234260770328,-0.0968093048203019
SLM,2018-2019,LM,0.0,0.189171018328147,-0.02138659965389,-0.07418308522307
FLM,2017-2018,LM,0.0,0.217760056283374,0.247264261462139,0.096237877555733
GHC,2020-2021,HC,1.0,0.278195603574126,-0.0546338907257899,0.039845640312263
B1,2018-2019,HC,1.0,0.308639137633662,-0.0215460838611301,0.085040407459179
NLC,2020-2021,LC,0.0,0.0626843811943565,0.0391503796371999,0.209500448596616
NHM,2017-2018,HM,0.0,0.396271683327797,-0.11403602234522,-0.086189540443408
TLC,2017-2018,LC,0.0,0.0366155943651678,-0.099840590959685,0.211844197069423
NLC,2019-2020,LC,0.0,0.230230587436152,0.0662552485165,0.291841206745406
BLM,2018-2019,LM,0.0,0.337512231032623,-0.32064103049891,-0.092953912129957
FLM,2019-2020,LM,0.0,0.329614331970084,0.314754350408996,-0.186018583313939
FHC,2019-2020,HC,1.0,0.542712260842675,-0.0443020181378899,-0.415163558865798
DLM,2017-2018,LM,0.0,0.555688497651421,-0.321328087698622,-0.385350076726631
GLC,2017-2018,LC,0.0,0.53117610187886,-0.18333198507172,-0.353561587924827
OLC,2020-2021,LC,0.0,0.0409016900589194,0.178100709232417,0.0592679143126336
FHC,2018-2019,HC,1.0,0.354566401283969,0.225971487572838,-0.108859408342816
OHC,2017-2018,HC,1.0,0.133759614680559,0.34874348059241,0.100206558473772
AHM,2017-2018,HM,0.0,0.541217457405597,-0.10809683394144,-0.24996740402178
JLM,2018-2019,LM,0.0,0.16805562004663,0.40297731300772,0.221678229499615
NHM,2019-2020,HM,0.0,0.338740759681643,-0.693036044695732,-0.03912377294553
TLM,2018-2019,LM,0.0,0.106477822939374,0.0147756500348399,0.141272789579734
FHC,2020-2021,HC,1.0,0.233518625450817,0.310765144445991,0.128619395421973
MLM,2018-2019,LM,0.0,0.148166940075757,0.28423241982573,0.313206305693174
BHC,2019-2020,HC,1.0,0.329571306780658,0.0551598994479501,0.071232615048758
SHC,2020-2021,HC,1.0,0.320875792311087,-0.0879893629205399,-0.035418789064665
OLC,2017-2018,LC,0.0,0.105439955680069,-0.208706035902737,0.159689854758081
MLM,2019-2020,LM,0.0,0.532128653965406,-0.539589190106228,-0.382383457991942
NHC,2017-2018,HC,1.0,0.0793153477221991,-0.0796488069682899,0.15701650547999
OLC,2019-2020,LC,0.0,0.262747386111207,-0.299858699928351,0.048798369612745
GHM,2017-2018,HM,0.0,0.145904322647569,-0.277102960437374,0.067788994838362
HHM,2020-2021,HM,0.0,0.163315926663241,0.142731039654731,-0.052556485170299
D9,2020-2021,HC,1.0,0.310752515883005,-0.0365788594216501,-0.138496158640845
D8,2018-2019,HC,1.0,0.144627010740723,0.351825168905588,0.297400388022492
OLM,2017-2018,LM,0.0,0.205069704534436,0.15488042991284,0.230194808172728
MHC,2019-2020,HC,1.0,0.188027412150095,-0.05025996411214,-0.139480093871811
JHC,2019-2020,HC,1.0,0.5107987540115,-0.314393289787913,-0.306502080542526
BHC,2020-2021,HC,1.0,0.158567949893512,0.161255707377685,-0.04116083711758
GHC,2017-2018,HC,1.0,0.101452049032427,-0.100641188795068,0.203176425637005
JLC,2018-2019,LC,0.0,0.432183095067147,-0.06240771254108,-0.230807355781114
OLC,2018-2019,LC,0.0,0.421421165934512,0.21990260055409,0.025468987432229
ALC,2018-2019,LC,0.0,0.201676348726259,0.28353284068269,-0.014126185278301
NLM,2018-2019,LM,0.0,-0.0305775640361572,-0.2071692335993,0.3296987861476
D2,2020-2021,HC,1.0,0.377641363996999,0.0320510712253301,-0.347334128084416
FHC,2020-2021,HC,1.0,0.216392341254206,0.02078255449253,0.199869442084038
TLM,2020-2021,LM,0.0,0.265185927223561,0.231706588529508,-0.163868629061237
NLM,2020-2021,LM,0.0,0.138193595873681,0.239505617828492,0.017424698406376
SHC,2018-2019,HC,1.0,0.0222766931032057,0.0745525664976499,0.31820938549827
NLC,2018-2019,LC,0.0,0.314956863399995,0.168955683027573,-0.087988687143942
BHC,2019-2020,HC,1.0,0.442435266362878,-0.03111238864024,-0.178069713280456
DHM,2018-2019,HM,0.0,0.146407466894423,0.08010953551067,-0.017206963545626
JLM,2018-2019,LM,0.0,0.0278609201490547,0.402177355032211,0.210738087912133
OLM,2017-2018,LM,0.0,-0.00361728745311884,-0.07970561195654,0.447962612208945
TLM,2017-2018,LM,0.0,0.345511096303323,-0.59563948807349,-0.010995570994732
GHM,2017-2018,HM,0.0,0.549078285142155,0.23460624923735,-0.207719225847361
MHC,2020-2021,HC,1.0,0.496592928845453,-0.0791671573107899,-0.185774275628341
GLM,2020-2021,LM,0.0,0.296297465517728,0.097219249603705,-0.261723898463591
MLM,2019-2020,LM,0.0,0.140324995696165,-0.124417753646585,0.096228713044739
NLC,2017-2018,LC,0.0,0.00644946549222714,0.02008642253518,0.122246324693933
MHM,2017-2018,HM,0.0,0.22283742073563,0.15793304705996,0.088278088271578
NLM,2017-2018,LM,0.0,0.0551750239608653,0.204963950404237,0.0396774604487672
MLM,2017-2018,LM,0.0,0.0932297831420438,0.00742768564038898,0.0322913010177302
BLM,2019-2020,LM,0.0,0.0983950374576004,0.0259078547603202,0.13593615006882
AHM,2019-2020,HM,0.0,0.424800761680671,-0.472579089458359,-0.316593304268467
NLM,2018-2019,LM,0.0,0.155784993173748,0.23227784590766,-0.0713468900953304
D10,2018-2019,HC,1.0,0.262015349045349,-0.432097250909176,0.027508317499092
SLC,2017-2018,LC,0.0,0.464065572481293,0.0408871028282659,-0.332913711791157
SHM,2019-2020,HM,0.0,0.385334172878516,-0.0656850476456501,-0.070306518986461
MHC,2018-2019,HC,1.0,0.30649555233193,0.0540180720671,-0.187692429174703
GLC,2020-2021,LC,0.0,0.183150633615555,0.10939572421458,0.042790770883951
THC,2017-2018,HC,1.0,0.307839927250431,0.12523165921649,-0.155999185460239
NHC,2018-2019,HC,1.0,0.357968003634542,0.0986925514547001,0.119782599133181
AHM,2019-2020,HM,0.0,0.17623625882579,-0.000559835743929815,0.159264197258526
DLC,2018-2019,LC,0.0,0.0549674955552932,0.173929611427958,0.107386371107961
SHC,2017-2018,HC,1.0,0.424823520917331,0.111400316069232,-0.060311166031312
OHC,2017-2018,HC,1.0,0.213065588750474,-0.10770525896701,-0.060292451680005
MLC,2017-2018,LC,0.0,0.278140431297766,-0.709756888578622,-0.193729561980537
D5,2020-2021,HC,1.0,0.157738358295517,-0.03393890191898,-0.0602474377877096
DLC,2020-2021,LC,0.0,0.175620621423887,0.1754390885238,-0.130606083042762
OHC,2018-2019,HC,1.0,0.126367987705588,0.224553397922168,0.028594494215495
D10,2020-2021,HC,1.0,0.0815663684779526,-0.29211169873743,0.299173971050782
OLM,2020-2021,LM,0.0,0.214071632822912,0.11561079083559,0.329004924146965
FHM,2020-2021,HM,0.0,0.27813406150677,0.285982751547043,0.042736021919246
D8,2019-2020,HC,1.0,0.264132507257779,0.035427147896589,-0.111874573642451
AHC,2017-2018,HC,1.0,0.0763454065986728,0.192951583118397,0.102224160373826
TLC,2020-2021,LC,0.0,0.257147840437837,-0.44958258575279,-0.185582953937281
SHC,2018-2019,HC,1.0,0.0982349856560387,0.307902172359967,0.141630428714287
MHC,2017-2018,HC,1.0,0.307305648053756,-0.22869891749615,-0.163229415891974
OHC,2017-2018,HC,1.0,0.408396856745373,-0.199776468377269,-0.31981229818557
OLC,2020-2021,LC,0.0,0.399714388110785,0.04379040075792,-0.052508989224812
BHC,2018-2019,HC,1.0,0.318916929134274,0.536594327732365,0.05049456110054
MHC,2018-2019,HC,1.0,0.310511531107142,-0.16562544999843,-0.163638860961704
D8,2018-2019,HC,1.0,0.00148991597873338,0.0357914923945502,0.326426843824909
OHC,2019-2020,HC,1.0,0.115787369357839,0.302909257013739,0.173346968583238
ALM,2017-2018,LM,0.0,0.432995789824809,-0.197703538012055,-0.118989844237466
ALM,2020-2021,LM,0.0,0.23112293416262,0.133526471101229,0.10730258814564
OHM,2018-2019,HM,0.0,0.507305535818413,0.0797223406543899,-0.249123319416406
ALC,2018-2019,LC,0.0,0.276718483706798,0.31026460224969,0.281824519335179
D9,2020-2021,HC,1.0,0.260100365923631,0.06012127890283,0.123895324203107
D4,2017-2018,HC,1.0,0.301710104625716,0.2137033357561,-0.173876478263476
BLC,2017-2018,LC,0.0,0.0529788967348392,0.047102792332505,0.0921816476510768
D9,2018-2019,HC,1.0,0.370547170253813,0.085738781475746,-0.299777990542698
BLC,2019-2020,LC,0.0,0.476689314844172,-0.1075371211078,-0.362069773506252
GLM,2019-2020,LM,0.0,0.293100926723415,0.18045113776245,-0.040662571624706
SHC,2020-2021,HC,1.0,0.304221235413247,-0.0196433257772601,-0.127312934970906
GHC,2019-2020,HC,1.0,-0.0164336798782636,0.19111940924311,0.354126752042748
AHC,2018-2019,HC,1.0,0.181882003569569,-0.153212073815091,0.205683523335957
OHC,2017-2018,HC,1.0,0.262294175696747,-0.0226132763443261,0.066136778757178
AHC,2019-2020,HC,1.0,0.155470881515603,0.171819239169699,0.207728859861976
NHM,2017-2018,HM,0.0,0.0945701763496354,-0.0210158621963699,0.363775135556541
D4,2020-2021,HC,1.0,0.118755304063065,0.373788439268518,0.46055403385604
MLM,2020-2021,LM,0.0,0.646603677925301,0.17043038980977,-0.442071370101871
GLM,2017-2018,LM,0.0,0.141539521578017,0.0549899099235389,0.153820808527933
SLC,2017-2018,LC,0.0,0.389178755275082,0.102872877882466,-0.193116292440176
HLC,2017-2018,LC,0.0,0.0838421063739399,-0.0110373939031501,0.0895641340614301
DHM,2017-2018,HM,0.0,0.508562894685081,0.036549559842991,-0.230117688840144
TLM,2020-2021,LM,0.0,0.330945287133814,0.0696730133182699,-0.339924699502762
MHM,2020-2021,HM,0.0,0.340755740434262,0.0838543868991801,-0.026779277466987
HLC,2018-2019,LC,0.0,0.224968953680686,0.02941889622326,0.319997990881027
GHC,2017-2018,HC,1.0,0.105778000929303,-0.169648040134055,0.152848634778114
THM,2017-2018,HM,0.0,0.268228984258989,0.28290532156641,0.080258219609506
D9,2020-2021,HC,1.0,0.215571206787477,0.257523165122039,0.239965429003829
MLM,2018-2019,LM,0.0,0.160646021315166,0.19558462577344,0.419477772616712
DLC,2020-2021,LC,0.0,0.192091129141985,0.133774548974123,0.278735203703742
FLM,2020-2021,LM,0.0,0.411300562583201,0.0988329108101659,-0.186822432242966
JHC,2020-2021,HC,1.0,0.253967332681945,0.21346763026582,0.215701469077314
OLC,2017-2018,LC,0.0,-0.00378238779328743,0.116530182341319,0.480094377067212
MLM,2019-2020,LM,0.0,0.28189661211118,-0.1340074112275,-0.101069675467665
B1,2019-2020,HC,1.0,0.498768949223823,-0.137399276453135,-0.45256182316305
ALM,2018-2019,LM,0.0,0.241943506395827,0.0494220777273,0.044604446395752
D8,2020-2021,HC,1.0,0.110550437723367,-0.217375165036813,0.021852160566743
OLM,2017-2018,LM,0.0,0.404392801209236,0.15190203867328,-0.110341902908689
JLM,2017-2018,LM,0.0,0.362156986616,-0.132126431470782,-0.234145901001303
DHC,2017-2018,HC,1.0,0.356149445748552,0.206279091488121,-0.033075949028905
THM,2017-2018,HM,0.0,0.517267637490048,-0.224791298997807,-0.369734113961214
JHC,2020-2021,HC,1.0,0.407642632863231,0.308435989355169,-0.278832917608249
JLM,2019-2020,LM,0.0,0.184538144195177,-0.349623411426614,-0.044729209965562
D6,2020-2021,HC,1.0,0.441263783317939,-0.0272068356089961,-0.302933541313403
GHC,2017-2018,HC,1.0,0.249045525619208,0.12966421243947,0.17235593729698
OHC,2017-2018,HC,1.0,0.218501990966503,0.059087816181898,-0.047359851166098
THM,2020-2021,HM,0.0,0.39785019167652,0.09784465952909,-0.188379053421836
D6,2020-2021,HC,1.0,0.132982207870293,-0.11796163866211,-0.068033789121276
SLC,2018-2019,LC,0.0,0.311727767092383,-0.07113479528236,-0.072395719285213
AHC,2017-2018,HC,1.0,0.255568790627807,-0.0225780503241699,0.14509577892146
AHC,2019-2020,HC,1.0,0.699229225852172,-0.30744342293276,-0.388802259975697
ALC,2017-2018,LC,0.0,0.430153126878928,-0.01069816319254,-0.278946836456759
D1,2017-2018,HC,1.0,0.289921732937785,-0.08309350777154,-0.22785581966009
MHM,2019-2020,HM,0.0,0.320838612101768,-0.0835063052857701,-0.30155376600913
HLM,2019-2020,LM,0.0,0.0439680023980871,-0.0288339717426009,0.163357946562836
D9,2020-2021,HC,1.0,-0.000267965676926218,-0.457267153232596,0.0970669913576579
OHC,2020-2021,HC,1.0,0.331814250135933,-0.431606077330616,-0.189562864229583
D8,2018-2019,HC,1.0,0.0867610914794525,-0.127109336845813,0.277152979324364
OLM,2019-2020,LM,0.0,0.502686804653014,-0.191691549575268,-0.31178707871304
BLM,2017-2018,LM,0.0,0.109438663720933,0.20177782437055,0.067912511696362
D4,2018-2019,HC,1.0,0.296699178649714,0.0272817323427801,0.017185952515898
DLC,2020-2021,LC,0.0,0.370720473362288,-0.226867067751397,-0.040019231205678
HHC,2019-2020,HC,1.0,0.308710775395304,0.000503781069900011,-0.205696642641159
D4,2017-2018,HC,1.0,0.388486597947049,0.0891952843498198,-0.107557834959552
GLC,2018-2019,LC,0.0,0.0492748365063322,0.316996328454547,0.287899578707788
FLC,2018-2019,LC,0.0,0.156946625095599,-0.415590454300437,-0.024406571771347
D8,2017-2018,HC,1.0,0.259737495213369,0.084010914937387,-0.074668947389924
DHC,2018-2019,HC,1.0,0.260096908764955,0.113648542124642,-0.00404338446754698
FHC,2018-2019,HC,1.0,0.54987207317358,-0.50028817162,-0.171667907785987
JLC,2019-2020,LC,0.0,0.329667999269313,-0.422223197074208,-0.20958127509722
MHC,2017-2018,HC,1.0,-0.00280490312314741,-0.212309459526194,0.141638327761954
BHM,2017-2018,HM,0.0,-0.00199384871394892,0.338551041845215,0.574744523678253
THM,2019-2020,HM,0.0,0.350661014944134,-0.019494711277375,0.010538605612792
THM,2019-2020,HM,0.0,0.378345895998289,0.27637830445028,0.10129692493694
BHM,2018-2019,HM,0.0,0.107616886430535,-0.0369765291600899,-0.0711361793693644
JHM,2020-2021,HM,0.0,0.187294673454891,0.0276373692057699,0.125516769231804
OLM,2019-2020,LM,0.0,0.29933271577271,0.15451925188389,0.211965518700978
TLM,2018-2019,LM,0.0,0.231586564148224,-0.398837903711159,-0.196288291170871
GHC,2019-2020,HC,1.0,0.234215775719719,0.342730174440971,0.101525284518107
DLM,2019-2020,LM,0.0,0.513233289227051,-0.534610927179419,-0.146218243786719
DHM,2017-2018,HM,0.0,0.352292770251197,0.010956610480449,-0.304118765917879
OHM,2017-2018,HM,0.0,0.255702495833616,0.221043530140044,0.209126338475455
FHC,2018-2019,HC,1.0,0.234411722448773,0.090967569262565,0.098162017664706
