frecuencia_hz,sensibilidad_min_ft,sensibilidad_mediana_ft
693.245,39794.611898324285,77715.84113895855
693.745,30843.071049538754,74253.73612835677
694.245,46196.04694418256,75227.15042427507
694.745,47378.55789189471,80701.33066304262
695.245,36883.8324530488,68506.77733409063
695.745,35665.770016918716,83326.58686647605
696.245,51773.59327114595,80558.90884857893
696.745,35600.638723657015,82369.76942186894
697.245,51053.588828799235,78271.16318311868
697.745,52840.19834164728,91650.16684127928
698.245,42999.91073119971,77133.7241597338
698.745,30888.994476086642,78833.97246010826
699.245,37212.29161832829,74995.24486964289
699.745,72099.73747040457,118495.83162669756
700.245,51545.946685696625,76365.6008333475
700.745,46380.38337915887,79959.84724539249
701.245,39587.08116821229,78690.40768331863
701.745,49245.78722254818,83565.23594238142
702.245,57029.44758450905,91638.07695980111
702.745,43814.13138921739,83185.45086070994
703.245,42172.0720909865,88926.45684731516
703.745,47560.85084380014,81862.72458002329
704.245,47029.28958283013,78765.0069824881
704.745,44966.866161360995,77581.44519643034
705.245,43347.23027140058,80158.37566135866
705.745,40711.78940716707,87749.43886609693
706.245,47239.99879489401,90203.3748795689
706.745,51615.412817188495,78448.4498431645
707.245,41855.80149893109,70828.49709783713
707.745,56174.643305042024,91956.57239651249
708.245,35873.31556256417,83932.02949380368
708.745,62004.34997280442,87202.13147647557
709.245,49753.48810790855,73332.7703997346
709.745,51582.166762111316,81236.41393622897
710.245,29375.821917787147,75958.8304258057
710.745,46262.79143125459,79274.38104695687
711.245,46006.62411397165,78458.8356950437
711.745,41184.78606085852,84045.42743014346
712.245,50592.80083673799,86314.70780663805
712.745,53845.630848123306,99041.88200034307
713.245,62730.955968484195,86016.43957178738
713.745,33481.369975618596,85670.80165412716
714.245,48345.16900611926,78482.10571327327
714.745,55590.519101098966,91059.75451785995
715.245,56432.64579832263,82921.86370953385
715.745,60552.802109970966,78652.99518303324
716.245,36159.188920917935,81858.70361371202
716.745,39549.053174660025,83793.16930649974
717.245,50071.66109382341,87988.93637139193
717.745,60208.04361095945,89473.72421064791
718.245,37705.540148162305,84861.55156136141
718.745,57483.0214704525,83021.84768125617
719.245,57970.76109933854,88496.44130473024
719.745,39055.61139709367,80031.73913416248
720.245,48519.970422502316,89857.93639804647
720.745,49589.651767388204,77540.60152740902
721.245,51965.94977520328,78901.18265405117
721.745,57338.32367482133,89690.08458149346
722.245,40743.7738366355,92002.21958439313
722.745,36908.5212299759,84840.31484755671
723.245,64935.83908730163,95710.35072258225
723.745,56854.743616697124,85993.02057892989
724.245,55485.47601362207,86584.5654131789
724.745,55436.04197878169,84562.15694124709
725.245,57920.85233634505,90759.42100721582
725.745,51334.5559764586,85714.47320736127
726.245,53580.82760795859,87205.27015227615
726.745,55320.131452815775,91010.46064518158
727.245,55602.55251792922,79783.63543225359
727.745,33758.074520624985,93181.12424597499
728.245,41310.696249791625,86033.67476440818
728.745,54779.363618153504,79532.05272260265
729.245,55432.91269180353,99555.45006789158
729.745,32236.397701441067,72626.81380276225
730.245,41742.41482234051,79752.66914028581
730.745,52899.52312891477,88142.78121003107
731.245,68687.76704339414,101925.49639266075
731.745,37893.34170672302,70847.91388868654
732.245,53691.21640025888,97349.89131099592
732.745,69556.89469171397,97508.42247863868
733.245,49839.674217435626,81813.73969356886
733.745,48482.37466255683,90976.00116359518
734.245,46778.84359358733,92052.18692342583
734.745,52022.379147768734,82296.40278349032
735.245,42019.094787377886,90058.32437079574
735.745,46654.48500699847,89706.99487095697
736.245,45944.07993345625,90481.39006854595
736.745,53561.53641543738,94499.32464260129
737.245,53785.72497639031,83524.58594710627
737.745,51047.436504112484,94644.15487734144
738.245,62706.1053867383,96922.40936149843
738.745,43921.839112178015,91352.23522932596
739.245,63169.13971795088,99649.08648146427
739.745,49529.56450419499,79581.8738399239
740.245,60693.355090421624,85427.53885786135
740.745,49029.13868337736,78127.81307741947
741.245,51177.52047592439,92915.02433817124
741.745,58401.50560283408,88271.7221120568
742.245,73871.91403580477,108128.03120708605
742.745,61191.944686657305,84308.20302950163
743.245,53743.80463785919,94467.38424445005
743.745,58899.63531205505,97808.39256997925
744.245,53330.4014006078,87593.26119590545
744.745,49123.28692978618,84172.52247736894
745.245,42052.9930290925,83409.72115312888
745.745,47266.68640707897,82533.53413866265
746.245,59007.88445944406,89618.65559561271
746.745,44055.72083912906,80799.04447878482
747.245,49355.5642651291,95160.72430391362
747.745,44468.11421406975,88174.32807300745
748.245,61173.16056233774,91440.84705199068
748.745,51298.14445547932,93572.04675501143
749.245,58272.5257920092,88889.51220128033
749.745,44759.21595593466,103555.7729637153
750.245,57632.13260365135,96871.63950514185
750.745,56662.89694189091,89435.38471365484
751.245,55850.2077597691,91081.09904862777
751.745,36783.16713338136,83742.13129001624
752.245,53513.59190768131,88405.87220741596
752.745,58848.14658339306,91709.28134936624
753.245,50059.66335917245,83158.56179188422
753.745,43435.595134178686,86375.64039177634
754.245,55941.654193500886,107150.79429007677
754.745,57766.08462032137,97007.95865268668
755.245,56150.32567789428,88519.75860324859
755.745,57782.04254146419,97384.3054873854
756.245,65848.33625792545,99399.25697075973
756.745,61910.045953428526,82546.13078288021
757.245,46413.04069691761,95188.90615129552
757.745,42723.50736552018,92128.69942555683
758.245,51872.73340333408,101122.93682428314
758.745,64679.72099882182,104491.03981052275
759.245,66138.34211017832,96179.1840661304
759.745,67128.56985370608,102439.29069617103
760.245,80444.30037646943,106161.45940172108
760.745,57673.72941104084,90634.97134802374
761.245,54247.23264989524,98751.67027893986
761.745,46884.9539784519,96654.52191880999
762.245,80272.57735852728,117991.67869166864
762.745,60678.02346590052,97291.37912959434
763.245,60333.45389730502,107984.80261831215
763.745,70638.44819067784,107269.62963285956
764.245,47211.85367553813,98978.80560287402
764.745,61505.399503270615,94438.4081147588
765.245,57292.98539953656,105032.05742607197
765.745,53243.67217551982,87934.72120759403
766.245,51475.636903191495,96466.59898694698
766.745,47956.46211092467,90371.64205315267
767.245,63383.234880752905,99819.28145254546
767.745,55592.27774609204,93695.62368523452
768.245,57402.965649786354,101297.52527065063
768.745,51039.14489067629,90219.66280475222
769.245,65079.79754456077,83609.83926426983
769.745,65684.8352405674,106721.63704274085
770.245,51034.15798547388,97043.92725458703
770.745,55328.4842662917,106496.48103599493
771.245,56328.79512730717,98312.60738013763
771.745,51885.14162725825,89304.1241628385
772.245,70322.29761815895,95862.76660155285
772.745,62659.53064272822,87315.50340799533
773.245,59241.0286394633,95911.21977292871
773.745,70472.4300230722,104940.9673913689
774.245,62183.759088808525,104159.51775484043
774.745,52939.77045087913,88116.16080192891
775.245,37833.34598297598,97300.21960051576
775.745,64751.756635524376,101735.11052316878
776.245,54994.61675666606,108017.5553022662
776.745,59997.65991645451,100775.99573423286
777.245,56303.03787002629,93206.13243000823
777.745,53152.15831425555,107005.42918483807
778.245,49145.377076890094,85593.81555413682
778.745,71935.50876900277,102029.2791996465
779.245,57208.657176015244,104548.7419268596
779.745,65577.60055124683,98913.78866076302
780.245,51208.22717413468,102112.05384373777
780.745,49978.72916236155,97875.15449667696
781.245,51598.13501354326,90502.78504136525
781.745,73570.36735726669,117926.97054348476
782.245,66131.87612356334,94331.1403434474
782.745,58094.046522619974,116736.49568454392
783.245,56961.05107255983,109780.69684433384
783.745,44292.953315913895,97088.20510915935
784.245,54769.87857766417,106734.14520308343
784.745,48934.717558409466,112932.72517037392
785.245,82333.14665799684,109446.83214355566
785.745,38904.6255711116,103931.66739540445
786.245,66091.90033137129,96840.8007234514
786.745,58964.35876409857,110022.38047607515
787.245,69974.23474432279,115298.05169488177
787.745,54852.67084896769,105762.02018514177
788.245,55860.51664598845,114284.5942900251
788.745,45090.60193011972,102917.75088627196
789.245,40033.73817330078,104648.71855391913
789.745,67097.68776995549,94601.76770562198
790.245,79207.31184525369,117902.33450447988
790.745,55144.46019647539,93872.82022713473
791.245,74298.79503150635,113683.43583462446
791.745,48250.5390010549,103060.7716372918
792.245,50097.3394123803,94890.80761953193
792.745,62065.56132414341,108596.91766244083
793.245,57336.953262481824,106984.47666062377
793.745,81034.4620520358,110116.55542090672
794.245,62010.46128651712,97883.08577679624
794.745,80288.205699116,112320.79977149339
795.245,66510.00984076504,100857.1616964109
795.745,67451.96263802942,109653.86289783848
796.245,68207.5742190119,96603.2560807268
796.745,70592.52537846932,111730.9848077355
797.245,72745.70602566646,102760.91732417469
797.745,78564.5290825849,124224.52837575074
798.245,54695.612926394,102523.3127556557
798.745,69952.49705645957,98057.92980127572
799.245,53221.44760207645,112512.91159226617
799.745,84705.61454102407,109969.42500323972
800.245,54192.403161736,98254.3967099903
800.745,70978.57631795977,109951.93982411767
801.245,72180.6579366544,106590.20741126078
801.745,42386.79861392263,104473.70476105076
802.245,39321.24246574176,104825.377011189
802.745,71654.8901643817,106087.44449699298
803.245,73131.19623650693,112983.56863286096
803.745,50703.3485368246,106622.35160067925
804.245,50474.146559536035,104929.81596182115
804.745,66148.15725438582,120067.86904853613
805.245,86122.54231297043,108462.19044608863
805.745,59057.38628688878,113299.9851106214
806.245,68714.301003069,120842.97329571619
806.745,43255.02433154267,109999.92241381804
807.245,63128.1688128696,109134.72358977143
807.745,65284.61869631231,109657.7407090644
808.245,60664.416018490876,119636.73633907545
808.745,65327.930589641575,119833.51148798162
809.245,81814.85538023528,117817.83121326353
809.745,72892.39425750526,110972.54884664937
810.245,47228.03056470892,100137.74730023151
810.745,62563.18657895171,108474.15915284157
811.245,66565.63567254086,106101.6193639863
811.745,58436.26008811747,109102.22906603111
812.245,69891.82488794648,118914.89075200951
812.745,65313.60678408919,106972.59996926552
813.245,75776.31351209272,103744.90914297863
813.745,89264.89050537192,119834.80367666914
814.245,60276.78581850151,110401.64599719187
814.745,72496.69480511003,113618.48902539673
815.245,67514.42335395624,106802.55904713809
815.745,65752.96654395861,112134.32511478639
816.245,60511.52890933677,115658.20108955301
816.745,52967.04866690051,120540.28282291071
817.245,47279.87784592473,98758.90167545497
817.745,73753.1427051883,109843.78725448641
818.245,61042.37921036954,114916.43595305001
818.745,37966.30839077459,113511.28519335788
819.245,55008.808348272374,92968.30302308814
819.745,62226.299487004275,114282.53782084404
820.245,65894.06026661028,109694.56009510891
820.745,76158.11351579287,110591.71882780007
821.245,74793.3817941818,112995.29708779615
821.745,50734.095923153174,120269.14846208654
822.245,62743.30100522274,117916.33955824745
822.745,73967.53692200224,110377.32815842869
823.245,57328.47453385076,123268.64195582362
823.745,72587.94983741865,106667.69259317126
824.245,56495.4193578493,115825.410590274
824.745,56082.31491891898,114010.28738071333
825.245,43559.8994721168,95411.42680359291
825.745,66383.38357779189,100051.3790897913
826.245,69385.55013064566,113031.12948879854
826.745,52003.58358958198,116366.96610418716
827.245,73412.71945468783,121619.52878021586
827.745,64173.56603546966,125243.01133866538
828.245,56215.57178190205,110990.95024822305
828.745,60999.02002287163,117541.15643778486
829.245,66279.3645308108,117532.80667321009
829.745,61337.31818118966,97179.87993895255
830.245,60859.195682808466,98750.9056091944
830.745,71642.13511504639,103630.94676783707
831.245,83646.62403450714,123732.79094180989
831.745,65783.02210903194,118826.04042412913
832.245,73870.06910200501,137106.9542103685
832.745,47660.913194081775,118749.43611420217
833.245,52011.966318067134,131176.09419510746
833.745,48237.41644985584,118784.75053020757
834.245,63610.01099475576,115715.30717768427
834.745,68119.75449704172,121373.3251019987
835.245,74436.82103996348,121796.11608023057
835.745,42573.335410213906,111933.72908116075
836.245,40070.30735153567,126125.59096374057
836.745,66798.77442053107,120195.82443417207
837.245,71957.03629055913,119897.72992578217
837.745,71608.93851674754,136954.26771028992
838.245,72145.46115994228,140537.78164137737
838.745,88049.18401427266,118169.93757905834
839.245,70517.29313262696,128165.2297856416
839.745,61215.78696053329,116839.46459967532
840.245,73773.64091126049,130158.54166167858
840.745,66184.64265617523,123916.7302323495
841.245,68097.47081859515,126087.93299227115
841.745,56661.23437489455,129309.89090294873
842.245,63521.85374535092,131862.20052086047
842.745,82525.70085024745,120725.89259091145
843.245,64276.91976656113,112179.42791104286
843.745,68867.61148064028,127588.41624392655
844.245,67495.48304806053,116388.87513269452
844.745,45133.82269461633,120902.58638755794
845.245,74584.89444390479,125322.2783904358
845.745,69455.9489144587,131865.19624085646
846.245,80523.25788095957,119501.68116021273
846.745,65359.64381673564,130259.31536709238
847.245,81121.90810069781,117873.91308984224
847.745,68017.62056312957,113882.46782465257
848.245,79471.53321994284,116913.55146964817
848.745,72846.90721453184,117705.72668088603
849.245,65013.73673519819,117195.48245528569
849.745,108729.710374122,313882.07517063525
850.245,67757.51949398973,113671.80366058966
850.745,64855.44209726549,121037.51986098941
851.245,80495.52204255816,133306.58567570592
851.745,75240.253613554,122994.25295918513
852.245,66602.62515464937,143014.48731819307
852.745,74910.82495487446,121441.6308854795
853.245,50311.26915299677,110274.43805469442
853.745,90733.18045131424,133326.52467985224
854.245,75926.46271024768,119468.2835797014
854.745,44057.14600914672,100834.4776621651
855.245,100517.4861442409,123789.02836405036
855.745,41919.57030358478,124058.14426616384
856.245,86289.34529067,153429.12321417828
856.745,72271.1795155445,121327.33207960075
857.245,66759.10543760285,124579.75588769728
857.745,39497.85043185912,112163.86336325173
858.245,65527.13095348011,119764.95437421853
858.745,70546.10159541911,125480.10416579603
859.245,69684.13233111461,135097.54768552672
859.745,67354.8662849032,117691.06993265162
860.245,64629.65415284899,120497.2939978331
860.745,68739.08526528993,125305.40592550929
861.245,79856.682924568,127387.61801260457
861.745,86758.98851042034,129889.46541879012
862.245,39440.55503766725,119137.56412212257
862.745,61881.89533501326,121946.26453913489
863.245,90152.05543502737,132228.57909106312
863.745,70877.29727974783,115507.3928853498
864.245,69930.15947029174,136081.13195100328
864.745,62530.17282665974,124977.45091033721
865.245,74218.8792166889,128507.35963526445
865.745,50086.25774927767,127060.18032169656
866.245,78244.68731781893,131629.064449789
866.745,87131.35041490983,139266.5651811189
867.245,59135.06374204812,128208.1825219738
867.745,81718.75876838373,149127.98105066415
868.245,79387.65781666913,149651.0465872053
868.745,82712.39739480667,140491.75998896797
869.245,60045.2959794645,122239.37238922845
869.745,60314.6076606159,128121.29035860664
870.245,85448.16219496753,142468.24373262923
870.745,56779.910721560016,130870.38177769216
871.245,65358.48024562921,124850.71891085064
871.745,67877.99432290843,133627.57688491442
872.245,84376.8788380948,135280.6831543096
872.745,61081.41215880666,112539.56232297677
873.245,43501.46193398054,118923.74624289264
873.745,80625.7011062308,143085.93013264213
874.245,94586.42861313239,140808.59211025015
874.745,92894.45481214953,143482.36283435396
875.245,74393.30853727777,126498.18558253755
875.745,67757.56335986336,127950.20585711957
876.245,63267.717255952615,134730.644604221
876.745,92491.56955274747,140616.0186419589
877.245,67988.46327780264,127440.43510943357
877.745,71835.84022043856,129753.54120615817
878.245,103424.78504575719,145993.5466748183
878.745,72976.62128287039,132399.3519013184
879.245,58941.378684976626,121888.83878337186
879.745,89215.8175304218,142249.69105893915
880.245,62074.25794100882,133664.2334685009
880.745,71836.76847497807,126473.04062214507
881.245,105602.63110355781,141268.01831330563
881.745,82906.71788042782,149429.76993923
882.245,81817.12296388474,131366.31467278092
882.745,68345.32954864371,143355.6635587013
883.245,102896.68410340569,141835.89944903576
883.745,72031.93064017886,135420.85867445904
884.245,81507.10177187137,126063.9068635315
884.745,65262.15790618628,122570.17206026541
885.245,63936.064758435285,142993.51721472963
885.745,79098.95264227521,128318.38851440558
886.245,109362.29477489684,147403.74970645425
886.745,78999.11301972407,137845.14436904737
887.245,66517.48792376027,126980.14724849988
887.745,73167.10075299947,155631.14663844462
888.245,81773.4657373767,136214.1560910689
888.745,67097.01749127514,131072.0057061555
889.245,115178.04550749426,160734.08905558838
889.745,102498.3732812725,154356.42701803794
890.245,96634.48057748309,148176.04484325548
890.745,81513.34453908553,139406.9912594439
891.245,99588.26471602317,134506.9500849427
891.745,71335.5651524184,150403.36139485834
892.245,111343.86147538964,145180.54965948305
892.745,90629.82049656355,154820.33592379594
893.245,67450.10934434786,147207.83069188637
893.745,76896.42863255528,137084.51609747947
894.245,91523.60829863293,144039.82326160214
894.745,108134.7003413968,151786.73014265456
895.245,89600.70850505856,136845.9734204756
895.745,64363.62475761222,128285.90975090668
896.245,88270.06012158241,172820.30474900763
896.745,80948.37573739784,155498.05579982302
897.245,78878.8700737909,152886.1558121395
897.745,90282.8216045016,146919.23396029708
898.245,86503.02886767127,130308.57968820086
898.745,74653.75832703726,146046.78153450356
899.245,102700.4147075762,142452.01917491097
899.745,103815.01764466663,158766.5244116327
900.245,69624.82747889175,136459.21669331111
900.745,70091.32174818793,121239.8310099523
901.245,87816.62355533113,156351.05266256165
901.745,80331.97524737989,175296.10266912665
902.245,110800.36284832984,143111.27886556773
902.745,95697.64176259913,155075.64968246696
903.245,91148.1489990481,151238.33823254297
903.745,70419.53566138951,142313.74826251192
904.245,70859.53973812827,132775.94584874413
904.745,52597.94191286307,138119.97103315766
905.245,78909.99305261497,134943.7656667718
905.745,83537.81836688532,142398.01640281832
906.245,85016.93860937939,148459.22791558213
906.745,84148.8219901839,158169.23673365603
907.245,67241.89049399488,163022.35210997693
907.745,97082.7304094308,154716.54530617862
908.245,81880.5993536172,149145.61742726143
908.745,86211.16966409891,136802.39236462087
909.245,69699.5861518048,138864.62400476617
909.745,93191.10128311072,149353.041629938
910.245,78593.1384119443,147118.7901960633
910.745,106013.70941684616,147476.84465779905
911.245,86801.68420871509,144397.83502220106
911.745,93923.54434464857,148721.3203863193
912.245,74401.45917840004,153273.69094350786
912.745,84770.84454974157,157545.09526194632
913.245,79510.872465498,163762.93936515192
913.745,66248.98800348445,149487.84007994912
914.245,87855.27015491524,147602.6705892945
914.745,108456.23422267353,158460.09387282815
915.245,91468.67871590875,152263.77814503043
915.745,95191.34652834202,147468.17749293297
916.245,93006.02551787667,170968.90545291355
916.745,93097.8682120475,137842.46849058982
917.245,81454.95528650213,147603.76833010893
917.745,71652.16393116633,137103.42339217136
918.245,63744.40887695648,138378.51935980603
918.745,111247.14426683701,149776.94227882248
919.245,110054.68800729327,147633.52135820733
919.745,57021.918521129206,138221.40482400582
920.245,86971.48560529215,156939.0835733791
920.745,95788.63735008426,154743.36912178836
921.245,83716.65956579529,164089.13100875137
921.745,95641.35325930692,146764.13682203664
922.245,112001.33748851153,161671.0261060696
922.745,82940.44356873761,132841.1461414387
923.245,100881.19349335333,148341.59403528884
923.745,105947.00074380652,160379.6181407382
924.245,77752.73174972793,163320.7623436155
924.745,86631.34447801075,134814.55363679794
925.245,112066.07217911485,159022.6482838911
925.745,82595.33182031472,156780.78383470772
926.245,89311.92679339985,131541.03968728677
926.745,100397.70486960396,153366.5750255484
927.245,68677.45457898191,141640.21122197527
927.745,91265.00824340986,160115.3241553901
928.245,74022.30436037685,146808.14257542964
928.745,97552.35319630137,144083.0753557966
929.245,99925.4705874576,150217.8024777128
929.745,82817.46326823402,138012.69676644955
930.245,100162.43827093492,147339.56856686296
930.745,89688.52955459921,147805.99037470727
931.245,84876.50266079018,150850.2827716247
931.745,93904.12827519483,170724.36087895226
932.245,72945.14544438446,160104.77084232558
932.745,73202.15115225964,153013.33578930184
933.245,54115.3433770756,146804.12640002
933.745,100731.1453655992,148962.36570572358
934.245,106015.00492339575,164201.95591703538
934.745,74569.29097526343,146123.3345040076
935.245,86538.5571897566,157071.1809203363
935.745,101214.31336700471,151454.1382794492
936.245,104364.57321979759,159065.08493379416
936.745,79472.00427254273,142833.54800206504
937.245,73339.41978262847,154694.16418163333
937.745,88006.31051913652,140756.3055758315
938.245,93584.62265739897,183292.4160256469
938.745,74307.84174741602,136112.03690334357
939.245,102249.03566002191,179957.74523902213
939.745,116259.93832397614,173688.68869884335
940.245,92995.04769723937,135155.2360078448
940.745,66350.30544506636,149732.04041527153
941.245,78830.00970381932,167309.56139063273
941.745,87963.0681142619,154209.35572934858
942.245,91656.7637386438,165687.78700037848
942.745,112223.09772409899,166104.5540083858
943.245,106191.86685453443,157549.18557197438
943.745,66781.04649744631,150267.30138345517
944.245,103953.38234075083,169290.63254495765
944.745,104051.00831526294,160000.22104991082
945.245,112901.32887958916,167247.92613082164
945.745,87649.93693189837,164283.22467323978
946.245,78295.88380073349,148975.39971284405
946.745,97790.78585910832,177252.50292185904
947.245,68247.8005772528,174605.52327358798
947.745,73329.71493693805,162045.8480154181
948.245,89394.24879491923,165916.29716084202
948.745,77663.18577717463,148533.45306542743
949.245,83975.97687866948,146665.70225168375
949.745,197346.46808601613,510229.51818872074
950.245,84598.03739142742,167492.01227758947
950.745,107545.46793948355,159080.36693436577
951.245,104986.20001469628,171339.49304446438
951.745,89924.58407657541,155473.2315369388
952.245,72184.90427866053,148713.73720485772
952.745,104794.28000846293,163060.61662863407
953.245,108917.58286379906,142501.22449119703
953.745,79238.42411722113,169236.1494801283
954.245,85584.28462533766,176429.00871811612
954.745,55972.3086528045,165700.28190198157
955.245,111618.14473147299,178544.69613127114
955.745,117670.1302971488,182770.4561198224
956.245,71083.21683796505,156858.20098497922
956.745,121216.46208463599,188852.3793829545
957.245,73907.73632259062,137945.06069590393
957.745,80032.14427900682,151879.77174671792
958.245,97143.7450588271,156199.871979286
958.745,102350.76891592989,166261.57551114488
959.245,100061.46774913375,146901.17742797796
959.745,44780.85468819018,171815.96839611809
960.245,85901.71289745718,165773.78598895986
960.745,99230.33619027841,166569.84931030415
961.245,110055.64593360471,170508.1769845226
961.745,134169.50154659498,187203.16533335677
962.245,95051.99400882954,170279.39266973382
962.745,112774.71108078909,184050.40929896274
963.245,66303.79620758437,180586.4822215808
963.745,80516.52912137954,143384.59649119404
964.245,102701.86269324571,157346.99179427518
964.745,120756.40809589939,174445.78257711866
965.245,97286.97313944886,139860.07288350211
965.745,115353.9169432402,160431.56688486147
966.245,122027.22595384688,182207.30541763583
966.745,94229.39206612039,155121.6261213025
967.245,126351.93260721912,189261.29191252854
967.745,93123.56894412862,168258.9631911585
968.245,100303.88654213317,152865.57053282607
968.745,106502.13356575117,185849.57440922246
969.245,123986.72201504985,176984.4045260362
969.745,137108.0376346245,183482.62010325998
970.245,108187.77156787514,181504.76440394204
970.745,66574.0035871304,159963.42481091258
971.245,99262.32431897432,146116.68574913027
971.745,110093.30512265363,175705.17890215802
972.245,118918.44216783899,187610.15700243297
972.745,84819.21619551678,159399.07999525664
973.245,65324.79877246175,166703.67592124676
973.745,77378.55739949325,153396.3107742364
974.245,83527.99529160326,151344.30084787274
974.745,93082.111664329,150021.7751360025
975.245,92302.9811010553,169175.62097062572
975.745,132078.67220865484,183028.0741873948
976.245,91613.27752441294,180888.78764777986
976.745,79246.89512197372,198254.41908773137
977.245,114450.33707352969,170870.94565958052
977.745,88914.30649103732,166289.39983065272
978.245,155305.8940308162,201902.43382394465
978.745,102386.3124495721,181414.58562821092
979.245,113325.96160572852,166017.0771371962
979.745,90821.39265268767,157787.08577701554
980.245,72431.92697686296,160467.7301085065
980.745,108696.85093873588,193074.19741097145
981.245,83532.42269291586,196689.62826335762
981.745,93730.28010569708,147363.43148878682
982.245,108716.32391220122,170755.78972652106
982.745,116780.31201319255,185086.40331766842
983.245,127900.7584884533,184233.49497866104
983.745,95729.64156106477,191297.29205172416
984.245,108808.34615791218,159922.05608809134
984.745,121667.08668837807,181859.5384523554
985.245,109204.4243438,154308.08995081668
985.745,83468.07273500285,171239.98070474324
986.245,120123.31483919114,156457.2906659656
986.745,109457.83455816946,160663.02453960516
987.245,94590.70321880939,162798.60736591753
987.745,83872.4933280856,166302.98223935004
988.245,101367.52065108926,179342.32336493704
988.745,61357.47641308808,182619.1823155
989.245,98013.28959951496,193278.14121508243
989.745,91965.57435355846,151024.51431544748
990.245,76742.70989444107,155807.68674097722
990.745,112035.92988699481,175016.83446195722
991.245,82434.66650508608,161112.46860962515
991.745,111004.68248023876,186208.9014921204
992.245,114060.69050024405,161390.40287367924
992.745,85821.32222358692,166904.69244650003
993.245,114103.42755462471,177296.1421323585
993.745,107372.51833812751,190731.74505964358
994.245,72524.20396365641,160249.46268550243
994.745,106768.04662137633,179453.898779821
995.245,155208.4000848397,209962.33161665348
995.745,102284.95846399672,170623.42381122807
996.245,85754.19590921646,165459.34767673328
996.745,87204.85704320228,168883.15321678508
997.245,82520.66713880654,181132.67848354176
997.745,85013.13950024697,170203.135685455
998.245,58475.98862416266,180329.67054462963
998.745,117853.27296303178,175417.40426570756
999.245,131745.22455224206,192423.68377780693
999.745,106207.07205606857,163303.90758032666
1000.245,112727.28897790803,168990.1394484025
1000.745,118755.93308959874,184995.25783656375
1001.245,69014.92719656522,166498.13366174046
1001.745,93739.39828213108,174302.1489822686
1002.245,106170.3455959094,168848.30557987982
1002.745,95032.37806385473,154489.5127869959
1003.245,118765.33658960105,172382.11706666517
1003.745,109210.28921878207,197790.5471768684
1004.245,123754.81975875815,185587.0586836568
1004.745,105033.89128981269,177186.3333404633
1005.245,94256.36852705851,177956.26596655764
1005.745,126513.47613839865,178427.92968579824
1006.245,70802.26048173633,183334.30843162833
1006.745,92539.67909005177,163984.2642709298
1007.245,116204.98756697694,170670.60792031809
1007.745,92979.57434559143,177373.50021151517
1008.245,92352.07692340712,174069.18869985797
1008.745,85474.56371727608,186084.19082447828
1009.245,83566.49705343728,185665.4937160153
1009.745,121823.7369899136,187812.8756270426
1010.245,77126.71441299035,158324.31271012584
1010.745,111854.69938790263,198101.48879336193
1011.245,70394.94559193769,151845.719007277
1011.745,83697.06283102432,185864.81333287153
1012.245,114181.33744845666,178467.05469679914
1012.745,104290.31034323212,176890.7552737044
1013.245,94552.90999262179,170912.15768526169
1013.745,119006.7370881374,181477.5811391584
1014.245,112230.41126075483,178318.25920747692
1014.745,61797.73118200546,185466.62950545855
1015.245,90206.90452111335,157273.92311243375
1015.745,109328.9023449422,202459.86503674905
1016.245,45665.77330796823,185663.43208931366
1016.745,85443.39154906466,172305.4840858517
1017.245,103146.38828300415,192620.88700434074
1017.745,78345.44774382716,173087.45229751512
1018.245,105865.60364416456,178312.180310632
1018.745,85171.97802850335,181019.82454604877
1019.245,122361.27421225581,211765.59017132584
1019.745,119298.68772053802,196748.37245463394
1020.245,118438.95195372238,188791.05392186873
1020.745,143011.44287586556,218190.4065783308
1021.245,98495.49791197859,192255.2307401187
1021.745,100244.09683254833,199914.548894695
1022.245,77784.50732977569,179487.64716031073
1022.745,90383.39189158122,211060.02060288683
1023.245,105584.35009826042,206737.86545922945
1023.745,103302.55253010774,208066.07149499666
1024.245,84379.69782622802,181528.42556168616
1024.745,89470.38550179753,202372.056902055
1025.245,113678.90722537028,184240.57336419594
1025.745,96451.98890545228,169914.93569114924
1026.245,138319.88316721228,197209.69943942153
1026.745,123987.07165606815,177844.30756655257
1027.245,116535.1689473274,179043.98289567023
1027.745,126073.22280772534,201869.302849527
1028.245,116950.45983897265,196008.8495821455
1028.745,105203.89708104737,188721.71679293754
1029.245,97770.36846639069,171102.71130772412
1029.745,103091.42386783876,187477.79647612205
1030.245,94263.6716892504,184229.1593384574
1030.745,105825.38419444738,204392.8193325182
1031.245,93918.00420339925,199022.6859752289
1031.745,66482.99614807378,174469.40548136772
1032.245,123810.51525207475,206235.02378140803
1032.745,114408.10856959391,180077.08698412494
1033.245,126432.34562281477,199103.90622860758
1033.745,137335.4064617219,187246.30730088687
1034.245,111225.33667839876,199375.93753741332
1034.745,118778.23560375949,176854.01451722748
1035.245,120899.39081083637,203586.71730375435
1035.745,115051.85727233367,182721.47832009455
1036.245,45059.72607326381,174188.2499026855
1036.745,93671.5996304248,166365.74844030157
1037.245,111283.89381000421,207599.6730277558
1037.745,70801.37646652336,186561.32115054037
1038.245,123551.7370295262,200843.5790589988
1038.745,81808.58758110846,198650.05717077357
1039.245,103322.65398381974,190174.79111893696
1039.745,127477.83490132181,196192.38835042785
1040.245,136636.8568154564,199995.90405915448
