iso3,pais,continente,tasa_cooperacion,creencia_cooperacion,brecha_percepcion,norma_social,altruismo_z,riesgo_z,paciencia_z
NLD,Netherlands,Europa,0.8535729116660055,0.5084583471501475,0.345114564515858,0.8582869016036991,-0.5606571710423456,0.3021011828318183,0.7666205082481738
BEL,Belgium,Europa,0.8431664753618899,0.4979438507283111,0.34522262463357883,0.9151180965318408,-0.5482192021289595,0.0588328228431039,0.4843369251421558
ESP,Spain,Europa,0.8402178589962479,0.4643382003782452,0.3758796586180027,0.8242154395738934,-0.3413964147449976,0.1516898020718765,0.4619993562566268
ITA,Italy,Europa,0.830530143068355,0.4927415793832313,0.3377885636851237,0.9360741381883264,0.1310321387424573,0.2120056184352681,0.3208988690686009
POL,Poland,Europa,0.8068457488415499,0.4230247643075061,0.38382098453404384,0.4563608148403477,-0.1509439398945643,0.1011128668839075,0.1317866408993227
HUN,Hungary,Europa,0.8708529550232926,0.4651556620760769,0.40569729294721574,0.8865080696364861,-0.0283079770838447,0.0934701986752036,0.2204577081631014
CZE,Czech Republic,Europa,0.8696308607619354,0.4629819553377771,0.4066489054241583,0.8964410612484438,0.2195051374996491,0.0338070600085041,0.4393065995389615
ROU,Romania,Europa,0.8322576882251517,0.3867230964121255,0.4455345918130262,0.9082414558468308,0.7300928394938748,0.3658940034169668,-0.0532641338305592
SWE,Sweden,Europa,0.9140090021648596,0.603486810068712,0.3105221920961476,0.9028613646234216,-0.6019976179023795,0.1237180196831527,0.663595841069962
GRC,Greece,Europa,0.8752194232601722,0.4168554137277521,0.4583640095324201,0.8939101119501436,-0.045606832531906,0.3717508312351747,-0.2408477980722593
DNK,Denmark,Europa,0.8784505723709809,0.5703476461862881,0.3081029261846928,0.9282763761967272,-0.5545064560366749,0.3876279290686293,0.5716161008791173
IRN,Iran,Asia,0.7836427088305464,0.4907364561802048,0.29290625265034165,0.912535473631884,0.2027870609790787,-0.1889796414756195,-0.1848226245317754
HKG,Hong Kong,Asia,0.8132573562015715,0.457314521440723,0.3559428347608485,0.9381057708763406,-0.3521372864370959,-0.0834755618492576,0.3815862173454965
SGP,Singapore,Asia,0.7410768828608585,0.4611782447067375,0.27989863815412097,0.915563330880532,-0.1785952476005024,-0.0323326296665378,0.3600831550207546
JPN,Japan,Asia,0.8112606608535662,0.4673116502219758,0.3439490106315904,0.8958586422192061,-0.4605468679494335,-0.6637025389892434,0.4735579471917029
CHN,China,Asia,0.7983107831393931,0.5865310073812375,0.21177977575815554,0.9635087272880702,0.7304003175922033,-0.0797838593105557,0.1682097880946715
IND,India,Asia,0.4524740081141712,0.3723243395894538,0.08014966852471739,0.8469867798224135,-0.1164610281971641,-0.1158818833340803,-0.0865318988522881
VEN,Venezuela,América,0.870621203823775,0.4983855637041348,0.37223564011964017,0.9487810952870708,0.1155452713647165,0.0021441136036679,-0.2442486468128242
BRA,Brazil,América,0.8176785658318317,0.4840514867840416,0.33362707904779015,0.9183135154868284,-0.0742638317792455,0.4706552969098664,-0.2885944131715689
MEX,Mexico,América,0.7995893212618325,0.511182483651968,0.2884068376098645,0.9602948053194512,0.2934481179468962,0.0483679802201985,-0.0928763700583532
NGA,Nigeria,África,0.499767473025625,0.4107183401428171,0.08904913288280791,0.8169079905852884,-0.0887613593395936,0.1081162340213764,-0.2927898618868414
KEN,Kenya,África,0.5855311044166723,0.3886485256421607,0.19688257877451165,0.8319221837795027,0.0173219817811997,0.1400810807336288,-0.0609739071370265
TZA,Tanzania,África,0.4571487152227546,0.4059563410390965,0.051192374183658074,0.7267406139969789,-0.0525586740633442,0.9060365719207082,-0.2358061919426923
ISR,Israel,Asia,0.5010749927042579,0.2740445138974638,0.2270304788067941,0.7388722426877792,-0.8419675484861141,-0.0421014755244524,0.2173465624135511
GHA,Ghana,África,0.5826184938337942,0.4353408186744767,0.14727767515931744,0.8323325724169139,-0.2627531319309469,0.1101639725680112,-0.0735200982262209
UGA,Uganda,África,0.5798238649713097,0.3755299330956988,0.20429393187561085,0.9004148188890173,0.0343725424643132,-0.2282746357602189,-0.1024012319313868
BEN,Benin,África,0.7498313266645757,0.399034239466641,0.35079708719793473,0.871956843658782,0.105998100825106,0.103739429852095,-0.2833679096959777
MDG,Madagascar,África,0.44049101138582,0.3342693749392489,0.10622163644657107,0.7789133297959554,-0.2031356157943307,0.4791238212776748,-0.13365180695456
MWI,Malawi,África,0.5846391062592107,0.4159077305705627,0.168731375688648,0.6208712026129921,0.2901670151391395,-0.8326008697125463,0.0050809484655242
ZAF,South Africa,África,0.5220706905327621,0.3816797000760592,0.1403909904567029,0.7803910087735091,-0.1340459113825059,0.3303722717221569,0.173937065552941
CAN,Canada,América,0.8410272265664419,0.5063163676372472,0.3347108589291947,0.865282502802514,-0.5478623161673573,0.2027282193689822,0.3333455083551455
AUS,Australia,Oceanía,0.8679516282595854,0.5179787381871689,0.3499728900724165,0.8655764188359416,-0.4540690534019732,0.1802015094250152,0.4408259626163734
PHL,Philippines,Asia,0.6270406105098805,0.4694302525182987,0.1576103579915818,0.9029908434626291,0.2805039121382901,0.174919540262584,-0.1464462172614203
LKA,Sri Lanka,Asia,0.681098606438711,0.5033705357662952,0.1777280706724158,0.8794068176400994,0.6000125893777841,-0.1546722594349056,-0.0879990341067657
VNM,Vietnam,Asia,0.7786278818118072,0.5755607290532854,0.20306715275852183,0.9580280258710216,0.7988318472289423,0.1498694402433039,-0.2949213163223044
THA,Thailand,Asia,0.8227977959430329,0.5159531920451413,0.3068446038978916,0.9251477789248368,-0.2029776710597156,-0.0792109593615609,-0.1033763998595244
KHM,Cambodia,Asia,0.6201340701956707,0.4655618778898211,0.15457219230584957,0.9610134059783094,-0.2814966692998382,-0.4047752306308723,-0.1918577096250334
LAO,Laos,Asia,0.6010933797481066,0.480747364248531,0.12034601549957563,0.8022395777936693,0.0062522175431207,-0.5841058378700892,-0.0421557739572286
MMR,Myanmar,Asia,0.8144810364657692,0.540457772245554,0.27402326422021517,0.9558888171026448,0.7050076677199368,0.3949355372367911,-0.092808655063035
NZL,New Zealand,Oceanía,0.8158783614870506,0.5225208358733932,0.29335752561365747,0.8198158248531279,-0.5271400730444121,0.1973566708898053,0.4608912242381181
BWA,Botswana,África,0.5753779104928852,0.3993581071059853,0.17601980338689993,0.8710499960183865,-0.0658701115518739,0.3296761729928782,-0.0254175134177745
MLI,Mali,África,0.6544855535231101,0.3799920572724638,0.2744934962506463,0.9507183343729764,-0.1486731628992718,-0.1541505162544889,-0.1182177436307588
MOZ,Mozambique,África,0.6335594610508227,0.4068159014549959,0.22674355959582682,0.6859702862062742,0.083880730766438,0.1298499552200323,0.1770253782335301
SEN,Senegal,África,0.6592620126365438,0.4738953084893707,0.1853667041471731,0.9096108571747812,0.1664008757933041,-0.4047141826385324,-0.4214055408162466
ZMB,Zambia,África,0.6516185655723031,0.447551448932562,0.20406711663974114,0.7595260189021241,0.1338733035630209,0.1301630326172879,0.191631427702647
KOR,South Korea,Asia,0.848766826379846,0.4829736211282223,0.36579320525162373,0.9290795216529528,-0.0389582361441888,-0.2845779137422015,0.0946278051777168
TWN,Taiwan,Asia,0.918224431486182,0.4695581641502739,0.44866626733590814,0.9329047995836256,-0.0128248629642709,0.2156705474266564,0.452806632660223
AFG,Afghanistan,Asia,0.6167243819394055,0.3910264601248978,0.2256979218145077,0.909889263183852,-0.7790738272633326,-1.091661099329793,-0.5104002596331312
GEO,Georgia,Asia,0.7207000873819683,0.4662008077609411,0.25449927962102725,0.9064486017848666,1.056922468062861,-0.3021031154935263,-0.5737513602929692
KAZ,Kazakhstan,Asia,0.6359909015300329,0.4723253435189197,0.1636655580111132,0.7136310058525308,-0.1558785184777456,-0.1650408314153933,-0.3340185363239114
KGZ,Kyrgyzstan,Asia,0.7806208695702337,0.5071936341949398,0.2734272353752939,0.87937602226682,0.732874709028376,-0.2081381729721133,0.0487276987050345
MDA,Moldova,Europa,0.7692849490853579,0.4544012921111454,0.31488365697421256,0.8203682932719906,0.171578160499232,0.0539258566090827,-0.2401078662349023
RUS,Russia,Europa,0.7262548320506775,0.4199515981705431,0.3063032338801344,0.7238356411629934,0.1852199365326561,0.0842158086951863,-0.0528020597815921
UKR,Ukraine,Europa,0.8042617011047913,0.4496223843004916,0.3546393168042997,0.840963929845802,0.4061434904862791,0.2029039808787462,-0.192848718397424
BFA,Burkina Faso,África,0.6231051761117554,0.3641969906188285,0.25890818549292693,0.8838993208872461,-0.0482451435743491,-0.1489686117425828,-0.391244784177314
CMR,Cameroon,África,0.7356380552340106,0.4242792677546848,0.3113587874793258,0.8083592729592408,0.0791181923788137,-0.1525018681040716,-0.4137660803502194
SLE,Sierra Leone,África,0.6618957565057778,0.4125123776215793,0.24938337888419854,0.8271066764783985,0.2531609899173276,0.1514599646509958,-0.0384807459114249
ZWE,Zimbabwe,África,0.6516357307593582,0.4167350813972094,0.23490064936214883,0.5647230891424813,-0.0529301788728753,-1.021356263098849,-0.1426037388688265
CRI,Costa Rica,América,0.8507703900886106,0.4353371538805453,0.41543323620806527,0.9611346894772218,-0.159037825954007,0.1832882946890846,-0.0728338418272231
ALB,Albania,Europa,0.6802450553534057,0.4396036903233387,0.24064136503006706,0.8993024020926322,0.076948346629715,-0.0519084204013317,-0.078653577165679
DZA,Algeria,África,0.5507137533302704,0.4054182679780736,0.14529548535219677,0.8764267449071218,-0.0437243131390544,0.0207660556693508,-0.3070778769472662
ARG,Argentina,América,0.8205374333187672,0.4714343398306495,0.3491030934881177,0.9092413179999372,0.4358238747692357,0.2097538419263533,-0.0078914471292199
ARM,Armenia,Asia,0.6984314072230402,0.4079123433745875,0.2905190638484527,0.8363904383552421,0.1947582903897821,0.1327685847915077,-0.3235026744371432
AUT,Austria,Europa,0.8226072384830414,0.4812472668181674,0.34135997166487403,0.8956977317804631,-0.4000223412407908,-0.1400940394022611,0.3987210017033569
BOL,Bolivia,América,0.7642577058214486,0.4645688717822106,0.29968883403923796,0.9813914752919192,0.355065291015673,0.0181027191889425,0.040577974508761
BIH,Bosnia Herzegovina,Europa,0.8238556559966455,0.4109300091748351,0.4129256468218104,0.8559845440050016,0.2910325275808639,0.5173085201311406,-0.2737177402168166
BGR,Bulgaria,Europa,0.8821121703513889,0.4283716072755164,0.4537405630758725,0.8691135128975189,0.1956661540188085,0.112656303511017,-0.1278378494442021
CHL,Chile,América,0.7364587831582855,0.4464489795686958,0.2900098035895897,0.987829108785909,-0.3488768064658342,0.0732665362456377,0.0636532924419192
COL,Colombia,América,0.7692733197866806,0.525535798513737,0.24373752127294357,0.959714617300076,0.1359173917574813,-0.050883865219129,-0.2977625467353878
COG,Congo Brazzaville,África,0.6339633831474868,0.3594521701761138,0.274511212971373,0.8032545629082528,0.1179633167115166,-0.0479582096015707,-0.0996772964808173
HRV,Croatia,Europa,0.8253349439029801,0.444537090520475,0.3807978533825051,0.8780050184459693,-0.4397763068921232,0.561719807872767,0.0289532038124999
CYP,Cyprus,Europa,0.9007017427099236,0.4725670083254066,0.42813473438451705,0.9461752748797592,-0.2630522695380176,0.1337520466492168,-0.1334342798214898
DOM,Dominican Republic,América,0.7737998135077061,0.4688499550495636,0.3049498584581425,0.8936905765325516,0.1181447818510934,0.1321221569627713,-0.5424477010579318
ECU,Ecuador,América,0.7342777310226597,0.428214683373411,0.3060630476492487,0.9478928686053888,0.2861543935244137,0.164549176669718,-0.2470233797134325
SLV,El Salvador,América,0.6527011913899804,0.4128123553321397,0.23988883605784067,0.9370538464147856,0.0632409981826573,-0.0111232583777832,-0.1202101732043053
EST,Estonia,Europa,0.8058899541293301,0.4498670798702991,0.35602287425903095,0.8059288389575021,0.1426715681366643,-0.050179416800497,0.4088380500687115
FIN,Finland,Europa,0.8077565158696239,0.4997728894133294,0.3079836264562945,0.8690950752474438,-0.6120340469586699,0.258619544408137,0.6315117877511497
GAB,Gabon,África,0.7177293334046083,0.4062176968715744,0.31151163653303393,0.8718358685499242,0.2395738244693702,-0.0568567476869281,-0.3413558713126448
GTM,Guatemala,América,0.5593556835301358,0.4132888884833276,0.14606679504680814,0.9100418690087352,0.0981564429741975,-0.1121533699371969,-0.1734368095583741
GIN,Guinea,África,0.6691486605664879,0.3781704427454055,0.2909782178210824,0.8899431266489044,-0.1164925960968665,-0.1352779040308952,-0.241589436743371
HND,Honduras,América,0.7015693657360746,0.4382851629728315,0.26328420276324316,0.9277888177708878,0.0806025904118801,-0.2750031243338079,-0.2041926917911494
ISL,Iceland,Europa,0.9146730899662578,0.5924892214888489,0.322183868477409,0.8938050596357787,-0.6475645389348837,0.1116646999423928,0.6697653828999602
IRQ,Iraq,Asia,0.5753349486115441,0.3653104426774705,0.21002450593407362,0.6767076412789339,0.2304576819311824,-0.2239556740395554,-0.3610089555414999
IRL,Ireland,Europa,0.8387298945825435,0.4772452078769791,0.36148468670556444,0.8729509176122963,-0.3971157845856497,-0.1097654040879982,0.3208643561443434
CIV,Ivory Coast,África,0.6503721972837795,0.3896921321077681,0.2606800651760114,0.847610345035818,-0.0081276356601282,-0.1484131731951908,-0.3223531939630421
JAM,Jamaica,América,0.7828014851379536,0.3956003466307586,0.38720113850719495,0.8419007634692595,0.0348139299331877,0.1762183552976418,-0.2898470532789922
LVA,Latvia,Europa,0.8093187205773377,0.2254494930837967,0.583869227493541,0.7923990212686889,0.0289874144029194,-0.1738017084006235,0.3597325608263535
LTU,Lithuania,Europa,0.4969392178189055,0.3314425255291137,0.1654966922897918,0.8705473933987149,-0.5147558936857581,-0.0105366273218218,0.0239788324534061
MKD,North Macedonia,Europa,0.7905629599758348,0.4618877284724118,0.32867523150342304,0.9309568640299408,0.4902649179415201,0.326969836160365,0.034173485829169
MYS,Malaysia,Asia,0.6679311623252772,0.4552751324553767,0.21265602986990045,0.9436583852704769,0.4651150863992116,0.0188152576147506,0.2199708547178387
MLT,Malta,Europa,0.8172987661291614,0.4482599651844812,0.3690388009446802,0.9090564918768944,-0.135007996153424,0.0343285832691966,0.186820298395264
MUS,Mauritius,África,0.7857867826034485,0.4907819371266235,0.295004845476825,0.9613085299711424,0.2858007371370791,0.1716551699578674,0.0722508638794365
MNG,Mongolia,Asia,0.7550796037011852,0.5926434869524834,0.16243611674870184,0.9329640075848336,-0.0513993180681181,-0.8733922105424109,0.1224390561022668
NAM,Namibia,África,0.4996859912214193,0.4036812375853903,0.096004753636029,0.8782617792133808,-0.1402485149772035,-0.3982701418056252,0.055874656833363
NPL,Nepal,Asia,0.6415833313609204,0.4201843866099209,0.22139894475099947,0.8937643219246496,0.0301805400718211,-0.2412828690517382,-0.034726894849893
NIC,Nicaragua,América,0.7155981885210585,0.4552729122346966,0.2603252762863619,0.9387333245314388,-0.0295108322254923,-0.0821286392904277,-0.3017291951632267
NOR,Norway,Europa,0.8722436807176484,0.5516331993015882,0.3206104814160602,0.8923636901305528,-0.6791435524435436,0.0247475889880258,0.5898025070693701
PAN,Panama,América,0.6993078369079824,0.435157990530098,0.26414984637788436,0.904768268352321,0.0462886355955339,-0.2529425955293734,-0.3362846903584592
PRY,Paraguay,América,0.7097729622019097,0.4303080610643135,0.27946490113759614,0.94459608946748,0.1110191347604758,-0.2244202102111971,-0.0561711156357107
PER,Peru,América,0.6748561930853829,0.4173246852706406,0.2575315078147423,0.944108708906674,-0.0581405573934,0.1825476778426053,0.0092855625848462
PRT,Portugal,Europa,0.8067062176137222,0.5228775090894998,0.2838287085242224,0.9726054678644448,-0.2461734787524149,-0.2508073534606003,0.0082456359046809
SRB,Serbia,Europa,0.7791200269457864,0.408987997173118,0.3701320297726684,0.8930017579447844,0.2084810297843258,0.4347987892960564,-0.0454407732876748
SVK,Slovakia,Europa,0.8474810390889865,0.3871662478297975,0.460314791259189,0.928826126782332,-0.1019300303309009,0.0120260061529732,0.3283546843637721
SVN,Slovenia,Europa,0.842979008082368,0.4983936948117383,0.34458531327062975,0.9234633048361252,-0.1853194839670007,0.1911044850776478,0.0293977485738159
CHE,Switzerland,Europa,0.8731736015842197,0.4706358225799991,0.40253777900422066,0.9046797122320096,-0.2946999181522554,0.0150150898740737,0.5636834371016718
TJK,Tajikistan,Asia,0.6043095606210303,0.4949215578139798,0.10938800280705047,0.91910616082249,-0.3875302927296335,-0.2205537228855157,-0.1971838966870972
TGO,Togo,África,0.5967463031982754,0.3731945464700309,0.22355175672824446,0.9384674545351944,-0.3347131607169491,-0.0657220816829686,-0.3469894631678491
TUN,Tunisia,África,0.625073682607601,0.3868198134635791,0.2382538691440219,0.6320936909790229,-0.1231050430505378,-0.2432898706909734,-0.4098683254689434
ARE,United Arab Emirates,Asia,0.7329360329865728,0.5445500794575137,0.18838595352905918,0.9247035625674476,0.211096748094214,0.2679596130430239,-0.0069480114709179
URY,Uruguay,América,0.8159909987455916,0.5081514254702088,0.3078395732753828,0.8811128970060168,-0.0631836338134449,-0.0823759550154916,-0.073839542879227
UZB,Uzbekistan,Asia,0.7145658168918397,0.580235729124969,0.13433008776687072,0.9709472197070568,0.3247058271939152,0.5890793048682316,-0.078935076484235
XKX,Kosovo,Europa,0.7416523958824125,0.4575361573434796,0.2841162385389329,0.904652976190535,0.2214492505966466,0.3759252737062082,-0.2548519991009309
